# _root_ " ez dizkiegu gauzak errazak jarriko andaluzian " , esan zuen torresek , eta polizia lanean ari_dela gehitu zuen .
#goldHeads=0,6,6,6,6,10,6,7,8,14,10,10,12,0,17,17,18,14,18,19,
#predictedHeads=0,6,6,6,6,10,6,7,8,0,10,10,12,0,17,17,18,14,18,19,
(10,14),(14,13),0.39239 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.0401184 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.0379502 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),0.0123261 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),-0.0259581 # DEPENDENCYPART_GRANDPAR
(10,15),(15,5),-0.222098 # DEPENDENCYPART_GRANDPAR
(10,15),(15,7),0.14324 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),0.253828 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),0.4602 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),0.131978 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.0592989 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),0.0330187 # DEPENDENCYPART_GRANDPAR
(10,15),(15,19),-0.227839 # DEPENDENCYPART_GRANDPAR
(10,15),(15,20),-0.0779158 # DEPENDENCYPART_GRANDPAR
(10,16),(16,5),-0.222114 # DEPENDENCYPART_GRANDPAR
(10,16),(16,7),0.143192 # DEPENDENCYPART_GRANDPAR
(10,16),(16,9),-0.164464 # DEPENDENCYPART_GRANDPAR
(10,16),(16,10),-0.1638 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,16),(16,12),0.248308 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),0.455891 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),0.12761 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),-0.0164843 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),0.0387051 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),-0.00277184 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),-0.220075 # DEPENDENCYPART_GRANDPAR
(10,16),(16,20),-0.0531052 # DEPENDENCYPART_GRANDPAR
(10,17),(17,4),-0.324083 # DEPENDENCYPART_GRANDPAR
(10,17),(17,6),0.23421 # DEPENDENCYPART_GRANDPAR
(10,17),(17,10),-0.270582 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,17),(17,11),-0.306433 # DEPENDENCYPART_GRANDPAR
(10,17),(17,12),0.238296 # DEPENDENCYPART_GRANDPAR
(10,17),(17,14),0.0693488 # DEPENDENCYPART_GRANDPAR
(10,17),(17,15),-0.0131496 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),-0.0117033 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),-0.0509935 # DEPENDENCYPART_GRANDPAR
(10,17),(17,19),-0.127871 # DEPENDENCYPART_GRANDPAR
(10,18),(18,4),-0.318392 # DEPENDENCYPART_GRANDPAR
(10,18),(18,5),-0.292132 # DEPENDENCYPART_GRANDPAR
(10,18),(18,6),0.237802 # DEPENDENCYPART_GRANDPAR
(10,18),(18,7),0.0077066 # DEPENDENCYPART_GRANDPAR
(10,18),(18,9),-0.293475 # DEPENDENCYPART_GRANDPAR
(10,18),(18,10),-0.273034 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,18),(18,11),-0.309795 # DEPENDENCYPART_GRANDPAR
(10,18),(18,12),0.227567 # DEPENDENCYPART_GRANDPAR
(10,18),(18,13),0.531658 # DEPENDENCYPART_GRANDPAR
(10,18),(18,14),0.0722415 # DEPENDENCYPART_GRANDPAR
(10,18),(18,15),-0.0238784 # DEPENDENCYPART_GRANDPAR
(10,18),(18,16),-0.0224322 # DEPENDENCYPART_GRANDPAR
(10,18),(18,17),0.0334914 # DEPENDENCYPART_GRANDPAR
(10,18),(18,19),-0.128636 # DEPENDENCYPART_GRANDPAR
(10,18),(18,20),0.103047 # DEPENDENCYPART_GRANDPAR
(10,19),(19,15),-0.0683886 # DEPENDENCYPART_GRANDPAR
(10,19),(19,16),-0.0642044 # DEPENDENCYPART_GRANDPAR
(10,19),(19,18),-0.0192443 # DEPENDENCYPART_GRANDPAR
(10,19),(19,20),0.00503366 # DEPENDENCYPART_GRANDPAR
(11,2),(2,4),-0.507326 # DEPENDENCYPART_GRANDPAR
(11,2),(2,6),-0.153389 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.329799 # DEPENDENCYPART_GRANDPAR
(11,12),(12,13),0.16735 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.182914 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.650364 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),0.566291 # DEPENDENCYPART_GRANDPAR
(11,14),(14,4),-0.819299 # DEPENDENCYPART_GRANDPAR
(11,14),(14,6),-0.456334 # DEPENDENCYPART_GRANDPAR
(11,14),(14,7),-0.730196 # DEPENDENCYPART_GRANDPAR
(11,14),(14,9),-0.4091 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-0.399912 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.744207 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),-0.165121 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),0.113175 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.175589 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.652894 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),0.580422 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),-0.235458 # DEPENDENCYPART_GRANDPAR
(11,19),(19,15),-0.0796776 # DEPENDENCYPART_GRANDPAR
(11,19),(19,16),-0.548159 # DEPENDENCYPART_GRANDPAR
(11,19),(19,18),-0.211894 # DEPENDENCYPART_GRANDPAR
(11,19),(19,20),0.34745 # DEPENDENCYPART_GRANDPAR
(12,10),(10,2),-0.180044 # DEPENDENCYPART_GRANDPAR
(12,10),(10,3),-1.64147 # DEPENDENCYPART_GRANDPAR
(12,10),(10,4),-0.8111 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-0.473493 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.275313 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),0.0381597 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),0.0333955 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.65238 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-1.0933 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.150675 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-0.242719 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),-0.49506 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-0.83105 # DEPENDENCYPART_GRANDPAR
(12,10),(10,17),-0.336406 # DEPENDENCYPART_GRANDPAR
(12,10),(10,18),-0.430144 # DEPENDENCYPART_GRANDPAR
(12,10),(10,19),-0.504671 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-1.17353 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.640999 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.0609654 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-0.106356 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),-0.200981 # DEPENDENCYPART_GRANDPAR
(12,15),(15,5),-0.865179 # DEPENDENCYPART_GRANDPAR
(12,15),(15,7),-0.452386 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-0.645206 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),0.0162834 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),0.139096 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.482738 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),-0.0222879 # DEPENDENCYPART_GRANDPAR
(12,15),(15,19),-0.391874 # DEPENDENCYPART_GRANDPAR
(12,15),(15,20),-0.232971 # DEPENDENCYPART_GRANDPAR
(12,16),(16,5),-0.865179 # DEPENDENCYPART_GRANDPAR
(12,16),(16,7),-0.452402 # DEPENDENCYPART_GRANDPAR
(12,16),(16,9),-0.219601 # DEPENDENCYPART_GRANDPAR
(12,16),(16,10),-0.454814 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-0.644639 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,13),0.0172557 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),0.140009 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),-0.0473845 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.0212443 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-0.115366 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),-0.390898 # DEPENDENCYPART_GRANDPAR
(12,16),(16,20),-0.226154 # DEPENDENCYPART_GRANDPAR
(12,17),(17,4),-1.32198 # DEPENDENCYPART_GRANDPAR
(12,17),(17,6),-0.561989 # DEPENDENCYPART_GRANDPAR
(12,17),(17,10),-0.507256 # DEPENDENCYPART_GRANDPAR
(12,17),(17,11),-1.17594 # DEPENDENCYPART_GRANDPAR
(12,17),(17,12),-0.746684 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,17),(17,14),0.13314 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),-0.14279 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),-0.477695 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-0.116392 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),-0.334663 # DEPENDENCYPART_GRANDPAR
(13,11),(11,2),0.0713832 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),0.259232 # DEPENDENCYPART_GRANDPAR
(13,11),(11,14),-0.441747 # DEPENDENCYPART_GRANDPAR
(13,11),(11,19),-0.137939 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),0.24631 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-0.458164 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,15),-0.510956 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-0.48994 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-0.392266 # DEPENDENCYPART_GRANDPAR
(13,14),(14,4),-0.478042 # DEPENDENCYPART_GRANDPAR
(13,14),(14,6),-0.28117 # DEPENDENCYPART_GRANDPAR
(13,14),(14,7),-0.459794 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-0.190995 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-0.0971457 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),0.0114459 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.124517 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.396237 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.296013 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.282353 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.128484 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),-0.129244 # DEPENDENCYPART_GRANDPAR
(13,17),(17,4),-0.519634 # DEPENDENCYPART_GRANDPAR
(13,17),(17,6),-0.291288 # DEPENDENCYPART_GRANDPAR
(13,17),(17,10),-0.107043 # DEPENDENCYPART_GRANDPAR
(13,17),(17,11),0.0424158 # DEPENDENCYPART_GRANDPAR
(13,17),(17,12),-0.165567 # DEPENDENCYPART_GRANDPAR
(13,17),(17,14),-0.149246 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),-0.314997 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),-0.292672 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.215748 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),0.00352999 # DEPENDENCYPART_GRANDPAR
(13,18),(18,4),-0.518197 # DEPENDENCYPART_GRANDPAR
(13,18),(18,5),-0.466208 # DEPENDENCYPART_GRANDPAR
(13,18),(18,6),-0.291302 # DEPENDENCYPART_GRANDPAR
(13,18),(18,7),-0.499412 # DEPENDENCYPART_GRANDPAR
(13,18),(18,9),-0.223214 # DEPENDENCYPART_GRANDPAR
(13,18),(18,10),-0.107058 # DEPENDENCYPART_GRANDPAR
(13,18),(18,11),0.0422208 # DEPENDENCYPART_GRANDPAR
(13,18),(18,12),-0.16413 # DEPENDENCYPART_GRANDPAR
(13,18),(18,13),-0.490771 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,18),(18,14),-0.143383 # DEPENDENCYPART_GRANDPAR
(13,18),(18,15),-0.319322 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),-0.296996 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),-0.164959 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),0.0111845 # DEPENDENCYPART_GRANDPAR
(13,18),(18,20),-0.305827 # DEPENDENCYPART_GRANDPAR
(14,4),(4,2),-0.0394586 # DEPENDENCYPART_GRANDPAR
(14,4),(4,3),-0.161548 # DEPENDENCYPART_GRANDPAR
(14,4),(4,5),0.160989 # DEPENDENCYPART_GRANDPAR
(14,4),(4,6),0.167036 # DEPENDENCYPART_GRANDPAR
(14,4),(4,7),0.191168 # DEPENDENCYPART_GRANDPAR
(14,4),(4,11),0.587729 # DEPENDENCYPART_GRANDPAR
(14,4),(4,14),-0.361463 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,4),(4,15),-0.10311 # DEPENDENCYPART_GRANDPAR
(14,4),(4,16),-0.263581 # DEPENDENCYPART_GRANDPAR
(14,4),(4,17),0.015855 # DEPENDENCYPART_GRANDPAR
(14,4),(4,18),0.0237058 # DEPENDENCYPART_GRANDPAR
(14,6),(6,2),-0.0415321 # DEPENDENCYPART_GRANDPAR
(14,6),(6,3),0.0508698 # DEPENDENCYPART_GRANDPAR
(14,6),(6,4),0.156119 # DEPENDENCYPART_GRANDPAR
(14,6),(6,5),0.183282 # DEPENDENCYPART_GRANDPAR
(14,6),(6,7),0.106482 # DEPENDENCYPART_GRANDPAR
(14,6),(6,9),-0.00840078 # DEPENDENCYPART_GRANDPAR
(14,6),(6,10),0.265922 # DEPENDENCYPART_GRANDPAR
(14,6),(6,11),0.647906 # DEPENDENCYPART_GRANDPAR
(14,6),(6,12),0.504173 # DEPENDENCYPART_GRANDPAR
(14,6),(6,13),-0.0198358 # DEPENDENCYPART_GRANDPAR
(14,6),(6,14),-0.486719 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,6),(6,16),-0.463486 # DEPENDENCYPART_GRANDPAR
(14,6),(6,17),-0.132455 # DEPENDENCYPART_GRANDPAR
(14,6),(6,18),-0.124253 # DEPENDENCYPART_GRANDPAR
(14,6),(6,19),0.529572 # DEPENDENCYPART_GRANDPAR
(14,7),(7,4),0.0734829 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),-0.0785874 # DEPENDENCYPART_GRANDPAR
(14,7),(7,8),-0.157504 # DEPENDENCYPART_GRANDPAR
(14,7),(7,10),0.348886 # DEPENDENCYPART_GRANDPAR
(14,7),(7,15),-0.10311 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),-0.100699 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),0.320501 # DEPENDENCYPART_GRANDPAR
(14,10),(10,2),-0.100783 # DEPENDENCYPART_GRANDPAR
(14,10),(10,3),-0.0119764 # DEPENDENCYPART_GRANDPAR
(14,10),(10,4),0.136752 # DEPENDENCYPART_GRANDPAR
(14,10),(10,5),0.139416 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),-0.0370847 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),0.178177 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),0.0359948 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),0.690554 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),0.497492 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),0.00431945 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-0.505906 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,15),-0.322415 # DEPENDENCYPART_GRANDPAR
(14,10),(10,16),-0.483393 # DEPENDENCYPART_GRANDPAR
(14,10),(10,17),-0.160011 # DEPENDENCYPART_GRANDPAR
(14,10),(10,18),-0.151809 # DEPENDENCYPART_GRANDPAR
(14,10),(10,19),0.510845 # DEPENDENCYPART_GRANDPAR
(14,11),(11,2),0.0222348 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),0.562141 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-0.385019 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,19),0.539626 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),0.0796564 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),0.0248893 # DEPENDENCYPART_GRANDPAR
(14,12),(12,15),-0.10311 # DEPENDENCYPART_GRANDPAR
(14,12),(12,16),-0.263581 # DEPENDENCYPART_GRANDPAR
(14,12),(12,17),0.015855 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),0.470459 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),0.412706 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-0.405283 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,17),-0.0501442 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),-0.0419075 # DEPENDENCYPART_GRANDPAR
(14,15),(15,5),-0.118766 # DEPENDENCYPART_GRANDPAR
(14,15),(15,7),-0.241522 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),0.156165 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.156338 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.160754 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),0.102237 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),0.206452 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),0.621122 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),0.164085 # DEPENDENCYPART_GRANDPAR
(14,16),(16,5),-0.118766 # DEPENDENCYPART_GRANDPAR
(14,16),(16,7),-0.241538 # DEPENDENCYPART_GRANDPAR
(14,16),(16,9),-0.14491 # DEPENDENCYPART_GRANDPAR
(14,16),(16,10),-0.0941058 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),0.156149 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.156345 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.159143 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),0.33991 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),0.201029 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),0.201747 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),0.617054 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),0.165859 # DEPENDENCYPART_GRANDPAR
(14,17),(17,4),-0.487622 # DEPENDENCYPART_GRANDPAR
(14,17),(17,6),-0.411133 # DEPENDENCYPART_GRANDPAR
(14,17),(17,10),-0.243837 # DEPENDENCYPART_GRANDPAR
(14,17),(17,11),0.363681 # DEPENDENCYPART_GRANDPAR
(14,17),(17,12),-0.0435378 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-0.209596 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,15),0.25207 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),0.102836 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),0.316987 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),0.80219 # DEPENDENCYPART_GRANDPAR
(14,18),(18,4),-0.48599 # DEPENDENCYPART_GRANDPAR
(14,18),(18,5),-0.244275 # DEPENDENCYPART_GRANDPAR
(14,18),(18,6),-0.410759 # DEPENDENCYPART_GRANDPAR
(14,18),(18,7),-0.439596 # DEPENDENCYPART_GRANDPAR
(14,18),(18,9),-0.274738 # DEPENDENCYPART_GRANDPAR
(14,18),(18,10),-0.243463 # DEPENDENCYPART_GRANDPAR
(14,18),(18,11),0.363681 # DEPENDENCYPART_GRANDPAR
(14,18),(18,12),-0.0419053 # DEPENDENCYPART_GRANDPAR
(14,18),(18,13),-0.286173 # DEPENDENCYPART_GRANDPAR
(14,18),(18,14),-0.198872 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,18),(18,15),0.2536 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),0.104366 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),0.354869 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),0.816942 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),0.160357 # DEPENDENCYPART_GRANDPAR
(15,5),(5,4),-0.944669 # DEPENDENCYPART_GRANDPAR
(15,5),(5,6),-0.310168 # DEPENDENCYPART_GRANDPAR
(15,7),(7,4),-1.05199 # DEPENDENCYPART_GRANDPAR
(15,7),(7,6),-0.442588 # DEPENDENCYPART_GRANDPAR
(15,7),(7,8),-0.247992 # DEPENDENCYPART_GRANDPAR
(15,7),(7,10),-0.20887 # DEPENDENCYPART_GRANDPAR
(15,7),(7,15),-0.81183 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,10),-0.442131 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),-0.350796 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-0.81183 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,16),-0.637567 # DEPENDENCYPART_GRANDPAR
(15,12),(12,17),-0.249195 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-1.45503 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.166137 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.18421 # DEPENDENCYPART_GRANDPAR
(15,13),(13,17),-0.27268 # DEPENDENCYPART_GRANDPAR
(15,13),(13,18),-0.384927 # DEPENDENCYPART_GRANDPAR
(15,14),(14,4),-0.907027 # DEPENDENCYPART_GRANDPAR
(15,14),(14,6),-0.368174 # DEPENDENCYPART_GRANDPAR
(15,14),(14,7),-0.419619 # DEPENDENCYPART_GRANDPAR
(15,14),(14,9),-0.263108 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),-0.37064 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-1.42204 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),0.00741129 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.278138 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-0.84179 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.667681 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-0.29833 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-0.410609 # DEPENDENCYPART_GRANDPAR
(15,16),(16,5),-1.14331 # DEPENDENCYPART_GRANDPAR
(15,16),(16,7),-0.889328 # DEPENDENCYPART_GRANDPAR
(15,16),(16,9),-0.429116 # DEPENDENCYPART_GRANDPAR
(15,16),(16,10),-0.704327 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-0.460687 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.444145 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.529115 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.388329 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),0.00823608 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.104426 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),-0.419106 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),-0.305976 # DEPENDENCYPART_GRANDPAR
(15,17),(17,4),-1.39281 # DEPENDENCYPART_GRANDPAR
(15,17),(17,6),-0.753712 # DEPENDENCYPART_GRANDPAR
(15,17),(17,10),-0.756769 # DEPENDENCYPART_GRANDPAR
(15,17),(17,11),-1.59259 # DEPENDENCYPART_GRANDPAR
(15,17),(17,12),-0.480838 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-0.560949 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-0.486342 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),-0.311668 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.107252 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),-0.364673 # DEPENDENCYPART_GRANDPAR
(15,19),(19,15),-0.461342 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,19),(19,16),-0.288808 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),-0.0303693 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),-0.219385 # DEPENDENCYPART_GRANDPAR
(16,5),(5,4),-0.794055 # DEPENDENCYPART_GRANDPAR
(16,5),(5,6),0.160555 # DEPENDENCYPART_GRANDPAR
(16,7),(7,4),-0.903594 # DEPENDENCYPART_GRANDPAR
(16,7),(7,6),0.0203727 # DEPENDENCYPART_GRANDPAR
(16,7),(7,8),0.0232769 # DEPENDENCYPART_GRANDPAR
(16,7),(7,10),0.0384409 # DEPENDENCYPART_GRANDPAR
(16,7),(7,15),0.380595 # DEPENDENCYPART_GRANDPAR
(16,9),(9,6),-0.0484571 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),0.0966212 # DEPENDENCYPART_GRANDPAR
(16,10),(10,2),0.164832 # DEPENDENCYPART_GRANDPAR
(16,10),(10,3),-1.79425 # DEPENDENCYPART_GRANDPAR
(16,10),(10,4),-0.736169 # DEPENDENCYPART_GRANDPAR
(16,10),(10,5),-0.947635 # DEPENDENCYPART_GRANDPAR
(16,10),(10,6),-0.00402224 # DEPENDENCYPART_GRANDPAR
(16,10),(10,7),0.0816057 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),-0.00590111 # DEPENDENCYPART_GRANDPAR
(16,10),(10,11),-1.11814 # DEPENDENCYPART_GRANDPAR
(16,10),(10,12),0.116024 # DEPENDENCYPART_GRANDPAR
(16,10),(10,13),-0.108064 # DEPENDENCYPART_GRANDPAR
(16,10),(10,14),0.164568 # DEPENDENCYPART_GRANDPAR
(16,10),(10,15),0.250175 # DEPENDENCYPART_GRANDPAR
(16,10),(10,16),-0.807746 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,10),(10,17),-0.671445 # DEPENDENCYPART_GRANDPAR
(16,10),(10,18),-0.474558 # DEPENDENCYPART_GRANDPAR
(16,10),(10,19),-0.440202 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-0.20203 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),-0.117062 # DEPENDENCYPART_GRANDPAR
(16,12),(12,15),0.380605 # DEPENDENCYPART_GRANDPAR
(16,12),(12,16),-0.783033 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,17),-0.614658 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-1.4971 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),0.129715 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),0.209047 # DEPENDENCYPART_GRANDPAR
(16,13),(13,17),-0.638005 # DEPENDENCYPART_GRANDPAR
(16,13),(13,18),-0.441086 # DEPENDENCYPART_GRANDPAR
