# _root_ " antidemokratiko " eta " baztertzailetzat " jo zuen udalbiltza erakundea , eta haren xedeak lurraldetasuna , subiranotasuna eta eraikuntza nazionala direla azpimarratu zuen .
#goldHeads=0,4,2,8,4,4,6,13,8,11,8,11,0,15,22,19,16,19,22,19,20,23,13,23,24,
#predictedHeads=0,4,2,8,4,8,6,13,8,11,8,11,0,15,22,19,16,19,22,19,22,23,13,23,24,
(2,4),(4,13),-0.15248 # DEPENDENCYPART_GRANDPAR
(2,4),(4,16),-0.376623 # DEPENDENCYPART_GRANDPAR
(2,4),(4,19),-0.125169 # DEPENDENCYPART_GRANDPAR
(2,4),(4,23),-0.259373 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),-0.252016 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),0.0412549 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),0.0920779 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.267491 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),0.234813 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),0.212889 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-0.459982 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,6),0.126355 # DEPENDENCYPART_GRANDPAR
(4,5),(5,6),0.308923 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.208179 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.296892 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),0.308564 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),0.211901 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-0.0529047 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-0.203314 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,6),0.360375 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),0.378402 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.0555853 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),0.0479711 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.185958 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-0.0773722 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),-0.0933672 # DEPENDENCYPART_GRANDPAR
(4,8),(8,16),-0.145173 # DEPENDENCYPART_GRANDPAR
(4,8),(8,17),-0.405195 # DEPENDENCYPART_GRANDPAR
(4,8),(8,18),-0.18207 # DEPENDENCYPART_GRANDPAR
(4,8),(8,19),-0.036656 # DEPENDENCYPART_GRANDPAR
(4,8),(8,20),-0.226756 # DEPENDENCYPART_GRANDPAR
(4,8),(8,22),0.0476344 # DEPENDENCYPART_GRANDPAR
(4,8),(8,23),-0.0440571 # DEPENDENCYPART_GRANDPAR
(4,8),(8,24),0.490676 # DEPENDENCYPART_GRANDPAR
(4,11),(11,2),0.078914 # DEPENDENCYPART_GRANDPAR
(4,11),(11,4),-0.2101 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,11),(11,6),0.429139 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),0.390344 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),0.285903 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),-0.130598 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),-0.244613 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),-0.227003 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),-0.392081 # DEPENDENCYPART_GRANDPAR
(4,11),(11,22),-0.0477103 # DEPENDENCYPART_GRANDPAR
(4,11),(11,23),-0.212594 # DEPENDENCYPART_GRANDPAR
(4,13),(13,4),-0.388933 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,13),(13,8),0.192893 # DEPENDENCYPART_GRANDPAR
(4,13),(13,9),0.0947545 # DEPENDENCYPART_GRANDPAR
(4,13),(13,10),-0.27827 # DEPENDENCYPART_GRANDPAR
(4,13),(13,11),-0.171703 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),-0.440913 # DEPENDENCYPART_GRANDPAR
(4,13),(13,14),-0.385182 # DEPENDENCYPART_GRANDPAR
(4,13),(13,15),-0.291156 # DEPENDENCYPART_GRANDPAR
(4,13),(13,16),-0.350281 # DEPENDENCYPART_GRANDPAR
(4,13),(13,17),-0.649233 # DEPENDENCYPART_GRANDPAR
(4,13),(13,18),-0.370719 # DEPENDENCYPART_GRANDPAR
(4,13),(13,19),-0.296141 # DEPENDENCYPART_GRANDPAR
(4,13),(13,20),-0.421454 # DEPENDENCYPART_GRANDPAR
(4,13),(13,22),-0.168134 # DEPENDENCYPART_GRANDPAR
(4,13),(13,23),-0.165509 # DEPENDENCYPART_GRANDPAR
(4,16),(16,2),0.078914 # DEPENDENCYPART_GRANDPAR
(4,16),(16,4),-0.2101 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,16),(16,6),0.429139 # DEPENDENCYPART_GRANDPAR
(4,16),(16,10),-0.1306 # DEPENDENCYPART_GRANDPAR
(4,16),(16,11),-0.0236512 # DEPENDENCYPART_GRANDPAR
(4,16),(16,12),-0.284782 # DEPENDENCYPART_GRANDPAR
(4,16),(16,13),-0.168279 # DEPENDENCYPART_GRANDPAR
(4,16),(16,14),-0.160103 # DEPENDENCYPART_GRANDPAR
(4,16),(16,15),-0.16499 # DEPENDENCYPART_GRANDPAR
(4,16),(16,17),-0.470226 # DEPENDENCYPART_GRANDPAR
(4,16),(16,18),-0.344936 # DEPENDENCYPART_GRANDPAR
(4,16),(16,19),-0.191992 # DEPENDENCYPART_GRANDPAR
(4,16),(16,20),-0.385097 # DEPENDENCYPART_GRANDPAR
(4,16),(16,21),-0.231485 # DEPENDENCYPART_GRANDPAR
(4,16),(16,22),-0.0534141 # DEPENDENCYPART_GRANDPAR
(4,16),(16,23),-0.218298 # DEPENDENCYPART_GRANDPAR
(4,16),(16,25),-1.15189 # DEPENDENCYPART_GRANDPAR
(4,19),(19,4),-0.388933 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,19),(19,8),0.192893 # DEPENDENCYPART_GRANDPAR
(4,19),(19,10),-0.27827 # DEPENDENCYPART_GRANDPAR
(4,19),(19,11),-0.171703 # DEPENDENCYPART_GRANDPAR
(4,19),(19,13),-0.347112 # DEPENDENCYPART_GRANDPAR
(4,19),(19,14),-0.386484 # DEPENDENCYPART_GRANDPAR
(4,19),(19,15),-0.313041 # DEPENDENCYPART_GRANDPAR
(4,19),(19,16),-0.34613 # DEPENDENCYPART_GRANDPAR
(4,19),(19,17),-0.660149 # DEPENDENCYPART_GRANDPAR
(4,19),(19,18),-0.380945 # DEPENDENCYPART_GRANDPAR
(4,19),(19,20),-0.421454 # DEPENDENCYPART_GRANDPAR
(4,19),(19,21),-0.287979 # DEPENDENCYPART_GRANDPAR
(4,19),(19,22),-0.168134 # DEPENDENCYPART_GRANDPAR
(4,19),(19,23),-0.165509 # DEPENDENCYPART_GRANDPAR
(4,23),(23,4),-0.254874 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,23),(23,8),0.267457 # DEPENDENCYPART_GRANDPAR
(4,23),(23,10),-0.224589 # DEPENDENCYPART_GRANDPAR
(4,23),(23,11),-0.112285 # DEPENDENCYPART_GRANDPAR
(4,23),(23,12),-0.338578 # DEPENDENCYPART_GRANDPAR
(4,23),(23,13),-0.213052 # DEPENDENCYPART_GRANDPAR
(4,23),(23,14),-0.353404 # DEPENDENCYPART_GRANDPAR
(4,23),(23,15),-0.253623 # DEPENDENCYPART_GRANDPAR
(4,23),(23,16),-0.301794 # DEPENDENCYPART_GRANDPAR
(4,23),(23,17),-0.557814 # DEPENDENCYPART_GRANDPAR
(4,23),(23,18),-0.326873 # DEPENDENCYPART_GRANDPAR
(4,23),(23,19),-0.172336 # DEPENDENCYPART_GRANDPAR
(4,23),(23,20),-0.384836 # DEPENDENCYPART_GRANDPAR
(4,23),(23,21),-0.309153 # DEPENDENCYPART_GRANDPAR
(4,23),(23,22),-0.0790145 # DEPENDENCYPART_GRANDPAR
(4,23),(23,24),0.434004 # DEPENDENCYPART_GRANDPAR
(4,23),(23,25),-1.15076 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.36803 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.622145 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.5022 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.299173 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),0.133743 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.0315153 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),0.0917299 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.17575 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,8),-0.633843 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-0.950503 # DEPENDENCYPART_GRANDPAR
(6,4),(4,13),-0.40999 # DEPENDENCYPART_GRANDPAR
(6,4),(4,16),-0.843157 # DEPENDENCYPART_GRANDPAR
(6,4),(4,19),-0.341539 # DEPENDENCYPART_GRANDPAR
(6,4),(4,23),-0.558921 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.17017 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.429428 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.327213 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-0.201231 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.278177 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.917 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,9),-0.320252 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.254799 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.630619 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.0250632 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.21385 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),-0.552092 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),-0.524194 # DEPENDENCYPART_GRANDPAR
(6,8),(8,17),0.0204953 # DEPENDENCYPART_GRANDPAR
(6,8),(8,18),-0.523287 # DEPENDENCYPART_GRANDPAR
(6,8),(8,19),-0.145398 # DEPENDENCYPART_GRANDPAR
(6,8),(8,20),-0.372696 # DEPENDENCYPART_GRANDPAR
(6,8),(8,22),-0.217286 # DEPENDENCYPART_GRANDPAR
(6,8),(8,23),-0.307948 # DEPENDENCYPART_GRANDPAR
(6,8),(8,24),-0.287634 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-0.542271 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.320486 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.303193 # DEPENDENCYPART_GRANDPAR
(7,8),(8,9),-0.402669 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.407024 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.377928 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.236459 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.292053 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.442666 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),-0.415818 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),-0.235796 # DEPENDENCYPART_GRANDPAR
(7,8),(8,18),-0.414468 # DEPENDENCYPART_GRANDPAR
(7,8),(8,19),-0.299079 # DEPENDENCYPART_GRANDPAR
(7,8),(8,20),-0.419808 # DEPENDENCYPART_GRANDPAR
(7,8),(8,22),-0.287805 # DEPENDENCYPART_GRANDPAR
(7,8),(8,23),-0.131216 # DEPENDENCYPART_GRANDPAR
(7,8),(8,24),0.2483 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.287777 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.0929208 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),-0.055473 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),0.105555 # DEPENDENCYPART_GRANDPAR
(8,2),(2,6),0.126787 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),0.0702407 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.227874 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),0.15995 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),0.0878441 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-0.626741 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,11),-0.134793 # DEPENDENCYPART_GRANDPAR
(8,4),(4,13),-0.116778 # DEPENDENCYPART_GRANDPAR
(8,4),(4,16),-0.426428 # DEPENDENCYPART_GRANDPAR
(8,4),(4,19),0.0828658 # DEPENDENCYPART_GRANDPAR
(8,4),(4,23),-0.579973 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),0.0379097 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),0.0220459 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),0.0779989 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-0.523631 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.101839 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.219039 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,11),0.339226 # DEPENDENCYPART_GRANDPAR
(8,11),(11,2),-0.275384 # DEPENDENCYPART_GRANDPAR
(8,11),(11,4),-0.0770693 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-0.153198 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.219296 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),-0.455317 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),0.0261086 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),0.693838 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),0.177737 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),0.0291236 # DEPENDENCYPART_GRANDPAR
(8,11),(11,22),0.124632 # DEPENDENCYPART_GRANDPAR
(8,11),(11,23),-0.157161 # DEPENDENCYPART_GRANDPAR
(8,12),(12,9),-0.312897 # DEPENDENCYPART_GRANDPAR
(8,13),(13,4),-0.209961 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-0.253396 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,9),-0.466541 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),0.0154375 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),0.278498 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),0.470945 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.0941829 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),0.178614 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),0.0410664 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),0.182795 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),-0.0751382 # DEPENDENCYPART_GRANDPAR
(8,13),(13,19),0.315145 # DEPENDENCYPART_GRANDPAR
(8,13),(13,20),-0.458058 # DEPENDENCYPART_GRANDPAR
(8,13),(13,22),-0.0320004 # DEPENDENCYPART_GRANDPAR
(8,13),(13,23),-0.281076 # DEPENDENCYPART_GRANDPAR
(8,15),(15,2),-0.275384 # DEPENDENCYPART_GRANDPAR
(8,15),(15,6),-0.153198 # DEPENDENCYPART_GRANDPAR
(8,15),(15,10),0.0261086 # DEPENDENCYPART_GRANDPAR
(8,15),(15,11),0.2899 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),0.495831 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),0.164265 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),0.0165566 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),0.0429821 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),0.371615 # DEPENDENCYPART_GRANDPAR
(8,15),(15,21),0.0690075 # DEPENDENCYPART_GRANDPAR
(8,16),(16,2),-0.275384 # DEPENDENCYPART_GRANDPAR
(8,16),(16,4),-0.0770693 # DEPENDENCYPART_GRANDPAR
(8,16),(16,6),-0.153198 # DEPENDENCYPART_GRANDPAR
(8,16),(16,10),0.0261075 # DEPENDENCYPART_GRANDPAR
(8,16),(16,11),0.289899 # DEPENDENCYPART_GRANDPAR
(8,16),(16,12),0.495831 # DEPENDENCYPART_GRANDPAR
(8,16),(16,13),0.164265 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),0.0165565 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),0.11192 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),0.370313 # DEPENDENCYPART_GRANDPAR
(8,16),(16,18),-0.0979223 # DEPENDENCYPART_GRANDPAR
(8,16),(16,19),0.376417 # DEPENDENCYPART_GRANDPAR
(8,16),(16,20),-0.458003 # DEPENDENCYPART_GRANDPAR
(8,16),(16,21),0.0680443 # DEPENDENCYPART_GRANDPAR
(8,16),(16,22),0.123668 # DEPENDENCYPART_GRANDPAR
(8,16),(16,23),-0.158124 # DEPENDENCYPART_GRANDPAR
(8,16),(16,25),0.153449 # DEPENDENCYPART_GRANDPAR
(8,17),(17,15),0.290204 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),-0.146203 # DEPENDENCYPART_GRANDPAR
(8,17),(17,22),0.00793586 # DEPENDENCYPART_GRANDPAR
(8,18),(18,2),-0.275384 # DEPENDENCYPART_GRANDPAR
(8,18),(18,6),-0.153198 # DEPENDENCYPART_GRANDPAR
(8,18),(18,12),0.49583 # DEPENDENCYPART_GRANDPAR
(8,18),(18,14),0.0165551 # DEPENDENCYPART_GRANDPAR
(8,18),(18,15),0.111915 # DEPENDENCYPART_GRANDPAR
(8,18),(18,16),-0.00174341 # DEPENDENCYPART_GRANDPAR
(8,18),(18,17),0.173606 # DEPENDENCYPART_GRANDPAR
(8,18),(18,19),0.377345 # DEPENDENCYPART_GRANDPAR
(8,18),(18,20),-0.452063 # DEPENDENCYPART_GRANDPAR
(8,18),(18,21),0.0689715 # DEPENDENCYPART_GRANDPAR
(8,18),(18,24),-0.268158 # DEPENDENCYPART_GRANDPAR
(8,19),(19,4),-0.209961 # DEPENDENCYPART_GRANDPAR
(8,19),(19,8),-0.253396 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,19),(19,10),0.0154375 # DEPENDENCYPART_GRANDPAR
(8,19),(19,11),0.278498 # DEPENDENCYPART_GRANDPAR
(8,19),(19,13),0.129713 # DEPENDENCYPART_GRANDPAR
(8,19),(19,14),-0.114459 # DEPENDENCYPART_GRANDPAR
(8,19),(19,15),0.100519 # DEPENDENCYPART_GRANDPAR
(8,19),(19,16),0.000974688 # DEPENDENCYPART_GRANDPAR
(8,19),(19,17),0.148722 # DEPENDENCYPART_GRANDPAR
(8,19),(19,18),-0.139166 # DEPENDENCYPART_GRANDPAR
(8,19),(19,20),-0.458058 # DEPENDENCYPART_GRANDPAR
(8,19),(19,21),0.0245622 # DEPENDENCYPART_GRANDPAR
(8,19),(19,22),-0.0320004 # DEPENDENCYPART_GRANDPAR
(8,19),(19,23),-0.281076 # DEPENDENCYPART_GRANDPAR
(8,20),(20,2),-0.275417 # DEPENDENCYPART_GRANDPAR
(8,20),(20,6),-0.153231 # DEPENDENCYPART_GRANDPAR
(8,20),(20,14),0.0148948 # DEPENDENCYPART_GRANDPAR
(8,20),(20,17),0.173587 # DEPENDENCYPART_GRANDPAR
(8,20),(20,18),-0.116639 # DEPENDENCYPART_GRANDPAR
(8,20),(20,19),0.375013 # DEPENDENCYPART_GRANDPAR
(8,20),(20,21),0.0684837 # DEPENDENCYPART_GRANDPAR
(8,20),(20,22),0.119396 # DEPENDENCYPART_GRANDPAR
(8,20),(20,23),-0.162412 # DEPENDENCYPART_GRANDPAR
(8,20),(20,24),-0.273357 # DEPENDENCYPART_GRANDPAR
(8,20),(20,25),0.147673 # DEPENDENCYPART_GRANDPAR
(8,22),(22,4),-0.175987 # DEPENDENCYPART_GRANDPAR
(8,22),(22,8),-0.362444 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,22),(22,10),-0.032921 # DEPENDENCYPART_GRANDPAR
(8,22),(22,11),0.226748 # DEPENDENCYPART_GRANDPAR
(8,22),(22,12),0.570849 # DEPENDENCYPART_GRANDPAR
(8,22),(22,13),0.118542 # DEPENDENCYPART_GRANDPAR
(8,22),(22,14),-0.110599 # DEPENDENCYPART_GRANDPAR
(8,22),(22,15),0.0487691 # DEPENDENCYPART_GRANDPAR
(8,22),(22,16),-0.0649962 # DEPENDENCYPART_GRANDPAR
(8,22),(22,17),0.248625 # DEPENDENCYPART_GRANDPAR
(8,22),(22,18),-0.202003 # DEPENDENCYPART_GRANDPAR
(8,22),(22,19),0.318186 # DEPENDENCYPART_GRANDPAR
(8,22),(22,20),-0.591858 # DEPENDENCYPART_GRANDPAR
(8,22),(22,21),-0.0851586 # DEPENDENCYPART_GRANDPAR
(8,22),(22,23),-0.274416 # DEPENDENCYPART_GRANDPAR
(8,22),(22,24),-0.279562 # DEPENDENCYPART_GRANDPAR
(8,23),(23,4),-0.1855 # DEPENDENCYPART_GRANDPAR
(8,23),(23,8),-0.389824 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,23),(23,10),0.00265002 # DEPENDENCYPART_GRANDPAR
(8,23),(23,11),0.280474 # DEPENDENCYPART_GRANDPAR
(8,23),(23,12),0.554373 # DEPENDENCYPART_GRANDPAR
(8,23),(23,13),0.122914 # DEPENDENCYPART_GRANDPAR
(8,23),(23,14),-0.126524 # DEPENDENCYPART_GRANDPAR
(8,23),(23,15),0.102496 # DEPENDENCYPART_GRANDPAR
(8,23),(23,16),-0.012131 # DEPENDENCYPART_GRANDPAR
(8,23),(23,17),0.23215 # DEPENDENCYPART_GRANDPAR
(8,23),(23,18),-0.148301 # DEPENDENCYPART_GRANDPAR
(8,23),(23,19),0.322557 # DEPENDENCYPART_GRANDPAR
(8,23),(23,20),-0.532473 # DEPENDENCYPART_GRANDPAR
(8,23),(23,21),-0.114025 # DEPENDENCYPART_GRANDPAR
(8,23),(23,22),-0.0455825 # DEPENDENCYPART_GRANDPAR
(8,23),(23,24),-0.262848 # DEPENDENCYPART_GRANDPAR
(8,23),(23,25),0.269409 # DEPENDENCYPART_GRANDPAR
(8,24),(24,20),-0.569203 # DEPENDENCYPART_GRANDPAR
(8,24),(24,25),0.146702 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.279866 # DEPENDENCYPART_GRANDPAR
(9,10),(10,11),-0.567184 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),-0.168765 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.229658 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.0908281 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),0.109387 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-0.816444 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.23818 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-0.174511 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.285271 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),-0.336263 # DEPENDENCYPART_GRANDPAR
(10,8),(8,16),-0.427659 # DEPENDENCYPART_GRANDPAR
(10,8),(8,17),-0.265735 # DEPENDENCYPART_GRANDPAR
(10,8),(8,18),-0.420874 # DEPENDENCYPART_GRANDPAR
(10,8),(8,19),-0.343865 # DEPENDENCYPART_GRANDPAR
(10,8),(8,20),-0.414182 # DEPENDENCYPART_GRANDPAR
(10,8),(8,22),-0.531122 # DEPENDENCYPART_GRANDPAR
(10,8),(8,23),-0.553325 # DEPENDENCYPART_GRANDPAR
(10,8),(8,24),-0.414486 # DEPENDENCYPART_GRANDPAR
(10,11),(11,2),-0.57351 # DEPENDENCYPART_GRANDPAR
(10,11),(11,4),-0.449171 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-0.495573 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.484726 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.410314 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.370457 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),0.155629 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.0651684 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.272885 # DEPENDENCYPART_GRANDPAR
(10,11),(11,22),-0.334723 # DEPENDENCYPART_GRANDPAR
(10,11),(11,23),-0.242415 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),0.0608803 # DEPENDENCYPART_GRANDPAR
(11,2),(2,3),0.0765232 # DEPENDENCYPART_GRANDPAR
(11,2),(2,4),0.0035881 # DEPENDENCYPART_GRANDPAR
(11,2),(2,6),-0.199679 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),-0.163413 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-0.0121102 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),0.0109223 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),-0.154036 # DEPENDENCYPART_GRANDPAR
(11,4),(4,8),-0.0393938 # DEPENDENCYPART_GRANDPAR
(11,4),(4,11),-0.896145 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,4),(4,13),-0.326295 # DEPENDENCYPART_GRANDPAR
(11,4),(4,16),-0.354773 # DEPENDENCYPART_GRANDPAR
(11,4),(4,19),-0.332072 # DEPENDENCYPART_GRANDPAR
(11,4),(4,23),-0.618014 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.135338 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),0.0477267 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),0.0262702 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),-0.155155 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),-0.216835 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.129118 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.167759 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-1.08707 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),0.0800321 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-0.886893 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),-0.216528 # DEPENDENCYPART_GRANDPAR
(11,8),(8,13),-0.395362 # DEPENDENCYPART_GRANDPAR
(11,8),(8,15),-0.517854 # DEPENDENCYPART_GRANDPAR
(11,8),(8,16),-0.345525 # DEPENDENCYPART_GRANDPAR
(11,8),(8,17),-0.343927 # DEPENDENCYPART_GRANDPAR
(11,8),(8,18),-0.331408 # DEPENDENCYPART_GRANDPAR
(11,8),(8,19),-0.401139 # DEPENDENCYPART_GRANDPAR
(11,8),(8,20),-0.591989 # DEPENDENCYPART_GRANDPAR
(11,8),(8,22),-0.641722 # DEPENDENCYPART_GRANDPAR
(11,8),(8,23),-0.620475 # DEPENDENCYPART_GRANDPAR
(11,8),(8,24),-0.333266 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),0.11443 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.289925 # DEPENDENCYPART_GRANDPAR
