# _root_ gasteizek onartu egingo luke eaeko kuotetara iristen ez den diru kopuru bat , kontuan_hartuz forcem_espainiako langileen prestakuntzarako erakundeak ere eaen jarduten duela , hobetuzekin_batera .
#goldHeads=2,0,2,2,6,7,10,7,7,2,10,10,12,2,16,17,18,21,0,21,0,14,22,21,24,
#predictedHeads=2,0,2,2,6,7,10,7,7,14,10,11,12,2,16,18,18,21,0,21,2,21,22,21,24,
(0,21),(21,2),0.263742 # DEPENDENCYPART_GRANDPAR
(0,21),(21,3),0.262917 # DEPENDENCYPART_GRANDPAR
(0,21),(21,5),-0.131032 # DEPENDENCYPART_GRANDPAR
(0,21),(21,6),-0.0881188 # DEPENDENCYPART_GRANDPAR
(0,21),(21,7),0.240256 # DEPENDENCYPART_GRANDPAR
(0,21),(21,8),0.0731083 # DEPENDENCYPART_GRANDPAR
(0,21),(21,10),-0.282585 # DEPENDENCYPART_GRANDPAR
(0,21),(21,11),-0.0502544 # DEPENDENCYPART_GRANDPAR
(0,21),(21,14),0.043729 # DEPENDENCYPART_GRANDPAR
(0,21),(21,15),-0.230142 # DEPENDENCYPART_GRANDPAR
(0,21),(21,16),-0.264284 # DEPENDENCYPART_GRANDPAR
(0,21),(21,17),-0.456413 # DEPENDENCYPART_GRANDPAR
(0,21),(21,18),-0.0167182 # DEPENDENCYPART_GRANDPAR
(0,21),(21,19),-0.643399 # DEPENDENCYPART_GRANDPAR
(0,21),(21,20),-0.302907 # DEPENDENCYPART_GRANDPAR
(0,21),(21,22),-1.43335 # DEPENDENCYPART_GRANDPAR
(0,21),(21,23),-0.125967 # DEPENDENCYPART_GRANDPAR
(0,21),(21,24),-0.190131 # DEPENDENCYPART_GRANDPAR
(0,22),(22,17),-0.552052 # DEPENDENCYPART_GRANDPAR
(0,22),(22,18),-0.123387 # DEPENDENCYPART_GRANDPAR
(0,22),(22,20),-0.395936 # DEPENDENCYPART_GRANDPAR
(0,22),(22,23),-0.151167 # DEPENDENCYPART_GRANDPAR
(0,23),(23,21),0.31324 # DEPENDENCYPART_GRANDPAR
(0,23),(23,22),-1.87268 # DEPENDENCYPART_GRANDPAR
(0,24),(24,23),-0.21403 # DEPENDENCYPART_GRANDPAR
(0,24),(24,25),-0.661513 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.893164 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.363115 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.109756 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.22034 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.443945 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-0.0885818 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),0.138488 # DEPENDENCYPART_GRANDPAR
(1,2),(2,9),-0.415485 # DEPENDENCYPART_GRANDPAR
(1,2),(2,10),-0.00468165 # DEPENDENCYPART_GRANDPAR
(1,2),(2,11),-0.121479 # DEPENDENCYPART_GRANDPAR
(1,2),(2,14),0.0653997 # DEPENDENCYPART_GRANDPAR
(1,2),(2,15),-0.874796 # DEPENDENCYPART_GRANDPAR
(1,2),(2,16),-0.333963 # DEPENDENCYPART_GRANDPAR
(1,2),(2,17),-0.476639 # DEPENDENCYPART_GRANDPAR
(1,2),(2,18),-0.535471 # DEPENDENCYPART_GRANDPAR
(1,2),(2,20),-0.564013 # DEPENDENCYPART_GRANDPAR
(1,2),(2,21),-0.0813196 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-0.572126 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,1),-0.0628025 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.505148 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.471165 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.148868 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.0994106 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.0629784 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),-0.0617899 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),-0.0816801 # DEPENDENCYPART_GRANDPAR
(2,3),(3,10),0.0494148 # DEPENDENCYPART_GRANDPAR
(2,3),(3,11),-0.131607 # DEPENDENCYPART_GRANDPAR
(2,3),(3,14),-0.226662 # DEPENDENCYPART_GRANDPAR
(2,3),(3,15),-0.499023 # DEPENDENCYPART_GRANDPAR
(2,3),(3,16),-0.350328 # DEPENDENCYPART_GRANDPAR
(2,3),(3,17),-0.373817 # DEPENDENCYPART_GRANDPAR
(2,3),(3,18),-0.225171 # DEPENDENCYPART_GRANDPAR
(2,3),(3,20),-0.501006 # DEPENDENCYPART_GRANDPAR
(2,3),(3,21),-0.380524 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.0842587 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.454917 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),-0.233264 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.236044 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.195203 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.31046 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),-0.093273 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.0962825 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),0.0512388 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),0.0875636 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.316969 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),-0.0997814 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),-0.564996 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),-0.0876617 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),0.052359 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.0881089 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.150957 # DEPENDENCYPART_GRANDPAR
(2,6),(6,12),-0.00819153 # DEPENDENCYPART_GRANDPAR
(2,7),(7,1),-0.0689755 # DEPENDENCYPART_GRANDPAR
(2,7),(7,2),-0.503034 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,7),(7,3),-0.28606 # DEPENDENCYPART_GRANDPAR
(2,7),(7,4),-0.425427 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),-0.153664 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),-0.139138 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),-0.0682411 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),-0.0869815 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),0.0424378 # DEPENDENCYPART_GRANDPAR
(2,7),(7,11),-0.138583 # DEPENDENCYPART_GRANDPAR
(2,7),(7,12),-0.117026 # DEPENDENCYPART_GRANDPAR
(2,7),(7,13),-0.397494 # DEPENDENCYPART_GRANDPAR
(2,7),(7,14),-0.227142 # DEPENDENCYPART_GRANDPAR
(2,7),(7,15),-0.506 # DEPENDENCYPART_GRANDPAR
(2,7),(7,16),-0.357305 # DEPENDENCYPART_GRANDPAR
(2,7),(7,17),-0.380793 # DEPENDENCYPART_GRANDPAR
(2,7),(7,18),-0.232148 # DEPENDENCYPART_GRANDPAR
(2,7),(7,20),-0.507983 # DEPENDENCYPART_GRANDPAR
(2,7),(7,21),-0.381004 # DEPENDENCYPART_GRANDPAR
(2,7),(7,22),0.265062 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),-0.106033 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),-0.118232 # DEPENDENCYPART_GRANDPAR
(2,8),(8,11),-0.202019 # DEPENDENCYPART_GRANDPAR
(2,9),(9,6),-0.104504 # DEPENDENCYPART_GRANDPAR
(2,9),(9,7),-0.0459838 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),-0.152647 # DEPENDENCYPART_GRANDPAR
(2,9),(9,10),-0.14784 # DEPENDENCYPART_GRANDPAR
(2,9),(9,11),-0.231358 # DEPENDENCYPART_GRANDPAR
(2,10),(10,1),0.0869233 # DEPENDENCYPART_GRANDPAR
(2,10),(10,2),-0.252084 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,10),(10,3),-0.0348964 # DEPENDENCYPART_GRANDPAR
(2,10),(10,5),0.0875546 # DEPENDENCYPART_GRANDPAR
(2,10),(10,6),0.0979433 # DEPENDENCYPART_GRANDPAR
(2,10),(10,7),0.161754 # DEPENDENCYPART_GRANDPAR
(2,10),(10,8),-0.00366598 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),-0.165452 # DEPENDENCYPART_GRANDPAR
(2,10),(10,11),-0.115496 # DEPENDENCYPART_GRANDPAR
(2,10),(10,12),-0.00369178 # DEPENDENCYPART_GRANDPAR
(2,10),(10,13),-0.307187 # DEPENDENCYPART_GRANDPAR
(2,10),(10,15),-0.481613 # DEPENDENCYPART_GRANDPAR
(2,10),(10,16),-0.350278 # DEPENDENCYPART_GRANDPAR
(2,11),(11,1),0.0867532 # DEPENDENCYPART_GRANDPAR
(2,11),(11,3),-0.102723 # DEPENDENCYPART_GRANDPAR
(2,11),(11,5),-0.0955079 # DEPENDENCYPART_GRANDPAR
(2,11),(11,6),-0.0851192 # DEPENDENCYPART_GRANDPAR
(2,11),(11,7),0.0939271 # DEPENDENCYPART_GRANDPAR
(2,11),(11,8),-0.0726392 # DEPENDENCYPART_GRANDPAR
(2,11),(11,9),-0.234444 # DEPENDENCYPART_GRANDPAR
(2,11),(11,10),-0.0617105 # DEPENDENCYPART_GRANDPAR
(2,11),(11,12),-0.00725062 # DEPENDENCYPART_GRANDPAR
(2,11),(11,13),-0.317768 # DEPENDENCYPART_GRANDPAR
(2,11),(11,14),-0.118511 # DEPENDENCYPART_GRANDPAR
(2,11),(11,15),-0.491502 # DEPENDENCYPART_GRANDPAR
(2,11),(11,16),-0.360166 # DEPENDENCYPART_GRANDPAR
(2,11),(11,21),-0.271667 # DEPENDENCYPART_GRANDPAR
(2,14),(14,2),-0.486741 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,14),(14,3),-0.269767 # DEPENDENCYPART_GRANDPAR
(2,14),(14,4),-0.410582 # DEPENDENCYPART_GRANDPAR
(2,14),(14,5),-0.151014 # DEPENDENCYPART_GRANDPAR
(2,14),(14,6),-0.136488 # DEPENDENCYPART_GRANDPAR
(2,14),(14,7),-0.0871285 # DEPENDENCYPART_GRANDPAR
(2,14),(14,8),-0.0378827 # DEPENDENCYPART_GRANDPAR
(2,14),(14,9),-0.033863 # DEPENDENCYPART_GRANDPAR
(2,14),(14,10),-0.0864118 # DEPENDENCYPART_GRANDPAR
(2,14),(14,11),-0.186514 # DEPENDENCYPART_GRANDPAR
(2,14),(14,12),-0.114803 # DEPENDENCYPART_GRANDPAR
(2,14),(14,13),-0.433085 # DEPENDENCYPART_GRANDPAR
(2,14),(14,15),-0.487687 # DEPENDENCYPART_GRANDPAR
(2,14),(14,16),-0.338992 # DEPENDENCYPART_GRANDPAR
(2,14),(14,17),-0.36248 # DEPENDENCYPART_GRANDPAR
(2,14),(14,18),-0.213835 # DEPENDENCYPART_GRANDPAR
(2,14),(14,21),-0.37228 # DEPENDENCYPART_GRANDPAR
(2,14),(14,22),0.274237 # DEPENDENCYPART_GRANDPAR
(2,15),(15,13),-0.436644 # DEPENDENCYPART_GRANDPAR
(2,15),(15,16),-0.358597 # DEPENDENCYPART_GRANDPAR
(2,15),(15,17),-0.355635 # DEPENDENCYPART_GRANDPAR
(2,15),(15,18),-0.221033 # DEPENDENCYPART_GRANDPAR
(2,15),(15,20),-0.518834 # DEPENDENCYPART_GRANDPAR
(2,16),(16,10),-0.0484426 # DEPENDENCYPART_GRANDPAR
(2,16),(16,11),-0.126478 # DEPENDENCYPART_GRANDPAR
(2,16),(16,12),0.0508141 # DEPENDENCYPART_GRANDPAR
(2,16),(16,13),-0.444375 # DEPENDENCYPART_GRANDPAR
(2,16),(16,14),-0.0648958 # DEPENDENCYPART_GRANDPAR
(2,16),(16,15),-0.476667 # DEPENDENCYPART_GRANDPAR
(2,16),(16,17),-0.374369 # DEPENDENCYPART_GRANDPAR
(2,16),(16,18),-0.239767 # DEPENDENCYPART_GRANDPAR
(2,16),(16,19),0.243751 # DEPENDENCYPART_GRANDPAR
(2,16),(16,20),-0.537568 # DEPENDENCYPART_GRANDPAR
(2,16),(16,22),0.169959 # DEPENDENCYPART_GRANDPAR
(2,16),(16,25),0.0697076 # DEPENDENCYPART_GRANDPAR
(2,17),(17,12),0.0551746 # DEPENDENCYPART_GRANDPAR
(2,17),(17,13),-0.436645 # DEPENDENCYPART_GRANDPAR
(2,17),(17,14),-0.0626598 # DEPENDENCYPART_GRANDPAR
(2,17),(17,15),-0.476886 # DEPENDENCYPART_GRANDPAR
(2,17),(17,16),-0.311231 # DEPENDENCYPART_GRANDPAR
(2,17),(17,18),-0.22948 # DEPENDENCYPART_GRANDPAR
(2,17),(17,19),0.245335 # DEPENDENCYPART_GRANDPAR
(2,17),(17,20),-0.527281 # DEPENDENCYPART_GRANDPAR
(2,17),(17,22),0.170902 # DEPENDENCYPART_GRANDPAR
(2,17),(17,25),0.0660829 # DEPENDENCYPART_GRANDPAR
(2,18),(18,12),0.0511818 # DEPENDENCYPART_GRANDPAR
(2,18),(18,13),-0.44185 # DEPENDENCYPART_GRANDPAR
(2,18),(18,14),-0.0649924 # DEPENDENCYPART_GRANDPAR
(2,18),(18,15),-0.477947 # DEPENDENCYPART_GRANDPAR
(2,18),(18,16),-0.312292 # DEPENDENCYPART_GRANDPAR
(2,18),(18,17),-0.353678 # DEPENDENCYPART_GRANDPAR
(2,18),(18,19),0.246044 # DEPENDENCYPART_GRANDPAR
(2,18),(18,20),-0.516815 # DEPENDENCYPART_GRANDPAR
(2,18),(18,21),-0.271112 # DEPENDENCYPART_GRANDPAR
(2,18),(18,22),0.172729 # DEPENDENCYPART_GRANDPAR
(2,18),(18,24),-0.488367 # DEPENDENCYPART_GRANDPAR
(2,18),(18,25),0.0700307 # DEPENDENCYPART_GRANDPAR
(2,20),(20,17),-0.351266 # DEPENDENCYPART_GRANDPAR
(2,20),(20,18),-0.204728 # DEPENDENCYPART_GRANDPAR
(2,21),(21,2),-0.486741 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,21),(21,3),-0.269767 # DEPENDENCYPART_GRANDPAR
(2,21),(21,5),-0.150966 # DEPENDENCYPART_GRANDPAR
(2,21),(21,6),-0.136439 # DEPENDENCYPART_GRANDPAR
(2,21),(21,7),-0.0871285 # DEPENDENCYPART_GRANDPAR
(2,21),(21,8),-0.0378827 # DEPENDENCYPART_GRANDPAR
(2,21),(21,10),-0.0863635 # DEPENDENCYPART_GRANDPAR
(2,21),(21,11),-0.186466 # DEPENDENCYPART_GRANDPAR
(2,21),(21,14),-0.246642 # DEPENDENCYPART_GRANDPAR
(2,21),(21,15),-0.536052 # DEPENDENCYPART_GRANDPAR
(2,21),(21,16),-0.376312 # DEPENDENCYPART_GRANDPAR
(2,21),(21,17),-0.413629 # DEPENDENCYPART_GRANDPAR
(2,21),(21,18),-0.265315 # DEPENDENCYPART_GRANDPAR
(2,21),(21,19),0.195624 # DEPENDENCYPART_GRANDPAR
(2,21),(21,20),-0.553559 # DEPENDENCYPART_GRANDPAR
(2,21),(21,22),0.274237 # DEPENDENCYPART_GRANDPAR
(2,21),(21,23),-0.983629 # DEPENDENCYPART_GRANDPAR
(2,21),(21,24),-0.488141 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),0.241206 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),0.109676 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-0.795834 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.845519 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.263937 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.461515 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-0.17018 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-0.494786 # DEPENDENCYPART_GRANDPAR
(3,2),(2,9),-0.500189 # DEPENDENCYPART_GRANDPAR
(3,2),(2,10),-0.518496 # DEPENDENCYPART_GRANDPAR
(3,2),(2,11),-0.679316 # DEPENDENCYPART_GRANDPAR
(3,2),(2,14),-0.312194 # DEPENDENCYPART_GRANDPAR
(3,2),(2,15),-0.829606 # DEPENDENCYPART_GRANDPAR
(3,2),(2,16),-0.75548 # DEPENDENCYPART_GRANDPAR
(3,2),(2,17),-0.670415 # DEPENDENCYPART_GRANDPAR
(3,2),(2,18),-0.711374 # DEPENDENCYPART_GRANDPAR
(3,2),(2,20),-0.928616 # DEPENDENCYPART_GRANDPAR
(3,2),(2,21),-0.228834 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.276308 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.124806 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.591695 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.0480253 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.287669 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.0426475 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.4238 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,6),-0.104513 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),0.0904368 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.109562 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.0426474 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.430309 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),-0.629491 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),0.150718 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),0.091557 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.27747 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.230741 # DEPENDENCYPART_GRANDPAR
(3,6),(6,12),-0.19154 # DEPENDENCYPART_GRANDPAR
(3,7),(7,1),-0.261616 # DEPENDENCYPART_GRANDPAR
(3,7),(7,2),-0.132437 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-0.650425 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,4),-0.508101 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),0.0610468 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),-0.146989 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.264936 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.176133 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),-0.0739177 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.323351 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),-0.305572 # DEPENDENCYPART_GRANDPAR
(3,7),(7,13),-0.345913 # DEPENDENCYPART_GRANDPAR
(3,7),(7,14),-0.169673 # DEPENDENCYPART_GRANDPAR
(3,7),(7,15),-0.486838 # DEPENDENCYPART_GRANDPAR
(3,7),(7,16),-0.425271 # DEPENDENCYPART_GRANDPAR
(3,7),(7,17),-0.326967 # DEPENDENCYPART_GRANDPAR
(3,7),(7,18),-0.372426 # DEPENDENCYPART_GRANDPAR
(3,7),(7,20),-0.573174 # DEPENDENCYPART_GRANDPAR
(3,7),(7,21),-0.086272 # DEPENDENCYPART_GRANDPAR
(3,7),(7,22),0.352838 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),-0.120032 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),-0.232424 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.392166 # DEPENDENCYPART_GRANDPAR
(3,9),(9,6),-0.118775 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),0.0344963 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),-0.331707 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),-0.278769 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),-0.438241 # DEPENDENCYPART_GRANDPAR
(3,10),(10,1),-0.110203 # DEPENDENCYPART_GRANDPAR
(3,10),(10,2),-0.0430174 # DEPENDENCYPART_GRANDPAR
(3,10),(10,3),-0.365274 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,10),(10,5),0.326043 # DEPENDENCYPART_GRANDPAR
(3,10),(10,6),0.113796 # DEPENDENCYPART_GRANDPAR
(3,10),(10,7),0.270287 # DEPENDENCYPART_GRANDPAR
(3,10),(10,8),-0.161927 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),-0.217949 # DEPENDENCYPART_GRANDPAR
(3,10),(10,11),-0.295864 # DEPENDENCYPART_GRANDPAR
(3,10),(10,12),-0.186883 # DEPENDENCYPART_GRANDPAR
(3,10),(10,13),-0.274501 # DEPENDENCYPART_GRANDPAR
(3,10),(10,15),-0.45805 # DEPENDENCYPART_GRANDPAR
(3,10),(10,16),-0.413843 # DEPENDENCYPART_GRANDPAR
(3,11),(11,1),-0.110373 # DEPENDENCYPART_GRANDPAR
(3,11),(11,3),-0.43325 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,11),(11,5),0.142871 # DEPENDENCYPART_GRANDPAR
(3,11),(11,6),-0.0693753 # DEPENDENCYPART_GRANDPAR
(3,11),(11,7),0.20231 # DEPENDENCYPART_GRANDPAR
(3,11),(11,8),-0.230987 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),-0.287027 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),-0.134961 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),-0.190599 # DEPENDENCYPART_GRANDPAR
(3,11),(11,13),-0.285239 # DEPENDENCYPART_GRANDPAR
(3,11),(11,14),-0.0634822 # DEPENDENCYPART_GRANDPAR
(3,11),(11,15),-0.46821 # DEPENDENCYPART_GRANDPAR
(3,11),(11,16),-0.424003 # DEPENDENCYPART_GRANDPAR
(3,11),(11,21),0.0206242 # DEPENDENCYPART_GRANDPAR
(3,14),(14,2),-0.134602 # DEPENDENCYPART_GRANDPAR
(3,14),(14,3),-0.634131 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,14),(14,4),-0.493256 # DEPENDENCYPART_GRANDPAR
(3,14),(14,5),0.0636966 # DEPENDENCYPART_GRANDPAR
(3,14),(14,6),-0.144339 # DEPENDENCYPART_GRANDPAR
(3,14),(14,7),-0.0125822 # DEPENDENCYPART_GRANDPAR
(3,14),(14,8),-0.215171 # DEPENDENCYPART_GRANDPAR
(3,14),(14,9),-0.104628 # DEPENDENCYPART_GRANDPAR
(3,14),(14,10),-0.183271 # DEPENDENCYPART_GRANDPAR
(3,14),(14,11),-0.366774 # DEPENDENCYPART_GRANDPAR
(3,14),(14,12),-0.253911 # DEPENDENCYPART_GRANDPAR
(3,14),(14,13),-0.340399 # DEPENDENCYPART_GRANDPAR
(3,14),(14,15),-0.468525 # DEPENDENCYPART_GRANDPAR
(3,14),(14,16),-0.406958 # DEPENDENCYPART_GRANDPAR
(3,14),(14,17),-0.308654 # DEPENDENCYPART_GRANDPAR
(3,14),(14,18),-0.354113 # DEPENDENCYPART_GRANDPAR
(3,14),(14,21),-0.0775479 # DEPENDENCYPART_GRANDPAR
(3,14),(14,22),0.362013 # DEPENDENCYPART_GRANDPAR
(3,15),(15,13),-0.333464 # DEPENDENCYPART_GRANDPAR
(3,15),(15,16),-0.422434 # DEPENDENCYPART_GRANDPAR
(3,15),(15,17),-0.297679 # DEPENDENCYPART_GRANDPAR
(3,15),(15,18),-0.357181 # DEPENDENCYPART_GRANDPAR
(3,15),(15,20),-0.579895 # DEPENDENCYPART_GRANDPAR
(3,16),(16,10),-0.121693 # DEPENDENCYPART_GRANDPAR
(3,16),(16,11),-0.283142 # DEPENDENCYPART_GRANDPAR
(3,16),(16,12),-0.0556538 # DEPENDENCYPART_GRANDPAR
(3,16),(16,13),-0.341194 # DEPENDENCYPART_GRANDPAR
(3,16),(16,14),0.059319 # DEPENDENCYPART_GRANDPAR
(3,16),(16,15),-0.4294 # DEPENDENCYPART_GRANDPAR
(3,16),(16,17),-0.316413 # DEPENDENCYPART_GRANDPAR
(3,16),(16,18),-0.375915 # DEPENDENCYPART_GRANDPAR
(3,16),(16,19),0.184991 # DEPENDENCYPART_GRANDPAR
(3,16),(16,20),-0.598629 # DEPENDENCYPART_GRANDPAR
(3,16),(16,22),0.267102 # DEPENDENCYPART_GRANDPAR
(3,16),(16,25),0.0489844 # DEPENDENCYPART_GRANDPAR
(3,17),(17,12),-0.0512936 # DEPENDENCYPART_GRANDPAR
(3,17),(17,13),-0.333464 # DEPENDENCYPART_GRANDPAR
(3,17),(17,14),0.0615546 # DEPENDENCYPART_GRANDPAR
(3,17),(17,15),-0.42962 # DEPENDENCYPART_GRANDPAR
(3,17),(17,16),-0.351092 # DEPENDENCYPART_GRANDPAR
(3,17),(17,18),-0.365628 # DEPENDENCYPART_GRANDPAR
(3,17),(17,19),0.186575 # DEPENDENCYPART_GRANDPAR
(3,17),(17,20),-0.588342 # DEPENDENCYPART_GRANDPAR
(3,17),(17,22),0.268044 # DEPENDENCYPART_GRANDPAR
(3,17),(17,25),0.0453595 # DEPENDENCYPART_GRANDPAR
(3,18),(18,12),-0.0552865 # DEPENDENCYPART_GRANDPAR
(3,18),(18,13),-0.33867 # DEPENDENCYPART_GRANDPAR
(3,18),(18,14),0.0592221 # DEPENDENCYPART_GRANDPAR
(3,18),(18,15),-0.430681 # DEPENDENCYPART_GRANDPAR
(3,18),(18,16),-0.352153 # DEPENDENCYPART_GRANDPAR
(3,18),(18,17),-0.271748 # DEPENDENCYPART_GRANDPAR
(3,18),(18,19),0.187284 # DEPENDENCYPART_GRANDPAR
(3,18),(18,20),-0.577876 # DEPENDENCYPART_GRANDPAR
(3,18),(18,21),0.0211793 # DEPENDENCYPART_GRANDPAR
(3,18),(18,22),0.269871 # DEPENDENCYPART_GRANDPAR
(3,18),(18,24),-0.564929 # DEPENDENCYPART_GRANDPAR
(3,18),(18,25),0.0493073 # DEPENDENCYPART_GRANDPAR
(3,20),(20,17),-0.269337 # DEPENDENCYPART_GRANDPAR
(3,20),(20,18),-0.316902 # DEPENDENCYPART_GRANDPAR
(3,21),(21,2),-0.134602 # DEPENDENCYPART_GRANDPAR
(3,21),(21,3),-0.634131 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,21),(21,5),0.063745 # DEPENDENCYPART_GRANDPAR
(3,21),(21,6),-0.144291 # DEPENDENCYPART_GRANDPAR
(3,21),(21,7),-0.0125822 # DEPENDENCYPART_GRANDPAR
(3,21),(21,8),-0.215171 # DEPENDENCYPART_GRANDPAR
(3,21),(21,10),-0.183222 # DEPENDENCYPART_GRANDPAR
(3,21),(21,11),-0.366726 # DEPENDENCYPART_GRANDPAR
(3,21),(21,14),-0.156265 # DEPENDENCYPART_GRANDPAR
(3,21),(21,15),-0.512382 # DEPENDENCYPART_GRANDPAR
(3,21),(21,16),-0.439767 # DEPENDENCYPART_GRANDPAR
(3,21),(21,17),-0.355295 # DEPENDENCYPART_GRANDPAR
(3,21),(21,18),-0.401085 # DEPENDENCYPART_GRANDPAR
(3,21),(21,19),0.110691 # DEPENDENCYPART_GRANDPAR
(3,21),(21,20),-0.614242 # DEPENDENCYPART_GRANDPAR
