# _root_ beraz , koazerbatuek materiaren antolamenduaren nolabaiteko hastapen-forma eskaintzen digutela ikusten dugu , nahiz_eta antolamendu hau oraindik oso primitiboa eta erabat ezegonkorra izan .
#goldHeads=10,3,8,5,7,7,8,10,8,0,10,11,10,22,14,22,0,19,22,21,19,10,22,
#predictedHeads=0,3,8,5,7,7,8,10,8,0,10,11,0,22,14,18,18,19,22,21,19,10,22,
(4,9),(9,11),0.0188253 # DEPENDENCYPART_GRANDPAR
(4,11),(11,7),-0.40077 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),-0.139881 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),0.00940275 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),-0.217564 # DEPENDENCYPART_GRANDPAR
(4,11),(11,16),-0.0447473 # DEPENDENCYPART_GRANDPAR
(4,11),(11,19),-0.163488 # DEPENDENCYPART_GRANDPAR
(4,11),(11,22),-0.218234 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.0795891 # DEPENDENCYPART_GRANDPAR
(5,2),(2,10),-0.362975 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.0775446 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),0.219319 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-0.804641 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.0491949 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.640732 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-0.450598 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.0775446 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.184678 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-0.804641 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.0491949 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.640732 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.450598 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-0.0971017 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.384089 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.414235 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.114195 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.419005 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.344 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),0.209727 # DEPENDENCYPART_GRANDPAR
(5,6),(6,17),0.0615774 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.333459 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.507743 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.207686 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.378969 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.138014 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.118394 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.353507 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),0.0141449 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.179428 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.442851 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,7),-0.278942 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.0723755 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),0.0937449 # DEPENDENCYPART_GRANDPAR
(5,11),(11,7),-0.282042 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),-0.0428932 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),0.197245 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.142096 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),0.055212 # DEPENDENCYPART_GRANDPAR
(5,11),(11,19),-0.00770473 # DEPENDENCYPART_GRANDPAR
(5,11),(11,22),-0.13838 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.159479 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.0834563 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),-0.0780144 # DEPENDENCYPART_GRANDPAR
(6,1),(1,8),-0.545768 # DEPENDENCYPART_GRANDPAR
(6,1),(1,10),-0.500349 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.154338 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.0166258 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),0.127393 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-0.789671 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.453528 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),-0.497172 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.154338 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.166754 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),0.127054 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-0.789671 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.453528 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.497172 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-0.557615 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.154338 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.164564 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.160667 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-0.789671 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.453528 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.497172 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-0.557615 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-0.361192 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.36971 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.365364 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.22193 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.523184 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.309138 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.355777 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.412406 # DEPENDENCYPART_GRANDPAR
(6,12),(12,8),-0.122796 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),-0.265632 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),-0.0570421 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),-0.327876 # DEPENDENCYPART_GRANDPAR
(6,12),(12,22),-0.30651 # DEPENDENCYPART_GRANDPAR
(6,17),(17,1),-0.36857 # DEPENDENCYPART_GRANDPAR
(6,17),(17,13),-0.207769 # DEPENDENCYPART_GRANDPAR
(6,17),(17,14),-0.317095 # DEPENDENCYPART_GRANDPAR
(6,17),(17,15),-0.447892 # DEPENDENCYPART_GRANDPAR
(6,17),(17,16),-0.353186 # DEPENDENCYPART_GRANDPAR
(6,17),(17,18),-0.380536 # DEPENDENCYPART_GRANDPAR
(6,17),(17,19),-0.260456 # DEPENDENCYPART_GRANDPAR
(6,17),(17,20),-0.38422 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.406344 # DEPENDENCYPART_GRANDPAR
(7,2),(2,10),-0.306503 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.204556 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),0.0679041 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),0.164315 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),0.47695 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-1.05626 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,9),-0.640889 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.204556 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.511433 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),0.163327 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),0.476638 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.05626 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,9),-0.640889 # DEPENDENCYPART_GRANDPAR
(7,4),(4,11),-0.116283 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.204556 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.509243 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.0360306 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),0.476977 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.05626 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,9),-0.640889 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),-0.116283 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.261799 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.5367 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.062713 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),0.0354028 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-0.962766 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,12),-0.250854 # DEPENDENCYPART_GRANDPAR
(7,6),(6,17),-0.244102 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-0.478074 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-0.53571 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.855651 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.3799 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.282128 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),0.246257 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.738749 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.469977 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.0299817 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),0.0847303 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),0.0373912 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.150514 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.0678322 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),-0.0746388 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),-0.119834 # DEPENDENCYPART_GRANDPAR
(7,8),(8,18),-0.285595 # DEPENDENCYPART_GRANDPAR
(7,8),(8,19),0.00604034 # DEPENDENCYPART_GRANDPAR
(7,8),(8,20),-0.0280464 # DEPENDENCYPART_GRANDPAR
(7,8),(8,22),-0.248874 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.330843 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.233072 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.694467 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,10),-0.0159028 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),0.074564 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-0.697567 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),-0.0598905 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),0.0712606 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.176098 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.107214 # DEPENDENCYPART_GRANDPAR
(7,11),(11,19),-0.0223657 # DEPENDENCYPART_GRANDPAR
(7,11),(11,22),-0.238155 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-0.147685 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),-0.194999 # DEPENDENCYPART_GRANDPAR
(8,1),(1,4),-0.0701964 # DEPENDENCYPART_GRANDPAR
(8,1),(1,8),-0.76587 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,1),(1,10),-0.503789 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),0.0632448 # DEPENDENCYPART_GRANDPAR
(8,2),(2,10),-0.482346 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),0.0113159 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),0.0190739 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),0.13017 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),0.112327 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),0.311157 # DEPENDENCYPART_GRANDPAR
(8,3),(3,9),-0.00218136 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),0.0113159 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.121515 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),0.129839 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),0.112334 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),0.310825 # DEPENDENCYPART_GRANDPAR
(8,4),(4,9),-0.00218136 # DEPENDENCYPART_GRANDPAR
(8,4),(4,11),-0.192931 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),0.0113159 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.119325 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),0.00544761 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),0.112334 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),0.311163 # DEPENDENCYPART_GRANDPAR
(8,5),(5,9),-0.00218136 # DEPENDENCYPART_GRANDPAR
(8,5),(5,11),-0.192931 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.116193 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.217897 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.0925955 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),0.0171852 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),0.31873 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-0.214933 # DEPENDENCYPART_GRANDPAR
(8,6),(6,17),-0.309232 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),0.0113159 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.119325 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),0.00544761 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),0.115788 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),0.0984228 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-0.634417 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.00218136 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.192931 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.354585 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.244911 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.0639247 # DEPENDENCYPART_GRANDPAR
(8,9),(9,10),-0.336168 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.117033 # DEPENDENCYPART_GRANDPAR
(8,10),(10,1),-0.325079 # DEPENDENCYPART_GRANDPAR
(8,10),(10,2),-0.312114 # DEPENDENCYPART_GRANDPAR
(8,10),(10,3),-0.469496 # DEPENDENCYPART_GRANDPAR
(8,10),(10,4),-0.342986 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-0.233312 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.0894696 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.0523261 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.566769 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.238821 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.00687024 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),0.0473537 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.042249 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.251886 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.0310117 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),-0.119923 # DEPENDENCYPART_GRANDPAR
(8,10),(10,18),-0.244219 # DEPENDENCYPART_GRANDPAR
(8,10),(10,19),-0.0598169 # DEPENDENCYPART_GRANDPAR
(8,10),(10,20),-0.0831769 # DEPENDENCYPART_GRANDPAR
(8,10),(10,21),-0.350992 # DEPENDENCYPART_GRANDPAR
(8,10),(10,22),-0.0815012 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.0650988 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.526909 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,12),0.0250145 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.369208 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.13751 # DEPENDENCYPART_GRANDPAR
(8,11),(11,19),-0.131284 # DEPENDENCYPART_GRANDPAR
(8,11),(11,22),-0.174426 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-0.216978 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,9),0.196096 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),0.063384 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),-0.00273832 # DEPENDENCYPART_GRANDPAR
(8,12),(12,22),-0.113341 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-0.501811 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,10),-0.239698 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.0503354 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.222023 # DEPENDENCYPART_GRANDPAR
(8,13),(13,19),-0.0292786 # DEPENDENCYPART_GRANDPAR
(8,13),(13,22),-0.107835 # DEPENDENCYPART_GRANDPAR
(8,14),(14,6),0.00337041 # DEPENDENCYPART_GRANDPAR
(8,14),(14,8),-0.387761 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,14),(14,10),-0.133214 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),-0.0427426 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),0.21995 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.110912 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.152852 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),-0.260951 # DEPENDENCYPART_GRANDPAR
(8,14),(14,19),-0.0287441 # DEPENDENCYPART_GRANDPAR
(8,14),(14,20),-0.166701 # DEPENDENCYPART_GRANDPAR
(8,14),(14,22),-0.0292352 # DEPENDENCYPART_GRANDPAR
(8,14),(14,23),0.0191199 # DEPENDENCYPART_GRANDPAR
(8,16),(16,1),-0.295884 # DEPENDENCYPART_GRANDPAR
(8,16),(16,13),0.0187586 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),-0.239951 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),0.203089 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),-0.0907987 # DEPENDENCYPART_GRANDPAR
(8,16),(16,20),-0.134264 # DEPENDENCYPART_GRANDPAR
(8,17),(17,1),-0.2952 # DEPENDENCYPART_GRANDPAR
(8,17),(17,13),0.00966336 # DEPENDENCYPART_GRANDPAR
(8,17),(17,14),-0.248518 # DEPENDENCYPART_GRANDPAR
(8,17),(17,15),0.194719 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),-0.107987 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),-0.369066 # DEPENDENCYPART_GRANDPAR
(8,17),(17,19),-0.0706963 # DEPENDENCYPART_GRANDPAR
(8,17),(17,20),-0.149244 # DEPENDENCYPART_GRANDPAR
(8,18),(18,14),-0.247999 # DEPENDENCYPART_GRANDPAR
(8,18),(18,16),-0.0234603 # DEPENDENCYPART_GRANDPAR
(8,18),(18,17),-0.0637295 # DEPENDENCYPART_GRANDPAR
(8,18),(18,20),-0.107034 # DEPENDENCYPART_GRANDPAR
(8,18),(18,21),-0.423468 # DEPENDENCYPART_GRANDPAR
(8,19),(19,5),-0.304892 # DEPENDENCYPART_GRANDPAR
(8,19),(19,6),-0.133642 # DEPENDENCYPART_GRANDPAR
(8,19),(19,8),-0.43913 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,19),(19,10),-0.176587 # DEPENDENCYPART_GRANDPAR
(8,19),(19,14),-0.255562 # DEPENDENCYPART_GRANDPAR
(8,19),(19,15),0.172331 # DEPENDENCYPART_GRANDPAR
(8,19),(19,16),-0.108948 # DEPENDENCYPART_GRANDPAR
(8,19),(19,17),-0.153919 # DEPENDENCYPART_GRANDPAR
(8,19),(19,18),-0.353559 # DEPENDENCYPART_GRANDPAR
(8,19),(19,20),-0.0973766 # DEPENDENCYPART_GRANDPAR
(8,19),(19,21),-0.369203 # DEPENDENCYPART_GRANDPAR
(8,19),(19,22),-0.101286 # DEPENDENCYPART_GRANDPAR
(8,20),(20,13),0.0205042 # DEPENDENCYPART_GRANDPAR
(8,20),(20,19),-0.0523165 # DEPENDENCYPART_GRANDPAR
(8,20),(20,21),-0.467753 # DEPENDENCYPART_GRANDPAR
(8,22),(22,3),-0.441942 # DEPENDENCYPART_GRANDPAR
(8,22),(22,4),-0.315432 # DEPENDENCYPART_GRANDPAR
(8,22),(22,5),-0.205758 # DEPENDENCYPART_GRANDPAR
(8,22),(22,6),-0.0730099 # DEPENDENCYPART_GRANDPAR
(8,22),(22,7),-0.0247716 # DEPENDENCYPART_GRANDPAR
(8,22),(22,8),-0.574336 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,22),(22,10),-0.321238 # DEPENDENCYPART_GRANDPAR
(8,22),(22,11),0.0134761 # DEPENDENCYPART_GRANDPAR
(8,22),(22,12),-0.0224305 # DEPENDENCYPART_GRANDPAR
(8,22),(22,13),0.0884352 # DEPENDENCYPART_GRANDPAR
(8,22),(22,14),-0.306811 # DEPENDENCYPART_GRANDPAR
(8,22),(22,15),0.176398 # DEPENDENCYPART_GRANDPAR
(8,22),(22,16),-0.0642711 # DEPENDENCYPART_GRANDPAR
(8,22),(22,17),-0.130457 # DEPENDENCYPART_GRANDPAR
(8,22),(22,18),-0.391694 # DEPENDENCYPART_GRANDPAR
(8,22),(22,19),-0.0160982 # DEPENDENCYPART_GRANDPAR
(8,22),(22,20),-0.101895 # DEPENDENCYPART_GRANDPAR
(8,22),(22,21),-0.498467 # DEPENDENCYPART_GRANDPAR
(8,22),(22,23),0.180176 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.016934 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.172153 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.145643 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),-0.0994839 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),-0.346862 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-0.836823 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,11),-0.705485 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.016934 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.169962 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.307321 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.0994839 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),-0.346524 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-0.836823 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,11),-0.705485 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.016934 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.169962 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.307321 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.280454 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.199325 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),0.0737029 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-0.836823 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,11),-0.705485 # DEPENDENCYPART_GRANDPAR
(9,10),(10,1),-0.321036 # DEPENDENCYPART_GRANDPAR
(9,10),(10,2),-0.310223 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-0.436353 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-0.572911 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-0.546497 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.380179 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.747716 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.303449 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.448787 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.544676 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),0.138426 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.0588436 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.250268 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.193605 # DEPENDENCYPART_GRANDPAR
(9,10),(10,17),-0.262308 # DEPENDENCYPART_GRANDPAR
(9,10),(10,18),-0.764887 # DEPENDENCYPART_GRANDPAR
(9,10),(10,19),0.166085 # DEPENDENCYPART_GRANDPAR
(9,10),(10,20),-0.190092 # DEPENDENCYPART_GRANDPAR
(9,10),(10,21),-0.775923 # DEPENDENCYPART_GRANDPAR
(9,10),(10,22),-0.538706 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.712043 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.271275 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),0.246455 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.206736 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.168788 # DEPENDENCYPART_GRANDPAR
(9,11),(11,19),0.20577 # DEPENDENCYPART_GRANDPAR
(9,11),(11,22),-0.484876 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),-0.0571603 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),-0.0287891 # DEPENDENCYPART_GRANDPAR
(10,1),(1,4),0.0379333 # DEPENDENCYPART_GRANDPAR
(10,1),(1,8),0.390163 # DEPENDENCYPART_GRANDPAR
(10,1),(1,10),-0.674258 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,2),(2,3),0.231172 # DEPENDENCYPART_GRANDPAR
(10,2),(2,10),-0.652858 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,3),(3,2),0.112974 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),0.162583 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),0.25799 # DEPENDENCYPART_GRANDPAR
(10,3),(3,6),0.018482 # DEPENDENCYPART_GRANDPAR
(10,3),(3,7),0.171808 # DEPENDENCYPART_GRANDPAR
(10,3),(3,9),1.14333 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),0.112974 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),0.0745861 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),0.257659 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),0.0184889 # DEPENDENCYPART_GRANDPAR
