# _root_ proposamenak pse , pp eta uaren babesa jaso zuen ; eajk eta eak kontra bozkatu zuten , eta iu-eb abstenitu egin zen .
#goldHeads=8,5,2,5,15,7,8,0,8,9,12,15,12,15,18,15,16,0,20,18,20,21,22,
#predictedHeads=8,5,2,5,8,7,8,18,8,9,12,15,12,15,18,15,16,0,20,18,20,20,22,
(0,15),(15,5),-0.0314585 # DEPENDENCYPART_GRANDPAR
(0,15),(15,6),-0.547802 # DEPENDENCYPART_GRANDPAR
(0,15),(15,7),-0.106474 # DEPENDENCYPART_GRANDPAR
(0,15),(15,8),0.503066 # DEPENDENCYPART_GRANDPAR
(0,15),(15,9),0.287023 # DEPENDENCYPART_GRANDPAR
(0,15),(15,11),0.0437721 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),0.0589993 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),0.13885 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),-0.300514 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),0.440122 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),-0.0382617 # DEPENDENCYPART_GRANDPAR
(0,15),(15,18),0.276047 # DEPENDENCYPART_GRANDPAR
(0,15),(15,19),-0.362894 # DEPENDENCYPART_GRANDPAR
(0,15),(15,20),0.117399 # DEPENDENCYPART_GRANDPAR
(0,15),(15,21),0.169755 # DEPENDENCYPART_GRANDPAR
(0,15),(15,22),-0.011908 # DEPENDENCYPART_GRANDPAR
(0,16),(16,11),-0.09761 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),-0.0113554 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),-0.473855 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),-0.0312548 # DEPENDENCYPART_GRANDPAR
(0,16),(16,18),0.172375 # DEPENDENCYPART_GRANDPAR
(0,16),(16,19),-0.616159 # DEPENDENCYPART_GRANDPAR
(0,16),(16,20),-0.0806821 # DEPENDENCYPART_GRANDPAR
(0,16),(16,22),-0.26289 # DEPENDENCYPART_GRANDPAR
(0,17),(17,11),0.0178046 # DEPENDENCYPART_GRANDPAR
(0,17),(17,12),0.141516 # DEPENDENCYPART_GRANDPAR
(0,17),(17,13),0.10389 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),0.0370077 # DEPENDENCYPART_GRANDPAR
(0,17),(17,18),0.367553 # DEPENDENCYPART_GRANDPAR
(0,18),(18,1),0.027769 # DEPENDENCYPART_GRANDPAR
(0,18),(18,2),-0.0809618 # DEPENDENCYPART_GRANDPAR
(0,18),(18,4),-0.358222 # DEPENDENCYPART_GRANDPAR
(0,18),(18,5),-0.227398 # DEPENDENCYPART_GRANDPAR
(0,18),(18,6),-0.797485 # DEPENDENCYPART_GRANDPAR
(0,18),(18,7),-0.364059 # DEPENDENCYPART_GRANDPAR
(0,18),(18,8),0.558532 # DEPENDENCYPART_GRANDPAR
(0,18),(18,11),-0.204034 # DEPENDENCYPART_GRANDPAR
(0,18),(18,12),-0.13694 # DEPENDENCYPART_GRANDPAR
(0,18),(18,13),-0.120242 # DEPENDENCYPART_GRANDPAR
(0,18),(18,14),-0.543806 # DEPENDENCYPART_GRANDPAR
(0,18),(18,15),-0.0845366 # DEPENDENCYPART_GRANDPAR
(0,18),(18,16),-0.0746576 # DEPENDENCYPART_GRANDPAR
(0,18),(18,17),-0.0157475 # DEPENDENCYPART_GRANDPAR
(0,18),(18,19),-0.685665 # DEPENDENCYPART_GRANDPAR
(0,18),(18,20),0.0651319 # DEPENDENCYPART_GRANDPAR
(0,18),(18,21),-0.0913903 # DEPENDENCYPART_GRANDPAR
(0,18),(18,22),-0.28324 # DEPENDENCYPART_GRANDPAR
(0,19),(19,17),-0.125583 # DEPENDENCYPART_GRANDPAR
(0,19),(19,20),-0.0160165 # DEPENDENCYPART_GRANDPAR
(0,20),(20,4),-0.107582 # DEPENDENCYPART_GRANDPAR
(0,20),(20,5),-0.0198207 # DEPENDENCYPART_GRANDPAR
(0,20),(20,6),-0.538376 # DEPENDENCYPART_GRANDPAR
(0,20),(20,7),-0.0970478 # DEPENDENCYPART_GRANDPAR
(0,20),(20,8),0.513628 # DEPENDENCYPART_GRANDPAR
(0,20),(20,9),0.292462 # DEPENDENCYPART_GRANDPAR
(0,20),(20,11),0.0531986 # DEPENDENCYPART_GRANDPAR
(0,20),(20,12),0.0706371 # DEPENDENCYPART_GRANDPAR
(0,20),(20,13),0.148276 # DEPENDENCYPART_GRANDPAR
(0,20),(20,14),-0.289166 # DEPENDENCYPART_GRANDPAR
(0,20),(20,15),-0.103848 # DEPENDENCYPART_GRANDPAR
(0,20),(20,16),0.153889 # DEPENDENCYPART_GRANDPAR
(0,20),(20,17),-0.00621065 # DEPENDENCYPART_GRANDPAR
(0,20),(20,18),0.253459 # DEPENDENCYPART_GRANDPAR
(0,20),(20,19),-0.50546 # DEPENDENCYPART_GRANDPAR
(0,20),(20,21),0.168815 # DEPENDENCYPART_GRANDPAR
(0,20),(20,22),-0.0111001 # DEPENDENCYPART_GRANDPAR
(0,21),(21,1),0.310705 # DEPENDENCYPART_GRANDPAR
(0,21),(21,2),0.196797 # DEPENDENCYPART_GRANDPAR
(0,21),(21,4),-0.0882257 # DEPENDENCYPART_GRANDPAR
(0,21),(21,5),-0.0190139 # DEPENDENCYPART_GRANDPAR
(0,21),(21,6),-0.519019 # DEPENDENCYPART_GRANDPAR
(0,21),(21,7),-0.0776921 # DEPENDENCYPART_GRANDPAR
(0,21),(21,8),0.348805 # DEPENDENCYPART_GRANDPAR
(0,21),(21,11),0.072537 # DEPENDENCYPART_GRANDPAR
(0,21),(21,12),0.0714439 # DEPENDENCYPART_GRANDPAR
(0,21),(21,13),0.167631 # DEPENDENCYPART_GRANDPAR
(0,21),(21,14),-0.347233 # DEPENDENCYPART_GRANDPAR
(0,21),(21,15),-0.268671 # DEPENDENCYPART_GRANDPAR
(0,21),(21,16),0.0622377 # DEPENDENCYPART_GRANDPAR
(0,21),(21,17),-0.0572274 # DEPENDENCYPART_GRANDPAR
(0,21),(21,18),0.254266 # DEPENDENCYPART_GRANDPAR
(0,21),(21,19),-0.486103 # DEPENDENCYPART_GRANDPAR
(0,21),(21,20),-0.10722 # DEPENDENCYPART_GRANDPAR
(0,21),(21,22),-0.0973341 # DEPENDENCYPART_GRANDPAR
(0,21),(21,23),-0.216035 # DEPENDENCYPART_GRANDPAR
(0,22),(22,19),-0.59001 # DEPENDENCYPART_GRANDPAR
(0,22),(22,21),-0.401368 # DEPENDENCYPART_GRANDPAR
(0,22),(22,23),-0.321209 # DEPENDENCYPART_GRANDPAR
(0,23),(23,21),-0.174272 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.518167 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),0.166243 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.24163 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-0.393308 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.514911 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,2),-0.648633 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.0890674 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.858501 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.224633 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.000700051 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.10307 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.122757 # DEPENDENCYPART_GRANDPAR
(2,7),(7,1),-0.919926 # DEPENDENCYPART_GRANDPAR
(2,7),(7,2),-0.222025 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,7),(7,3),0.00406137 # DEPENDENCYPART_GRANDPAR
(2,7),(7,4),0.0279898 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),0.0567339 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),-0.019846 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),-0.263353 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),-0.367767 # DEPENDENCYPART_GRANDPAR
(2,7),(7,11),-0.255339 # DEPENDENCYPART_GRANDPAR
(2,7),(7,13),-0.266559 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),0.326805 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-0.343326 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,1),-0.659202 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.265554 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-0.836228 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,7),-0.424673 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.683765 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-1.00866 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.388574 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.416843 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.388503 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.123641 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),0.0284309 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.36932 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.387428 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),-0.205391 # DEPENDENCYPART_GRANDPAR
(4,5),(5,15),-0.319508 # DEPENDENCYPART_GRANDPAR
(4,5),(5,18),-0.246577 # DEPENDENCYPART_GRANDPAR
(4,5),(5,20),-0.230984 # DEPENDENCYPART_GRANDPAR
(4,5),(5,21),-0.121635 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.357797 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.10853 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),0.0257498 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),0.150276 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),0.180668 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),0.14026 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),0.203142 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),-0.482782 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),0.0767482 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.0890759 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),0.181515 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-0.58392 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.398235 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.0428607 # DEPENDENCYPART_GRANDPAR
(5,6),(6,7),-0.117755 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.179011 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.449056 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.0429347 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.238906 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.381653 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.0466655 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.248362 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.037397 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.645263 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.599611 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-0.378835 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-0.64888 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.172713 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.438596 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.404123 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),-0.0383686 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.0822381 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),0.174883 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.499077 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.1225 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.472882 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),-0.393583 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),0.0583265 # DEPENDENCYPART_GRANDPAR
(5,8),(8,16),-0.233919 # DEPENDENCYPART_GRANDPAR
(5,8),(8,17),-0.685716 # DEPENDENCYPART_GRANDPAR
(5,8),(8,18),-0.259881 # DEPENDENCYPART_GRANDPAR
(5,8),(8,19),-0.563683 # DEPENDENCYPART_GRANDPAR
(5,8),(8,20),-0.291546 # DEPENDENCYPART_GRANDPAR
(5,8),(8,21),-0.0139743 # DEPENDENCYPART_GRANDPAR
(5,8),(8,22),-0.477306 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.403285 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),0.00774104 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),-0.0619335 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.236482 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.209031 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-0.473211 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),-0.308905 # DEPENDENCYPART_GRANDPAR
(5,9),(9,18),-0.346413 # DEPENDENCYPART_GRANDPAR
(5,12),(12,1),-0.319342 # DEPENDENCYPART_GRANDPAR
(5,12),(12,2),-0.589387 # DEPENDENCYPART_GRANDPAR
(5,12),(12,4),-0.379107 # DEPENDENCYPART_GRANDPAR
(5,12),(12,5),-0.560131 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,12),(12,6),-0.100547 # DEPENDENCYPART_GRANDPAR
(5,12),(12,7),-0.171303 # DEPENDENCYPART_GRANDPAR
(5,12),(12,8),-0.22484 # DEPENDENCYPART_GRANDPAR
(5,12),(12,9),-0.0938341 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),-0.716555 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),-0.633444 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),-0.579796 # DEPENDENCYPART_GRANDPAR
(5,12),(12,15),-0.0303418 # DEPENDENCYPART_GRANDPAR
(5,12),(12,16),-0.444979 # DEPENDENCYPART_GRANDPAR
(5,12),(12,17),-0.899737 # DEPENDENCYPART_GRANDPAR
(5,12),(12,18),-0.470344 # DEPENDENCYPART_GRANDPAR
(5,12),(12,20),-0.371458 # DEPENDENCYPART_GRANDPAR
(5,12),(12,21),-0.206481 # DEPENDENCYPART_GRANDPAR
(5,15),(15,1),-0.378339 # DEPENDENCYPART_GRANDPAR
(5,15),(15,2),-0.648383 # DEPENDENCYPART_GRANDPAR
(5,15),(15,3),-0.172701 # DEPENDENCYPART_GRANDPAR
(5,15),(15,4),-0.438099 # DEPENDENCYPART_GRANDPAR
(5,15),(15,5),-0.445104 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,15),(15,6),-0.062479 # DEPENDENCYPART_GRANDPAR
(5,15),(15,7),-0.107799 # DEPENDENCYPART_GRANDPAR
(5,15),(15,8),-0.125991 # DEPENDENCYPART_GRANDPAR
(5,15),(15,9),0.140607 # DEPENDENCYPART_GRANDPAR
(5,15),(15,11),-0.694926 # DEPENDENCYPART_GRANDPAR
(5,15),(15,12),-0.228189 # DEPENDENCYPART_GRANDPAR
(5,15),(15,13),-0.619531 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),-0.515186 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),-0.268627 # DEPENDENCYPART_GRANDPAR
(5,15),(15,17),-0.712332 # DEPENDENCYPART_GRANDPAR
(5,15),(15,18),-0.271585 # DEPENDENCYPART_GRANDPAR
(5,15),(15,19),-0.612344 # DEPENDENCYPART_GRANDPAR
(5,15),(15,20),-0.314248 # DEPENDENCYPART_GRANDPAR
(5,15),(15,21),-0.036676 # DEPENDENCYPART_GRANDPAR
(5,15),(15,22),-0.512769 # DEPENDENCYPART_GRANDPAR
(5,18),(18,1),-0.319342 # DEPENDENCYPART_GRANDPAR
(5,18),(18,2),-0.589387 # DEPENDENCYPART_GRANDPAR
(5,18),(18,4),-0.379107 # DEPENDENCYPART_GRANDPAR
(5,18),(18,5),-0.560131 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,18),(18,6),-0.100547 # DEPENDENCYPART_GRANDPAR
(5,18),(18,7),-0.171303 # DEPENDENCYPART_GRANDPAR
(5,18),(18,8),-0.22484 # DEPENDENCYPART_GRANDPAR
(5,18),(18,11),-0.716555 # DEPENDENCYPART_GRANDPAR
(5,18),(18,12),-0.343216 # DEPENDENCYPART_GRANDPAR
(5,18),(18,13),-0.663963 # DEPENDENCYPART_GRANDPAR
(5,18),(18,14),-0.684413 # DEPENDENCYPART_GRANDPAR
(5,18),(18,15),-0.0559127 # DEPENDENCYPART_GRANDPAR
(5,18),(18,16),-0.459167 # DEPENDENCYPART_GRANDPAR
(5,18),(18,17),-0.910653 # DEPENDENCYPART_GRANDPAR
(5,18),(18,19),-0.729538 # DEPENDENCYPART_GRANDPAR
(5,18),(18,20),-0.371458 # DEPENDENCYPART_GRANDPAR
(5,18),(18,21),-0.206481 # DEPENDENCYPART_GRANDPAR
(5,18),(18,22),-0.802869 # DEPENDENCYPART_GRANDPAR
(5,20),(20,4),-0.438091 # DEPENDENCYPART_GRANDPAR
(5,20),(20,5),-0.429012 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,20),(20,6),-0.0456563 # DEPENDENCYPART_GRANDPAR
(5,20),(20,7),-0.0909758 # DEPENDENCYPART_GRANDPAR
(5,20),(20,8),-0.108508 # DEPENDENCYPART_GRANDPAR
(5,20),(20,9),0.151484 # DEPENDENCYPART_GRANDPAR
(5,20),(20,11),-0.678103 # DEPENDENCYPART_GRANDPAR
(5,20),(20,12),-0.212097 # DEPENDENCYPART_GRANDPAR
(5,20),(20,13),-0.602708 # DEPENDENCYPART_GRANDPAR
(5,20),(20,14),-0.498146 # DEPENDENCYPART_GRANDPAR
(5,20),(20,15),0.0811396 # DEPENDENCYPART_GRANDPAR
(5,20),(20,16),-0.14341 # DEPENDENCYPART_GRANDPAR
(5,20),(20,17),-0.799247 # DEPENDENCYPART_GRANDPAR
(5,20),(20,18),-0.349478 # DEPENDENCYPART_GRANDPAR
(5,20),(20,19),-0.696533 # DEPENDENCYPART_GRANDPAR
(5,20),(20,21),-0.0350736 # DEPENDENCYPART_GRANDPAR
(5,20),(20,22),-0.506873 # DEPENDENCYPART_GRANDPAR
(5,21),(21,1),-0.397409 # DEPENDENCYPART_GRANDPAR
(5,21),(21,2),-0.667454 # DEPENDENCYPART_GRANDPAR
(5,21),(21,4),-0.457169 # DEPENDENCYPART_GRANDPAR
(5,21),(21,5),-0.42164 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,21),(21,6),0.0143692 # DEPENDENCYPART_GRANDPAR
(5,21),(21,7),-0.0309517 # DEPENDENCYPART_GRANDPAR
(5,21),(21,8),-0.169671 # DEPENDENCYPART_GRANDPAR
(5,21),(21,11),-0.618094 # DEPENDENCYPART_GRANDPAR
(5,21),(21,12),-0.204726 # DEPENDENCYPART_GRANDPAR
(5,21),(21,13),-0.542685 # DEPENDENCYPART_GRANDPAR
(5,21),(21,14),-0.494283 # DEPENDENCYPART_GRANDPAR
(5,21),(21,15),0.0199772 # DEPENDENCYPART_GRANDPAR
(5,21),(21,16),-0.223194 # DEPENDENCYPART_GRANDPAR
(5,21),(21,17),-0.815009 # DEPENDENCYPART_GRANDPAR
(5,21),(21,18),-0.342107 # DEPENDENCYPART_GRANDPAR
(5,21),(21,19),-0.636508 # DEPENDENCYPART_GRANDPAR
(5,21),(21,20),-0.331119 # DEPENDENCYPART_GRANDPAR
(5,21),(21,22),-0.548065 # DEPENDENCYPART_GRANDPAR
(5,21),(21,23),-1.33526 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-1.28982 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-1.58695 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-0.626785 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.473913 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.667759 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.406181 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.851709 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.374213 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.297191 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.485168 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.508983 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),0.224391 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.0946579 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.389015 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.0945528 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),0.330017 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-0.78116 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,1),-0.421928 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),0.127141 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),0.0713818 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),0.379803 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),0.624276 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.250343 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),0.268509 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.0240857 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),0.364294 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),0.647543 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-0.811117 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.634108 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.541773 # DEPENDENCYPART_GRANDPAR
(7,5),(5,12),-0.253783 # DEPENDENCYPART_GRANDPAR
(7,5),(5,15),-0.500833 # DEPENDENCYPART_GRANDPAR
(7,5),(5,18),-0.215512 # DEPENDENCYPART_GRANDPAR
(7,5),(5,20),-0.475533 # DEPENDENCYPART_GRANDPAR
(7,5),(5,21),-0.37152 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),0.0696126 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-0.78116 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,1),-0.745141 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-0.22813 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.263837 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.115914 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),0.0072806 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),0.180683 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.451648 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.365504 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.317302 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.0825276 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.396347 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),0.0103575 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.20269 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),-0.349251 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),0.0308043 # DEPENDENCYPART_GRANDPAR
(7,8),(8,18),-0.044256 # DEPENDENCYPART_GRANDPAR
(7,8),(8,19),-0.468521 # DEPENDENCYPART_GRANDPAR
(7,8),(8,20),-0.179504 # DEPENDENCYPART_GRANDPAR
(7,8),(8,21),-0.00988964 # DEPENDENCYPART_GRANDPAR
(7,8),(8,22),-0.265496 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),0.0628167 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),0.232756 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.431482 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,10),-0.018427 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.0993126 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),0.0155179 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.291103 # DEPENDENCYPART_GRANDPAR
(7,9),(9,18),-0.061041 # DEPENDENCYPART_GRANDPAR
(7,11),(11,8),-0.0904118 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.532487 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-0.094709 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),-0.189498 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),0.123818 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),-0.120135 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),0.197358 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),-0.117982 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),0.46115 # DEPENDENCYPART_GRANDPAR
(8,2),(2,7),0.478677 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),0.18434 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),0.104643 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.0380117 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),0.35064 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),0.184268 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),0.253096 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),0.165031 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.164631 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),0.545695 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),0.169378 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),0.461035 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-0.607337 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),-0.47311 # DEPENDENCYPART_GRANDPAR
(8,5),(5,12),-0.0622901 # DEPENDENCYPART_GRANDPAR
(8,5),(5,15),-0.234804 # DEPENDENCYPART_GRANDPAR
(8,5),(5,18),-0.16016 # DEPENDENCYPART_GRANDPAR
(8,5),(5,20),-0.409678 # DEPENDENCYPART_GRANDPAR
(8,5),(5,21),-0.571734 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.0407208 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),0.479441 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),0.178676 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),0.0859385 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.0473272 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),0.431046 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),0.316775 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),0.151532 # DEPENDENCYPART_GRANDPAR
