# _root_ esteban olaizola_gipuzkoako_kofradien_federazioko lehendakariaren ustez , " itsasontzi zaharrak dira , baina teknologia puntakoa dute " , esan du .
#goldHeads=9,1,1,3,4,5,9,7,11,9,17,14,12,11,14,15,0,17,18,
#predictedHeads=2,3,4,9,4,5,9,7,11,9,0,14,14,11,14,15,0,17,18,
(11,1),(1,3),0.135064 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),-0.0116521 # DEPENDENCYPART_GRANDPAR
(11,2),(2,3),0.128526 # DEPENDENCYPART_GRANDPAR
(11,2),(2,4),0.341151 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),-0.0116521 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.00202541 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),0.340873 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),-0.131125 # DEPENDENCYPART_GRANDPAR
(11,3),(3,8),0.333639 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),0.0232035 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),0.027427 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-0.0763912 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),-0.0867532 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),0.464614 # DEPENDENCYPART_GRANDPAR
(11,4),(4,8),0.329675 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),-0.0118255 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),-0.00219886 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),-0.106017 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),0.151509 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.0508648 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),0.0116375 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),0.333708 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),0.386678 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),0.0214392 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-0.419222 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,12),-0.153924 # DEPENDENCYPART_GRANDPAR
(11,7),(7,13),-0.0536587 # DEPENDENCYPART_GRANDPAR
(11,7),(7,14),-0.21828 # DEPENDENCYPART_GRANDPAR
(11,7),(7,17),-0.21099 # DEPENDENCYPART_GRANDPAR
(11,7),(7,19),-0.131466 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.0763198 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),0.181806 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),0.283038 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),0.33917 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),0.0286732 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-0.43281 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),-0.172828 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),0.0744771 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),0.0836835 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),-0.0144499 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),0.268837 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.0696994 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),0.344908 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),0.327018 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),0.154549 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-0.479095 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.289038 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),-0.126753 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-0.289666 # DEPENDENCYPART_GRANDPAR
(11,9),(9,17),-0.322644 # DEPENDENCYPART_GRANDPAR
(11,9),(9,18),0.282969 # DEPENDENCYPART_GRANDPAR
(11,10),(10,1),0.0402499 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),0.416645 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-0.427639 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.135546 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.0431248 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.1885 # DEPENDENCYPART_GRANDPAR
(11,12),(12,5),-0.263679 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-0.0224021 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),0.0849302 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.111183 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.209699 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),0.156758 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),0.0689667 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-0.0296346 # DEPENDENCYPART_GRANDPAR
(11,12),(12,18),0.456199 # DEPENDENCYPART_GRANDPAR
(11,12),(12,19),0.095018 # DEPENDENCYPART_GRANDPAR
(11,13),(13,4),-0.141066 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),-0.0147644 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.20172 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.201744 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),0.0974505 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),0.339367 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),0.0630777 # DEPENDENCYPART_GRANDPAR
(11,14),(14,2),-0.390331 # DEPENDENCYPART_GRANDPAR
(11,14),(14,3),-0.488464 # DEPENDENCYPART_GRANDPAR
(11,14),(14,4),-0.2616 # DEPENDENCYPART_GRANDPAR
(11,14),(14,5),-0.358419 # DEPENDENCYPART_GRANDPAR
(11,14),(14,7),-0.129106 # DEPENDENCYPART_GRANDPAR
(11,14),(14,8),-0.0912196 # DEPENDENCYPART_GRANDPAR
(11,14),(14,9),0.0139152 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-0.205923 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.180702 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),0.334047 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),0.283586 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),0.738529 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),0.334207 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),0.0891563 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),0.589363 # DEPENDENCYPART_GRANDPAR
(11,16),(16,9),0.114708 # DEPENDENCYPART_GRANDPAR
(11,16),(16,11),-0.142077 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,16),(16,14),0.125562 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),0.0478665 # DEPENDENCYPART_GRANDPAR
(11,17),(17,1),-0.443918 # DEPENDENCYPART_GRANDPAR
(11,17),(17,2),-0.439936 # DEPENDENCYPART_GRANDPAR
(11,17),(17,3),-0.53807 # DEPENDENCYPART_GRANDPAR
(11,17),(17,4),-0.307925 # DEPENDENCYPART_GRANDPAR
(11,17),(17,5),-0.387869 # DEPENDENCYPART_GRANDPAR
(11,17),(17,7),-0.178712 # DEPENDENCYPART_GRANDPAR
(11,17),(17,8),-0.123516 # DEPENDENCYPART_GRANDPAR
(11,17),(17,9),0.00483293 # DEPENDENCYPART_GRANDPAR
(11,17),(17,10),-0.235373 # DEPENDENCYPART_GRANDPAR
(11,17),(17,11),-0.209773 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,17),(17,12),0.20147 # DEPENDENCYPART_GRANDPAR
(11,17),(17,13),0.169488 # DEPENDENCYPART_GRANDPAR
(11,17),(17,14),0.000331947 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),0.175834 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),0.608232 # DEPENDENCYPART_GRANDPAR
(11,17),(17,19),0.123818 # DEPENDENCYPART_GRANDPAR
(12,5),(5,1),-1.07145 # DEPENDENCYPART_GRANDPAR
(12,5),(5,3),-0.308393 # DEPENDENCYPART_GRANDPAR
(12,5),(5,6),-0.251507 # DEPENDENCYPART_GRANDPAR
(12,5),(5,7),-0.13732 # DEPENDENCYPART_GRANDPAR
(12,5),(5,8),-0.962888 # DEPENDENCYPART_GRANDPAR
(12,5),(5,9),-0.902932 # DEPENDENCYPART_GRANDPAR
(12,5),(5,12),-0.868256 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,5),(5,17),-0.576021 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),-0.17539 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),-0.655737 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.134042 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),-0.943079 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),-0.187659 # DEPENDENCYPART_GRANDPAR
(12,8),(8,11),-0.137414 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-0.890403 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,1),-0.969155 # DEPENDENCYPART_GRANDPAR
(12,9),(9,2),-0.641935 # DEPENDENCYPART_GRANDPAR
(12,9),(9,3),-0.204287 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),-0.673246 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.21617 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.162939 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-1.03757 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.218877 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),-0.219736 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-0.960433 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,13),-0.554725 # DEPENDENCYPART_GRANDPAR
(12,9),(9,14),-0.423524 # DEPENDENCYPART_GRANDPAR
(12,9),(9,17),-0.580148 # DEPENDENCYPART_GRANDPAR
(12,9),(9,18),-0.270863 # DEPENDENCYPART_GRANDPAR
(12,10),(10,1),-1.07145 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-1.06042 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.132295 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-0.868256 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.536364 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-0.401813 # DEPENDENCYPART_GRANDPAR
(12,11),(11,1),-0.922341 # DEPENDENCYPART_GRANDPAR
(12,11),(11,2),-0.596898 # DEPENDENCYPART_GRANDPAR
(12,11),(11,3),-0.15925 # DEPENDENCYPART_GRANDPAR
(12,11),(11,4),-0.644116 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-0.118419 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.985705 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-1.00151 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.116199 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-0.910445 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.536369 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.413283 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-0.269182 # DEPENDENCYPART_GRANDPAR
(12,11),(11,17),-0.58074 # DEPENDENCYPART_GRANDPAR
(12,13),(13,4),-1.03859 # DEPENDENCYPART_GRANDPAR
(12,13),(13,7),-0.525409 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.417487 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.552727 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.171406 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),0.0713243 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-0.251371 # DEPENDENCYPART_GRANDPAR
(12,14),(14,2),-1.07112 # DEPENDENCYPART_GRANDPAR
(12,14),(14,3),-0.633473 # DEPENDENCYPART_GRANDPAR
(12,14),(14,4),-1.10738 # DEPENDENCYPART_GRANDPAR
(12,14),(14,5),-0.444816 # DEPENDENCYPART_GRANDPAR
(12,14),(14,7),-0.592125 # DEPENDENCYPART_GRANDPAR
(12,14),(14,8),-1.36831 # DEPENDENCYPART_GRANDPAR
(12,14),(14,9),-1.25443 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-0.416387 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.441834 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.616177 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),-0.25771 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.0810784 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.00448177 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.292935 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.119433 # DEPENDENCYPART_GRANDPAR
(12,17),(17,1),-1.38994 # DEPENDENCYPART_GRANDPAR
(12,17),(17,2),-1.06786 # DEPENDENCYPART_GRANDPAR
(12,17),(17,3),-0.630212 # DEPENDENCYPART_GRANDPAR
(12,17),(17,4),-1.09851 # DEPENDENCYPART_GRANDPAR
(12,17),(17,5),-0.473709 # DEPENDENCYPART_GRANDPAR
(12,17),(17,7),-0.588864 # DEPENDENCYPART_GRANDPAR
(12,17),(17,8),-1.4022 # DEPENDENCYPART_GRANDPAR
(12,17),(17,9),-1.2504 # DEPENDENCYPART_GRANDPAR
(12,17),(17,10),-0.445281 # DEPENDENCYPART_GRANDPAR
(12,17),(17,11),-0.475874 # DEPENDENCYPART_GRANDPAR
(12,17),(17,12),-0.640593 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,17),(17,13),-0.249014 # DEPENDENCYPART_GRANDPAR
(12,17),(17,14),-0.212319 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),-0.12386 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-0.100148 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),-0.168844 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),-0.16764 # DEPENDENCYPART_GRANDPAR
(13,4),(4,1),-0.396693 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),-0.0164383 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),-0.239489 # DEPENDENCYPART_GRANDPAR
(13,4),(4,5),-0.10897 # DEPENDENCYPART_GRANDPAR
(13,4),(4,7),-0.13015 # DEPENDENCYPART_GRANDPAR
(13,4),(4,8),0.0122793 # DEPENDENCYPART_GRANDPAR
(13,7),(7,1),-0.435872 # DEPENDENCYPART_GRANDPAR
(13,7),(7,2),-0.050214 # DEPENDENCYPART_GRANDPAR
(13,7),(7,3),-0.273264 # DEPENDENCYPART_GRANDPAR
(13,7),(7,4),-0.357542 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),-0.0687237 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),-0.113308 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),0.0102978 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),-0.290296 # DEPENDENCYPART_GRANDPAR
(13,7),(7,10),-0.13918 # DEPENDENCYPART_GRANDPAR
(13,7),(7,11),-0.161421 # DEPENDENCYPART_GRANDPAR
(13,7),(7,12),0.046122 # DEPENDENCYPART_GRANDPAR
(13,7),(7,13),-1.17143 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,7),(7,14),-0.450237 # DEPENDENCYPART_GRANDPAR
(13,7),(7,17),-0.261047 # DEPENDENCYPART_GRANDPAR
(13,7),(7,19),-0.0590629 # DEPENDENCYPART_GRANDPAR
(13,11),(11,1),-0.38185 # DEPENDENCYPART_GRANDPAR
(13,11),(11,2),0.000288286 # DEPENDENCYPART_GRANDPAR
(13,11),(11,3),-0.217077 # DEPENDENCYPART_GRANDPAR
(13,11),(11,4),-0.304214 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.152041 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.0351995 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.307206 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.00902261 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),0.0656801 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-1.14424 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.440968 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-0.00473898 # DEPENDENCYPART_GRANDPAR
(13,11),(11,17),-0.294453 # DEPENDENCYPART_GRANDPAR
(13,12),(12,5),-0.0614386 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.0747378 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.312182 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.0336146 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.184856 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-1.17143 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.450237 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-0.261047 # DEPENDENCYPART_GRANDPAR
(13,12),(12,18),-0.0953344 # DEPENDENCYPART_GRANDPAR
(13,12),(12,19),-0.0590629 # DEPENDENCYPART_GRANDPAR
(13,14),(14,2),-0.332149 # DEPENDENCYPART_GRANDPAR
(13,14),(14,3),-0.549515 # DEPENDENCYPART_GRANDPAR
(13,14),(14,4),-0.634584 # DEPENDENCYPART_GRANDPAR
(13,14),(14,5),-0.3304 # DEPENDENCYPART_GRANDPAR
(13,14),(14,7),-0.483963 # DEPENDENCYPART_GRANDPAR
(13,14),(14,8),-0.304206 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-0.553348 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-0.302576 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.383635 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.305115 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.875754 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),0.197266 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),0.23069 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.0851186 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),0.0755019 # DEPENDENCYPART_GRANDPAR
(13,16),(16,9),-0.53302 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),-0.393062 # DEPENDENCYPART_GRANDPAR
(13,16),(16,14),-0.136108 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.109099 # DEPENDENCYPART_GRANDPAR
(13,17),(17,1),-0.709227 # DEPENDENCYPART_GRANDPAR
(13,17),(17,2),-0.327197 # DEPENDENCYPART_GRANDPAR
(13,17),(17,3),-0.544562 # DEPENDENCYPART_GRANDPAR
(13,17),(17,4),-0.627136 # DEPENDENCYPART_GRANDPAR
(13,17),(17,5),-0.343976 # DEPENDENCYPART_GRANDPAR
(13,17),(17,7),-0.47901 # DEPENDENCYPART_GRANDPAR
(13,17),(17,8),-0.320682 # DEPENDENCYPART_GRANDPAR
(13,17),(17,9),-0.541008 # DEPENDENCYPART_GRANDPAR
(13,17),(17,10),-0.316152 # DEPENDENCYPART_GRANDPAR
(13,17),(17,11),-0.394848 # DEPENDENCYPART_GRANDPAR
(13,17),(17,12),-0.300172 # DEPENDENCYPART_GRANDPAR
(13,17),(17,13),-0.896124 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,17),(17,14),-0.239359 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),0.218138 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),0.131665 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),0.137634 # DEPENDENCYPART_GRANDPAR
(14,2),(2,1),0.43015 # DEPENDENCYPART_GRANDPAR
(14,2),(2,3),0.444661 # DEPENDENCYPART_GRANDPAR
(14,2),(2,4),-0.376171 # DEPENDENCYPART_GRANDPAR
(14,3),(3,1),0.43015 # DEPENDENCYPART_GRANDPAR
(14,3),(3,2),-0.312323 # DEPENDENCYPART_GRANDPAR
(14,3),(3,4),-0.376171 # DEPENDENCYPART_GRANDPAR
(14,3),(3,5),-0.118982 # DEPENDENCYPART_GRANDPAR
(14,3),(3,8),-0.244737 # DEPENDENCYPART_GRANDPAR
(14,4),(4,1),0.511377 # DEPENDENCYPART_GRANDPAR
(14,4),(4,2),-0.236499 # DEPENDENCYPART_GRANDPAR
(14,4),(4,3),0.538766 # DEPENDENCYPART_GRANDPAR
(14,4),(4,5),-0.032706 # DEPENDENCYPART_GRANDPAR
(14,4),(4,7),-0.0306169 # DEPENDENCYPART_GRANDPAR
(14,4),(4,8),-0.232638 # DEPENDENCYPART_GRANDPAR
(14,5),(5,1),0.365454 # DEPENDENCYPART_GRANDPAR
(14,5),(5,3),0.403774 # DEPENDENCYPART_GRANDPAR
(14,5),(5,6),-0.105775 # DEPENDENCYPART_GRANDPAR
(14,5),(5,7),0.156177 # DEPENDENCYPART_GRANDPAR
(14,5),(5,8),-0.22584 # DEPENDENCYPART_GRANDPAR
(14,5),(5,9),-0.4207 # DEPENDENCYPART_GRANDPAR
(14,5),(5,12),0.164798 # DEPENDENCYPART_GRANDPAR
(14,5),(5,17),-0.191889 # DEPENDENCYPART_GRANDPAR
(14,7),(7,1),0.430146 # DEPENDENCYPART_GRANDPAR
(14,7),(7,2),-0.312327 # DEPENDENCYPART_GRANDPAR
(14,7),(7,3),0.462938 # DEPENDENCYPART_GRANDPAR
(14,7),(7,4),-0.335779 # DEPENDENCYPART_GRANDPAR
(14,7),(7,5),0.0162419 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),-0.119259 # DEPENDENCYPART_GRANDPAR
(14,7),(7,8),-0.244737 # DEPENDENCYPART_GRANDPAR
(14,7),(7,9),-0.493132 # DEPENDENCYPART_GRANDPAR
(14,7),(7,10),-0.127991 # DEPENDENCYPART_GRANDPAR
(14,7),(7,11),0.0643806 # DEPENDENCYPART_GRANDPAR
(14,7),(7,12),-0.0349772 # DEPENDENCYPART_GRANDPAR
(14,7),(7,13),0.295588 # DEPENDENCYPART_GRANDPAR
(14,7),(7,14),-0.691075 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,7),(7,17),-0.143721 # DEPENDENCYPART_GRANDPAR
(14,7),(7,19),-0.278027 # DEPENDENCYPART_GRANDPAR
(14,8),(8,3),0.386149 # DEPENDENCYPART_GRANDPAR
(14,8),(8,4),-0.410859 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),-0.0934879 # DEPENDENCYPART_GRANDPAR
(14,8),(8,9),-0.52361 # DEPENDENCYPART_GRANDPAR
(14,8),(8,10),-0.135243 # DEPENDENCYPART_GRANDPAR
(14,8),(8,11),0.0821432 # DEPENDENCYPART_GRANDPAR
(14,8),(8,12),-0.0349532 # DEPENDENCYPART_GRANDPAR
(14,9),(9,1),0.446619 # DEPENDENCYPART_GRANDPAR
(14,9),(9,2),-0.294203 # DEPENDENCYPART_GRANDPAR
(14,9),(9,3),0.486747 # DEPENDENCYPART_GRANDPAR
(14,9),(9,4),-0.299209 # DEPENDENCYPART_GRANDPAR
(14,9),(9,5),-0.0599967 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),0.00710922 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.309973 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),-0.116598 # DEPENDENCYPART_GRANDPAR
(14,9),(9,11),0.0311065 # DEPENDENCYPART_GRANDPAR
(14,9),(9,12),-0.10711 # DEPENDENCYPART_GRANDPAR
(14,9),(9,13),0.166069 # DEPENDENCYPART_GRANDPAR
(14,9),(9,14),-0.71276 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,9),(9,17),-0.208839 # DEPENDENCYPART_GRANDPAR
(14,9),(9,18),-0.94575 # DEPENDENCYPART_GRANDPAR
(14,10),(10,1),0.365454 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.606478 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),0.161192 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),0.164798 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),0.311533 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-0.679393 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,1),0.416914 # DEPENDENCYPART_GRANDPAR
(14,11),(11,2),-0.325706 # DEPENDENCYPART_GRANDPAR
(14,11),(11,3),0.455244 # DEPENDENCYPART_GRANDPAR
(14,11),(11,4),-0.345624 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),-0.02491 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),-0.329131 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.57193 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.0107095 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),-0.0738054 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),0.141137 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-0.689975 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,16),-0.289815 # DEPENDENCYPART_GRANDPAR
(14,11),(11,17),-0.202875 # DEPENDENCYPART_GRANDPAR
(14,12),(12,5),0.0230346 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-0.249392 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.507543 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),0.0140255 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),0.106111 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),0.294178 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-0.691075 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,17),-0.143721 # DEPENDENCYPART_GRANDPAR
(14,12),(12,18),-0.910423 # DEPENDENCYPART_GRANDPAR
(14,12),(12,19),-0.278027 # DEPENDENCYPART_GRANDPAR
(14,13),(13,4),-0.410859 # DEPENDENCYPART_GRANDPAR
(14,13),(13,7),-0.0934879 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.0199514 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.0848671 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-0.654798 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,16),-0.24964 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-0.132696 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.271793 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.364091 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),0.216033 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),-0.0303856 # DEPENDENCYPART_GRANDPAR
(14,16),(16,9),-0.775227 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),-0.181789 # DEPENDENCYPART_GRANDPAR
