# _root_ urtero bezalaxe jarri dira , ailegatu bezain agudo , plaza_erdian danborra eta turutarekin abisua emanez .
#goldHeads=3,1,0,3,4,3,6,7,8,15,12,15,12,15,3,15,
#predictedHeads=3,3,0,3,4,3,6,7,8,11,12,14,12,15,3,15,
(8,12),(12,1),-0.416038 # DEPENDENCYPART_GRANDPAR
(8,12),(12,2),-0.365941 # DEPENDENCYPART_GRANDPAR
(8,12),(12,3),-0.396816 # DEPENDENCYPART_GRANDPAR
(8,12),(12,6),-0.362259 # DEPENDENCYPART_GRANDPAR
(8,12),(12,7),-0.217689 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-0.629488 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,9),-0.0830001 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),-0.28735 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),-0.299906 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.378047 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.371687 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.234719 # DEPENDENCYPART_GRANDPAR
(8,13),(13,1),-0.393232 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),-0.286736 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.310176 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.473893 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.300636 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.0566611 # DEPENDENCYPART_GRANDPAR
(8,14),(14,1),-0.393232 # DEPENDENCYPART_GRANDPAR
(8,14),(14,2),-0.343135 # DEPENDENCYPART_GRANDPAR
(8,14),(14,3),-0.337484 # DEPENDENCYPART_GRANDPAR
(8,14),(14,9),-0.0935938 # DEPENDENCYPART_GRANDPAR
(8,14),(14,10),-0.274181 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),-0.286736 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),-0.310176 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.336142 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.300636 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.0566611 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.139509 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),0.0770245 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),0.00608805 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),0.0300214 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),-0.096531 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),0.0158694 # DEPENDENCYPART_GRANDPAR
(9,4),(4,12),-0.472879 # DEPENDENCYPART_GRANDPAR
(9,4),(4,15),-0.525452 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.205408 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.227427 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.0702761 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.188879 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.0270833 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.105936 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-8.30277e-07 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-0.694683 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-0.631236 # DEPENDENCYPART_GRANDPAR
(9,6),(6,11),-0.656068 # DEPENDENCYPART_GRANDPAR
(9,6),(6,12),-0.512027 # DEPENDENCYPART_GRANDPAR
(9,6),(6,13),-0.727299 # DEPENDENCYPART_GRANDPAR
(9,6),(6,14),-0.714721 # DEPENDENCYPART_GRANDPAR
(9,6),(6,15),-0.58849 # DEPENDENCYPART_GRANDPAR
(9,10),(10,1),-0.357564 # DEPENDENCYPART_GRANDPAR
(9,10),(10,2),-0.375634 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-0.108602 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.288981 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.176581 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.480978 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.244061 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.312199 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.299622 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.23085 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.286698 # DEPENDENCYPART_GRANDPAR
(9,15),(15,1),-0.446766 # DEPENDENCYPART_GRANDPAR
(9,15),(15,2),-0.465821 # DEPENDENCYPART_GRANDPAR
(9,15),(15,3),-0.361701 # DEPENDENCYPART_GRANDPAR
(9,15),(15,4),-0.3607 # DEPENDENCYPART_GRANDPAR
(9,15),(15,5),-0.283407 # DEPENDENCYPART_GRANDPAR
(9,15),(15,6),-0.324051 # DEPENDENCYPART_GRANDPAR
(9,15),(15,7),-0.378183 # DEPENDENCYPART_GRANDPAR
(9,15),(15,8),-0.265783 # DEPENDENCYPART_GRANDPAR
(9,15),(15,9),-0.552066 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,15),(15,10),-0.276168 # DEPENDENCYPART_GRANDPAR
(9,15),(15,11),-0.304046 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),-0.18057 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),-0.37223 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),-0.359653 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.29214 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),-0.402081 # DEPENDENCYPART_GRANDPAR
(10,1),(1,5),-0.175409 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),-0.413372 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),-0.323534 # DEPENDENCYPART_GRANDPAR
(10,2),(2,5),-0.173384 # DEPENDENCYPART_GRANDPAR
(10,2),(2,7),-0.17712 # DEPENDENCYPART_GRANDPAR
(10,2),(2,8),-0.192604 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.527344 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-1.28837 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),0.0806907 # DEPENDENCYPART_GRANDPAR
(10,5),(5,15),-0.719268 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.450135 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.186081 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.184052 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),-0.0519167 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-0.684508 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),-0.403643 # DEPENDENCYPART_GRANDPAR
(10,7),(7,12),-0.218393 # DEPENDENCYPART_GRANDPAR
(10,7),(7,13),-0.544916 # DEPENDENCYPART_GRANDPAR
(10,7),(7,14),-0.484414 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.186076 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.197083 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.0515437 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-0.684506 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.403641 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-0.218393 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.544914 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-0.484412 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-1.28837 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.263276 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-0.716572 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,15),-0.719268 # DEPENDENCYPART_GRANDPAR
(10,11),(11,1),-0.599957 # DEPENDENCYPART_GRANDPAR
(10,11),(11,2),-0.596058 # DEPENDENCYPART_GRANDPAR
(10,11),(11,3),-0.69949 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),-0.281248 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-0.436365 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-0.367749 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.385787 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.159408 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.352851 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),-0.0697042 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.314202 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.231767 # DEPENDENCYPART_GRANDPAR
(10,13),(13,1),-0.599956 # DEPENDENCYPART_GRANDPAR
(10,13),(13,11),-0.0714601 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),0.0893285 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.25369 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.43583 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.231859 # DEPENDENCYPART_GRANDPAR
(10,14),(14,1),-0.599956 # DEPENDENCYPART_GRANDPAR
(10,14),(14,2),-0.596058 # DEPENDENCYPART_GRANDPAR
(10,14),(14,3),-0.699489 # DEPENDENCYPART_GRANDPAR
(10,14),(14,9),-0.159408 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-0.352325 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,11),-0.0714601 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),0.0893285 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.212733 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.43583 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.231859 # DEPENDENCYPART_GRANDPAR
(10,15),(15,1),-0.641569 # DEPENDENCYPART_GRANDPAR
(10,15),(15,2),-0.639639 # DEPENDENCYPART_GRANDPAR
(10,15),(15,3),-0.750907 # DEPENDENCYPART_GRANDPAR
(10,15),(15,4),-1.43107 # DEPENDENCYPART_GRANDPAR
(10,15),(15,5),-0.355448 # DEPENDENCYPART_GRANDPAR
(10,15),(15,6),-0.487432 # DEPENDENCYPART_GRANDPAR
(10,15),(15,7),-0.409362 # DEPENDENCYPART_GRANDPAR
(10,15),(15,8),-0.4274 # DEPENDENCYPART_GRANDPAR
(10,15),(15,9),-0.233607 # DEPENDENCYPART_GRANDPAR
(10,15),(15,10),-0.449687 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,15),(15,11),-0.168822 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),0.0800375 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),-0.310095 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-0.249593 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.165823 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),-0.216772 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),-0.449937 # DEPENDENCYPART_GRANDPAR
(11,1),(1,5),-0.297772 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),-0.499399 # DEPENDENCYPART_GRANDPAR
(11,2),(2,3),-0.368481 # DEPENDENCYPART_GRANDPAR
(11,2),(2,5),-0.295748 # DEPENDENCYPART_GRANDPAR
(11,2),(2,7),-0.2712 # DEPENDENCYPART_GRANDPAR
(11,2),(2,8),-0.243708 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),-0.465929 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.435704 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),-1.64009 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),-0.292192 # DEPENDENCYPART_GRANDPAR
(11,3),(3,6),-0.241542 # DEPENDENCYPART_GRANDPAR
(11,3),(3,7),-0.248629 # DEPENDENCYPART_GRANDPAR
(11,3),(3,8),-0.229969 # DEPENDENCYPART_GRANDPAR
(11,3),(3,9),-0.310224 # DEPENDENCYPART_GRANDPAR
(11,3),(3,10),-0.123901 # DEPENDENCYPART_GRANDPAR
(11,3),(3,11),-0.831008 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,3),(3,12),-0.288243 # DEPENDENCYPART_GRANDPAR
(11,3),(3,13),-0.587398 # DEPENDENCYPART_GRANDPAR
(11,3),(3,14),-0.586948 # DEPENDENCYPART_GRANDPAR
(11,3),(3,15),-0.536565 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),-0.572291 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-2.02607 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),-0.0958314 # DEPENDENCYPART_GRANDPAR
(11,5),(5,15),-0.508373 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),-0.47096 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-0.440735 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.498365 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-1.97331 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.139155 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),-0.252698 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),-0.234039 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),-0.312417 # DEPENDENCYPART_GRANDPAR
(11,6),(6,10),-0.133435 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-0.83802 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,12),-0.287529 # DEPENDENCYPART_GRANDPAR
(11,6),(6,13),-0.59441 # DEPENDENCYPART_GRANDPAR
(11,6),(6,14),-0.593959 # DEPENDENCYPART_GRANDPAR
(11,6),(6,15),-0.535885 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),-0.495082 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.362603 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.235156 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),-0.314152 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),-0.0678946 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-0.727814 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,12),-0.216163 # DEPENDENCYPART_GRANDPAR
(11,7),(7,13),-0.481157 # DEPENDENCYPART_GRANDPAR
(11,7),(7,14),-0.480706 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.362598 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.291164 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.313779 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),-0.0678896 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-0.727812 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),-0.216163 # DEPENDENCYPART_GRANDPAR
(11,8),(8,13),-0.481155 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),-0.480704 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-2.02607 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.439798 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.025398 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),-0.508373 # DEPENDENCYPART_GRANDPAR
(11,10),(10,1),-0.596591 # DEPENDENCYPART_GRANDPAR
(11,10),(10,2),-0.557978 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.14771 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.376997 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.351938 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.165741 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-0.821318 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,13),-0.574661 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.57421 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-0.484829 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-0.451034 # DEPENDENCYPART_GRANDPAR
(11,12),(12,1),-0.708476 # DEPENDENCYPART_GRANDPAR
(11,12),(12,2),-0.666408 # DEPENDENCYPART_GRANDPAR
(11,12),(12,3),-0.793727 # DEPENDENCYPART_GRANDPAR
(11,12),(12,6),-0.662126 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),-0.484324 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-0.459384 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-0.480703 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.482961 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.375935 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),-0.106692 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),-0.106241 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.156208 # DEPENDENCYPART_GRANDPAR
(11,13),(13,1),-0.685997 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.396641 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.0910713 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.250625 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.224948 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.363027 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),-0.213589 # DEPENDENCYPART_GRANDPAR
(12,1),(1,2),-0.335004 # DEPENDENCYPART_GRANDPAR
(12,1),(1,5),-0.359962 # DEPENDENCYPART_GRANDPAR
(12,2),(2,1),-0.218972 # DEPENDENCYPART_GRANDPAR
(12,2),(2,3),-0.129305 # DEPENDENCYPART_GRANDPAR
(12,2),(2,5),-0.357938 # DEPENDENCYPART_GRANDPAR
(12,2),(2,7),-0.193338 # DEPENDENCYPART_GRANDPAR
(12,2),(2,8),-0.136156 # DEPENDENCYPART_GRANDPAR
(12,3),(3,1),-0.0715732 # DEPENDENCYPART_GRANDPAR
(12,3),(3,2),-0.134478 # DEPENDENCYPART_GRANDPAR
(12,3),(3,4),-0.228816 # DEPENDENCYPART_GRANDPAR
(12,3),(3,5),-0.206487 # DEPENDENCYPART_GRANDPAR
(12,3),(3,6),0.0349356 # DEPENDENCYPART_GRANDPAR
(12,3),(3,7),-0.0581368 # DEPENDENCYPART_GRANDPAR
(12,3),(3,8),-0.00972501 # DEPENDENCYPART_GRANDPAR
(12,3),(3,9),-0.0707047 # DEPENDENCYPART_GRANDPAR
(12,3),(3,10),0.236959 # DEPENDENCYPART_GRANDPAR
(12,3),(3,11),0.371503 # DEPENDENCYPART_GRANDPAR
(12,3),(3,12),-0.532122 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,3),(3,13),-0.14345 # DEPENDENCYPART_GRANDPAR
(12,3),(3,14),-0.535252 # DEPENDENCYPART_GRANDPAR
(12,3),(3,15),-0.311007 # DEPENDENCYPART_GRANDPAR
(12,6),(6,1),-0.100697 # DEPENDENCYPART_GRANDPAR
(12,6),(6,2),-0.163601 # DEPENDENCYPART_GRANDPAR
(12,6),(6,3),-0.068961 # DEPENDENCYPART_GRANDPAR
(12,6),(6,4),-0.205706 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),-0.160878 # DEPENDENCYPART_GRANDPAR
(12,6),(6,7),-0.113865 # DEPENDENCYPART_GRANDPAR
(12,6),(6,8),-0.0654531 # DEPENDENCYPART_GRANDPAR
(12,6),(6,9),-0.118416 # DEPENDENCYPART_GRANDPAR
(12,6),(6,10),0.15445 # DEPENDENCYPART_GRANDPAR
(12,6),(6,11),0.288994 # DEPENDENCYPART_GRANDPAR
(12,6),(6,12),-0.546892 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,6),(6,13),-0.18175 # DEPENDENCYPART_GRANDPAR
(12,6),(6,14),-0.573552 # DEPENDENCYPART_GRANDPAR
(12,6),(6,15),-0.326033 # DEPENDENCYPART_GRANDPAR
(12,7),(7,3),-0.15705 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-0.161094 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),-0.127612 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),-0.222536 # DEPENDENCYPART_GRANDPAR
(12,7),(7,10),0.114428 # DEPENDENCYPART_GRANDPAR
(12,7),(7,11),0.248972 # DEPENDENCYPART_GRANDPAR
(12,7),(7,12),-0.463892 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,7),(7,13),0.0210154 # DEPENDENCYPART_GRANDPAR
(12,7),(7,14),-0.370787 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.161053 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.154633 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),-0.222155 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),0.114444 # DEPENDENCYPART_GRANDPAR
(12,8),(8,11),0.248989 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-0.463892 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,13),0.0210172 # DEPENDENCYPART_GRANDPAR
(12,8),(8,14),-0.370785 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),-0.424408 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.199649 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),0.176792 # DEPENDENCYPART_GRANDPAR
(12,9),(9,15),-0.243686 # DEPENDENCYPART_GRANDPAR
(12,10),(10,1),-0.254055 # DEPENDENCYPART_GRANDPAR
(12,10),(10,2),-0.313848 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-0.167575 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.178358 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.114445 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.0317924 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),0.384265 # DEPENDENCYPART_GRANDPAR
(12,10),(10,13),0.017661 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-0.374141 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),-0.177613 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-0.170908 # DEPENDENCYPART_GRANDPAR
(12,11),(11,1),-0.255227 # DEPENDENCYPART_GRANDPAR
(12,11),(11,2),-0.31502 # DEPENDENCYPART_GRANDPAR
(12,11),(11,3),-0.172657 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),-0.169859 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),-0.17848 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-0.17953 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.115617 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.0340761 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),0.16336 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-0.421631 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),0.0176601 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-0.170909 # DEPENDENCYPART_GRANDPAR
(12,13),(13,1),-0.415032 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.0553853 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.219007 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.013589 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),0.00273781 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),0.101925 # DEPENDENCYPART_GRANDPAR
(12,14),(14,1),-0.415032 # DEPENDENCYPART_GRANDPAR
(12,14),(14,2),-0.474916 # DEPENDENCYPART_GRANDPAR
(12,14),(14,3),-0.359851 # DEPENDENCYPART_GRANDPAR
(12,14),(14,9),-0.253188 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-0.19602 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.0553853 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.219007 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),0.463402 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),0.00273781 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),0.101925 # DEPENDENCYPART_GRANDPAR
(12,15),(15,1),-0.538435 # DEPENDENCYPART_GRANDPAR
(12,15),(15,2),-0.599304 # DEPENDENCYPART_GRANDPAR
(12,15),(15,3),-0.509978 # DEPENDENCYPART_GRANDPAR
(12,15),(15,4),-0.584593 # DEPENDENCYPART_GRANDPAR
(12,15),(15,5),-0.519154 # DEPENDENCYPART_GRANDPAR
(12,15),(15,6),-0.510236 # DEPENDENCYPART_GRANDPAR
(12,15),(15,7),-0.454413 # DEPENDENCYPART_GRANDPAR
(12,15),(15,8),-0.399662 # DEPENDENCYPART_GRANDPAR
(12,15),(15,9),-0.383372 # DEPENDENCYPART_GRANDPAR
(12,15),(15,10),-0.395763 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),-0.245985 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-0.254306 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),0.407498 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),0.0156964 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),0.0993804 # DEPENDENCYPART_GRANDPAR
(13,1),(1,2),-0.573364 # DEPENDENCYPART_GRANDPAR
(13,1),(1,5),-0.306859 # DEPENDENCYPART_GRANDPAR
(13,11),(11,1),-0.651017 # DEPENDENCYPART_GRANDPAR
(13,11),(11,2),-0.681401 # DEPENDENCYPART_GRANDPAR
(13,11),(11,3),-0.575496 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),-0.156742 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),-0.454222 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.513272 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.500823 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.16299 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.303543 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),0.108902 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-0.930379 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,16),-0.280911 # DEPENDENCYPART_GRANDPAR
(13,12),(12,1),-0.526327 # DEPENDENCYPART_GRANDPAR
(13,12),(12,2),-0.556711 # DEPENDENCYPART_GRANDPAR
(13,12),(12,3),-0.480851 # DEPENDENCYPART_GRANDPAR
(13,12),(12,6),-0.39128 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),-0.388603 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.376134 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.252956 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.157056 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.103886 # DEPENDENCYPART_GRANDPAR
