# _root_ aurtengo ekoizpenen erakusketez_gainera , bertso txapelketak eta lete , valverde eta lertxundiren kantaldiek hartuko dute lekurik nabarmenena .
#goldHeads=2,3,14,3,6,7,14,11,8,11,13,11,7,0,14,14,16,17,
#predictedHeads=2,3,7,3,6,7,14,11,8,11,13,11,14,0,14,14,16,17,
(8,5),(5,3),-0.388817 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.184155 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.372754 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),-0.00956797 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-0.645648 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,10),-0.430024 # DEPENDENCYPART_GRANDPAR
(8,5),(5,11),-0.281488 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.281152 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.640293 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.388817 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.184155 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.30319 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.00956793 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-0.645648 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.0646089 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.430024 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.281488 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-0.382349 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.357384 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.13516 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.452965 # DEPENDENCYPART_GRANDPAR
(8,11),(11,1),-0.414985 # DEPENDENCYPART_GRANDPAR
(8,11),(11,2),-0.994465 # DEPENDENCYPART_GRANDPAR
(8,11),(11,3),-0.74299 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-0.657339 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-0.828386 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.319675 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.197267 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),0.0825201 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),0.0183569 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),0.0883414 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),0.110537 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.29512 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.312571 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.078316 # DEPENDENCYPART_GRANDPAR
(8,13),(13,1),-0.401935 # DEPENDENCYPART_GRANDPAR
(8,13),(13,2),-0.964505 # DEPENDENCYPART_GRANDPAR
(8,13),(13,5),-0.627379 # DEPENDENCYPART_GRANDPAR
(8,13),(13,6),-0.798426 # DEPENDENCYPART_GRANDPAR
(8,13),(13,7),-0.356919 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-0.219976 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,9),0.0287341 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),-0.00435221 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),0.065863 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),0.0433232 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.36559 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.401878 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.231218 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),-0.0118076 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),-0.2162 # DEPENDENCYPART_GRANDPAR
(8,14),(14,1),-0.436362 # DEPENDENCYPART_GRANDPAR
(8,14),(14,2),-0.985794 # DEPENDENCYPART_GRANDPAR
(8,14),(14,3),-0.734318 # DEPENDENCYPART_GRANDPAR
(8,14),(14,4),-0.515707 # DEPENDENCYPART_GRANDPAR
(8,14),(14,5),-0.648668 # DEPENDENCYPART_GRANDPAR
(8,14),(14,6),-0.819715 # DEPENDENCYPART_GRANDPAR
(8,14),(14,7),-0.39009 # DEPENDENCYPART_GRANDPAR
(8,14),(14,8),-0.317911 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,14),(14,9),0.0444294 # DEPENDENCYPART_GRANDPAR
(8,14),(14,10),-0.102288 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),0.0575607 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),-0.0546122 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.0324166 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.297309 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.0716874 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),0.0991178 # DEPENDENCYPART_GRANDPAR
(8,16),(16,1),-0.401935 # DEPENDENCYPART_GRANDPAR
(8,16),(16,7),-0.356919 # DEPENDENCYPART_GRANDPAR
(8,16),(16,9),0.0287341 # DEPENDENCYPART_GRANDPAR
(8,16),(16,10),-0.00505097 # DEPENDENCYPART_GRANDPAR
(8,16),(16,11),0.0658615 # DEPENDENCYPART_GRANDPAR
(8,16),(16,12),0.0426244 # DEPENDENCYPART_GRANDPAR
(8,16),(16,13),0.06482 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),-0.13176 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),-0.217012 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),-0.0118528 # DEPENDENCYPART_GRANDPAR
(8,16),(16,18),-0.216203 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-0.0642489 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.249501 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.140727 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.230531 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.126141 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.0124865 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),0.124621 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-0.508186 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.414649 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-0.44268 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-0.533294 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),-0.479141 # DEPENDENCYPART_GRANDPAR
(9,7),(7,14),-0.478064 # DEPENDENCYPART_GRANDPAR
(9,7),(7,16),-0.589495 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),-0.274316 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),-0.582136 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-0.473362 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-0.457365 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-0.345122 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.353865 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.254754 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.303477 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),-0.0352743 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.200658 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.146506 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.0991935 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.0342764 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.250498 # DEPENDENCYPART_GRANDPAR
(9,14),(14,1),-0.299352 # DEPENDENCYPART_GRANDPAR
(9,14),(14,2),-0.622967 # DEPENDENCYPART_GRANDPAR
(9,14),(14,3),-0.514193 # DEPENDENCYPART_GRANDPAR
(9,14),(14,4),-0.441054 # DEPENDENCYPART_GRANDPAR
(9,14),(14,5),-0.498196 # DEPENDENCYPART_GRANDPAR
(9,14),(14,6),-0.385952 # DEPENDENCYPART_GRANDPAR
(9,14),(14,7),-0.398507 # DEPENDENCYPART_GRANDPAR
(9,14),(14,8),-0.295585 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-0.397788 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,10),-0.100361 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),-0.154925 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),-0.219005 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),-0.164853 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),0.0164555 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.278095 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.364283 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.374997 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.375965 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.275671 # DEPENDENCYPART_GRANDPAR
(10,8),(8,11),-0.365219 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.553053 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-0.707397 # DEPENDENCYPART_GRANDPAR
(10,8),(8,16),-0.747125 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.167538 # DEPENDENCYPART_GRANDPAR
(10,9),(9,11),-0.365684 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.730844 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.22884 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.447522 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.423564 # DEPENDENCYPART_GRANDPAR
(10,13),(13,1),-0.425129 # DEPENDENCYPART_GRANDPAR
(10,13),(13,2),-0.911585 # DEPENDENCYPART_GRANDPAR
(10,13),(13,5),-0.699185 # DEPENDENCYPART_GRANDPAR
(10,13),(13,6),-0.700178 # DEPENDENCYPART_GRANDPAR
(10,13),(13,7),-0.313866 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-0.491491 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-0.369014 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.422181 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),-0.0178679 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),-0.0543962 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.447522 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.488101 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.423564 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.0594653 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),-0.336948 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),-0.218104 # DEPENDENCYPART_GRANDPAR
(11,1),(1,3),-0.0465163 # DEPENDENCYPART_GRANDPAR
(11,1),(1,4),-0.0992346 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),-0.271093 # DEPENDENCYPART_GRANDPAR
(11,2),(2,3),0.0907959 # DEPENDENCYPART_GRANDPAR
(11,2),(2,4),0.05096 # DEPENDENCYPART_GRANDPAR
(11,2),(2,5),-0.0107534 # DEPENDENCYPART_GRANDPAR
(11,2),(2,6),0.154197 # DEPENDENCYPART_GRANDPAR
(11,2),(2,7),-0.0845105 # DEPENDENCYPART_GRANDPAR
(11,2),(2,8),0.0592964 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),-0.271093 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.165981 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),0.05096 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),-0.0107534 # DEPENDENCYPART_GRANDPAR
(11,3),(3,6),0.154197 # DEPENDENCYPART_GRANDPAR
(11,3),(3,7),-0.0845105 # DEPENDENCYPART_GRANDPAR
(11,3),(3,8),0.0592964 # DEPENDENCYPART_GRANDPAR
(11,3),(3,11),-0.556 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,3),(3,14),-0.36557 # DEPENDENCYPART_GRANDPAR
(11,5),(5,1),-0.27159 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),-0.166478 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),0.00510893 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),0.0906305 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),0.154197 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),-0.0845106 # DEPENDENCYPART_GRANDPAR
(11,5),(5,8),0.0592964 # DEPENDENCYPART_GRANDPAR
(11,5),(5,10),0.333321 # DEPENDENCYPART_GRANDPAR
(11,5),(5,11),-0.556 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,1),-0.271093 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-0.165981 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),0.0056068 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),0.0911284 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.101183 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),-0.0845105 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),0.0592964 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),0.192752 # DEPENDENCYPART_GRANDPAR
(11,6),(6,10),0.333321 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-0.556 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,12),-0.326633 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),-0.29366 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),-0.206959 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),-0.0353717 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.0942551 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.144179 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),0.0280298 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.0887566 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),0.0366205 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),0.185268 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-0.647746 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,12),-0.467039 # DEPENDENCYPART_GRANDPAR
(11,7),(7,13),-0.757595 # DEPENDENCYPART_GRANDPAR
(11,7),(7,14),-0.537305 # DEPENDENCYPART_GRANDPAR
(11,7),(7,16),-0.616674 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.101183 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),0.0690082 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),0.192752 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-0.556 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,13),-0.617189 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),-0.36557 # DEPENDENCYPART_GRANDPAR
(11,8),(8,16),-0.476268 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.175729 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-0.59982 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,14),-0.431586 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.0258928 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),0.23292 # DEPENDENCYPART_GRANDPAR
(11,10),(10,12),-0.326633 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.617189 # DEPENDENCYPART_GRANDPAR
(11,12),(12,13),-0.256637 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),-0.180457 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.115347 # DEPENDENCYPART_GRANDPAR
(11,13),(13,1),-0.440433 # DEPENDENCYPART_GRANDPAR
(11,13),(13,2),-0.526532 # DEPENDENCYPART_GRANDPAR
(11,13),(13,5),-0.460421 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-0.291544 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),-0.287133 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-0.386445 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),0.0115244 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.11242 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.353378 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.119108 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.180457 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.250123 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.115347 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.25272 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),-0.206285 # DEPENDENCYPART_GRANDPAR
(11,14),(14,1),-0.558838 # DEPENDENCYPART_GRANDPAR
(11,14),(14,2),-0.726016 # DEPENDENCYPART_GRANDPAR
(11,14),(14,3),-0.554429 # DEPENDENCYPART_GRANDPAR
(11,14),(14,4),-0.260102 # DEPENDENCYPART_GRANDPAR
(11,14),(14,5),-0.659905 # DEPENDENCYPART_GRANDPAR
(11,14),(14,6),-0.491028 # DEPENDENCYPART_GRANDPAR
(11,14),(14,7),-0.412389 # DEPENDENCYPART_GRANDPAR
(11,14),(14,8),-0.585929 # DEPENDENCYPART_GRANDPAR
(11,14),(14,9),-0.118311 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-0.311904 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.402657 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),0.0332252 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),-0.257331 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),0.00843353 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.0305645 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.164024 # DEPENDENCYPART_GRANDPAR
(11,15),(15,3),-0.379794 # DEPENDENCYPART_GRANDPAR
(11,15),(15,10),-0.137269 # DEPENDENCYPART_GRANDPAR
(11,15),(15,12),0.147054 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),-0.143502 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.0423384 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.185966 # DEPENDENCYPART_GRANDPAR
(11,16),(16,1),-0.440433 # DEPENDENCYPART_GRANDPAR
(11,16),(16,7),-0.287133 # DEPENDENCYPART_GRANDPAR
(11,16),(16,9),0.0115244 # DEPENDENCYPART_GRANDPAR
(11,16),(16,10),-0.11242 # DEPENDENCYPART_GRANDPAR
(11,16),(16,11),-0.347259 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,16),(16,12),0.124529 # DEPENDENCYPART_GRANDPAR
(11,16),(16,13),-0.166027 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),0.0745178 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),-0.212723 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.25312 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.206646 # DEPENDENCYPART_GRANDPAR
(12,13),(13,1),-0.480578 # DEPENDENCYPART_GRANDPAR
(12,13),(13,2),-1.58891 # DEPENDENCYPART_GRANDPAR
(12,13),(13,5),-1.09951 # DEPENDENCYPART_GRANDPAR
(12,13),(13,6),-1.36725 # DEPENDENCYPART_GRANDPAR
(12,13),(13,7),-0.590798 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-0.823269 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-0.497812 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.82187 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.430976 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.7521 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.366578 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),-0.169491 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.529828 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),0.0789965 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),-0.191193 # DEPENDENCYPART_GRANDPAR
(12,14),(14,1),-0.515005 # DEPENDENCYPART_GRANDPAR
(12,14),(14,2),-1.6102 # DEPENDENCYPART_GRANDPAR
(12,14),(14,3),-1.45376 # DEPENDENCYPART_GRANDPAR
(12,14),(14,4),-0.640664 # DEPENDENCYPART_GRANDPAR
(12,14),(14,5),-1.1208 # DEPENDENCYPART_GRANDPAR
(12,14),(14,6),-1.38854 # DEPENDENCYPART_GRANDPAR
(12,14),(14,7),-0.62397 # DEPENDENCYPART_GRANDPAR
(12,14),(14,8),-0.844558 # DEPENDENCYPART_GRANDPAR
(12,14),(14,9),-0.573449 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-0.843159 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.464148 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.850035 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),-0.219467 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.0649217 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.370297 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),0.189922 # DEPENDENCYPART_GRANDPAR
(12,16),(16,1),-0.480578 # DEPENDENCYPART_GRANDPAR
(12,16),(16,7),-0.590798 # DEPENDENCYPART_GRANDPAR
(12,16),(16,9),-0.497812 # DEPENDENCYPART_GRANDPAR
(12,16),(16,10),-0.82187 # DEPENDENCYPART_GRANDPAR
(12,16),(16,11),-0.430976 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-0.752798 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,13),-0.12223 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),-0.132748 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),0.0153751 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),0.0789512 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-0.191196 # DEPENDENCYPART_GRANDPAR
(13,1),(1,2),-0.116572 # DEPENDENCYPART_GRANDPAR
(13,1),(1,3),-0.206607 # DEPENDENCYPART_GRANDPAR
(13,1),(1,4),-0.150677 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),0.254539 # DEPENDENCYPART_GRANDPAR
(13,2),(2,3),-0.160478 # DEPENDENCYPART_GRANDPAR
(13,2),(2,4),-0.163168 # DEPENDENCYPART_GRANDPAR
(13,2),(2,5),-0.13637 # DEPENDENCYPART_GRANDPAR
(13,2),(2,6),-0.252195 # DEPENDENCYPART_GRANDPAR
(13,2),(2,7),0.15328 # DEPENDENCYPART_GRANDPAR
(13,2),(2,8),0.403547 # DEPENDENCYPART_GRANDPAR
(13,5),(5,1),0.254539 # DEPENDENCYPART_GRANDPAR
(13,5),(5,2),-0.171902 # DEPENDENCYPART_GRANDPAR
(13,5),(5,3),-0.261937 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),-0.000596468 # DEPENDENCYPART_GRANDPAR
(13,5),(5,6),-0.252195 # DEPENDENCYPART_GRANDPAR
(13,5),(5,7),0.15328 # DEPENDENCYPART_GRANDPAR
(13,5),(5,8),0.403547 # DEPENDENCYPART_GRANDPAR
(13,5),(5,10),0.231723 # DEPENDENCYPART_GRANDPAR
(13,5),(5,11),0.201024 # DEPENDENCYPART_GRANDPAR
(13,6),(6,1),0.254539 # DEPENDENCYPART_GRANDPAR
(13,6),(6,2),-0.171902 # DEPENDENCYPART_GRANDPAR
(13,6),(6,3),-0.261937 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),-0.000596429 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),-0.237853 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),0.15328 # DEPENDENCYPART_GRANDPAR
(13,6),(6,8),0.403547 # DEPENDENCYPART_GRANDPAR
(13,6),(6,9),-0.114986 # DEPENDENCYPART_GRANDPAR
(13,6),(6,10),0.231723 # DEPENDENCYPART_GRANDPAR
(13,6),(6,11),0.201024 # DEPENDENCYPART_GRANDPAR
(13,6),(6,12),0.968867 # DEPENDENCYPART_GRANDPAR
(13,7),(7,1),0.364784 # DEPENDENCYPART_GRANDPAR
(13,7),(7,2),-0.0254241 # DEPENDENCYPART_GRANDPAR
(13,7),(7,3),-0.115459 # DEPENDENCYPART_GRANDPAR
(13,7),(7,4),-0.0905212 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),-0.0921272 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),-0.207177 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),0.426256 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),-0.0611996 # DEPENDENCYPART_GRANDPAR
(13,7),(7,10),0.254433 # DEPENDENCYPART_GRANDPAR
(13,7),(7,11),0.0954756 # DEPENDENCYPART_GRANDPAR
(13,7),(7,12),0.991576 # DEPENDENCYPART_GRANDPAR
(13,7),(7,13),-0.935404 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,7),(7,14),-0.97799 # DEPENDENCYPART_GRANDPAR
(13,7),(7,16),-0.82595 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),-0.237853 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),-0.353654 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),-0.114986 # DEPENDENCYPART_GRANDPAR
(13,8),(8,11),0.201024 # DEPENDENCYPART_GRANDPAR
(13,8),(8,13),-0.905444 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,8),(8,14),-0.928862 # DEPENDENCYPART_GRANDPAR
(13,8),(8,16),-0.79599 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.0477425 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),0.198579 # DEPENDENCYPART_GRANDPAR
(13,9),(9,14),-0.952309 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),0.302087 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),0.0475861 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),0.968867 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-0.905444 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,1),0.364784 # DEPENDENCYPART_GRANDPAR
(13,11),(11,2),-0.0254241 # DEPENDENCYPART_GRANDPAR
(13,11),(11,3),-0.115459 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),-0.0921272 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),-0.207177 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.0183343 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),0.448565 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.0423387 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),0.276742 # DEPENDENCYPART_GRANDPAR
