# _root_ bigarrenik , polimerizazio edo oxigeno zein nitrogenozko zubi baten bidezko bi molekula organikoren konbinazioa , eta alderantzizko prozesu edo hidrolisia .
#goldHeads=0,1,4,14,6,8,6,4,8,9,12,14,12,16,14,0,18,19,16,19,20,
#predictedHeads=3,3,4,8,6,8,6,12,8,9,12,14,12,16,14,0,18,19,16,19,20,
(6,4),(4,5),0.00531793 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-0.585963 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.146094 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.420905 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.248905 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.48517 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-0.442787 # DEPENDENCYPART_GRANDPAR
(6,4),(4,12),-0.361232 # DEPENDENCYPART_GRANDPAR
(6,4),(4,14),-0.537832 # DEPENDENCYPART_GRANDPAR
(6,4),(4,16),-0.511628 # DEPENDENCYPART_GRANDPAR
(6,4),(4,18),-0.410073 # DEPENDENCYPART_GRANDPAR
(6,4),(4,19),-0.663734 # DEPENDENCYPART_GRANDPAR
(6,4),(4,20),-0.436425 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.464349 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.0619549 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.290217 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.228916 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-0.548384 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.0894745 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.26432 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-0.32251 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.317043 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.336411 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.10543 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.060901 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.219854 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.307484 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-0.32251 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.549072 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.430585 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.317043 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.336411 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.325599 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.060901 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.193499 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.219854 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.307484 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),-0.258445 # DEPENDENCYPART_GRANDPAR
(6,9),(9,7),0.216915 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),-0.0578959 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.19798 # DEPENDENCYPART_GRANDPAR
(6,10),(10,3),-0.549072 # DEPENDENCYPART_GRANDPAR
(6,10),(10,4),-0.430585 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-0.317043 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-0.336677 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),0.324794 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),0.0499837 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),0.184407 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.219854 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.0626811 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.311335 # DEPENDENCYPART_GRANDPAR
(6,10),(10,21),-0.434905 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),-0.0581977 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),0.0504254 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.126221 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.0878277 # DEPENDENCYPART_GRANDPAR
(6,12),(12,3),-0.549077 # DEPENDENCYPART_GRANDPAR
(6,12),(12,4),-0.430585 # DEPENDENCYPART_GRANDPAR
(6,12),(12,6),-0.336411 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,12),(12,7),0.323981 # DEPENDENCYPART_GRANDPAR
(6,12),(12,8),0.0491706 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),0.184474 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),-0.0065158 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),-0.0406851 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-0.308462 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),-0.223259 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),0.287391 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),-0.258445 # DEPENDENCYPART_GRANDPAR
(6,12),(12,17),-0.352778 # DEPENDENCYPART_GRANDPAR
(6,12),(12,18),-0.0873145 # DEPENDENCYPART_GRANDPAR
(6,12),(12,19),-0.417524 # DEPENDENCYPART_GRANDPAR
(6,12),(12,20),-0.121852 # DEPENDENCYPART_GRANDPAR
(6,12),(12,21),-0.434905 # DEPENDENCYPART_GRANDPAR
(6,14),(14,4),-0.430585 # DEPENDENCYPART_GRANDPAR
(6,14),(14,5),-0.317043 # DEPENDENCYPART_GRANDPAR
(6,14),(14,6),-0.336411 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,14),(14,7),0.325599 # DEPENDENCYPART_GRANDPAR
(6,14),(14,8),0.0507888 # DEPENDENCYPART_GRANDPAR
(6,14),(14,9),0.184673 # DEPENDENCYPART_GRANDPAR
(6,14),(14,10),-0.00489752 # DEPENDENCYPART_GRANDPAR
(6,14),(14,11),-0.0404855 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),0.11026 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),-0.200651 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),0.287391 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),-0.258445 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),-0.3518 # DEPENDENCYPART_GRANDPAR
(6,14),(14,18),-0.0864129 # DEPENDENCYPART_GRANDPAR
(6,14),(14,19),-0.417524 # DEPENDENCYPART_GRANDPAR
(6,14),(14,20),-0.12095 # DEPENDENCYPART_GRANDPAR
(6,14),(14,21),-0.434905 # DEPENDENCYPART_GRANDPAR
(6,16),(16,3),-0.653007 # DEPENDENCYPART_GRANDPAR
(6,16),(16,4),-0.48349 # DEPENDENCYPART_GRANDPAR
(6,16),(16,5),-0.420978 # DEPENDENCYPART_GRANDPAR
(6,16),(16,6),-0.402022 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,16),(16,7),0.218527 # DEPENDENCYPART_GRANDPAR
(6,16),(16,8),-0.0562833 # DEPENDENCYPART_GRANDPAR
(6,16),(16,9),-0.00772224 # DEPENDENCYPART_GRANDPAR
(6,16),(16,10),-0.124482 # DEPENDENCYPART_GRANDPAR
(6,16),(16,11),-0.172472 # DEPENDENCYPART_GRANDPAR
(6,16),(16,12),0.00338914 # DEPENDENCYPART_GRANDPAR
(6,16),(16,13),-0.346447 # DEPENDENCYPART_GRANDPAR
(6,16),(16,14),-0.17321 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),0.130671 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),-0.37926 # DEPENDENCYPART_GRANDPAR
(6,16),(16,18),-0.112959 # DEPENDENCYPART_GRANDPAR
(6,16),(16,19),-0.489344 # DEPENDENCYPART_GRANDPAR
(6,16),(16,20),-0.132711 # DEPENDENCYPART_GRANDPAR
(6,18),(18,4),-0.43084 # DEPENDENCYPART_GRANDPAR
(6,18),(18,6),-0.33799 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,18),(18,11),-0.0519382 # DEPENDENCYPART_GRANDPAR
(6,18),(18,12),0.111532 # DEPENDENCYPART_GRANDPAR
(6,18),(18,13),-0.212785 # DEPENDENCYPART_GRANDPAR
(6,18),(18,14),-0.0648666 # DEPENDENCYPART_GRANDPAR
(6,18),(18,15),0.218855 # DEPENDENCYPART_GRANDPAR
(6,18),(18,16),-0.207509 # DEPENDENCYPART_GRANDPAR
(6,18),(18,17),-0.257101 # DEPENDENCYPART_GRANDPAR
(6,18),(18,19),-0.422263 # DEPENDENCYPART_GRANDPAR
(6,18),(18,20),-0.120915 # DEPENDENCYPART_GRANDPAR
(6,18),(18,21),-0.438962 # DEPENDENCYPART_GRANDPAR
(6,19),(19,3),-0.605692 # DEPENDENCYPART_GRANDPAR
(6,19),(19,5),-0.373663 # DEPENDENCYPART_GRANDPAR
(6,19),(19,7),0.232887 # DEPENDENCYPART_GRANDPAR
(6,19),(19,8),-0.0419238 # DEPENDENCYPART_GRANDPAR
(6,19),(19,10),-0.110035 # DEPENDENCYPART_GRANDPAR
(6,19),(19,11),-0.155162 # DEPENDENCYPART_GRANDPAR
(6,19),(19,12),0.0177487 # DEPENDENCYPART_GRANDPAR
(6,19),(19,14),-0.158851 # DEPENDENCYPART_GRANDPAR
(6,19),(19,15),0.170536 # DEPENDENCYPART_GRANDPAR
(6,19),(19,16),-0.290733 # DEPENDENCYPART_GRANDPAR
(6,19),(19,17),-0.356658 # DEPENDENCYPART_GRANDPAR
(6,19),(19,18),-0.0356872 # DEPENDENCYPART_GRANDPAR
(6,19),(19,20),-0.142301 # DEPENDENCYPART_GRANDPAR
(6,20),(20,13),-0.200651 # DEPENDENCYPART_GRANDPAR
(6,20),(20,15),0.226322 # DEPENDENCYPART_GRANDPAR
(6,20),(20,17),-0.244967 # DEPENDENCYPART_GRANDPAR
(6,20),(20,18),0.0563752 # DEPENDENCYPART_GRANDPAR
(6,20),(20,19),-0.39818 # DEPENDENCYPART_GRANDPAR
(6,20),(20,21),-0.434905 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.155756 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.516209 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.159566 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.259671 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.377894 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.189767 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.11715 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,9),-0.838133 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.165229 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.141963 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.356391 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.0570199 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.09244 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.582131 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.780293 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.875155 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.734076 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-0.807545 # DEPENDENCYPART_GRANDPAR
(7,6),(6,14),-0.815352 # DEPENDENCYPART_GRANDPAR
(7,6),(6,16),-0.467904 # DEPENDENCYPART_GRANDPAR
(7,6),(6,18),-0.827097 # DEPENDENCYPART_GRANDPAR
(7,6),(6,19),-0.402304 # DEPENDENCYPART_GRANDPAR
(7,6),(6,20),-0.841091 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-0.415481 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.583884 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.560634 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.498941 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.476257 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.691478 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.644599 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.591452 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.509085 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.946031 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),-0.305327 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.754296 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),-0.243988 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.544699 # DEPENDENCYPART_GRANDPAR
(7,11),(11,8),-0.237857 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),-0.421929 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),-0.509847 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.513774 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),-0.505361 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),-0.458835 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-0.409928 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),-0.165294 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),-0.245528 # DEPENDENCYPART_GRANDPAR
(7,13),(13,18),-0.419923 # DEPENDENCYPART_GRANDPAR
(7,13),(13,19),-0.210524 # DEPENDENCYPART_GRANDPAR
(7,13),(13,20),-0.435667 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),0.155137 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.37859 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),0.0260422 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.0500865 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),0.169199 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),0.0296066 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),0.20823 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),0.181199 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-0.015902 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),0.27584 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-0.597366 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,9),-0.482359 # DEPENDENCYPART_GRANDPAR
(8,4),(4,10),-0.348489 # DEPENDENCYPART_GRANDPAR
(8,4),(4,11),-0.508993 # DEPENDENCYPART_GRANDPAR
(8,4),(4,12),-0.380237 # DEPENDENCYPART_GRANDPAR
(8,4),(4,14),-0.538527 # DEPENDENCYPART_GRANDPAR
(8,4),(4,16),-0.377226 # DEPENDENCYPART_GRANDPAR
(8,4),(4,18),-0.458306 # DEPENDENCYPART_GRANDPAR
(8,4),(4,19),-0.318686 # DEPENDENCYPART_GRANDPAR
(8,4),(4,20),-0.600432 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.378555 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),0.0280084 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),0.0512213 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.162341 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.0412012 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),0.263839 # DEPENDENCYPART_GRANDPAR
(8,5),(5,9),-0.536947 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),0.0223461 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),0.16893 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.140838 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),0.185448 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),0.233716 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-0.584883 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.479106 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.336006 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.50574 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-0.367753 # DEPENDENCYPART_GRANDPAR
(8,6),(6,14),-0.526043 # DEPENDENCYPART_GRANDPAR
(8,6),(6,16),-0.373237 # DEPENDENCYPART_GRANDPAR
(8,6),(6,18),-0.445822 # DEPENDENCYPART_GRANDPAR
(8,6),(6,19),-0.314618 # DEPENDENCYPART_GRANDPAR
(8,6),(6,20),-0.587948 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),0.0280084 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),0.0677392 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.145285 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-0.609593 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.536947 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.557141 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-0.419507 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.0738322 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.246739 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.00554931 # DEPENDENCYPART_GRANDPAR
(8,10),(10,3),-0.272991 # DEPENDENCYPART_GRANDPAR
(8,10),(10,4),-0.34508 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-0.256473 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.327691 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.161833 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.184345 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),-0.0554243 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.302568 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.120116 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.162244 # DEPENDENCYPART_GRANDPAR
(8,10),(10,21),-0.432298 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.240608 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),-0.120742 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),0.0293028 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.073983 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),0.0337888 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.0190443 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.120619 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),0.0176923 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),-0.0901344 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),-0.0386479 # DEPENDENCYPART_GRANDPAR
(8,13),(13,19),-0.122838 # DEPENDENCYPART_GRANDPAR
(8,13),(13,20),-0.182524 # DEPENDENCYPART_GRANDPAR
(8,16),(16,3),-0.302952 # DEPENDENCYPART_GRANDPAR
(8,16),(16,4),-0.33146 # DEPENDENCYPART_GRANDPAR
(8,16),(16,5),-0.286434 # DEPENDENCYPART_GRANDPAR
(8,16),(16,6),-0.307288 # DEPENDENCYPART_GRANDPAR
(8,16),(16,7),-0.191793 # DEPENDENCYPART_GRANDPAR
(8,16),(16,8),-0.161212 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,16),(16,9),-0.191068 # DEPENDENCYPART_GRANDPAR
(8,16),(16,10),0.108348 # DEPENDENCYPART_GRANDPAR
(8,16),(16,11),-0.243474 # DEPENDENCYPART_GRANDPAR
(8,16),(16,12),0.0558893 # DEPENDENCYPART_GRANDPAR
(8,16),(16,13),-0.000989489 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),-0.102372 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),-0.131251 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),0.0751355 # DEPENDENCYPART_GRANDPAR
(8,16),(16,18),-0.0123005 # DEPENDENCYPART_GRANDPAR
(8,16),(16,19),-0.146744 # DEPENDENCYPART_GRANDPAR
(8,16),(16,20),-0.141968 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.131556 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.276844 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),0.0147966 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.100319 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-0.706818 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,11),-0.394962 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),-0.453812 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.131556 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.287554 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.00528936 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.276844 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),0.0147966 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.364972 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-0.706818 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.128753 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.394962 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.453812 # DEPENDENCYPART_GRANDPAR
(9,8),(8,16),-0.325347 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-0.527264 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-0.24019 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-0.516554 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.219286 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.604681 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.423981 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.326015 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.117688 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.149831 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.202728 # DEPENDENCYPART_GRANDPAR
(9,10),(10,21),0.182896 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),-0.26861 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),0.014196 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),-0.100563 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),0.0426958 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),0.0205692 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.023083 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),0.0524738 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),-0.00801138 # DEPENDENCYPART_GRANDPAR
(10,4),(4,7),0.467609 # DEPENDENCYPART_GRANDPAR
(10,4),(4,8),0.166784 # DEPENDENCYPART_GRANDPAR
(10,4),(4,9),0.216263 # DEPENDENCYPART_GRANDPAR
(10,4),(4,10),-1.08227 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,4),(4,11),-0.729707 # DEPENDENCYPART_GRANDPAR
(10,4),(4,12),-0.653265 # DEPENDENCYPART_GRANDPAR
(10,4),(4,14),-0.713832 # DEPENDENCYPART_GRANDPAR
(10,4),(4,16),-0.385659 # DEPENDENCYPART_GRANDPAR
(10,4),(4,18),-0.735274 # DEPENDENCYPART_GRANDPAR
(10,4),(4,19),-0.404989 # DEPENDENCYPART_GRANDPAR
(10,4),(4,20),-0.75389 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),-0.268574 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),0.0161622 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.184023 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.217006 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),-0.0321992 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),0.457832 # DEPENDENCYPART_GRANDPAR
(10,5),(5,9),0.308662 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),0.0133087 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.0623831 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.19256 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),0.0544928 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),0.425485 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),0.12466 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),0.174692 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-1.06979 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,11),-0.726454 # DEPENDENCYPART_GRANDPAR
(10,6),(6,12),-0.640781 # DEPENDENCYPART_GRANDPAR
(10,6),(6,14),-0.701349 # DEPENDENCYPART_GRANDPAR
(10,6),(6,16),-0.381671 # DEPENDENCYPART_GRANDPAR
(10,6),(6,18),-0.722791 # DEPENDENCYPART_GRANDPAR
(10,6),(6,19),-0.400921 # DEPENDENCYPART_GRANDPAR
(10,6),(6,20),-0.741407 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),0.0161622 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.0671466 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.140472 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),0.157006 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),0.308662 # DEPENDENCYPART_GRANDPAR
(10,7),(7,11),-0.777855 # DEPENDENCYPART_GRANDPAR
(10,7),(7,13),-0.980172 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),0.0161622 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.184023 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.217006 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.0671466 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.140472 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),0.347989 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),0.308662 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-1.0945 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.777855 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.980172 # DEPENDENCYPART_GRANDPAR
(10,8),(8,16),-0.407422 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),0.37804 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),0.0772148 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.0065 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,8),-0.179497 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.0625284 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.705591 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),-0.350356 # DEPENDENCYPART_GRANDPAR
