# _root_ hura ikustean arkitektoa izan behar_nuen burutazioa sartu zitzaion aitari , etxetxoak ganbarara bazterreratu eta traste_artean zapuztu , potortu eta hautsatu ziren arte .
#goldHeads=2,7,4,5,6,7,0,7,7,9,13,13,14,7,16,14,16,14,7,14,20,21,22,
#predictedHeads=2,5,4,5,6,7,0,7,7,9,13,13,14,7,16,14,16,19,0,19,20,20,22,
(4,1),(4,9),0.0654905 # DEPENDENCYPART_SIBL
(4,1),(4,10),0.0387951 # DEPENDENCYPART_SIBL
(4,1),(4,11),0.0654905 # DEPENDENCYPART_SIBL
(4,1),(4,12),0.0654905 # DEPENDENCYPART_SIBL
(4,1),(4,13),0.0416873 # DEPENDENCYPART_SIBL
(4,1),(4,14),-0.00428461 # DEPENDENCYPART_SIBL
(4,1),(4,16),0.0416873 # DEPENDENCYPART_SIBL
(4,1),(4,18),0.0416873 # DEPENDENCYPART_SIBL
(4,1),(4,19),-0.00428461 # DEPENDENCYPART_SIBL
(4,1),(4,20),0.0416873 # DEPENDENCYPART_SIBL
(4,1),(4,22),0.0549699 # DEPENDENCYPART_SIBL
(4,2),(4,3),-0.00726774 # DEPENDENCYPART_SIBL
(4,2),(4,5),-0.0109152 # DEPENDENCYPART_SIBL
(4,2),(4,6),-0.00323902 # DEPENDENCYPART_SIBL
(4,2),(4,7),-0.00570916 # DEPENDENCYPART_SIBL
(4,2),(4,8),0.0215631 # DEPENDENCYPART_SIBL
(4,2),(4,9),-0.00323902 # DEPENDENCYPART_SIBL
(4,2),(4,10),-0.0422926 # DEPENDENCYPART_SIBL
(4,2),(4,11),-0.00323902 # DEPENDENCYPART_SIBL
(4,2),(4,12),-0.00323902 # DEPENDENCYPART_SIBL
(4,2),(4,13),-0.0109152 # DEPENDENCYPART_SIBL
(4,2),(4,14),-0.0404153 # DEPENDENCYPART_SIBL
(4,2),(4,16),-0.0109152 # DEPENDENCYPART_SIBL
(4,2),(4,18),-0.0109152 # DEPENDENCYPART_SIBL
(4,2),(4,19),-0.0404153 # DEPENDENCYPART_SIBL
(4,2),(4,20),-0.0109152 # DEPENDENCYPART_SIBL
(4,2),(4,22),-0.0242877 # DEPENDENCYPART_SIBL
(4,3),(4,5),0.0312201 # DEPENDENCYPART_SIBL
(4,3),(4,6),-0.00716863 # DEPENDENCYPART_SIBL
(4,3),(4,7),0.0303379 # DEPENDENCYPART_SIBL
(4,3),(4,8),0.00290709 # DEPENDENCYPART_SIBL
(4,3),(4,9),-0.00716863 # DEPENDENCYPART_SIBL
(4,3),(4,10),0.0391094 # DEPENDENCYPART_SIBL
(4,3),(4,11),-0.00716863 # DEPENDENCYPART_SIBL
(4,3),(4,12),-0.00716863 # DEPENDENCYPART_SIBL
(4,3),(4,13),0.0312201 # DEPENDENCYPART_SIBL
(4,3),(4,14),-0.0288558 # DEPENDENCYPART_SIBL
(4,3),(4,16),0.0312201 # DEPENDENCYPART_SIBL
(4,3),(4,18),0.0312201 # DEPENDENCYPART_SIBL
(4,3),(4,19),-0.0288558 # DEPENDENCYPART_SIBL
(4,3),(4,20),0.0312201 # DEPENDENCYPART_SIBL
(4,3),(4,22),-0.0256766 # DEPENDENCYPART_SIBL
(4,5),(4,6),-0.0681338 # DEPENDENCYPART_SIBL
(4,5),(4,7),-0.0225673 # DEPENDENCYPART_SIBL
(4,5),(4,8),0.0179034 # DEPENDENCYPART_SIBL
(4,5),(4,9),-0.0681338 # DEPENDENCYPART_SIBL
(4,5),(4,10),-0.0611112 # DEPENDENCYPART_SIBL
(4,5),(4,11),-0.0681338 # DEPENDENCYPART_SIBL
(4,5),(4,12),-0.0681338 # DEPENDENCYPART_SIBL
(4,5),(4,13),-0.0225672 # DEPENDENCYPART_SIBL
(4,5),(4,14),-0.0567162 # DEPENDENCYPART_SIBL
(4,5),(4,16),-0.0225672 # DEPENDENCYPART_SIBL
(4,5),(4,18),-0.0225672 # DEPENDENCYPART_SIBL
(4,5),(4,19),-0.0567162 # DEPENDENCYPART_SIBL
(4,5),(4,20),-0.0225672 # DEPENDENCYPART_SIBL
(4,5),(4,22),-0.0995595 # DEPENDENCYPART_SIBL
(4,6),(4,7),-0.0156497 # DEPENDENCYPART_SIBL
(4,6),(4,8),-0.0438684 # DEPENDENCYPART_SIBL
(4,6),(4,9),-0.052315 # DEPENDENCYPART_SIBL
(4,6),(4,10),-0.0444053 # DEPENDENCYPART_SIBL
(4,6),(4,11),-0.052315 # DEPENDENCYPART_SIBL
(4,6),(4,12),-0.0523151 # DEPENDENCYPART_SIBL
(4,6),(4,13),-0.0155885 # DEPENDENCYPART_SIBL
(4,6),(4,14),-0.0331323 # DEPENDENCYPART_SIBL
(4,6),(4,16),-0.0155885 # DEPENDENCYPART_SIBL
(4,6),(4,18),-0.0155885 # DEPENDENCYPART_SIBL
(4,6),(4,19),-0.0331323 # DEPENDENCYPART_SIBL
(4,6),(4,20),-0.0155885 # DEPENDENCYPART_SIBL
(4,6),(4,22),-0.0849114 # DEPENDENCYPART_SIBL
(4,7),(4,8),0.0177554 # DEPENDENCYPART_SIBL
(4,7),(4,9),-0.0686472 # DEPENDENCYPART_SIBL
(4,7),(4,10),-0.0611336 # DEPENDENCYPART_SIBL
(4,7),(4,11),-0.0686472 # DEPENDENCYPART_SIBL
(4,7),(4,12),-0.0686472 # DEPENDENCYPART_SIBL
(4,7),(4,13),-0.0228021 # DEPENDENCYPART_SIBL
(4,7),(4,14),-0.057587 # DEPENDENCYPART_SIBL
(4,7),(4,16),-0.0228021 # DEPENDENCYPART_SIBL
(4,7),(4,18),-0.0228021 # DEPENDENCYPART_SIBL
(4,7),(4,19),-0.057587 # DEPENDENCYPART_SIBL
(4,7),(4,20),-0.0228021 # DEPENDENCYPART_SIBL
(4,7),(4,22),-0.100073 # DEPENDENCYPART_SIBL
(4,8),(4,9),-0.0563854 # DEPENDENCYPART_SIBL
(4,8),(4,10),-0.0727685 # DEPENDENCYPART_SIBL
(4,8),(4,11),-0.0563854 # DEPENDENCYPART_SIBL
(4,8),(4,12),-0.0563854 # DEPENDENCYPART_SIBL
(4,8),(4,13),0.000283369 # DEPENDENCYPART_SIBL
(4,8),(4,14),-0.0474401 # DEPENDENCYPART_SIBL
(4,8),(4,16),0.000283369 # DEPENDENCYPART_SIBL
(4,8),(4,18),0.000283369 # DEPENDENCYPART_SIBL
(4,8),(4,19),-0.0474401 # DEPENDENCYPART_SIBL
(4,8),(4,20),0.000283369 # DEPENDENCYPART_SIBL
(4,8),(4,22),-0.134714 # DEPENDENCYPART_SIBL
(4,9),(4,10),-0.0444053 # DEPENDENCYPART_SIBL
(4,9),(4,11),-0.052315 # DEPENDENCYPART_SIBL
(4,9),(4,12),-0.0523151 # DEPENDENCYPART_SIBL
(4,9),(4,13),-0.0155885 # DEPENDENCYPART_SIBL
(4,9),(4,14),-0.0331323 # DEPENDENCYPART_SIBL
(4,9),(4,16),-0.0155885 # DEPENDENCYPART_SIBL
(4,9),(4,18),-0.0155885 # DEPENDENCYPART_SIBL
(4,9),(4,19),-0.0331323 # DEPENDENCYPART_SIBL
(4,9),(4,20),-0.0155885 # DEPENDENCYPART_SIBL
(4,9),(4,22),-0.0849114 # DEPENDENCYPART_SIBL
(4,10),(4,11),-0.11544 # DEPENDENCYPART_SIBL
(4,10),(4,12),-0.11544 # DEPENDENCYPART_SIBL
(4,10),(4,13),-0.0331751 # DEPENDENCYPART_SIBL
(4,10),(4,14),-0.0576156 # DEPENDENCYPART_SIBL
(4,10),(4,16),-0.0331751 # DEPENDENCYPART_SIBL
(4,10),(4,18),-0.0331751 # DEPENDENCYPART_SIBL
(4,10),(4,19),-0.0576156 # DEPENDENCYPART_SIBL
(4,10),(4,20),-0.0331751 # DEPENDENCYPART_SIBL
(4,10),(4,22),-0.144708 # DEPENDENCYPART_SIBL
(4,11),(4,12),-0.0523151 # DEPENDENCYPART_SIBL
(4,11),(4,13),-0.0155885 # DEPENDENCYPART_SIBL
(4,11),(4,14),-0.0331323 # DEPENDENCYPART_SIBL
(4,11),(4,16),-0.0155885 # DEPENDENCYPART_SIBL
(4,11),(4,18),-0.0155885 # DEPENDENCYPART_SIBL
(4,11),(4,19),-0.0331323 # DEPENDENCYPART_SIBL
(4,11),(4,20),-0.0155885 # DEPENDENCYPART_SIBL
(4,11),(4,22),-0.0849114 # DEPENDENCYPART_SIBL
(4,12),(4,13),-0.0155885 # DEPENDENCYPART_SIBL
(4,12),(4,14),-0.0331323 # DEPENDENCYPART_SIBL
(4,12),(4,16),-0.0155885 # DEPENDENCYPART_SIBL
(4,12),(4,18),-0.0155885 # DEPENDENCYPART_SIBL
(4,12),(4,19),-0.0331323 # DEPENDENCYPART_SIBL
(4,12),(4,20),-0.0155885 # DEPENDENCYPART_SIBL
(4,12),(4,22),-0.0849115 # DEPENDENCYPART_SIBL
(4,13),(4,14),-0.0567162 # DEPENDENCYPART_SIBL
(4,13),(4,16),-0.0225672 # DEPENDENCYPART_SIBL
(4,13),(4,18),-0.0225672 # DEPENDENCYPART_SIBL
(4,13),(4,19),-0.0567162 # DEPENDENCYPART_SIBL
(4,13),(4,20),-0.0225672 # DEPENDENCYPART_SIBL
(4,13),(4,22),-0.0995595 # DEPENDENCYPART_SIBL
(4,14),(4,16),-0.0260743 # DEPENDENCYPART_SIBL
(4,14),(4,18),-0.0260743 # DEPENDENCYPART_SIBL
(4,14),(4,19),-0.0265644 # DEPENDENCYPART_SIBL
(4,14),(4,20),-0.0260743 # DEPENDENCYPART_SIBL
(4,14),(4,22),-0.046818 # DEPENDENCYPART_SIBL
(4,16),(4,18),-0.0225672 # DEPENDENCYPART_SIBL
(4,16),(4,19),-0.0567162 # DEPENDENCYPART_SIBL
(4,16),(4,20),-0.0225672 # DEPENDENCYPART_SIBL
(4,16),(4,22),-0.0995595 # DEPENDENCYPART_SIBL
(4,18),(4,19),-0.0567162 # DEPENDENCYPART_SIBL
(4,18),(4,20),-0.0225672 # DEPENDENCYPART_SIBL
(4,18),(4,22),-0.0995595 # DEPENDENCYPART_SIBL
(4,19),(4,20),-0.0260743 # DEPENDENCYPART_SIBL
(4,19),(4,22),-0.046818 # DEPENDENCYPART_SIBL
(4,20),(4,22),-0.0995595 # DEPENDENCYPART_SIBL
(5,1),(5,2),0.014718 # DEPENDENCYPART_SIBL
(5,1),(5,3),0.023709 # DEPENDENCYPART_SIBL
(5,1),(5,4),-0.00315285 # DEPENDENCYPART_SIBL
(5,1),(5,6),-0.00384527 # DEPENDENCYPART_SIBL
(5,1),(5,7),-0.0104362 # DEPENDENCYPART_SIBL
(5,1),(5,8),0.0318743 # DEPENDENCYPART_SIBL
(5,1),(5,9),-0.00384527 # DEPENDENCYPART_SIBL
(5,1),(5,12),-0.00384527 # DEPENDENCYPART_SIBL
(5,1),(5,14),-0.0331988 # DEPENDENCYPART_SIBL
(5,1),(5,19),-0.0331988 # DEPENDENCYPART_SIBL
(5,1),(5,21),-0.000908211 # DEPENDENCYPART_SIBL
(5,2),(5,3),-0.00530508 # DEPENDENCYPART_SIBL
(5,2),(5,4),-0.0563839 # DEPENDENCYPART_SIBL
(5,2),(5,6),0.0206698 # DEPENDENCYPART_SIBL
(5,2),(5,7),0.0162466 # DEPENDENCYPART_SIBL
(5,2),(5,8),0.0812152 # DEPENDENCYPART_SIBL
(5,2),(5,9),0.0206698 # DEPENDENCYPART_SIBL
(5,2),(5,12),0.0206698 # DEPENDENCYPART_SIBL
(5,2),(5,14),0.0103888 # DEPENDENCYPART_SIBL
(5,2),(5,19),0.0103888 # DEPENDENCYPART_SIBL
(5,2),(5,21),0.0773336 # DEPENDENCYPART_SIBL
(5,3),(5,4),-0.0102256 # DEPENDENCYPART_SIBL
(5,3),(5,6),-0.0201186 # DEPENDENCYPART_SIBL
(5,3),(5,7),-0.00665331 # DEPENDENCYPART_SIBL
(5,3),(5,8),-0.00444258 # DEPENDENCYPART_SIBL
(5,3),(5,9),-0.0201186 # DEPENDENCYPART_SIBL
(5,3),(5,12),-0.0201186 # DEPENDENCYPART_SIBL
(5,3),(5,14),-0.0221216 # DEPENDENCYPART_SIBL
(5,3),(5,19),-0.0221216 # DEPENDENCYPART_SIBL
(5,3),(5,21),-0.0165688 # DEPENDENCYPART_SIBL
(5,4),(5,6),-0.0043988 # DEPENDENCYPART_SIBL
(5,4),(5,7),-0.0406125 # DEPENDENCYPART_SIBL
(5,4),(5,8),0.0314771 # DEPENDENCYPART_SIBL
(5,4),(5,9),-0.0043988 # DEPENDENCYPART_SIBL
(5,4),(5,12),-0.0043988 # DEPENDENCYPART_SIBL
(5,4),(5,14),-0.0157106 # DEPENDENCYPART_SIBL
(5,4),(5,19),-0.0157106 # DEPENDENCYPART_SIBL
(5,4),(5,21),0.0268735 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.015377 # DEPENDENCYPART_SIBL
(5,6),(5,8),-0.018834 # DEPENDENCYPART_SIBL
(5,6),(5,9),-0.0147462 # DEPENDENCYPART_SIBL
(5,6),(5,12),-0.0147463 # DEPENDENCYPART_SIBL
(5,6),(5,14),-0.0177629 # DEPENDENCYPART_SIBL
(5,6),(5,19),-0.0177629 # DEPENDENCYPART_SIBL
(5,6),(5,21),-0.0338793 # DEPENDENCYPART_SIBL
(5,7),(5,8),0.0421508 # DEPENDENCYPART_SIBL
(5,7),(5,9),-0.0459027 # DEPENDENCYPART_SIBL
(5,7),(5,12),-0.0459027 # DEPENDENCYPART_SIBL
(5,7),(5,14),-0.041863 # DEPENDENCYPART_SIBL
(5,7),(5,19),-0.041863 # DEPENDENCYPART_SIBL
(5,7),(5,21),0.00812297 # DEPENDENCYPART_SIBL
(5,8),(5,9),-0.0137053 # DEPENDENCYPART_SIBL
(5,8),(5,12),-0.0137053 # DEPENDENCYPART_SIBL
(5,8),(5,14),-0.010593 # DEPENDENCYPART_SIBL
(5,8),(5,19),-0.010593 # DEPENDENCYPART_SIBL
(5,8),(5,21),-0.163243 # DEPENDENCYPART_SIBL
(5,9),(5,12),-0.0147463 # DEPENDENCYPART_SIBL
(5,9),(5,14),-0.0177629 # DEPENDENCYPART_SIBL
(5,9),(5,19),-0.0177629 # DEPENDENCYPART_SIBL
(5,9),(5,21),-0.0338793 # DEPENDENCYPART_SIBL
(5,12),(5,14),-0.0177629 # DEPENDENCYPART_SIBL
(5,12),(5,19),-0.0177629 # DEPENDENCYPART_SIBL
(5,12),(5,21),-0.0338793 # DEPENDENCYPART_SIBL
(5,14),(5,19),-0.0146909 # DEPENDENCYPART_SIBL
(5,14),(5,21),-0.0231296 # DEPENDENCYPART_SIBL
(5,19),(5,21),-0.0231296 # DEPENDENCYPART_SIBL
(6,1),(6,2),-0.0224214 # DEPENDENCYPART_SIBL
(6,1),(6,3),0.0393238 # DEPENDENCYPART_SIBL
(6,1),(6,4),-0.024949 # DEPENDENCYPART_SIBL
(6,1),(6,5),-0.0221553 # DEPENDENCYPART_SIBL
(6,1),(6,8),-0.028612 # DEPENDENCYPART_SIBL
(6,2),(6,3),0.0281079 # DEPENDENCYPART_SIBL
(6,2),(6,4),-0.0525139 # DEPENDENCYPART_SIBL
(6,2),(6,5),-0.0449919 # DEPENDENCYPART_SIBL
(6,2),(6,8),0.0693986 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.00200791 # DEPENDENCYPART_SIBL
(6,3),(6,5),-0.0131457 # DEPENDENCYPART_SIBL
(6,3),(6,8),0.0251755 # DEPENDENCYPART_SIBL
(6,4),(6,5),-0.0454812 # DEPENDENCYPART_SIBL
(6,4),(6,8),0.0355978 # DEPENDENCYPART_SIBL
(6,5),(6,8),0.0663689 # DEPENDENCYPART_SIBL
(7,1),(7,2),0.0139609 # DEPENDENCYPART_SIBL
(7,1),(7,3),0.0356889 # DEPENDENCYPART_SIBL
(7,1),(7,4),-0.00390997 # DEPENDENCYPART_SIBL
(7,1),(7,5),0.0152683 # DEPENDENCYPART_SIBL
(7,1),(7,6),0.0356889 # DEPENDENCYPART_SIBL
(7,1),(7,8),0.0628296 # DEPENDENCYPART_SIBL
(7,1),(7,9),0.0313547 # DEPENDENCYPART_SIBL
(7,1),(7,10),0.0137264 # DEPENDENCYPART_SIBL
(7,1),(7,11),0.0313547 # DEPENDENCYPART_SIBL
(7,1),(7,12),0.0313547 # DEPENDENCYPART_SIBL
(7,1),(7,13),0.00447859 # DEPENDENCYPART_SIBL
(7,1),(7,14),-0.0166673 # DEPENDENCYPART_SIBL
(7,1),(7,15),0.0313547 # DEPENDENCYPART_SIBL
(7,1),(7,16),0.00447859 # DEPENDENCYPART_SIBL
(7,1),(7,18),0.00447859 # DEPENDENCYPART_SIBL
(7,1),(7,19),-0.0166673 # DEPENDENCYPART_SIBL
(7,1),(7,20),0.00447859 # DEPENDENCYPART_SIBL
(7,1),(7,21),0.0295929 # DEPENDENCYPART_SIBL
(7,1),(7,22),0.0233289 # DEPENDENCYPART_SIBL
(7,2),(7,3),0.00797483 # DEPENDENCYPART_SIBL
(7,2),(7,4),-0.0565051 # DEPENDENCYPART_SIBL
(7,2),(7,5),-0.0268319 # DEPENDENCYPART_SIBL
(7,2),(7,6),0.00797483 # DEPENDENCYPART_SIBL
(7,2),(7,8),0.0873132 # DEPENDENCYPART_SIBL
(7,2),(7,9),0.0443057 # DEPENDENCYPART_SIBL
(7,2),(7,10),-0.000364387 # DEPENDENCYPART_SIBL
(7,2),(7,11),0.0443057 # DEPENDENCYPART_SIBL
(7,2),(7,12),0.0443057 # DEPENDENCYPART_SIBL
(7,2),(7,13),0.014239 # DEPENDENCYPART_SIBL
(7,2),(7,14),0.0149944 # DEPENDENCYPART_SIBL
(7,2),(7,15),0.0443057 # DEPENDENCYPART_SIBL
(7,2),(7,16),0.014239 # DEPENDENCYPART_SIBL
(7,2),(7,18),0.014239 # DEPENDENCYPART_SIBL
(7,2),(7,19),0.0149944 # DEPENDENCYPART_SIBL
(7,2),(7,20),0.014239 # DEPENDENCYPART_SIBL
(7,2),(7,21),0.084435 # DEPENDENCYPART_SIBL
(7,2),(7,22),0.0251267 # DEPENDENCYPART_SIBL
(7,3),(7,4),-0.00123782 # DEPENDENCYPART_SIBL
(7,3),(7,5),0.00924716 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.00873002 # DEPENDENCYPART_SIBL
(7,3),(7,8),0.00978244 # DEPENDENCYPART_SIBL
(7,3),(7,9),0.0511223 # DEPENDENCYPART_SIBL
(7,3),(7,10),0.0234167 # DEPENDENCYPART_SIBL
(7,3),(7,11),0.0511223 # DEPENDENCYPART_SIBL
(7,3),(7,12),0.0511223 # DEPENDENCYPART_SIBL
(7,3),(7,13),0.0198619 # DEPENDENCYPART_SIBL
(7,3),(7,14),0.0007741 # DEPENDENCYPART_SIBL
(7,3),(7,15),0.0511223 # DEPENDENCYPART_SIBL
(7,3),(7,16),0.0198619 # DEPENDENCYPART_SIBL
(7,3),(7,18),0.0198619 # DEPENDENCYPART_SIBL
(7,3),(7,19),0.0007741 # DEPENDENCYPART_SIBL
(7,3),(7,20),0.0198619 # DEPENDENCYPART_SIBL
(7,3),(7,21),0.00198524 # DEPENDENCYPART_SIBL
(7,3),(7,22),0.0352033 # DEPENDENCYPART_SIBL
(7,4),(7,5),-0.0344358 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.00172175 # DEPENDENCYPART_SIBL
(7,4),(7,8),0.0375751 # DEPENDENCYPART_SIBL
(7,4),(7,9),0.0192371 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.0441684 # DEPENDENCYPART_SIBL
(7,4),(7,11),0.0192371 # DEPENDENCYPART_SIBL
(7,4),(7,12),0.0192371 # DEPENDENCYPART_SIBL
(7,4),(7,13),-0.0426201 # DEPENDENCYPART_SIBL
(7,4),(7,14),-0.011105 # DEPENDENCYPART_SIBL
(7,4),(7,15),0.0192371 # DEPENDENCYPART_SIBL
(7,4),(7,16),-0.0426201 # DEPENDENCYPART_SIBL
(7,4),(7,18),-0.0426201 # DEPENDENCYPART_SIBL
(7,4),(7,19),-0.011105 # DEPENDENCYPART_SIBL
(7,4),(7,20),-0.0426201 # DEPENDENCYPART_SIBL
(7,4),(7,21),0.0339749 # DEPENDENCYPART_SIBL
(7,4),(7,22),-0.00126803 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.00624384 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.075242 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.0382939 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.00637619 # DEPENDENCYPART_SIBL
(7,5),(7,11),0.0382939 # DEPENDENCYPART_SIBL
(7,5),(7,12),0.0382939 # DEPENDENCYPART_SIBL
(7,5),(7,13),0.0091094 # DEPENDENCYPART_SIBL
(7,5),(7,14),0.00898348 # DEPENDENCYPART_SIBL
(7,5),(7,15),0.0382939 # DEPENDENCYPART_SIBL
(7,5),(7,16),0.0091094 # DEPENDENCYPART_SIBL
(7,5),(7,18),0.0091094 # DEPENDENCYPART_SIBL
(7,5),(7,19),0.00898348 # DEPENDENCYPART_SIBL
(7,5),(7,20),0.0091094 # DEPENDENCYPART_SIBL
(7,5),(7,21),0.0723638 # DEPENDENCYPART_SIBL
(7,5),(7,22),0.0191149 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.00978244 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.0511223 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.0234167 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.0511223 # DEPENDENCYPART_SIBL
(7,6),(7,12),0.0511223 # DEPENDENCYPART_SIBL
(7,6),(7,13),0.0198619 # DEPENDENCYPART_SIBL
(7,6),(7,14),0.0007741 # DEPENDENCYPART_SIBL
(7,6),(7,15),0.0511223 # DEPENDENCYPART_SIBL
(7,6),(7,16),0.0198619 # DEPENDENCYPART_SIBL
(7,6),(7,18),0.0198619 # DEPENDENCYPART_SIBL
(7,6),(7,19),0.0007741 # DEPENDENCYPART_SIBL
(7,6),(7,20),0.0198619 # DEPENDENCYPART_SIBL
(7,6),(7,21),0.00198524 # DEPENDENCYPART_SIBL
(7,6),(7,22),0.0352033 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.039847 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.0285804 # DEPENDENCYPART_SIBL
(7,8),(7,11),0.039847 # DEPENDENCYPART_SIBL
(7,8),(7,12),0.039847 # DEPENDENCYPART_SIBL
(7,8),(7,13),0.0387439 # DEPENDENCYPART_SIBL
(7,8),(7,14),-9.67704e-05 # DEPENDENCYPART_SIBL
(7,8),(7,15),0.039847 # DEPENDENCYPART_SIBL
(7,8),(7,16),0.0387439 # DEPENDENCYPART_SIBL
(7,8),(7,18),0.0387439 # DEPENDENCYPART_SIBL
(7,8),(7,19),-9.67704e-05 # DEPENDENCYPART_SIBL
(7,8),(7,20),0.0387439 # DEPENDENCYPART_SIBL
(7,8),(7,21),-0.138776 # DEPENDENCYPART_SIBL
(7,8),(7,22),-0.0353117 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.024973 # DEPENDENCYPART_SIBL
(7,9),(7,11),0.0159384 # DEPENDENCYPART_SIBL
(7,9),(7,12),0.0159383 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.000485788 # DEPENDENCYPART_SIBL
(7,9),(7,14),-0.018507 # DEPENDENCYPART_SIBL
(7,9),(7,15),0.0159384 # DEPENDENCYPART_SIBL
(7,9),(7,16),-0.000485788 # DEPENDENCYPART_SIBL
(7,9),(7,18),-0.000485788 # DEPENDENCYPART_SIBL
(7,9),(7,19),-0.018507 # DEPENDENCYPART_SIBL
(7,9),(7,20),-0.000485788 # DEPENDENCYPART_SIBL
(7,9),(7,21),-0.0222225 # DEPENDENCYPART_SIBL
(7,9),(7,22),-0.0138763 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.076369 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.076369 # DEPENDENCYPART_SIBL
(7,10),(7,13),-0.0270925 # DEPENDENCYPART_SIBL
(7,10),(7,14),-0.0515778 # DEPENDENCYPART_SIBL
(7,10),(7,15),-0.076369 # DEPENDENCYPART_SIBL
(7,10),(7,16),-0.0270925 # DEPENDENCYPART_SIBL
(7,10),(7,18),-0.0270925 # DEPENDENCYPART_SIBL
(7,10),(7,19),-0.0515778 # DEPENDENCYPART_SIBL
(7,10),(7,20),-0.0270925 # DEPENDENCYPART_SIBL
(7,10),(7,21),-0.0773283 # DEPENDENCYPART_SIBL
(7,10),(7,22),-0.103606 # DEPENDENCYPART_SIBL
(7,11),(7,12),0.0159383 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.000485788 # DEPENDENCYPART_SIBL
(7,11),(7,14),-0.018507 # DEPENDENCYPART_SIBL
(7,11),(7,15),0.0159384 # DEPENDENCYPART_SIBL
(7,11),(7,16),-0.000485788 # DEPENDENCYPART_SIBL
(7,11),(7,18),-0.000485788 # DEPENDENCYPART_SIBL
(7,11),(7,19),-0.018507 # DEPENDENCYPART_SIBL
(7,11),(7,20),-0.000485788 # DEPENDENCYPART_SIBL
(7,11),(7,21),-0.0222225 # DEPENDENCYPART_SIBL
(7,11),(7,22),-0.0138763 # DEPENDENCYPART_SIBL
(7,12),(7,13),-0.000485788 # DEPENDENCYPART_SIBL
(7,12),(7,14),-0.018507 # DEPENDENCYPART_SIBL
(7,12),(7,15),0.0159383 # DEPENDENCYPART_SIBL
(7,12),(7,16),-0.000485788 # DEPENDENCYPART_SIBL
(7,12),(7,18),-0.000485788 # DEPENDENCYPART_SIBL
(7,12),(7,19),-0.018507 # DEPENDENCYPART_SIBL
(7,12),(7,20),-0.000485788 # DEPENDENCYPART_SIBL
(7,12),(7,21),-0.0222225 # DEPENDENCYPART_SIBL
(7,12),(7,22),-0.0138763 # DEPENDENCYPART_SIBL
(7,13),(7,14),-0.0462877 # DEPENDENCYPART_SIBL
(7,13),(7,15),-0.0249353 # DEPENDENCYPART_SIBL
(7,13),(7,16),-0.0109636 # DEPENDENCYPART_SIBL
(7,13),(7,18),-0.0109636 # DEPENDENCYPART_SIBL
(7,13),(7,19),-0.0462877 # DEPENDENCYPART_SIBL
(7,13),(7,20),-0.0109636 # DEPENDENCYPART_SIBL
(7,13),(7,21),0.0153985 # DEPENDENCYPART_SIBL
(7,13),(7,22),-0.0542906 # DEPENDENCYPART_SIBL
(7,14),(7,15),0.0360853 # DEPENDENCYPART_SIBL
(7,14),(7,16),0.00823083 # DEPENDENCYPART_SIBL
(7,14),(7,18),0.00823083 # DEPENDENCYPART_SIBL
(7,14),(7,19),-0.00576676 # DEPENDENCYPART_SIBL
(7,14),(7,20),0.00823083 # DEPENDENCYPART_SIBL
(7,14),(7,21),0.00763181 # DEPENDENCYPART_SIBL
(7,14),(7,22),0.00877703 # DEPENDENCYPART_SIBL
(7,15),(7,16),-0.000485788 # DEPENDENCYPART_SIBL
(7,15),(7,18),-0.000485788 # DEPENDENCYPART_SIBL
(7,15),(7,19),-0.018507 # DEPENDENCYPART_SIBL
(7,15),(7,20),-0.000485788 # DEPENDENCYPART_SIBL
(7,15),(7,21),-0.0222225 # DEPENDENCYPART_SIBL
(7,15),(7,22),-0.0138763 # DEPENDENCYPART_SIBL
(7,16),(7,18),-0.0109636 # DEPENDENCYPART_SIBL
(7,16),(7,19),-0.0462877 # DEPENDENCYPART_SIBL
(7,16),(7,20),-0.0109636 # DEPENDENCYPART_SIBL
(7,16),(7,21),0.0153985 # DEPENDENCYPART_SIBL
(7,16),(7,22),-0.0542906 # DEPENDENCYPART_SIBL
(7,18),(7,19),-0.0462877 # DEPENDENCYPART_SIBL
(7,18),(7,20),-0.0109636 # DEPENDENCYPART_SIBL
(7,18),(7,21),0.0153985 # DEPENDENCYPART_SIBL
