# _root_ - abuztuaren 9an , berriozarren espainiako ejerzitoaren_aurka armaz burututako ekintza , zeinaren ondorioz francisco_casanova vicente tenienteordea hilik gertatu zen .
#goldHeads=0,3,9,3,9,7,9,9,10,0,10,13,18,16,14,18,18,10,18,19,
#predictedHeads=0,3,18,3,9,7,8,9,10,18,10,13,18,16,14,18,18,0,18,19,
(9,7),(7,5),0.135349 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),0.100006 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),0.356751 # DEPENDENCYPART_GRANDPAR
(9,7),(7,14),-0.84349 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.114759 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.180533 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),0.135349 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),0.100006 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),0.207924 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-0.789158 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.207053 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.0594673 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.710801 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-0.84349 # DEPENDENCYPART_GRANDPAR
(9,8),(8,18),-0.389805 # DEPENDENCYPART_GRANDPAR
(9,10),(10,2),-0.298849 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-0.366234 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-0.0731189 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.11894 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.000544191 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),0.133445 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.530813 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),0.158324 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.38989 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.280043 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.595773 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.216561 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.351111 # DEPENDENCYPART_GRANDPAR
(9,10),(10,17),-0.132143 # DEPENDENCYPART_GRANDPAR
(9,10),(10,18),-0.17715 # DEPENDENCYPART_GRANDPAR
(9,10),(10,20),-0.0681013 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.369323 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.175749 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.325604 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.402701 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),-0.311845 # DEPENDENCYPART_GRANDPAR
(9,13),(13,5),-0.0716459 # DEPENDENCYPART_GRANDPAR
(9,13),(13,6),-0.117467 # DEPENDENCYPART_GRANDPAR
(9,13),(13,7),0.000928796 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),0.134918 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-0.547351 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),-0.00112491 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),-0.0281564 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.399853 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.622792 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.24358 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.37813 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.138057 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),-0.425395 # DEPENDENCYPART_GRANDPAR
(9,14),(14,10),0.0150884 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),0.0167219 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),-0.295885 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.257598 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.392149 # DEPENDENCYPART_GRANDPAR
(9,15),(15,10),0.0150884 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),-0.295885 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),-0.621973 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.392149 # DEPENDENCYPART_GRANDPAR
(9,16),(16,5),-0.0713305 # DEPENDENCYPART_GRANDPAR
(9,16),(16,6),-0.117151 # DEPENDENCYPART_GRANDPAR
(9,16),(16,9),-0.532733 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,16),(16,10),0.0150884 # DEPENDENCYPART_GRANDPAR
(9,16),(16,11),0.0167219 # DEPENDENCYPART_GRANDPAR
(9,16),(16,12),-0.372316 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),-0.295885 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),-0.621973 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),-0.24276 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.159478 # DEPENDENCYPART_GRANDPAR
(9,16),(16,19),-0.442874 # DEPENDENCYPART_GRANDPAR
(9,16),(16,20),-0.099055 # DEPENDENCYPART_GRANDPAR
(9,17),(17,13),-0.304529 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),-0.386259 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),-0.28998 # DEPENDENCYPART_GRANDPAR
(9,18),(18,2),-0.454127 # DEPENDENCYPART_GRANDPAR
(9,18),(18,3),-0.380274 # DEPENDENCYPART_GRANDPAR
(9,18),(18,4),-0.509697 # DEPENDENCYPART_GRANDPAR
(9,18),(18,5),-0.228408 # DEPENDENCYPART_GRANDPAR
(9,18),(18,6),-0.271261 # DEPENDENCYPART_GRANDPAR
(9,18),(18,7),-0.155833 # DEPENDENCYPART_GRANDPAR
(9,18),(18,8),-0.0218435 # DEPENDENCYPART_GRANDPAR
(9,18),(18,9),-0.728831 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,18),(18,10),-0.0301558 # DEPENDENCYPART_GRANDPAR
(9,18),(18,11),0.0358478 # DEPENDENCYPART_GRANDPAR
(9,18),(18,12),-0.540598 # DEPENDENCYPART_GRANDPAR
(9,18),(18,13),-0.350409 # DEPENDENCYPART_GRANDPAR
(9,18),(18,14),-0.680485 # DEPENDENCYPART_GRANDPAR
(9,18),(18,15),-0.301273 # DEPENDENCYPART_GRANDPAR
(9,18),(18,16),-0.435823 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),-0.11131 # DEPENDENCYPART_GRANDPAR
(9,18),(18,19),-0.368539 # DEPENDENCYPART_GRANDPAR
(9,18),(18,20),0.0673083 # DEPENDENCYPART_GRANDPAR
(9,19),(19,15),-0.293764 # DEPENDENCYPART_GRANDPAR
(9,19),(19,16),-0.428314 # DEPENDENCYPART_GRANDPAR
(9,19),(19,17),-0.15357 # DEPENDENCYPART_GRANDPAR
(9,19),(19,18),-0.286632 # DEPENDENCYPART_GRANDPAR
(9,19),(19,20),-0.0466209 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),-0.0340578 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),0.0946562 # DEPENDENCYPART_GRANDPAR
(10,2),(2,4),-0.142316 # DEPENDENCYPART_GRANDPAR
(10,2),(2,5),0.0464068 # DEPENDENCYPART_GRANDPAR
(10,2),(2,6),0.23464 # DEPENDENCYPART_GRANDPAR
(10,2),(2,7),0.434742 # DEPENDENCYPART_GRANDPAR
(10,2),(2,8),0.148447 # DEPENDENCYPART_GRANDPAR
(10,2),(2,9),0.479962 # DEPENDENCYPART_GRANDPAR
(10,2),(2,10),-0.821542 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,2),(2,18),-0.518705 # DEPENDENCYPART_GRANDPAR
(10,4),(4,8),0.139165 # DEPENDENCYPART_GRANDPAR
(10,4),(4,9),0.498181 # DEPENDENCYPART_GRANDPAR
(10,4),(4,18),-0.530962 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),0.290437 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),0.00758494 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),0.227873 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),0.427974 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),0.141679 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),0.283429 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.00791818 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.0705541 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),0.426272 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),0.139977 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),0.290437 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),0.00758494 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.0635463 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),0.104553 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),0.141679 # DEPENDENCYPART_GRANDPAR
(10,7),(7,14),-0.60873 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),0.290437 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),0.00758494 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.0635463 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),0.104553 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),0.324789 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),0.479988 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-0.821421 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.0641601 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-0.519157 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-0.60873 # DEPENDENCYPART_GRANDPAR
(10,8),(8,18),-0.518665 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),0.476611 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),0.154135 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),0.0224508 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),0.105886 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),0.281199 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),0.494221 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),0.207925 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-0.842456 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.138829 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.328411 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.629423 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-0.421366 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-0.290637 # DEPENDENCYPART_GRANDPAR
(10,9),(9,17),-0.147148 # DEPENDENCYPART_GRANDPAR
(10,9),(9,18),-0.570577 # DEPENDENCYPART_GRANDPAR
(10,9),(9,19),-0.408868 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.0309668 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.3982 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,13),-0.00733579 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),0.0314512 # DEPENDENCYPART_GRANDPAR
(10,11),(11,18),-0.346655 # DEPENDENCYPART_GRANDPAR
(10,12),(12,11),0.0835767 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),0.0263943 # DEPENDENCYPART_GRANDPAR
(10,13),(13,5),-0.387212 # DEPENDENCYPART_GRANDPAR
(10,13),(13,6),-0.209829 # DEPENDENCYPART_GRANDPAR
(10,13),(13,7),0.00112369 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-0.285172 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-0.0191298 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.401478 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),0.00969168 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),-0.131843 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.302369 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.0943124 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),0.0364161 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.0266781 # DEPENDENCYPART_GRANDPAR
(10,13),(13,19),-0.312257 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-0.396862 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,11),0.0342581 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),0.119456 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.0777729 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),0.0529556 # DEPENDENCYPART_GRANDPAR
(10,15),(15,10),-0.396862 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,15),(15,13),0.119456 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-0.182645 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),0.0529556 # DEPENDENCYPART_GRANDPAR
(10,16),(16,5),-0.386446 # DEPENDENCYPART_GRANDPAR
(10,16),(16,6),-0.209063 # DEPENDENCYPART_GRANDPAR
(10,16),(16,9),-0.0186678 # DEPENDENCYPART_GRANDPAR
(10,16),(16,10),-0.396862 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,16),(16,11),0.0342581 # DEPENDENCYPART_GRANDPAR
(10,16),(16,12),-0.119105 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),0.119456 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),-0.182645 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),0.0254124 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.0229378 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),-0.306468 # DEPENDENCYPART_GRANDPAR
(10,16),(16,20),-0.136678 # DEPENDENCYPART_GRANDPAR
(10,17),(17,13),0.0700156 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),0.109302 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),-0.268787 # DEPENDENCYPART_GRANDPAR
(10,18),(18,2),-0.0448108 # DEPENDENCYPART_GRANDPAR
(10,18),(18,3),-0.363366 # DEPENDENCYPART_GRANDPAR
(10,18),(18,4),-0.315487 # DEPENDENCYPART_GRANDPAR
(10,18),(18,5),-0.411616 # DEPENDENCYPART_GRANDPAR
(10,18),(18,6),-0.232747 # DEPENDENCYPART_GRANDPAR
(10,18),(18,7),-0.0232805 # DEPENDENCYPART_GRANDPAR
(10,18),(18,8),-0.309576 # DEPENDENCYPART_GRANDPAR
(10,18),(18,9),-0.0708778 # DEPENDENCYPART_GRANDPAR
(10,18),(18,10),-0.500433 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,18),(18,11),0.0464795 # DEPENDENCYPART_GRANDPAR
(10,18),(18,12),-0.233238 # DEPENDENCYPART_GRANDPAR
(10,18),(18,13),0.00846338 # DEPENDENCYPART_GRANDPAR
(10,18),(18,14),-0.296036 # DEPENDENCYPART_GRANDPAR
(10,18),(18,15),-0.0879788 # DEPENDENCYPART_GRANDPAR
(10,18),(18,16),0.0427497 # DEPENDENCYPART_GRANDPAR
(10,18),(18,17),0.0955256 # DEPENDENCYPART_GRANDPAR
(10,18),(18,19),-0.208027 # DEPENDENCYPART_GRANDPAR
(10,18),(18,20),-0.0648575 # DEPENDENCYPART_GRANDPAR
(10,20),(20,18),-0.0890322 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),-0.146813 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),-0.0587119 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.0307881 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.093024 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.0146893 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),0.0258102 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),0.0514961 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),0.20545 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-0.349775 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,13),-0.284388 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-0.29581 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),-0.302522 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),-0.382447 # DEPENDENCYPART_GRANDPAR
(11,9),(9,17),-0.420485 # DEPENDENCYPART_GRANDPAR
(11,9),(9,18),-0.405967 # DEPENDENCYPART_GRANDPAR
(11,9),(9,19),-0.200387 # DEPENDENCYPART_GRANDPAR
(11,10),(10,2),-0.0930737 # DEPENDENCYPART_GRANDPAR
(11,10),(10,4),0.0363872 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.0216184 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),0.0547473 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),0.0972158 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),0.122902 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),0.152185 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-0.175331 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.00969508 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.125985 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.137539 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-0.144252 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-0.224176 # DEPENDENCYPART_GRANDPAR
(11,10),(10,17),-0.330616 # DEPENDENCYPART_GRANDPAR
(11,10),(10,18),-0.287905 # DEPENDENCYPART_GRANDPAR
(11,10),(10,20),-0.109385 # DEPENDENCYPART_GRANDPAR
(11,13),(13,5),-0.285139 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-0.207989 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),-0.166305 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-0.140619 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.087191 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),0.00629741 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.158254 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.404592 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),0.110584 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),0.103871 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),0.0239464 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.218954 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),-0.0622553 # DEPENDENCYPART_GRANDPAR
(11,16),(16,5),-0.284945 # DEPENDENCYPART_GRANDPAR
(11,16),(16,6),-0.207796 # DEPENDENCYPART_GRANDPAR
(11,16),(16,9),-0.0871649 # DEPENDENCYPART_GRANDPAR
(11,16),(16,10),0.00649097 # DEPENDENCYPART_GRANDPAR
(11,16),(16,11),-0.13607 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,16),(16,12),0.413722 # DEPENDENCYPART_GRANDPAR
(11,16),(16,13),0.190445 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),0.176044 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),0.169332 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.220823 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),-0.0620753 # DEPENDENCYPART_GRANDPAR
(11,16),(16,20),-0.0122091 # DEPENDENCYPART_GRANDPAR
(11,18),(18,2),-0.507355 # DEPENDENCYPART_GRANDPAR
(11,18),(18,3),-0.413358 # DEPENDENCYPART_GRANDPAR
(11,18),(18,4),-0.287193 # DEPENDENCYPART_GRANDPAR
(11,18),(18,5),-0.44767 # DEPENDENCYPART_GRANDPAR
(11,18),(18,6),-0.369036 # DEPENDENCYPART_GRANDPAR
(11,18),(18,7),-0.328836 # DEPENDENCYPART_GRANDPAR
(11,18),(18,8),-0.30315 # DEPENDENCYPART_GRANDPAR
(11,18),(18,9),-0.207102 # DEPENDENCYPART_GRANDPAR
(11,18),(18,10),-0.156575 # DEPENDENCYPART_GRANDPAR
(11,18),(18,11),-0.204435 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,18),(18,12),0.248838 # DEPENDENCYPART_GRANDPAR
(11,18),(18,13),0.0664 # DEPENDENCYPART_GRANDPAR
(11,18),(18,14),0.0500158 # DEPENDENCYPART_GRANDPAR
(11,18),(18,15),0.0433033 # DEPENDENCYPART_GRANDPAR
(11,18),(18,16),-0.0366214 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),-0.155622 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),-0.0605537 # DEPENDENCYPART_GRANDPAR
(11,18),(18,20),-0.0220235 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.105492 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),0.570226 # DEPENDENCYPART_GRANDPAR
(12,11),(11,13),-0.00114567 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-0.43783 # DEPENDENCYPART_GRANDPAR
(12,11),(11,18),-0.357189 # DEPENDENCYPART_GRANDPAR
(12,13),(13,5),0.0495122 # DEPENDENCYPART_GRANDPAR
(12,13),(13,6),0.0505811 # DEPENDENCYPART_GRANDPAR
(12,13),(13,7),0.144155 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-0.151592 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-0.254117 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),0.36626 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.296252 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.438889 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.283274 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),-0.160095 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.243999 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-0.078574 # DEPENDENCYPART_GRANDPAR
(12,13),(13,19),-0.167029 # DEPENDENCYPART_GRANDPAR
(13,5),(5,2),-0.502944 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),0.114521 # DEPENDENCYPART_GRANDPAR
(13,5),(5,6),-0.0113752 # DEPENDENCYPART_GRANDPAR
(13,5),(5,7),0.111591 # DEPENDENCYPART_GRANDPAR
(13,5),(5,8),-0.334761 # DEPENDENCYPART_GRANDPAR
(13,6),(6,2),-0.509952 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),0.0990179 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),-0.297345 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),0.10989 # DEPENDENCYPART_GRANDPAR
(13,6),(6,8),-0.336462 # DEPENDENCYPART_GRANDPAR
(13,7),(7,2),-0.502944 # DEPENDENCYPART_GRANDPAR
(13,7),(7,4),0.114521 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),-0.290337 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),-0.104958 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),-0.334761 # DEPENDENCYPART_GRANDPAR
(13,7),(7,14),-0.774327 # DEPENDENCYPART_GRANDPAR
(13,8),(8,2),-0.502944 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),0.114521 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),-0.290337 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),-0.104958 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),0.038143 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),0.164715 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),-0.200248 # DEPENDENCYPART_GRANDPAR
(13,8),(8,11),-0.154167 # DEPENDENCYPART_GRANDPAR
(13,8),(8,12),0.388954 # DEPENDENCYPART_GRANDPAR
(13,8),(8,14),-0.774327 # DEPENDENCYPART_GRANDPAR
(13,8),(8,18),-0.578157 # DEPENDENCYPART_GRANDPAR
(13,9),(9,2),-0.344906 # DEPENDENCYPART_GRANDPAR
(13,9),(9,3),-0.607121 # DEPENDENCYPART_GRANDPAR
(13,9),(9,4),0.117216 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),-0.149041 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),0.0435529 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),0.179439 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.266913 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),-0.292155 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),-0.138366 # DEPENDENCYPART_GRANDPAR
(13,9),(9,13),-0.841125 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,14),-0.792825 # DEPENDENCYPART_GRANDPAR
(13,9),(9,15),-0.574927 # DEPENDENCYPART_GRANDPAR
(13,9),(9,16),-0.634471 # DEPENDENCYPART_GRANDPAR
(13,9),(9,17),-0.307291 # DEPENDENCYPART_GRANDPAR
(13,9),(9,18),-0.628537 # DEPENDENCYPART_GRANDPAR
(13,9),(9,19),-0.564124 # DEPENDENCYPART_GRANDPAR
(13,10),(10,2),-0.49724 # DEPENDENCYPART_GRANDPAR
(13,10),(10,4),0.117589 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),-0.284633 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-0.0992543 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),0.0438469 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.402505 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.0533975 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.14121 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),0.416721 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-0.822503 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,14),-0.774336 # DEPENDENCYPART_GRANDPAR
(13,10),(10,15),-0.556438 # DEPENDENCYPART_GRANDPAR
(13,10),(10,16),-0.615981 # DEPENDENCYPART_GRANDPAR
(13,10),(10,17),-0.266078 # DEPENDENCYPART_GRANDPAR
(13,10),(10,18),-0.579765 # DEPENDENCYPART_GRANDPAR
(13,10),(10,20),-0.440033 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.151437 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.317719 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-0.759458 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,16),-0.552937 # DEPENDENCYPART_GRANDPAR
(13,11),(11,18),-0.600326 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),0.129847 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-0.732853 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,10),-0.617664 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.250135 # DEPENDENCYPART_GRANDPAR
