# _root_ haren ustez , eaj eta eaeko gobernua dira askatasun faltaren arduradunak , " etak finkatutako ildoak jarraitzen dituztelako " .
#goldHeads=2,8,2,5,7,5,8,0,10,11,8,11,12,15,16,17,8,17,18,19,
#predictedHeads=2,8,2,5,8,7,8,0,10,11,8,11,12,15,16,17,8,17,18,19,
(8,2),(2,7),0.797661 # DEPENDENCYPART_GRANDPAR
(8,2),(2,9),0.0143239 # DEPENDENCYPART_GRANDPAR
(8,2),(2,10),-0.0424159 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-0.673053 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,3),0.161568 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),0.350155 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),0.334202 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.0991677 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),0.130117 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),0.528852 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),0.343703 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),0.807852 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-0.685019 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),-0.119536 # DEPENDENCYPART_GRANDPAR
(8,5),(5,10),-0.176276 # DEPENDENCYPART_GRANDPAR
(8,5),(5,11),0.0239605 # DEPENDENCYPART_GRANDPAR
(8,5),(5,12),-0.104416 # DEPENDENCYPART_GRANDPAR
(8,5),(5,15),-0.483901 # DEPENDENCYPART_GRANDPAR
(8,5),(5,16),-0.181349 # DEPENDENCYPART_GRANDPAR
(8,5),(5,17),-0.344664 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),0.149948 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),0.330016 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),0.834099 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),0.317054 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.178115 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),0.169669 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),0.350421 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),0.272126 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),0.313673 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-0.685138 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.0569949 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.113735 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),0.0865019 # DEPENDENCYPART_GRANDPAR
(8,7),(7,17),-0.267933 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),0.0329326 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-0.278973 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-0.138065 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),0.103519 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.0582174 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),0.0450772 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),0.51281 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.382563 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),0.118676 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),0.318783 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),0.251723 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.313081 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),-0.0521641 # DEPENDENCYPART_GRANDPAR
(8,10),(10,1),0.0329326 # DEPENDENCYPART_GRANDPAR
(8,10),(10,2),-0.278973 # DEPENDENCYPART_GRANDPAR
(8,10),(10,3),-0.138064 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-0.0582174 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),0.0450772 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),0.51281 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.382563 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.256347 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),0.318783 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),0.251723 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.313081 # DEPENDENCYPART_GRANDPAR
(8,11),(11,1),0.0329326 # DEPENDENCYPART_GRANDPAR
(8,11),(11,2),-0.278973 # DEPENDENCYPART_GRANDPAR
(8,11),(11,4),0.103518 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-0.0586029 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),0.0450764 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),0.51281 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.382884 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),0.26425 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),0.207512 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),0.252493 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.317134 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.183991 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),0.109551 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),-0.0533199 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),0.521217 # DEPENDENCYPART_GRANDPAR
(8,11),(11,20),-0.108426 # DEPENDENCYPART_GRANDPAR
(8,15),(15,1),0.0324217 # DEPENDENCYPART_GRANDPAR
(8,15),(15,2),-0.334183 # DEPENDENCYPART_GRANDPAR
(8,15),(15,4),0.00833819 # DEPENDENCYPART_GRANDPAR
(8,15),(15,5),-0.107518 # DEPENDENCYPART_GRANDPAR
(8,15),(15,6),-0.0488351 # DEPENDENCYPART_GRANDPAR
(8,15),(15,7),0.417968 # DEPENDENCYPART_GRANDPAR
(8,15),(15,8),-0.473905 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,15),(15,9),0.283033 # DEPENDENCYPART_GRANDPAR
(8,15),(15,10),0.226511 # DEPENDENCYPART_GRANDPAR
(8,15),(15,11),0.426467 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),0.0832412 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),-0.209009 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),0.0885317 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),-0.128126 # DEPENDENCYPART_GRANDPAR
(8,15),(15,18),0.536514 # DEPENDENCYPART_GRANDPAR
(8,16),(16,2),-0.278973 # DEPENDENCYPART_GRANDPAR
(8,16),(16,5),-0.0582174 # DEPENDENCYPART_GRANDPAR
(8,16),(16,9),0.256347 # DEPENDENCYPART_GRANDPAR
(8,16),(16,11),0.399845 # DEPENDENCYPART_GRANDPAR
(8,16),(16,12),0.136587 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),-0.234863 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),-0.0409519 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),-0.0521641 # DEPENDENCYPART_GRANDPAR
(8,16),(16,18),0.522373 # DEPENDENCYPART_GRANDPAR
(8,16),(16,20),-0.108198 # DEPENDENCYPART_GRANDPAR
(8,17),(17,1),0.0315473 # DEPENDENCYPART_GRANDPAR
(8,17),(17,2),-0.334479 # DEPENDENCYPART_GRANDPAR
(8,17),(17,3),-0.21483 # DEPENDENCYPART_GRANDPAR
(8,17),(17,4),0.00770402 # DEPENDENCYPART_GRANDPAR
(8,17),(17,5),-0.107855 # DEPENDENCYPART_GRANDPAR
(8,17),(17,6),-0.0494689 # DEPENDENCYPART_GRANDPAR
(8,17),(17,7),0.417335 # DEPENDENCYPART_GRANDPAR
(8,17),(17,8),-0.467938 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,17),(17,9),0.297403 # DEPENDENCYPART_GRANDPAR
(8,17),(17,10),0.240882 # DEPENDENCYPART_GRANDPAR
(8,17),(17,11),0.440838 # DEPENDENCYPART_GRANDPAR
(8,17),(17,12),0.0883874 # DEPENDENCYPART_GRANDPAR
(8,17),(17,14),-0.19741 # DEPENDENCYPART_GRANDPAR
(8,17),(17,15),-0.147985 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),0.235809 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),0.542597 # DEPENDENCYPART_GRANDPAR
(8,18),(18,14),-0.217022 # DEPENDENCYPART_GRANDPAR
(8,18),(18,15),-0.154498 # DEPENDENCYPART_GRANDPAR
(8,18),(18,16),0.211722 # DEPENDENCYPART_GRANDPAR
(8,18),(18,19),0.221992 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.443898 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),-0.17693 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),-0.171493 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),0.0351427 # DEPENDENCYPART_GRANDPAR
(9,2),(2,7),-0.0860844 # DEPENDENCYPART_GRANDPAR
(9,2),(2,9),-0.527109 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,2),(2,10),-0.207503 # DEPENDENCYPART_GRANDPAR
(9,3),(3,8),-0.249287 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.0725949 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),0.036757 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),-0.328618 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.353282 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.142671 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.0527428 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),0.0875962 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),-0.00408217 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),-0.21464 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-0.650521 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,10),-0.330915 # DEPENDENCYPART_GRANDPAR
(9,5),(5,11),-0.547834 # DEPENDENCYPART_GRANDPAR
(9,5),(5,12),-0.298261 # DEPENDENCYPART_GRANDPAR
(9,5),(5,15),-0.483766 # DEPENDENCYPART_GRANDPAR
(9,5),(5,16),-0.455899 # DEPENDENCYPART_GRANDPAR
(9,5),(5,17),-0.502769 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.0889423 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.241236 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.0295139 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-0.433607 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.486962 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.0615027 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.225759 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.0606524 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),0.00640597 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.271732 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-0.62056 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.300955 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-0.517873 # DEPENDENCYPART_GRANDPAR
(9,7),(7,17),-0.462901 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),-0.399388 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.361177 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.137479 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.149924 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.0786744 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),0.0518601 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.0511325 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-0.651311 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.331706 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.548624 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),-0.462515 # DEPENDENCYPART_GRANDPAR
(9,8),(8,16),-0.456689 # DEPENDENCYPART_GRANDPAR
(9,8),(8,17),-0.490904 # DEPENDENCYPART_GRANDPAR
(9,8),(8,18),-0.47861 # DEPENDENCYPART_GRANDPAR
(9,10),(10,1),-0.691168 # DEPENDENCYPART_GRANDPAR
(9,10),(10,2),-0.556913 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-0.320383 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-0.255697 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.368646 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.457196 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.602603 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.19489 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.193792 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),0.0166987 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.0573444 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),-0.691169 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),-0.556914 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-0.546116 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-0.256084 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-0.368649 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.457199 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.602603 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.186658 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.132949 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),0.0186221 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.0590862 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.174551 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.103469 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.201193 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),-0.372621 # DEPENDENCYPART_GRANDPAR
(9,11),(11,20),-0.182031 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-0.578314 # DEPENDENCYPART_GRANDPAR
(9,12),(12,10),0.127173 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),0.202617 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.261437 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.128809 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-0.292933 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),-0.100096 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),-0.0518396 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.174593 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.10443 # DEPENDENCYPART_GRANDPAR
(9,17),(17,1),-0.66596 # DEPENDENCYPART_GRANDPAR
(9,17),(17,2),-0.594683 # DEPENDENCYPART_GRANDPAR
(9,17),(17,3),-0.394592 # DEPENDENCYPART_GRANDPAR
(9,17),(17,4),-0.566924 # DEPENDENCYPART_GRANDPAR
(9,17),(17,5),-0.28746 # DEPENDENCYPART_GRANDPAR
(9,17),(17,6),-0.386889 # DEPENDENCYPART_GRANDPAR
(9,17),(17,7),-0.477304 # DEPENDENCYPART_GRANDPAR
(9,17),(17,8),-0.592566 # DEPENDENCYPART_GRANDPAR
(9,17),(17,9),-0.294908 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,17),(17,10),0.0249165 # DEPENDENCYPART_GRANDPAR
(9,17),(17,11),-0.192282 # DEPENDENCYPART_GRANDPAR
(9,17),(17,12),-0.129521 # DEPENDENCYPART_GRANDPAR
(9,17),(17,14),-0.0489066 # DEPENDENCYPART_GRANDPAR
(9,17),(17,15),-0.0681813 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),-0.100067 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),-0.29373 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),0.107913 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),-0.15881 # DEPENDENCYPART_GRANDPAR
(10,2),(2,4),-0.0663144 # DEPENDENCYPART_GRANDPAR
(10,2),(2,5),0.0781815 # DEPENDENCYPART_GRANDPAR
(10,2),(2,7),-0.281262 # DEPENDENCYPART_GRANDPAR
(10,2),(2,9),0.0290873 # DEPENDENCYPART_GRANDPAR
(10,2),(2,10),-0.807344 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,3),(3,8),-0.449687 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),0.211468 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.290067 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.136273 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),0.0407137 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),0.152695 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),-0.210983 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),-0.426763 # DEPENDENCYPART_GRANDPAR
(10,5),(5,9),0.112243 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),-0.930756 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,5),(5,11),-0.656967 # DEPENDENCYPART_GRANDPAR
(10,5),(5,12),-0.362054 # DEPENDENCYPART_GRANDPAR
(10,5),(5,15),-0.493475 # DEPENDENCYPART_GRANDPAR
(10,5),(5,16),-0.669644 # DEPENDENCYPART_GRANDPAR
(10,5),(5,17),-0.516932 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.0708216 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.136056 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.224691 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),0.118203 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.412023 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.043382 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.120579 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.0176232 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),0.0832293 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.472132 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),0.0810006 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-0.900796 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),-0.627007 # DEPENDENCYPART_GRANDPAR
(10,7),(7,17),-0.477065 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),0.152422 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),-0.286238 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.119359 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.0447437 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.0356453 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),0.128683 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.246308 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.0662875 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-0.931547 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.657758 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),-0.472225 # DEPENDENCYPART_GRANDPAR
(10,8),(8,16),-0.670435 # DEPENDENCYPART_GRANDPAR
(10,8),(8,17),-0.505068 # DEPENDENCYPART_GRANDPAR
(10,8),(8,18),-0.736017 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),0.118327 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.411889 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.0463486 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.121441 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.0124507 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),0.0823678 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.329962 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.604268 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-0.900796 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.627007 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.303009 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.583906 # DEPENDENCYPART_GRANDPAR
(10,9),(9,17),-0.477068 # DEPENDENCYPART_GRANDPAR
(10,11),(11,1),-0.139359 # DEPENDENCYPART_GRANDPAR
(10,11),(11,2),-0.481975 # DEPENDENCYPART_GRANDPAR
(10,11),(11,4),-0.440937 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),-0.213055 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-0.291827 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-0.652376 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.803003 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.342291 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.466892 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),-0.0451701 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.273685 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.184261 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.317213 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),-0.215357 # DEPENDENCYPART_GRANDPAR
(10,11),(11,18),-0.630028 # DEPENDENCYPART_GRANDPAR
(10,11),(11,20),-0.344447 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.778714 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.472668 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,13),0.134569 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.271147 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.342554 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.307098 # DEPENDENCYPART_GRANDPAR
(10,14),(14,11),-0.20923 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.119888 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.184302 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.318175 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),-0.236539 # DEPENDENCYPART_GRANDPAR
(11,2),(2,3),-0.244476 # DEPENDENCYPART_GRANDPAR
(11,2),(2,4),0.33356 # DEPENDENCYPART_GRANDPAR
(11,2),(2,5),-0.00362546 # DEPENDENCYPART_GRANDPAR
(11,2),(2,7),-0.45892 # DEPENDENCYPART_GRANDPAR
(11,2),(2,9),0.0767911 # DEPENDENCYPART_GRANDPAR
(11,2),(2,10),0.245719 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-0.144869 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),0.0858019 # DEPENDENCYPART_GRANDPAR
(11,5),(5,1),-0.133756 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),-0.269849 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),-0.222073 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),0.435293 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),0.12461 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),-0.389793 # DEPENDENCYPART_GRANDPAR
(11,5),(5,8),-0.669455 # DEPENDENCYPART_GRANDPAR
(11,5),(5,9),0.158795 # DEPENDENCYPART_GRANDPAR
(11,5),(5,10),0.321572 # DEPENDENCYPART_GRANDPAR
(11,5),(5,11),-0.675317 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,5),(5,12),-0.112694 # DEPENDENCYPART_GRANDPAR
(11,5),(5,15),-0.372737 # DEPENDENCYPART_GRANDPAR
(11,5),(5,16),-0.476159 # DEPENDENCYPART_GRANDPAR
(11,5),(5,17),-0.240341 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.161217 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),0.249408 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),-0.403194 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),-0.231333 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),-0.396118 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),-0.133777 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),0.264885 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.104516 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),0.0418866 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.714518 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),0.12786 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),0.296789 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-0.645357 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,17),-0.200474 # DEPENDENCYPART_GRANDPAR
(11,8),(8,1),-0.192029 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),-0.265247 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.204385 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),0.350608 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.117452 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),0.0972288 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.428489 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.0185836 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),0.150344 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-0.676108 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,15),-0.351487 # DEPENDENCYPART_GRANDPAR
(11,8),(8,16),-0.476949 # DEPENDENCYPART_GRANDPAR
(11,8),(8,17),-0.228476 # DEPENDENCYPART_GRANDPAR
(11,8),(8,18),-0.562273 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),-0.23121 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),-0.395983 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),-0.136744 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),0.264023 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.0993433 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),0.0410251 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.52203 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.85061 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),0.299171 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-0.645357 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.0536489 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-0.38543 # DEPENDENCYPART_GRANDPAR
