# _root_ berdin egiten dute elefante eta zaldi gidariek , zeintzuek praktikaz hezitzen dituzte abere hoiek , hezitzeko zientziatik ezertxo_ere jakin gabe .
#goldHeads=2,0,2,5,7,5,2,7,11,11,7,11,11,13,14,17,19,19,11,19,20,
#predictedHeads=2,0,2,5,7,5,11,7,11,11,0,11,11,13,14,17,19,19,11,19,20,
(4,7),(7,10),-0.372433 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.375977 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.470535 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),-0.420656 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),0.1021 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),0.0347552 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),0.195694 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),0.375607 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-0.515185 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.169817 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),-0.583945 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-0.215242 # DEPENDENCYPART_GRANDPAR
(5,2),(2,10),-0.664848 # DEPENDENCYPART_GRANDPAR
(5,2),(2,11),-0.614762 # DEPENDENCYPART_GRANDPAR
(5,2),(2,12),-0.50158 # DEPENDENCYPART_GRANDPAR
(5,2),(2,13),-0.740229 # DEPENDENCYPART_GRANDPAR
(5,2),(2,16),-0.56654 # DEPENDENCYPART_GRANDPAR
(5,2),(2,17),-0.781901 # DEPENDENCYPART_GRANDPAR
(5,2),(2,19),-0.449443 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),0.0103319 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),0.506445 # DEPENDENCYPART_GRANDPAR
(5,3),(3,12),-0.468075 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.0583145 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.0479031 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),0.166294 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-0.384421 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),0.0370084 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.376901 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),0.032758 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.181798 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.0163488 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),0.141261 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.0468906 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.273361 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.214804 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),0.032758 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.182375 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.482749 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),0.141261 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.0468906 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.0969694 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.278405 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.378881 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.17235 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),0.00894825 # DEPENDENCYPART_GRANDPAR
(5,8),(8,6),0.40982 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.00408931 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.300749 # DEPENDENCYPART_GRANDPAR
(5,8),(8,19),-0.137942 # DEPENDENCYPART_GRANDPAR
(5,10),(10,1),-0.273361 # DEPENDENCYPART_GRANDPAR
(5,10),(10,2),-0.214804 # DEPENDENCYPART_GRANDPAR
(5,10),(10,4),0.032758 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-0.181798 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,6),0.482749 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),0.0683155 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),0.101093 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),0.152956 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.278405 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.378881 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.172852 # DEPENDENCYPART_GRANDPAR
(5,10),(10,21),-0.600768 # DEPENDENCYPART_GRANDPAR
(5,11),(11,1),-0.398869 # DEPENDENCYPART_GRANDPAR
(5,11),(11,2),-0.358525 # DEPENDENCYPART_GRANDPAR
(5,11),(11,3),0.00636214 # DEPENDENCYPART_GRANDPAR
(5,11),(11,4),-0.166636 # DEPENDENCYPART_GRANDPAR
(5,11),(11,5),-0.229512 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,11),(11,6),0.389587 # DEPENDENCYPART_GRANDPAR
(5,11),(11,7),-0.0236012 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),0.0563674 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),0.0080032 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),-0.105445 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.19337 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-0.0905764 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),0.152806 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),-0.0512885 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),-0.123548 # DEPENDENCYPART_GRANDPAR
(5,11),(11,17),-0.132248 # DEPENDENCYPART_GRANDPAR
(5,11),(11,18),-0.147536 # DEPENDENCYPART_GRANDPAR
(5,11),(11,19),-0.00691897 # DEPENDENCYPART_GRANDPAR
(5,11),(11,20),-0.0269839 # DEPENDENCYPART_GRANDPAR
(5,13),(13,1),-0.273361 # DEPENDENCYPART_GRANDPAR
(5,13),(13,2),-0.214804 # DEPENDENCYPART_GRANDPAR
(5,13),(13,5),-0.181798 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,13),(13,8),0.101093 # DEPENDENCYPART_GRANDPAR
(5,13),(13,9),0.152956 # DEPENDENCYPART_GRANDPAR
(5,13),(13,10),-0.0122824 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),-0.0283549 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),-0.247554 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),0.0248954 # DEPENDENCYPART_GRANDPAR
(5,13),(13,15),-0.0565953 # DEPENDENCYPART_GRANDPAR
(5,13),(13,16),-0.230184 # DEPENDENCYPART_GRANDPAR
(5,13),(13,17),-0.214524 # DEPENDENCYPART_GRANDPAR
(5,13),(13,19),-0.121797 # DEPENDENCYPART_GRANDPAR
(5,13),(13,20),-0.104535 # DEPENDENCYPART_GRANDPAR
(5,13),(13,21),-0.600768 # DEPENDENCYPART_GRANDPAR
(5,16),(16,1),-0.398869 # DEPENDENCYPART_GRANDPAR
(5,16),(16,2),-0.358525 # DEPENDENCYPART_GRANDPAR
(5,16),(16,4),-0.166636 # DEPENDENCYPART_GRANDPAR
(5,16),(16,5),-0.229512 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,16),(16,6),0.389587 # DEPENDENCYPART_GRANDPAR
(5,16),(16,7),-0.0236012 # DEPENDENCYPART_GRANDPAR
(5,16),(16,8),0.0563674 # DEPENDENCYPART_GRANDPAR
(5,16),(16,10),-0.105445 # DEPENDENCYPART_GRANDPAR
(5,16),(16,11),-0.129081 # DEPENDENCYPART_GRANDPAR
(5,16),(16,12),-0.123684 # DEPENDENCYPART_GRANDPAR
(5,16),(16,13),-0.180826 # DEPENDENCYPART_GRANDPAR
(5,16),(16,14),0.0748889 # DEPENDENCYPART_GRANDPAR
(5,16),(16,15),-0.141489 # DEPENDENCYPART_GRANDPAR
(5,16),(16,17),-0.132248 # DEPENDENCYPART_GRANDPAR
(5,16),(16,18),-0.147536 # DEPENDENCYPART_GRANDPAR
(5,16),(16,19),-0.00691897 # DEPENDENCYPART_GRANDPAR
(5,16),(16,20),-0.0269839 # DEPENDENCYPART_GRANDPAR
(5,17),(17,13),-0.0876631 # DEPENDENCYPART_GRANDPAR
(5,17),(17,14),0.222977 # DEPENDENCYPART_GRANDPAR
(5,17),(17,15),-0.0967638 # DEPENDENCYPART_GRANDPAR
(5,17),(17,16),0.0198666 # DEPENDENCYPART_GRANDPAR
(5,17),(17,19),-0.121797 # DEPENDENCYPART_GRANDPAR
(5,17),(17,20),-0.104535 # DEPENDENCYPART_GRANDPAR
(5,17),(17,21),-0.600768 # DEPENDENCYPART_GRANDPAR
(5,19),(19,2),-0.358562 # DEPENDENCYPART_GRANDPAR
(5,19),(19,4),-0.167188 # DEPENDENCYPART_GRANDPAR
(5,19),(19,5),-0.23883 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,19),(19,6),0.385836 # DEPENDENCYPART_GRANDPAR
(5,19),(19,7),-0.0273518 # DEPENDENCYPART_GRANDPAR
(5,19),(19,10),-0.109195 # DEPENDENCYPART_GRANDPAR
(5,19),(19,11),-0.133532 # DEPENDENCYPART_GRANDPAR
(5,19),(19,12),-0.129479 # DEPENDENCYPART_GRANDPAR
(5,19),(19,13),-0.184576 # DEPENDENCYPART_GRANDPAR
(5,19),(19,14),0.0689464 # DEPENDENCYPART_GRANDPAR
(5,19),(19,15),-0.138429 # DEPENDENCYPART_GRANDPAR
(5,19),(19,16),-0.0853106 # DEPENDENCYPART_GRANDPAR
(5,19),(19,17),-0.226248 # DEPENDENCYPART_GRANDPAR
(5,19),(19,18),-0.290716 # DEPENDENCYPART_GRANDPAR
(5,19),(19,20),-0.0283308 # DEPENDENCYPART_GRANDPAR
(5,19),(19,21),-0.608755 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.334736 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.367567 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.534649 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),0.0122637 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-0.72345 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.382332 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.16141 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.307616 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.445342 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.057275 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-0.75341 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.412293 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.234988 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.473568 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-0.571995 # DEPENDENCYPART_GRANDPAR
(6,5),(5,13),-0.569595 # DEPENDENCYPART_GRANDPAR
(6,5),(5,16),-0.443677 # DEPENDENCYPART_GRANDPAR
(6,5),(5,17),-0.582245 # DEPENDENCYPART_GRANDPAR
(6,5),(5,19),-0.416727 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-0.615116 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-0.621602 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.527965 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.335087 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.297778 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),0.0799715 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.235316 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.118893 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.262781 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.361833 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.21492 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.640969 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.295322 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.0457954 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.349667 # DEPENDENCYPART_GRANDPAR
(6,8),(8,19),-0.197167 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),-0.0278784 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.113181 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),0.165687 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.235447 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.742884 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),0.088958 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),0.0834888 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),0.199044 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-0.805735 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,8),-0.222812 # DEPENDENCYPART_GRANDPAR
(7,2),(2,10),-0.526616 # DEPENDENCYPART_GRANDPAR
(7,2),(2,11),-0.559106 # DEPENDENCYPART_GRANDPAR
(7,2),(2,12),-0.865638 # DEPENDENCYPART_GRANDPAR
(7,2),(2,13),-0.538084 # DEPENDENCYPART_GRANDPAR
(7,2),(2,16),-0.566134 # DEPENDENCYPART_GRANDPAR
(7,2),(2,17),-0.936245 # DEPENDENCYPART_GRANDPAR
(7,2),(2,19),-0.537863 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.36424 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),0.0331371 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-1.10449 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),0.104176 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),0.307788 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-0.786954 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,1),-0.191259 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),0.0927437 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-1.01553 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),0.241685 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),0.330497 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-0.816914 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.206802 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.538015 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),-0.557973 # DEPENDENCYPART_GRANDPAR
(7,5),(5,13),-0.549483 # DEPENDENCYPART_GRANDPAR
(7,5),(5,16),-0.565001 # DEPENDENCYPART_GRANDPAR
(7,5),(5,17),-0.947644 # DEPENDENCYPART_GRANDPAR
(7,5),(5,19),-0.535921 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),0.0958974 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.0548475 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-0.786954 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.147756 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.787611 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-1.21081 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.0564588 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.358826 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,11),-0.335645 # DEPENDENCYPART_GRANDPAR
(7,8),(8,19),-0.31636 # DEPENDENCYPART_GRANDPAR
(7,9),(9,8),0.000308348 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.177973 # DEPENDENCYPART_GRANDPAR
(7,10),(10,1),-0.64462 # DEPENDENCYPART_GRANDPAR
(7,10),(10,2),-0.220897 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),-0.22797 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-0.243175 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.117884 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.361807 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),-0.0544134 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),-0.405928 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.248759 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.751321 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.195656 # DEPENDENCYPART_GRANDPAR
(7,10),(10,21),-0.335968 # DEPENDENCYPART_GRANDPAR
(7,11),(11,1),-0.653513 # DEPENDENCYPART_GRANDPAR
(7,11),(11,2),-0.266994 # DEPENDENCYPART_GRANDPAR
(7,11),(11,3),-1.21032 # DEPENDENCYPART_GRANDPAR
(7,11),(11,4),-0.247729 # DEPENDENCYPART_GRANDPAR
(7,11),(11,5),-0.274909 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-0.137643 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-0.465209 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),-0.0385273 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),-0.506762 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),-0.187031 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.68406 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.0393584 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.251621 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),0.0460731 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.263799 # DEPENDENCYPART_GRANDPAR
(7,11),(11,17),-0.437519 # DEPENDENCYPART_GRANDPAR
(7,11),(11,18),-0.0179059 # DEPENDENCYPART_GRANDPAR
(7,11),(11,19),-0.235809 # DEPENDENCYPART_GRANDPAR
(7,11),(11,20),-0.00729419 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),-0.137916 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.144064 # DEPENDENCYPART_GRANDPAR
(7,13),(13,1),-0.64462 # DEPENDENCYPART_GRANDPAR
(7,13),(13,2),-0.220897 # DEPENDENCYPART_GRANDPAR
(7,13),(13,5),-0.243175 # DEPENDENCYPART_GRANDPAR
(7,13),(13,8),-0.0544134 # DEPENDENCYPART_GRANDPAR
(7,13),(13,9),-0.405928 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),-0.0823829 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),-0.014712 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),-0.556987 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-0.282958 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),0.0375174 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),-0.255786 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),-0.593816 # DEPENDENCYPART_GRANDPAR
(7,13),(13,19),-0.234864 # DEPENDENCYPART_GRANDPAR
(7,13),(13,20),-0.0794506 # DEPENDENCYPART_GRANDPAR
(7,13),(13,21),-0.335968 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.181057 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),0.156147 # DEPENDENCYPART_GRANDPAR
(8,3),(3,12),0.0232992 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),0.1557 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),0.103169 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),0.359848 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-0.161449 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),0.00382704 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.257774 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),0.238516 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),0.156202 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),0.103169 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),0.0883367 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-0.161449 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),0.00382704 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.148094 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.204335 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),0.0831565 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-0.287208 # DEPENDENCYPART_GRANDPAR
(8,11),(11,1),-0.462114 # DEPENDENCYPART_GRANDPAR
(8,11),(11,2),-0.0606873 # DEPENDENCYPART_GRANDPAR
(8,11),(11,3),0.0218944 # DEPENDENCYPART_GRANDPAR
(8,11),(11,4),-0.259396 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-0.145925 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-0.327261 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.111701 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.193636 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),0.262488 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),0.0413661 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),0.204261 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.0955722 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.0898507 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),0.423937 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.0760473 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),-0.0798994 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),0.140341 # DEPENDENCYPART_GRANDPAR
(8,11),(11,19),0.0575691 # DEPENDENCYPART_GRANDPAR
(8,11),(11,20),-0.0345203 # DEPENDENCYPART_GRANDPAR
(8,19),(19,2),-0.0608092 # DEPENDENCYPART_GRANDPAR
(8,19),(19,4),-0.260033 # DEPENDENCYPART_GRANDPAR
(8,19),(19,5),-0.14601 # DEPENDENCYPART_GRANDPAR
(8,19),(19,6),-0.327898 # DEPENDENCYPART_GRANDPAR
(8,19),(19,7),-0.112338 # DEPENDENCYPART_GRANDPAR
(8,19),(19,10),0.039816 # DEPENDENCYPART_GRANDPAR
(8,19),(19,11),0.0189139 # DEPENDENCYPART_GRANDPAR
(8,19),(19,12),0.347069 # DEPENDENCYPART_GRANDPAR
(8,19),(19,13),-0.0992981 # DEPENDENCYPART_GRANDPAR
(8,19),(19,14),0.00624284 # DEPENDENCYPART_GRANDPAR
(8,19),(19,15),0.314789 # DEPENDENCYPART_GRANDPAR
(8,19),(19,16),-0.0296191 # DEPENDENCYPART_GRANDPAR
(8,19),(19,17),-0.0836252 # DEPENDENCYPART_GRANDPAR
(8,19),(19,18),0.0716163 # DEPENDENCYPART_GRANDPAR
(8,19),(19,20),-0.0314093 # DEPENDENCYPART_GRANDPAR
(8,19),(19,21),-0.0319416 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.615049 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.123518 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.324065 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.572812 # DEPENDENCYPART_GRANDPAR
(9,8),(8,19),-0.409453 # DEPENDENCYPART_GRANDPAR
(9,10),(10,1),-0.613054 # DEPENDENCYPART_GRANDPAR
(9,10),(10,2),-0.0146727 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-0.505904 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-0.3723 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.32688 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.527427 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.299269 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.372172 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.323958 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.640822 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.26925 # DEPENDENCYPART_GRANDPAR
(9,10),(10,21),-0.0272553 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),-0.0733813 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),-0.39761 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),-1.32584 # DEPENDENCYPART_GRANDPAR
(10,2),(2,4),-0.161686 # DEPENDENCYPART_GRANDPAR
(10,2),(2,5),0.202119 # DEPENDENCYPART_GRANDPAR
(10,2),(2,6),-0.173521 # DEPENDENCYPART_GRANDPAR
(10,2),(2,7),-0.369726 # DEPENDENCYPART_GRANDPAR
(10,2),(2,8),-0.15393 # DEPENDENCYPART_GRANDPAR
(10,2),(2,10),-0.822018 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,2),(2,11),-0.596362 # DEPENDENCYPART_GRANDPAR
(10,2),(2,12),-0.812217 # DEPENDENCYPART_GRANDPAR
(10,2),(2,13),-0.640205 # DEPENDENCYPART_GRANDPAR
(10,2),(2,16),-0.369424 # DEPENDENCYPART_GRANDPAR
(10,2),(2,17),-0.787962 # DEPENDENCYPART_GRANDPAR
(10,2),(2,19),-0.439798 # DEPENDENCYPART_GRANDPAR
(10,4),(4,1),-0.526402 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),-0.205931 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-1.68745 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),0.222806 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),-0.064777 # DEPENDENCYPART_GRANDPAR
(10,4),(4,7),-0.262227 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),-0.353077 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.145979 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-1.59814 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.00792347 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),-0.0420678 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),-0.238993 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),-0.109706 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),-0.833417 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,5),(5,11),-0.595229 # DEPENDENCYPART_GRANDPAR
(10,5),(5,13),-0.651603 # DEPENDENCYPART_GRANDPAR
(10,5),(5,16),-0.368291 # DEPENDENCYPART_GRANDPAR
(10,5),(5,17),-0.79936 # DEPENDENCYPART_GRANDPAR
(10,5),(5,19),-0.437856 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.154401 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),0.0637831 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.262227 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),-0.163492 # DEPENDENCYPART_GRANDPAR
