# _root_ agian , bizpahiru urte gehiago izan zitzakeen , kirolariak erretiratu baina profesionariek gailurra jotzen duteneko adina .
#goldHeads=6,3,4,6,4,0,6,7,10,11,16,14,14,11,14,4,16,
#predictedHeads=6,3,4,6,4,0,6,7,10,11,0,14,14,11,14,14,16,
(9,13),(13,16),-0.474089 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.225991 # DEPENDENCYPART_GRANDPAR
(9,14),(14,1),-0.478469 # DEPENDENCYPART_GRANDPAR
(9,14),(14,2),-0.317491 # DEPENDENCYPART_GRANDPAR
(9,14),(14,4),-0.408607 # DEPENDENCYPART_GRANDPAR
(9,14),(14,5),-0.929956 # DEPENDENCYPART_GRANDPAR
(9,14),(14,6),-0.284986 # DEPENDENCYPART_GRANDPAR
(9,14),(14,7),-0.345318 # DEPENDENCYPART_GRANDPAR
(9,14),(14,8),-0.239106 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-0.522095 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,10),-0.243626 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),-0.18214 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),-0.271153 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),-0.312116 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),0.127512 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.314999 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),-0.230945 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),-0.271908 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.425988 # DEPENDENCYPART_GRANDPAR
(9,16),(16,1),-0.436936 # DEPENDENCYPART_GRANDPAR
(9,16),(16,6),-0.23608 # DEPENDENCYPART_GRANDPAR
(9,16),(16,10),-0.10755 # DEPENDENCYPART_GRANDPAR
(9,16),(16,11),-0.194409 # DEPENDENCYPART_GRANDPAR
(9,16),(16,12),-0.167573 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),-0.208535 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),-0.101236 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),0.248308 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.225991 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),-0.145809 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),-0.170777 # DEPENDENCYPART_GRANDPAR
(10,2),(2,5),-0.219307 # DEPENDENCYPART_GRANDPAR
(10,2),(2,6),0.196069 # DEPENDENCYPART_GRANDPAR
(10,2),(2,14),-0.495053 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),-0.293672 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),0.0758926 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),-0.102838 # DEPENDENCYPART_GRANDPAR
(10,4),(4,1),-0.354609 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),-0.0575388 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.179219 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),-0.162696 # DEPENDENCYPART_GRANDPAR
(10,4),(4,7),-0.200793 # DEPENDENCYPART_GRANDPAR
(10,4),(4,9),0.359744 # DEPENDENCYPART_GRANDPAR
(10,4),(4,11),-0.405873 # DEPENDENCYPART_GRANDPAR
(10,4),(4,13),-0.556609 # DEPENDENCYPART_GRANDPAR
(10,4),(4,14),-0.385864 # DEPENDENCYPART_GRANDPAR
(10,4),(4,16),-0.577091 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),-0.300384 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.134492 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),-0.0794073 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),-0.752414 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,1),-0.305236 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.101662 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.286416 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.078884 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.327314 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.0511658 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),-0.141247 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),0.279258 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-0.778201 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,11),-0.47476 # DEPENDENCYPART_GRANDPAR
(10,6),(6,12),-0.711437 # DEPENDENCYPART_GRANDPAR
(10,6),(6,13),-0.684478 # DEPENDENCYPART_GRANDPAR
(10,6),(6,14),-0.462589 # DEPENDENCYPART_GRANDPAR
(10,6),(6,15),-0.757983 # DEPENDENCYPART_GRANDPAR
(10,6),(6,16),-0.705019 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.200674 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.104537 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),0.298133 # DEPENDENCYPART_GRANDPAR
(10,7),(7,11),-0.494238 # DEPENDENCYPART_GRANDPAR
(10,7),(7,12),-0.75059 # DEPENDENCYPART_GRANDPAR
(10,7),(7,15),-0.755438 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.12689 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.168536 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),0.503972 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-0.810666 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,14),-0.495053 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.0700232 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.202169 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.083793 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.0382014 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.165737 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.0502295 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-0.700709 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.405415 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.583258 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.556298 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.385097 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-0.641379 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-0.57678 # DEPENDENCYPART_GRANDPAR
(10,9),(9,17),-0.165638 # DEPENDENCYPART_GRANDPAR
(10,11),(11,1),-0.561115 # DEPENDENCYPART_GRANDPAR
(10,11),(11,3),-0.531547 # DEPENDENCYPART_GRANDPAR
(10,11),(11,4),-0.449867 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-0.376971 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-0.407798 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.382993 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.0280758 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.590379 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),-0.359499 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.332539 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.279492 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.541612 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.35384 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.233397 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),0.123594 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.444226 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),-0.242619 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.349724 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.531724 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.366438 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.0934985 # DEPENDENCYPART_GRANDPAR
(10,13),(13,1),-0.449854 # DEPENDENCYPART_GRANDPAR
(10,13),(13,4),-0.298774 # DEPENDENCYPART_GRANDPAR
(10,13),(13,6),-0.233168 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-0.233397 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),0.123594 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.444226 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),-0.242619 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),-0.361857 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.206147 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.531724 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.366438 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.0934985 # DEPENDENCYPART_GRANDPAR
(10,14),(14,1),-0.539819 # DEPENDENCYPART_GRANDPAR
(10,14),(14,2),-0.398451 # DEPENDENCYPART_GRANDPAR
(10,14),(14,4),-0.452223 # DEPENDENCYPART_GRANDPAR
(10,14),(14,5),-0.560128 # DEPENDENCYPART_GRANDPAR
(10,14),(14,6),-0.321245 # DEPENDENCYPART_GRANDPAR
(10,14),(14,7),-0.404775 # DEPENDENCYPART_GRANDPAR
(10,14),(14,8),-0.378657 # DEPENDENCYPART_GRANDPAR
(10,14),(14,9),-0.0301299 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-0.631241 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,11),-0.268109 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),-0.409209 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.382249 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.463294 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.352935 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),-0.408719 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),-0.381759 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.48119 # DEPENDENCYPART_GRANDPAR
(10,16),(16,1),-0.449854 # DEPENDENCYPART_GRANDPAR
(10,16),(16,6),-0.233168 # DEPENDENCYPART_GRANDPAR
(10,16),(16,10),-0.444481 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,16),(16,11),-0.242874 # DEPENDENCYPART_GRANDPAR
(10,16),(16,12),-0.362876 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),-0.335917 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),-0.130083 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),-0.570589 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.0934985 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),-0.00434126 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),0.0404221 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),0.213984 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),0.0617637 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),-0.0475063 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),0.130016 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-0.152558 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),-0.0255056 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),0.0670218 # DEPENDENCYPART_GRANDPAR
(11,4),(4,9),0.398495 # DEPENDENCYPART_GRANDPAR
(11,4),(4,11),-0.408724 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,4),(4,13),-0.118159 # DEPENDENCYPART_GRANDPAR
(11,4),(4,14),-0.0670071 # DEPENDENCYPART_GRANDPAR
(11,4),(4,16),-0.191362 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),0.115994 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),0.170687 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.0414027 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),0.197807 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.142017 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),0.238348 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),-0.000116887 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),0.331284 # DEPENDENCYPART_GRANDPAR
(11,6),(6,10),0.42407 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-0.503348 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,12),-0.170182 # DEPENDENCYPART_GRANDPAR
(11,6),(6,13),-0.316588 # DEPENDENCYPART_GRANDPAR
(11,6),(6,14),-0.21148 # DEPENDENCYPART_GRANDPAR
(11,6),(6,15),-0.158924 # DEPENDENCYPART_GRANDPAR
(11,6),(6,16),-0.38985 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),0.0406562 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),0.0683302 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),0.375295 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-0.411048 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,12),0.0133387 # DEPENDENCYPART_GRANDPAR
(11,7),(7,15),-0.104729 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.0194328 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),0.0577636 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),0.386125 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),0.594283 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),-0.105405 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),0.123866 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),-0.16004 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.0110749 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.129154 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.0446519 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),0.0934912 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),0.462906 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-0.408642 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),0.0282558 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),-0.118151 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-0.0667702 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),-0.0939709 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),-0.191354 # DEPENDENCYPART_GRANDPAR
(11,9),(9,17),0.0819544 # DEPENDENCYPART_GRANDPAR
(11,10),(10,1),0.101542 # DEPENDENCYPART_GRANDPAR
(11,10),(10,2),0.127802 # DEPENDENCYPART_GRANDPAR
(11,10),(10,3),-0.0644158 # DEPENDENCYPART_GRANDPAR
(11,10),(10,4),0.124018 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.165031 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.0629303 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),0.115669 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),0.0974272 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),0.290394 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-0.489882 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.141876 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.288282 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.189064 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-0.137568 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-0.361544 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-0.126902 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-0.0796595 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),0.0235526 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.199119 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),0.136903 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.00415396 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),0.0683769 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),0.308439 # DEPENDENCYPART_GRANDPAR
(11,13),(13,1),-0.198069 # DEPENDENCYPART_GRANDPAR
(11,13),(13,4),-0.273465 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-0.303111 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-0.126902 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.0796595 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),0.0235526 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.199119 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.494133 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),0.11899 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.00415396 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),0.0683769 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),0.308439 # DEPENDENCYPART_GRANDPAR
(11,14),(14,1),-0.301621 # DEPENDENCYPART_GRANDPAR
(11,14),(14,2),-0.214907 # DEPENDENCYPART_GRANDPAR
(11,14),(14,4),-0.448307 # DEPENDENCYPART_GRANDPAR
(11,14),(14,5),-0.494629 # DEPENDENCYPART_GRANDPAR
(11,14),(14,6),-0.426603 # DEPENDENCYPART_GRANDPAR
(11,14),(14,7),-0.180475 # DEPENDENCYPART_GRANDPAR
(11,14),(14,8),-0.245281 # DEPENDENCYPART_GRANDPAR
(11,14),(14,9),-0.2556 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-0.101513 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.203355 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),0.418032 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),0.271625 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),0.162852 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),0.21058 # DEPENDENCYPART_GRANDPAR
(11,15),(15,12),0.48321 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),0.336803 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),0.113163 # DEPENDENCYPART_GRANDPAR
(11,16),(16,1),-0.198069 # DEPENDENCYPART_GRANDPAR
(11,16),(16,6),-0.303111 # DEPENDENCYPART_GRANDPAR
(11,16),(16,10),0.0235526 # DEPENDENCYPART_GRANDPAR
(11,16),(16,11),-0.199119 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,16),(16,12),0.493624 # DEPENDENCYPART_GRANDPAR
(11,16),(16,13),0.347217 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),0.372473 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),0.105114 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),0.308439 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.52182 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.745868 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),-0.18775 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),-0.0293127 # DEPENDENCYPART_GRANDPAR
(12,8),(8,14),-0.640338 # DEPENDENCYPART_GRANDPAR
(12,9),(9,2),-0.100066 # DEPENDENCYPART_GRANDPAR
(12,9),(9,3),-0.245435 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),-0.605172 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.453534 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.774915 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.113421 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.0523509 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),-0.145728 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-0.915356 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,13),-0.557565 # DEPENDENCYPART_GRANDPAR
(12,9),(9,14),-0.616781 # DEPENDENCYPART_GRANDPAR
(12,9),(9,15),-0.207629 # DEPENDENCYPART_GRANDPAR
(12,9),(9,16),-0.756712 # DEPENDENCYPART_GRANDPAR
(12,9),(9,17),-0.369123 # DEPENDENCYPART_GRANDPAR
(12,10),(10,1),-0.541929 # DEPENDENCYPART_GRANDPAR
(12,10),(10,2),-0.0915098 # DEPENDENCYPART_GRANDPAR
(12,10),(10,3),-0.214098 # DEPENDENCYPART_GRANDPAR
(12,10),(10,4),-0.444398 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-0.819305 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.456606 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.698992 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.104865 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.135368 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.135551 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-0.935114 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.577323 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-0.667847 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),-0.225865 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-0.776589 # DEPENDENCYPART_GRANDPAR
(12,11),(11,1),-0.540387 # DEPENDENCYPART_GRANDPAR
(12,11),(11,3),-0.159284 # DEPENDENCYPART_GRANDPAR
(12,11),(11,4),-0.501108 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),-0.358527 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-0.669417 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.114889 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.169604 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.201774 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-0.896119 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.538328 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.645484 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.216417 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-0.737475 # DEPENDENCYPART_GRANDPAR
(12,13),(13,1),-0.741927 # DEPENDENCYPART_GRANDPAR
(12,13),(13,4),-0.922775 # DEPENDENCYPART_GRANDPAR
(12,13),(13,6),-0.726208 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-0.369336 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-0.615878 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.546373 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.442128 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.489684 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.361053 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),-0.110538 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.427645 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-0.281177 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-0.553565 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),-0.195774 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.379543 # DEPENDENCYPART_GRANDPAR
(12,16),(16,1),-0.741927 # DEPENDENCYPART_GRANDPAR
(12,16),(16,6),-0.726208 # DEPENDENCYPART_GRANDPAR
(12,16),(16,10),-0.546373 # DEPENDENCYPART_GRANDPAR
(12,16),(16,11),-0.442128 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-0.490192 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,13),-0.132401 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),-0.122956 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),0.0847689 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.281177 # DEPENDENCYPART_GRANDPAR
(13,1),(1,2),-0.177764 # DEPENDENCYPART_GRANDPAR
(13,4),(4,1),-0.429249 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),-0.0407045 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),0.0126544 # DEPENDENCYPART_GRANDPAR
(13,4),(4,5),-0.275236 # DEPENDENCYPART_GRANDPAR
(13,4),(4,7),-0.990629 # DEPENDENCYPART_GRANDPAR
(13,4),(4,9),-0.106052 # DEPENDENCYPART_GRANDPAR
(13,4),(4,11),-0.00277407 # DEPENDENCYPART_GRANDPAR
(13,4),(4,13),-0.71153 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,4),(4,14),-0.321438 # DEPENDENCYPART_GRANDPAR
(13,4),(4,16),-0.557215 # DEPENDENCYPART_GRANDPAR
(13,6),(6,1),-0.300326 # DEPENDENCYPART_GRANDPAR
(13,6),(6,2),-0.0304663 # DEPENDENCYPART_GRANDPAR
(13,6),(6,3),0.0437116 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),-0.0777293 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),-0.419046 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),-0.804026 # DEPENDENCYPART_GRANDPAR
(13,6),(6,8),-0.192444 # DEPENDENCYPART_GRANDPAR
(13,6),(6,9),-0.274732 # DEPENDENCYPART_GRANDPAR
(13,6),(6,10),-0.0476228 # DEPENDENCYPART_GRANDPAR
(13,6),(6,11),-0.0370909 # DEPENDENCYPART_GRANDPAR
(13,6),(6,12),0.160986 # DEPENDENCYPART_GRANDPAR
(13,6),(6,13),-0.725627 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,6),(6,14),-0.373771 # DEPENDENCYPART_GRANDPAR
(13,6),(6,15),0.246556 # DEPENDENCYPART_GRANDPAR
(13,6),(6,16),-0.571431 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),-0.213282 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-1.17568 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),-0.132239 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),0.117273 # DEPENDENCYPART_GRANDPAR
(13,8),(8,14),-0.343926 # DEPENDENCYPART_GRANDPAR
(13,9),(9,2),-0.036341 # DEPENDENCYPART_GRANDPAR
(13,9),(9,3),0.0228609 # DEPENDENCYPART_GRANDPAR
(13,9),(9,4),-0.253428 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-0.144997 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-1.20472 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.027995 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),0.0942344 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),-0.0735452 # DEPENDENCYPART_GRANDPAR
(13,9),(9,12),0.301023 # DEPENDENCYPART_GRANDPAR
