# _root_ politikarien_artean , jordi pujol_kataluniako erkidegoko presidentea egon zen , eta pp eta pscko ordezkariak ere han ziren .
#goldHeads=7,1,6,3,6,7,10,7,8,0,12,14,12,17,0,17,10,17,
#predictedHeads=7,1,5,3,6,7,10,7,8,0,12,14,12,17,0,17,10,17,
(8,12),(12,8),-0.78281 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,9),0.0893541 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),-0.238679 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),-0.329397 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.633914 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.5883 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.132973 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),-0.330132 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),-0.450484 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),-0.156667 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.0701005 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),-0.06869 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),-0.0285823 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),0.0111916 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-0.229734 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.12957 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.265062 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.198515 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.158408 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.118475 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),0.0982794 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-0.656833 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.452212 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-0.710837 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-0.438191 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),-0.757532 # DEPENDENCYPART_GRANDPAR
(9,7),(7,14),-0.783037 # DEPENDENCYPART_GRANDPAR
(9,7),(7,16),-0.613106 # DEPENDENCYPART_GRANDPAR
(9,7),(7,17),-0.484005 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.169753 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.0630989 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.0247878 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-0.60322 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.419686 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.648238 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.405664 # DEPENDENCYPART_GRANDPAR
(9,10),(10,1),-0.531022 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-0.566349 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-0.499803 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-0.459695 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.419738 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.254664 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.152724 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.41927 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.320957 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.17829 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.381399 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.404024 # DEPENDENCYPART_GRANDPAR
(9,10),(10,17),-0.279596 # DEPENDENCYPART_GRANDPAR
(9,12),(12,1),-0.531022 # DEPENDENCYPART_GRANDPAR
(9,12),(12,3),-0.566349 # DEPENDENCYPART_GRANDPAR
(9,12),(12,4),-0.499803 # DEPENDENCYPART_GRANDPAR
(9,12),(12,5),-0.459695 # DEPENDENCYPART_GRANDPAR
(9,12),(12,6),-0.419738 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-0.254664 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-0.152724 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-0.41927 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),-0.144068 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),-0.289872 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.381399 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.404024 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.23961 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.379406 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-0.279596 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),0.170002 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),0.203491 # DEPENDENCYPART_GRANDPAR
(10,1),(1,4),0.334104 # DEPENDENCYPART_GRANDPAR
(10,1),(1,5),0.053778 # DEPENDENCYPART_GRANDPAR
(10,1),(1,6),0.273664 # DEPENDENCYPART_GRANDPAR
(10,1),(1,7),0.500268 # DEPENDENCYPART_GRANDPAR
(10,1),(1,8),0.769807 # DEPENDENCYPART_GRANDPAR
(10,1),(1,10),-0.350169 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,3),(3,1),0.426061 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),0.210171 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),0.334104 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),0.053778 # DEPENDENCYPART_GRANDPAR
(10,3),(3,6),0.273664 # DEPENDENCYPART_GRANDPAR
(10,4),(4,1),0.426061 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),0.210171 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),0.118301 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),0.053778 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),0.273664 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),0.426061 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),0.210171 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),0.118301 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),0.248915 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),0.273664 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),0.769807 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),-0.350169 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,5),(5,11),-0.104908 # DEPENDENCYPART_GRANDPAR
(10,5),(5,17),-0.427993 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),0.44663 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),0.216545 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),0.13887 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),0.269483 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.0108428 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),0.502028 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),0.771776 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),0.0582143 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-0.350173 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,11),-0.104908 # DEPENDENCYPART_GRANDPAR
(10,6),(6,12),0.0304942 # DEPENDENCYPART_GRANDPAR
(10,6),(6,14),-0.304787 # DEPENDENCYPART_GRANDPAR
(10,6),(6,17),-0.427993 # DEPENDENCYPART_GRANDPAR
(10,6),(6,18),-0.218009 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),0.457358 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),0.188691 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),0.149598 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),0.280211 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.000114725 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),0.220959 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),0.813662 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),-0.0414775 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-0.469804 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),-0.310435 # DEPENDENCYPART_GRANDPAR
(10,7),(7,12),-0.0891364 # DEPENDENCYPART_GRANDPAR
(10,7),(7,13),-0.591318 # DEPENDENCYPART_GRANDPAR
(10,7),(7,14),-0.513375 # DEPENDENCYPART_GRANDPAR
(10,7),(7,16),-0.544786 # DEPENDENCYPART_GRANDPAR
(10,7),(7,17),-0.497476 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),0.14483 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.00488224 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),0.214935 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),0.0781527 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-0.375067 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.127183 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),0.0056007 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),0.0142904 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),0.264359 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),0.754092 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-0.393989 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,12),-0.0133216 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.135073 # DEPENDENCYPART_GRANDPAR
(10,11),(11,12),0.173825 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),0.051734 # DEPENDENCYPART_GRANDPAR
(10,12),(12,1),-0.0748961 # DEPENDENCYPART_GRANDPAR
(10,12),(12,3),-0.382656 # DEPENDENCYPART_GRANDPAR
(10,12),(12,4),-0.252043 # DEPENDENCYPART_GRANDPAR
(10,12),(12,5),-0.532369 # DEPENDENCYPART_GRANDPAR
(10,12),(12,6),-0.311859 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-0.0877848 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),0.52256 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.252093 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.32638 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),0.187282 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.0660839 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),0.0142688 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),0.0713573 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.280833 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.322023 # DEPENDENCYPART_GRANDPAR
(10,13),(13,11),0.336869 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),0.0518441 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.21447 # DEPENDENCYPART_GRANDPAR
(10,14),(14,4),-0.112379 # DEPENDENCYPART_GRANDPAR
(10,14),(14,6),-0.171669 # DEPENDENCYPART_GRANDPAR
(10,14),(14,7),0.0840367 # DEPENDENCYPART_GRANDPAR
(10,14),(14,9),-0.13507 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-0.154425 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,11),0.319506 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),0.226243 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),0.0427206 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),0.103797 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.270062 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.218234 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),0.0504163 # DEPENDENCYPART_GRANDPAR
(10,17),(17,1),-0.10531 # DEPENDENCYPART_GRANDPAR
(10,17),(17,4),-0.282456 # DEPENDENCYPART_GRANDPAR
(10,17),(17,5),-0.562782 # DEPENDENCYPART_GRANDPAR
(10,17),(17,6),-0.341677 # DEPENDENCYPART_GRANDPAR
(10,17),(17,7),-0.0780809 # DEPENDENCYPART_GRANDPAR
(10,17),(17,9),-0.25902 # DEPENDENCYPART_GRANDPAR
(10,17),(17,10),-0.160037 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,17),(17,11),0.294484 # DEPENDENCYPART_GRANDPAR
(10,17),(17,12),0.22063 # DEPENDENCYPART_GRANDPAR
(10,17),(17,13),0.0235373 # DEPENDENCYPART_GRANDPAR
(10,17),(17,14),0.116474 # DEPENDENCYPART_GRANDPAR
(10,17),(17,15),0.120328 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),-0.122888 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),0.0483354 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),-0.663284 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.538336 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.966429 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.0903816 # DEPENDENCYPART_GRANDPAR
(11,9),(9,12),-0.30081 # DEPENDENCYPART_GRANDPAR
(11,12),(12,1),-1.37196 # DEPENDENCYPART_GRANDPAR
(11,12),(12,3),-0.988182 # DEPENDENCYPART_GRANDPAR
(11,12),(12,4),-1.11989 # DEPENDENCYPART_GRANDPAR
(11,12),(12,5),-1.1089 # DEPENDENCYPART_GRANDPAR
(11,12),(12,6),-1.07977 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),-0.763807 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-1.12317 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-0.570556 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.397483 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.343631 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),0.184887 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),0.0110539 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.10617 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.125395 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-0.185292 # DEPENDENCYPART_GRANDPAR
(11,14),(14,4),-1.09214 # DEPENDENCYPART_GRANDPAR
(11,14),(14,6),-1.05091 # DEPENDENCYPART_GRANDPAR
(11,14),(14,7),-0.715297 # DEPENDENCYPART_GRANDPAR
(11,14),(14,9),-0.512248 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-0.435633 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.366093 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),0.0489785 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),0.151363 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.161538 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.248967 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.203566 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),-0.285529 # DEPENDENCYPART_GRANDPAR
(12,1),(1,2),-0.065052 # DEPENDENCYPART_GRANDPAR
(12,1),(1,3),-0.170157 # DEPENDENCYPART_GRANDPAR
(12,1),(1,4),-0.0435951 # DEPENDENCYPART_GRANDPAR
(12,1),(1,5),-0.401402 # DEPENDENCYPART_GRANDPAR
(12,1),(1,6),-0.182339 # DEPENDENCYPART_GRANDPAR
(12,1),(1,7),0.0868145 # DEPENDENCYPART_GRANDPAR
(12,1),(1,8),0.0188478 # DEPENDENCYPART_GRANDPAR
(12,1),(1,10),-0.162738 # DEPENDENCYPART_GRANDPAR
(12,3),(3,1),-0.0996607 # DEPENDENCYPART_GRANDPAR
(12,3),(3,2),-0.0248835 # DEPENDENCYPART_GRANDPAR
(12,3),(3,4),-0.0435951 # DEPENDENCYPART_GRANDPAR
(12,3),(3,5),-0.401402 # DEPENDENCYPART_GRANDPAR
(12,3),(3,6),-0.182339 # DEPENDENCYPART_GRANDPAR
(12,4),(4,1),-0.0996607 # DEPENDENCYPART_GRANDPAR
(12,4),(4,2),-0.0248835 # DEPENDENCYPART_GRANDPAR
(12,4),(4,3),-0.255347 # DEPENDENCYPART_GRANDPAR
(12,4),(4,5),-0.401402 # DEPENDENCYPART_GRANDPAR
(12,4),(4,6),-0.182339 # DEPENDENCYPART_GRANDPAR
(12,5),(5,1),-0.0996607 # DEPENDENCYPART_GRANDPAR
(12,5),(5,2),-0.0248835 # DEPENDENCYPART_GRANDPAR
(12,5),(5,3),-0.255347 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),-0.128784 # DEPENDENCYPART_GRANDPAR
(12,5),(5,6),-0.182339 # DEPENDENCYPART_GRANDPAR
(12,5),(5,8),0.0188478 # DEPENDENCYPART_GRANDPAR
(12,5),(5,10),-0.162738 # DEPENDENCYPART_GRANDPAR
(12,5),(5,11),0.0545643 # DEPENDENCYPART_GRANDPAR
(12,5),(5,17),-0.536643 # DEPENDENCYPART_GRANDPAR
(12,6),(6,1),-0.0790924 # DEPENDENCYPART_GRANDPAR
(12,6),(6,2),-0.0185094 # DEPENDENCYPART_GRANDPAR
(12,6),(6,3),-0.234778 # DEPENDENCYPART_GRANDPAR
(12,6),(6,4),-0.108216 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),-0.466023 # DEPENDENCYPART_GRANDPAR
(12,6),(6,7),0.0885743 # DEPENDENCYPART_GRANDPAR
(12,6),(6,8),0.0208177 # DEPENDENCYPART_GRANDPAR
(12,6),(6,9),-0.357211 # DEPENDENCYPART_GRANDPAR
(12,6),(6,10),-0.161026 # DEPENDENCYPART_GRANDPAR
(12,6),(6,11),0.0533239 # DEPENDENCYPART_GRANDPAR
(12,6),(6,12),-0.514761 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,6),(6,14),-0.429194 # DEPENDENCYPART_GRANDPAR
(12,6),(6,17),-0.536643 # DEPENDENCYPART_GRANDPAR
(12,6),(6,18),-0.448901 # DEPENDENCYPART_GRANDPAR
(12,7),(7,1),-0.0683643 # DEPENDENCYPART_GRANDPAR
(12,7),(7,2),-0.0463637 # DEPENDENCYPART_GRANDPAR
(12,7),(7,3),-0.22405 # DEPENDENCYPART_GRANDPAR
(12,7),(7,4),-0.0974879 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),-0.455295 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-0.235044 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),0.0627029 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),-0.456903 # DEPENDENCYPART_GRANDPAR
(12,7),(7,10),-0.235717 # DEPENDENCYPART_GRANDPAR
(12,7),(7,11),-0.0655212 # DEPENDENCYPART_GRANDPAR
(12,7),(7,12),-0.634391 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,7),(7,13),-0.453151 # DEPENDENCYPART_GRANDPAR
(12,7),(7,14),-0.637782 # DEPENDENCYPART_GRANDPAR
(12,7),(7,16),-0.536622 # DEPENDENCYPART_GRANDPAR
(12,7),(7,17),-0.606126 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),-0.228818 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),-0.460062 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.241068 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),-0.337272 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),-0.186537 # DEPENDENCYPART_GRANDPAR
(12,8),(8,11),0.0438457 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-0.539654 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,3),-0.359358 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.149095 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),0.00313359 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.192542 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-0.558577 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,1),-0.140639 # DEPENDENCYPART_GRANDPAR
(12,10),(10,3),-0.296325 # DEPENDENCYPART_GRANDPAR
(12,10),(10,4),-0.169763 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-0.52757 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.307291 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.0888187 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.0534222 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.514483 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.0950219 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-0.606502 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.387896 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-0.569597 # DEPENDENCYPART_GRANDPAR
(12,10),(10,17),-0.603878 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.326119 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-0.514756 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,14),-0.429194 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.387213 # DEPENDENCYPART_GRANDPAR
(12,13),(13,14),-0.0725629 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-0.32312 # DEPENDENCYPART_GRANDPAR
(12,14),(14,4),-0.490078 # DEPENDENCYPART_GRANDPAR
(12,14),(14,6),-0.627672 # DEPENDENCYPART_GRANDPAR
(12,14),(14,7),-0.329417 # DEPENDENCYPART_GRANDPAR
(12,14),(14,9),-0.550495 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-0.365529 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.387954 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.319012 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),0.180888 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.0802488 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.261898 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.326884 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.180476 # DEPENDENCYPART_GRANDPAR
(12,15),(15,7),-0.451549 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),-0.384531 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-0.402728 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,14),-0.107979 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),-0.145191 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.331216 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-0.221802 # DEPENDENCYPART_GRANDPAR
(12,17),(17,1),-0.631032 # DEPENDENCYPART_GRANDPAR
(12,17),(17,4),-0.660155 # DEPENDENCYPART_GRANDPAR
(12,17),(17,5),-1.01796 # DEPENDENCYPART_GRANDPAR
(12,17),(17,6),-0.79768 # DEPENDENCYPART_GRANDPAR
(12,17),(17,7),-0.491534 # DEPENDENCYPART_GRANDPAR
(12,17),(17,9),-0.674445 # DEPENDENCYPART_GRANDPAR
(12,17),(17,10),-0.455826 # DEPENDENCYPART_GRANDPAR
(12,17),(17,11),-0.558099 # DEPENDENCYPART_GRANDPAR
(12,17),(17,12),-0.324625 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,17),(17,13),0.161705 # DEPENDENCYPART_GRANDPAR
(12,17),(17,14),-0.00793339 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),-0.0637184 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),-0.114725 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-0.182557 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.313457 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),-0.0482663 # DEPENDENCYPART_GRANDPAR
(13,11),(11,14),-0.688351 # DEPENDENCYPART_GRANDPAR
(13,14),(14,4),-1.77837 # DEPENDENCYPART_GRANDPAR
(13,14),(14,6),-1.74317 # DEPENDENCYPART_GRANDPAR
(13,14),(14,7),-1.02529 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-0.571878 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-0.503176 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.770725 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.392475 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.756848 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.0664578 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.265809 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.0968357 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),-0.335079 # DEPENDENCYPART_GRANDPAR
(13,17),(17,1),-2.51605 # DEPENDENCYPART_GRANDPAR
(13,17),(17,4),-1.80254 # DEPENDENCYPART_GRANDPAR
(13,17),(17,5),-1.62428 # DEPENDENCYPART_GRANDPAR
(13,17),(17,6),-1.76727 # DEPENDENCYPART_GRANDPAR
(13,17),(17,7),-1.05911 # DEPENDENCYPART_GRANDPAR
(13,17),(17,9),-0.618953 # DEPENDENCYPART_GRANDPAR
(13,17),(17,10),-0.47475 # DEPENDENCYPART_GRANDPAR
(13,17),(17,11),-0.794966 # DEPENDENCYPART_GRANDPAR
(13,17),(17,12),-0.36405 # DEPENDENCYPART_GRANDPAR
(13,17),(17,13),-0.886106 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,17),(17,14),-0.394636 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),0.00409421 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),-0.150739 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.297226 # DEPENDENCYPART_GRANDPAR
(14,4),(4,1),-0.83449 # DEPENDENCYPART_GRANDPAR
(14,4),(4,2),0.0680143 # DEPENDENCYPART_GRANDPAR
(14,4),(4,3),0.332357 # DEPENDENCYPART_GRANDPAR
(14,4),(4,5),0.0862013 # DEPENDENCYPART_GRANDPAR
(14,4),(4,6),-0.28461 # DEPENDENCYPART_GRANDPAR
(14,6),(6,1),-0.838087 # DEPENDENCYPART_GRANDPAR
(14,6),(6,2),0.0631165 # DEPENDENCYPART_GRANDPAR
(14,6),(6,3),0.328761 # DEPENDENCYPART_GRANDPAR
(14,6),(6,4),-0.0657635 # DEPENDENCYPART_GRANDPAR
(14,6),(6,5),-0.016046 # DEPENDENCYPART_GRANDPAR
(14,6),(6,7),0.0233237 # DEPENDENCYPART_GRANDPAR
(14,6),(6,8),-0.960429 # DEPENDENCYPART_GRANDPAR
(14,6),(6,9),2.93229e-05 # DEPENDENCYPART_GRANDPAR
(14,6),(6,10),0.254684 # DEPENDENCYPART_GRANDPAR
(14,6),(6,11),0.681833 # DEPENDENCYPART_GRANDPAR
(14,6),(6,12),0.334039 # DEPENDENCYPART_GRANDPAR
