# _root_ horren berri zuzena eta zehatza izateko asmoak bultzatuta , karrantzako_udaleko ordezkaritza bat langraizko kartzelan fernando_diezekin biltzen ahaleginduko da , eta horretarako egin dute eskaera .
#goldHeads=2,6,4,2,4,7,8,20,8,11,17,11,14,16,16,17,20,17,18,0,22,20,22,22,24,
#predictedHeads=2,6,4,2,4,7,8,17,8,11,17,11,14,16,16,17,20,17,18,0,22,20,22,22,24,
(4,2),(4,9),-0.0905143 # DEPENDENCYPART_SIBL
(4,2),(4,10),0.0549095 # DEPENDENCYPART_SIBL
(4,2),(4,11),0.0549095 # DEPENDENCYPART_SIBL
(4,2),(4,12),0.00174033 # DEPENDENCYPART_SIBL
(4,2),(4,14),0.0553355 # DEPENDENCYPART_SIBL
(4,2),(4,15),0.0549095 # DEPENDENCYPART_SIBL
(4,2),(4,16),-0.0759809 # DEPENDENCYPART_SIBL
(4,2),(4,17),-0.0834207 # DEPENDENCYPART_SIBL
(4,2),(4,20),-0.00410648 # DEPENDENCYPART_SIBL
(4,2),(4,22),-0.110958 # DEPENDENCYPART_SIBL
(4,2),(4,24),0.0436053 # DEPENDENCYPART_SIBL
(4,3),(4,5),0.256062 # DEPENDENCYPART_SIBL
(4,3),(4,6),-0.0271508 # DEPENDENCYPART_SIBL
(4,3),(4,7),0.000411986 # DEPENDENCYPART_SIBL
(4,3),(4,8),-0.0192498 # DEPENDENCYPART_SIBL
(4,3),(4,9),0.00121791 # DEPENDENCYPART_SIBL
(4,3),(4,10),0.000454203 # DEPENDENCYPART_SIBL
(4,3),(4,11),0.000454203 # DEPENDENCYPART_SIBL
(4,3),(4,12),0.1731 # DEPENDENCYPART_SIBL
(4,3),(4,14),0.000454203 # DEPENDENCYPART_SIBL
(4,3),(4,15),0.000454203 # DEPENDENCYPART_SIBL
(4,3),(4,16),-0.0233237 # DEPENDENCYPART_SIBL
(4,3),(4,17),-0.0192498 # DEPENDENCYPART_SIBL
(4,3),(4,20),0.0229748 # DEPENDENCYPART_SIBL
(4,3),(4,22),-0.0478284 # DEPENDENCYPART_SIBL
(4,3),(4,24),-0.00828401 # DEPENDENCYPART_SIBL
(4,5),(4,6),-0.18866 # DEPENDENCYPART_SIBL
(4,5),(4,7),-0.176723 # DEPENDENCYPART_SIBL
(4,5),(4,8),-0.186636 # DEPENDENCYPART_SIBL
(4,5),(4,9),-0.158983 # DEPENDENCYPART_SIBL
(4,5),(4,10),-0.176723 # DEPENDENCYPART_SIBL
(4,5),(4,11),-0.176723 # DEPENDENCYPART_SIBL
(4,5),(4,12),0.0191926 # DEPENDENCYPART_SIBL
(4,5),(4,14),-0.176723 # DEPENDENCYPART_SIBL
(4,5),(4,15),-0.176723 # DEPENDENCYPART_SIBL
(4,5),(4,16),-0.18697 # DEPENDENCYPART_SIBL
(4,5),(4,17),-0.186636 # DEPENDENCYPART_SIBL
(4,5),(4,20),-0.111334 # DEPENDENCYPART_SIBL
(4,5),(4,22),-0.173949 # DEPENDENCYPART_SIBL
(4,5),(4,24),-0.17769 # DEPENDENCYPART_SIBL
(4,6),(4,7),-0.103115 # DEPENDENCYPART_SIBL
(4,6),(4,8),-0.117287 # DEPENDENCYPART_SIBL
(4,6),(4,9),-0.0666506 # DEPENDENCYPART_SIBL
(4,6),(4,10),-0.103104 # DEPENDENCYPART_SIBL
(4,6),(4,11),-0.103104 # DEPENDENCYPART_SIBL
(4,6),(4,12),0.0162861 # DEPENDENCYPART_SIBL
(4,6),(4,14),-0.103104 # DEPENDENCYPART_SIBL
(4,6),(4,15),-0.103104 # DEPENDENCYPART_SIBL
(4,6),(4,16),-0.112524 # DEPENDENCYPART_SIBL
(4,6),(4,17),-0.117287 # DEPENDENCYPART_SIBL
(4,6),(4,20),-0.0125337 # DEPENDENCYPART_SIBL
(4,6),(4,22),-0.0773892 # DEPENDENCYPART_SIBL
(4,6),(4,24),-0.104068 # DEPENDENCYPART_SIBL
(4,7),(4,8),-0.147171 # DEPENDENCYPART_SIBL
(4,7),(4,9),-0.107775 # DEPENDENCYPART_SIBL
(4,7),(4,10),-0.218338 # DEPENDENCYPART_SIBL
(4,7),(4,11),-0.218338 # DEPENDENCYPART_SIBL
(4,7),(4,12),0.0435823 # DEPENDENCYPART_SIBL
(4,7),(4,14),-0.218338 # DEPENDENCYPART_SIBL
(4,7),(4,15),-0.218338 # DEPENDENCYPART_SIBL
(4,7),(4,16),-0.147507 # DEPENDENCYPART_SIBL
(4,7),(4,17),-0.147171 # DEPENDENCYPART_SIBL
(4,7),(4,20),-0.0323159 # DEPENDENCYPART_SIBL
(4,7),(4,22),-0.159697 # DEPENDENCYPART_SIBL
(4,7),(4,24),-0.225266 # DEPENDENCYPART_SIBL
(4,8),(4,9),-0.0666458 # DEPENDENCYPART_SIBL
(4,8),(4,10),-0.102556 # DEPENDENCYPART_SIBL
(4,8),(4,11),-0.102556 # DEPENDENCYPART_SIBL
(4,8),(4,12),0.0162861 # DEPENDENCYPART_SIBL
(4,8),(4,14),-0.102556 # DEPENDENCYPART_SIBL
(4,8),(4,15),-0.102556 # DEPENDENCYPART_SIBL
(4,8),(4,16),-0.112373 # DEPENDENCYPART_SIBL
(4,8),(4,17),-0.117136 # DEPENDENCYPART_SIBL
(4,8),(4,20),-0.0125337 # DEPENDENCYPART_SIBL
(4,8),(4,22),-0.0772379 # DEPENDENCYPART_SIBL
(4,8),(4,24),-0.10352 # DEPENDENCYPART_SIBL
(4,9),(4,10),-0.0273345 # DEPENDENCYPART_SIBL
(4,9),(4,11),-0.0273345 # DEPENDENCYPART_SIBL
(4,9),(4,12),0.00605891 # DEPENDENCYPART_SIBL
(4,9),(4,14),-0.0273345 # DEPENDENCYPART_SIBL
(4,9),(4,15),-0.0273345 # DEPENDENCYPART_SIBL
(4,9),(4,16),-0.0131793 # DEPENDENCYPART_SIBL
(4,9),(4,17),-0.0124629 # DEPENDENCYPART_SIBL
(4,9),(4,20),0.0168617 # DEPENDENCYPART_SIBL
(4,9),(4,22),-0.0180308 # DEPENDENCYPART_SIBL
(4,9),(4,24),-0.029239 # DEPENDENCYPART_SIBL
(4,10),(4,11),-0.217945 # DEPENDENCYPART_SIBL
(4,10),(4,12),0.0435823 # DEPENDENCYPART_SIBL
(4,10),(4,14),-0.217944 # DEPENDENCYPART_SIBL
(4,10),(4,15),-0.217944 # DEPENDENCYPART_SIBL
(4,10),(4,16),-0.146991 # DEPENDENCYPART_SIBL
(4,10),(4,17),-0.146655 # DEPENDENCYPART_SIBL
(4,10),(4,20),-0.0323024 # DEPENDENCYPART_SIBL
(4,10),(4,22),-0.159181 # DEPENDENCYPART_SIBL
(4,10),(4,24),-0.224873 # DEPENDENCYPART_SIBL
(4,11),(4,12),0.0435823 # DEPENDENCYPART_SIBL
(4,11),(4,14),-0.217701 # DEPENDENCYPART_SIBL
(4,11),(4,15),-0.217701 # DEPENDENCYPART_SIBL
(4,11),(4,16),-0.146991 # DEPENDENCYPART_SIBL
(4,11),(4,17),-0.146655 # DEPENDENCYPART_SIBL
(4,11),(4,20),-0.0323024 # DEPENDENCYPART_SIBL
(4,11),(4,22),-0.159181 # DEPENDENCYPART_SIBL
(4,11),(4,24),-0.224629 # DEPENDENCYPART_SIBL
(4,12),(4,14),-0.110384 # DEPENDENCYPART_SIBL
(4,12),(4,15),-0.110384 # DEPENDENCYPART_SIBL
(4,12),(4,16),-0.149587 # DEPENDENCYPART_SIBL
(4,12),(4,17),-0.149426 # DEPENDENCYPART_SIBL
(4,12),(4,20),-0.0246513 # DEPENDENCYPART_SIBL
(4,12),(4,22),-0.136466 # DEPENDENCYPART_SIBL
(4,12),(4,24),-0.111356 # DEPENDENCYPART_SIBL
(4,14),(4,15),-0.217701 # DEPENDENCYPART_SIBL
(4,14),(4,16),-0.146991 # DEPENDENCYPART_SIBL
(4,14),(4,17),-0.146655 # DEPENDENCYPART_SIBL
(4,14),(4,20),-0.0323024 # DEPENDENCYPART_SIBL
(4,14),(4,22),-0.159181 # DEPENDENCYPART_SIBL
(4,14),(4,24),-0.224629 # DEPENDENCYPART_SIBL
(4,15),(4,16),-0.146991 # DEPENDENCYPART_SIBL
(4,15),(4,17),-0.146655 # DEPENDENCYPART_SIBL
(4,15),(4,20),-0.0323024 # DEPENDENCYPART_SIBL
(4,15),(4,22),-0.159181 # DEPENDENCYPART_SIBL
(4,15),(4,24),-0.224629 # DEPENDENCYPART_SIBL
(4,16),(4,17),-0.122071 # DEPENDENCYPART_SIBL
(4,16),(4,20),-0.0131777 # DEPENDENCYPART_SIBL
(4,16),(4,22),-0.0821728 # DEPENDENCYPART_SIBL
(4,16),(4,24),-0.103574 # DEPENDENCYPART_SIBL
(4,17),(4,20),-0.0125337 # DEPENDENCYPART_SIBL
(4,17),(4,22),-0.0772379 # DEPENDENCYPART_SIBL
(4,17),(4,24),-0.10352 # DEPENDENCYPART_SIBL
(4,20),(4,22),-0.0793325 # DEPENDENCYPART_SIBL
(4,20),(4,24),-0.0650408 # DEPENDENCYPART_SIBL
(4,22),(4,24),-0.104512 # DEPENDENCYPART_SIBL
(6,1),(6,2),-0.0333621 # DEPENDENCYPART_SIBL
(6,1),(6,3),0.00163155 # DEPENDENCYPART_SIBL
(6,1),(6,4),0.0037926 # DEPENDENCYPART_SIBL
(6,1),(6,5),0.00229421 # DEPENDENCYPART_SIBL
(6,1),(6,7),-0.0165377 # DEPENDENCYPART_SIBL
(6,1),(6,8),-0.0242621 # DEPENDENCYPART_SIBL
(6,1),(6,9),-0.0150021 # DEPENDENCYPART_SIBL
(6,1),(6,13),-0.0149706 # DEPENDENCYPART_SIBL
(6,1),(6,16),-0.013448 # DEPENDENCYPART_SIBL
(6,1),(6,17),-0.0242621 # DEPENDENCYPART_SIBL
(6,1),(6,20),-0.0399812 # DEPENDENCYPART_SIBL
(6,1),(6,22),0.0100699 # DEPENDENCYPART_SIBL
(6,1),(6,24),-0.00703312 # DEPENDENCYPART_SIBL
(6,2),(6,3),-0.0269202 # DEPENDENCYPART_SIBL
(6,2),(6,4),-0.00337914 # DEPENDENCYPART_SIBL
(6,2),(6,5),-0.0195297 # DEPENDENCYPART_SIBL
(6,2),(6,7),-0.0409125 # DEPENDENCYPART_SIBL
(6,2),(6,8),-0.0323649 # DEPENDENCYPART_SIBL
(6,2),(6,9),-0.0321264 # DEPENDENCYPART_SIBL
(6,2),(6,13),-0.0393109 # DEPENDENCYPART_SIBL
(6,2),(6,16),-0.0168752 # DEPENDENCYPART_SIBL
(6,2),(6,17),-0.0323649 # DEPENDENCYPART_SIBL
(6,2),(6,20),-0.0400584 # DEPENDENCYPART_SIBL
(6,2),(6,22),0.0258721 # DEPENDENCYPART_SIBL
(6,2),(6,24),-0.0216482 # DEPENDENCYPART_SIBL
(6,3),(6,4),-0.0189107 # DEPENDENCYPART_SIBL
(6,3),(6,5),-0.0129895 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.0175897 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.00770873 # DEPENDENCYPART_SIBL
(6,3),(6,9),-0.0155949 # DEPENDENCYPART_SIBL
(6,3),(6,13),-0.0159388 # DEPENDENCYPART_SIBL
(6,3),(6,16),-0.00480111 # DEPENDENCYPART_SIBL
(6,3),(6,17),-0.00770873 # DEPENDENCYPART_SIBL
(6,3),(6,20),-0.0047958 # DEPENDENCYPART_SIBL
(6,3),(6,22),0.0224529 # DEPENDENCYPART_SIBL
(6,3),(6,24),-0.00748173 # DEPENDENCYPART_SIBL
(6,4),(6,5),-0.0351585 # DEPENDENCYPART_SIBL
(6,4),(6,7),0.00766934 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.012971 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.00130239 # DEPENDENCYPART_SIBL
(6,4),(6,13),0.00994506 # DEPENDENCYPART_SIBL
(6,4),(6,16),-0.0100286 # DEPENDENCYPART_SIBL
(6,4),(6,17),-0.012971 # DEPENDENCYPART_SIBL
(6,4),(6,20),0.00204488 # DEPENDENCYPART_SIBL
(6,4),(6,22),0.0309398 # DEPENDENCYPART_SIBL
(6,4),(6,24),0.0178117 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.016654 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.00627233 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.00605598 # DEPENDENCYPART_SIBL
(6,5),(6,13),-0.015003 # DEPENDENCYPART_SIBL
(6,5),(6,16),-0.00336471 # DEPENDENCYPART_SIBL
(6,5),(6,17),-0.00627233 # DEPENDENCYPART_SIBL
(6,5),(6,20),-0.00204451 # DEPENDENCYPART_SIBL
(6,5),(6,22),0.0238893 # DEPENDENCYPART_SIBL
(6,5),(6,24),-0.00654597 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.0175365 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.0299469 # DEPENDENCYPART_SIBL
(6,7),(6,13),-0.0175199 # DEPENDENCYPART_SIBL
(6,7),(6,16),-0.0145097 # DEPENDENCYPART_SIBL
(6,7),(6,17),-0.0175365 # DEPENDENCYPART_SIBL
(6,7),(6,20),-0.0189886 # DEPENDENCYPART_SIBL
(6,7),(6,22),-0.0211967 # DEPENDENCYPART_SIBL
(6,7),(6,24),-0.0263021 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.0488311 # DEPENDENCYPART_SIBL
(6,8),(6,13),-0.0461294 # DEPENDENCYPART_SIBL
(6,8),(6,16),-0.0140564 # DEPENDENCYPART_SIBL
(6,8),(6,17),-0.0223917 # DEPENDENCYPART_SIBL
(6,8),(6,20),-0.0413319 # DEPENDENCYPART_SIBL
(6,8),(6,22),-0.00329372 # DEPENDENCYPART_SIBL
(6,8),(6,24),-0.0458643 # DEPENDENCYPART_SIBL
(6,9),(6,13),-0.0973231 # DEPENDENCYPART_SIBL
(6,9),(6,16),-0.0361419 # DEPENDENCYPART_SIBL
(6,9),(6,17),-0.038407 # DEPENDENCYPART_SIBL
(6,9),(6,20),-0.046827 # DEPENDENCYPART_SIBL
(6,9),(6,22),-0.0389721 # DEPENDENCYPART_SIBL
(6,9),(6,24),-0.0979964 # DEPENDENCYPART_SIBL
(6,13),(6,16),-0.0123141 # DEPENDENCYPART_SIBL
(6,13),(6,17),-0.015341 # DEPENDENCYPART_SIBL
(6,13),(6,20),-0.017798 # DEPENDENCYPART_SIBL
(6,13),(6,22),-0.0190012 # DEPENDENCYPART_SIBL
(6,13),(6,24),-0.0238652 # DEPENDENCYPART_SIBL
(6,16),(6,17),-0.0273476 # DEPENDENCYPART_SIBL
(6,16),(6,20),-0.0419969 # DEPENDENCYPART_SIBL
(6,16),(6,22),-0.00824965 # DEPENDENCYPART_SIBL
(6,16),(6,24),-0.0459393 # DEPENDENCYPART_SIBL
(6,17),(6,20),-0.0413319 # DEPENDENCYPART_SIBL
(6,17),(6,22),-0.00329372 # DEPENDENCYPART_SIBL
(6,17),(6,24),-0.0458643 # DEPENDENCYPART_SIBL
(6,20),(6,22),-0.00805858 # DEPENDENCYPART_SIBL
(6,20),(6,24),0.0025731 # DEPENDENCYPART_SIBL
(6,22),(6,24),0.0106213 # DEPENDENCYPART_SIBL
(7,1),(7,2),0.0114031 # DEPENDENCYPART_SIBL
(7,1),(7,3),0.0272376 # DEPENDENCYPART_SIBL
(7,1),(7,4),0.041328 # DEPENDENCYPART_SIBL
(7,1),(7,5),0.027539 # DEPENDENCYPART_SIBL
(7,1),(7,6),-0.0201994 # DEPENDENCYPART_SIBL
(7,1),(7,8),-0.0562605 # DEPENDENCYPART_SIBL
(7,1),(7,9),-0.00293393 # DEPENDENCYPART_SIBL
(7,1),(7,12),-0.0134842 # DEPENDENCYPART_SIBL
(7,2),(7,3),-0.00143998 # DEPENDENCYPART_SIBL
(7,2),(7,4),0.02686 # DEPENDENCYPART_SIBL
(7,2),(7,5),0.00530446 # DEPENDENCYPART_SIBL
(7,2),(7,6),-0.0196412 # DEPENDENCYPART_SIBL
(7,2),(7,8),0.00533115 # DEPENDENCYPART_SIBL
(7,2),(7,9),0.0225183 # DEPENDENCYPART_SIBL
(7,2),(7,12),-0.0167193 # DEPENDENCYPART_SIBL
(7,3),(7,4),0.0127159 # DEPENDENCYPART_SIBL
(7,3),(7,5),-0.00204981 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.0655704 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.0200922 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.0301298 # DEPENDENCYPART_SIBL
(7,3),(7,12),0.0497736 # DEPENDENCYPART_SIBL
(7,4),(7,5),-0.043451 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.122004 # DEPENDENCYPART_SIBL
(7,4),(7,8),0.00368588 # DEPENDENCYPART_SIBL
(7,4),(7,9),0.051318 # DEPENDENCYPART_SIBL
(7,4),(7,12),0.118212 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.0655734 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.0198202 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.0215317 # DEPENDENCYPART_SIBL
(7,5),(7,12),0.0497715 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.0197045 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.00520397 # DEPENDENCYPART_SIBL
(7,6),(7,12),0.0182514 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0764692 # DEPENDENCYPART_SIBL
(7,8),(7,12),0.0881809 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.00897212 # DEPENDENCYPART_SIBL
(8,1),(8,2),-0.0236264 # DEPENDENCYPART_SIBL
(8,1),(8,3),-0.000408245 # DEPENDENCYPART_SIBL
(8,1),(8,4),0.00862529 # DEPENDENCYPART_SIBL
(8,1),(8,5),0.000254415 # DEPENDENCYPART_SIBL
(8,1),(8,6),-0.00306836 # DEPENDENCYPART_SIBL
(8,1),(8,7),-0.0273664 # DEPENDENCYPART_SIBL
(8,1),(8,9),-0.00737254 # DEPENDENCYPART_SIBL
(8,1),(8,10),-0.0125712 # DEPENDENCYPART_SIBL
(8,1),(8,11),-0.0125712 # DEPENDENCYPART_SIBL
(8,1),(8,12),0.00614123 # DEPENDENCYPART_SIBL
(8,1),(8,13),-0.0125712 # DEPENDENCYPART_SIBL
(8,1),(8,14),-0.0125712 # DEPENDENCYPART_SIBL
(8,1),(8,15),-0.0125712 # DEPENDENCYPART_SIBL
(8,1),(8,16),-0.00929786 # DEPENDENCYPART_SIBL
(8,1),(8,17),-0.020112 # DEPENDENCYPART_SIBL
(8,1),(8,18),-0.0397272 # DEPENDENCYPART_SIBL
(8,1),(8,20),-0.039977 # DEPENDENCYPART_SIBL
(8,1),(8,22),0.01422 # DEPENDENCYPART_SIBL
(8,1),(8,23),0.00731656 # DEPENDENCYPART_SIBL
(8,1),(8,24),-0.00463369 # DEPENDENCYPART_SIBL
(8,2),(8,3),-0.023896 # DEPENDENCYPART_SIBL
(8,2),(8,4),0.00959344 # DEPENDENCYPART_SIBL
(8,2),(8,5),-0.0165055 # DEPENDENCYPART_SIBL
(8,2),(8,6),-0.0118416 # DEPENDENCYPART_SIBL
(8,2),(8,7),-0.036347 # DEPENDENCYPART_SIBL
(8,2),(8,9),-0.00927982 # DEPENDENCYPART_SIBL
(8,2),(8,10),-0.0270978 # DEPENDENCYPART_SIBL
(8,2),(8,11),-0.0270978 # DEPENDENCYPART_SIBL
(8,2),(8,12),-0.0570097 # DEPENDENCYPART_SIBL
(8,2),(8,13),-0.0270978 # DEPENDENCYPART_SIBL
(8,2),(8,14),-0.0266717 # DEPENDENCYPART_SIBL
(8,2),(8,15),-0.0270978 # DEPENDENCYPART_SIBL
(8,2),(8,16),0.000144939 # DEPENDENCYPART_SIBL
(8,2),(8,17),-0.0153447 # DEPENDENCYPART_SIBL
(8,2),(8,18),0.00379186 # DEPENDENCYPART_SIBL
(8,2),(8,20),-0.0305401 # DEPENDENCYPART_SIBL
(8,2),(8,22),0.0428922 # DEPENDENCYPART_SIBL
(8,2),(8,23),-0.0335778 # DEPENDENCYPART_SIBL
(8,2),(8,24),-0.00943514 # DEPENDENCYPART_SIBL
(8,3),(8,4),-0.0133162 # DEPENDENCYPART_SIBL
(8,3),(8,5),-0.013556 # DEPENDENCYPART_SIBL
(8,3),(8,6),-0.00116412 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.00154903 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.00778783 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.0133329 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.0133329 # DEPENDENCYPART_SIBL
(8,3),(8,12),0.0304144 # DEPENDENCYPART_SIBL
(8,3),(8,13),-0.0133329 # DEPENDENCYPART_SIBL
(8,3),(8,14),-0.0133329 # DEPENDENCYPART_SIBL
(8,3),(8,15),-0.0133329 # DEPENDENCYPART_SIBL
(8,3),(8,16),-0.000326364 # DEPENDENCYPART_SIBL
(8,3),(8,17),-0.00323398 # DEPENDENCYPART_SIBL
(8,3),(8,18),0.05018 # DEPENDENCYPART_SIBL
(8,3),(8,20),-0.0046141 # DEPENDENCYPART_SIBL
(8,3),(8,22),0.0269277 # DEPENDENCYPART_SIBL
(8,3),(8,23),0.0972275 # DEPENDENCYPART_SIBL
(8,3),(8,24),-0.0048758 # DEPENDENCYPART_SIBL
(8,4),(8,5),-0.0565299 # DEPENDENCYPART_SIBL
(8,4),(8,6),-0.0379557 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.118495 # DEPENDENCYPART_SIBL
(8,4),(8,9),0.0109203 # DEPENDENCYPART_SIBL
(8,4),(8,10),0.0165859 # DEPENDENCYPART_SIBL
(8,4),(8,11),0.0165859 # DEPENDENCYPART_SIBL
(8,4),(8,12),0.00817121 # DEPENDENCYPART_SIBL
(8,4),(8,13),0.0165859 # DEPENDENCYPART_SIBL
(8,4),(8,14),0.0165859 # DEPENDENCYPART_SIBL
(8,4),(8,15),0.0165859 # DEPENDENCYPART_SIBL
(8,4),(8,16),-0.00293404 # DEPENDENCYPART_SIBL
(8,4),(8,17),-0.00587643 # DEPENDENCYPART_SIBL
(8,4),(8,18),0.0182213 # DEPENDENCYPART_SIBL
(8,4),(8,20),0.00499384 # DEPENDENCYPART_SIBL
(8,4),(8,22),0.0380343 # DEPENDENCYPART_SIBL
(8,4),(8,23),0.0691791 # DEPENDENCYPART_SIBL
(8,4),(8,24),0.0244525 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.00116872 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.00155363 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.00175106 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.0123971 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.0123971 # DEPENDENCYPART_SIBL
(8,5),(8,12),0.0313524 # DEPENDENCYPART_SIBL
(8,5),(8,13),-0.0123971 # DEPENDENCYPART_SIBL
(8,5),(8,14),-0.0123971 # DEPENDENCYPART_SIBL
(8,5),(8,15),-0.0123971 # DEPENDENCYPART_SIBL
(8,5),(8,16),0.00111004 # DEPENDENCYPART_SIBL
(8,5),(8,17),-0.00179758 # DEPENDENCYPART_SIBL
(8,5),(8,18),0.0516456 # DEPENDENCYPART_SIBL
(8,5),(8,20),-0.00186281 # DEPENDENCYPART_SIBL
(8,5),(8,22),0.0283641 # DEPENDENCYPART_SIBL
(8,5),(8,23),0.0986931 # DEPENDENCYPART_SIBL
(8,5),(8,24),-0.00394004 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.0146342 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.00811623 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.0466007 # DEPENDENCYPART_SIBL
(8,6),(8,11),0.0466007 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.0153956 # DEPENDENCYPART_SIBL
(8,6),(8,13),0.0466007 # DEPENDENCYPART_SIBL
(8,6),(8,14),0.0466007 # DEPENDENCYPART_SIBL
(8,6),(8,15),0.0466007 # DEPENDENCYPART_SIBL
(8,6),(8,16),0.0216538 # DEPENDENCYPART_SIBL
(8,6),(8,17),0.0192859 # DEPENDENCYPART_SIBL
(8,6),(8,18),0.117904 # DEPENDENCYPART_SIBL
(8,6),(8,20),0.0151385 # DEPENDENCYPART_SIBL
(8,6),(8,22),0.0360519 # DEPENDENCYPART_SIBL
(8,6),(8,23),0.12552 # DEPENDENCYPART_SIBL
(8,6),(8,24),0.0517446 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.00248394 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.021698 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.021698 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.05582 # DEPENDENCYPART_SIBL
(8,7),(8,13),-0.021698 # DEPENDENCYPART_SIBL
(8,7),(8,14),-0.0212719 # DEPENDENCYPART_SIBL
(8,7),(8,15),-0.021698 # DEPENDENCYPART_SIBL
(8,7),(8,16),0.00644707 # DEPENDENCYPART_SIBL
(8,7),(8,17),-0.00904261 # DEPENDENCYPART_SIBL
(8,7),(8,18),0.0130531 # DEPENDENCYPART_SIBL
(8,7),(8,20),-0.0253942 # DEPENDENCYPART_SIBL
(8,7),(8,22),0.0494244 # DEPENDENCYPART_SIBL
(8,7),(8,23),-0.0244479 # DEPENDENCYPART_SIBL
(8,7),(8,24),-0.00403529 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0970364 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0970364 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.0806291 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.0970364 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.0970364 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.0970364 # DEPENDENCYPART_SIBL
(8,9),(8,16),-0.0361419 # DEPENDENCYPART_SIBL
(8,9),(8,17),-0.038407 # DEPENDENCYPART_SIBL
(8,9),(8,18),-0.0892699 # DEPENDENCYPART_SIBL
(8,9),(8,20),-0.0468171 # DEPENDENCYPART_SIBL
(8,9),(8,22),-0.0389721 # DEPENDENCYPART_SIBL
(8,9),(8,23),-0.0973635 # DEPENDENCYPART_SIBL
(8,9),(8,24),-0.0977098 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.0149901 # DEPENDENCYPART_SIBL
(8,10),(8,12),0.0185579 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.0149896 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.0149899 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.0149896 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.012289 # DEPENDENCYPART_SIBL
(8,10),(8,17),-0.0153158 # DEPENDENCYPART_SIBL
(8,10),(8,18),-0.0207733 # DEPENDENCYPART_SIBL
(8,10),(8,20),-0.0177629 # DEPENDENCYPART_SIBL
(8,10),(8,22),-0.018976 # DEPENDENCYPART_SIBL
(8,10),(8,23),-0.0391639 # DEPENDENCYPART_SIBL
(8,10),(8,24),-0.0237718 # DEPENDENCYPART_SIBL
(8,11),(8,12),0.0185579 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.0147463 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.0147465 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.0147463 # DEPENDENCYPART_SIBL
(8,11),(8,16),-0.012289 # DEPENDENCYPART_SIBL
(8,11),(8,17),-0.0153158 # DEPENDENCYPART_SIBL
(8,11),(8,18),-0.0207733 # DEPENDENCYPART_SIBL
(8,11),(8,20),-0.0177629 # DEPENDENCYPART_SIBL
(8,11),(8,22),-0.018976 # DEPENDENCYPART_SIBL
