# _root_ ybarra eta gonzalezen_arabera , bbvak banku bakar bezala egingo du lan bere unitate eta negozio guztietan , " espainiako merkatuan jada ezagunenetakoa den marka bakarrarekin " .
#goldHeads=2,9,2,3,9,9,6,7,0,9,9,13,2,9,2,15,16,17,20,23,23,23,24,9,24,25,26,
#predictedHeads=2,9,2,3,9,9,6,7,0,9,9,13,14,9,14,15,16,17,20,23,23,0,24,9,24,25,26,
(2,9),(9,17),-0.446351 # DEPENDENCYPART_GRANDPAR
(2,9),(9,19),-0.398735 # DEPENDENCYPART_GRANDPAR
(2,9),(9,20),-0.382943 # DEPENDENCYPART_GRANDPAR
(2,9),(9,21),-0.697918 # DEPENDENCYPART_GRANDPAR
(2,9),(9,23),-0.941764 # DEPENDENCYPART_GRANDPAR
(2,9),(9,24),-0.28553 # DEPENDENCYPART_GRANDPAR
(2,11),(11,2),-0.310394 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,11),(11,4),-0.0525558 # DEPENDENCYPART_GRANDPAR
(2,11),(11,5),-0.140271 # DEPENDENCYPART_GRANDPAR
(2,11),(11,6),0.00345407 # DEPENDENCYPART_GRANDPAR
(2,11),(11,7),-0.0810271 # DEPENDENCYPART_GRANDPAR
(2,11),(11,8),-0.45634 # DEPENDENCYPART_GRANDPAR
(2,11),(11,9),0.121844 # DEPENDENCYPART_GRANDPAR
(2,11),(11,10),-0.415427 # DEPENDENCYPART_GRANDPAR
(2,11),(11,12),-0.278178 # DEPENDENCYPART_GRANDPAR
(2,11),(11,13),-0.306779 # DEPENDENCYPART_GRANDPAR
(2,11),(11,14),-0.213136 # DEPENDENCYPART_GRANDPAR
(2,11),(11,15),-0.347903 # DEPENDENCYPART_GRANDPAR
(2,11),(11,16),-0.279621 # DEPENDENCYPART_GRANDPAR
(2,11),(11,19),-0.52854 # DEPENDENCYPART_GRANDPAR
(2,11),(11,23),-0.977535 # DEPENDENCYPART_GRANDPAR
(2,13),(13,2),-0.307608 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,13),(13,5),-0.13676 # DEPENDENCYPART_GRANDPAR
(2,13),(13,6),0.00696534 # DEPENDENCYPART_GRANDPAR
(2,13),(13,7),-0.0804614 # DEPENDENCYPART_GRANDPAR
(2,13),(13,8),-0.454808 # DEPENDENCYPART_GRANDPAR
(2,13),(13,9),0.123193 # DEPENDENCYPART_GRANDPAR
(2,13),(13,11),-0.281844 # DEPENDENCYPART_GRANDPAR
(2,13),(13,12),-0.0622131 # DEPENDENCYPART_GRANDPAR
(2,13),(13,14),-0.204882 # DEPENDENCYPART_GRANDPAR
(2,13),(13,15),-0.322919 # DEPENDENCYPART_GRANDPAR
(2,13),(13,16),-0.257366 # DEPENDENCYPART_GRANDPAR
(2,13),(13,19),-0.503556 # DEPENDENCYPART_GRANDPAR
(2,13),(13,23),-0.964784 # DEPENDENCYPART_GRANDPAR
(2,14),(14,1),-0.189415 # DEPENDENCYPART_GRANDPAR
(2,14),(14,2),-0.486441 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,14),(14,3),-0.140108 # DEPENDENCYPART_GRANDPAR
(2,14),(14,5),-0.284813 # DEPENDENCYPART_GRANDPAR
(2,14),(14,6),-0.141429 # DEPENDENCYPART_GRANDPAR
(2,14),(14,8),-0.658799 # DEPENDENCYPART_GRANDPAR
(2,14),(14,9),-0.103723 # DEPENDENCYPART_GRANDPAR
(2,14),(14,10),-0.58093 # DEPENDENCYPART_GRANDPAR
(2,14),(14,11),-0.440738 # DEPENDENCYPART_GRANDPAR
(2,14),(14,12),-0.262128 # DEPENDENCYPART_GRANDPAR
(2,14),(14,13),-0.344659 # DEPENDENCYPART_GRANDPAR
(2,14),(14,15),-0.374184 # DEPENDENCYPART_GRANDPAR
(2,14),(14,16),-0.231086 # DEPENDENCYPART_GRANDPAR
(2,14),(14,17),-0.657957 # DEPENDENCYPART_GRANDPAR
(2,14),(14,20),-0.521531 # DEPENDENCYPART_GRANDPAR
(2,14),(14,23),-1.09153 # DEPENDENCYPART_GRANDPAR
(2,14),(14,24),-0.42555 # DEPENDENCYPART_GRANDPAR
(2,15),(15,2),-0.308366 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,15),(15,5),-0.140773 # DEPENDENCYPART_GRANDPAR
(2,15),(15,7),-0.0811759 # DEPENDENCYPART_GRANDPAR
(2,15),(15,12),-0.0629276 # DEPENDENCYPART_GRANDPAR
(2,15),(15,13),-0.200618 # DEPENDENCYPART_GRANDPAR
(2,15),(15,16),-0.257388 # DEPENDENCYPART_GRANDPAR
(2,15),(15,17),-0.472961 # DEPENDENCYPART_GRANDPAR
(2,15),(15,19),-0.503609 # DEPENDENCYPART_GRANDPAR
(2,15),(15,21),-0.874329 # DEPENDENCYPART_GRANDPAR
(2,15),(15,23),-0.964806 # DEPENDENCYPART_GRANDPAR
(2,15),(15,27),-1.48513 # DEPENDENCYPART_GRANDPAR
(2,20),(20,7),-0.0832659 # DEPENDENCYPART_GRANDPAR
(2,20),(20,8),-0.457613 # DEPENDENCYPART_GRANDPAR
(2,20),(20,11),-0.282939 # DEPENDENCYPART_GRANDPAR
(2,20),(20,13),-0.197701 # DEPENDENCYPART_GRANDPAR
(2,20),(20,14),-0.148962 # DEPENDENCYPART_GRANDPAR
(2,20),(20,15),-0.242167 # DEPENDENCYPART_GRANDPAR
(2,20),(20,17),-0.522557 # DEPENDENCYPART_GRANDPAR
(2,20),(20,19),-0.410032 # DEPENDENCYPART_GRANDPAR
(2,20),(20,21),-0.877918 # DEPENDENCYPART_GRANDPAR
(2,20),(20,23),-0.968395 # DEPENDENCYPART_GRANDPAR
(2,20),(20,24),-0.389397 # DEPENDENCYPART_GRANDPAR
(2,20),(20,25),-0.455634 # DEPENDENCYPART_GRANDPAR
(2,20),(20,27),-1.48697 # DEPENDENCYPART_GRANDPAR
(2,24),(24,7),-0.0804614 # DEPENDENCYPART_GRANDPAR
(2,24),(24,14),-0.146157 # DEPENDENCYPART_GRANDPAR
(2,24),(24,17),-0.512742 # DEPENDENCYPART_GRANDPAR
(2,24),(24,19),-0.408937 # DEPENDENCYPART_GRANDPAR
(2,24),(24,20),-0.389117 # DEPENDENCYPART_GRANDPAR
(2,24),(24,21),-0.803675 # DEPENDENCYPART_GRANDPAR
(2,24),(24,23),-0.888252 # DEPENDENCYPART_GRANDPAR
(2,24),(24,25),-0.452024 # DEPENDENCYPART_GRANDPAR
(2,24),(24,27),-1.48492 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.287607 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.39594 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-1.05334 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,7),-0.643157 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.555664 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-1.05579 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),0.0184877 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.099717 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.349035 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.396019 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-1.05796 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),0.0167642 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),-0.687654 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.665085 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.0328496 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.472772 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),-0.307273 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),-0.369217 # DEPENDENCYPART_GRANDPAR
(3,6),(6,12),-0.236878 # DEPENDENCYPART_GRANDPAR
(3,6),(6,13),-0.292055 # DEPENDENCYPART_GRANDPAR
(3,6),(6,14),-0.0508637 # DEPENDENCYPART_GRANDPAR
(3,6),(6,15),-0.328504 # DEPENDENCYPART_GRANDPAR
(3,6),(6,16),-0.330376 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),0.26916 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),0.073674 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),0.217422 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-0.512019 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.441525 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-0.464639 # DEPENDENCYPART_GRANDPAR
(4,2),(2,9),-0.458403 # DEPENDENCYPART_GRANDPAR
(4,2),(2,11),-0.523758 # DEPENDENCYPART_GRANDPAR
(4,2),(2,13),-0.512069 # DEPENDENCYPART_GRANDPAR
(4,2),(2,14),-0.435675 # DEPENDENCYPART_GRANDPAR
(4,2),(2,15),-0.53302 # DEPENDENCYPART_GRANDPAR
(4,2),(2,20),-0.447488 # DEPENDENCYPART_GRANDPAR
(4,2),(2,24),-0.443492 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-0.369238 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.323991 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.347119 # DEPENDENCYPART_GRANDPAR
(4,7),(7,5),-0.113432 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.136597 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.296254 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.132107 # DEPENDENCYPART_GRANDPAR
(4,9),(9,1),-0.29793 # DEPENDENCYPART_GRANDPAR
(4,9),(9,2),-0.308626 # DEPENDENCYPART_GRANDPAR
(4,9),(9,3),-0.200922 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-0.399168 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,5),-0.117826 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),-0.140625 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),-0.094335 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.335456 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),0.168465 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.229675 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.19626 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),-0.206985 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-0.269038 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),-0.230171 # DEPENDENCYPART_GRANDPAR
(4,9),(9,17),0.384439 # DEPENDENCYPART_GRANDPAR
(4,9),(9,19),-0.195549 # DEPENDENCYPART_GRANDPAR
(4,9),(9,20),-0.144583 # DEPENDENCYPART_GRANDPAR
(4,9),(9,21),-0.281733 # DEPENDENCYPART_GRANDPAR
(4,9),(9,23),0.0369685 # DEPENDENCYPART_GRANDPAR
(4,9),(9,24),-0.138408 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.158744 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.22669 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.403605 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.133248 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.17843 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.701396 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.99843 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.838685 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.430382 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.325302 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.998529 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.25209 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.803188 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.759819 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.0302587 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.55611 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.408533 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.267372 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.305215 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),-0.350354 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),0.0320103 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),-0.350078 # DEPENDENCYPART_GRANDPAR
(5,6),(6,16),-0.330837 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.151512 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.229774 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.132679 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.156247 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),-0.106791 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-0.804723 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,9),-0.746874 # DEPENDENCYPART_GRANDPAR
(6,2),(2,11),-0.74402 # DEPENDENCYPART_GRANDPAR
(6,2),(2,13),-0.691695 # DEPENDENCYPART_GRANDPAR
(6,2),(2,14),-0.449528 # DEPENDENCYPART_GRANDPAR
(6,2),(2,15),-0.781631 # DEPENDENCYPART_GRANDPAR
(6,2),(2,20),-0.666287 # DEPENDENCYPART_GRANDPAR
(6,2),(2,24),-0.741661 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.205691 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.125624 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-0.774778 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,1),-0.403164 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.0539015 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.280284 # DEPENDENCYPART_GRANDPAR
(6,4),(4,7),-0.363649 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.721067 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.253696 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.0432608 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-0.774778 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,5),-0.511914 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.401489 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.0863424 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.397979 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.393687 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,9),-0.446209 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.417248 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.368645 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.284613 # DEPENDENCYPART_GRANDPAR
(6,8),(8,21),-0.0684128 # DEPENDENCYPART_GRANDPAR
(6,9),(9,1),-0.718099 # DEPENDENCYPART_GRANDPAR
(6,9),(9,2),-0.234205 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-0.595219 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-0.374204 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.569331 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.454407 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),-0.0648645 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),-0.177719 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.432765 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.27127 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.311297 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.212778 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.272809 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.30488 # DEPENDENCYPART_GRANDPAR
(6,9),(9,17),-0.21374 # DEPENDENCYPART_GRANDPAR
(6,9),(9,19),-0.241076 # DEPENDENCYPART_GRANDPAR
(6,9),(9,20),-0.189656 # DEPENDENCYPART_GRANDPAR
(6,9),(9,21),-0.0625712 # DEPENDENCYPART_GRANDPAR
(6,9),(9,23),-0.106382 # DEPENDENCYPART_GRANDPAR
(6,9),(9,24),-0.262744 # DEPENDENCYPART_GRANDPAR
(6,10),(10,1),-0.674434 # DEPENDENCYPART_GRANDPAR
(6,10),(10,2),-0.176642 # DEPENDENCYPART_GRANDPAR
(6,10),(10,3),-0.551554 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),-0.139993 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.357416 # DEPENDENCYPART_GRANDPAR
(6,11),(11,2),-0.199633 # DEPENDENCYPART_GRANDPAR
(6,11),(11,4),-0.298623 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),-0.551338 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-0.342278 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),0.0523914 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),-0.0888705 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),-0.201085 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.312616 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.340232 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.368243 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.315458 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),-0.450665 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),-0.205788 # DEPENDENCYPART_GRANDPAR
(6,11),(11,19),-0.403756 # DEPENDENCYPART_GRANDPAR
(6,11),(11,23),-0.155909 # DEPENDENCYPART_GRANDPAR
(6,13),(13,2),-0.199401 # DEPENDENCYPART_GRANDPAR
(6,13),(13,5),-0.551194 # DEPENDENCYPART_GRANDPAR
(6,13),(13,6),-0.349196 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,13),(13,7),0.0448651 # DEPENDENCYPART_GRANDPAR
(6,13),(13,8),-0.0937625 # DEPENDENCYPART_GRANDPAR
(6,13),(13,9),-0.206225 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),-0.280914 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),-0.221867 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),-0.300534 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),-0.42077 # DEPENDENCYPART_GRANDPAR
(6,13),(13,16),-0.169522 # DEPENDENCYPART_GRANDPAR
(6,13),(13,19),-0.373861 # DEPENDENCYPART_GRANDPAR
(6,13),(13,23),-0.132425 # DEPENDENCYPART_GRANDPAR
(6,14),(14,1),-0.729922 # DEPENDENCYPART_GRANDPAR
(6,14),(14,2),-0.162158 # DEPENDENCYPART_GRANDPAR
(6,14),(14,3),-0.607042 # DEPENDENCYPART_GRANDPAR
(6,14),(14,5),-0.581154 # DEPENDENCYPART_GRANDPAR
(6,14),(14,6),-0.330707 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,14),(14,8),-0.147649 # DEPENDENCYPART_GRANDPAR
(6,14),(14,9),-0.226183 # DEPENDENCYPART_GRANDPAR
(6,14),(14,10),-0.328918 # DEPENDENCYPART_GRANDPAR
(6,14),(14,11),-0.272744 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),-0.295694 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),-0.217332 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),-0.282178 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),-0.0602293 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),-0.308981 # DEPENDENCYPART_GRANDPAR
(6,14),(14,20),-0.167082 # DEPENDENCYPART_GRANDPAR
(6,14),(14,23),-0.131735 # DEPENDENCYPART_GRANDPAR
(6,14),(14,24),-0.241512 # DEPENDENCYPART_GRANDPAR
(6,15),(15,2),-0.199401 # DEPENDENCYPART_GRANDPAR
(6,15),(15,5),-0.551194 # DEPENDENCYPART_GRANDPAR
(6,15),(15,7),0.0448604 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),-0.221871 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),-0.238753 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),-0.169615 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),-0.219962 # DEPENDENCYPART_GRANDPAR
(6,15),(15,19),-0.373981 # DEPENDENCYPART_GRANDPAR
(6,15),(15,21),-0.17192 # DEPENDENCYPART_GRANDPAR
(6,15),(15,23),-0.132518 # DEPENDENCYPART_GRANDPAR
(6,15),(15,27),-0.52211 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),-0.376278 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),-0.0928394 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.141059 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.056815 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),0.116864 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.242166 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.130858 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.141158 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.0573727 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.477453 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.20536 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.28315 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.0601668 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.360729 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.549097 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-0.566582 # DEPENDENCYPART_GRANDPAR
(7,6),(6,13),-0.499422 # DEPENDENCYPART_GRANDPAR
(7,6),(6,14),-0.325332 # DEPENDENCYPART_GRANDPAR
(7,6),(6,15),-0.522043 # DEPENDENCYPART_GRANDPAR
(7,6),(6,16),-0.554475 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.145205 # DEPENDENCYPART_GRANDPAR
(7,8),(8,9),0.141128 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.379248 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.329564 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.111801 # DEPENDENCYPART_GRANDPAR
(7,8),(8,21),-0.178825 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-0.511506 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-0.355586 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-0.410497 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.338961 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.746792 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.225063 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.921345 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),-0.0979397 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.131216 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.280844 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.328648 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.222127 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.114096 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.247147 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),0.0730815 # DEPENDENCYPART_GRANDPAR
(7,9),(9,19),-0.340459 # DEPENDENCYPART_GRANDPAR
(7,9),(9,20),-0.23772 # DEPENDENCYPART_GRANDPAR
(7,9),(9,21),-0.156122 # DEPENDENCYPART_GRANDPAR
(7,9),(9,23),-0.134861 # DEPENDENCYPART_GRANDPAR
(7,9),(9,24),-0.232111 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.251424 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.151674 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.21081 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.171743 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.125073 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),0.0837834 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-0.737225 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.421378 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.585976 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.504412 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-0.492807 # DEPENDENCYPART_GRANDPAR
(8,6),(6,13),-0.549888 # DEPENDENCYPART_GRANDPAR
(8,6),(6,14),-0.421854 # DEPENDENCYPART_GRANDPAR
(8,6),(6,15),-0.536912 # DEPENDENCYPART_GRANDPAR
(8,6),(6,16),-0.554216 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-0.509869 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-0.373574 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-0.469256 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.428941 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.383518 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.370442 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.289672 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.549452 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.413768 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.310746 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.298923 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.347188 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.253121 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.336383 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),-0.0788612 # DEPENDENCYPART_GRANDPAR
(8,9),(9,19),-0.348399 # DEPENDENCYPART_GRANDPAR
(8,9),(9,20),-0.385698 # DEPENDENCYPART_GRANDPAR
(8,9),(9,21),-0.320456 # DEPENDENCYPART_GRANDPAR
(8,9),(9,23),-0.146171 # DEPENDENCYPART_GRANDPAR
(8,9),(9,24),-0.401284 # DEPENDENCYPART_GRANDPAR
(8,11),(11,2),-0.343518 # DEPENDENCYPART_GRANDPAR
(8,11),(11,4),-0.370984 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-0.324107 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-0.311047 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.274535 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.453578 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),-0.0844747 # DEPENDENCYPART_GRANDPAR
