# _root_ jarritako helburuetan lan_egiteko , hamabost kidek osatutako batzorde iraunkorra izendatu zen , eta horiek bost lan batzordetan lan_egin dute ordutik_hona .
#goldHeads=2,3,10,3,6,7,8,10,8,13,10,11,0,16,17,18,16,13,18,18,20,
#predictedHeads=2,3,10,3,6,7,8,10,8,13,10,11,0,18,16,17,18,13,18,18,20,
(6,7),(7,18),-0.543373 # DEPENDENCYPART_GRANDPAR
(6,7),(7,19),-0.307266 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-0.359374 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.50565 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.316687 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.10516 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.323887 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),-0.168557 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.152116 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.376223 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.490219 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.105278 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),-0.354919 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),-0.229004 # DEPENDENCYPART_GRANDPAR
(6,8),(8,17),-0.272433 # DEPENDENCYPART_GRANDPAR
(6,8),(8,18),-0.53369 # DEPENDENCYPART_GRANDPAR
(6,9),(9,2),-0.625134 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.39015 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),-0.280648 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),-0.160932 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.339029 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.093624 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),-0.173337 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),-0.0969213 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.0826542 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.0944548 # DEPENDENCYPART_GRANDPAR
(6,11),(11,19),-0.327935 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),-0.190687 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),-0.243508 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),-0.269626 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.0384381 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.281666 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),-0.298352 # DEPENDENCYPART_GRANDPAR
(7,1),(1,5),-0.20707 # DEPENDENCYPART_GRANDPAR
(7,1),(1,6),0.0886303 # DEPENDENCYPART_GRANDPAR
(7,1),(1,9),-0.886204 # DEPENDENCYPART_GRANDPAR
(7,1),(1,11),-0.651252 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.199567 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.100432 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),-0.322597 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),-0.0401748 # DEPENDENCYPART_GRANDPAR
(7,2),(2,15),-0.526548 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.294197 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.000966855 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.298815 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),0.0901882 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-0.836091 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,8),-0.295398 # DEPENDENCYPART_GRANDPAR
(7,3),(3,10),-0.421694 # DEPENDENCYPART_GRANDPAR
(7,3),(3,11),-0.651297 # DEPENDENCYPART_GRANDPAR
(7,3),(3,13),-0.45133 # DEPENDENCYPART_GRANDPAR
(7,3),(3,18),-0.543033 # DEPENDENCYPART_GRANDPAR
(7,3),(3,19),-1.10668 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.303399 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.00968046 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.27563 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.0833769 # DEPENDENCYPART_GRANDPAR
(7,4),(4,18),-0.564074 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.0233105 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.0772866 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),0.104121 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.202123 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.00315787 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.176916 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.223828 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.121368 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-0.747338 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.143294 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.798457 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.508903 # DEPENDENCYPART_GRANDPAR
(7,6),(6,15),-0.526869 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-0.386035 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.35509 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.398495 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.382759 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.0767814 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.477419 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.45726 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.140903 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.414227 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.21146 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.238868 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),-0.20553 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),-0.472396 # DEPENDENCYPART_GRANDPAR
(7,8),(8,18),-0.265968 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-0.318947 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.189447 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.572821 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.0477874 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.171841 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.0167936 # DEPENDENCYPART_GRANDPAR
(7,10),(10,1),-0.474213 # DEPENDENCYPART_GRANDPAR
(7,10),(10,2),-0.358061 # DEPENDENCYPART_GRANDPAR
(7,10),(10,3),-0.444227 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),-0.543578 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-0.431919 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.228797 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.677165 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),0.0235589 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),-0.59354 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.337455 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.149679 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.248606 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.34323 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.256738 # DEPENDENCYPART_GRANDPAR
(7,10),(10,17),-0.481192 # DEPENDENCYPART_GRANDPAR
(7,10),(10,18),-0.365694 # DEPENDENCYPART_GRANDPAR
(7,10),(10,19),-0.792164 # DEPENDENCYPART_GRANDPAR
(7,10),(10,20),-0.278442 # DEPENDENCYPART_GRANDPAR
(7,11),(11,8),0.0174913 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),-0.588756 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.141574 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.324085 # DEPENDENCYPART_GRANDPAR
(7,11),(11,19),-0.919361 # DEPENDENCYPART_GRANDPAR
(7,12),(12,7),-0.327478 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,12),(12,11),-0.345535 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.252935 # DEPENDENCYPART_GRANDPAR
(7,12),(12,18),-0.37556 # DEPENDENCYPART_GRANDPAR
(7,16),(16,8),0.0480259 # DEPENDENCYPART_GRANDPAR
(7,16),(16,9),-0.474696 # DEPENDENCYPART_GRANDPAR
(7,16),(16,10),-0.0850591 # DEPENDENCYPART_GRANDPAR
(7,16),(16,12),-0.228122 # DEPENDENCYPART_GRANDPAR
(7,16),(16,13),-0.188034 # DEPENDENCYPART_GRANDPAR
(7,16),(16,14),-0.41476 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),-0.221066 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),-0.506592 # DEPENDENCYPART_GRANDPAR
(7,16),(16,18),-0.286768 # DEPENDENCYPART_GRANDPAR
(7,16),(16,19),-0.881835 # DEPENDENCYPART_GRANDPAR
(7,16),(16,20),-0.343401 # DEPENDENCYPART_GRANDPAR
(7,16),(16,21),-0.289342 # DEPENDENCYPART_GRANDPAR
(7,17),(17,7),-0.491213 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,17),(17,8),0.0640305 # DEPENDENCYPART_GRANDPAR
(7,17),(17,9),-0.466127 # DEPENDENCYPART_GRANDPAR
(7,17),(17,10),-0.0768533 # DEPENDENCYPART_GRANDPAR
(7,17),(17,12),-0.217328 # DEPENDENCYPART_GRANDPAR
(7,17),(17,13),-0.179401 # DEPENDENCYPART_GRANDPAR
(7,17),(17,14),-0.398696 # DEPENDENCYPART_GRANDPAR
(7,17),(17,15),-0.205002 # DEPENDENCYPART_GRANDPAR
(7,17),(17,16),-0.240849 # DEPENDENCYPART_GRANDPAR
(7,17),(17,18),-0.277682 # DEPENDENCYPART_GRANDPAR
(7,17),(17,19),-0.874956 # DEPENDENCYPART_GRANDPAR
(7,17),(17,20),-0.336214 # DEPENDENCYPART_GRANDPAR
(7,17),(17,21),-0.281748 # DEPENDENCYPART_GRANDPAR
(7,18),(18,2),-0.322966 # DEPENDENCYPART_GRANDPAR
(7,18),(18,5),-0.414294 # DEPENDENCYPART_GRANDPAR
(7,18),(18,6),-0.193702 # DEPENDENCYPART_GRANDPAR
(7,18),(18,7),-0.681233 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,18),(18,8),0.0178736 # DEPENDENCYPART_GRANDPAR
(7,18),(18,10),-0.266305 # DEPENDENCYPART_GRANDPAR
(7,18),(18,11),-0.30628 # DEPENDENCYPART_GRANDPAR
(7,18),(18,13),-0.271604 # DEPENDENCYPART_GRANDPAR
(7,18),(18,14),-0.60465 # DEPENDENCYPART_GRANDPAR
(7,18),(18,15),-0.361143 # DEPENDENCYPART_GRANDPAR
(7,18),(18,16),-0.30985 # DEPENDENCYPART_GRANDPAR
(7,18),(18,17),-0.530077 # DEPENDENCYPART_GRANDPAR
(7,18),(18,19),-0.801605 # DEPENDENCYPART_GRANDPAR
(7,18),(18,20),-0.287618 # DEPENDENCYPART_GRANDPAR
(7,19),(19,16),-0.290635 # DEPENDENCYPART_GRANDPAR
(7,19),(19,17),-0.515046 # DEPENDENCYPART_GRANDPAR
(7,19),(19,20),-0.370247 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-0.472047 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),0.125428 # DEPENDENCYPART_GRANDPAR
(8,1),(1,4),-0.116962 # DEPENDENCYPART_GRANDPAR
(8,1),(1,5),0.035952 # DEPENDENCYPART_GRANDPAR
(8,1),(1,6),-0.0481573 # DEPENDENCYPART_GRANDPAR
(8,1),(1,9),-0.362193 # DEPENDENCYPART_GRANDPAR
(8,1),(1,11),-0.523594 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.0545587 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.294202 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.116618 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),-0.0418095 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),0.283745 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-0.735924 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,10),-0.674867 # DEPENDENCYPART_GRANDPAR
(8,3),(3,11),-0.530818 # DEPENDENCYPART_GRANDPAR
(8,3),(3,13),-0.341877 # DEPENDENCYPART_GRANDPAR
(8,3),(3,18),-0.663406 # DEPENDENCYPART_GRANDPAR
(8,3),(3,19),-0.509939 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.136892 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.483661 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.0640615 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),0.0630931 # DEPENDENCYPART_GRANDPAR
(8,4),(4,18),-0.635894 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.448694 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),0.155783 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),0.01558 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.0492374 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.456906 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),0.0232985 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),0.0335649 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),0.000719948 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),0.417313 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-0.715878 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.359331 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.509874 # DEPENDENCYPART_GRANDPAR
(8,6),(6,15),-0.503886 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.0452376 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.269872 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),0.0271247 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),0.0552452 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),0.0450537 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),0.161465 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-0.735577 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.369416 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.674867 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.530818 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.3164 # DEPENDENCYPART_GRANDPAR
(8,7),(7,16),-0.481183 # DEPENDENCYPART_GRANDPAR
(8,7),(7,17),-0.386762 # DEPENDENCYPART_GRANDPAR
(8,7),(7,18),-0.663406 # DEPENDENCYPART_GRANDPAR
(8,7),(7,19),-0.509939 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-0.755555 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.32648 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.0492792 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.346802 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.319255 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),0.0529644 # DEPENDENCYPART_GRANDPAR
(8,10),(10,1),-0.360988 # DEPENDENCYPART_GRANDPAR
(8,10),(10,2),-0.809126 # DEPENDENCYPART_GRANDPAR
(8,10),(10,3),-0.290008 # DEPENDENCYPART_GRANDPAR
(8,10),(10,4),-0.299832 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-0.216299 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.380169 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.126663 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.391599 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),-0.0191589 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.321457 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),0.0317378 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.0958919 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.213363 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),0.0398106 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),0.140399 # DEPENDENCYPART_GRANDPAR
(8,10),(10,18),-0.356093 # DEPENDENCYPART_GRANDPAR
(8,10),(10,19),-0.296643 # DEPENDENCYPART_GRANDPAR
(8,10),(10,20),-0.0453327 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.359218 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),-0.0227606 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),0.0668368 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.122114 # DEPENDENCYPART_GRANDPAR
(8,11),(11,19),-0.323906 # DEPENDENCYPART_GRANDPAR
(8,13),(13,1),-0.358975 # DEPENDENCYPART_GRANDPAR
(8,13),(13,3),-0.286941 # DEPENDENCYPART_GRANDPAR
(8,13),(13,5),-0.203165 # DEPENDENCYPART_GRANDPAR
(8,13),(13,6),-0.389694 # DEPENDENCYPART_GRANDPAR
(8,13),(13,7),-0.124648 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-0.27936 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,9),0.0577765 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),-0.143981 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),-0.260009 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.0962625 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),0.0411621 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.14073 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),0.0251022 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),0.109615 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),-0.28732 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),0.0478846 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-0.119021 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),-0.0280074 # DEPENDENCYPART_GRANDPAR
(8,16),(16,8),-0.288461 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,16),(16,9),0.09181 # DEPENDENCYPART_GRANDPAR
(8,16),(16,10),-0.125689 # DEPENDENCYPART_GRANDPAR
(8,16),(16,12),-0.146272 # DEPENDENCYPART_GRANDPAR
(8,16),(16,13),0.0472128 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),0.0921624 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),-0.137873 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),-0.0643964 # DEPENDENCYPART_GRANDPAR
(8,16),(16,18),-0.363235 # DEPENDENCYPART_GRANDPAR
(8,16),(16,19),-0.418238 # DEPENDENCYPART_GRANDPAR
(8,16),(16,20),-0.181624 # DEPENDENCYPART_GRANDPAR
(8,16),(16,21),-0.273429 # DEPENDENCYPART_GRANDPAR
(8,17),(17,7),-0.0754375 # DEPENDENCYPART_GRANDPAR
(8,17),(17,8),-0.295378 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,17),(17,9),0.0842836 # DEPENDENCYPART_GRANDPAR
(8,17),(17,10),-0.13083 # DEPENDENCYPART_GRANDPAR
(8,17),(17,12),-0.149443 # DEPENDENCYPART_GRANDPAR
(8,17),(17,13),0.0426139 # DEPENDENCYPART_GRANDPAR
(8,17),(17,14),0.0947017 # DEPENDENCYPART_GRANDPAR
(8,17),(17,15),-0.135334 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),-0.0284703 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),-0.353697 # DEPENDENCYPART_GRANDPAR
(8,17),(17,19),-0.404377 # DEPENDENCYPART_GRANDPAR
(8,17),(17,20),-0.167462 # DEPENDENCYPART_GRANDPAR
(8,17),(17,21),-0.259102 # DEPENDENCYPART_GRANDPAR
(8,18),(18,2),-0.799931 # DEPENDENCYPART_GRANDPAR
(8,18),(18,5),-0.216115 # DEPENDENCYPART_GRANDPAR
(8,18),(18,6),-0.370975 # DEPENDENCYPART_GRANDPAR
(8,18),(18,7),-0.122979 # DEPENDENCYPART_GRANDPAR
(8,18),(18,8),-0.394175 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,18),(18,10),-0.266394 # DEPENDENCYPART_GRANDPAR
(8,18),(18,11),-0.0204082 # DEPENDENCYPART_GRANDPAR
(8,18),(18,13),0.0413318 # DEPENDENCYPART_GRANDPAR
(8,18),(18,14),-0.0223417 # DEPENDENCYPART_GRANDPAR
(8,18),(18,15),-0.230947 # DEPENDENCYPART_GRANDPAR
(8,18),(18,16),-0.150449 # DEPENDENCYPART_GRANDPAR
(8,18),(18,17),-0.0499654 # DEPENDENCYPART_GRANDPAR
(8,18),(18,19),-0.300063 # DEPENDENCYPART_GRANDPAR
(8,18),(18,20),-0.0489383 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.449245 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),0.24649 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),-0.222134 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),-0.277234 # DEPENDENCYPART_GRANDPAR
(9,2),(2,15),-0.480902 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.449983 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.43591 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),0.13986 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.112594 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.397511 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.239399 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),0.00524554 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-1.3451 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,11),-0.554834 # DEPENDENCYPART_GRANDPAR
(9,6),(6,15),-0.481009 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-0.462589 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.380738 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),0.127445 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.125459 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.382076 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.150489 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),0.0086771 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.34563 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.479642 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-0.555966 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-0.156546 # DEPENDENCYPART_GRANDPAR
(9,7),(7,16),-0.498939 # DEPENDENCYPART_GRANDPAR
(9,7),(7,17),-0.766933 # DEPENDENCYPART_GRANDPAR
(9,7),(7,18),-0.442775 # DEPENDENCYPART_GRANDPAR
(9,7),(7,19),-0.339433 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),-0.449862 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),0.139981 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.120216 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.397516 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.208188 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.335897 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.3451 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.450687 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.554834 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.38953 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),-0.480902 # DEPENDENCYPART_GRANDPAR
(9,8),(8,16),-0.454744 # DEPENDENCYPART_GRANDPAR
(9,8),(8,17),-0.722738 # DEPENDENCYPART_GRANDPAR
(9,8),(8,18),-0.413819 # DEPENDENCYPART_GRANDPAR
(9,10),(10,1),-0.689546 # DEPENDENCYPART_GRANDPAR
(9,10),(10,2),-0.704883 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-0.0988026 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-0.399002 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-0.594969 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.477112 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.584382 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.338745 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-1.06619 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.32176 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),0.116993 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.180561 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.231665 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.178934 # DEPENDENCYPART_GRANDPAR
(9,10),(10,17),-0.437886 # DEPENDENCYPART_GRANDPAR
(9,10),(10,18),-0.217424 # DEPENDENCYPART_GRANDPAR
(9,10),(10,19),-0.0971439 # DEPENDENCYPART_GRANDPAR
(9,10),(10,20),-0.103354 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-0.583645 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),-0.346964 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.192698 # DEPENDENCYPART_GRANDPAR
(9,12),(12,18),-0.259241 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),-0.0280488 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),0.0544209 # DEPENDENCYPART_GRANDPAR
(10,1),(1,4),-0.0129793 # DEPENDENCYPART_GRANDPAR
(10,1),(1,5),0.062769 # DEPENDENCYPART_GRANDPAR
(10,1),(1,6),0.104452 # DEPENDENCYPART_GRANDPAR
(10,1),(1,9),0.414848 # DEPENDENCYPART_GRANDPAR
(10,1),(1,11),-0.542842 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),0.147119 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),0.236509 # DEPENDENCYPART_GRANDPAR
(10,2),(2,4),-0.0363709 # DEPENDENCYPART_GRANDPAR
(10,2),(2,5),0.230525 # DEPENDENCYPART_GRANDPAR
(10,2),(2,15),-0.251434 # DEPENDENCYPART_GRANDPAR
