# _root_ ildo horretan , ppk eta pse-eek ere " joko bikoitza " egiten dutela esan du , eta euren testua ehren babesa lortzeko aldatzea leporatu die .
#goldHeads=14,1,2,5,12,5,0,7,12,9,10,14,12,17,14,15,0,19,23,21,22,23,24,17,24,25,
#predictedHeads=14,1,2,5,12,5,0,7,12,9,10,14,12,17,14,15,0,19,24,21,22,23,24,17,24,25,
(0,23),(0,25),0.00458774 # DEPENDENCYPART_SIBL
(0,23),(0,26),-0.0693335 # DEPENDENCYPART_SIBL
(0,24),(0,25),-0.00550962 # DEPENDENCYPART_SIBL
(0,24),(0,26),-0.0740547 # DEPENDENCYPART_SIBL
(0,25),(0,26),-0.0816248 # DEPENDENCYPART_SIBL
(1,2),(1,3),-0.168752 # DEPENDENCYPART_SIBL
(1,2),(1,4),-0.0292072 # DEPENDENCYPART_SIBL
(1,3),(1,4),-0.0527053 # DEPENDENCYPART_SIBL
(4,1),(4,3),-0.0296834 # DEPENDENCYPART_SIBL
(4,1),(4,6),-0.0155696 # DEPENDENCYPART_SIBL
(4,3),(4,6),-0.0677673 # DEPENDENCYPART_SIBL
(5,1),(5,2),-0.0296506 # DEPENDENCYPART_SIBL
(5,1),(5,3),-0.0507907 # DEPENDENCYPART_SIBL
(5,1),(5,4),-0.0190252 # DEPENDENCYPART_SIBL
(5,1),(5,6),0.0452243 # DEPENDENCYPART_SIBL
(5,1),(5,7),0.0559161 # DEPENDENCYPART_SIBL
(5,1),(5,9),0.0383601 # DEPENDENCYPART_SIBL
(5,1),(5,12),-0.0701489 # DEPENDENCYPART_SIBL
(5,1),(5,14),-0.0726902 # DEPENDENCYPART_SIBL
(5,1),(5,19),0.0484567 # DEPENDENCYPART_SIBL
(5,1),(5,21),0.0369082 # DEPENDENCYPART_SIBL
(5,1),(5,22),-0.0734831 # DEPENDENCYPART_SIBL
(5,1),(5,23),-0.0636265 # DEPENDENCYPART_SIBL
(5,1),(5,24),-0.0731879 # DEPENDENCYPART_SIBL
(5,2),(5,3),-0.0644969 # DEPENDENCYPART_SIBL
(5,2),(5,4),-0.0274406 # DEPENDENCYPART_SIBL
(5,2),(5,6),0.0152602 # DEPENDENCYPART_SIBL
(5,2),(5,7),0.021295 # DEPENDENCYPART_SIBL
(5,2),(5,9),0.0118384 # DEPENDENCYPART_SIBL
(5,2),(5,12),-0.0130832 # DEPENDENCYPART_SIBL
(5,2),(5,14),-0.00262465 # DEPENDENCYPART_SIBL
(5,2),(5,19),0.0159155 # DEPENDENCYPART_SIBL
(5,2),(5,21),0.0114171 # DEPENDENCYPART_SIBL
(5,2),(5,22),-0.0153517 # DEPENDENCYPART_SIBL
(5,2),(5,23),-0.0107462 # DEPENDENCYPART_SIBL
(5,2),(5,24),-0.0195863 # DEPENDENCYPART_SIBL
(5,3),(5,4),-0.111108 # DEPENDENCYPART_SIBL
(5,3),(5,6),-0.0724899 # DEPENDENCYPART_SIBL
(5,3),(5,7),-0.0603903 # DEPENDENCYPART_SIBL
(5,3),(5,9),-0.0764599 # DEPENDENCYPART_SIBL
(5,3),(5,12),-0.0949029 # DEPENDENCYPART_SIBL
(5,3),(5,14),-0.0748638 # DEPENDENCYPART_SIBL
(5,3),(5,19),-0.0723837 # DEPENDENCYPART_SIBL
(5,3),(5,21),-0.0767945 # DEPENDENCYPART_SIBL
(5,3),(5,22),-0.0881609 # DEPENDENCYPART_SIBL
(5,3),(5,23),-0.0836862 # DEPENDENCYPART_SIBL
(5,3),(5,24),-0.0930116 # DEPENDENCYPART_SIBL
(5,4),(5,6),0.0390662 # DEPENDENCYPART_SIBL
(5,4),(5,7),0.0529917 # DEPENDENCYPART_SIBL
(5,4),(5,9),0.032202 # DEPENDENCYPART_SIBL
(5,4),(5,12),-0.086414 # DEPENDENCYPART_SIBL
(5,4),(5,14),-0.087335 # DEPENDENCYPART_SIBL
(5,4),(5,19),0.0422986 # DEPENDENCYPART_SIBL
(5,4),(5,21),0.0307501 # DEPENDENCYPART_SIBL
(5,4),(5,22),-0.0897482 # DEPENDENCYPART_SIBL
(5,4),(5,23),-0.0798916 # DEPENDENCYPART_SIBL
(5,4),(5,24),-0.0894531 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.00231588 # DEPENDENCYPART_SIBL
(5,6),(5,9),-0.218381 # DEPENDENCYPART_SIBL
(5,6),(5,12),-0.156735 # DEPENDENCYPART_SIBL
(5,6),(5,14),-0.1527 # DEPENDENCYPART_SIBL
(5,6),(5,19),-0.217974 # DEPENDENCYPART_SIBL
(5,6),(5,21),-0.21995 # DEPENDENCYPART_SIBL
(5,6),(5,22),-0.14672 # DEPENDENCYPART_SIBL
(5,6),(5,23),-0.148658 # DEPENDENCYPART_SIBL
(5,6),(5,24),-0.148416 # DEPENDENCYPART_SIBL
(5,7),(5,9),-0.0895539 # DEPENDENCYPART_SIBL
(5,7),(5,12),-0.0945966 # DEPENDENCYPART_SIBL
(5,7),(5,14),-0.0694289 # DEPENDENCYPART_SIBL
(5,7),(5,19),-0.0891522 # DEPENDENCYPART_SIBL
(5,7),(5,21),-0.0899226 # DEPENDENCYPART_SIBL
(5,7),(5,22),-0.0804526 # DEPENDENCYPART_SIBL
(5,7),(5,23),-0.0798783 # DEPENDENCYPART_SIBL
(5,7),(5,24),-0.0839013 # DEPENDENCYPART_SIBL
(5,9),(5,12),-0.155756 # DEPENDENCYPART_SIBL
(5,9),(5,14),-0.151721 # DEPENDENCYPART_SIBL
(5,9),(5,19),-0.21788 # DEPENDENCYPART_SIBL
(5,9),(5,21),-0.219856 # DEPENDENCYPART_SIBL
(5,9),(5,22),-0.14574 # DEPENDENCYPART_SIBL
(5,9),(5,23),-0.147678 # DEPENDENCYPART_SIBL
(5,9),(5,24),-0.147437 # DEPENDENCYPART_SIBL
(5,12),(5,14),-0.146613 # DEPENDENCYPART_SIBL
(5,12),(5,19),-0.102835 # DEPENDENCYPART_SIBL
(5,12),(5,21),-0.103601 # DEPENDENCYPART_SIBL
(5,12),(5,22),-0.121764 # DEPENDENCYPART_SIBL
(5,12),(5,23),-0.12102 # DEPENDENCYPART_SIBL
(5,12),(5,24),-0.121334 # DEPENDENCYPART_SIBL
(5,14),(5,19),-0.10003 # DEPENDENCYPART_SIBL
(5,14),(5,21),-0.100796 # DEPENDENCYPART_SIBL
(5,14),(5,22),-0.101752 # DEPENDENCYPART_SIBL
(5,14),(5,23),-0.101009 # DEPENDENCYPART_SIBL
(5,14),(5,24),-0.101322 # DEPENDENCYPART_SIBL
(5,19),(5,21),-0.219786 # DEPENDENCYPART_SIBL
(5,19),(5,22),-0.145581 # DEPENDENCYPART_SIBL
(5,19),(5,23),-0.147519 # DEPENDENCYPART_SIBL
(5,19),(5,24),-0.147277 # DEPENDENCYPART_SIBL
(5,21),(5,22),-0.145582 # DEPENDENCYPART_SIBL
(5,21),(5,23),-0.14752 # DEPENDENCYPART_SIBL
(5,21),(5,24),-0.147278 # DEPENDENCYPART_SIBL
(5,22),(5,23),-0.120167 # DEPENDENCYPART_SIBL
(5,22),(5,24),-0.12048 # DEPENDENCYPART_SIBL
(5,23),(5,24),-0.118314 # DEPENDENCYPART_SIBL
(6,3),(6,4),-0.115615 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0197022 # DEPENDENCYPART_SIBL
(7,8),(7,12),0.0544801 # DEPENDENCYPART_SIBL
(7,8),(7,14),0.129428 # DEPENDENCYPART_SIBL
(7,8),(7,17),-0.0401371 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.105582 # DEPENDENCYPART_SIBL
(7,9),(7,14),-0.10377 # DEPENDENCYPART_SIBL
(7,9),(7,17),-0.010323 # DEPENDENCYPART_SIBL
(7,12),(7,14),-0.110783 # DEPENDENCYPART_SIBL
(7,12),(7,17),-0.0186799 # DEPENDENCYPART_SIBL
(7,14),(7,17),0.00778123 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.159959 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.0469754 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.0385201 # DEPENDENCYPART_SIBL
(9,2),(9,3),-0.0350434 # DEPENDENCYPART_SIBL
(9,2),(9,4),0.0333068 # DEPENDENCYPART_SIBL
(9,2),(9,5),0.0435539 # DEPENDENCYPART_SIBL
(9,2),(9,6),0.0290464 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.0131924 # DEPENDENCYPART_SIBL
(9,2),(9,10),-0.110261 # DEPENDENCYPART_SIBL
(9,2),(9,13),-0.0278943 # DEPENDENCYPART_SIBL
(9,2),(9,15),-0.0369605 # DEPENDENCYPART_SIBL
(9,2),(9,21),-0.0662561 # DEPENDENCYPART_SIBL
(9,2),(9,23),-0.0476233 # DEPENDENCYPART_SIBL
(9,2),(9,24),-0.0476894 # DEPENDENCYPART_SIBL
(9,3),(9,4),-0.115615 # DEPENDENCYPART_SIBL
(9,3),(9,5),-0.0292356 # DEPENDENCYPART_SIBL
(9,3),(9,6),-0.11568 # DEPENDENCYPART_SIBL
(9,3),(9,8),-0.0615541 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.0399161 # DEPENDENCYPART_SIBL
(9,3),(9,13),-0.0136802 # DEPENDENCYPART_SIBL
(9,3),(9,15),-0.0386283 # DEPENDENCYPART_SIBL
(9,3),(9,21),-0.0566081 # DEPENDENCYPART_SIBL
(9,3),(9,23),-0.0379483 # DEPENDENCYPART_SIBL
(9,3),(9,24),-0.0382085 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.0519946 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.0177665 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.0200699 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.0122917 # DEPENDENCYPART_SIBL
(9,4),(9,13),0.0561297 # DEPENDENCYPART_SIBL
(9,4),(9,15),0.0400393 # DEPENDENCYPART_SIBL
(9,4),(9,21),-0.00757105 # DEPENDENCYPART_SIBL
(9,4),(9,23),0.0337547 # DEPENDENCYPART_SIBL
(9,4),(9,24),0.0329623 # DEPENDENCYPART_SIBL
(9,5),(9,6),-0.10766 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.0537808 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.0658353 # DEPENDENCYPART_SIBL
(9,5),(9,13),0.0546867 # DEPENDENCYPART_SIBL
(9,5),(9,15),0.0139467 # DEPENDENCYPART_SIBL
(9,5),(9,21),-0.019993 # DEPENDENCYPART_SIBL
(9,5),(9,23),0.0061222 # DEPENDENCYPART_SIBL
(9,5),(9,24),0.0063375 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.0114219 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.015812 # DEPENDENCYPART_SIBL
(9,6),(9,13),0.0221519 # DEPENDENCYPART_SIBL
(9,6),(9,15),0.00609639 # DEPENDENCYPART_SIBL
(9,6),(9,21),-0.0143047 # DEPENDENCYPART_SIBL
(9,6),(9,23),0.0157965 # DEPENDENCYPART_SIBL
(9,6),(9,24),0.0150042 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0382221 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.00343065 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.021876 # DEPENDENCYPART_SIBL
(9,8),(9,21),-0.0449685 # DEPENDENCYPART_SIBL
(9,8),(9,23),-0.0271739 # DEPENDENCYPART_SIBL
(9,8),(9,24),-0.027337 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.00353649 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.000524034 # DEPENDENCYPART_SIBL
(9,10),(9,21),-0.0126885 # DEPENDENCYPART_SIBL
(9,10),(9,23),-0.0463701 # DEPENDENCYPART_SIBL
(9,10),(9,24),-0.046396 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.0606312 # DEPENDENCYPART_SIBL
(9,13),(9,21),0.0257322 # DEPENDENCYPART_SIBL
(9,13),(9,23),0.0254919 # DEPENDENCYPART_SIBL
(9,13),(9,24),0.0253647 # DEPENDENCYPART_SIBL
(9,15),(9,21),0.0419927 # DEPENDENCYPART_SIBL
(9,15),(9,23),0.0444943 # DEPENDENCYPART_SIBL
(9,15),(9,24),0.0443671 # DEPENDENCYPART_SIBL
(9,21),(9,23),-0.0369641 # DEPENDENCYPART_SIBL
(9,21),(9,24),-0.03699 # DEPENDENCYPART_SIBL
(9,23),(9,24),-0.0119635 # DEPENDENCYPART_SIBL
(10,1),(10,9),0.0490934 # DEPENDENCYPART_SIBL
(10,1),(10,11),-0.106809 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.112897 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.0664874 # DEPENDENCYPART_SIBL
(12,1),(12,2),-0.0283395 # DEPENDENCYPART_SIBL
(12,1),(12,3),-0.0590887 # DEPENDENCYPART_SIBL
(12,1),(12,4),0.0097265 # DEPENDENCYPART_SIBL
(12,1),(12,5),0.0329108 # DEPENDENCYPART_SIBL
(12,1),(12,6),0.0317012 # DEPENDENCYPART_SIBL
(12,1),(12,7),-0.0552634 # DEPENDENCYPART_SIBL
(12,1),(12,9),0.0247363 # DEPENDENCYPART_SIBL
(12,1),(12,10),0.010442 # DEPENDENCYPART_SIBL
(12,1),(12,13),0.0837131 # DEPENDENCYPART_SIBL
(12,1),(12,14),0.0120709 # DEPENDENCYPART_SIBL
(12,1),(12,15),0.0942941 # DEPENDENCYPART_SIBL
(12,1),(12,16),0.0625349 # DEPENDENCYPART_SIBL
(12,1),(12,17),-0.00247261 # DEPENDENCYPART_SIBL
(12,1),(12,18),-0.0111155 # DEPENDENCYPART_SIBL
(12,1),(12,19),0.0297083 # DEPENDENCYPART_SIBL
(12,1),(12,20),0.0285178 # DEPENDENCYPART_SIBL
(12,1),(12,21),0.0266531 # DEPENDENCYPART_SIBL
(12,1),(12,22),0.0509997 # DEPENDENCYPART_SIBL
(12,1),(12,23),0.0543903 # DEPENDENCYPART_SIBL
(12,1),(12,24),0.0524043 # DEPENDENCYPART_SIBL
(12,1),(12,25),0.14017 # DEPENDENCYPART_SIBL
(12,2),(12,3),-0.0716905 # DEPENDENCYPART_SIBL
(12,2),(12,4),0.0274368 # DEPENDENCYPART_SIBL
(12,2),(12,5),0.00783663 # DEPENDENCYPART_SIBL
(12,2),(12,6),0.031171 # DEPENDENCYPART_SIBL
(12,2),(12,7),-0.0228633 # DEPENDENCYPART_SIBL
(12,2),(12,9),0.0366409 # DEPENDENCYPART_SIBL
(12,2),(12,10),0.0081362 # DEPENDENCYPART_SIBL
(12,2),(12,13),0.0200257 # DEPENDENCYPART_SIBL
(12,2),(12,14),-0.0160523 # DEPENDENCYPART_SIBL
(12,2),(12,15),0.0103643 # DEPENDENCYPART_SIBL
(12,2),(12,16),0.0275709 # DEPENDENCYPART_SIBL
(12,2),(12,17),-0.0390722 # DEPENDENCYPART_SIBL
(12,2),(12,18),0.0126352 # DEPENDENCYPART_SIBL
(12,2),(12,19),0.0441997 # DEPENDENCYPART_SIBL
(12,2),(12,20),0.0429085 # DEPENDENCYPART_SIBL
(12,2),(12,21),0.0438627 # DEPENDENCYPART_SIBL
(12,2),(12,22),0.00769297 # DEPENDENCYPART_SIBL
(12,2),(12,23),0.00644836 # DEPENDENCYPART_SIBL
(12,2),(12,24),0.00570372 # DEPENDENCYPART_SIBL
(12,2),(12,25),0.0146006 # DEPENDENCYPART_SIBL
(12,3),(12,4),-0.151976 # DEPENDENCYPART_SIBL
(12,3),(12,5),-0.0949963 # DEPENDENCYPART_SIBL
(12,3),(12,6),-0.14024 # DEPENDENCYPART_SIBL
(12,3),(12,7),-0.107507 # DEPENDENCYPART_SIBL
(12,3),(12,9),-0.142059 # DEPENDENCYPART_SIBL
(12,3),(12,10),-0.0902389 # DEPENDENCYPART_SIBL
(12,3),(12,13),-0.027432 # DEPENDENCYPART_SIBL
(12,3),(12,14),-0.0288812 # DEPENDENCYPART_SIBL
(12,3),(12,15),-0.0560416 # DEPENDENCYPART_SIBL
(12,3),(12,16),-0.00412317 # DEPENDENCYPART_SIBL
(12,3),(12,17),-0.0502461 # DEPENDENCYPART_SIBL
(12,3),(12,18),-0.00424798 # DEPENDENCYPART_SIBL
(12,3),(12,19),0.00605908 # DEPENDENCYPART_SIBL
(12,3),(12,20),0.00476789 # DEPENDENCYPART_SIBL
(12,3),(12,21),0.00583466 # DEPENDENCYPART_SIBL
(12,3),(12,22),-0.00708193 # DEPENDENCYPART_SIBL
(12,3),(12,23),-0.0085714 # DEPENDENCYPART_SIBL
(12,3),(12,24),-0.00951016 # DEPENDENCYPART_SIBL
(12,3),(12,25),-0.0201732 # DEPENDENCYPART_SIBL
(12,4),(12,5),0.0260677 # DEPENDENCYPART_SIBL
(12,4),(12,6),-0.00837867 # DEPENDENCYPART_SIBL
(12,4),(12,7),-0.0617239 # DEPENDENCYPART_SIBL
(12,4),(12,9),-0.0120476 # DEPENDENCYPART_SIBL
(12,4),(12,10),0.000688327 # DEPENDENCYPART_SIBL
(12,4),(12,13),0.0138438 # DEPENDENCYPART_SIBL
(12,4),(12,14),0.00296729 # DEPENDENCYPART_SIBL
(12,4),(12,15),0.0266177 # DEPENDENCYPART_SIBL
(12,4),(12,16),0.0324655 # DEPENDENCYPART_SIBL
(12,4),(12,17),-0.00429686 # DEPENDENCYPART_SIBL
(12,4),(12,18),-0.0317995 # DEPENDENCYPART_SIBL
(12,4),(12,19),0.00833112 # DEPENDENCYPART_SIBL
(12,4),(12,20),0.00714056 # DEPENDENCYPART_SIBL
(12,4),(12,21),0.00527592 # DEPENDENCYPART_SIBL
(12,4),(12,22),0.0386554 # DEPENDENCYPART_SIBL
(12,4),(12,23),0.0420461 # DEPENDENCYPART_SIBL
(12,4),(12,24),0.0400601 # DEPENDENCYPART_SIBL
(12,4),(12,25),0.0745574 # DEPENDENCYPART_SIBL
(12,5),(12,6),-0.0806863 # DEPENDENCYPART_SIBL
(12,5),(12,7),-0.0582767 # DEPENDENCYPART_SIBL
(12,5),(12,9),-0.0836502 # DEPENDENCYPART_SIBL
(12,5),(12,10),-0.0539139 # DEPENDENCYPART_SIBL
(12,5),(12,13),0.0700561 # DEPENDENCYPART_SIBL
(12,5),(12,14),-0.0247349 # DEPENDENCYPART_SIBL
(12,5),(12,15),-0.0211058 # DEPENDENCYPART_SIBL
(12,5),(12,16),0.00475097 # DEPENDENCYPART_SIBL
(12,5),(12,17),-0.00520924 # DEPENDENCYPART_SIBL
(12,5),(12,18),-0.00971912 # DEPENDENCYPART_SIBL
(12,5),(12,19),0.0205171 # DEPENDENCYPART_SIBL
(12,5),(12,20),0.0191414 # DEPENDENCYPART_SIBL
(12,5),(12,21),0.020163 # DEPENDENCYPART_SIBL
(12,5),(12,22),-0.00320196 # DEPENDENCYPART_SIBL
(12,5),(12,23),-0.00427811 # DEPENDENCYPART_SIBL
(12,5),(12,24),-0.00446004 # DEPENDENCYPART_SIBL
(12,5),(12,25),0.0139788 # DEPENDENCYPART_SIBL
(12,6),(12,7),-0.0828701 # DEPENDENCYPART_SIBL
(12,6),(12,9),-0.00310327 # DEPENDENCYPART_SIBL
(12,6),(12,10),-0.00969956 # DEPENDENCYPART_SIBL
(12,6),(12,13),-0.0210856 # DEPENDENCYPART_SIBL
(12,6),(12,14),-0.0217586 # DEPENDENCYPART_SIBL
(12,6),(12,15),-0.00839787 # DEPENDENCYPART_SIBL
(12,6),(12,16),0.033326 # DEPENDENCYPART_SIBL
(12,6),(12,17),-0.0125456 # DEPENDENCYPART_SIBL
(12,6),(12,18),-0.0400068 # DEPENDENCYPART_SIBL
(12,6),(12,19),0.000539864 # DEPENDENCYPART_SIBL
(12,6),(12,20),-0.000650702 # DEPENDENCYPART_SIBL
(12,6),(12,21),-0.00251534 # DEPENDENCYPART_SIBL
(12,6),(12,22),0.0139171 # DEPENDENCYPART_SIBL
(12,6),(12,23),0.0173078 # DEPENDENCYPART_SIBL
(12,6),(12,24),0.0153218 # DEPENDENCYPART_SIBL
(12,6),(12,25),0.0401084 # DEPENDENCYPART_SIBL
(12,7),(12,9),-0.0748781 # DEPENDENCYPART_SIBL
(12,7),(12,10),-0.0500009 # DEPENDENCYPART_SIBL
(12,7),(12,13),-0.138671 # DEPENDENCYPART_SIBL
(12,7),(12,14),-0.135889 # DEPENDENCYPART_SIBL
(12,7),(12,15),-0.196159 # DEPENDENCYPART_SIBL
(12,7),(12,16),-0.132575 # DEPENDENCYPART_SIBL
(12,7),(12,17),-0.0980145 # DEPENDENCYPART_SIBL
(12,7),(12,18),-0.0935691 # DEPENDENCYPART_SIBL
(12,7),(12,19),-0.0865361 # DEPENDENCYPART_SIBL
(12,7),(12,20),-0.0878695 # DEPENDENCYPART_SIBL
(12,7),(12,21),-0.0868578 # DEPENDENCYPART_SIBL
(12,7),(12,22),-0.11243 # DEPENDENCYPART_SIBL
(12,7),(12,23),-0.113712 # DEPENDENCYPART_SIBL
(12,7),(12,24),-0.114176 # DEPENDENCYPART_SIBL
(12,7),(12,25),-0.163292 # DEPENDENCYPART_SIBL
(12,9),(12,10),-0.0132165 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.0379021 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.0301921 # DEPENDENCYPART_SIBL
(12,9),(12,15),-0.0268772 # DEPENDENCYPART_SIBL
(12,9),(12,16),0.0209444 # DEPENDENCYPART_SIBL
(12,9),(12,17),-0.0228392 # DEPENDENCYPART_SIBL
(12,9),(12,18),-0.0504873 # DEPENDENCYPART_SIBL
(12,9),(12,19),-0.00630784 # DEPENDENCYPART_SIBL
(12,9),(12,20),-0.0074984 # DEPENDENCYPART_SIBL
(12,9),(12,21),-0.00936304 # DEPENDENCYPART_SIBL
(12,9),(12,22),0.00548516 # DEPENDENCYPART_SIBL
(12,9),(12,23),0.00887585 # DEPENDENCYPART_SIBL
(12,9),(12,24),0.00688985 # DEPENDENCYPART_SIBL
(12,9),(12,25),0.0216282 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.00380473 # DEPENDENCYPART_SIBL
(12,10),(12,14),0.00516378 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.0148583 # DEPENDENCYPART_SIBL
(12,10),(12,16),0.0190283 # DEPENDENCYPART_SIBL
(12,10),(12,17),0.00099085 # DEPENDENCYPART_SIBL
(12,10),(12,18),0.011147 # DEPENDENCYPART_SIBL
(12,10),(12,19),0.00470342 # DEPENDENCYPART_SIBL
(12,10),(12,20),0.00341223 # DEPENDENCYPART_SIBL
(12,10),(12,21),0.00448764 # DEPENDENCYPART_SIBL
(12,10),(12,22),0.0269669 # DEPENDENCYPART_SIBL
(12,10),(12,23),0.0256078 # DEPENDENCYPART_SIBL
(12,10),(12,24),0.0248736 # DEPENDENCYPART_SIBL
(12,10),(12,25),0.00816864 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.00843143 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.151481 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.0474003 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.018123 # DEPENDENCYPART_SIBL
(12,13),(12,18),0.00819037 # DEPENDENCYPART_SIBL
(12,13),(12,19),0.0125885 # DEPENDENCYPART_SIBL
(12,13),(12,20),0.0125885 # DEPENDENCYPART_SIBL
(12,13),(12,21),0.0124222 # DEPENDENCYPART_SIBL
(12,13),(12,22),-0.0217243 # DEPENDENCYPART_SIBL
(12,13),(12,23),-0.00438865 # DEPENDENCYPART_SIBL
(12,13),(12,24),-0.00483561 # DEPENDENCYPART_SIBL
(12,13),(12,25),-0.152925 # DEPENDENCYPART_SIBL
(12,14),(12,15),0.0509236 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.0541833 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.0448239 # DEPENDENCYPART_SIBL
(12,14),(12,18),-0.0120971 # DEPENDENCYPART_SIBL
(12,14),(12,19),-0.0543844 # DEPENDENCYPART_SIBL
(12,14),(12,20),-0.0543832 # DEPENDENCYPART_SIBL
(12,14),(12,21),-0.0544608 # DEPENDENCYPART_SIBL
(12,14),(12,22),-0.0435765 # DEPENDENCYPART_SIBL
(12,14),(12,23),-0.0407919 # DEPENDENCYPART_SIBL
(12,14),(12,24),-0.0418689 # DEPENDENCYPART_SIBL
(12,14),(12,25),0.0100457 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.0165556 # DEPENDENCYPART_SIBL
(12,15),(12,17),0.0413173 # DEPENDENCYPART_SIBL
(12,15),(12,18),0.0416145 # DEPENDENCYPART_SIBL
(12,15),(12,19),0.0634887 # DEPENDENCYPART_SIBL
(12,15),(12,20),0.0634887 # DEPENDENCYPART_SIBL
(12,15),(12,21),0.0633224 # DEPENDENCYPART_SIBL
(12,15),(12,22),0.0524607 # DEPENDENCYPART_SIBL
(12,15),(12,23),0.0697964 # DEPENDENCYPART_SIBL
(12,15),(12,24),0.0693494 # DEPENDENCYPART_SIBL
(12,15),(12,25),-0.116936 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.0512415 # DEPENDENCYPART_SIBL
(12,16),(12,18),-0.0524413 # DEPENDENCYPART_SIBL
(12,16),(12,19),-0.0932119 # DEPENDENCYPART_SIBL
(12,16),(12,20),-0.0932119 # DEPENDENCYPART_SIBL
(12,16),(12,21),-0.0932892 # DEPENDENCYPART_SIBL
(12,16),(12,22),-0.0485704 # DEPENDENCYPART_SIBL
(12,16),(12,23),-0.0468154 # DEPENDENCYPART_SIBL
(12,16),(12,24),-0.0482363 # DEPENDENCYPART_SIBL
(12,16),(12,25),-0.0775682 # DEPENDENCYPART_SIBL
(12,17),(12,18),0.0666541 # DEPENDENCYPART_SIBL
(12,17),(12,19),0.00401012 # DEPENDENCYPART_SIBL
(12,17),(12,20),0.00401012 # DEPENDENCYPART_SIBL
(12,17),(12,21),0.00391994 # DEPENDENCYPART_SIBL
(12,17),(12,22),-0.0410566 # DEPENDENCYPART_SIBL
(12,17),(12,23),-0.0384489 # DEPENDENCYPART_SIBL
(12,17),(12,24),-0.0427281 # DEPENDENCYPART_SIBL
(12,17),(12,25),-0.0111444 # DEPENDENCYPART_SIBL
(12,18),(12,19),-0.00905938 # DEPENDENCYPART_SIBL
(12,18),(12,20),-0.00905938 # DEPENDENCYPART_SIBL
(12,18),(12,21),-0.00913662 # DEPENDENCYPART_SIBL
(12,18),(12,22),0.00355318 # DEPENDENCYPART_SIBL
(12,18),(12,23),0.00613188 # DEPENDENCYPART_SIBL
(12,18),(12,24),0.00560967 # DEPENDENCYPART_SIBL
(12,18),(12,25),-0.00799365 # DEPENDENCYPART_SIBL
(12,19),(12,20),-0.0105263 # DEPENDENCYPART_SIBL
(12,19),(12,21),-0.0110508 # DEPENDENCYPART_SIBL
(12,19),(12,22),-0.0154605 # DEPENDENCYPART_SIBL
(12,19),(12,23),-0.0215205 # DEPENDENCYPART_SIBL
(12,19),(12,24),-0.0220427 # DEPENDENCYPART_SIBL
(12,19),(12,25),-0.0228609 # DEPENDENCYPART_SIBL
(12,20),(12,21),-0.0118905 # DEPENDENCYPART_SIBL
(12,20),(12,22),-0.0157764 # DEPENDENCYPART_SIBL
(12,20),(12,23),-0.0218365 # DEPENDENCYPART_SIBL
(12,20),(12,24),-0.0223587 # DEPENDENCYPART_SIBL
(12,20),(12,25),-0.0231768 # DEPENDENCYPART_SIBL
(12,21),(12,22),-0.0154653 # DEPENDENCYPART_SIBL
(12,21),(12,23),-0.0215253 # DEPENDENCYPART_SIBL
(12,21),(12,24),-0.0220475 # DEPENDENCYPART_SIBL
(12,21),(12,25),-0.0228643 # DEPENDENCYPART_SIBL
(12,22),(12,23),-0.0269488 # DEPENDENCYPART_SIBL
