# _root_ baina oraingoan , alderdiko ordezkaritza guztiek eman die abisu alderdikideei , " abenturazko bideetara eraman nahi_gaituztenak berriz_ere uxatzeko " agindurik .
#goldHeads=0,7,2,5,7,5,0,7,7,7,10,11,14,15,16,18,18,20,18,7,20,
#predictedHeads=0,7,2,5,7,5,0,7,7,7,10,11,14,15,18,15,18,7,18,19,20,
(7,17),(17,14),0.229103 # DEPENDENCYPART_GRANDPAR
(7,17),(17,15),0.0496236 # DEPENDENCYPART_GRANDPAR
(7,17),(17,16),-0.0674705 # DEPENDENCYPART_GRANDPAR
(7,17),(17,18),-0.104441 # DEPENDENCYPART_GRANDPAR
(7,18),(18,1),-0.348657 # DEPENDENCYPART_GRANDPAR
(7,18),(18,2),-0.398006 # DEPENDENCYPART_GRANDPAR
(7,18),(18,3),-0.39452 # DEPENDENCYPART_GRANDPAR
(7,18),(18,4),-0.29235 # DEPENDENCYPART_GRANDPAR
(7,18),(18,5),-0.0970668 # DEPENDENCYPART_GRANDPAR
(7,18),(18,7),-0.417428 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,18),(18,8),-0.4792 # DEPENDENCYPART_GRANDPAR
(7,18),(18,9),0.0900772 # DEPENDENCYPART_GRANDPAR
(7,18),(18,10),0.215119 # DEPENDENCYPART_GRANDPAR
(7,18),(18,11),0.358035 # DEPENDENCYPART_GRANDPAR
(7,18),(18,13),0.00508069 # DEPENDENCYPART_GRANDPAR
(7,18),(18,14),0.181953 # DEPENDENCYPART_GRANDPAR
(7,18),(18,15),-0.00747564 # DEPENDENCYPART_GRANDPAR
(7,18),(18,16),-0.112885 # DEPENDENCYPART_GRANDPAR
(7,18),(18,17),-0.0903488 # DEPENDENCYPART_GRANDPAR
(7,18),(18,19),-0.146702 # DEPENDENCYPART_GRANDPAR
(7,18),(18,20),0.203413 # DEPENDENCYPART_GRANDPAR
(7,20),(20,1),-0.348796 # DEPENDENCYPART_GRANDPAR
(7,20),(20,2),-0.398136 # DEPENDENCYPART_GRANDPAR
(7,20),(20,5),-0.0971961 # DEPENDENCYPART_GRANDPAR
(7,20),(20,7),-0.418672 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,20),(20,9),0.0896587 # DEPENDENCYPART_GRANDPAR
(7,20),(20,10),0.2147 # DEPENDENCYPART_GRANDPAR
(7,20),(20,11),0.357616 # DEPENDENCYPART_GRANDPAR
(7,20),(20,13),0.00466221 # DEPENDENCYPART_GRANDPAR
(7,20),(20,14),0.181534 # DEPENDENCYPART_GRANDPAR
(7,20),(20,15),-0.00871921 # DEPENDENCYPART_GRANDPAR
(7,20),(20,16),-0.114129 # DEPENDENCYPART_GRANDPAR
(7,20),(20,17),-0.0907672 # DEPENDENCYPART_GRANDPAR
(7,20),(20,18),-0.14647 # DEPENDENCYPART_GRANDPAR
(7,20),(20,21),0.0833613 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-0.330817 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.275928 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.528654 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.448554 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.612364 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.226649 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),0.222599 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.30594 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.407604 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),-0.326023 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),0.204511 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.307785 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.385781 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),0.0603621 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),0.0356884 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),-0.0819487 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),-0.904153 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),-0.309057 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.387052 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),0.0797199 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),0.114679 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.0817145 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),-0.904152 # DEPENDENCYPART_GRANDPAR
(9,5),(5,10),-0.513406 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-0.296216 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.267005 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),0.0758986 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),0.241226 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),0.0725087 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.182108 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.684924 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.03619 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.509411 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-0.322648 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),-0.638391 # DEPENDENCYPART_GRANDPAR
(9,7),(7,14),-0.634654 # DEPENDENCYPART_GRANDPAR
(9,7),(7,15),-0.541023 # DEPENDENCYPART_GRANDPAR
(9,7),(7,16),-0.00997973 # DEPENDENCYPART_GRANDPAR
(9,7),(7,17),-0.418621 # DEPENDENCYPART_GRANDPAR
(9,7),(7,18),-0.225113 # DEPENDENCYPART_GRANDPAR
(9,7),(7,20),-0.52334 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.01203 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,1),-0.497431 # DEPENDENCYPART_GRANDPAR
(9,10),(10,2),-0.472018 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-0.176195 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-0.224419 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-0.389082 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.431341 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-1.19395 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.614797 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),0.00415917 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.316961 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.314498 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.237771 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),0.298026 # DEPENDENCYPART_GRANDPAR
(9,10),(10,17),-0.298748 # DEPENDENCYPART_GRANDPAR
(9,10),(10,18),0.0828855 # DEPENDENCYPART_GRANDPAR
(9,10),(10,20),-0.215545 # DEPENDENCYPART_GRANDPAR
(9,10),(10,21),-0.326423 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.455043 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-1.20524 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.612124 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,12),0.140712 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.345317 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.34158 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.32208 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),0.212178 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),-0.00296257 # DEPENDENCYPART_GRANDPAR
(9,11),(11,20),-0.301567 # DEPENDENCYPART_GRANDPAR
(9,13),(13,10),-0.0877341 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),-0.16022 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.109783 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.314498 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.298748 # DEPENDENCYPART_GRANDPAR
(9,13),(13,21),-0.32823 # DEPENDENCYPART_GRANDPAR
(9,14),(14,7),-0.431341 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-0.614627 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,10),-0.0877819 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),-0.16022 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),-0.21703 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.236732 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),0.299065 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.298748 # DEPENDENCYPART_GRANDPAR
(9,14),(14,21),-0.32823 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),-0.224322 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),-0.142223 # DEPENDENCYPART_GRANDPAR
(10,1),(1,7),0.06604 # DEPENDENCYPART_GRANDPAR
(10,1),(1,18),-0.437978 # DEPENDENCYPART_GRANDPAR
(10,1),(1,20),-0.484394 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),-0.314568 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),-0.17929 # DEPENDENCYPART_GRANDPAR
(10,2),(2,4),-0.152042 # DEPENDENCYPART_GRANDPAR
(10,2),(2,5),-0.0456885 # DEPENDENCYPART_GRANDPAR
(10,2),(2,17),-0.23757 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),-0.345375 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),-0.10955 # DEPENDENCYPART_GRANDPAR
(10,4),(4,1),-0.327354 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),-0.327241 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.0508138 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),-0.00655511 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),-0.374544 # DEPENDENCYPART_GRANDPAR
(10,4),(4,8),-0.69379 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),-0.328626 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.328513 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.031456 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.20108 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),-0.37431 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),-0.69379 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),-0.877413 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,1),-0.317719 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.210397 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.0372088 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.0783414 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),0.0247595 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.476852 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.478865 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),-0.205385 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-0.873818 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),-0.18918 # DEPENDENCYPART_GRANDPAR
(10,7),(7,13),-0.36162 # DEPENDENCYPART_GRANDPAR
(10,7),(7,14),-0.532081 # DEPENDENCYPART_GRANDPAR
(10,7),(7,15),-0.581442 # DEPENDENCYPART_GRANDPAR
(10,7),(7,16),-0.185611 # DEPENDENCYPART_GRANDPAR
(10,7),(7,17),-0.29183 # DEPENDENCYPART_GRANDPAR
(10,7),(7,18),-0.458734 # DEPENDENCYPART_GRANDPAR
(10,7),(7,20),-0.50515 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.146044 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.031456 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.204565 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.109423 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.113085 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.894358 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-0.877414 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.119694 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.365277 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.535739 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-0.406146 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.993804 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.459287 # DEPENDENCYPART_GRANDPAR
(10,11),(11,12),0.306144 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.0694099 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.239871 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.362128 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),0.0369189 # DEPENDENCYPART_GRANDPAR
(10,11),(11,18),-0.236212 # DEPENDENCYPART_GRANDPAR
(10,11),(11,20),-0.283006 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.451742 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),-0.0263514 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),0.0556497 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.213223 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.171774 # DEPENDENCYPART_GRANDPAR
(10,13),(13,21),-0.274605 # DEPENDENCYPART_GRANDPAR
(10,14),(14,7),-0.382444 # DEPENDENCYPART_GRANDPAR
(10,14),(14,9),-0.520712 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-0.45179 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,11),-0.0263514 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),0.0601406 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.276997 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),0.123589 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.171774 # DEPENDENCYPART_GRANDPAR
(10,14),(14,21),-0.274605 # DEPENDENCYPART_GRANDPAR
(10,15),(15,1),-0.533012 # DEPENDENCYPART_GRANDPAR
(10,15),(15,2),-0.455288 # DEPENDENCYPART_GRANDPAR
(10,15),(15,3),-0.361563 # DEPENDENCYPART_GRANDPAR
(10,15),(15,4),-0.560499 # DEPENDENCYPART_GRANDPAR
(10,15),(15,5),-0.45342 # DEPENDENCYPART_GRANDPAR
(10,15),(15,7),-0.43545 # DEPENDENCYPART_GRANDPAR
(10,15),(15,8),-1.00187 # DEPENDENCYPART_GRANDPAR
(10,15),(15,9),-0.542732 # DEPENDENCYPART_GRANDPAR
(10,15),(15,10),-0.54534 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,15),(15,11),-0.00775361 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),-0.0300903 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-0.200442 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),0.112642 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.0531835 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),-0.158552 # DEPENDENCYPART_GRANDPAR
(10,15),(15,20),-0.205632 # DEPENDENCYPART_GRANDPAR
(10,16),(16,2),-0.455018 # DEPENDENCYPART_GRANDPAR
(10,16),(16,4),-0.558439 # DEPENDENCYPART_GRANDPAR
(10,16),(16,5),-0.451359 # DEPENDENCYPART_GRANDPAR
(10,16),(16,7),-0.435392 # DEPENDENCYPART_GRANDPAR
(10,16),(16,8),-1.00171 # DEPENDENCYPART_GRANDPAR
(10,16),(16,9),-0.540671 # DEPENDENCYPART_GRANDPAR
(10,16),(16,10),-0.56069 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,16),(16,13),-0.0454402 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),-0.215792 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),-0.177242 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.0516267 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),-0.162187 # DEPENDENCYPART_GRANDPAR
(10,16),(16,20),-0.209267 # DEPENDENCYPART_GRANDPAR
(10,17),(17,14),-0.150274 # DEPENDENCYPART_GRANDPAR
(10,17),(17,15),-0.155725 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),0.24004 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),-0.159989 # DEPENDENCYPART_GRANDPAR
(10,18),(18,1),-0.532997 # DEPENDENCYPART_GRANDPAR
(10,18),(18,2),-0.454994 # DEPENDENCYPART_GRANDPAR
(10,18),(18,3),-0.361554 # DEPENDENCYPART_GRANDPAR
(10,18),(18,4),-0.558439 # DEPENDENCYPART_GRANDPAR
(10,18),(18,5),-0.451359 # DEPENDENCYPART_GRANDPAR
(10,18),(18,7),-0.43539 # DEPENDENCYPART_GRANDPAR
(10,18),(18,8),-1.00171 # DEPENDENCYPART_GRANDPAR
(10,18),(18,9),-0.540671 # DEPENDENCYPART_GRANDPAR
(10,18),(18,10),-0.56069 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,18),(18,11),-0.0115414 # DEPENDENCYPART_GRANDPAR
(10,18),(18,13),-0.0454402 # DEPENDENCYPART_GRANDPAR
(10,18),(18,14),-0.215792 # DEPENDENCYPART_GRANDPAR
(10,18),(18,15),-0.176547 # DEPENDENCYPART_GRANDPAR
(10,18),(18,16),0.2275 # DEPENDENCYPART_GRANDPAR
(10,18),(18,17),-0.0487669 # DEPENDENCYPART_GRANDPAR
(10,18),(18,19),-0.00145884 # DEPENDENCYPART_GRANDPAR
(10,18),(18,20),-0.205524 # DEPENDENCYPART_GRANDPAR
(10,20),(20,1),-0.533002 # DEPENDENCYPART_GRANDPAR
(10,20),(20,2),-0.454994 # DEPENDENCYPART_GRANDPAR
(10,20),(20,5),-0.451359 # DEPENDENCYPART_GRANDPAR
(10,20),(20,7),-0.43539 # DEPENDENCYPART_GRANDPAR
(10,20),(20,9),-0.540671 # DEPENDENCYPART_GRANDPAR
(10,20),(20,10),-0.56069 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,20),(20,11),-0.0115414 # DEPENDENCYPART_GRANDPAR
(10,20),(20,13),-0.0454402 # DEPENDENCYPART_GRANDPAR
(10,20),(20,14),-0.215792 # DEPENDENCYPART_GRANDPAR
(10,20),(20,15),-0.17703 # DEPENDENCYPART_GRANDPAR
(10,20),(20,16),0.227017 # DEPENDENCYPART_GRANDPAR
(10,20),(20,17),-0.0487669 # DEPENDENCYPART_GRANDPAR
(10,20),(20,18),-0.0486966 # DEPENDENCYPART_GRANDPAR
(10,20),(20,21),-0.209436 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),-0.150049 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),0.037745 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),0.0161652 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.116742 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.00154026 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.15109 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),0.266343 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),-0.0477834 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),0.138691 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-0.555856 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,13),-0.508642 # DEPENDENCYPART_GRANDPAR
(11,7),(7,14),-0.480694 # DEPENDENCYPART_GRANDPAR
(11,7),(7,15),-0.382728 # DEPENDENCYPART_GRANDPAR
(11,7),(7,16),-0.330523 # DEPENDENCYPART_GRANDPAR
(11,7),(7,17),-0.470177 # DEPENDENCYPART_GRANDPAR
(11,7),(7,18),-0.330232 # DEPENDENCYPART_GRANDPAR
(11,7),(7,20),-0.31155 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),0.0307771 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),0.0735521 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.0580438 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),0.0521739 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),0.177967 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),0.164553 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),0.287649 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-0.380048 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,13),-0.360622 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-0.332674 # DEPENDENCYPART_GRANDPAR
(11,12),(12,13),-0.189522 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.0858885 # DEPENDENCYPART_GRANDPAR
(11,12),(12,18),-0.0432877 # DEPENDENCYPART_GRANDPAR
(11,12),(12,20),-0.0246924 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.0255075 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.341147 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),-0.0338278 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.0758541 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.272478 # DEPENDENCYPART_GRANDPAR
(11,13),(13,21),-0.25067 # DEPENDENCYPART_GRANDPAR
(11,14),(14,7),-0.0589998 # DEPENDENCYPART_GRANDPAR
(11,14),(14,9),-0.216435 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-0.0255075 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.341147 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,13),-0.0471868 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.011664 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),0.0312895 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.272478 # DEPENDENCYPART_GRANDPAR
(11,14),(14,21),-0.25067 # DEPENDENCYPART_GRANDPAR
(11,15),(15,1),-0.346124 # DEPENDENCYPART_GRANDPAR
(11,15),(15,2),-0.216131 # DEPENDENCYPART_GRANDPAR
(11,15),(15,3),-0.247843 # DEPENDENCYPART_GRANDPAR
(11,15),(15,4),-0.482521 # DEPENDENCYPART_GRANDPAR
(11,15),(15,5),-0.367397 # DEPENDENCYPART_GRANDPAR
(11,15),(15,7),-0.181461 # DEPENDENCYPART_GRANDPAR
(11,15),(15,8),0.0243222 # DEPENDENCYPART_GRANDPAR
(11,15),(15,9),-0.379723 # DEPENDENCYPART_GRANDPAR
(11,15),(15,10),-0.188857 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-0.416409 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,13),-0.168522 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),-0.140576 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.0407725 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.240716 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),-0.0385432 # DEPENDENCYPART_GRANDPAR
(11,15),(15,20),-0.0201169 # DEPENDENCYPART_GRANDPAR
(11,16),(16,2),-0.214392 # DEPENDENCYPART_GRANDPAR
(11,16),(16,4),-0.477509 # DEPENDENCYPART_GRANDPAR
(11,16),(16,5),-0.362385 # DEPENDENCYPART_GRANDPAR
(11,16),(16,7),-0.179929 # DEPENDENCYPART_GRANDPAR
(11,16),(16,8),0.0259552 # DEPENDENCYPART_GRANDPAR
(11,16),(16,9),-0.374711 # DEPENDENCYPART_GRANDPAR
(11,16),(16,10),-0.183845 # DEPENDENCYPART_GRANDPAR
(11,16),(16,13),-0.171161 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),-0.143214 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),-0.0420194 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.231964 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.0337769 # DEPENDENCYPART_GRANDPAR
(11,16),(16,20),-0.0153506 # DEPENDENCYPART_GRANDPAR
(11,18),(18,1),-0.344636 # DEPENDENCYPART_GRANDPAR
(11,18),(18,2),-0.214368 # DEPENDENCYPART_GRANDPAR
(11,18),(18,3),-0.246359 # DEPENDENCYPART_GRANDPAR
(11,18),(18,4),-0.477509 # DEPENDENCYPART_GRANDPAR
(11,18),(18,5),-0.362385 # DEPENDENCYPART_GRANDPAR
(11,18),(18,7),-0.179927 # DEPENDENCYPART_GRANDPAR
(11,18),(18,8),0.0259552 # DEPENDENCYPART_GRANDPAR
(11,18),(18,9),-0.374711 # DEPENDENCYPART_GRANDPAR
(11,18),(18,10),-0.183845 # DEPENDENCYPART_GRANDPAR
(11,18),(18,11),-0.412235 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,18),(18,13),-0.171161 # DEPENDENCYPART_GRANDPAR
(11,18),(18,14),-0.143214 # DEPENDENCYPART_GRANDPAR
(11,18),(18,15),-0.0413246 # DEPENDENCYPART_GRANDPAR
(11,18),(18,16),0.0215669 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),-0.198818 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),-0.228327 # DEPENDENCYPART_GRANDPAR
(11,18),(18,20),-0.0116142 # DEPENDENCYPART_GRANDPAR
(11,20),(20,1),-0.344641 # DEPENDENCYPART_GRANDPAR
(11,20),(20,2),-0.214368 # DEPENDENCYPART_GRANDPAR
(11,20),(20,5),-0.362385 # DEPENDENCYPART_GRANDPAR
(11,20),(20,7),-0.179927 # DEPENDENCYPART_GRANDPAR
(11,20),(20,9),-0.374711 # DEPENDENCYPART_GRANDPAR
(11,20),(20,10),-0.183845 # DEPENDENCYPART_GRANDPAR
(11,20),(20,11),-0.412658 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,20),(20,13),-0.171584 # DEPENDENCYPART_GRANDPAR
(11,20),(20,14),-0.143637 # DEPENDENCYPART_GRANDPAR
(11,20),(20,15),-0.0425139 # DEPENDENCYPART_GRANDPAR
(11,20),(20,16),0.0203776 # DEPENDENCYPART_GRANDPAR
(11,20),(20,17),-0.199241 # DEPENDENCYPART_GRANDPAR
(11,20),(20,18),0.0180865 # DEPENDENCYPART_GRANDPAR
(11,20),(20,21),-0.256301 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.378096 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.213424 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.468207 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.180611 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-0.335623 # DEPENDENCYPART_GRANDPAR
(12,13),(13,21),-0.418806 # DEPENDENCYPART_GRANDPAR
(12,15),(15,1),-0.39998 # DEPENDENCYPART_GRANDPAR
(12,15),(15,2),-0.287955 # DEPENDENCYPART_GRANDPAR
