# _root_ eh abstenitu egin zen , eta beste idazki bat aurkeztu zuen , " politikoa den arazoak behingoz irtenbide politikoa " behar_duela argudiatuz .
#goldHeads=2,6,2,2,4,0,8,10,8,6,10,10,11,15,16,21,21,21,18,18,22,10,22,
#predictedHeads=2,6,2,2,4,0,8,10,8,6,10,11,12,16,14,21,21,21,18,19,22,10,22,
(5,2),(2,7),-0.45618 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-0.641653 # DEPENDENCYPART_GRANDPAR
(5,2),(2,10),-0.660304 # DEPENDENCYPART_GRANDPAR
(5,2),(2,11),-0.148916 # DEPENDENCYPART_GRANDPAR
(5,2),(2,15),-0.222994 # DEPENDENCYPART_GRANDPAR
(5,2),(2,18),-0.621077 # DEPENDENCYPART_GRANDPAR
(5,2),(2,22),-0.461361 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.0749051 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),0.0201988 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),0.0779149 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-0.635837 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.445592 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.460009 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.655742 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-0.658063 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-0.152501 # DEPENDENCYPART_GRANDPAR
(5,3),(3,12),-0.164892 # DEPENDENCYPART_GRANDPAR
(5,3),(3,14),-0.611432 # DEPENDENCYPART_GRANDPAR
(5,3),(3,15),-0.226467 # DEPENDENCYPART_GRANDPAR
(5,3),(3,18),-0.635167 # DEPENDENCYPART_GRANDPAR
(5,3),(3,22),-0.45911 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.0530112 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),0.135147 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),0.10941 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-0.580667 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.394063 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-0.169331 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.449672 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.244171 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.276933 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.13854 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.396717 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.258299 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.268276 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.240555 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.248875 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),0.0480204 # DEPENDENCYPART_GRANDPAR
(5,6),(6,16),-0.275954 # DEPENDENCYPART_GRANDPAR
(5,6),(6,18),-0.249442 # DEPENDENCYPART_GRANDPAR
(5,6),(6,21),-0.163956 # DEPENDENCYPART_GRANDPAR
(5,6),(6,22),-0.0737869 # DEPENDENCYPART_GRANDPAR
(5,7),(7,6),-0.065018 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.291686 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.220006 # DEPENDENCYPART_GRANDPAR
(5,10),(10,1),-0.490583 # DEPENDENCYPART_GRANDPAR
(5,10),(10,2),-0.252898 # DEPENDENCYPART_GRANDPAR
(5,10),(10,3),-0.278813 # DEPENDENCYPART_GRANDPAR
(5,10),(10,4),-0.102166 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-0.493993 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,6),-0.110057 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),-0.171548 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),-0.30284 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.159979 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.0321912 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),0.0899032 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.38289 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.0383894 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),-0.276932 # DEPENDENCYPART_GRANDPAR
(5,10),(10,17),-0.306974 # DEPENDENCYPART_GRANDPAR
(5,10),(10,18),-0.262488 # DEPENDENCYPART_GRANDPAR
(5,10),(10,19),-0.443879 # DEPENDENCYPART_GRANDPAR
(5,10),(10,21),-0.267326 # DEPENDENCYPART_GRANDPAR
(5,10),(10,22),-0.169315 # DEPENDENCYPART_GRANDPAR
(5,21),(21,8),-0.277401 # DEPENDENCYPART_GRANDPAR
(5,21),(21,9),-0.137256 # DEPENDENCYPART_GRANDPAR
(5,21),(21,10),-0.263166 # DEPENDENCYPART_GRANDPAR
(5,21),(21,11),0.146208 # DEPENDENCYPART_GRANDPAR
(5,21),(21,14),-0.264076 # DEPENDENCYPART_GRANDPAR
(5,21),(21,15),0.0736005 # DEPENDENCYPART_GRANDPAR
(5,21),(21,16),-0.293307 # DEPENDENCYPART_GRANDPAR
(5,21),(21,17),-0.254857 # DEPENDENCYPART_GRANDPAR
(5,21),(21,18),-0.256352 # DEPENDENCYPART_GRANDPAR
(5,21),(21,19),-0.325065 # DEPENDENCYPART_GRANDPAR
(5,21),(21,22),-0.154396 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),0.349189 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),0.502634 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),0.196001 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),0.434809 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),0.760855 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),-0.0478642 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-0.441406 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),0.00198372 # DEPENDENCYPART_GRANDPAR
(6,2),(2,8),-0.231961 # DEPENDENCYPART_GRANDPAR
(6,2),(2,10),0.0860401 # DEPENDENCYPART_GRANDPAR
(6,2),(2,11),0.945497 # DEPENDENCYPART_GRANDPAR
(6,2),(2,15),-0.771103 # DEPENDENCYPART_GRANDPAR
(6,2),(2,18),-0.587136 # DEPENDENCYPART_GRANDPAR
(6,2),(2,22),-0.21406 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),0.241113 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),0.130043 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),0.702678 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.0636264 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-0.453501 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),0.00174685 # DEPENDENCYPART_GRANDPAR
(6,3),(3,8),-0.251039 # DEPENDENCYPART_GRANDPAR
(6,3),(3,10),0.109272 # DEPENDENCYPART_GRANDPAR
(6,3),(3,11),0.945317 # DEPENDENCYPART_GRANDPAR
(6,3),(3,12),-0.0131502 # DEPENDENCYPART_GRANDPAR
(6,3),(3,14),-0.267625 # DEPENDENCYPART_GRANDPAR
(6,3),(3,15),-0.771141 # DEPENDENCYPART_GRANDPAR
(6,3),(3,18),-0.606214 # DEPENDENCYPART_GRANDPAR
(6,3),(3,22),-0.190807 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),0.117849 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),0.188087 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),0.409084 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),0.0288564 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-0.341048 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,11),0.954623 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),0.0691867 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),0.278079 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),0.64932 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-0.35997 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),0.0792723 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),0.168478 # DEPENDENCYPART_GRANDPAR
(6,5),(5,21),-0.285097 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.101594 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),0.254178 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),0.15821 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-0.269917 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-0.0926498 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),0.132462 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.184367 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.113528 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.468066 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),0.0284043 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),1.03732 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),0.0767699 # DEPENDENCYPART_GRANDPAR
(6,8),(8,21),-0.0372279 # DEPENDENCYPART_GRANDPAR
(6,8),(8,22),0.118532 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.295118 # DEPENDENCYPART_GRANDPAR
(6,10),(10,1),-0.468953 # DEPENDENCYPART_GRANDPAR
(6,10),(10,2),-0.24122 # DEPENDENCYPART_GRANDPAR
(6,10),(10,3),-0.0168148 # DEPENDENCYPART_GRANDPAR
(6,10),(10,4),0.504853 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-0.314293 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-0.166474 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),0.313344 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),0.316595 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),0.124025 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),1.21394 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),0.338332 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),0.148233 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.472186 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),0.181723 # DEPENDENCYPART_GRANDPAR
(6,10),(10,17),-0.111085 # DEPENDENCYPART_GRANDPAR
(6,10),(10,18),0.0683331 # DEPENDENCYPART_GRANDPAR
(6,10),(10,19),0.0961501 # DEPENDENCYPART_GRANDPAR
(6,10),(10,21),0.0583913 # DEPENDENCYPART_GRANDPAR
(6,10),(10,22),0.221131 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),0.654797 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),1.10236 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),0.386435 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),-0.00870781 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),-0.0277821 # DEPENDENCYPART_GRANDPAR
(6,12),(12,21),-0.0500543 # DEPENDENCYPART_GRANDPAR
(6,12),(12,22),0.0961886 # DEPENDENCYPART_GRANDPAR
(6,16),(16,3),0.132462 # DEPENDENCYPART_GRANDPAR
(6,16),(16,6),-0.114679 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,16),(16,9),0.233169 # DEPENDENCYPART_GRANDPAR
(6,16),(16,10),0.671026 # DEPENDENCYPART_GRANDPAR
(6,16),(16,12),0.296129 # DEPENDENCYPART_GRANDPAR
(6,16),(16,14),0.12589 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),-0.557382 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),-0.256669 # DEPENDENCYPART_GRANDPAR
(6,16),(16,18),-0.0228737 # DEPENDENCYPART_GRANDPAR
(6,16),(16,19),0.0245833 # DEPENDENCYPART_GRANDPAR
(6,16),(16,21),-0.0363318 # DEPENDENCYPART_GRANDPAR
(6,16),(16,23),-0.40844 # DEPENDENCYPART_GRANDPAR
(6,18),(18,10),0.673142 # DEPENDENCYPART_GRANDPAR
(6,18),(18,12),0.296292 # DEPENDENCYPART_GRANDPAR
(6,18),(18,14),0.134509 # DEPENDENCYPART_GRANDPAR
(6,18),(18,16),0.159699 # DEPENDENCYPART_GRANDPAR
(6,18),(18,17),-0.182959 # DEPENDENCYPART_GRANDPAR
(6,18),(18,19),0.0392474 # DEPENDENCYPART_GRANDPAR
(6,18),(18,21),-0.0292486 # DEPENDENCYPART_GRANDPAR
(6,18),(18,23),-0.401559 # DEPENDENCYPART_GRANDPAR
(6,21),(21,8),0.317698 # DEPENDENCYPART_GRANDPAR
(6,21),(21,9),0.123081 # DEPENDENCYPART_GRANDPAR
(6,21),(21,10),0.602796 # DEPENDENCYPART_GRANDPAR
(6,21),(21,11),1.22803 # DEPENDENCYPART_GRANDPAR
(6,21),(21,14),-0.00942818 # DEPENDENCYPART_GRANDPAR
(6,21),(21,15),-0.434902 # DEPENDENCYPART_GRANDPAR
(6,21),(21,16),0.0703695 # DEPENDENCYPART_GRANDPAR
(6,21),(21,17),-0.204384 # DEPENDENCYPART_GRANDPAR
(6,21),(21,18),-0.0408493 # DEPENDENCYPART_GRANDPAR
(6,21),(21,19),-0.0615109 # DEPENDENCYPART_GRANDPAR
(6,21),(21,22),0.226414 # DEPENDENCYPART_GRANDPAR
(6,22),(22,2),-0.241062 # DEPENDENCYPART_GRANDPAR
(6,22),(22,3),-0.0166177 # DEPENDENCYPART_GRANDPAR
(6,22),(22,6),-0.161242 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,22),(22,7),0.312471 # DEPENDENCYPART_GRANDPAR
(6,22),(22,8),0.320011 # DEPENDENCYPART_GRANDPAR
(6,22),(22,10),0.59358 # DEPENDENCYPART_GRANDPAR
(6,22),(22,11),1.2281 # DEPENDENCYPART_GRANDPAR
(6,22),(22,12),0.25197 # DEPENDENCYPART_GRANDPAR
(6,22),(22,14),-0.00935623 # DEPENDENCYPART_GRANDPAR
(6,22),(22,15),-0.434831 # DEPENDENCYPART_GRANDPAR
(6,22),(22,16),0.0726829 # DEPENDENCYPART_GRANDPAR
(6,22),(22,17),-0.204305 # DEPENDENCYPART_GRANDPAR
(6,22),(22,18),-0.0385358 # DEPENDENCYPART_GRANDPAR
(6,22),(22,19),-0.0614389 # DEPENDENCYPART_GRANDPAR
(6,22),(22,21),0.108785 # DEPENDENCYPART_GRANDPAR
(6,22),(22,23),-0.409086 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.300431 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.357775 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.321284 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.457729 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.507115 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-0.700875 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.403437 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.424524 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.425553 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-0.34842 # DEPENDENCYPART_GRANDPAR
(7,6),(6,16),-0.594697 # DEPENDENCYPART_GRANDPAR
(7,6),(6,18),-0.602106 # DEPENDENCYPART_GRANDPAR
(7,6),(6,21),-0.436869 # DEPENDENCYPART_GRANDPAR
(7,6),(6,22),-0.441126 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-0.660681 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-0.634581 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.585996 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.613911 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.400356 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.427036 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.228148 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.24526 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.246007 # DEPENDENCYPART_GRANDPAR
(7,8),(8,21),-0.183698 # DEPENDENCYPART_GRANDPAR
(7,8),(8,22),-0.187912 # DEPENDENCYPART_GRANDPAR
(7,9),(9,8),-0.07285 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-0.0656371 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),-0.0760178 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.432163 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),-0.183828 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),-0.177289 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),-0.126046 # DEPENDENCYPART_GRANDPAR
(8,2),(2,6),0.0725698 # DEPENDENCYPART_GRANDPAR
(8,2),(2,7),0.0395632 # DEPENDENCYPART_GRANDPAR
(8,2),(2,8),-0.74872 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,2),(2,10),-0.675203 # DEPENDENCYPART_GRANDPAR
(8,2),(2,11),-0.568961 # DEPENDENCYPART_GRANDPAR
(8,2),(2,15),-0.539913 # DEPENDENCYPART_GRANDPAR
(8,2),(2,18),-0.535697 # DEPENDENCYPART_GRANDPAR
(8,2),(2,22),-0.477501 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.312736 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.281968 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.20725 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.133664 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),0.0823425 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),0.0243306 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-0.761327 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,10),-0.671375 # DEPENDENCYPART_GRANDPAR
(8,3),(3,11),-0.569553 # DEPENDENCYPART_GRANDPAR
(8,3),(3,12),-0.419024 # DEPENDENCYPART_GRANDPAR
(8,3),(3,14),-0.449145 # DEPENDENCYPART_GRANDPAR
(8,3),(3,15),-0.540315 # DEPENDENCYPART_GRANDPAR
(8,3),(3,18),-0.548303 # DEPENDENCYPART_GRANDPAR
(8,3),(3,22),-0.473663 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.381658 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.371182 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.551083 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),0.0768738 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),0.0757513 # DEPENDENCYPART_GRANDPAR
(8,5),(5,10),-0.647661 # DEPENDENCYPART_GRANDPAR
(8,5),(5,21),-0.557035 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.455493 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.223811 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.200817 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.51935 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.0692852 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),0.0658923 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-0.758922 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.361451 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.673782 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-0.404938 # DEPENDENCYPART_GRANDPAR
(8,6),(6,16),-0.540338 # DEPENDENCYPART_GRANDPAR
(8,6),(6,18),-0.545786 # DEPENDENCYPART_GRANDPAR
(8,6),(6,21),-0.582711 # DEPENDENCYPART_GRANDPAR
(8,6),(6,22),-0.475673 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.0755832 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-0.640905 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.294852 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.358518 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,8),-0.378473 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),-0.101532 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.00831274 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.318216 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),-0.166047 # DEPENDENCYPART_GRANDPAR
(8,14),(14,8),-0.357633 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,14),(14,13),-0.239505 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.298307 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.0734784 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),-0.0812361 # DEPENDENCYPART_GRANDPAR
(8,14),(14,22),-0.118819 # DEPENDENCYPART_GRANDPAR
(8,21),(21,8),-0.410181 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,21),(21,9),-0.117113 # DEPENDENCYPART_GRANDPAR
(8,21),(21,10),-0.248109 # DEPENDENCYPART_GRANDPAR
(8,21),(21,11),-0.0423237 # DEPENDENCYPART_GRANDPAR
(8,21),(21,14),-0.100169 # DEPENDENCYPART_GRANDPAR
(8,21),(21,15),0.106098 # DEPENDENCYPART_GRANDPAR
(8,21),(21,16),-0.188782 # DEPENDENCYPART_GRANDPAR
(8,21),(21,17),-0.157347 # DEPENDENCYPART_GRANDPAR
(8,21),(21,18),-0.196758 # DEPENDENCYPART_GRANDPAR
(8,21),(21,19),-0.194575 # DEPENDENCYPART_GRANDPAR
(8,21),(21,22),-0.171895 # DEPENDENCYPART_GRANDPAR
(8,22),(22,2),-0.605815 # DEPENDENCYPART_GRANDPAR
(8,22),(22,3),-0.578433 # DEPENDENCYPART_GRANDPAR
(8,22),(22,6),-0.299765 # DEPENDENCYPART_GRANDPAR
(8,22),(22,7),-0.181507 # DEPENDENCYPART_GRANDPAR
(8,22),(22,8),-0.407938 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,22),(22,10),-0.257467 # DEPENDENCYPART_GRANDPAR
(8,22),(22,11),-0.0423229 # DEPENDENCYPART_GRANDPAR
(8,22),(22,12),-0.236663 # DEPENDENCYPART_GRANDPAR
(8,22),(22,14),-0.100167 # DEPENDENCYPART_GRANDPAR
(8,22),(22,15),0.106098 # DEPENDENCYPART_GRANDPAR
(8,22),(22,16),-0.186539 # DEPENDENCYPART_GRANDPAR
(8,22),(22,17),-0.157339 # DEPENDENCYPART_GRANDPAR
(8,22),(22,18),-0.194515 # DEPENDENCYPART_GRANDPAR
(8,22),(22,19),-0.194572 # DEPENDENCYPART_GRANDPAR
(8,22),(22,21),-0.174881 # DEPENDENCYPART_GRANDPAR
(8,22),(22,23),-0.479197 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),-0.504625 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.269208 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.192856 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.168666 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),0.0058996 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.0291339 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-0.540069 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,11),-0.778878 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-0.929935 # DEPENDENCYPART_GRANDPAR
(9,8),(8,21),-0.379482 # DEPENDENCYPART_GRANDPAR
(9,8),(8,22),-0.297595 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),0.0846249 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),0.116686 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),-0.051325 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),-0.0465196 # DEPENDENCYPART_GRANDPAR
(10,2),(2,4),0.0120386 # DEPENDENCYPART_GRANDPAR
(10,2),(2,5),-0.175482 # DEPENDENCYPART_GRANDPAR
(10,2),(2,6),-0.137671 # DEPENDENCYPART_GRANDPAR
(10,2),(2,7),0.0847743 # DEPENDENCYPART_GRANDPAR
(10,2),(2,8),0.396829 # DEPENDENCYPART_GRANDPAR
(10,2),(2,10),-0.634776 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,2),(2,11),-0.641485 # DEPENDENCYPART_GRANDPAR
(10,2),(2,15),-0.544876 # DEPENDENCYPART_GRANDPAR
(10,2),(2,18),-0.45795 # DEPENDENCYPART_GRANDPAR
(10,2),(2,22),-0.307034 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),0.00440607 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.106961 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),-0.04889 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),-0.212732 # DEPENDENCYPART_GRANDPAR
(10,3),(3,6),-0.160977 # DEPENDENCYPART_GRANDPAR
(10,3),(3,7),0.0387221 # DEPENDENCYPART_GRANDPAR
(10,3),(3,8),0.372639 # DEPENDENCYPART_GRANDPAR
(10,3),(3,10),-0.632376 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,3),(3,11),-0.644091 # DEPENDENCYPART_GRANDPAR
(10,3),(3,12),-0.0541599 # DEPENDENCYPART_GRANDPAR
(10,3),(3,14),-0.208644 # DEPENDENCYPART_GRANDPAR
(10,3),(3,15),-0.547371 # DEPENDENCYPART_GRANDPAR
(10,3),(3,18),-0.470416 # DEPENDENCYPART_GRANDPAR
(10,3),(3,22),-0.304624 # DEPENDENCYPART_GRANDPAR
(10,4),(4,1),-0.175641 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),-0.13896 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.0484143 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),-0.0878669 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),-0.128845 # DEPENDENCYPART_GRANDPAR
(10,4),(4,11),-0.632063 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.0957345 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.0177565 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.100252 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),0.0426015 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),0.218944 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),-0.655808 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,5),(5,21),-0.194401 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),-0.0390818 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.047192 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),0.0505819 # DEPENDENCYPART_GRANDPAR
