# _root_ jaurlaritzak prezioak hitzartzen dituztela irizten badio , europako_batzordera jotzeko asmoa du , hark azter dezan europako lehia askearen gaineko legedia betetzen den ala ez .
#goldHeads=5,3,5,3,11,5,6,9,10,11,0,11,14,11,14,17,20,17,18,21,23,21,14,21,24,
#predictedHeads=3,3,5,3,11,5,6,9,10,11,0,11,14,11,14,17,19,17,20,21,23,21,14,23,24,
(3,1),(3,2),-0.0558606 # DEPENDENCYPART_SIBL
(3,1),(3,4),0.0330137 # DEPENDENCYPART_SIBL
(3,1),(3,5),-0.0104733 # DEPENDENCYPART_SIBL
(3,1),(3,6),0.0143537 # DEPENDENCYPART_SIBL
(3,1),(3,7),6.03853e-05 # DEPENDENCYPART_SIBL
(3,1),(3,8),-0.0306583 # DEPENDENCYPART_SIBL
(3,1),(3,9),-0.0104735 # DEPENDENCYPART_SIBL
(3,1),(3,10),-0.034964 # DEPENDENCYPART_SIBL
(3,1),(3,11),-0.0245026 # DEPENDENCYPART_SIBL
(3,1),(3,12),6.03853e-05 # DEPENDENCYPART_SIBL
(3,1),(3,15),0.0485008 # DEPENDENCYPART_SIBL
(3,1),(3,16),-0.0386667 # DEPENDENCYPART_SIBL
(3,1),(3,19),-0.0226311 # DEPENDENCYPART_SIBL
(3,1),(3,20),-0.0307159 # DEPENDENCYPART_SIBL
(3,1),(3,21),-0.00991512 # DEPENDENCYPART_SIBL
(3,1),(3,23),0.0396125 # DEPENDENCYPART_SIBL
(3,2),(3,4),0.0482964 # DEPENDENCYPART_SIBL
(3,2),(3,5),-0.00233762 # DEPENDENCYPART_SIBL
(3,2),(3,6),0.0296363 # DEPENDENCYPART_SIBL
(3,2),(3,7),0.00876426 # DEPENDENCYPART_SIBL
(3,2),(3,8),-0.013982 # DEPENDENCYPART_SIBL
(3,2),(3,9),-0.00233778 # DEPENDENCYPART_SIBL
(3,2),(3,10),-0.0182877 # DEPENDENCYPART_SIBL
(3,2),(3,11),-0.0118573 # DEPENDENCYPART_SIBL
(3,2),(3,12),0.00876426 # DEPENDENCYPART_SIBL
(3,2),(3,15),0.0637835 # DEPENDENCYPART_SIBL
(3,2),(3,16),-0.0219904 # DEPENDENCYPART_SIBL
(3,2),(3,19),-0.00595477 # DEPENDENCYPART_SIBL
(3,2),(3,20),-0.0140396 # DEPENDENCYPART_SIBL
(3,2),(3,21),-0.00177943 # DEPENDENCYPART_SIBL
(3,2),(3,23),0.0497089 # DEPENDENCYPART_SIBL
(3,4),(3,5),0.00975507 # DEPENDENCYPART_SIBL
(3,4),(3,6),-0.141648 # DEPENDENCYPART_SIBL
(3,4),(3,7),-0.039223 # DEPENDENCYPART_SIBL
(3,4),(3,8),0.0141141 # DEPENDENCYPART_SIBL
(3,4),(3,9),0.00975507 # DEPENDENCYPART_SIBL
(3,4),(3,10),0.0117671 # DEPENDENCYPART_SIBL
(3,4),(3,11),-0.0311999 # DEPENDENCYPART_SIBL
(3,4),(3,12),-0.039223 # DEPENDENCYPART_SIBL
(3,4),(3,15),-0.144078 # DEPENDENCYPART_SIBL
(3,4),(3,16),0.0141141 # DEPENDENCYPART_SIBL
(3,4),(3,19),0.0141141 # DEPENDENCYPART_SIBL
(3,4),(3,20),0.0141095 # DEPENDENCYPART_SIBL
(3,4),(3,21),0.00797095 # DEPENDENCYPART_SIBL
(3,4),(3,23),-0.0247514 # DEPENDENCYPART_SIBL
(3,5),(3,6),0.0308169 # DEPENDENCYPART_SIBL
(3,5),(3,7),-0.0487006 # DEPENDENCYPART_SIBL
(3,5),(3,8),-0.0457679 # DEPENDENCYPART_SIBL
(3,5),(3,9),-0.02232 # DEPENDENCYPART_SIBL
(3,5),(3,10),-0.0467618 # DEPENDENCYPART_SIBL
(3,5),(3,11),-0.00345418 # DEPENDENCYPART_SIBL
(3,5),(3,12),-0.0487006 # DEPENDENCYPART_SIBL
(3,5),(3,15),0.0282758 # DEPENDENCYPART_SIBL
(3,5),(3,16),-0.0457679 # DEPENDENCYPART_SIBL
(3,5),(3,19),-0.0457679 # DEPENDENCYPART_SIBL
(3,5),(3,20),-0.0457724 # DEPENDENCYPART_SIBL
(3,5),(3,21),-0.023121 # DEPENDENCYPART_SIBL
(3,5),(3,23),-0.03519 # DEPENDENCYPART_SIBL
(3,6),(3,7),-0.0334547 # DEPENDENCYPART_SIBL
(3,6),(3,8),0.0207481 # DEPENDENCYPART_SIBL
(3,6),(3,9),0.0171659 # DEPENDENCYPART_SIBL
(3,6),(3,10),0.0184011 # DEPENDENCYPART_SIBL
(3,6),(3,11),-0.0224635 # DEPENDENCYPART_SIBL
(3,6),(3,12),-0.0334547 # DEPENDENCYPART_SIBL
(3,6),(3,15),-0.137473 # DEPENDENCYPART_SIBL
(3,6),(3,16),0.0207481 # DEPENDENCYPART_SIBL
(3,6),(3,19),0.0207481 # DEPENDENCYPART_SIBL
(3,6),(3,20),0.0207435 # DEPENDENCYPART_SIBL
(3,6),(3,21),0.0153818 # DEPENDENCYPART_SIBL
(3,6),(3,23),-0.0162428 # DEPENDENCYPART_SIBL
(3,7),(3,8),-0.0971665 # DEPENDENCYPART_SIBL
(3,7),(3,9),-0.0389782 # DEPENDENCYPART_SIBL
(3,7),(3,10),-0.0981029 # DEPENDENCYPART_SIBL
(3,7),(3,11),-0.0473847 # DEPENDENCYPART_SIBL
(3,7),(3,12),-0.276255 # DEPENDENCYPART_SIBL
(3,7),(3,15),-0.0779591 # DEPENDENCYPART_SIBL
(3,7),(3,16),-0.0971665 # DEPENDENCYPART_SIBL
(3,7),(3,19),-0.0971665 # DEPENDENCYPART_SIBL
(3,7),(3,20),-0.0971711 # DEPENDENCYPART_SIBL
(3,7),(3,21),-0.0403433 # DEPENDENCYPART_SIBL
(3,7),(3,23),-0.0572499 # DEPENDENCYPART_SIBL
(3,8),(3,9),-0.0153158 # DEPENDENCYPART_SIBL
(3,8),(3,10),-0.0158111 # DEPENDENCYPART_SIBL
(3,8),(3,11),-0.040569 # DEPENDENCYPART_SIBL
(3,8),(3,12),-0.0287287 # DEPENDENCYPART_SIBL
(3,8),(3,15),-0.0246963 # DEPENDENCYPART_SIBL
(3,8),(3,16),-0.0148763 # DEPENDENCYPART_SIBL
(3,8),(3,19),-0.0148767 # DEPENDENCYPART_SIBL
(3,8),(3,20),-0.014925 # DEPENDENCYPART_SIBL
(3,8),(3,21),-0.0140956 # DEPENDENCYPART_SIBL
(3,8),(3,23),-0.0265933 # DEPENDENCYPART_SIBL
(3,9),(3,10),-0.0467618 # DEPENDENCYPART_SIBL
(3,9),(3,11),-0.00345418 # DEPENDENCYPART_SIBL
(3,9),(3,12),-0.0487006 # DEPENDENCYPART_SIBL
(3,9),(3,15),0.0282758 # DEPENDENCYPART_SIBL
(3,9),(3,16),-0.0457679 # DEPENDENCYPART_SIBL
(3,9),(3,19),-0.0457679 # DEPENDENCYPART_SIBL
(3,9),(3,20),-0.0457724 # DEPENDENCYPART_SIBL
(3,9),(3,21),-0.023121 # DEPENDENCYPART_SIBL
(3,9),(3,23),-0.03519 # DEPENDENCYPART_SIBL
(3,10),(3,11),-0.0417905 # DEPENDENCYPART_SIBL
(3,10),(3,12),-0.0300316 # DEPENDENCYPART_SIBL
(3,10),(3,15),-0.0259165 # DEPENDENCYPART_SIBL
(3,10),(3,16),-0.0161254 # DEPENDENCYPART_SIBL
(3,10),(3,19),-0.0161259 # DEPENDENCYPART_SIBL
(3,10),(3,20),-0.0161741 # DEPENDENCYPART_SIBL
(3,10),(3,21),-0.0177543 # DEPENDENCYPART_SIBL
(3,10),(3,23),-0.0278781 # DEPENDENCYPART_SIBL
(3,11),(3,12),0.0134477 # DEPENDENCYPART_SIBL
(3,11),(3,15),0.0234462 # DEPENDENCYPART_SIBL
(3,11),(3,16),0.0291619 # DEPENDENCYPART_SIBL
(3,11),(3,19),0.0291619 # DEPENDENCYPART_SIBL
(3,11),(3,20),0.029114 # DEPENDENCYPART_SIBL
(3,11),(3,21),0.0542414 # DEPENDENCYPART_SIBL
(3,11),(3,23),0.00787569 # DEPENDENCYPART_SIBL
(3,12),(3,15),-0.0779591 # DEPENDENCYPART_SIBL
(3,12),(3,16),-0.0971665 # DEPENDENCYPART_SIBL
(3,12),(3,19),-0.0971665 # DEPENDENCYPART_SIBL
(3,12),(3,20),-0.0971711 # DEPENDENCYPART_SIBL
(3,12),(3,21),-0.0403433 # DEPENDENCYPART_SIBL
(3,12),(3,23),-0.0572499 # DEPENDENCYPART_SIBL
(3,15),(3,16),0.013421 # DEPENDENCYPART_SIBL
(3,15),(3,19),0.013421 # DEPENDENCYPART_SIBL
(3,15),(3,20),0.0134165 # DEPENDENCYPART_SIBL
(3,15),(3,21),-7.01786e-05 # DEPENDENCYPART_SIBL
(3,15),(3,23),-0.0245209 # DEPENDENCYPART_SIBL
(3,16),(3,19),-0.0161649 # DEPENDENCYPART_SIBL
(3,16),(3,20),-0.0162131 # DEPENDENCYPART_SIBL
(3,16),(3,21),-0.0145246 # DEPENDENCYPART_SIBL
(3,16),(3,23),-0.0270223 # DEPENDENCYPART_SIBL
(3,19),(3,20),-0.014925 # DEPENDENCYPART_SIBL
(3,19),(3,21),-0.0140956 # DEPENDENCYPART_SIBL
(3,19),(3,23),-0.0265933 # DEPENDENCYPART_SIBL
(3,20),(3,21),-0.0141004 # DEPENDENCYPART_SIBL
(3,20),(3,23),-0.0265946 # DEPENDENCYPART_SIBL
(3,21),(3,23),-0.0355204 # DEPENDENCYPART_SIBL
(4,1),(4,2),0.034092 # DEPENDENCYPART_SIBL
(4,1),(4,5),0.0471849 # DEPENDENCYPART_SIBL
(4,1),(4,6),0.0573903 # DEPENDENCYPART_SIBL
(4,2),(4,5),0.0458945 # DEPENDENCYPART_SIBL
(4,2),(4,6),0.0588525 # DEPENDENCYPART_SIBL
(4,5),(4,6),0.0367276 # DEPENDENCYPART_SIBL
(5,1),(5,2),-0.0536293 # DEPENDENCYPART_SIBL
(5,1),(5,3),-0.00215235 # DEPENDENCYPART_SIBL
(5,1),(5,4),-0.00396976 # DEPENDENCYPART_SIBL
(5,1),(5,6),0.0143537 # DEPENDENCYPART_SIBL
(5,1),(5,7),6.03853e-05 # DEPENDENCYPART_SIBL
(5,1),(5,8),-0.0306583 # DEPENDENCYPART_SIBL
(5,1),(5,9),-0.0104735 # DEPENDENCYPART_SIBL
(5,1),(5,10),-0.034964 # DEPENDENCYPART_SIBL
(5,1),(5,11),-0.0245026 # DEPENDENCYPART_SIBL
(5,1),(5,12),6.03853e-05 # DEPENDENCYPART_SIBL
(5,1),(5,14),0.00481478 # DEPENDENCYPART_SIBL
(5,1),(5,15),0.0485008 # DEPENDENCYPART_SIBL
(5,1),(5,16),-0.0386667 # DEPENDENCYPART_SIBL
(5,1),(5,17),-0.0308905 # DEPENDENCYPART_SIBL
(5,1),(5,19),-0.0226311 # DEPENDENCYPART_SIBL
(5,1),(5,20),-0.0307159 # DEPENDENCYPART_SIBL
(5,1),(5,21),-0.00991512 # DEPENDENCYPART_SIBL
(5,1),(5,23),0.0396125 # DEPENDENCYPART_SIBL
(5,2),(5,3),0.00614679 # DEPENDENCYPART_SIBL
(5,2),(5,4),0.00684657 # DEPENDENCYPART_SIBL
(5,2),(5,6),0.0296363 # DEPENDENCYPART_SIBL
(5,2),(5,7),0.00876426 # DEPENDENCYPART_SIBL
(5,2),(5,8),-0.013982 # DEPENDENCYPART_SIBL
(5,2),(5,9),-0.00233778 # DEPENDENCYPART_SIBL
(5,2),(5,10),-0.0182877 # DEPENDENCYPART_SIBL
(5,2),(5,11),-0.0118573 # DEPENDENCYPART_SIBL
(5,2),(5,12),0.00876426 # DEPENDENCYPART_SIBL
(5,2),(5,14),0.0129505 # DEPENDENCYPART_SIBL
(5,2),(5,15),0.0637835 # DEPENDENCYPART_SIBL
(5,2),(5,16),-0.0219904 # DEPENDENCYPART_SIBL
(5,2),(5,17),-0.0142142 # DEPENDENCYPART_SIBL
(5,2),(5,19),-0.00595476 # DEPENDENCYPART_SIBL
(5,2),(5,20),-0.0140396 # DEPENDENCYPART_SIBL
(5,2),(5,21),-0.00177943 # DEPENDENCYPART_SIBL
(5,2),(5,23),0.0497089 # DEPENDENCYPART_SIBL
(5,3),(5,4),-0.020766 # DEPENDENCYPART_SIBL
(5,3),(5,6),0.0678343 # DEPENDENCYPART_SIBL
(5,3),(5,7),-0.00295255 # DEPENDENCYPART_SIBL
(5,3),(5,8),0.0190987 # DEPENDENCYPART_SIBL
(5,3),(5,9),0.00776952 # DEPENDENCYPART_SIBL
(5,3),(5,10),0.0161175 # DEPENDENCYPART_SIBL
(5,3),(5,11),0.0803855 # DEPENDENCYPART_SIBL
(5,3),(5,12),-0.00295255 # DEPENDENCYPART_SIBL
(5,3),(5,14),0.00884707 # DEPENDENCYPART_SIBL
(5,3),(5,15),0.064311 # DEPENDENCYPART_SIBL
(5,3),(5,16),0.0142919 # DEPENDENCYPART_SIBL
(5,3),(5,17),0.0190932 # DEPENDENCYPART_SIBL
(5,3),(5,19),0.0190987 # DEPENDENCYPART_SIBL
(5,3),(5,20),0.0190964 # DEPENDENCYPART_SIBL
(5,3),(5,21),-0.000864039 # DEPENDENCYPART_SIBL
(5,3),(5,23),0.0140635 # DEPENDENCYPART_SIBL
(5,4),(5,6),-0.0582587 # DEPENDENCYPART_SIBL
(5,4),(5,7),0.0475145 # DEPENDENCYPART_SIBL
(5,4),(5,8),-0.0130452 # DEPENDENCYPART_SIBL
(5,4),(5,9),0.0267397 # DEPENDENCYPART_SIBL
(5,4),(5,10),-0.0154763 # DEPENDENCYPART_SIBL
(5,4),(5,11),0.00985862 # DEPENDENCYPART_SIBL
(5,4),(5,12),0.0475145 # DEPENDENCYPART_SIBL
(5,4),(5,14),0.0312467 # DEPENDENCYPART_SIBL
(5,4),(5,15),-0.0562691 # DEPENDENCYPART_SIBL
(5,4),(5,16),-0.0210527 # DEPENDENCYPART_SIBL
(5,4),(5,17),-0.0130452 # DEPENDENCYPART_SIBL
(5,4),(5,19),-0.0130453 # DEPENDENCYPART_SIBL
(5,4),(5,20),-0.0130452 # DEPENDENCYPART_SIBL
(5,4),(5,21),0.0260258 # DEPENDENCYPART_SIBL
(5,4),(5,23),-0.00216485 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.0333246 # DEPENDENCYPART_SIBL
(5,6),(5,8),0.0211384 # DEPENDENCYPART_SIBL
(5,6),(5,9),0.017296 # DEPENDENCYPART_SIBL
(5,6),(5,10),0.0187915 # DEPENDENCYPART_SIBL
(5,6),(5,11),-0.0223334 # DEPENDENCYPART_SIBL
(5,6),(5,12),-0.0333246 # DEPENDENCYPART_SIBL
(5,6),(5,14),0.0281218 # DEPENDENCYPART_SIBL
(5,6),(5,15),-0.137095 # DEPENDENCYPART_SIBL
(5,6),(5,16),0.0211384 # DEPENDENCYPART_SIBL
(5,6),(5,17),0.0211384 # DEPENDENCYPART_SIBL
(5,6),(5,19),0.0211384 # DEPENDENCYPART_SIBL
(5,6),(5,20),0.0211339 # DEPENDENCYPART_SIBL
(5,6),(5,21),0.0155119 # DEPENDENCYPART_SIBL
(5,6),(5,23),-0.0161127 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.0970364 # DEPENDENCYPART_SIBL
(5,7),(5,9),-0.0389782 # DEPENDENCYPART_SIBL
(5,7),(5,10),-0.0979728 # DEPENDENCYPART_SIBL
(5,7),(5,11),-0.0473847 # DEPENDENCYPART_SIBL
(5,7),(5,12),-0.276255 # DEPENDENCYPART_SIBL
(5,7),(5,14),-0.0333001 # DEPENDENCYPART_SIBL
(5,7),(5,15),-0.0777106 # DEPENDENCYPART_SIBL
(5,7),(5,16),-0.0970364 # DEPENDENCYPART_SIBL
(5,7),(5,17),-0.0970364 # DEPENDENCYPART_SIBL
(5,7),(5,19),-0.0970364 # DEPENDENCYPART_SIBL
(5,7),(5,20),-0.097041 # DEPENDENCYPART_SIBL
(5,7),(5,21),-0.0403433 # DEPENDENCYPART_SIBL
(5,7),(5,23),-0.0572499 # DEPENDENCYPART_SIBL
(5,8),(5,9),-0.0153158 # DEPENDENCYPART_SIBL
(5,8),(5,10),-0.015681 # DEPENDENCYPART_SIBL
(5,8),(5,11),-0.040569 # DEPENDENCYPART_SIBL
(5,8),(5,12),-0.0287287 # DEPENDENCYPART_SIBL
(5,8),(5,14),-0.00818605 # DEPENDENCYPART_SIBL
(5,8),(5,15),-0.0244478 # DEPENDENCYPART_SIBL
(5,8),(5,16),-0.0147462 # DEPENDENCYPART_SIBL
(5,8),(5,17),-0.0147479 # DEPENDENCYPART_SIBL
(5,8),(5,19),-0.0147466 # DEPENDENCYPART_SIBL
(5,8),(5,20),-0.0147948 # DEPENDENCYPART_SIBL
(5,8),(5,21),-0.0140956 # DEPENDENCYPART_SIBL
(5,8),(5,23),-0.0265933 # DEPENDENCYPART_SIBL
(5,9),(5,10),-0.0463832 # DEPENDENCYPART_SIBL
(5,9),(5,11),-0.00320568 # DEPENDENCYPART_SIBL
(5,9),(5,12),-0.0484521 # DEPENDENCYPART_SIBL
(5,9),(5,14),-0.0119124 # DEPENDENCYPART_SIBL
(5,9),(5,15),0.0290213 # DEPENDENCYPART_SIBL
(5,9),(5,16),-0.0453893 # DEPENDENCYPART_SIBL
(5,9),(5,17),-0.0453893 # DEPENDENCYPART_SIBL
(5,9),(5,19),-0.0453893 # DEPENDENCYPART_SIBL
(5,9),(5,20),-0.0453938 # DEPENDENCYPART_SIBL
(5,9),(5,21),-0.0228725 # DEPENDENCYPART_SIBL
(5,9),(5,23),-0.0349415 # DEPENDENCYPART_SIBL
(5,10),(5,11),-0.0417905 # DEPENDENCYPART_SIBL
(5,10),(5,12),-0.0300316 # DEPENDENCYPART_SIBL
(5,10),(5,14),-0.0118447 # DEPENDENCYPART_SIBL
(5,10),(5,15),-0.025668 # DEPENDENCYPART_SIBL
(5,10),(5,16),-0.0159953 # DEPENDENCYPART_SIBL
(5,10),(5,17),-0.0159971 # DEPENDENCYPART_SIBL
(5,10),(5,19),-0.0159958 # DEPENDENCYPART_SIBL
(5,10),(5,20),-0.016044 # DEPENDENCYPART_SIBL
(5,10),(5,21),-0.0177543 # DEPENDENCYPART_SIBL
(5,10),(5,23),-0.0278781 # DEPENDENCYPART_SIBL
(5,11),(5,12),0.0134477 # DEPENDENCYPART_SIBL
(5,11),(5,14),0.0611988 # DEPENDENCYPART_SIBL
(5,11),(5,15),0.0236947 # DEPENDENCYPART_SIBL
(5,11),(5,16),0.029292 # DEPENDENCYPART_SIBL
(5,11),(5,17),0.0292904 # DEPENDENCYPART_SIBL
(5,11),(5,19),0.029292 # DEPENDENCYPART_SIBL
(5,11),(5,20),0.0292441 # DEPENDENCYPART_SIBL
(5,11),(5,21),0.0542414 # DEPENDENCYPART_SIBL
(5,11),(5,23),0.00787569 # DEPENDENCYPART_SIBL
(5,12),(5,14),-0.0333001 # DEPENDENCYPART_SIBL
(5,12),(5,15),-0.0777106 # DEPENDENCYPART_SIBL
(5,12),(5,16),-0.0970364 # DEPENDENCYPART_SIBL
(5,12),(5,17),-0.0970364 # DEPENDENCYPART_SIBL
(5,12),(5,19),-0.0970364 # DEPENDENCYPART_SIBL
(5,12),(5,20),-0.097041 # DEPENDENCYPART_SIBL
(5,12),(5,21),-0.0403433 # DEPENDENCYPART_SIBL
(5,12),(5,23),-0.0572499 # DEPENDENCYPART_SIBL
(5,14),(5,15),0.0278025 # DEPENDENCYPART_SIBL
(5,14),(5,16),-0.0460483 # DEPENDENCYPART_SIBL
(5,14),(5,17),-0.0460483 # DEPENDENCYPART_SIBL
(5,14),(5,19),-0.0460483 # DEPENDENCYPART_SIBL
(5,14),(5,20),-0.0460528 # DEPENDENCYPART_SIBL
(5,14),(5,21),-0.0245124 # DEPENDENCYPART_SIBL
(5,14),(5,23),-0.0356005 # DEPENDENCYPART_SIBL
(5,15),(5,16),0.0138113 # DEPENDENCYPART_SIBL
(5,15),(5,17),0.0138113 # DEPENDENCYPART_SIBL
(5,15),(5,19),0.0138113 # DEPENDENCYPART_SIBL
(5,15),(5,20),0.0138068 # DEPENDENCYPART_SIBL
(5,15),(5,21),5.99319e-05 # DEPENDENCYPART_SIBL
(5,15),(5,23),-0.0243907 # DEPENDENCYPART_SIBL
(5,16),(5,17),-0.0160361 # DEPENDENCYPART_SIBL
(5,16),(5,19),-0.0160348 # DEPENDENCYPART_SIBL
(5,16),(5,20),-0.016083 # DEPENDENCYPART_SIBL
(5,16),(5,21),-0.0145246 # DEPENDENCYPART_SIBL
(5,16),(5,23),-0.0270223 # DEPENDENCYPART_SIBL
(5,17),(5,19),-0.0147481 # DEPENDENCYPART_SIBL
(5,17),(5,20),-0.0147964 # DEPENDENCYPART_SIBL
(5,17),(5,21),-0.0142164 # DEPENDENCYPART_SIBL
(5,17),(5,23),-0.0265933 # DEPENDENCYPART_SIBL
(5,19),(5,20),-0.0147949 # DEPENDENCYPART_SIBL
(5,19),(5,21),-0.0140956 # DEPENDENCYPART_SIBL
(5,19),(5,23),-0.0265933 # DEPENDENCYPART_SIBL
(5,20),(5,21),-0.0141004 # DEPENDENCYPART_SIBL
(5,20),(5,23),-0.0265946 # DEPENDENCYPART_SIBL
(5,21),(5,23),-0.0352719 # DEPENDENCYPART_SIBL
(6,1),(6,2),0.0308283 # DEPENDENCYPART_SIBL
(6,1),(6,7),0.0294411 # DEPENDENCYPART_SIBL
(6,1),(6,8),0.0690954 # DEPENDENCYPART_SIBL
(6,1),(6,11),0.0126675 # DEPENDENCYPART_SIBL
(6,1),(6,15),0.0719946 # DEPENDENCYPART_SIBL
(6,1),(6,23),0.0671586 # DEPENDENCYPART_SIBL
(6,2),(6,7),0.0288641 # DEPENDENCYPART_SIBL
(6,2),(6,8),0.072021 # DEPENDENCYPART_SIBL
(6,2),(6,11),0.0140179 # DEPENDENCYPART_SIBL
(6,2),(6,15),0.0734569 # DEPENDENCYPART_SIBL
(6,2),(6,23),0.0672295 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.0330925 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.0576587 # DEPENDENCYPART_SIBL
(6,7),(6,15),-0.078621 # DEPENDENCYPART_SIBL
(6,7),(6,23),-0.0694578 # DEPENDENCYPART_SIBL
(6,8),(6,11),0.00908245 # DEPENDENCYPART_SIBL
(6,8),(6,15),0.00301711 # DEPENDENCYPART_SIBL
(6,8),(6,23),0.00388008 # DEPENDENCYPART_SIBL
(6,11),(6,15),-0.00557413 # DEPENDENCYPART_SIBL
(6,11),(6,23),-0.00389044 # DEPENDENCYPART_SIBL
(6,15),(6,23),-0.0117432 # DEPENDENCYPART_SIBL
(7,3),(7,4),-0.0318061 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.0308262 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.0149687 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.012718 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.0209871 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.000975767 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0374454 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.0562304 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.00659194 # DEPENDENCYPART_SIBL
(9,1),(9,2),-0.0923455 # DEPENDENCYPART_SIBL
(9,1),(9,3),-0.0160185 # DEPENDENCYPART_SIBL
(9,1),(9,4),-0.0178359 # DEPENDENCYPART_SIBL
(9,1),(9,5),-0.0169874 # DEPENDENCYPART_SIBL
(9,1),(9,6),-0.00931318 # DEPENDENCYPART_SIBL
(9,1),(9,7),-0.0890386 # DEPENDENCYPART_SIBL
(9,1),(9,8),-0.0683329 # DEPENDENCYPART_SIBL
(9,1),(9,10),-0.0355986 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.0251372 # DEPENDENCYPART_SIBL
(9,1),(9,12),-0.000574238 # DEPENDENCYPART_SIBL
(9,1),(9,14),0.00291091 # DEPENDENCYPART_SIBL
(9,1),(9,15),0.0478662 # DEPENDENCYPART_SIBL
(9,1),(9,18),-0.0458898 # DEPENDENCYPART_SIBL
(9,1),(9,21),-0.011819 # DEPENDENCYPART_SIBL
(9,1),(9,22),0.00866173 # DEPENDENCYPART_SIBL
(9,1),(9,23),0.0389779 # DEPENDENCYPART_SIBL
(9,2),(9,3),-0.00771932 # DEPENDENCYPART_SIBL
(9,2),(9,4),-0.00701954 # DEPENDENCYPART_SIBL
(9,2),(9,5),-0.00868823 # DEPENDENCYPART_SIBL
(9,2),(9,6),0.00150315 # DEPENDENCYPART_SIBL
(9,2),(9,7),-0.0782235 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.0489223 # DEPENDENCYPART_SIBL
(9,2),(9,10),-0.0189223 # DEPENDENCYPART_SIBL
(9,2),(9,11),-0.0124919 # DEPENDENCYPART_SIBL
(9,2),(9,12),0.00812963 # DEPENDENCYPART_SIBL
(9,2),(9,14),0.0110466 # DEPENDENCYPART_SIBL
(9,2),(9,15),0.0631488 # DEPENDENCYPART_SIBL
(9,2),(9,18),-0.0359192 # DEPENDENCYPART_SIBL
(9,2),(9,21),-0.0036833 # DEPENDENCYPART_SIBL
(9,2),(9,22),0.0239444 # DEPENDENCYPART_SIBL
(9,2),(9,23),0.0490743 # DEPENDENCYPART_SIBL
(9,3),(9,4),-0.020766 # DEPENDENCYPART_SIBL
(9,3),(9,5),-0.0281416 # DEPENDENCYPART_SIBL
(9,3),(9,6),-0.014372 # DEPENDENCYPART_SIBL
(9,3),(9,7),-0.0829989 # DEPENDENCYPART_SIBL
(9,3),(9,8),-0.0179182 # DEPENDENCYPART_SIBL
(9,3),(9,10),0.0161175 # DEPENDENCYPART_SIBL
(9,3),(9,11),0.0803855 # DEPENDENCYPART_SIBL
(9,3),(9,12),-0.00295255 # DEPENDENCYPART_SIBL
(9,3),(9,14),0.00821245 # DEPENDENCYPART_SIBL
(9,3),(9,15),0.064311 # DEPENDENCYPART_SIBL
(9,3),(9,18),-0.00697566 # DEPENDENCYPART_SIBL
(9,3),(9,21),-0.00149866 # DEPENDENCYPART_SIBL
(9,3),(9,22),0.0207077 # DEPENDENCYPART_SIBL
(9,3),(9,23),0.0140635 # DEPENDENCYPART_SIBL
(9,4),(9,5),-0.0117539 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.00966367 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.0425289 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.0139841 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.0154763 # DEPENDENCYPART_SIBL
(9,4),(9,11),0.00985862 # DEPENDENCYPART_SIBL
(9,4),(9,12),0.0475145 # DEPENDENCYPART_SIBL
(9,4),(9,14),0.0306121 # DEPENDENCYPART_SIBL
(9,4),(9,15),-0.0562691 # DEPENDENCYPART_SIBL
(9,4),(9,18),-0.0228688 # DEPENDENCYPART_SIBL
(9,4),(9,21),0.0253912 # DEPENDENCYPART_SIBL
(9,4),(9,22),-0.060861 # DEPENDENCYPART_SIBL
(9,4),(9,23),-0.00216485 # DEPENDENCYPART_SIBL
(9,5),(9,6),-0.014372 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.0829989 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.0179182 # DEPENDENCYPART_SIBL
(9,5),(9,10),0.0116767 # DEPENDENCYPART_SIBL
(9,5),(9,11),0.0785269 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.00472154 # DEPENDENCYPART_SIBL
(9,5),(9,14),0.00635389 # DEPENDENCYPART_SIBL
(9,5),(9,15),0.0613175 # DEPENDENCYPART_SIBL
(9,5),(9,18),-0.00883422 # DEPENDENCYPART_SIBL
(9,5),(9,21),-0.00335722 # DEPENDENCYPART_SIBL
