# _root_ juan jose_ibarretxe_eaeko lehendakariaren ustez , herritarrek " sendotasun moralaz_gain beste zerbait espero_dute erakundeetatik etarekin amaitzeko , indakerkeriari eta heriotzari aurre_egiteko " .
#goldHeads=3,1,4,12,4,12,6,12,8,11,12,0,12,15,16,12,18,20,18,12,20,21,
#predictedHeads=3,3,4,12,4,12,6,9,12,9,12,0,15,15,12,15,18,20,18,12,20,21,
(9,12),(12,13),-0.327166 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.451419 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.346857 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-0.505143 # DEPENDENCYPART_GRANDPAR
(9,12),(12,18),0.123551 # DEPENDENCYPART_GRANDPAR
(9,12),(12,19),-0.540036 # DEPENDENCYPART_GRANDPAR
(9,12),(12,20),-0.311782 # DEPENDENCYPART_GRANDPAR
(9,13),(13,4),-0.545075 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),-0.321969 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-0.397263 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),-0.180983 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),-0.0102522 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),0.194168 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.60408 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.336756 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),0.0760473 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.659875 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),0.0881845 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),-0.694768 # DEPENDENCYPART_GRANDPAR
(9,13),(13,20),-0.300847 # DEPENDENCYPART_GRANDPAR
(9,13),(13,22),-0.311755 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),-0.380442 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.336756 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),0.0760473 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.659878 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),-0.694771 # DEPENDENCYPART_GRANDPAR
(9,14),(14,20),-0.300847 # DEPENDENCYPART_GRANDPAR
(9,18),(18,1),-0.789052 # DEPENDENCYPART_GRANDPAR
(9,18),(18,3),-0.35677 # DEPENDENCYPART_GRANDPAR
(9,18),(18,4),-0.567332 # DEPENDENCYPART_GRANDPAR
(9,18),(18,6),-0.423927 # DEPENDENCYPART_GRANDPAR
(9,18),(18,8),-0.35193 # DEPENDENCYPART_GRANDPAR
(9,18),(18,9),-0.374554 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,18),(18,12),0.18223 # DEPENDENCYPART_GRANDPAR
(9,18),(18,13),-0.35773 # DEPENDENCYPART_GRANDPAR
(9,18),(18,14),-0.4804 # DEPENDENCYPART_GRANDPAR
(9,18),(18,15),-0.11372 # DEPENDENCYPART_GRANDPAR
(9,18),(18,16),-0.0327384 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),-0.535707 # DEPENDENCYPART_GRANDPAR
(9,18),(18,19),-0.54829 # DEPENDENCYPART_GRANDPAR
(9,18),(18,20),-0.232489 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),-0.403064 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.388395 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.445664 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.269721 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.281608 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.269749 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.0192358 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-0.755867 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,14),-0.499101 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.445664 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.269721 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.281608 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.319182 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-0.755867 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,12),-0.465208 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.496706 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.499101 # DEPENDENCYPART_GRANDPAR
(10,9),(9,18),-0.451404 # DEPENDENCYPART_GRANDPAR
(10,13),(13,4),-0.573545 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-0.524245 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-0.344495 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.450874 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),-0.0403982 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),-0.155343 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.294038 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.224468 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.0877468 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.327514 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),-0.233206 # DEPENDENCYPART_GRANDPAR
(10,13),(13,19),-0.366495 # DEPENDENCYPART_GRANDPAR
(10,13),(13,20),-0.199166 # DEPENDENCYPART_GRANDPAR
(10,13),(13,22),-0.13053 # DEPENDENCYPART_GRANDPAR
(10,15),(15,1),-0.674584 # DEPENDENCYPART_GRANDPAR
(10,15),(15,3),-0.653892 # DEPENDENCYPART_GRANDPAR
(10,15),(15,4),-0.601468 # DEPENDENCYPART_GRANDPAR
(10,15),(15,5),-0.483439 # DEPENDENCYPART_GRANDPAR
(10,15),(15,6),-0.554558 # DEPENDENCYPART_GRANDPAR
(10,15),(15,8),-0.590363 # DEPENDENCYPART_GRANDPAR
(10,15),(15,9),-0.410614 # DEPENDENCYPART_GRANDPAR
(10,15),(15,10),-0.50696 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,15),(15,11),-0.0814688 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),-0.230451 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),-0.209541 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-0.21484 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.122378 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.283266 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),-0.217782 # DEPENDENCYPART_GRANDPAR
(10,15),(15,19),-0.322247 # DEPENDENCYPART_GRANDPAR
(10,15),(15,20),-0.221615 # DEPENDENCYPART_GRANDPAR
(11,8),(8,1),-0.118547 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),0.105847 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.101608 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.0331174 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),0.197145 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.0777256 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),0.451359 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),0.19802 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),-0.23302 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.101608 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.0331174 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),0.197145 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),0.140305 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),0.19802 # DEPENDENCYPART_GRANDPAR
(11,9),(9,12),-0.233673 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),-0.0329713 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-0.23302 # DEPENDENCYPART_GRANDPAR
(11,9),(9,18),-0.257435 # DEPENDENCYPART_GRANDPAR
(12,1),(1,2),-0.0854643 # DEPENDENCYPART_GRANDPAR
(12,1),(1,3),0.174514 # DEPENDENCYPART_GRANDPAR
(12,3),(3,1),-0.0484993 # DEPENDENCYPART_GRANDPAR
(12,3),(3,2),-0.112536 # DEPENDENCYPART_GRANDPAR
(12,3),(3,4),-0.266642 # DEPENDENCYPART_GRANDPAR
(12,3),(3,5),-0.160044 # DEPENDENCYPART_GRANDPAR
(12,3),(3,6),-0.312593 # DEPENDENCYPART_GRANDPAR
(12,3),(3,10),0.225825 # DEPENDENCYPART_GRANDPAR
(12,3),(3,12),-0.944298 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,3),(3,18),0.236698 # DEPENDENCYPART_GRANDPAR
(12,4),(4,3),0.0660533 # DEPENDENCYPART_GRANDPAR
(12,4),(4,5),-0.063274 # DEPENDENCYPART_GRANDPAR
(12,4),(4,6),-0.314063 # DEPENDENCYPART_GRANDPAR
(12,4),(4,9),0.265455 # DEPENDENCYPART_GRANDPAR
(12,6),(6,1),-0.0527003 # DEPENDENCYPART_GRANDPAR
(12,6),(6,3),0.0699798 # DEPENDENCYPART_GRANDPAR
(12,6),(6,4),-0.265682 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),-0.0677272 # DEPENDENCYPART_GRANDPAR
(12,6),(6,7),-0.106116 # DEPENDENCYPART_GRANDPAR
(12,6),(6,8),0.0619901 # DEPENDENCYPART_GRANDPAR
(12,6),(6,9),0.268584 # DEPENDENCYPART_GRANDPAR
(12,6),(6,10),0.227035 # DEPENDENCYPART_GRANDPAR
(12,6),(6,12),-0.944298 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,6),(6,13),0.250026 # DEPENDENCYPART_GRANDPAR
(12,6),(6,15),0.390138 # DEPENDENCYPART_GRANDPAR
(12,6),(6,18),0.236698 # DEPENDENCYPART_GRANDPAR
(12,6),(6,20),0.172213 # DEPENDENCYPART_GRANDPAR
(12,8),(8,1),-0.0484993 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),0.0741809 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),-0.261747 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),-0.0566203 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.333325 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.268396 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),0.268069 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),0.225825 # DEPENDENCYPART_GRANDPAR
(12,8),(8,14),-0.0569761 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),-0.261747 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.0566203 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.333325 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),0.0394964 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),0.225825 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-0.944298 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,13),0.250026 # DEPENDENCYPART_GRANDPAR
(12,9),(9,14),-0.0569761 # DEPENDENCYPART_GRANDPAR
(12,9),(9,18),0.236698 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),0.000271639 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),0.206865 # DEPENDENCYPART_GRANDPAR
(12,10),(10,13),0.183896 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),0.338454 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),0.00200719 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),0.208601 # DEPENDENCYPART_GRANDPAR
(12,13),(13,4),-0.358207 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-0.160512 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),0.0460812 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.000257883 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.189162 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.691024 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),0.144311 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),0.572409 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),0.296711 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),0.211412 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),0.358153 # DEPENDENCYPART_GRANDPAR
(12,13),(13,19),0.0685105 # DEPENDENCYPART_GRANDPAR
(12,13),(13,20),0.35082 # DEPENDENCYPART_GRANDPAR
(12,13),(13,22),0.146263 # DEPENDENCYPART_GRANDPAR
(12,14),(14,13),0.472003 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),0.572406 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),0.296709 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),0.211404 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),0.0685021 # DEPENDENCYPART_GRANDPAR
(12,14),(14,20),0.350817 # DEPENDENCYPART_GRANDPAR
(12,15),(15,1),-0.401863 # DEPENDENCYPART_GRANDPAR
(12,15),(15,3),-0.260854 # DEPENDENCYPART_GRANDPAR
(12,15),(15,4),-0.447951 # DEPENDENCYPART_GRANDPAR
(12,15),(15,5),-0.380032 # DEPENDENCYPART_GRANDPAR
(12,15),(15,6),-0.689539 # DEPENDENCYPART_GRANDPAR
(12,15),(15,8),-0.312597 # DEPENDENCYPART_GRANDPAR
(12,15),(15,9),-0.106004 # DEPENDENCYPART_GRANDPAR
(12,15),(15,10),-0.0498395 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),-0.272699 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-0.883174 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),0.417227 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),0.105387 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),0.274437 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),0.221049 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),0.332289 # DEPENDENCYPART_GRANDPAR
(12,15),(15,19),0.0781478 # DEPENDENCYPART_GRANDPAR
(12,15),(15,20),0.271873 # DEPENDENCYPART_GRANDPAR
(12,17),(17,11),-0.189162 # DEPENDENCYPART_GRANDPAR
(12,17),(17,12),-0.691024 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,17),(17,13),0.472013 # DEPENDENCYPART_GRANDPAR
(12,17),(17,14),0.163901 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),0.644854 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),0.193287 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),0.358153 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),0.0685105 # DEPENDENCYPART_GRANDPAR
(12,17),(17,22),0.146263 # DEPENDENCYPART_GRANDPAR
(12,18),(18,1),-0.4771 # DEPENDENCYPART_GRANDPAR
(12,18),(18,3),-0.336043 # DEPENDENCYPART_GRANDPAR
(12,18),(18,4),-0.494796 # DEPENDENCYPART_GRANDPAR
(12,18),(18,6),-0.762823 # DEPENDENCYPART_GRANDPAR
(12,18),(18,8),-0.387787 # DEPENDENCYPART_GRANDPAR
(12,18),(18,9),-0.181193 # DEPENDENCYPART_GRANDPAR
(12,18),(18,12),-0.749914 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,18),(18,13),0.45372 # DEPENDENCYPART_GRANDPAR
(12,18),(18,14),0.144187 # DEPENDENCYPART_GRANDPAR
(12,18),(18,15),0.58592 # DEPENDENCYPART_GRANDPAR
(12,18),(18,16),0.165183 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),0.215098 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),0.144056 # DEPENDENCYPART_GRANDPAR
(12,18),(18,20),0.314479 # DEPENDENCYPART_GRANDPAR
(12,19),(19,16),0.193287 # DEPENDENCYPART_GRANDPAR
(12,19),(19,17),0.233391 # DEPENDENCYPART_GRANDPAR
(12,19),(19,18),0.396864 # DEPENDENCYPART_GRANDPAR
(12,19),(19,20),0.35082 # DEPENDENCYPART_GRANDPAR
(12,19),(19,22),0.146263 # DEPENDENCYPART_GRANDPAR
(12,20),(20,3),-0.261921 # DEPENDENCYPART_GRANDPAR
(12,20),(20,4),-0.448248 # DEPENDENCYPART_GRANDPAR
(12,20),(20,6),-0.690607 # DEPENDENCYPART_GRANDPAR
(12,20),(20,8),-0.313665 # DEPENDENCYPART_GRANDPAR
(12,20),(20,9),-0.107071 # DEPENDENCYPART_GRANDPAR
(12,20),(20,13),0.422752 # DEPENDENCYPART_GRANDPAR
(12,20),(20,14),0.110913 # DEPENDENCYPART_GRANDPAR
(12,20),(20,15),0.457116 # DEPENDENCYPART_GRANDPAR
(12,20),(20,17),0.18413 # DEPENDENCYPART_GRANDPAR
(12,20),(20,18),0.30167 # DEPENDENCYPART_GRANDPAR
(12,20),(20,19),0.0412282 # DEPENDENCYPART_GRANDPAR
(12,20),(20,21),0.121314 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),-0.594423 # DEPENDENCYPART_GRANDPAR
(13,4),(4,5),-0.124522 # DEPENDENCYPART_GRANDPAR
(13,4),(4,6),-0.774499 # DEPENDENCYPART_GRANDPAR
(13,4),(4,9),-0.59189 # DEPENDENCYPART_GRANDPAR
(13,8),(8,1),-0.736137 # DEPENDENCYPART_GRANDPAR
(13,8),(8,3),-0.585017 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),-0.501848 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),-0.0120607 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),-0.819972 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.0622604 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),-0.537594 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),-0.159552 # DEPENDENCYPART_GRANDPAR
(13,8),(8,14),-0.266645 # DEPENDENCYPART_GRANDPAR
(13,9),(9,4),-0.501848 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),-0.0120607 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-0.819972 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.277635 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),-0.159552 # DEPENDENCYPART_GRANDPAR
(13,9),(9,12),-0.350421 # DEPENDENCYPART_GRANDPAR
(13,9),(9,13),-0.680051 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,14),-0.266645 # DEPENDENCYPART_GRANDPAR
(13,9),(9,18),-0.276796 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.285257 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.646675 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-0.591995 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,15),-0.697243 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.187438 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.548856 # DEPENDENCYPART_GRANDPAR
(13,12),(12,1),-0.588575 # DEPENDENCYPART_GRANDPAR
(13,12),(12,3),-0.424604 # DEPENDENCYPART_GRANDPAR
(13,12),(12,4),-0.374434 # DEPENDENCYPART_GRANDPAR
(13,12),(12,6),-0.663279 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.122903 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.484321 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.196641 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),0.080014 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-0.699814 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.286413 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-0.793786 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-0.353768 # DEPENDENCYPART_GRANDPAR
(13,12),(12,18),-0.30853 # DEPENDENCYPART_GRANDPAR
(13,12),(12,19),-0.388402 # DEPENDENCYPART_GRANDPAR
(13,12),(12,20),-0.682848 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.254383 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.48363 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),0.00710304 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.00979631 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),-0.0444303 # DEPENDENCYPART_GRANDPAR
(13,14),(14,20),-0.370748 # DEPENDENCYPART_GRANDPAR
(13,15),(15,1),-1.06744 # DEPENDENCYPART_GRANDPAR
(13,15),(15,3),-0.923303 # DEPENDENCYPART_GRANDPAR
(13,15),(15,4),-0.609695 # DEPENDENCYPART_GRANDPAR
(13,15),(15,5),-0.342175 # DEPENDENCYPART_GRANDPAR
(13,15),(15,6),-1.16752 # DEPENDENCYPART_GRANDPAR
(13,15),(15,8),-0.621606 # DEPENDENCYPART_GRANDPAR
(13,15),(15,9),-0.983024 # DEPENDENCYPART_GRANDPAR
(13,15),(15,10),-0.436304 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-0.289676 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.89543 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.359028 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),0.0514752 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),0.015433 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),0.146504 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),-0.0530734 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),0.11187 # DEPENDENCYPART_GRANDPAR
(13,15),(15,20),-0.381598 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-0.867955 # DEPENDENCYPART_GRANDPAR
(13,16),(16,14),0.161483 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),-0.225581 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.0368755 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),-0.459665 # DEPENDENCYPART_GRANDPAR
(13,17),(17,11),-0.280973 # DEPENDENCYPART_GRANDPAR
(13,17),(17,12),-0.844363 # DEPENDENCYPART_GRANDPAR
(13,17),(17,13),-0.254379 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,17),(17,14),0.159027 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),-0.248581 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),-0.155469 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.0884681 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),-0.0444275 # DEPENDENCYPART_GRANDPAR
(13,17),(17,22),-0.255412 # DEPENDENCYPART_GRANDPAR
(13,18),(18,1),-1.07761 # DEPENDENCYPART_GRANDPAR
(13,18),(18,3),-0.933505 # DEPENDENCYPART_GRANDPAR
(13,18),(18,4),-0.594191 # DEPENDENCYPART_GRANDPAR
(13,18),(18,6),-1.17583 # DEPENDENCYPART_GRANDPAR
(13,18),(18,8),-0.631808 # DEPENDENCYPART_GRANDPAR
(13,18),(18,9),-0.993226 # DEPENDENCYPART_GRANDPAR
(13,18),(18,12),-0.893694 # DEPENDENCYPART_GRANDPAR
(13,18),(18,13),-0.23167 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,18),(18,14),0.1809 # DEPENDENCYPART_GRANDPAR
(13,18),(18,15),-0.260594 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),-0.101683 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),0.114375 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),0.10205 # DEPENDENCYPART_GRANDPAR
(13,18),(18,20),-0.302391 # DEPENDENCYPART_GRANDPAR
(13,19),(19,16),-0.155469 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),0.0916659 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),0.0705551 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),-0.370748 # DEPENDENCYPART_GRANDPAR
(13,19),(19,22),-0.255412 # DEPENDENCYPART_GRANDPAR
(13,20),(20,3),-0.923689 # DEPENDENCYPART_GRANDPAR
(13,20),(20,4),-0.609695 # DEPENDENCYPART_GRANDPAR
(13,20),(20,6),-1.1679 # DEPENDENCYPART_GRANDPAR
(13,20),(20,8),-0.621992 # DEPENDENCYPART_GRANDPAR
(13,20),(20,9),-0.98341 # DEPENDENCYPART_GRANDPAR
(13,20),(20,13),-0.357646 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,20),(20,14),0.0528569 # DEPENDENCYPART_GRANDPAR
(13,20),(20,15),-0.377906 # DEPENDENCYPART_GRANDPAR
(13,20),(20,17),-0.0116007 # DEPENDENCYPART_GRANDPAR
(13,20),(20,18),0.0622678 # DEPENDENCYPART_GRANDPAR
(13,20),(20,19),-0.0462347 # DEPENDENCYPART_GRANDPAR
(13,20),(20,21),-0.0830091 # DEPENDENCYPART_GRANDPAR
(13,22),(22,19),-0.00750872 # DEPENDENCYPART_GRANDPAR
(14,13),(13,4),-0.562898 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-0.42976 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),-0.794105 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.29251 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.144915 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-1.13593 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-0.886898 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.534126 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.178178 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-0.666882 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),-0.166104 # DEPENDENCYPART_GRANDPAR
(14,13),(13,19),-0.75859 # DEPENDENCYPART_GRANDPAR
(14,13),(13,20),-0.440541 # DEPENDENCYPART_GRANDPAR
(14,13),(13,22),-0.391617 # DEPENDENCYPART_GRANDPAR
(14,15),(15,1),-1.12518 # DEPENDENCYPART_GRANDPAR
(14,15),(15,3),-0.835674 # DEPENDENCYPART_GRANDPAR
(14,15),(15,4),-0.670745 # DEPENDENCYPART_GRANDPAR
(14,15),(15,5),-0.554255 # DEPENDENCYPART_GRANDPAR
(14,15),(15,6),-1.03641 # DEPENDENCYPART_GRANDPAR
(14,15),(15,8),-0.77373 # DEPENDENCYPART_GRANDPAR
(14,15),(15,9),-1.13807 # DEPENDENCYPART_GRANDPAR
(14,15),(15,10),-0.550762 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-0.403148 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-1.44688 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-1.12239 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.568779 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),0.0860648 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),-0.186375 # DEPENDENCYPART_GRANDPAR
