# _root_ plangintzak lan arloan dauden arazoei ez die aurre_egiten , ugtko kidearen ustez , eta ppk estatu mailan duen plangintza jarraitzen duela gehitu zuen .
#goldHeads=8,3,4,5,8,8,8,14,8,11,12,8,12,0,20,17,18,19,20,22,20,14,22,23,
#predictedHeads=8,3,4,5,8,8,8,14,8,11,12,8,12,0,16,17,18,19,20,22,20,14,22,23,
(4,7),(4,8),0.000576919 # DEPENDENCYPART_SIBL
(4,7),(4,11),-0.00194045 # DEPENDENCYPART_SIBL
(4,7),(4,12),-0.00309139 # DEPENDENCYPART_SIBL
(4,7),(4,14),-0.00679056 # DEPENDENCYPART_SIBL
(4,7),(4,16),-0.00325735 # DEPENDENCYPART_SIBL
(4,7),(4,17),-0.00592016 # DEPENDENCYPART_SIBL
(4,7),(4,18),-0.00662741 # DEPENDENCYPART_SIBL
(4,7),(4,19),0.000442529 # DEPENDENCYPART_SIBL
(4,7),(4,20),-0.000986066 # DEPENDENCYPART_SIBL
(4,7),(4,22),-0.000163314 # DEPENDENCYPART_SIBL
(4,8),(4,11),-0.000237617 # DEPENDENCYPART_SIBL
(4,8),(4,12),-0.000715445 # DEPENDENCYPART_SIBL
(4,8),(4,14),-0.0333126 # DEPENDENCYPART_SIBL
(4,8),(4,16),-0.000282497 # DEPENDENCYPART_SIBL
(4,8),(4,17),-0.00318091 # DEPENDENCYPART_SIBL
(4,8),(4,18),0.00468282 # DEPENDENCYPART_SIBL
(4,8),(4,19),-0.000487842 # DEPENDENCYPART_SIBL
(4,8),(4,20),0.00594175 # DEPENDENCYPART_SIBL
(4,8),(4,22),-1.38437e-05 # DEPENDENCYPART_SIBL
(4,11),(4,12),-0.0175924 # DEPENDENCYPART_SIBL
(4,11),(4,14),-0.0250695 # DEPENDENCYPART_SIBL
(4,11),(4,16),-0.0109837 # DEPENDENCYPART_SIBL
(4,11),(4,17),-0.0100435 # DEPENDENCYPART_SIBL
(4,11),(4,18),0.00595465 # DEPENDENCYPART_SIBL
(4,11),(4,19),-0.0113087 # DEPENDENCYPART_SIBL
(4,11),(4,20),0.010892 # DEPENDENCYPART_SIBL
(4,11),(4,22),-0.00569207 # DEPENDENCYPART_SIBL
(4,12),(4,14),-0.0101058 # DEPENDENCYPART_SIBL
(4,12),(4,16),0.00347242 # DEPENDENCYPART_SIBL
(4,12),(4,17),0.00441263 # DEPENDENCYPART_SIBL
(4,12),(4,18),0.00366835 # DEPENDENCYPART_SIBL
(4,12),(4,19),0.0031475 # DEPENDENCYPART_SIBL
(4,12),(4,20),0.00489432 # DEPENDENCYPART_SIBL
(4,12),(4,22),-0.0116898 # DEPENDENCYPART_SIBL
(4,14),(4,16),-0.0421896 # DEPENDENCYPART_SIBL
(4,14),(4,17),-0.0442462 # DEPENDENCYPART_SIBL
(4,14),(4,18),-0.0329951 # DEPENDENCYPART_SIBL
(4,14),(4,19),-0.0424317 # DEPENDENCYPART_SIBL
(4,14),(4,20),-0.0531088 # DEPENDENCYPART_SIBL
(4,14),(4,22),-0.0654715 # DEPENDENCYPART_SIBL
(4,16),(4,17),-0.0113528 # DEPENDENCYPART_SIBL
(4,16),(4,18),0.00449579 # DEPENDENCYPART_SIBL
(4,16),(4,19),-0.012618 # DEPENDENCYPART_SIBL
(4,16),(4,20),0.00999706 # DEPENDENCYPART_SIBL
(4,16),(4,22),-0.00658705 # DEPENDENCYPART_SIBL
(4,17),(4,18),0.00559772 # DEPENDENCYPART_SIBL
(4,17),(4,19),-0.0116986 # DEPENDENCYPART_SIBL
(4,17),(4,20),0.0104374 # DEPENDENCYPART_SIBL
(4,17),(4,22),-0.0061467 # DEPENDENCYPART_SIBL
(4,18),(4,19),-0.0323814 # DEPENDENCYPART_SIBL
(4,18),(4,20),-0.0209063 # DEPENDENCYPART_SIBL
(4,18),(4,22),-0.0319327 # DEPENDENCYPART_SIBL
(4,19),(4,20),0.0136363 # DEPENDENCYPART_SIBL
(4,19),(4,22),-0.00294776 # DEPENDENCYPART_SIBL
(4,20),(4,22),0.00111823 # DEPENDENCYPART_SIBL
(5,1),(5,2),0.0263142 # DEPENDENCYPART_SIBL
(5,1),(5,3),-0.00804349 # DEPENDENCYPART_SIBL
(5,1),(5,4),0.0183041 # DEPENDENCYPART_SIBL
(5,1),(5,6),-0.014058 # DEPENDENCYPART_SIBL
(5,1),(5,7),0.0503365 # DEPENDENCYPART_SIBL
(5,1),(5,10),-0.00634922 # DEPENDENCYPART_SIBL
(5,2),(5,3),-0.0239205 # DEPENDENCYPART_SIBL
(5,2),(5,4),0.0131481 # DEPENDENCYPART_SIBL
(5,2),(5,6),-0.0142195 # DEPENDENCYPART_SIBL
(5,2),(5,7),0.0411791 # DEPENDENCYPART_SIBL
(5,2),(5,10),-0.0157732 # DEPENDENCYPART_SIBL
(5,3),(5,4),0.0205438 # DEPENDENCYPART_SIBL
(5,3),(5,6),-0.0140322 # DEPENDENCYPART_SIBL
(5,3),(5,7),0.0519142 # DEPENDENCYPART_SIBL
(5,3),(5,10),-0.0079845 # DEPENDENCYPART_SIBL
(5,4),(5,6),-0.0191435 # DEPENDENCYPART_SIBL
(5,4),(5,7),0.0184622 # DEPENDENCYPART_SIBL
(5,4),(5,10),0.00895554 # DEPENDENCYPART_SIBL
(5,6),(5,7),0.00557816 # DEPENDENCYPART_SIBL
(5,6),(5,10),0.00333007 # DEPENDENCYPART_SIBL
(5,7),(5,10),0.0365929 # DEPENDENCYPART_SIBL
(6,3),(6,5),0.00638963 # DEPENDENCYPART_SIBL
(6,3),(6,11),0.106483 # DEPENDENCYPART_SIBL
(6,5),(6,11),0.108121 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.063415 # DEPENDENCYPART_SIBL
(7,5),(7,10),0.0711485 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.0290498 # DEPENDENCYPART_SIBL
(8,1),(8,2),-0.0408761 # DEPENDENCYPART_SIBL
(8,1),(8,3),-0.0288697 # DEPENDENCYPART_SIBL
(8,1),(8,4),-0.0172842 # DEPENDENCYPART_SIBL
(8,1),(8,5),-0.0287545 # DEPENDENCYPART_SIBL
(8,1),(8,6),0.0361387 # DEPENDENCYPART_SIBL
(8,1),(8,7),0.019631 # DEPENDENCYPART_SIBL
(8,1),(8,9),0.00549691 # DEPENDENCYPART_SIBL
(8,1),(8,11),-0.0204014 # DEPENDENCYPART_SIBL
(8,1),(8,12),-0.0508714 # DEPENDENCYPART_SIBL
(8,1),(8,14),-0.0223482 # DEPENDENCYPART_SIBL
(8,1),(8,16),-0.024686 # DEPENDENCYPART_SIBL
(8,1),(8,17),-0.0297039 # DEPENDENCYPART_SIBL
(8,1),(8,19),-0.00922398 # DEPENDENCYPART_SIBL
(8,1),(8,20),-0.00842335 # DEPENDENCYPART_SIBL
(8,1),(8,21),0.00714935 # DEPENDENCYPART_SIBL
(8,1),(8,22),-0.00907559 # DEPENDENCYPART_SIBL
(8,1),(8,23),0.00406761 # DEPENDENCYPART_SIBL
(8,2),(8,3),-0.0427516 # DEPENDENCYPART_SIBL
(8,2),(8,4),-0.0217317 # DEPENDENCYPART_SIBL
(8,2),(8,5),-0.0426363 # DEPENDENCYPART_SIBL
(8,2),(8,6),0.0316911 # DEPENDENCYPART_SIBL
(8,2),(8,7),0.0151829 # DEPENDENCYPART_SIBL
(8,2),(8,9),-0.000685807 # DEPENDENCYPART_SIBL
(8,2),(8,11),-0.0345852 # DEPENDENCYPART_SIBL
(8,2),(8,12),-0.0650553 # DEPENDENCYPART_SIBL
(8,2),(8,14),-0.0301614 # DEPENDENCYPART_SIBL
(8,2),(8,16),-0.0388698 # DEPENDENCYPART_SIBL
(8,2),(8,17),-0.0438877 # DEPENDENCYPART_SIBL
(8,2),(8,19),-0.0234078 # DEPENDENCYPART_SIBL
(8,2),(8,20),-0.015345 # DEPENDENCYPART_SIBL
(8,2),(8,21),-0.0176085 # DEPENDENCYPART_SIBL
(8,2),(8,22),-0.0159973 # DEPENDENCYPART_SIBL
(8,2),(8,23),-0.0206902 # DEPENDENCYPART_SIBL
(8,3),(8,4),-0.00828099 # DEPENDENCYPART_SIBL
(8,3),(8,5),-0.0244046 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.0406624 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.0241547 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.0102116 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.0228431 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.0533131 # DEPENDENCYPART_SIBL
(8,3),(8,14),-0.0221135 # DEPENDENCYPART_SIBL
(8,3),(8,16),-0.0271276 # DEPENDENCYPART_SIBL
(8,3),(8,17),-0.0321455 # DEPENDENCYPART_SIBL
(8,3),(8,19),-0.0116656 # DEPENDENCYPART_SIBL
(8,3),(8,20),-0.00831978 # DEPENDENCYPART_SIBL
(8,3),(8,21),0.0100718 # DEPENDENCYPART_SIBL
(8,3),(8,22),-0.00897201 # DEPENDENCYPART_SIBL
(8,3),(8,23),0.00699003 # DEPENDENCYPART_SIBL
(8,4),(8,5),-0.0244764 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.00760246 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.000954772 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.00510396 # DEPENDENCYPART_SIBL
(8,4),(8,11),0.0105808 # DEPENDENCYPART_SIBL
(8,4),(8,12),0.0166159 # DEPENDENCYPART_SIBL
(8,4),(8,14),-0.0231858 # DEPENDENCYPART_SIBL
(8,4),(8,16),0.00589646 # DEPENDENCYPART_SIBL
(8,4),(8,17),0.00798123 # DEPENDENCYPART_SIBL
(8,4),(8,19),0.0126467 # DEPENDENCYPART_SIBL
(8,4),(8,20),-0.00179965 # DEPENDENCYPART_SIBL
(8,4),(8,21),-0.00374124 # DEPENDENCYPART_SIBL
(8,4),(8,22),0.00649464 # DEPENDENCYPART_SIBL
(8,4),(8,23),0.0643901 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.0357703 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.0192626 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.00224671 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.0214089 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.051879 # DEPENDENCYPART_SIBL
(8,5),(8,14),-0.0233558 # DEPENDENCYPART_SIBL
(8,5),(8,16),-0.0256935 # DEPENDENCYPART_SIBL
(8,5),(8,17),-0.0307114 # DEPENDENCYPART_SIBL
(8,5),(8,19),-0.0102315 # DEPENDENCYPART_SIBL
(8,5),(8,20),-0.00943323 # DEPENDENCYPART_SIBL
(8,5),(8,21),0.00672087 # DEPENDENCYPART_SIBL
(8,5),(8,22),-0.0100855 # DEPENDENCYPART_SIBL
(8,5),(8,23),0.00363913 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.308829 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.0602587 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.0230943 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.0249174 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.0363728 # DEPENDENCYPART_SIBL
(8,6),(8,16),-0.0277787 # DEPENDENCYPART_SIBL
(8,6),(8,17),-0.0362551 # DEPENDENCYPART_SIBL
(8,6),(8,19),-0.0210269 # DEPENDENCYPART_SIBL
(8,6),(8,20),0.028785 # DEPENDENCYPART_SIBL
(8,6),(8,21),-0.249844 # DEPENDENCYPART_SIBL
(8,6),(8,22),0.0321095 # DEPENDENCYPART_SIBL
(8,6),(8,23),-0.259574 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.046082 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.0115323 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.0129915 # DEPENDENCYPART_SIBL
(8,7),(8,14),-0.0343604 # DEPENDENCYPART_SIBL
(8,7),(8,16),-0.0162166 # DEPENDENCYPART_SIBL
(8,7),(8,17),-0.00709262 # DEPENDENCYPART_SIBL
(8,7),(8,19),-0.00947892 # DEPENDENCYPART_SIBL
(8,7),(8,20),0.0325792 # DEPENDENCYPART_SIBL
(8,7),(8,21),-0.0978304 # DEPENDENCYPART_SIBL
(8,7),(8,22),0.0327033 # DEPENDENCYPART_SIBL
(8,7),(8,23),-0.104478 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.097112 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.1021 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.0468171 # DEPENDENCYPART_SIBL
(8,9),(8,16),-0.107055 # DEPENDENCYPART_SIBL
(8,9),(8,17),-0.0950187 # DEPENDENCYPART_SIBL
(8,9),(8,19),-0.0944937 # DEPENDENCYPART_SIBL
(8,9),(8,20),-0.0517827 # DEPENDENCYPART_SIBL
(8,9),(8,21),-0.0691704 # DEPENDENCYPART_SIBL
(8,9),(8,22),-0.0370731 # DEPENDENCYPART_SIBL
(8,9),(8,23),-0.110555 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.0275008 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.0177629 # DEPENDENCYPART_SIBL
(8,11),(8,16),-0.0192361 # DEPENDENCYPART_SIBL
(8,11),(8,17),-0.00519775 # DEPENDENCYPART_SIBL
(8,11),(8,19),-0.0123563 # DEPENDENCYPART_SIBL
(8,11),(8,20),-0.0253368 # DEPENDENCYPART_SIBL
(8,11),(8,21),-0.0323758 # DEPENDENCYPART_SIBL
(8,11),(8,22),-0.0154049 # DEPENDENCYPART_SIBL
(8,11),(8,23),-0.0261483 # DEPENDENCYPART_SIBL
(8,12),(8,14),-0.00940446 # DEPENDENCYPART_SIBL
(8,12),(8,16),-0.00198843 # DEPENDENCYPART_SIBL
(8,12),(8,17),0.0120499 # DEPENDENCYPART_SIBL
(8,12),(8,19),0.00489136 # DEPENDENCYPART_SIBL
(8,12),(8,20),-0.0281599 # DEPENDENCYPART_SIBL
(8,12),(8,21),-0.0309425 # DEPENDENCYPART_SIBL
(8,12),(8,22),-0.018228 # DEPENDENCYPART_SIBL
(8,12),(8,23),-0.0247149 # DEPENDENCYPART_SIBL
(8,14),(8,16),-0.0016943 # DEPENDENCYPART_SIBL
(8,14),(8,17),0.00506124 # DEPENDENCYPART_SIBL
(8,14),(8,19),0.00512386 # DEPENDENCYPART_SIBL
(8,14),(8,20),-0.0308516 # DEPENDENCYPART_SIBL
(8,14),(8,21),-0.0104299 # DEPENDENCYPART_SIBL
(8,14),(8,22),-0.0246063 # DEPENDENCYPART_SIBL
(8,14),(8,23),-0.0238475 # DEPENDENCYPART_SIBL
(8,16),(8,17),-0.0074394 # DEPENDENCYPART_SIBL
(8,16),(8,19),-0.014598 # DEPENDENCYPART_SIBL
(8,16),(8,20),-0.0268546 # DEPENDENCYPART_SIBL
(8,16),(8,21),-0.0336408 # DEPENDENCYPART_SIBL
(8,16),(8,22),-0.0169227 # DEPENDENCYPART_SIBL
(8,16),(8,23),-0.0274133 # DEPENDENCYPART_SIBL
(8,17),(8,19),-0.0135447 # DEPENDENCYPART_SIBL
(8,17),(8,20),-0.0266068 # DEPENDENCYPART_SIBL
(8,17),(8,21),-0.0330783 # DEPENDENCYPART_SIBL
(8,17),(8,22),-0.0166749 # DEPENDENCYPART_SIBL
(8,17),(8,23),-0.0268507 # DEPENDENCYPART_SIBL
(8,19),(8,20),-0.0170189 # DEPENDENCYPART_SIBL
(8,19),(8,21),-0.0296067 # DEPENDENCYPART_SIBL
(8,19),(8,22),-0.007087 # DEPENDENCYPART_SIBL
(8,19),(8,23),-0.0233792 # DEPENDENCYPART_SIBL
(8,20),(8,21),0.0422193 # DEPENDENCYPART_SIBL
(8,20),(8,22),-0.0231485 # DEPENDENCYPART_SIBL
(8,20),(8,23),0.0030183 # DEPENDENCYPART_SIBL
(8,21),(8,22),-0.0119218 # DEPENDENCYPART_SIBL
(8,21),(8,23),-0.167645 # DEPENDENCYPART_SIBL
(8,22),(8,23),0.00869016 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.0108862 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.0174073 # DEPENDENCYPART_SIBL
(9,4),(9,22),0.275574 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.00303199 # DEPENDENCYPART_SIBL
(9,7),(9,22),0.126705 # DEPENDENCYPART_SIBL
(9,8),(9,22),0.378915 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.0562268 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.0676307 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.0563047 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.0185138 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.00769515 # DEPENDENCYPART_SIBL
(10,12),(10,15),0.00522499 # DEPENDENCYPART_SIBL
(11,8),(11,9),-0.012718 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.0281079 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.00244554 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.00298891 # DEPENDENCYPART_SIBL
(11,8),(11,15),0.00310568 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.115615 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.0676307 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.00342551 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.0563047 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.019738 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.0514677 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.0130344 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.0846925 # DEPENDENCYPART_SIBL
(11,12),(11,15),0.00522499 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.0497189 # DEPENDENCYPART_SIBL
(12,8),(12,9),-0.0128007 # DEPENDENCYPART_SIBL
(12,8),(12,10),0.0271034 # DEPENDENCYPART_SIBL
(12,8),(12,11),0.0271034 # DEPENDENCYPART_SIBL
(12,8),(12,13),0.0727895 # DEPENDENCYPART_SIBL
(12,8),(12,14),0.0215918 # DEPENDENCYPART_SIBL
(12,8),(12,15),-0.00518019 # DEPENDENCYPART_SIBL
(12,8),(12,16),0.0066989 # DEPENDENCYPART_SIBL
(12,8),(12,17),-0.00728515 # DEPENDENCYPART_SIBL
(12,8),(12,18),0.108574 # DEPENDENCYPART_SIBL
(12,8),(12,20),0.010974 # DEPENDENCYPART_SIBL
(12,8),(12,22),0.0209582 # DEPENDENCYPART_SIBL
(12,9),(12,10),-0.118646 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.118646 # DEPENDENCYPART_SIBL
(12,9),(12,13),0.0710687 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.0394781 # DEPENDENCYPART_SIBL
(12,9),(12,15),-0.0679994 # DEPENDENCYPART_SIBL
(12,9),(12,16),-0.0547031 # DEPENDENCYPART_SIBL
(12,9),(12,17),-0.0679258 # DEPENDENCYPART_SIBL
(12,9),(12,18),-0.0169174 # DEPENDENCYPART_SIBL
(12,9),(12,20),-0.042361 # DEPENDENCYPART_SIBL
(12,9),(12,22),-0.0426586 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.0124309 # DEPENDENCYPART_SIBL
(12,10),(12,13),0.210496 # DEPENDENCYPART_SIBL
(12,10),(12,14),0.0289642 # DEPENDENCYPART_SIBL
(12,10),(12,15),0.0182263 # DEPENDENCYPART_SIBL
(12,10),(12,16),0.0328446 # DEPENDENCYPART_SIBL
(12,10),(12,17),0.00659359 # DEPENDENCYPART_SIBL
(12,10),(12,18),0.0236845 # DEPENDENCYPART_SIBL
(12,10),(12,20),0.0480323 # DEPENDENCYPART_SIBL
(12,10),(12,22),0.0394531 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.207376 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.0244481 # DEPENDENCYPART_SIBL
(12,11),(12,15),0.0061836 # DEPENDENCYPART_SIBL
(12,11),(12,16),0.0208019 # DEPENDENCYPART_SIBL
(12,11),(12,17),-0.00544912 # DEPENDENCYPART_SIBL
(12,11),(12,18),0.0191684 # DEPENDENCYPART_SIBL
(12,11),(12,20),0.0445479 # DEPENDENCYPART_SIBL
(12,11),(12,22),0.0359688 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.0418117 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.0743587 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.0706006 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.0744334 # DEPENDENCYPART_SIBL
(12,13),(12,18),-0.018972 # DEPENDENCYPART_SIBL
(12,13),(12,20),-0.049032 # DEPENDENCYPART_SIBL
(12,13),(12,22),-0.0476647 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.00874106 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.00235826 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.00862422 # DEPENDENCYPART_SIBL
(12,14),(12,18),-0.000437848 # DEPENDENCYPART_SIBL
(12,14),(12,20),-0.0154327 # DEPENDENCYPART_SIBL
(12,14),(12,22),-0.0223906 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.0126987 # DEPENDENCYPART_SIBL
(12,15),(12,17),-0.0154655 # DEPENDENCYPART_SIBL
(12,15),(12,18),-0.0125368 # DEPENDENCYPART_SIBL
(12,15),(12,20),-0.0330168 # DEPENDENCYPART_SIBL
(12,15),(12,22),-0.0389568 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.0112503 # DEPENDENCYPART_SIBL
(12,16),(12,18),-0.0140573 # DEPENDENCYPART_SIBL
(12,16),(12,20),-0.0314042 # DEPENDENCYPART_SIBL
(12,16),(12,22),-0.0373452 # DEPENDENCYPART_SIBL
(12,17),(12,18),-0.0131876 # DEPENDENCYPART_SIBL
(12,17),(12,20),-0.0313798 # DEPENDENCYPART_SIBL
(12,17),(12,22),-0.0373208 # DEPENDENCYPART_SIBL
(12,18),(12,20),-0.0362783 # DEPENDENCYPART_SIBL
(12,18),(12,22),-0.0419 # DEPENDENCYPART_SIBL
(12,20),(12,22),-0.0106079 # DEPENDENCYPART_SIBL
(13,4),(13,8),-0.0174073 # DEPENDENCYPART_SIBL
(13,4),(13,18),0.282629 # DEPENDENCYPART_SIBL
(13,8),(13,18),0.30886 # DEPENDENCYPART_SIBL
(14,1),(14,2),-0.0138985 # DEPENDENCYPART_SIBL
(14,1),(14,3),-0.00460923 # DEPENDENCYPART_SIBL
(14,1),(14,4),-0.00699156 # DEPENDENCYPART_SIBL
(14,1),(14,5),-0.00460808 # DEPENDENCYPART_SIBL
(14,1),(14,6),-0.0693592 # DEPENDENCYPART_SIBL
(14,1),(14,7),-0.00579777 # DEPENDENCYPART_SIBL
(14,1),(14,8),-0.00232576 # DEPENDENCYPART_SIBL
(14,1),(14,9),-0.0518421 # DEPENDENCYPART_SIBL
(14,1),(14,10),-0.00460808 # DEPENDENCYPART_SIBL
(14,1),(14,11),-0.00460808 # DEPENDENCYPART_SIBL
(14,1),(14,12),-0.0105273 # DEPENDENCYPART_SIBL
(14,1),(14,13),-0.0518421 # DEPENDENCYPART_SIBL
(14,1),(14,15),0.105698 # DEPENDENCYPART_SIBL
(14,1),(14,16),0.0631365 # DEPENDENCYPART_SIBL
(14,1),(14,17),0.0558739 # DEPENDENCYPART_SIBL
(14,1),(14,18),-0.085436 # DEPENDENCYPART_SIBL
(14,1),(14,19),0.0639031 # DEPENDENCYPART_SIBL
(14,1),(14,20),-0.0382124 # DEPENDENCYPART_SIBL
(14,1),(14,22),-0.0781545 # DEPENDENCYPART_SIBL
(14,2),(14,3),-0.0112605 # DEPENDENCYPART_SIBL
(14,2),(14,4),-0.00699156 # DEPENDENCYPART_SIBL
(14,2),(14,5),-0.0112593 # DEPENDENCYPART_SIBL
(14,2),(14,6),-0.0693592 # DEPENDENCYPART_SIBL
(14,2),(14,7),-0.00579828 # DEPENDENCYPART_SIBL
(14,2),(14,8),-0.00279772 # DEPENDENCYPART_SIBL
(14,2),(14,9),-0.0518421 # DEPENDENCYPART_SIBL
(14,2),(14,10),-0.0112593 # DEPENDENCYPART_SIBL
(14,2),(14,11),-0.0112593 # DEPENDENCYPART_SIBL
(14,2),(14,12),-0.0171786 # DEPENDENCYPART_SIBL
(14,2),(14,13),-0.0518421 # DEPENDENCYPART_SIBL
(14,2),(14,15),0.0927514 # DEPENDENCYPART_SIBL
(14,2),(14,16),0.0501896 # DEPENDENCYPART_SIBL
(14,2),(14,17),0.0429271 # DEPENDENCYPART_SIBL
(14,2),(14,18),-0.08918 # DEPENDENCYPART_SIBL
(14,2),(14,19),0.0509562 # DEPENDENCYPART_SIBL
(14,2),(14,20),-0.0398722 # DEPENDENCYPART_SIBL
(14,2),(14,22),-0.0798143 # DEPENDENCYPART_SIBL
(14,3),(14,4),-0.00674646 # DEPENDENCYPART_SIBL
(14,3),(14,5),-0.00750343 # DEPENDENCYPART_SIBL
(14,3),(14,6),-0.0713539 # DEPENDENCYPART_SIBL
(14,3),(14,7),-0.0077924 # DEPENDENCYPART_SIBL
(14,3),(14,8),-0.00432039 # DEPENDENCYPART_SIBL
(14,3),(14,9),-0.0538367 # DEPENDENCYPART_SIBL
(14,3),(14,10),-0.00750343 # DEPENDENCYPART_SIBL
(14,3),(14,11),-0.00750343 # DEPENDENCYPART_SIBL
(14,3),(14,12),-0.0134227 # DEPENDENCYPART_SIBL
(14,3),(14,13),-0.0538367 # DEPENDENCYPART_SIBL
(14,3),(14,15),0.102363 # DEPENDENCYPART_SIBL
(14,3),(14,16),0.0598009 # DEPENDENCYPART_SIBL
(14,3),(14,17),0.0525384 # DEPENDENCYPART_SIBL
(14,3),(14,18),-0.0862912 # DEPENDENCYPART_SIBL
(14,3),(14,19),0.0605675 # DEPENDENCYPART_SIBL
(14,3),(14,20),-0.0392127 # DEPENDENCYPART_SIBL
(14,3),(14,22),-0.0791547 # DEPENDENCYPART_SIBL
(14,4),(14,5),-0.0871799 # DEPENDENCYPART_SIBL
(14,4),(14,6),-0.0867938 # DEPENDENCYPART_SIBL
(14,4),(14,7),-0.0406873 # DEPENDENCYPART_SIBL
(14,4),(14,8),-0.0466487 # DEPENDENCYPART_SIBL
(14,4),(14,9),-0.0682413 # DEPENDENCYPART_SIBL
(14,4),(14,10),-0.0871799 # DEPENDENCYPART_SIBL
(14,4),(14,11),-0.0871799 # DEPENDENCYPART_SIBL
(14,4),(14,12),-0.0876733 # DEPENDENCYPART_SIBL
(14,4),(14,13),-0.0682413 # DEPENDENCYPART_SIBL
(14,4),(14,15),-0.033525 # DEPENDENCYPART_SIBL
(14,4),(14,16),-0.0511391 # DEPENDENCYPART_SIBL
(14,4),(14,17),-0.0516672 # DEPENDENCYPART_SIBL
(14,4),(14,18),0.140718 # DEPENDENCYPART_SIBL
(14,4),(14,19),-0.051151 # DEPENDENCYPART_SIBL
(14,4),(14,20),0.0453699 # DEPENDENCYPART_SIBL
(14,4),(14,22),0.0394827 # DEPENDENCYPART_SIBL
(14,5),(14,6),-0.0693592 # DEPENDENCYPART_SIBL
(14,5),(14,7),-0.00579777 # DEPENDENCYPART_SIBL
(14,5),(14,8),-0.00261619 # DEPENDENCYPART_SIBL
(14,5),(14,9),-0.0518421 # DEPENDENCYPART_SIBL
(14,5),(14,10),-0.00469824 # DEPENDENCYPART_SIBL
(14,5),(14,11),-0.00469824 # DEPENDENCYPART_SIBL
(14,5),(14,12),-0.0106175 # DEPENDENCYPART_SIBL
(14,5),(14,13),-0.0518421 # DEPENDENCYPART_SIBL
(14,5),(14,15),0.105698 # DEPENDENCYPART_SIBL
(14,5),(14,16),0.0631365 # DEPENDENCYPART_SIBL
