# _root_ era_berean , astrologiak egokitzat adierazitako egunetan pertsona ugarik betetzen ditu bere egin beharrak , zientzia horren ezagutza izpirik eduki gabe .
#goldHeads=0,1,5,5,6,9,9,7,0,9,12,9,12,13,17,15,19,17,9,19,20,
#predictedHeads=9,1,5,5,6,9,9,7,0,9,12,13,9,13,18,15,18,19,9,19,20,
(4,3),(3,19),-0.453477 # DEPENDENCYPART_GRANDPAR
(4,8),(8,1),-0.377793 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-0.546573 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),-0.552993 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-0.25446 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.354988 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.0300963 # DEPENDENCYPART_GRANDPAR
(5,1),(1,20),-0.372131 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),0.556376 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),0.227862 # DEPENDENCYPART_GRANDPAR
(5,2),(2,9),-0.311216 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.275923 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.0967428 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),0.210451 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-0.738564 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.236152 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.208111 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.629075 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-0.882013 # DEPENDENCYPART_GRANDPAR
(5,3),(3,13),-0.301033 # DEPENDENCYPART_GRANDPAR
(5,3),(3,19),-0.309866 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.226469 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),0.398049 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.651646 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.361342 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.27652 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),0.177116 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.117199 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.490827 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.01984 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.288971 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.776131 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.313043 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.357248 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.262378 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),0.181021 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.113101 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.460073 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.00878284 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.282442 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.00668959 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.767582 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.293456 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.0191864 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.08528 # DEPENDENCYPART_GRANDPAR
(5,7),(7,15),-0.106289 # DEPENDENCYPART_GRANDPAR
(5,7),(7,17),-0.135913 # DEPENDENCYPART_GRANDPAR
(5,7),(7,18),-0.387104 # DEPENDENCYPART_GRANDPAR
(5,7),(7,19),-0.122412 # DEPENDENCYPART_GRANDPAR
(5,9),(9,1),-0.45141 # DEPENDENCYPART_GRANDPAR
(5,9),(9,2),-0.421936 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),0.0238223 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.202816 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.666608 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),-0.0707279 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),-0.0279675 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.425426 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.687943 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.433275 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.0775314 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.0735418 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-0.270493 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.0977025 # DEPENDENCYPART_GRANDPAR
(5,9),(9,17),-0.12172 # DEPENDENCYPART_GRANDPAR
(5,9),(9,18),-0.375366 # DEPENDENCYPART_GRANDPAR
(5,9),(9,19),-0.221364 # DEPENDENCYPART_GRANDPAR
(5,9),(9,20),-0.193474 # DEPENDENCYPART_GRANDPAR
(5,10),(10,6),-0.0608999 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),-0.0298412 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),-0.416528 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.215213 # DEPENDENCYPART_GRANDPAR
(5,12),(12,1),-0.441371 # DEPENDENCYPART_GRANDPAR
(5,12),(12,2),-0.422588 # DEPENDENCYPART_GRANDPAR
(5,12),(12,3),0.0126474 # DEPENDENCYPART_GRANDPAR
(5,12),(12,4),-0.205817 # DEPENDENCYPART_GRANDPAR
(5,12),(12,5),-0.756374 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,12),(12,6),-0.0860826 # DEPENDENCYPART_GRANDPAR
(5,12),(12,7),-0.0353091 # DEPENDENCYPART_GRANDPAR
(5,12),(12,8),-0.446747 # DEPENDENCYPART_GRANDPAR
(5,12),(12,9),-0.211284 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),-0.75763 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),-0.529165 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),-0.0343081 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),-0.278634 # DEPENDENCYPART_GRANDPAR
(5,12),(12,15),-0.0584688 # DEPENDENCYPART_GRANDPAR
(5,12),(12,17),-0.0824859 # DEPENDENCYPART_GRANDPAR
(5,12),(12,18),-0.336132 # DEPENDENCYPART_GRANDPAR
(5,12),(12,19),-0.250481 # DEPENDENCYPART_GRANDPAR
(5,12),(12,20),-0.207101 # DEPENDENCYPART_GRANDPAR
(5,13),(13,4),-0.117199 # DEPENDENCYPART_GRANDPAR
(5,13),(13,6),-0.0169444 # DEPENDENCYPART_GRANDPAR
(5,13),(13,7),0.0131458 # DEPENDENCYPART_GRANDPAR
(5,13),(13,8),-0.301425 # DEPENDENCYPART_GRANDPAR
(5,13),(13,9),0.0589177 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),-0.353301 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),-0.0512696 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),-0.24641 # DEPENDENCYPART_GRANDPAR
(5,13),(13,15),-0.118359 # DEPENDENCYPART_GRANDPAR
(5,13),(13,16),-0.551612 # DEPENDENCYPART_GRANDPAR
(5,13),(13,17),-0.147983 # DEPENDENCYPART_GRANDPAR
(5,13),(13,18),-0.399174 # DEPENDENCYPART_GRANDPAR
(5,13),(13,19),-0.132003 # DEPENDENCYPART_GRANDPAR
(5,13),(13,20),-0.200122 # DEPENDENCYPART_GRANDPAR
(5,13),(13,21),-0.0145665 # DEPENDENCYPART_GRANDPAR
(5,14),(14,9),0.220083 # DEPENDENCYPART_GRANDPAR
(5,14),(14,10),-0.697875 # DEPENDENCYPART_GRANDPAR
(5,14),(14,12),0.161975 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),-0.128078 # DEPENDENCYPART_GRANDPAR
(5,14),(14,19),-0.232107 # DEPENDENCYPART_GRANDPAR
(5,15),(15,12),-0.0526022 # DEPENDENCYPART_GRANDPAR
(5,15),(15,13),-0.0824188 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),-0.356951 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),-0.55528 # DEPENDENCYPART_GRANDPAR
(5,15),(15,17),-0.151651 # DEPENDENCYPART_GRANDPAR
(5,15),(15,18),-0.402841 # DEPENDENCYPART_GRANDPAR
(5,15),(15,20),-0.203789 # DEPENDENCYPART_GRANDPAR
(5,15),(15,21),-0.0198061 # DEPENDENCYPART_GRANDPAR
(5,19),(19,1),-0.451376 # DEPENDENCYPART_GRANDPAR
(5,19),(19,3),0.0249385 # DEPENDENCYPART_GRANDPAR
(5,19),(19,4),-0.202782 # DEPENDENCYPART_GRANDPAR
(5,19),(19,5),-0.647223 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,19),(19,6),-0.0353208 # DEPENDENCYPART_GRANDPAR
(5,19),(19,7),0.00743965 # DEPENDENCYPART_GRANDPAR
(5,19),(19,8),-0.404853 # DEPENDENCYPART_GRANDPAR
(5,19),(19,9),-0.102133 # DEPENDENCYPART_GRANDPAR
(5,19),(19,10),-0.678215 # DEPENDENCYPART_GRANDPAR
(5,19),(19,11),-0.460991 # DEPENDENCYPART_GRANDPAR
(5,19),(19,12),-0.189574 # DEPENDENCYPART_GRANDPAR
(5,19),(19,13),-0.101366 # DEPENDENCYPART_GRANDPAR
(5,19),(19,14),-0.311727 # DEPENDENCYPART_GRANDPAR
(5,19),(19,15),-0.119792 # DEPENDENCYPART_GRANDPAR
(5,19),(19,16),-0.660663 # DEPENDENCYPART_GRANDPAR
(5,19),(19,17),-0.15249 # DEPENDENCYPART_GRANDPAR
(5,19),(19,18),-0.40319 # DEPENDENCYPART_GRANDPAR
(5,19),(19,20),-0.203208 # DEPENDENCYPART_GRANDPAR
(5,19),(19,21),0.155158 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.044116 # DEPENDENCYPART_GRANDPAR
(6,1),(1,20),-0.241658 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.221059 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),0.0368024 # DEPENDENCYPART_GRANDPAR
(6,2),(2,9),-0.53219 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.314513 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),0.037142 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),0.0486666 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),0.398076 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-0.872332 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.48079 # DEPENDENCYPART_GRANDPAR
(6,3),(3,8),-0.708158 # DEPENDENCYPART_GRANDPAR
(6,3),(3,10),-0.817609 # DEPENDENCYPART_GRANDPAR
(6,3),(3,13),-0.872032 # DEPENDENCYPART_GRANDPAR
(6,3),(3,19),-0.527438 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.218559 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.216116 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.630522 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.206339 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),0.0445788 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.170587 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),0.00421316 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-0.892886 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.500336 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.559694 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.824356 # DEPENDENCYPART_GRANDPAR
(6,5),(5,12),-0.590327 # DEPENDENCYPART_GRANDPAR
(6,5),(5,13),-0.8916 # DEPENDENCYPART_GRANDPAR
(6,5),(5,14),-0.508947 # DEPENDENCYPART_GRANDPAR
(6,5),(5,15),-0.676161 # DEPENDENCYPART_GRANDPAR
(6,5),(5,19),-0.578315 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-0.398111 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-0.211749 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.649546 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.393488 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.0947272 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.438092 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.424097 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.253399 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.731099 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.382981 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.262806 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.54794 # DEPENDENCYPART_GRANDPAR
(6,7),(7,15),-0.3325 # DEPENDENCYPART_GRANDPAR
(6,7),(7,17),-0.353799 # DEPENDENCYPART_GRANDPAR
(6,7),(7,18),-0.613983 # DEPENDENCYPART_GRANDPAR
(6,7),(7,19),-0.270707 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-0.342141 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.609891 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.498751 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),-0.108062 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.20881 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-0.50375 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),-0.113051 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),-0.362135 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.277699 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.00703053 # DEPENDENCYPART_GRANDPAR
(7,1),(1,20),-0.12608 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.0824894 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),0.0903559 # DEPENDENCYPART_GRANDPAR
(7,2),(2,9),-0.632987 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.214098 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),0.0862267 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),0.102624 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),0.298361 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),0.0847578 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-0.721887 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,8),-0.439564 # DEPENDENCYPART_GRANDPAR
(7,3),(3,10),-0.467827 # DEPENDENCYPART_GRANDPAR
(7,3),(3,13),-0.686293 # DEPENDENCYPART_GRANDPAR
(7,3),(3,19),-0.530704 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.126684 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.0731701 # DEPENDENCYPART_GRANDPAR
(7,4),(4,8),-0.361993 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.111982 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),0.0876122 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.0216755 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),0.0591464 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.0175997 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-0.741584 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,9),-0.660578 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.474725 # DEPENDENCYPART_GRANDPAR
(7,5),(5,12),-0.595309 # DEPENDENCYPART_GRANDPAR
(7,5),(5,13),-0.706012 # DEPENDENCYPART_GRANDPAR
(7,5),(5,14),-0.35289 # DEPENDENCYPART_GRANDPAR
(7,5),(5,15),-0.682127 # DEPENDENCYPART_GRANDPAR
(7,5),(5,19),-0.581732 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.215471 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),0.0835157 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.169912 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.0471976 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),0.0731483 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-0.72193 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.439608 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.46787 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.507301 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-0.254235 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.468884 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.297071 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.352326 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.309767 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-0.352949 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-0.253544 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-0.531705 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.350066 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.246584 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.360878 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.402414 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),-0.0955162 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.294426 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.269801 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.246902 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.203636 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.0204643 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.181852 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),-0.0938604 # DEPENDENCYPART_GRANDPAR
(7,9),(9,18),-0.206644 # DEPENDENCYPART_GRANDPAR
(7,9),(9,19),-0.292429 # DEPENDENCYPART_GRANDPAR
(7,9),(9,20),0.0161348 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.312651 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.357315 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),-0.0936059 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.282617 # DEPENDENCYPART_GRANDPAR
(7,12),(12,1),-0.346396 # DEPENDENCYPART_GRANDPAR
(7,12),(12,2),-0.251025 # DEPENDENCYPART_GRANDPAR
(7,12),(12,3),-0.540615 # DEPENDENCYPART_GRANDPAR
(7,12),(12,4),-0.349546 # DEPENDENCYPART_GRANDPAR
(7,12),(12,5),-0.241222 # DEPENDENCYPART_GRANDPAR
(7,12),(12,6),-0.369788 # DEPENDENCYPART_GRANDPAR
(7,12),(12,7),-0.374101 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,12),(12,8),-0.0934294 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),-0.28944 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),-0.00793144 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),-0.287413 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.0762623 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),0.0127695 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-0.0544781 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),0.0335137 # DEPENDENCYPART_GRANDPAR
(7,12),(12,18),-0.0792699 # DEPENDENCYPART_GRANDPAR
(7,12),(12,19),-0.256356 # DEPENDENCYPART_GRANDPAR
(7,12),(12,20),0.0521719 # DEPENDENCYPART_GRANDPAR
(7,13),(13,4),-0.339811 # DEPENDENCYPART_GRANDPAR
(7,13),(13,6),-0.336477 # DEPENDENCYPART_GRANDPAR
(7,13),(13,7),-0.302917 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,13),(13,8),0.00287039 # DEPENDENCYPART_GRANDPAR
(7,13),(13,9),-0.114202 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),-0.20081 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),-0.0896312 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-0.0145704 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),-0.322154 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),-0.30973 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),-0.236882 # DEPENDENCYPART_GRANDPAR
(7,13),(13,18),-0.349047 # DEPENDENCYPART_GRANDPAR
(7,13),(13,19),-0.263453 # DEPENDENCYPART_GRANDPAR
(7,13),(13,20),-0.0429043 # DEPENDENCYPART_GRANDPAR
(7,13),(13,21),-0.365286 # DEPENDENCYPART_GRANDPAR
(7,15),(15,12),-0.0899536 # DEPENDENCYPART_GRANDPAR
(7,15),(15,13),-0.26445 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),-0.19083 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),-0.30973 # DEPENDENCYPART_GRANDPAR
(7,15),(15,17),-0.236882 # DEPENDENCYPART_GRANDPAR
(7,15),(15,18),-0.349047 # DEPENDENCYPART_GRANDPAR
(7,15),(15,20),-0.0429043 # DEPENDENCYPART_GRANDPAR
(7,15),(15,21),-0.364033 # DEPENDENCYPART_GRANDPAR
(7,17),(17,13),-0.265149 # DEPENDENCYPART_GRANDPAR
(7,17),(17,14),-0.188813 # DEPENDENCYPART_GRANDPAR
(7,17),(17,15),-0.241263 # DEPENDENCYPART_GRANDPAR
(7,17),(17,16),-0.03691 # DEPENDENCYPART_GRANDPAR
(7,17),(17,18),-0.349565 # DEPENDENCYPART_GRANDPAR
(7,17),(17,20),-0.042913 # DEPENDENCYPART_GRANDPAR
(7,17),(17,21),-0.365295 # DEPENDENCYPART_GRANDPAR
(7,18),(18,9),-0.114202 # DEPENDENCYPART_GRANDPAR
(7,18),(18,13),-0.264449 # DEPENDENCYPART_GRANDPAR
(7,18),(18,14),-0.188813 # DEPENDENCYPART_GRANDPAR
(7,18),(18,15),-0.240564 # DEPENDENCYPART_GRANDPAR
(7,18),(18,16),-0.03691 # DEPENDENCYPART_GRANDPAR
(7,18),(18,17),-0.154947 # DEPENDENCYPART_GRANDPAR
(7,18),(18,19),-0.263453 # DEPENDENCYPART_GRANDPAR
(7,18),(18,20),-0.0429043 # DEPENDENCYPART_GRANDPAR
(7,18),(18,21),-0.365286 # DEPENDENCYPART_GRANDPAR
(7,19),(19,1),-0.351612 # DEPENDENCYPART_GRANDPAR
(7,19),(19,3),-0.528114 # DEPENDENCYPART_GRANDPAR
(7,19),(19,4),-0.348729 # DEPENDENCYPART_GRANDPAR
(7,19),(19,5),-0.245125 # DEPENDENCYPART_GRANDPAR
(7,19),(19,6),-0.357287 # DEPENDENCYPART_GRANDPAR
(7,19),(19,7),-0.387078 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,19),(19,8),-0.0917393 # DEPENDENCYPART_GRANDPAR
(7,19),(19,9),-0.239287 # DEPENDENCYPART_GRANDPAR
(7,19),(19,10),0.0237057 # DEPENDENCYPART_GRANDPAR
(7,19),(19,11),-0.26803 # DEPENDENCYPART_GRANDPAR
(7,19),(19,12),-0.196381 # DEPENDENCYPART_GRANDPAR
(7,19),(19,13),-0.358951 # DEPENDENCYPART_GRANDPAR
(7,19),(19,14),-0.169499 # DEPENDENCYPART_GRANDPAR
(7,19),(19,15),-0.335803 # DEPENDENCYPART_GRANDPAR
(7,19),(19,16),-0.214729 # DEPENDENCYPART_GRANDPAR
(7,19),(19,17),-0.249443 # DEPENDENCYPART_GRANDPAR
(7,19),(19,18),-0.361959 # DEPENDENCYPART_GRANDPAR
(7,19),(19,20),0.0228609 # DEPENDENCYPART_GRANDPAR
(7,19),(19,21),-0.301444 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),0.0134192 # DEPENDENCYPART_GRANDPAR
(8,1),(1,20),-0.463884 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.19133 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),0.0277522 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),0.0894937 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.0833071 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),-0.0326483 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),0.180092 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-1.15759 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,10),-0.561033 # DEPENDENCYPART_GRANDPAR
(8,3),(3,13),-0.868239 # DEPENDENCYPART_GRANDPAR
(8,3),(3,19),-0.405502 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.19133 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),0.0268008 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.20013 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),0.00374914 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.187823 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),0.178803 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.15759 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,10),-0.561033 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.577755 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.191702 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),0.024588 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.199693 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),0.0025758 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.18797 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.107214 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.15759 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.56842 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.561033 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.578008 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.401557 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-0.868344 # DEPENDENCYPART_GRANDPAR
(8,7),(7,15),-0.606038 # DEPENDENCYPART_GRANDPAR
(8,7),(7,17),-0.51695 # DEPENDENCYPART_GRANDPAR
(8,7),(7,18),-0.829465 # DEPENDENCYPART_GRANDPAR
(8,7),(7,19),-0.405709 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-0.346054 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-0.254856 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-0.473773 # DEPENDENCYPART_GRANDPAR
