# _root_ - oi , ez naute ni geroko ifernuek izutzen , orain honelako paradisuak dastatu ahal_izanez gero hemen - erantzun ohi nizun halakoetan .
#goldHeads=0,9,2,9,9,9,8,9,19,9,15,13,14,15,9,15,15,17,0,19,19,19,22,
#predictedHeads=0,0,2,9,9,9,8,9,0,9,12,13,14,15,19,15,15,17,0,19,19,19,22,
(13,10),(10,5),-1.30787 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.307489 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),0.0470413 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),0.346838 # DEPENDENCYPART_GRANDPAR
(13,10),(10,14),-0.618747 # DEPENDENCYPART_GRANDPAR
(13,10),(10,15),-0.394206 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),0.123387 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),0.0551451 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),0.275748 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-0.736069 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,16),-0.313469 # DEPENDENCYPART_GRANDPAR
(13,11),(11,17),-0.353237 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.174486 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),0.175932 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),0.0553891 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-0.790259 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,3),-0.341017 # DEPENDENCYPART_GRANDPAR
(13,14),(14,4),-0.324786 # DEPENDENCYPART_GRANDPAR
(13,14),(14,5),-1.45224 # DEPENDENCYPART_GRANDPAR
(13,14),(14,6),-1.06483 # DEPENDENCYPART_GRANDPAR
(13,14),(14,7),-0.426165 # DEPENDENCYPART_GRANDPAR
(13,14),(14,8),-0.624378 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-0.177115 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-0.33262 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.192168 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.092095 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.508515 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.118683 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.147925 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.150513 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),-0.206739 # DEPENDENCYPART_GRANDPAR
(13,14),(14,20),-0.211671 # DEPENDENCYPART_GRANDPAR
(13,14),(14,21),-0.488166 # DEPENDENCYPART_GRANDPAR
(13,14),(14,22),0.0149143 # DEPENDENCYPART_GRANDPAR
(13,15),(15,5),-1.45224 # DEPENDENCYPART_GRANDPAR
(13,15),(15,7),-0.426165 # DEPENDENCYPART_GRANDPAR
(13,15),(15,8),-0.624378 # DEPENDENCYPART_GRANDPAR
(13,15),(15,9),-0.177115 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-0.192168 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.092095 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.508515 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),-0.233053 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.147925 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.150513 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),-0.206739 # DEPENDENCYPART_GRANDPAR
(13,15),(15,21),-0.488166 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-0.444038 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),-0.221018 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),0.00352321 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.183768 # DEPENDENCYPART_GRANDPAR
(13,17),(17,14),-0.221211 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),-0.137465 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.0756201 # DEPENDENCYPART_GRANDPAR
(13,19),(19,3),-0.341521 # DEPENDENCYPART_GRANDPAR
(13,19),(19,6),-1.06509 # DEPENDENCYPART_GRANDPAR
(13,19),(19,7),-0.426428 # DEPENDENCYPART_GRANDPAR
(13,19),(19,8),-0.624663 # DEPENDENCYPART_GRANDPAR
(13,19),(19,9),-0.181062 # DEPENDENCYPART_GRANDPAR
(13,19),(19,10),-0.333123 # DEPENDENCYPART_GRANDPAR
(13,19),(19,11),-0.192432 # DEPENDENCYPART_GRANDPAR
(13,19),(19,12),-0.0923576 # DEPENDENCYPART_GRANDPAR
(13,19),(19,13),-0.51338 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,19),(19,14),-0.235649 # DEPENDENCYPART_GRANDPAR
(13,19),(19,15),-0.0111072 # DEPENDENCYPART_GRANDPAR
(13,19),(19,16),-0.113449 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),-0.169465 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),-0.216765 # DEPENDENCYPART_GRANDPAR
(13,19),(19,21),-0.484356 # DEPENDENCYPART_GRANDPAR
(13,19),(19,22),0.0121382 # DEPENDENCYPART_GRANDPAR
(14,3),(3,2),0.00717489 # DEPENDENCYPART_GRANDPAR
(14,3),(3,14),-0.766584 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,3),(3,15),-0.503406 # DEPENDENCYPART_GRANDPAR
(14,3),(3,19),-0.317061 # DEPENDENCYPART_GRANDPAR
(14,4),(4,3),-0.161235 # DEPENDENCYPART_GRANDPAR
(14,5),(5,4),-0.348622 # DEPENDENCYPART_GRANDPAR
(14,5),(5,7),-0.34857 # DEPENDENCYPART_GRANDPAR
(14,5),(5,11),-0.137607 # DEPENDENCYPART_GRANDPAR
(14,6),(6,7),-0.291602 # DEPENDENCYPART_GRANDPAR
(14,6),(6,8),-0.0148112 # DEPENDENCYPART_GRANDPAR
(14,6),(6,9),-0.156962 # DEPENDENCYPART_GRANDPAR
(14,6),(6,12),0.0743475 # DEPENDENCYPART_GRANDPAR
(14,7),(7,8),0.0117881 # DEPENDENCYPART_GRANDPAR
(14,7),(7,10),-0.108214 # DEPENDENCYPART_GRANDPAR
(14,8),(8,3),-0.186874 # DEPENDENCYPART_GRANDPAR
(14,8),(8,4),-0.331618 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),-0.0232774 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),-0.217911 # DEPENDENCYPART_GRANDPAR
(14,8),(8,10),-0.154377 # DEPENDENCYPART_GRANDPAR
(14,8),(8,11),-0.126132 # DEPENDENCYPART_GRANDPAR
(14,8),(8,12),0.138033 # DEPENDENCYPART_GRANDPAR
(14,8),(8,15),-0.393449 # DEPENDENCYPART_GRANDPAR
(14,9),(9,3),-0.215671 # DEPENDENCYPART_GRANDPAR
(14,9),(9,4),-0.289131 # DEPENDENCYPART_GRANDPAR
(14,9),(9,5),-0.346799 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),-0.0562972 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),-0.206093 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),0.0153934 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),-0.130094 # DEPENDENCYPART_GRANDPAR
(14,9),(9,11),-0.0918715 # DEPENDENCYPART_GRANDPAR
(14,9),(9,12),0.0146627 # DEPENDENCYPART_GRANDPAR
(14,9),(9,13),0.346015 # DEPENDENCYPART_GRANDPAR
(14,9),(9,14),-0.745491 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,9),(9,15),-0.482313 # DEPENDENCYPART_GRANDPAR
(14,9),(9,16),-0.282585 # DEPENDENCYPART_GRANDPAR
(14,9),(9,17),-0.221284 # DEPENDENCYPART_GRANDPAR
(14,9),(9,19),-0.299426 # DEPENDENCYPART_GRANDPAR
(14,9),(9,20),-0.407682 # DEPENDENCYPART_GRANDPAR
(14,9),(9,21),-0.698354 # DEPENDENCYPART_GRANDPAR
(14,10),(10,5),-0.416941 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.00147358 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.237085 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),0.156095 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-0.766584 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,15),-0.503406 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.211644 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),0.0556885 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),0.0568096 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),0.470891 # DEPENDENCYPART_GRANDPAR
(14,11),(11,16),-0.258592 # DEPENDENCYPART_GRANDPAR
(14,11),(11,17),-0.186005 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),0.0254948 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.155316 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.0924827 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),0.381784 # DEPENDENCYPART_GRANDPAR
(14,13),(13,7),-0.217911 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),0.00897393 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),-0.136366 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.0472823 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.159575 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),0.150653 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-0.656626 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.393449 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.201884 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-0.129813 # DEPENDENCYPART_GRANDPAR
(14,13),(13,19),-0.207116 # DEPENDENCYPART_GRANDPAR
(14,13),(13,23),-0.265497 # DEPENDENCYPART_GRANDPAR
(14,15),(15,5),-0.653181 # DEPENDENCYPART_GRANDPAR
(14,15),(15,7),-0.640423 # DEPENDENCYPART_GRANDPAR
(14,15),(15,8),-0.349624 # DEPENDENCYPART_GRANDPAR
(14,15),(15,9),-0.40578 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-0.324322 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.27382 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),0.020378 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.583229 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),-0.0860889 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),0.0382374 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),-0.116199 # DEPENDENCYPART_GRANDPAR
(14,15),(15,21),-0.390714 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),0.118127 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.537745 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),-0.274568 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),0.00134728 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-0.526328 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,16),-0.0437879 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),0.176339 # DEPENDENCYPART_GRANDPAR
(14,19),(19,3),-0.516433 # DEPENDENCYPART_GRANDPAR
(14,19),(19,6),-0.356952 # DEPENDENCYPART_GRANDPAR
(14,19),(19,7),-0.641073 # DEPENDENCYPART_GRANDPAR
(14,19),(19,8),-0.350303 # DEPENDENCYPART_GRANDPAR
(14,19),(19,9),-0.410197 # DEPENDENCYPART_GRANDPAR
(14,19),(19,10),-0.376841 # DEPENDENCYPART_GRANDPAR
(14,19),(19,11),-0.324975 # DEPENDENCYPART_GRANDPAR
(14,19),(19,12),-0.27447 # DEPENDENCYPART_GRANDPAR
(14,19),(19,13),0.019699 # DEPENDENCYPART_GRANDPAR
(14,19),(19,14),-0.585574 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,19),(19,15),-0.322396 # DEPENDENCYPART_GRANDPAR
(14,19),(19,16),-0.0213405 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),0.0157857 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),-0.129345 # DEPENDENCYPART_GRANDPAR
(14,19),(19,21),-0.374977 # DEPENDENCYPART_GRANDPAR
(14,19),(19,22),-0.0829039 # DEPENDENCYPART_GRANDPAR
(14,20),(20,8),-0.292617 # DEPENDENCYPART_GRANDPAR
(14,20),(20,9),-0.394624 # DEPENDENCYPART_GRANDPAR
(14,20),(20,13),0.0773851 # DEPENDENCYPART_GRANDPAR
(14,20),(20,14),-0.448193 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,20),(20,19),0.00316616 # DEPENDENCYPART_GRANDPAR
(14,21),(21,19),-0.0933467 # DEPENDENCYPART_GRANDPAR
(14,21),(21,22),-0.245719 # DEPENDENCYPART_GRANDPAR
(14,22),(22,13),0.060153 # DEPENDENCYPART_GRANDPAR
(14,22),(22,16),0.00296428 # DEPENDENCYPART_GRANDPAR
(14,22),(22,17),0.0654188 # DEPENDENCYPART_GRANDPAR
(14,22),(22,19),-0.0295806 # DEPENDENCYPART_GRANDPAR
(14,22),(22,20),-0.0910182 # DEPENDENCYPART_GRANDPAR
(14,22),(22,23),-0.0201154 # DEPENDENCYPART_GRANDPAR
(15,5),(5,4),-0.465401 # DEPENDENCYPART_GRANDPAR
(15,5),(5,7),-0.397456 # DEPENDENCYPART_GRANDPAR
(15,5),(5,11),-0.250853 # DEPENDENCYPART_GRANDPAR
(15,7),(7,8),-0.689121 # DEPENDENCYPART_GRANDPAR
(15,7),(7,10),-0.203053 # DEPENDENCYPART_GRANDPAR
(15,8),(8,3),-0.226834 # DEPENDENCYPART_GRANDPAR
(15,8),(8,4),-0.448397 # DEPENDENCYPART_GRANDPAR
(15,8),(8,6),0.170019 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),-0.266798 # DEPENDENCYPART_GRANDPAR
(15,8),(8,10),-0.249216 # DEPENDENCYPART_GRANDPAR
(15,8),(8,11),-0.239378 # DEPENDENCYPART_GRANDPAR
(15,8),(8,12),-0.152657 # DEPENDENCYPART_GRANDPAR
(15,8),(8,15),-0.652034 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,9),(9,3),-0.25563 # DEPENDENCYPART_GRANDPAR
(15,9),(9,4),-0.40591 # DEPENDENCYPART_GRANDPAR
(15,9),(9,5),-0.791891 # DEPENDENCYPART_GRANDPAR
(15,9),(9,6),0.136999 # DEPENDENCYPART_GRANDPAR
(15,9),(9,7),-0.25498 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),-0.685516 # DEPENDENCYPART_GRANDPAR
(15,9),(9,10),-0.224934 # DEPENDENCYPART_GRANDPAR
(15,9),(9,11),-0.205117 # DEPENDENCYPART_GRANDPAR
(15,9),(9,12),-0.276028 # DEPENDENCYPART_GRANDPAR
(15,9),(9,13),-0.244328 # DEPENDENCYPART_GRANDPAR
(15,9),(9,14),0.127059 # DEPENDENCYPART_GRANDPAR
(15,9),(9,15),-0.740899 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,9),(9,16),-0.322573 # DEPENDENCYPART_GRANDPAR
(15,9),(9,17),-0.291124 # DEPENDENCYPART_GRANDPAR
(15,9),(9,19),-0.336063 # DEPENDENCYPART_GRANDPAR
(15,9),(9,20),-0.528462 # DEPENDENCYPART_GRANDPAR
(15,9),(9,21),-0.957871 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.253599 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.039151 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),-0.233881 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),-0.119452 # DEPENDENCYPART_GRANDPAR
(15,11),(11,16),-0.29858 # DEPENDENCYPART_GRANDPAR
(15,11),(11,17),-0.255845 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),-0.675414 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.197271 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.205729 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),-0.208559 # DEPENDENCYPART_GRANDPAR
(15,13),(13,7),-0.266798 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),-0.691935 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-0.17832 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.142122 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.272821 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.140037 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),0.310144 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-0.652034 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.241872 # DEPENDENCYPART_GRANDPAR
(15,13),(13,17),-0.199653 # DEPENDENCYPART_GRANDPAR
(15,13),(13,19),-0.243753 # DEPENDENCYPART_GRANDPAR
(15,13),(13,23),-0.377475 # DEPENDENCYPART_GRANDPAR
(15,14),(14,3),-0.25563 # DEPENDENCYPART_GRANDPAR
(15,14),(14,4),-0.40591 # DEPENDENCYPART_GRANDPAR
(15,14),(14,5),-0.791891 # DEPENDENCYPART_GRANDPAR
(15,14),(14,6),0.136999 # DEPENDENCYPART_GRANDPAR
(15,14),(14,7),-0.25498 # DEPENDENCYPART_GRANDPAR
(15,14),(14,8),-0.685516 # DEPENDENCYPART_GRANDPAR
(15,14),(14,9),-0.265125 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),-0.170918 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.184338 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.129526 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.204948 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-0.740899 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.322573 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-0.291124 # DEPENDENCYPART_GRANDPAR
(15,14),(14,19),-0.336063 # DEPENDENCYPART_GRANDPAR
(15,14),(14,20),-0.528462 # DEPENDENCYPART_GRANDPAR
(15,14),(14,21),-0.957871 # DEPENDENCYPART_GRANDPAR
(15,14),(14,22),-0.834215 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.472216 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.012374 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.533153 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),-0.068493 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-0.0126373 # DEPENDENCYPART_GRANDPAR
(15,17),(17,16),-0.0837761 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),0.137261 # DEPENDENCYPART_GRANDPAR
(15,19),(19,3),-0.556392 # DEPENDENCYPART_GRANDPAR
(15,19),(19,6),-0.163656 # DEPENDENCYPART_GRANDPAR
(15,19),(19,7),-0.68996 # DEPENDENCYPART_GRANDPAR
(15,19),(19,8),-1.05121 # DEPENDENCYPART_GRANDPAR
(15,19),(19,9),-0.452152 # DEPENDENCYPART_GRANDPAR
(15,19),(19,10),-0.471681 # DEPENDENCYPART_GRANDPAR
(15,19),(19,11),-0.438221 # DEPENDENCYPART_GRANDPAR
(15,19),(19,12),-0.56516 # DEPENDENCYPART_GRANDPAR
(15,19),(19,13),-0.570644 # DEPENDENCYPART_GRANDPAR
(15,19),(19,14),-0.0396206 # DEPENDENCYPART_GRANDPAR
(15,19),(19,15),-0.580982 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,19),(19,16),-0.0613287 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),-0.0540546 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),-0.250125 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),-0.634495 # DEPENDENCYPART_GRANDPAR
(15,19),(19,22),-0.389859 # DEPENDENCYPART_GRANDPAR
(15,21),(21,19),-0.129984 # DEPENDENCYPART_GRANDPAR
(15,21),(21,22),-0.552675 # DEPENDENCYPART_GRANDPAR
(16,13),(13,7),-0.24998 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),-0.242241 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.264277 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.102242 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.353711 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.226443 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.0615853 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),0.062363 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-0.633709 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,17),-0.288864 # DEPENDENCYPART_GRANDPAR
(16,13),(13,19),-0.310773 # DEPENDENCYPART_GRANDPAR
(16,13),(13,23),-0.0819678 # DEPENDENCYPART_GRANDPAR
(16,14),(14,3),-0.260287 # DEPENDENCYPART_GRANDPAR
(16,14),(14,4),-0.300834 # DEPENDENCYPART_GRANDPAR
(16,14),(14,5),-0.304385 # DEPENDENCYPART_GRANDPAR
(16,14),(14,6),-0.140397 # DEPENDENCYPART_GRANDPAR
(16,14),(14,7),-0.216839 # DEPENDENCYPART_GRANDPAR
(16,14),(14,8),-0.227103 # DEPENDENCYPART_GRANDPAR
(16,14),(14,9),-0.303742 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),-0.156175 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.282662 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.193956 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.127764 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.0335716 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-0.652579 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.318933 # DEPENDENCYPART_GRANDPAR
(16,14),(14,19),-0.354816 # DEPENDENCYPART_GRANDPAR
(16,14),(14,20),-0.345536 # DEPENDENCYPART_GRANDPAR
(16,14),(14,21),-0.400812 # DEPENDENCYPART_GRANDPAR
(16,14),(14,22),-0.38211 # DEPENDENCYPART_GRANDPAR
(16,15),(15,5),-0.304385 # DEPENDENCYPART_GRANDPAR
(16,15),(15,7),-0.216839 # DEPENDENCYPART_GRANDPAR
(16,15),(15,8),-0.227103 # DEPENDENCYPART_GRANDPAR
(16,15),(15,9),-0.303742 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.282662 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.193956 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.127764 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.249503 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-0.652579 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.318933 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.354816 # DEPENDENCYPART_GRANDPAR
(16,15),(15,21),-0.400812 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-0.416796 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.384545 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),0.133505 # DEPENDENCYPART_GRANDPAR
(17,14),(14,3),-0.184462 # DEPENDENCYPART_GRANDPAR
(17,14),(14,4),-0.333067 # DEPENDENCYPART_GRANDPAR
(17,14),(14,5),-0.313162 # DEPENDENCYPART_GRANDPAR
(17,14),(14,6),-0.140236 # DEPENDENCYPART_GRANDPAR
(17,14),(14,7),-0.245999 # DEPENDENCYPART_GRANDPAR
(17,14),(14,8),-0.258692 # DEPENDENCYPART_GRANDPAR
(17,14),(14,9),-0.290053 # DEPENDENCYPART_GRANDPAR
(17,14),(14,10),-0.153139 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),-0.264031 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),-0.244327 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.177539 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),-0.164776 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),-0.00789306 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-0.770664 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,19),-0.536821 # DEPENDENCYPART_GRANDPAR
(17,14),(14,20),-0.43698 # DEPENDENCYPART_GRANDPAR
(17,14),(14,21),-0.473449 # DEPENDENCYPART_GRANDPAR
(17,14),(14,22),-0.453977 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.236212 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.166123 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.212596 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-0.739688 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,15),-0.435577 # DEPENDENCYPART_GRANDPAR
(17,18),(18,19),-0.30901 # DEPENDENCYPART_GRANDPAR
(18,15),(15,5),-0.135142 # DEPENDENCYPART_GRANDPAR
(18,15),(15,7),-0.208411 # DEPENDENCYPART_GRANDPAR
(18,15),(15,8),-0.229342 # DEPENDENCYPART_GRANDPAR
(18,15),(15,9),-0.0914879 # DEPENDENCYPART_GRANDPAR
(18,15),(15,11),-0.0952149 # DEPENDENCYPART_GRANDPAR
(18,15),(15,12),-0.167397 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.107715 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.0125451 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),-0.00203167 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),0.108255 # DEPENDENCYPART_GRANDPAR
(18,15),(15,19),-0.512358 # DEPENDENCYPART_GRANDPAR
(18,15),(15,21),-0.32475 # DEPENDENCYPART_GRANDPAR
(18,19),(19,3),-0.335388 # DEPENDENCYPART_GRANDPAR
(18,19),(19,6),-0.241151 # DEPENDENCYPART_GRANDPAR
(18,19),(19,7),-0.454034 # DEPENDENCYPART_GRANDPAR
(18,19),(19,8),-0.525228 # DEPENDENCYPART_GRANDPAR
(18,19),(19,9),-0.335762 # DEPENDENCYPART_GRANDPAR
(18,19),(19,10),-0.253544 # DEPENDENCYPART_GRANDPAR
(18,19),(19,11),-0.319043 # DEPENDENCYPART_GRANDPAR
(18,19),(19,12),-0.413019 # DEPENDENCYPART_GRANDPAR
(18,19),(19,13),-0.403601 # DEPENDENCYPART_GRANDPAR
(18,19),(19,14),-0.256819 # DEPENDENCYPART_GRANDPAR
(18,19),(19,15),-0.216253 # DEPENDENCYPART_GRANDPAR
(18,19),(19,16),-0.271505 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-0.165688 # DEPENDENCYPART_GRANDPAR
(18,19),(19,20),-0.303349 # DEPENDENCYPART_GRANDPAR
