# _root_ ez zuen denbora asko behar_izan , ez zuen senitarteko askorekin hitzegin behar_izan , guztien arretaren iturria non zegoen zehazki asmatzeko .
#goldHeads=5,5,5,3,0,5,5,5,11,9,12,0,12,15,16,18,18,20,20,12,20,
#predictedHeads=5,5,5,3,0,5,12,12,11,9,12,0,12,15,16,18,18,12,20,12,20,
(11,12),(12,10),0.160678 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.432126 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),0.192198 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.00203849 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.0596747 # DEPENDENCYPART_GRANDPAR
(11,12),(12,18),-0.0369008 # DEPENDENCYPART_GRANDPAR
(11,12),(12,20),0.108876 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-0.257616 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),0.0182531 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),0.120627 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),0.124707 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.047274 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),0.0750224 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),-0.13861 # DEPENDENCYPART_GRANDPAR
(11,15),(15,21),0.0724351 # DEPENDENCYPART_GRANDPAR
(11,16),(16,9),-0.00864186 # DEPENDENCYPART_GRANDPAR
(11,16),(16,11),-0.257657 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,16),(16,12),0.0182118 # DEPENDENCYPART_GRANDPAR
(11,16),(16,13),0.120615 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),0.024549 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),0.0745815 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),-0.139051 # DEPENDENCYPART_GRANDPAR
(11,16),(16,20),0.221304 # DEPENDENCYPART_GRANDPAR
(11,16),(16,21),0.0719423 # DEPENDENCYPART_GRANDPAR
(11,18),(18,3),-0.535308 # DEPENDENCYPART_GRANDPAR
(11,18),(18,9),-0.231257 # DEPENDENCYPART_GRANDPAR
(11,18),(18,11),-0.433374 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,18),(18,12),-0.160241 # DEPENDENCYPART_GRANDPAR
(11,18),(18,13),0.161969 # DEPENDENCYPART_GRANDPAR
(11,18),(18,14),-0.0558427 # DEPENDENCYPART_GRANDPAR
(11,18),(18,15),-0.0761358 # DEPENDENCYPART_GRANDPAR
(11,18),(18,16),-0.133624 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),-0.0241439 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),-0.0400056 # DEPENDENCYPART_GRANDPAR
(11,18),(18,20),0.129109 # DEPENDENCYPART_GRANDPAR
(11,20),(20,3),-0.468327 # DEPENDENCYPART_GRANDPAR
(11,20),(20,4),-0.406381 # DEPENDENCYPART_GRANDPAR
(11,20),(20,5),-0.358671 # DEPENDENCYPART_GRANDPAR
(11,20),(20,6),-0.51646 # DEPENDENCYPART_GRANDPAR
(11,20),(20,7),-0.345312 # DEPENDENCYPART_GRANDPAR
(11,20),(20,9),-0.160676 # DEPENDENCYPART_GRANDPAR
(11,20),(20,10),0.161517 # DEPENDENCYPART_GRANDPAR
(11,20),(20,11),-0.442449 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,20),(20,12),-0.169728 # DEPENDENCYPART_GRANDPAR
(11,20),(20,13),0.142214 # DEPENDENCYPART_GRANDPAR
(11,20),(20,14),-0.0387481 # DEPENDENCYPART_GRANDPAR
(11,20),(20,15),-0.0286111 # DEPENDENCYPART_GRANDPAR
(11,20),(20,16),-0.0860998 # DEPENDENCYPART_GRANDPAR
(11,20),(20,17),-0.0467117 # DEPENDENCYPART_GRANDPAR
(11,20),(20,18),-0.0904851 # DEPENDENCYPART_GRANDPAR
(11,20),(20,19),-0.0886425 # DEPENDENCYPART_GRANDPAR
(11,20),(20,21),0.228962 # DEPENDENCYPART_GRANDPAR
(12,2),(2,1),-0.369657 # DEPENDENCYPART_GRANDPAR
(12,2),(2,3),0.165546 # DEPENDENCYPART_GRANDPAR
(12,2),(2,5),0.0710806 # DEPENDENCYPART_GRANDPAR
(12,2),(2,8),-0.747727 # DEPENDENCYPART_GRANDPAR
(12,3),(3,1),-0.318799 # DEPENDENCYPART_GRANDPAR
(12,3),(3,2),-0.878565 # DEPENDENCYPART_GRANDPAR
(12,3),(3,4),-0.304544 # DEPENDENCYPART_GRANDPAR
(12,3),(3,5),0.226161 # DEPENDENCYPART_GRANDPAR
(12,3),(3,6),-0.0346 # DEPENDENCYPART_GRANDPAR
(12,3),(3,8),-0.770697 # DEPENDENCYPART_GRANDPAR
(12,3),(3,10),0.158825 # DEPENDENCYPART_GRANDPAR
(12,3),(3,12),-0.771456 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,3),(3,14),-0.345069 # DEPENDENCYPART_GRANDPAR
(12,3),(3,20),-0.00190022 # DEPENDENCYPART_GRANDPAR
(12,4),(4,1),-0.201018 # DEPENDENCYPART_GRANDPAR
(12,4),(4,3),0.205096 # DEPENDENCYPART_GRANDPAR
(12,7),(7,3),0.154036 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),0.115261 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),0.247088 # DEPENDENCYPART_GRANDPAR
(12,8),(8,1),-0.369657 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.114649 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),0.22072 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),0.15843 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),0.0976107 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.0702843 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.721413 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),0.161774 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),0.420148 # DEPENDENCYPART_GRANDPAR
(12,9),(9,14),-0.34502 # DEPENDENCYPART_GRANDPAR
(12,9),(9,15),-0.206486 # DEPENDENCYPART_GRANDPAR
(12,9),(9,16),-0.229851 # DEPENDENCYPART_GRANDPAR
(12,9),(9,18),-0.0314438 # DEPENDENCYPART_GRANDPAR
(12,9),(9,21),-0.110152 # DEPENDENCYPART_GRANDPAR
(12,10),(10,1),-0.197878 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),0.0571299 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),0.272697 # DEPENDENCYPART_GRANDPAR
(12,11),(11,2),-0.84266 # DEPENDENCYPART_GRANDPAR
(12,11),(11,3),0.246379 # DEPENDENCYPART_GRANDPAR
(12,11),(11,4),-0.470717 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),0.061179 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-0.027701 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.679014 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),0.311288 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),0.0120902 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-0.846315 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,15),-0.339685 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-0.36305 # DEPENDENCYPART_GRANDPAR
(12,11),(11,18),-0.0858766 # DEPENDENCYPART_GRANDPAR
(12,11),(11,20),-0.0767588 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-0.938123 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),0.0658505 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.353099 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,15),0.00294545 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.0204215 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),0.141436 # DEPENDENCYPART_GRANDPAR
(12,13),(13,20),0.0728958 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),0.175732 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-0.522352 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),0.153618 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),-0.0221087 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.0124385 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),0.232976 # DEPENDENCYPART_GRANDPAR
(12,15),(15,19),-0.0409243 # DEPENDENCYPART_GRANDPAR
(12,15),(15,21),-0.0206165 # DEPENDENCYPART_GRANDPAR
(12,16),(16,9),0.0719468 # DEPENDENCYPART_GRANDPAR
(12,16),(16,11),0.175721 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-0.522393 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,13),0.153605 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),0.00118304 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),0.232535 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),-0.0413652 # DEPENDENCYPART_GRANDPAR
(12,16),(16,20),0.172448 # DEPENDENCYPART_GRANDPAR
(12,16),(16,21),-0.0211093 # DEPENDENCYPART_GRANDPAR
(12,18),(18,3),-0.208894 # DEPENDENCYPART_GRANDPAR
(12,18),(18,9),-0.150772 # DEPENDENCYPART_GRANDPAR
(12,18),(18,11),0.0231454 # DEPENDENCYPART_GRANDPAR
(12,18),(18,12),-0.693108 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,18),(18,13),0.208045 # DEPENDENCYPART_GRANDPAR
(12,18),(18,14),-0.193586 # DEPENDENCYPART_GRANDPAR
(12,18),(18,15),-0.0882419 # DEPENDENCYPART_GRANDPAR
(12,18),(18,16),-0.111607 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),0.0515988 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),0.0606975 # DEPENDENCYPART_GRANDPAR
(12,18),(18,20),0.0864413 # DEPENDENCYPART_GRANDPAR
(12,20),(20,3),-0.138137 # DEPENDENCYPART_GRANDPAR
(12,20),(20,4),-0.688542 # DEPENDENCYPART_GRANDPAR
(12,20),(20,5),-0.102058 # DEPENDENCYPART_GRANDPAR
(12,20),(20,6),-0.249154 # DEPENDENCYPART_GRANDPAR
(12,20),(20,7),-0.280956 # DEPENDENCYPART_GRANDPAR
(12,20),(20,9),-0.0764141 # DEPENDENCYPART_GRANDPAR
(12,20),(20,10),-0.215804 # DEPENDENCYPART_GRANDPAR
(12,20),(20,11),0.0957393 # DEPENDENCYPART_GRANDPAR
(12,20),(20,12),-0.710221 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,20),(20,13),0.175247 # DEPENDENCYPART_GRANDPAR
(12,20),(20,14),-0.185063 # DEPENDENCYPART_GRANDPAR
(12,20),(20,15),-0.0555014 # DEPENDENCYPART_GRANDPAR
(12,20),(20,16),-0.0788666 # DEPENDENCYPART_GRANDPAR
(12,20),(20,17),0.0209841 # DEPENDENCYPART_GRANDPAR
(12,20),(20,18),0.064695 # DEPENDENCYPART_GRANDPAR
(12,20),(20,19),0.00524145 # DEPENDENCYPART_GRANDPAR
(12,20),(20,21),0.147047 # DEPENDENCYPART_GRANDPAR
(13,8),(8,1),-0.0115412 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),0.00697919 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),0.129046 # DEPENDENCYPART_GRANDPAR
(13,11),(11,2),-0.0617535 # DEPENDENCYPART_GRANDPAR
(13,11),(11,3),-0.0465334 # DEPENDENCYPART_GRANDPAR
(13,11),(11,4),-0.204391 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),-0.0736664 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.190158 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.0590072 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),0.0547444 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.107173 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),0.14782 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),-0.412648 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-0.45102 # DEPENDENCYPART_GRANDPAR
(13,11),(11,18),-0.35559 # DEPENDENCYPART_GRANDPAR
(13,11),(11,20),-0.496167 # DEPENDENCYPART_GRANDPAR
(13,12),(12,2),-0.0562083 # DEPENDENCYPART_GRANDPAR
(13,12),(12,3),-0.0477193 # DEPENDENCYPART_GRANDPAR
(13,12),(12,4),-0.20325 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),-0.190444 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.053462 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),0.0535585 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.106032 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.0631229 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-0.441928 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,15),-0.417655 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-0.456028 # DEPENDENCYPART_GRANDPAR
(13,12),(12,18),-0.35559 # DEPENDENCYPART_GRANDPAR
(13,12),(12,20),-0.49629 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-0.232404 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.0745007 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.228223 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),0.214166 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.0409531 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),-0.0335761 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),-0.304876 # DEPENDENCYPART_GRANDPAR
(13,15),(15,21),-0.0266035 # DEPENDENCYPART_GRANDPAR
(13,16),(16,9),-0.137174 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),-0.232409 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-0.0745057 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-0.228223 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,15),0.0541933 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),-0.0335761 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),-0.304876 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),-0.138328 # DEPENDENCYPART_GRANDPAR
(13,16),(16,21),-0.0257736 # DEPENDENCYPART_GRANDPAR
(13,18),(18,3),-0.372426 # DEPENDENCYPART_GRANDPAR
(13,18),(18,9),-0.285402 # DEPENDENCYPART_GRANDPAR
(13,18),(18,11),-0.355433 # DEPENDENCYPART_GRANDPAR
(13,18),(18,12),-0.19753 # DEPENDENCYPART_GRANDPAR
(13,18),(18,13),-0.184202 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,18),(18,14),0.108774 # DEPENDENCYPART_GRANDPAR
(13,18),(18,15),-0.0293873 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),-0.0677597 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),-0.0979756 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),-0.238543 # DEPENDENCYPART_GRANDPAR
(13,18),(18,20),-0.197419 # DEPENDENCYPART_GRANDPAR
(13,20),(20,3),-0.384268 # DEPENDENCYPART_GRANDPAR
(13,20),(20,4),-0.39977 # DEPENDENCYPART_GRANDPAR
(13,20),(20,5),-0.36243 # DEPENDENCYPART_GRANDPAR
(13,20),(20,6),-0.213729 # DEPENDENCYPART_GRANDPAR
(13,20),(20,7),-0.3151 # DEPENDENCYPART_GRANDPAR
(13,20),(20,9),-0.295444 # DEPENDENCYPART_GRANDPAR
(13,20),(20,10),-0.295921 # DEPENDENCYPART_GRANDPAR
(13,20),(20,11),-0.351696 # DEPENDENCYPART_GRANDPAR
(13,20),(20,12),-0.193792 # DEPENDENCYPART_GRANDPAR
(13,20),(20,13),-0.29934 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,20),(20,14),0.0405359 # DEPENDENCYPART_GRANDPAR
(13,20),(20,15),-0.069954 # DEPENDENCYPART_GRANDPAR
(13,20),(20,16),-0.108326 # DEPENDENCYPART_GRANDPAR
(13,20),(20,17),-0.190461 # DEPENDENCYPART_GRANDPAR
(13,20),(20,18),-0.134947 # DEPENDENCYPART_GRANDPAR
(13,20),(20,19),-0.236854 # DEPENDENCYPART_GRANDPAR
(13,20),(20,21),-0.0320462 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-0.351675 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.159527 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.253787 # DEPENDENCYPART_GRANDPAR
(14,13),(13,15),-0.437483 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.510318 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),-0.409938 # DEPENDENCYPART_GRANDPAR
(14,13),(13,20),-0.381573 # DEPENDENCYPART_GRANDPAR
(15,11),(11,2),-1.57384 # DEPENDENCYPART_GRANDPAR
(15,11),(11,3),-0.480747 # DEPENDENCYPART_GRANDPAR
(15,11),(11,4),-0.294104 # DEPENDENCYPART_GRANDPAR
(15,11),(11,5),-0.308045 # DEPENDENCYPART_GRANDPAR
(15,11),(11,7),-0.163861 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),-1.35568 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.148406 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.125992 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),-0.0680432 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-1.0166 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,16),-0.488576 # DEPENDENCYPART_GRANDPAR
(15,11),(11,18),-0.419819 # DEPENDENCYPART_GRANDPAR
(15,11),(11,20),-0.40251 # DEPENDENCYPART_GRANDPAR
(15,12),(12,2),-1.56426 # DEPENDENCYPART_GRANDPAR
(15,12),(12,3),-0.481266 # DEPENDENCYPART_GRANDPAR
(15,12),(12,4),-0.289131 # DEPENDENCYPART_GRANDPAR
(15,12),(12,7),-0.160359 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),-1.34609 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.148925 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.121019 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.11837 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),-0.104082 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-1.02156 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,16),-0.493537 # DEPENDENCYPART_GRANDPAR
(15,12),(12,18),-0.41985 # DEPENDENCYPART_GRANDPAR
(15,12),(12,20),-0.402774 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),-1.38764 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.193556 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.254699 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-0.940267 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.412243 # DEPENDENCYPART_GRANDPAR
(15,13),(13,18),-0.407177 # DEPENDENCYPART_GRANDPAR
(15,13),(13,20),-0.374923 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),0.166627 # DEPENDENCYPART_GRANDPAR
(15,16),(16,9),-0.625652 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-0.36665 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-0.427673 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.215332 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.57676 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,18),-0.226684 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),-0.250263 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),-0.0917397 # DEPENDENCYPART_GRANDPAR
(15,16),(16,21),-0.364596 # DEPENDENCYPART_GRANDPAR
(15,18),(18,3),-0.974719 # DEPENDENCYPART_GRANDPAR
(15,18),(18,9),-0.646197 # DEPENDENCYPART_GRANDPAR
(15,18),(18,11),-0.398885 # DEPENDENCYPART_GRANDPAR
(15,18),(18,12),-0.459908 # DEPENDENCYPART_GRANDPAR
(15,18),(18,13),-0.260785 # DEPENDENCYPART_GRANDPAR
(15,18),(18,14),0.567251 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-0.710372 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,16),-0.182347 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),-0.177048 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.124926 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),-0.0629674 # DEPENDENCYPART_GRANDPAR
(15,19),(19,15),-0.616113 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,19),(19,16),-0.0880886 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),-0.109282 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),-0.101169 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),-0.303464 # DEPENDENCYPART_GRANDPAR
(16,9),(9,5),-0.305024 # DEPENDENCYPART_GRANDPAR
(16,9),(9,6),-0.0602966 # DEPENDENCYPART_GRANDPAR
(16,9),(9,7),-0.246046 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),-1.60022 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),-0.464847 # DEPENDENCYPART_GRANDPAR
(16,9),(9,11),0.120174 # DEPENDENCYPART_GRANDPAR
(16,9),(9,14),0.816745 # DEPENDENCYPART_GRANDPAR
(16,9),(9,15),0.493877 # DEPENDENCYPART_GRANDPAR
(16,9),(9,16),-0.631129 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,9),(9,18),-0.269465 # DEPENDENCYPART_GRANDPAR
(16,9),(9,21),-0.270665 # DEPENDENCYPART_GRANDPAR
(16,11),(11,2),-1.74003 # DEPENDENCYPART_GRANDPAR
(16,11),(11,3),-0.436891 # DEPENDENCYPART_GRANDPAR
(16,11),(11,4),-0.710984 # DEPENDENCYPART_GRANDPAR
(16,11),(11,5),-0.322439 # DEPENDENCYPART_GRANDPAR
(16,11),(11,7),-0.218059 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),-1.54217 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),-0.15661 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),-0.569232 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),-0.0661548 # DEPENDENCYPART_GRANDPAR
(16,11),(11,15),0.389909 # DEPENDENCYPART_GRANDPAR
(16,11),(11,16),-0.646037 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,11),(11,18),-0.25774 # DEPENDENCYPART_GRANDPAR
(16,11),(11,20),-0.434729 # DEPENDENCYPART_GRANDPAR
(16,12),(12,2),-1.73044 # DEPENDENCYPART_GRANDPAR
(16,12),(12,3),-0.43741 # DEPENDENCYPART_GRANDPAR
(16,12),(12,4),-0.706011 # DEPENDENCYPART_GRANDPAR
(16,12),(12,7),-0.214557 # DEPENDENCYPART_GRANDPAR
(16,12),(12,8),-1.53259 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),-0.157129 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-0.564259 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.124574 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),-0.194936 # DEPENDENCYPART_GRANDPAR
(16,12),(12,15),0.387482 # DEPENDENCYPART_GRANDPAR
(16,12),(12,16),-0.650998 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,18),-0.257772 # DEPENDENCYPART_GRANDPAR
(16,12),(12,20),-0.434994 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),-1.57411 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.19973 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.253153 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),0.497647 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-0.569703 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,18),-0.245098 # DEPENDENCYPART_GRANDPAR
(16,13),(13,20),-0.407143 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.112926 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.164123 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.0502558 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),0.635825 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-0.631129 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,18),-0.269465 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.16689 # DEPENDENCYPART_GRANDPAR
(16,15),(15,21),-0.270665 # DEPENDENCYPART_GRANDPAR
(16,18),(18,3),-0.929504 # DEPENDENCYPART_GRANDPAR
(16,18),(18,9),-0.653042 # DEPENDENCYPART_GRANDPAR
(16,18),(18,11),-0.404697 # DEPENDENCYPART_GRANDPAR
(16,18),(18,12),-0.458 # DEPENDENCYPART_GRANDPAR
(16,18),(18,13),-0.351619 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),0.426684 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),0.0489818 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.339823 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),0.0691238 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),0.0370039 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),-0.0978639 # DEPENDENCYPART_GRANDPAR
(16,19),(19,15),0.163024 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-0.245563 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,18),0.0527966 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.13375 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),-0.122147 # DEPENDENCYPART_GRANDPAR
(16,20),(20,3),-0.930512 # DEPENDENCYPART_GRANDPAR
(16,20),(20,4),-0.958109 # DEPENDENCYPART_GRANDPAR
(16,20),(20,5),-0.617729 # DEPENDENCYPART_GRANDPAR
(16,20),(20,6),-0.390407 # DEPENDENCYPART_GRANDPAR
(16,20),(20,7),-0.424323 # DEPENDENCYPART_GRANDPAR
(16,20),(20,9),-0.652249 # DEPENDENCYPART_GRANDPAR
(16,20),(20,10),-0.821486 # DEPENDENCYPART_GRANDPAR
(16,20),(20,11),-0.423524 # DEPENDENCYPART_GRANDPAR
(16,20),(20,12),-0.476827 # DEPENDENCYPART_GRANDPAR
(16,20),(20,13),-0.380366 # DEPENDENCYPART_GRANDPAR
(16,20),(20,14),0.4218 # DEPENDENCYPART_GRANDPAR
(16,20),(20,15),0.0497743 # DEPENDENCYPART_GRANDPAR
