# _root_ pisu baten erosteko , beren seme-alaben ikasketen pagatzeko edo erretreta gehigarri baten segurtatzeko erabil daiteke , ministerioak eman zituen adibideen_arabera .
#goldHeads=3,1,9,3,6,7,8,9,14,13,10,10,9,0,14,15,18,20,18,14,20,
#predictedHeads=3,1,9,3,6,7,8,9,14,13,10,10,14,0,14,15,18,20,18,14,20,
(3,8),(8,12),-0.601907 # DEPENDENCYPART_GRANDPAR
(3,8),(8,13),-0.171416 # DEPENDENCYPART_GRANDPAR
(3,8),(8,14),-0.278178 # DEPENDENCYPART_GRANDPAR
(3,8),(8,15),-0.387489 # DEPENDENCYPART_GRANDPAR
(3,8),(8,16),-0.587957 # DEPENDENCYPART_GRANDPAR
(3,8),(8,18),-0.400851 # DEPENDENCYPART_GRANDPAR
(3,8),(8,19),-0.253283 # DEPENDENCYPART_GRANDPAR
(3,8),(8,20),-0.518482 # DEPENDENCYPART_GRANDPAR
(3,9),(9,1),0.220711 # DEPENDENCYPART_GRANDPAR
(3,9),(9,2),0.200261 # DEPENDENCYPART_GRANDPAR
(3,9),(9,3),-0.561282 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,9),(9,4),-0.0233394 # DEPENDENCYPART_GRANDPAR
(3,9),(9,6),-0.308196 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),-0.118115 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),-0.072437 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),-0.193268 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),-0.523602 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),-0.549057 # DEPENDENCYPART_GRANDPAR
(3,9),(9,13),-0.0984453 # DEPENDENCYPART_GRANDPAR
(3,9),(9,14),-0.201598 # DEPENDENCYPART_GRANDPAR
(3,9),(9,16),-0.578815 # DEPENDENCYPART_GRANDPAR
(3,9),(9,17),-0.538052 # DEPENDENCYPART_GRANDPAR
(3,9),(9,18),-0.313826 # DEPENDENCYPART_GRANDPAR
(3,9),(9,20),-0.449944 # DEPENDENCYPART_GRANDPAR
(3,10),(10,7),-0.0733215 # DEPENDENCYPART_GRANDPAR
(3,10),(10,8),0.000446076 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),-0.0858535 # DEPENDENCYPART_GRANDPAR
(3,10),(10,11),-0.503388 # DEPENDENCYPART_GRANDPAR
(3,10),(10,12),-0.571122 # DEPENDENCYPART_GRANDPAR
(3,10),(10,13),-0.0919829 # DEPENDENCYPART_GRANDPAR
(3,10),(10,15),-0.461959 # DEPENDENCYPART_GRANDPAR
(3,10),(10,17),-0.626096 # DEPENDENCYPART_GRANDPAR
(3,10),(10,20),-0.537988 # DEPENDENCYPART_GRANDPAR
(3,10),(10,21),-0.381613 # DEPENDENCYPART_GRANDPAR
(3,11),(11,6),-0.265879 # DEPENDENCYPART_GRANDPAR
(3,11),(11,7),-0.0757977 # DEPENDENCYPART_GRANDPAR
(3,11),(11,8),-0.0710263 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),-0.045979 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),-0.263898 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),-0.54994 # DEPENDENCYPART_GRANDPAR
(3,13),(13,1),0.224457 # DEPENDENCYPART_GRANDPAR
(3,13),(13,3),-0.665409 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,13),(13,4),0.00746596 # DEPENDENCYPART_GRANDPAR
(3,13),(13,5),-0.343726 # DEPENDENCYPART_GRANDPAR
(3,13),(13,6),-0.301654 # DEPENDENCYPART_GRANDPAR
(3,13),(13,7),-0.111573 # DEPENDENCYPART_GRANDPAR
(3,13),(13,8),-0.173359 # DEPENDENCYPART_GRANDPAR
(3,13),(13,9),-0.0938836 # DEPENDENCYPART_GRANDPAR
(3,13),(13,10),-0.300502 # DEPENDENCYPART_GRANDPAR
(3,13),(13,11),-0.631188 # DEPENDENCYPART_GRANDPAR
(3,13),(13,12),-0.601406 # DEPENDENCYPART_GRANDPAR
(3,13),(13,14),-0.278178 # DEPENDENCYPART_GRANDPAR
(3,13),(13,15),-0.387489 # DEPENDENCYPART_GRANDPAR
(3,13),(13,16),-0.587957 # DEPENDENCYPART_GRANDPAR
(3,13),(13,17),-0.606591 # DEPENDENCYPART_GRANDPAR
(3,13),(13,18),-0.400851 # DEPENDENCYPART_GRANDPAR
(3,13),(13,19),-0.253283 # DEPENDENCYPART_GRANDPAR
(3,13),(13,20),-0.518482 # DEPENDENCYPART_GRANDPAR
(3,14),(14,1),0.224413 # DEPENDENCYPART_GRANDPAR
(3,14),(14,3),-0.661458 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,14),(14,4),0.0187142 # DEPENDENCYPART_GRANDPAR
(3,14),(14,5),-0.339767 # DEPENDENCYPART_GRANDPAR
(3,14),(14,6),-0.297763 # DEPENDENCYPART_GRANDPAR
(3,14),(14,7),-0.107682 # DEPENDENCYPART_GRANDPAR
(3,14),(14,8),-0.169408 # DEPENDENCYPART_GRANDPAR
(3,14),(14,9),-0.0908259 # DEPENDENCYPART_GRANDPAR
(3,14),(14,10),-0.296611 # DEPENDENCYPART_GRANDPAR
(3,14),(14,11),-0.627238 # DEPENDENCYPART_GRANDPAR
(3,14),(14,12),-0.597446 # DEPENDENCYPART_GRANDPAR
(3,14),(14,13),-0.187812 # DEPENDENCYPART_GRANDPAR
(3,14),(14,15),-0.373981 # DEPENDENCYPART_GRANDPAR
(3,14),(14,16),-0.584944 # DEPENDENCYPART_GRANDPAR
(3,14),(14,17),-0.586396 # DEPENDENCYPART_GRANDPAR
(3,14),(14,18),-0.394593 # DEPENDENCYPART_GRANDPAR
(3,14),(14,19),-0.239774 # DEPENDENCYPART_GRANDPAR
(3,14),(14,20),-0.498287 # DEPENDENCYPART_GRANDPAR
(3,15),(15,14),-0.256532 # DEPENDENCYPART_GRANDPAR
(3,15),(15,16),-0.574696 # DEPENDENCYPART_GRANDPAR
(3,15),(15,17),-0.723729 # DEPENDENCYPART_GRANDPAR
(3,15),(15,18),-0.435355 # DEPENDENCYPART_GRANDPAR
(3,15),(15,19),-0.351235 # DEPENDENCYPART_GRANDPAR
(3,18),(18,1),0.23758 # DEPENDENCYPART_GRANDPAR
(3,18),(18,3),-0.666027 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,18),(18,5),-0.359467 # DEPENDENCYPART_GRANDPAR
(3,18),(18,6),-0.316795 # DEPENDENCYPART_GRANDPAR
(3,18),(18,7),-0.126714 # DEPENDENCYPART_GRANDPAR
(3,18),(18,8),-0.173977 # DEPENDENCYPART_GRANDPAR
(3,18),(18,9),-0.110166 # DEPENDENCYPART_GRANDPAR
(3,18),(18,10),-0.315643 # DEPENDENCYPART_GRANDPAR
(3,18),(18,11),-0.652994 # DEPENDENCYPART_GRANDPAR
(3,18),(18,12),-0.617146 # DEPENDENCYPART_GRANDPAR
(3,18),(18,13),-0.192381 # DEPENDENCYPART_GRANDPAR
(3,18),(18,14),-0.287972 # DEPENDENCYPART_GRANDPAR
(3,18),(18,15),-0.357563 # DEPENDENCYPART_GRANDPAR
(3,18),(18,16),-0.667247 # DEPENDENCYPART_GRANDPAR
(3,18),(18,17),-0.657635 # DEPENDENCYPART_GRANDPAR
(3,18),(18,19),-0.276162 # DEPENDENCYPART_GRANDPAR
(3,18),(18,20),-0.571099 # DEPENDENCYPART_GRANDPAR
(3,19),(19,17),-0.642099 # DEPENDENCYPART_GRANDPAR
(3,19),(19,20),-0.630393 # DEPENDENCYPART_GRANDPAR
(3,20),(20,9),-0.0779315 # DEPENDENCYPART_GRANDPAR
(3,20),(20,11),-0.507174 # DEPENDENCYPART_GRANDPAR
(3,20),(20,13),-0.00934258 # DEPENDENCYPART_GRANDPAR
(3,20),(20,14),-0.112621 # DEPENDENCYPART_GRANDPAR
(3,20),(20,16),-0.666919 # DEPENDENCYPART_GRANDPAR
(3,20),(20,17),-0.596035 # DEPENDENCYPART_GRANDPAR
(3,20),(20,18),-0.178806 # DEPENDENCYPART_GRANDPAR
(3,20),(20,19),-0.358908 # DEPENDENCYPART_GRANDPAR
(3,20),(20,21),-0.3802 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),0.116298 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.11724 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-0.426915 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.241363 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.402642 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.418137 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-0.390368 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-0.384662 # DEPENDENCYPART_GRANDPAR
(4,3),(3,10),-0.567406 # DEPENDENCYPART_GRANDPAR
(4,3),(3,11),-0.491266 # DEPENDENCYPART_GRANDPAR
(4,3),(3,13),-0.426429 # DEPENDENCYPART_GRANDPAR
(4,3),(3,14),-0.356459 # DEPENDENCYPART_GRANDPAR
(4,3),(3,15),-0.0771071 # DEPENDENCYPART_GRANDPAR
(4,3),(3,18),-0.383636 # DEPENDENCYPART_GRANDPAR
(4,3),(3,19),-0.277559 # DEPENDENCYPART_GRANDPAR
(4,3),(3,20),-0.534321 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.0677911 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.274514 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.0549475 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.21321 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.214407 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),0.00229188 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.285033 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.273352 # DEPENDENCYPART_GRANDPAR
(4,8),(8,1),-0.226067 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-0.305624 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-0.17464 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-0.284298 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),0.0404425 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),-0.0549063 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-0.070401 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.198774 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.214907 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.258757 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.248185 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-0.130316 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),-0.0662088 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),0.076363 # DEPENDENCYPART_GRANDPAR
(4,8),(8,16),0.413165 # DEPENDENCYPART_GRANDPAR
(4,8),(8,18),-0.100046 # DEPENDENCYPART_GRANDPAR
(4,8),(8,19),-0.136948 # DEPENDENCYPART_GRANDPAR
(4,8),(8,20),-0.18441 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.186868 # DEPENDENCYPART_GRANDPAR
(5,4),(4,6),-0.411185 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.496788 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.512893 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),0.0623499 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),-0.235251 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),0.407748 # DEPENDENCYPART_GRANDPAR
(6,1),(1,12),-0.0648669 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.314589 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.201665 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.730432 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.219454 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),0.297034 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-0.988337 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.311847 # DEPENDENCYPART_GRANDPAR
(6,3),(3,8),-0.448179 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),-0.287024 # DEPENDENCYPART_GRANDPAR
(6,3),(3,10),-0.481818 # DEPENDENCYPART_GRANDPAR
(6,3),(3,11),-0.467299 # DEPENDENCYPART_GRANDPAR
(6,3),(3,13),-0.290992 # DEPENDENCYPART_GRANDPAR
(6,3),(3,14),-0.510314 # DEPENDENCYPART_GRANDPAR
(6,3),(3,15),-0.547899 # DEPENDENCYPART_GRANDPAR
(6,3),(3,18),-0.519386 # DEPENDENCYPART_GRANDPAR
(6,3),(3,19),-0.680342 # DEPENDENCYPART_GRANDPAR
(6,3),(3,20),-0.828419 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.257794 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-0.907152 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,8),-0.420671 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),0.0509032 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-0.668035 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-0.994516 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.430069 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.328544 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),0.0321392 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.537717 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.131803 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.0722934 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.126862 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.166288 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),0.134001 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-0.589817 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),0.081332 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),-0.0057606 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),0.0529325 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.0886534 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),0.223695 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),-0.0992703 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.477664 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),0.262659 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),-0.290426 # DEPENDENCYPART_GRANDPAR
(7,1),(1,5),-0.106422 # DEPENDENCYPART_GRANDPAR
(7,1),(1,12),-0.503962 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.364205 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.251282 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.695253 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.27468 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.217186 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),0.285602 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-0.628137 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,8),-0.759626 # DEPENDENCYPART_GRANDPAR
(7,3),(3,9),-0.416077 # DEPENDENCYPART_GRANDPAR
(7,3),(3,10),-0.50648 # DEPENDENCYPART_GRANDPAR
(7,3),(3,11),-0.508196 # DEPENDENCYPART_GRANDPAR
(7,3),(3,13),-0.732945 # DEPENDENCYPART_GRANDPAR
(7,3),(3,14),-0.560165 # DEPENDENCYPART_GRANDPAR
(7,3),(3,15),-0.513826 # DEPENDENCYPART_GRANDPAR
(7,3),(3,18),-0.68158 # DEPENDENCYPART_GRANDPAR
(7,3),(3,19),-0.442177 # DEPENDENCYPART_GRANDPAR
(7,3),(3,20),-0.312079 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.0575353 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),0.392845 # DEPENDENCYPART_GRANDPAR
(7,4),(4,8),-0.732118 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.00432215 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.387481 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.770511 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),0.0218204 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.132563 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.218544 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-0.608378 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,11),-0.499303 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-0.503962 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-0.732077 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-0.927581 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.281278 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.457969 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.457918 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.0603818 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.287354 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.203053 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.000356548 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.0999207 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.233915 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.429914 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.260835 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.318813 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),-0.135048 # DEPENDENCYPART_GRANDPAR
(7,8),(8,18),-0.389025 # DEPENDENCYPART_GRANDPAR
(7,8),(8,19),-0.254297 # DEPENDENCYPART_GRANDPAR
(7,8),(8,20),0.18819 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-0.700092 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-0.90475 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-0.256124 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.428622 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.0283967 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.170705 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),-0.251233 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.00550076 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.0718671 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.14218 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.328368 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.155679 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.142006 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),-0.000603737 # DEPENDENCYPART_GRANDPAR
(7,9),(9,18),-0.274395 # DEPENDENCYPART_GRANDPAR
(7,9),(9,20),0.188901 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.187535 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),-0.21957 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),-0.0991111 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.215035 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.312907 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.425295 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.401075 # DEPENDENCYPART_GRANDPAR
(7,10),(10,17),-0.165475 # DEPENDENCYPART_GRANDPAR
(7,10),(10,20),0.0240299 # DEPENDENCYPART_GRANDPAR
(7,10),(10,21),-0.486463 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-0.0013435 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-0.234907 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),-0.317208 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),-0.0761203 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),-0.113265 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.2154 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),-0.123882 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-0.309907 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),-0.0359644 # DEPENDENCYPART_GRANDPAR
(8,1),(1,4),-0.297752 # DEPENDENCYPART_GRANDPAR
(8,1),(1,5),-0.237634 # DEPENDENCYPART_GRANDPAR
(8,1),(1,12),-0.921925 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.146075 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.146424 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.513074 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.274076 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.41887 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),0.0116123 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),0.230757 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-0.924771 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,9),-0.547217 # DEPENDENCYPART_GRANDPAR
(8,3),(3,10),-0.725034 # DEPENDENCYPART_GRANDPAR
(8,3),(3,11),-0.835414 # DEPENDENCYPART_GRANDPAR
(8,3),(3,13),-0.476072 # DEPENDENCYPART_GRANDPAR
(8,3),(3,14),-0.566254 # DEPENDENCYPART_GRANDPAR
(8,3),(3,15),-0.7238 # DEPENDENCYPART_GRANDPAR
(8,3),(3,18),-0.673185 # DEPENDENCYPART_GRANDPAR
(8,3),(3,19),-0.73763 # DEPENDENCYPART_GRANDPAR
(8,3),(3,20),-1.0024 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.20268 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),0.218983 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-0.945864 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,4),-0.0460784 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.122321 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.467922 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.107608 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.190659 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.315284 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),0.279034 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.749905 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-0.921925 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.127653 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.467921 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.107606 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.190658 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.315283 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),0.0401613 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-0.835906 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.434273 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.57301 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.749905 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.921925 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-0.489997 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-0.736048 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-0.424091 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.520972 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.317164 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.0980202 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.661587 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.290102 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.438691 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.694907 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.220492 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.31131 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.502815 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),-0.574052 # DEPENDENCYPART_GRANDPAR
(8,9),(9,18),-0.433119 # DEPENDENCYPART_GRANDPAR
(8,9),(9,20),-0.568848 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),0.0577497 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.588039 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),-0.282457 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.414346 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.71284 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.209897 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.48855 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),-0.653832 # DEPENDENCYPART_GRANDPAR
(8,10),(10,20),-0.648628 # DEPENDENCYPART_GRANDPAR
(8,10),(10,21),-0.375859 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-0.273643 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.054499 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.660176 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),-0.243247 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),-0.364209 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.695781 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),-0.392374 # DEPENDENCYPART_GRANDPAR
(8,13),(13,1),-0.486251 # DEPENDENCYPART_GRANDPAR
(8,13),(13,3),-0.378186 # DEPENDENCYPART_GRANDPAR
(8,13),(13,4),-0.519085 # DEPENDENCYPART_GRANDPAR
(8,13),(13,5),-0.64145 # DEPENDENCYPART_GRANDPAR
(8,13),(13,6),-0.313418 # DEPENDENCYPART_GRANDPAR
(8,13),(13,7),-0.0942741 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-0.762509 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,9),-0.291151 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),-0.400813 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),-0.546277 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.747256 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.387889 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.418213 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.511957 # DEPENDENCYPART_GRANDPAR
