# _root_ azkenik , agiri " nazionala " zein den ere zalantzan jarri zuen , " epaigelako bi banderen_artean ere bakoitzak bat hartzen baitu bere naziokotzat " .
#goldHeads=0,3,8,3,3,5,8,11,0,11,0,11,12,13,17,17,21,0,21,21,11,21,24,21,24,25,
#predictedHeads=0,3,8,3,3,5,8,11,0,11,0,11,12,13,17,17,21,0,21,21,11,21,24,21,24,25,
(8,15),(15,26),-0.203376 # DEPENDENCYPART_GRANDPAR
(8,17),(17,1),-0.408934 # DEPENDENCYPART_GRANDPAR
(8,17),(17,5),0.0614315 # DEPENDENCYPART_GRANDPAR
(8,17),(17,10),0.124402 # DEPENDENCYPART_GRANDPAR
(8,17),(17,11),0.110144 # DEPENDENCYPART_GRANDPAR
(8,17),(17,13),0.179875 # DEPENDENCYPART_GRANDPAR
(8,17),(17,15),0.0272772 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),-0.0544662 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),0.252708 # DEPENDENCYPART_GRANDPAR
(8,17),(17,19),0.0587062 # DEPENDENCYPART_GRANDPAR
(8,17),(17,20),-0.0684658 # DEPENDENCYPART_GRANDPAR
(8,17),(17,22),0.733544 # DEPENDENCYPART_GRANDPAR
(8,17),(17,23),-0.400551 # DEPENDENCYPART_GRANDPAR
(8,17),(17,24),0.0523766 # DEPENDENCYPART_GRANDPAR
(8,17),(17,26),-0.203376 # DEPENDENCYPART_GRANDPAR
(8,21),(21,1),-0.463644 # DEPENDENCYPART_GRANDPAR
(8,21),(21,3),-0.387764 # DEPENDENCYPART_GRANDPAR
(8,21),(21,5),0.0241898 # DEPENDENCYPART_GRANDPAR
(8,21),(21,8),-0.270424 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,21),(21,9),0.308104 # DEPENDENCYPART_GRANDPAR
(8,21),(21,10),0.112996 # DEPENDENCYPART_GRANDPAR
(8,21),(21,11),-0.0234505 # DEPENDENCYPART_GRANDPAR
(8,21),(21,12),-0.452527 # DEPENDENCYPART_GRANDPAR
(8,21),(21,13),0.145919 # DEPENDENCYPART_GRANDPAR
(8,21),(21,15),0.0415962 # DEPENDENCYPART_GRANDPAR
(8,21),(21,16),-0.181288 # DEPENDENCYPART_GRANDPAR
(8,21),(21,17),0.0697232 # DEPENDENCYPART_GRANDPAR
(8,21),(21,18),0.200291 # DEPENDENCYPART_GRANDPAR
(8,21),(21,19),-0.0639364 # DEPENDENCYPART_GRANDPAR
(8,21),(21,20),-0.0159367 # DEPENDENCYPART_GRANDPAR
(8,21),(21,22),0.744892 # DEPENDENCYPART_GRANDPAR
(8,21),(21,23),-0.484902 # DEPENDENCYPART_GRANDPAR
(8,21),(21,24),0.0222477 # DEPENDENCYPART_GRANDPAR
(8,24),(24,1),-0.408934 # DEPENDENCYPART_GRANDPAR
(8,24),(24,5),0.0614315 # DEPENDENCYPART_GRANDPAR
(8,24),(24,11),0.110144 # DEPENDENCYPART_GRANDPAR
(8,24),(24,15),0.0272772 # DEPENDENCYPART_GRANDPAR
(8,24),(24,17),0.0554042 # DEPENDENCYPART_GRANDPAR
(8,24),(24,19),0.0604674 # DEPENDENCYPART_GRANDPAR
(8,24),(24,20),0.101773 # DEPENDENCYPART_GRANDPAR
(8,24),(24,21),-0.195919 # DEPENDENCYPART_GRANDPAR
(8,24),(24,22),0.750088 # DEPENDENCYPART_GRANDPAR
(8,24),(24,23),-0.268067 # DEPENDENCYPART_GRANDPAR
(8,24),(24,25),-0.0514085 # DEPENDENCYPART_GRANDPAR
(8,24),(24,26),-0.203376 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),-0.324457 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.355571 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.552033 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.293072 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.209402 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-0.665606 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.158532 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.422351 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.264172 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),-0.798308 # DEPENDENCYPART_GRANDPAR
(9,8),(8,17),-0.744487 # DEPENDENCYPART_GRANDPAR
(9,8),(8,21),-0.680951 # DEPENDENCYPART_GRANDPAR
(9,8),(8,24),-0.707374 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),-0.650879 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),-0.657266 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-0.932625 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-0.66633 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.51123 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.315142 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.468801 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.152255 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.0844904 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.0870846 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.44078 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.321166 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.386958 # DEPENDENCYPART_GRANDPAR
(9,11),(11,19),-0.212114 # DEPENDENCYPART_GRANDPAR
(9,11),(11,21),-0.421788 # DEPENDENCYPART_GRANDPAR
(9,11),(11,22),-0.99349 # DEPENDENCYPART_GRANDPAR
(9,11),(11,24),-0.349845 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.0449674 # DEPENDENCYPART_GRANDPAR
(10,9),(9,11),-0.469136 # DEPENDENCYPART_GRANDPAR
(10,11),(11,1),-0.289926 # DEPENDENCYPART_GRANDPAR
(10,11),(11,2),-0.223003 # DEPENDENCYPART_GRANDPAR
(10,11),(11,3),-0.36153 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),-0.358954 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-0.216633 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.253215 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.142369 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.472085 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),-0.431837 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.0792358 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.326018 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.283563 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),-0.317634 # DEPENDENCYPART_GRANDPAR
(10,11),(11,19),-0.22093 # DEPENDENCYPART_GRANDPAR
(10,11),(11,21),-0.275526 # DEPENDENCYPART_GRANDPAR
(10,11),(11,22),-0.353581 # DEPENDENCYPART_GRANDPAR
(10,11),(11,24),-0.387584 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-0.247034 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),-0.348422 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),0.334789 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.307988 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.299604 # DEPENDENCYPART_GRANDPAR
(10,13),(13,21),-0.221451 # DEPENDENCYPART_GRANDPAR
(10,13),(13,24),-0.369554 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),0.0181592 # DEPENDENCYPART_GRANDPAR
(11,1),(1,3),0.112535 # DEPENDENCYPART_GRANDPAR
(11,2),(2,3),0.284009 # DEPENDENCYPART_GRANDPAR
(11,2),(2,5),0.135152 # DEPENDENCYPART_GRANDPAR
(11,2),(2,8),0.247776 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),-0.155997 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),0.16789 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),-0.0522636 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),0.115565 # DEPENDENCYPART_GRANDPAR
(11,3),(3,7),-0.143485 # DEPENDENCYPART_GRANDPAR
(11,3),(3,8),0.104635 # DEPENDENCYPART_GRANDPAR
(11,3),(3,10),0.271813 # DEPENDENCYPART_GRANDPAR
(11,3),(3,16),-0.151552 # DEPENDENCYPART_GRANDPAR
(11,3),(3,20),-0.2099 # DEPENDENCYPART_GRANDPAR
(11,3),(3,21),0.0567604 # DEPENDENCYPART_GRANDPAR
(11,3),(3,24),-0.035716 # DEPENDENCYPART_GRANDPAR
(11,5),(5,1),-0.128571 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),0.151563 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.095585 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),-0.169074 # DEPENDENCYPART_GRANDPAR
(11,5),(5,11),-0.473541 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,6),-0.162281 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),0.0958345 # DEPENDENCYPART_GRANDPAR
(11,8),(8,1),-0.0159331 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),0.155204 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),0.185584 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),0.155093 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.196366 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),0.0414538 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),0.316644 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-0.552977 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),-0.527928 # DEPENDENCYPART_GRANDPAR
(11,8),(8,15),-0.486132 # DEPENDENCYPART_GRANDPAR
(11,8),(8,17),-0.326653 # DEPENDENCYPART_GRANDPAR
(11,8),(8,21),-0.0933535 # DEPENDENCYPART_GRANDPAR
(11,8),(8,24),-0.26388 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),0.0765444 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-0.530269 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,9),0.0397533 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-0.463702 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,13),0.158906 # DEPENDENCYPART_GRANDPAR
(11,12),(12,3),-0.256937 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),0.0662524 # DEPENDENCYPART_GRANDPAR
(11,12),(12,13),0.388437 # DEPENDENCYPART_GRANDPAR
(11,12),(12,21),0.0762061 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-0.155226 # DEPENDENCYPART_GRANDPAR
(11,13),(13,12),-0.196137 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),0.270092 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.0345399 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),0.124939 # DEPENDENCYPART_GRANDPAR
(11,13),(13,21),0.152459 # DEPENDENCYPART_GRANDPAR
(11,13),(13,24),0.187712 # DEPENDENCYPART_GRANDPAR
(11,15),(15,5),-0.206388 # DEPENDENCYPART_GRANDPAR
(11,15),(15,8),-0.0927869 # DEPENDENCYPART_GRANDPAR
(11,15),(15,10),0.158812 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-0.154712 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,13),0.349332 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),0.137841 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),0.203071 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),0.171091 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),0.323256 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),0.275774 # DEPENDENCYPART_GRANDPAR
(11,15),(15,20),0.0384144 # DEPENDENCYPART_GRANDPAR
(11,15),(15,22),0.265921 # DEPENDENCYPART_GRANDPAR
(11,15),(15,24),0.233864 # DEPENDENCYPART_GRANDPAR
(11,15),(15,26),-0.0559509 # DEPENDENCYPART_GRANDPAR
(11,16),(16,1),-0.323085 # DEPENDENCYPART_GRANDPAR
(11,16),(16,10),0.109426 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),-0.0683782 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),0.110867 # DEPENDENCYPART_GRANDPAR
(11,17),(17,1),-0.273699 # DEPENDENCYPART_GRANDPAR
(11,17),(17,5),-0.206388 # DEPENDENCYPART_GRANDPAR
(11,17),(17,10),0.158812 # DEPENDENCYPART_GRANDPAR
(11,17),(17,11),-0.154712 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,17),(17,13),0.349332 # DEPENDENCYPART_GRANDPAR
(11,17),(17,15),-0.0252072 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),0.161208 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),0.323256 # DEPENDENCYPART_GRANDPAR
(11,17),(17,19),0.275774 # DEPENDENCYPART_GRANDPAR
(11,17),(17,20),0.0384144 # DEPENDENCYPART_GRANDPAR
(11,17),(17,22),0.265921 # DEPENDENCYPART_GRANDPAR
(11,17),(17,23),0.0978366 # DEPENDENCYPART_GRANDPAR
(11,17),(17,24),0.233864 # DEPENDENCYPART_GRANDPAR
(11,17),(17,26),-0.0559509 # DEPENDENCYPART_GRANDPAR
(11,19),(19,15),-0.0458407 # DEPENDENCYPART_GRANDPAR
(11,19),(19,17),0.113638 # DEPENDENCYPART_GRANDPAR
(11,19),(19,18),0.320529 # DEPENDENCYPART_GRANDPAR
(11,19),(19,20),-0.00993263 # DEPENDENCYPART_GRANDPAR
(11,19),(19,21),0.224574 # DEPENDENCYPART_GRANDPAR
(11,19),(19,24),0.21541 # DEPENDENCYPART_GRANDPAR
(11,21),(21,1),-0.363647 # DEPENDENCYPART_GRANDPAR
(11,21),(21,3),-0.252253 # DEPENDENCYPART_GRANDPAR
(11,21),(21,5),-0.291469 # DEPENDENCYPART_GRANDPAR
(11,21),(21,8),-0.158513 # DEPENDENCYPART_GRANDPAR
(11,21),(21,9),-0.185984 # DEPENDENCYPART_GRANDPAR
(11,21),(21,10),0.0686349 # DEPENDENCYPART_GRANDPAR
(11,21),(21,11),-0.32563 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,21),(21,12),-0.201483 # DEPENDENCYPART_GRANDPAR
(11,21),(21,13),0.381881 # DEPENDENCYPART_GRANDPAR
(11,21),(21,15),-0.084238 # DEPENDENCYPART_GRANDPAR
(11,21),(21,16),-5.39538e-05 # DEPENDENCYPART_GRANDPAR
(11,21),(21,17),0.0752412 # DEPENDENCYPART_GRANDPAR
(11,21),(21,18),0.255534 # DEPENDENCYPART_GRANDPAR
(11,21),(21,19),0.118098 # DEPENDENCYPART_GRANDPAR
(11,21),(21,20),-0.0460683 # DEPENDENCYPART_GRANDPAR
(11,21),(21,22),0.314832 # DEPENDENCYPART_GRANDPAR
(11,21),(21,23),-0.048536 # DEPENDENCYPART_GRANDPAR
(11,21),(21,24),0.201043 # DEPENDENCYPART_GRANDPAR
(11,22),(22,20),-0.0264537 # DEPENDENCYPART_GRANDPAR
(11,22),(22,24),0.0872373 # DEPENDENCYPART_GRANDPAR
(11,24),(24,1),-0.273699 # DEPENDENCYPART_GRANDPAR
(11,24),(24,5),-0.206388 # DEPENDENCYPART_GRANDPAR
(11,24),(24,11),-0.154712 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,24),(24,15),-0.0252072 # DEPENDENCYPART_GRANDPAR
(11,24),(24,17),0.134272 # DEPENDENCYPART_GRANDPAR
(11,24),(24,19),0.244242 # DEPENDENCYPART_GRANDPAR
(11,24),(24,20),0.121322 # DEPENDENCYPART_GRANDPAR
(11,24),(24,21),0.297248 # DEPENDENCYPART_GRANDPAR
(11,24),(24,22),0.192709 # DEPENDENCYPART_GRANDPAR
(11,24),(24,23),0.0346046 # DEPENDENCYPART_GRANDPAR
(11,24),(24,25),-0.269736 # DEPENDENCYPART_GRANDPAR
(11,24),(24,26),-0.0559509 # DEPENDENCYPART_GRANDPAR
(12,3),(3,1),-0.135751 # DEPENDENCYPART_GRANDPAR
(12,3),(3,2),-0.0062208 # DEPENDENCYPART_GRANDPAR
(12,3),(3,4),-0.0443582 # DEPENDENCYPART_GRANDPAR
(12,3),(3,5),-0.284132 # DEPENDENCYPART_GRANDPAR
(12,3),(3,7),-0.0235266 # DEPENDENCYPART_GRANDPAR
(12,3),(3,8),-0.196422 # DEPENDENCYPART_GRANDPAR
(12,3),(3,10),0.0947075 # DEPENDENCYPART_GRANDPAR
(12,3),(3,16),-0.287755 # DEPENDENCYPART_GRANDPAR
(12,3),(3,20),-0.210838 # DEPENDENCYPART_GRANDPAR
(12,3),(3,21),-0.517212 # DEPENDENCYPART_GRANDPAR
(12,3),(3,24),-0.713272 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.0321194 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.0198498 # DEPENDENCYPART_GRANDPAR
(12,10),(10,13),-0.197743 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-0.440968 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.805283 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),0.136417 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),-0.479376 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-0.966054 # DEPENDENCYPART_GRANDPAR
(12,13),(13,21),-0.382412 # DEPENDENCYPART_GRANDPAR
(12,13),(13,24),-0.599588 # DEPENDENCYPART_GRANDPAR
(12,21),(21,1),-0.306597 # DEPENDENCYPART_GRANDPAR
(12,21),(21,3),-0.523679 # DEPENDENCYPART_GRANDPAR
(12,21),(21,5),-0.685529 # DEPENDENCYPART_GRANDPAR
(12,21),(21,8),-0.491291 # DEPENDENCYPART_GRANDPAR
(12,21),(21,9),-0.253168 # DEPENDENCYPART_GRANDPAR
(12,21),(21,10),-0.188553 # DEPENDENCYPART_GRANDPAR
(12,21),(21,11),-0.300555 # DEPENDENCYPART_GRANDPAR
(12,21),(21,12),-0.668102 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,21),(21,13),0.0480564 # DEPENDENCYPART_GRANDPAR
(12,21),(21,15),-0.291033 # DEPENDENCYPART_GRANDPAR
(12,21),(21,16),0.0151421 # DEPENDENCYPART_GRANDPAR
(12,21),(21,17),-0.777711 # DEPENDENCYPART_GRANDPAR
(12,21),(21,18),-0.104512 # DEPENDENCYPART_GRANDPAR
(12,21),(21,19),-0.528484 # DEPENDENCYPART_GRANDPAR
(12,21),(21,20),0.101479 # DEPENDENCYPART_GRANDPAR
(12,21),(21,22),-0.53461 # DEPENDENCYPART_GRANDPAR
(12,21),(21,23),0.0242351 # DEPENDENCYPART_GRANDPAR
(12,21),(21,24),-0.61216 # DEPENDENCYPART_GRANDPAR
(13,8),(8,1),-0.0132433 # DEPENDENCYPART_GRANDPAR
(13,8),(8,2),0.0772484 # DEPENDENCYPART_GRANDPAR
(13,8),(8,3),-0.0247184 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),-0.120771 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.0558104 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),0.0928004 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),0.14895 # DEPENDENCYPART_GRANDPAR
(13,8),(8,11),0.173628 # DEPENDENCYPART_GRANDPAR
(13,8),(8,12),0.323698 # DEPENDENCYPART_GRANDPAR
(13,8),(8,15),-0.531692 # DEPENDENCYPART_GRANDPAR
(13,8),(8,17),-0.472694 # DEPENDENCYPART_GRANDPAR
(13,8),(8,21),-0.502993 # DEPENDENCYPART_GRANDPAR
(13,8),(8,24),-0.437853 # DEPENDENCYPART_GRANDPAR
(13,12),(12,3),0.0227333 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),0.13305 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-0.47554 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,21),-0.438501 # DEPENDENCYPART_GRANDPAR
(13,14),(14,15),-0.208013 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),-0.162676 # DEPENDENCYPART_GRANDPAR
(13,14),(14,21),-0.212103 # DEPENDENCYPART_GRANDPAR
(13,15),(15,5),-0.320323 # DEPENDENCYPART_GRANDPAR
(13,15),(15,8),-0.136962 # DEPENDENCYPART_GRANDPAR
(13,15),(15,10),-0.111758 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-0.0695814 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.315205 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),-0.00274506 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.109364 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.0632956 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),-0.16903 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),-0.210558 # DEPENDENCYPART_GRANDPAR
(13,15),(15,20),-0.152068 # DEPENDENCYPART_GRANDPAR
(13,15),(15,22),0.00729646 # DEPENDENCYPART_GRANDPAR
(13,15),(15,24),-0.0284541 # DEPENDENCYPART_GRANDPAR
(13,15),(15,26),-0.11154 # DEPENDENCYPART_GRANDPAR
(13,17),(17,1),-0.196146 # DEPENDENCYPART_GRANDPAR
(13,17),(17,5),-0.320323 # DEPENDENCYPART_GRANDPAR
(13,17),(17,10),-0.111758 # DEPENDENCYPART_GRANDPAR
(13,17),(17,11),-0.0695814 # DEPENDENCYPART_GRANDPAR
(13,17),(17,13),-0.315205 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,17),(17,15),-0.0655347 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),0.121673 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.16903 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),-0.210558 # DEPENDENCYPART_GRANDPAR
(13,17),(17,20),-0.152068 # DEPENDENCYPART_GRANDPAR
(13,17),(17,22),0.00729646 # DEPENDENCYPART_GRANDPAR
(13,17),(17,23),-0.0525285 # DEPENDENCYPART_GRANDPAR
(13,17),(17,24),-0.0284541 # DEPENDENCYPART_GRANDPAR
(13,17),(17,26),-0.11154 # DEPENDENCYPART_GRANDPAR
(13,21),(21,1),-0.285574 # DEPENDENCYPART_GRANDPAR
(13,21),(21,3),-0.436065 # DEPENDENCYPART_GRANDPAR
(13,21),(21,5),-0.396346 # DEPENDENCYPART_GRANDPAR
(13,21),(21,8),-0.202611 # DEPENDENCYPART_GRANDPAR
(13,21),(21,9),-0.235755 # DEPENDENCYPART_GRANDPAR
(13,21),(21,10),-0.201263 # DEPENDENCYPART_GRANDPAR
(13,21),(21,11),-0.190013 # DEPENDENCYPART_GRANDPAR
(13,21),(21,12),0.0907438 # DEPENDENCYPART_GRANDPAR
(13,21),(21,13),-0.362735 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,21),(21,15),-0.150988 # DEPENDENCYPART_GRANDPAR
(13,21),(21,16),-0.027917 # DEPENDENCYPART_GRANDPAR
(13,21),(21,17),-0.0919901 # DEPENDENCYPART_GRANDPAR
(13,21),(21,18),-0.116988 # DEPENDENCYPART_GRANDPAR
(13,21),(21,19),-0.0562896 # DEPENDENCYPART_GRANDPAR
(13,21),(21,20),-0.0268185 # DEPENDENCYPART_GRANDPAR
(13,21),(21,22),0.0440059 # DEPENDENCYPART_GRANDPAR
(13,21),(21,23),-0.0672058 # DEPENDENCYPART_GRANDPAR
(13,21),(21,24),-0.0557665 # DEPENDENCYPART_GRANDPAR
(13,24),(24,1),-0.196146 # DEPENDENCYPART_GRANDPAR
(13,24),(24,5),-0.320323 # DEPENDENCYPART_GRANDPAR
(13,24),(24,11),-0.0695814 # DEPENDENCYPART_GRANDPAR
(13,24),(24,15),-0.0655347 # DEPENDENCYPART_GRANDPAR
(13,24),(24,17),-0.00653714 # DEPENDENCYPART_GRANDPAR
(13,24),(24,19),0.0651027 # DEPENDENCYPART_GRANDPAR
(13,24),(24,20),0.109129 # DEPENDENCYPART_GRANDPAR
(13,24),(24,21),-0.00455617 # DEPENDENCYPART_GRANDPAR
(13,24),(24,22),0.0863223 # DEPENDENCYPART_GRANDPAR
(13,24),(24,23),0.166915 # DEPENDENCYPART_GRANDPAR
(13,24),(24,25),-0.295441 # DEPENDENCYPART_GRANDPAR
(13,24),(24,26),-0.11154 # DEPENDENCYPART_GRANDPAR
(14,15),(15,5),-0.475534 # DEPENDENCYPART_GRANDPAR
(14,15),(15,8),-0.32936 # DEPENDENCYPART_GRANDPAR
(14,15),(15,10),-0.29774 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-0.172161 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.205172 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.442629 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),-0.242455 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),-0.151814 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-0.171446 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),-0.260777 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),-0.259674 # DEPENDENCYPART_GRANDPAR
(14,15),(15,22),-0.107109 # DEPENDENCYPART_GRANDPAR
(14,15),(15,24),-0.160152 # DEPENDENCYPART_GRANDPAR
(14,15),(15,26),-0.417831 # DEPENDENCYPART_GRANDPAR
(14,18),(18,8),-0.347882 # DEPENDENCYPART_GRANDPAR
(14,18),(18,11),-0.237006 # DEPENDENCYPART_GRANDPAR
(14,18),(18,21),-0.161148 # DEPENDENCYPART_GRANDPAR
(14,21),(21,1),-0.418603 # DEPENDENCYPART_GRANDPAR
(14,21),(21,3),-0.659177 # DEPENDENCYPART_GRANDPAR
(14,21),(21,5),-0.527326 # DEPENDENCYPART_GRANDPAR
(14,21),(21,8),-0.369214 # DEPENDENCYPART_GRANDPAR
(14,21),(21,9),-0.407622 # DEPENDENCYPART_GRANDPAR
(14,21),(21,10),-0.363617 # DEPENDENCYPART_GRANDPAR
(14,21),(21,11),-0.263402 # DEPENDENCYPART_GRANDPAR
(14,21),(21,12),-0.24724 # DEPENDENCYPART_GRANDPAR
(14,21),(21,13),-0.327961 # DEPENDENCYPART_GRANDPAR
(14,21),(21,15),-0.0757292 # DEPENDENCYPART_GRANDPAR
(14,21),(21,16),-0.176628 # DEPENDENCYPART_GRANDPAR
(14,21),(21,17),-0.136329 # DEPENDENCYPART_GRANDPAR
(14,21),(21,18),-0.109746 # DEPENDENCYPART_GRANDPAR
(14,21),(21,19),-0.159093 # DEPENDENCYPART_GRANDPAR
(14,21),(21,20),-0.152075 # DEPENDENCYPART_GRANDPAR
(14,21),(21,22),-0.0806344 # DEPENDENCYPART_GRANDPAR
(14,21),(21,23),-0.22624 # DEPENDENCYPART_GRANDPAR
(14,21),(21,24),-0.178725 # DEPENDENCYPART_GRANDPAR
(15,5),(5,1),-0.438304 # DEPENDENCYPART_GRANDPAR
(15,5),(5,3),-0.477173 # DEPENDENCYPART_GRANDPAR
