# _root_ honi oxidazio-prozesu bat eta , ondoren kondentsazioko beste bat jarraikitzen bazaio , hortik konposatu kimiko edo eraldaketaren produktu mugatu bat sortuko da .
#goldHeads=10,10,2,21,4,10,10,9,10,4,10,11,21,16,14,21,18,16,18,18,0,21,22,
#predictedHeads=10,4,2,0,4,10,10,7,7,21,10,11,21,16,14,18,16,21,18,18,0,21,22,
(2,4),(4,2),-0.306621 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),-0.159294 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.288725 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.243881 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.118432 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.250601 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.10062 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),-0.267173 # DEPENDENCYPART_GRANDPAR
(2,4),(4,14),-0.208938 # DEPENDENCYPART_GRANDPAR
(2,4),(4,16),-0.300413 # DEPENDENCYPART_GRANDPAR
(2,4),(4,17),-0.269663 # DEPENDENCYPART_GRANDPAR
(2,4),(4,18),-0.143938 # DEPENDENCYPART_GRANDPAR
(2,4),(4,19),-0.235164 # DEPENDENCYPART_GRANDPAR
(2,4),(4,21),-0.350407 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.373265 # DEPENDENCYPART_GRANDPAR
(2,5),(5,21),-0.508706 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),-0.253132 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),-0.223954 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),-0.230271 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),-0.380711 # DEPENDENCYPART_GRANDPAR
(2,9),(9,6),-0.243443 # DEPENDENCYPART_GRANDPAR
(2,9),(9,7),-0.218679 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),-0.253475 # DEPENDENCYPART_GRANDPAR
(2,20),(20,6),-0.243443 # DEPENDENCYPART_GRANDPAR
(2,20),(20,13),-0.085729 # DEPENDENCYPART_GRANDPAR
(2,20),(20,17),-0.369909 # DEPENDENCYPART_GRANDPAR
(2,20),(20,18),-0.244185 # DEPENDENCYPART_GRANDPAR
(2,20),(20,19),-0.18423 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.118061 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-0.556896 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.374897 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.442471 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-0.566289 # DEPENDENCYPART_GRANDPAR
(3,2),(2,9),-0.231468 # DEPENDENCYPART_GRANDPAR
(3,2),(2,20),-0.20271 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.321966 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.36814 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.279777 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.322732 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.216397 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.22789 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.250766 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),0.0885861 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),-0.270914 # DEPENDENCYPART_GRANDPAR
(3,4),(4,14),-0.351537 # DEPENDENCYPART_GRANDPAR
(3,4),(4,16),-0.205206 # DEPENDENCYPART_GRANDPAR
(3,4),(4,17),-0.355286 # DEPENDENCYPART_GRANDPAR
(3,4),(4,18),-0.42016 # DEPENDENCYPART_GRANDPAR
(3,4),(4,19),-0.177442 # DEPENDENCYPART_GRANDPAR
(3,4),(4,21),-0.0770078 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),0.196451 # DEPENDENCYPART_GRANDPAR
(4,1),(1,8),-0.35271 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.107365 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),0.399489 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-0.494522 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.0688609 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-0.391861 # DEPENDENCYPART_GRANDPAR
(4,2),(2,9),-0.386878 # DEPENDENCYPART_GRANDPAR
(4,2),(2,20),-0.625891 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),0.172281 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-0.539422 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,8),-0.189376 # DEPENDENCYPART_GRANDPAR
(4,5),(5,21),-0.171544 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.133211 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.382142 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),-0.052774 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.289581 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.147983 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-0.310906 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-0.136566 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),0.0176175 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.291899 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),0.112367 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),0.0803405 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.176705 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.210921 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.386969 # DEPENDENCYPART_GRANDPAR
(4,7),(7,20),-0.449935 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),0.0443416 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-0.200079 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.0811152 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.165809 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),0.0543232 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),-0.196737 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.0593732 # DEPENDENCYPART_GRANDPAR
(4,10),(10,1),-0.323322 # DEPENDENCYPART_GRANDPAR
(4,10),(10,2),-0.33596 # DEPENDENCYPART_GRANDPAR
(4,10),(10,3),-0.0163286 # DEPENDENCYPART_GRANDPAR
(4,10),(10,4),-0.32957 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,10),(10,5),0.0783957 # DEPENDENCYPART_GRANDPAR
(4,10),(10,6),0.107938 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),-0.164942 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),-0.109475 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),-0.108139 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.161068 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.137384 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),-0.228804 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),-0.0591201 # DEPENDENCYPART_GRANDPAR
(4,10),(10,15),-0.0822692 # DEPENDENCYPART_GRANDPAR
(4,10),(10,16),-0.0755914 # DEPENDENCYPART_GRANDPAR
(4,10),(10,17),-0.158183 # DEPENDENCYPART_GRANDPAR
(4,10),(10,18),-0.142129 # DEPENDENCYPART_GRANDPAR
(4,10),(10,19),0.165903 # DEPENDENCYPART_GRANDPAR
(4,10),(10,21),-0.0221501 # DEPENDENCYPART_GRANDPAR
(4,10),(10,22),0.582986 # DEPENDENCYPART_GRANDPAR
(4,14),(14,9),-0.00500621 # DEPENDENCYPART_GRANDPAR
(4,14),(14,10),0.0544832 # DEPENDENCYPART_GRANDPAR
(4,14),(14,12),-0.205879 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),-0.340332 # DEPENDENCYPART_GRANDPAR
(4,14),(14,15),-0.193255 # DEPENDENCYPART_GRANDPAR
(4,14),(14,16),-0.234707 # DEPENDENCYPART_GRANDPAR
(4,14),(14,17),-0.311663 # DEPENDENCYPART_GRANDPAR
(4,14),(14,18),-0.295609 # DEPENDENCYPART_GRANDPAR
(4,14),(14,19),0.0415297 # DEPENDENCYPART_GRANDPAR
(4,14),(14,20),-0.449935 # DEPENDENCYPART_GRANDPAR
(4,14),(14,21),-0.150443 # DEPENDENCYPART_GRANDPAR
(4,14),(14,23),-0.850583 # DEPENDENCYPART_GRANDPAR
(4,16),(16,2),-0.221998 # DEPENDENCYPART_GRANDPAR
(4,16),(16,4),-0.410641 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,16),(16,6),-0.032688 # DEPENDENCYPART_GRANDPAR
(4,16),(16,7),-0.219302 # DEPENDENCYPART_GRANDPAR
(4,16),(16,9),-0.138665 # DEPENDENCYPART_GRANDPAR
(4,16),(16,10),-0.145865 # DEPENDENCYPART_GRANDPAR
(4,16),(16,11),-0.395838 # DEPENDENCYPART_GRANDPAR
(4,16),(16,12),-0.311405 # DEPENDENCYPART_GRANDPAR
(4,16),(16,13),-0.462189 # DEPENDENCYPART_GRANDPAR
(4,16),(16,14),-0.268031 # DEPENDENCYPART_GRANDPAR
(4,16),(16,15),-0.288935 # DEPENDENCYPART_GRANDPAR
(4,16),(16,17),-0.402142 # DEPENDENCYPART_GRANDPAR
(4,16),(16,18),-0.386088 # DEPENDENCYPART_GRANDPAR
(4,16),(16,19),0.0604397 # DEPENDENCYPART_GRANDPAR
(4,16),(16,20),-0.393414 # DEPENDENCYPART_GRANDPAR
(4,16),(16,21),-0.132902 # DEPENDENCYPART_GRANDPAR
(4,17),(17,14),-0.12741 # DEPENDENCYPART_GRANDPAR
(4,17),(17,15),-0.138723 # DEPENDENCYPART_GRANDPAR
(4,17),(17,16),-0.208707 # DEPENDENCYPART_GRANDPAR
(4,17),(17,18),-0.295609 # DEPENDENCYPART_GRANDPAR
(4,17),(17,19),0.0415297 # DEPENDENCYPART_GRANDPAR
(4,17),(17,20),-0.449935 # DEPENDENCYPART_GRANDPAR
(4,17),(17,22),0.338976 # DEPENDENCYPART_GRANDPAR
(4,17),(17,23),-0.850583 # DEPENDENCYPART_GRANDPAR
(4,18),(18,4),-0.291899 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,18),(18,10),0.0544832 # DEPENDENCYPART_GRANDPAR
(4,18),(18,12),-0.205879 # DEPENDENCYPART_GRANDPAR
(4,18),(18,13),-0.340332 # DEPENDENCYPART_GRANDPAR
(4,18),(18,14),-0.12741 # DEPENDENCYPART_GRANDPAR
(4,18),(18,15),-0.138723 # DEPENDENCYPART_GRANDPAR
(4,18),(18,16),-0.208707 # DEPENDENCYPART_GRANDPAR
(4,18),(18,17),-0.226474 # DEPENDENCYPART_GRANDPAR
(4,18),(18,19),0.0415297 # DEPENDENCYPART_GRANDPAR
(4,18),(18,20),-0.449935 # DEPENDENCYPART_GRANDPAR
(4,18),(18,22),0.338976 # DEPENDENCYPART_GRANDPAR
(4,18),(18,23),-0.850583 # DEPENDENCYPART_GRANDPAR
(4,19),(19,2),-0.335978 # DEPENDENCYPART_GRANDPAR
(4,19),(19,4),-0.348826 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,19),(19,5),0.0601839 # DEPENDENCYPART_GRANDPAR
(4,19),(19,6),0.0919565 # DEPENDENCYPART_GRANDPAR
(4,19),(19,7),-0.183139 # DEPENDENCYPART_GRANDPAR
(4,19),(19,8),-0.14164 # DEPENDENCYPART_GRANDPAR
(4,19),(19,10),-0.0583182 # DEPENDENCYPART_GRANDPAR
(4,19),(19,11),-0.18978 # DEPENDENCYPART_GRANDPAR
(4,19),(19,12),-0.258061 # DEPENDENCYPART_GRANDPAR
(4,19),(19,13),-0.365049 # DEPENDENCYPART_GRANDPAR
(4,19),(19,14),-0.231869 # DEPENDENCYPART_GRANDPAR
(4,19),(19,15),-0.285758 # DEPENDENCYPART_GRANDPAR
(4,19),(19,16),-0.247001 # DEPENDENCYPART_GRANDPAR
(4,19),(19,17),-0.330932 # DEPENDENCYPART_GRANDPAR
(4,19),(19,18),-0.314878 # DEPENDENCYPART_GRANDPAR
(4,19),(19,20),-0.322342 # DEPENDENCYPART_GRANDPAR
(4,19),(19,21),-0.0609096 # DEPENDENCYPART_GRANDPAR
(4,19),(19,22),0.550552 # DEPENDENCYPART_GRANDPAR
(4,21),(21,2),-0.33596 # DEPENDENCYPART_GRANDPAR
(4,21),(21,4),-0.341196 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,21),(21,5),0.0675083 # DEPENDENCYPART_GRANDPAR
(4,21),(21,6),0.101341 # DEPENDENCYPART_GRANDPAR
(4,21),(21,7),-0.166331 # DEPENDENCYPART_GRANDPAR
(4,21),(21,8),-0.116928 # DEPENDENCYPART_GRANDPAR
(4,21),(21,10),-0.0533827 # DEPENDENCYPART_GRANDPAR
(4,21),(21,11),-0.183591 # DEPENDENCYPART_GRANDPAR
(4,21),(21,12),-0.250737 # DEPENDENCYPART_GRANDPAR
(4,21),(21,13),-0.355665 # DEPENDENCYPART_GRANDPAR
(4,21),(21,14),-0.215061 # DEPENDENCYPART_GRANDPAR
(4,21),(21,15),-0.276534 # DEPENDENCYPART_GRANDPAR
(4,21),(21,16),-0.240323 # DEPENDENCYPART_GRANDPAR
(4,21),(21,17),-0.314124 # DEPENDENCYPART_GRANDPAR
(4,21),(21,18),-0.298069 # DEPENDENCYPART_GRANDPAR
(4,21),(21,19),0.207119 # DEPENDENCYPART_GRANDPAR
(4,21),(21,20),-0.354608 # DEPENDENCYPART_GRANDPAR
(4,21),(21,22),0.563101 # DEPENDENCYPART_GRANDPAR
(4,21),(21,23),-0.851541 # DEPENDENCYPART_GRANDPAR
(5,8),(8,6),-0.064319 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.0572222 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.0645752 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.244942 # DEPENDENCYPART_GRANDPAR
(5,21),(21,2),-0.308903 # DEPENDENCYPART_GRANDPAR
(5,21),(21,4),-0.300871 # DEPENDENCYPART_GRANDPAR
(5,21),(21,5),-0.413967 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,21),(21,6),-0.0528539 # DEPENDENCYPART_GRANDPAR
(5,21),(21,7),-0.0668302 # DEPENDENCYPART_GRANDPAR
(5,21),(21,8),-0.0378695 # DEPENDENCYPART_GRANDPAR
(5,21),(21,10),-0.221306 # DEPENDENCYPART_GRANDPAR
(5,21),(21,11),0.0773377 # DEPENDENCYPART_GRANDPAR
(5,21),(21,12),0.134649 # DEPENDENCYPART_GRANDPAR
(5,21),(21,13),-0.0734738 # DEPENDENCYPART_GRANDPAR
(5,21),(21,14),-0.0892299 # DEPENDENCYPART_GRANDPAR
(5,21),(21,15),-0.210965 # DEPENDENCYPART_GRANDPAR
(5,21),(21,16),-0.0331605 # DEPENDENCYPART_GRANDPAR
(5,21),(21,17),-0.0957197 # DEPENDENCYPART_GRANDPAR
(5,21),(21,18),-0.0520198 # DEPENDENCYPART_GRANDPAR
(5,21),(21,19),-0.221666 # DEPENDENCYPART_GRANDPAR
(5,21),(21,20),-0.1997 # DEPENDENCYPART_GRANDPAR
(5,21),(21,22),0.125792 # DEPENDENCYPART_GRANDPAR
(5,21),(21,23),-0.206256 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.152502 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),0.0624557 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.0457413 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),-0.0401624 # DEPENDENCYPART_GRANDPAR
(6,2),(2,8),-0.537756 # DEPENDENCYPART_GRANDPAR
(6,2),(2,9),-0.453458 # DEPENDENCYPART_GRANDPAR
(6,2),(2,20),-0.537335 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.0793664 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.00638526 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.0280061 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.026242 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-0.746506 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.491752 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.51653 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.437887 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.446027 # DEPENDENCYPART_GRANDPAR
(6,4),(4,14),-0.635002 # DEPENDENCYPART_GRANDPAR
(6,4),(4,16),-0.431862 # DEPENDENCYPART_GRANDPAR
(6,4),(4,17),-0.626382 # DEPENDENCYPART_GRANDPAR
(6,4),(4,18),-0.64371 # DEPENDENCYPART_GRANDPAR
(6,4),(4,19),-0.447782 # DEPENDENCYPART_GRANDPAR
(6,4),(4,21),-0.499003 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.5099 # DEPENDENCYPART_GRANDPAR
(6,5),(5,21),-0.480962 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-0.365733 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-0.308375 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.314726 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.31725 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.221995 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.469415 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.28917 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.237305 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.35267 # DEPENDENCYPART_GRANDPAR
(6,7),(7,20),-0.321182 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),-0.00445311 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),-0.258585 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),-0.298067 # DEPENDENCYPART_GRANDPAR
(6,12),(12,21),-0.246788 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),0.0376342 # DEPENDENCYPART_GRANDPAR
(7,1),(1,8),-0.43336 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.331865 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.0412375 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),0.0775029 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),-0.224802 # DEPENDENCYPART_GRANDPAR
(7,2),(2,8),-0.536327 # DEPENDENCYPART_GRANDPAR
(7,2),(2,9),-0.63433 # DEPENDENCYPART_GRANDPAR
(7,2),(2,20),-0.377897 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.0199306 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),0.113359 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.220587 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),0.132346 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.0428704 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.171016 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),0.0976905 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-0.84489 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),-0.499133 # DEPENDENCYPART_GRANDPAR
(7,4),(4,9),-0.602791 # DEPENDENCYPART_GRANDPAR
(7,4),(4,10),-0.570155 # DEPENDENCYPART_GRANDPAR
(7,4),(4,14),-0.611556 # DEPENDENCYPART_GRANDPAR
(7,4),(4,16),-0.378623 # DEPENDENCYPART_GRANDPAR
(7,4),(4,17),-0.651983 # DEPENDENCYPART_GRANDPAR
(7,4),(4,18),-0.670155 # DEPENDENCYPART_GRANDPAR
(7,4),(4,19),-0.620458 # DEPENDENCYPART_GRANDPAR
(7,4),(4,21),-0.610764 # DEPENDENCYPART_GRANDPAR
(7,5),(5,8),-0.484293 # DEPENDENCYPART_GRANDPAR
(7,5),(5,21),-0.58509 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.042498 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.0764005 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.0192284 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-0.72144 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,12),-0.391555 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.00287465 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.449761 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.396498 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.303548 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),0.0151383 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.444486 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),-0.19349 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-0.453139 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,9),-0.338283 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.0591331 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.165879 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.181828 # DEPENDENCYPART_GRANDPAR
(7,11),(11,21),-0.2936 # DEPENDENCYPART_GRANDPAR
(7,20),(20,6),0.0151383 # DEPENDENCYPART_GRANDPAR
(7,20),(20,13),-0.128641 # DEPENDENCYPART_GRANDPAR
(7,20),(20,17),-0.251579 # DEPENDENCYPART_GRANDPAR
(7,20),(20,18),-0.269751 # DEPENDENCYPART_GRANDPAR
(7,20),(20,19),-0.179598 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.337651 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.0982911 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.149196 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.0182415 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-0.422593 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.314802 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.300992 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.313029 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.119347 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.199834 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.348046 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-0.8381 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.498008 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.497952 # DEPENDENCYPART_GRANDPAR
(8,7),(7,20),-0.514275 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.472112 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.313549 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.538623 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,1),-0.49489 # DEPENDENCYPART_GRANDPAR
(8,10),(10,2),-0.572174 # DEPENDENCYPART_GRANDPAR
(8,10),(10,3),-0.513232 # DEPENDENCYPART_GRANDPAR
(8,10),(10,4),-0.361523 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-0.413551 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.503183 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.390059 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.591912 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),-0.246565 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.314271 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.264434 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.269657 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.358072 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.326657 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.221342 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),-0.397112 # DEPENDENCYPART_GRANDPAR
(8,10),(10,18),-0.397443 # DEPENDENCYPART_GRANDPAR
(8,10),(10,19),-0.320423 # DEPENDENCYPART_GRANDPAR
(8,10),(10,21),-0.303957 # DEPENDENCYPART_GRANDPAR
(8,10),(10,22),-0.35713 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.373811 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.0996326 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.138907 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.127858 # DEPENDENCYPART_GRANDPAR
(9,6),(6,12),-0.316325 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-0.21988 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.352435 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.224472 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.126908 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.196542 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.335161 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),0.0467711 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-0.452641 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,11),-0.746466 # DEPENDENCYPART_GRANDPAR
(9,7),(7,20),-0.106296 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.254187 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.243901 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-0.415649 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.458995 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),-0.039644 # DEPENDENCYPART_GRANDPAR
(10,1),(1,8),0.470268 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),0.0519297 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),0.20269 # DEPENDENCYPART_GRANDPAR
(10,2),(2,4),0.131757 # DEPENDENCYPART_GRANDPAR
(10,2),(2,5),-0.0894086 # DEPENDENCYPART_GRANDPAR
(10,2),(2,8),0.521994 # DEPENDENCYPART_GRANDPAR
(10,2),(2,9),0.70369 # DEPENDENCYPART_GRANDPAR
(10,2),(2,20),-0.263636 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.0345389 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),0.14143 # DEPENDENCYPART_GRANDPAR
(10,4),(4,1),0.00010767 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),0.0496277 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),0.0272247 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),-0.124791 # DEPENDENCYPART_GRANDPAR
