# _root_ era_berean , beti erabiltzeko prest edukiko dituen goiz , eguerdi eta gauerako opari ekitaldietarako beharrezko gaiak zainduko ditu lorategian .
#goldHeads=0,1,6,5,6,16,6,11,8,11,14,11,14,16,16,17,0,17,17,19,
#predictedHeads=17,1,4,6,6,8,6,11,8,11,17,11,14,16,16,17,0,17,17,19,
(4,9),(9,17),-0.399496 # DEPENDENCYPART_GRANDPAR
(4,9),(9,19),-0.673062 # DEPENDENCYPART_GRANDPAR
(4,10),(10,6),-0.249651 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),-0.0823734 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),-0.184726 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.545315 # DEPENDENCYPART_GRANDPAR
(4,10),(10,15),-0.623037 # DEPENDENCYPART_GRANDPAR
(4,10),(10,20),-0.0634971 # DEPENDENCYPART_GRANDPAR
(4,11),(11,1),-0.354633 # DEPENDENCYPART_GRANDPAR
(4,11),(11,3),-0.147778 # DEPENDENCYPART_GRANDPAR
(4,11),(11,4),-0.487941 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,11),(11,5),-0.0158748 # DEPENDENCYPART_GRANDPAR
(4,11),(11,6),-0.300827 # DEPENDENCYPART_GRANDPAR
(4,11),(11,7),-0.233884 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),-0.0851639 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),-0.205478 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),-0.169788 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),-0.458671 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),-0.270149 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),-0.216618 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),-0.622625 # DEPENDENCYPART_GRANDPAR
(4,11),(11,16),-0.118825 # DEPENDENCYPART_GRANDPAR
(4,11),(11,17),-0.331013 # DEPENDENCYPART_GRANDPAR
(4,11),(11,19),-0.576438 # DEPENDENCYPART_GRANDPAR
(4,12),(12,10),-0.166997 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),-0.024998 # DEPENDENCYPART_GRANDPAR
(4,12),(12,13),-0.356813 # DEPENDENCYPART_GRANDPAR
(4,12),(12,14),-0.303262 # DEPENDENCYPART_GRANDPAR
(4,12),(12,15),-0.623037 # DEPENDENCYPART_GRANDPAR
(4,12),(12,18),-0.792294 # DEPENDENCYPART_GRANDPAR
(4,12),(12,20),-0.0634971 # DEPENDENCYPART_GRANDPAR
(4,13),(13,3),-0.0114488 # DEPENDENCYPART_GRANDPAR
(4,13),(13,8),-0.082365 # DEPENDENCYPART_GRANDPAR
(4,13),(13,9),-0.184719 # DEPENDENCYPART_GRANDPAR
(4,13),(13,10),-0.166989 # DEPENDENCYPART_GRANDPAR
(4,13),(13,11),-0.0249895 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),-0.530052 # DEPENDENCYPART_GRANDPAR
(4,13),(13,14),-0.304206 # DEPENDENCYPART_GRANDPAR
(4,13),(13,15),-0.623867 # DEPENDENCYPART_GRANDPAR
(4,13),(13,16),-0.206413 # DEPENDENCYPART_GRANDPAR
(4,13),(13,18),-0.793097 # DEPENDENCYPART_GRANDPAR
(4,13),(13,20),-0.06578 # DEPENDENCYPART_GRANDPAR
(4,14),(14,1),-0.217626 # DEPENDENCYPART_GRANDPAR
(4,14),(14,10),-0.166997 # DEPENDENCYPART_GRANDPAR
(4,14),(14,11),-0.024998 # DEPENDENCYPART_GRANDPAR
(4,14),(14,12),-0.53006 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),-0.344138 # DEPENDENCYPART_GRANDPAR
(4,14),(14,15),-0.623037 # DEPENDENCYPART_GRANDPAR
(4,14),(14,16),-0.205469 # DEPENDENCYPART_GRANDPAR
(4,14),(14,17),-0.299244 # DEPENDENCYPART_GRANDPAR
(4,14),(14,18),-0.792294 # DEPENDENCYPART_GRANDPAR
(4,14),(14,19),-0.665496 # DEPENDENCYPART_GRANDPAR
(4,14),(14,20),-0.0634971 # DEPENDENCYPART_GRANDPAR
(4,15),(15,12),-0.544374 # DEPENDENCYPART_GRANDPAR
(4,15),(15,13),-0.358227 # DEPENDENCYPART_GRANDPAR
(4,15),(15,14),-0.302321 # DEPENDENCYPART_GRANDPAR
(4,15),(15,16),-0.193887 # DEPENDENCYPART_GRANDPAR
(4,16),(16,1),-0.217626 # DEPENDENCYPART_GRANDPAR
(4,16),(16,3),-0.0107658 # DEPENDENCYPART_GRANDPAR
(4,16),(16,5),-0.0268351 # DEPENDENCYPART_GRANDPAR
(4,16),(16,6),-0.249651 # DEPENDENCYPART_GRANDPAR
(4,16),(16,8),-0.0823734 # DEPENDENCYPART_GRANDPAR
(4,16),(16,9),-0.184726 # DEPENDENCYPART_GRANDPAR
(4,16),(16,10),-0.166997 # DEPENDENCYPART_GRANDPAR
(4,16),(16,11),-0.024998 # DEPENDENCYPART_GRANDPAR
(4,16),(16,12),-0.53006 # DEPENDENCYPART_GRANDPAR
(4,16),(16,13),-0.344138 # DEPENDENCYPART_GRANDPAR
(4,16),(16,14),-0.288008 # DEPENDENCYPART_GRANDPAR
(4,16),(16,15),-0.619918 # DEPENDENCYPART_GRANDPAR
(4,16),(16,17),-0.299244 # DEPENDENCYPART_GRANDPAR
(4,16),(16,18),-0.792294 # DEPENDENCYPART_GRANDPAR
(4,16),(16,19),-0.665496 # DEPENDENCYPART_GRANDPAR
(4,16),(16,20),-0.0634971 # DEPENDENCYPART_GRANDPAR
(4,17),(17,1),-0.307586 # DEPENDENCYPART_GRANDPAR
(4,17),(17,2),-0.383752 # DEPENDENCYPART_GRANDPAR
(4,17),(17,3),-0.100912 # DEPENDENCYPART_GRANDPAR
(4,17),(17,4),-0.616903 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,17),(17,5),0.00415845 # DEPENDENCYPART_GRANDPAR
(4,17),(17,6),-0.432819 # DEPENDENCYPART_GRANDPAR
(4,17),(17,7),-0.0806409 # DEPENDENCYPART_GRANDPAR
(4,17),(17,8),-0.13047 # DEPENDENCYPART_GRANDPAR
(4,17),(17,10),-0.214751 # DEPENDENCYPART_GRANDPAR
(4,17),(17,11),-0.114005 # DEPENDENCYPART_GRANDPAR
(4,17),(17,12),-0.577815 # DEPENDENCYPART_GRANDPAR
(4,17),(17,13),-0.39457 # DEPENDENCYPART_GRANDPAR
(4,17),(17,14),-0.335762 # DEPENDENCYPART_GRANDPAR
(4,17),(17,15),-0.761283 # DEPENDENCYPART_GRANDPAR
(4,17),(17,16),-0.237969 # DEPENDENCYPART_GRANDPAR
(4,17),(17,18),-0.707151 # DEPENDENCYPART_GRANDPAR
(4,17),(17,19),-0.657298 # DEPENDENCYPART_GRANDPAR
(4,18),(18,16),-0.23548 # DEPENDENCYPART_GRANDPAR
(4,18),(18,19),-0.787922 # DEPENDENCYPART_GRANDPAR
(4,19),(19,1),-0.217626 # DEPENDENCYPART_GRANDPAR
(4,19),(19,11),-0.0249984 # DEPENDENCYPART_GRANDPAR
(4,19),(19,14),-0.288014 # DEPENDENCYPART_GRANDPAR
(4,19),(19,15),-0.619918 # DEPENDENCYPART_GRANDPAR
(4,19),(19,16),-0.190221 # DEPENDENCYPART_GRANDPAR
(4,19),(19,17),-0.222866 # DEPENDENCYPART_GRANDPAR
(4,19),(19,18),-0.837587 # DEPENDENCYPART_GRANDPAR
(4,19),(19,20),-0.0634971 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.113334 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),0.146408 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),0.0716283 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-0.777738 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,9),-0.251603 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.133243 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.0110694 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.103314 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-0.802607 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.499851 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.641783 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.612017 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.26887 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-0.638808 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-0.491196 # DEPENDENCYPART_GRANDPAR
(5,4),(4,12),-0.621911 # DEPENDENCYPART_GRANDPAR
(5,4),(4,13),-0.657347 # DEPENDENCYPART_GRANDPAR
(5,4),(4,14),-0.667703 # DEPENDENCYPART_GRANDPAR
(5,4),(4,15),-0.594045 # DEPENDENCYPART_GRANDPAR
(5,4),(4,16),-0.672616 # DEPENDENCYPART_GRANDPAR
(5,4),(4,17),-0.466552 # DEPENDENCYPART_GRANDPAR
(5,4),(4,18),-0.547907 # DEPENDENCYPART_GRANDPAR
(5,4),(4,19),-0.700116 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.339668 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.21897 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.326474 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.198621 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.520719 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.454279 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.327447 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.064259 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.356524 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.268812 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.339627 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),-0.373777 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),-0.385419 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),-0.303333 # DEPENDENCYPART_GRANDPAR
(5,6),(6,16),-0.390332 # DEPENDENCYPART_GRANDPAR
(5,6),(6,17),-0.27445 # DEPENDENCYPART_GRANDPAR
(5,6),(6,18),-0.35427 # DEPENDENCYPART_GRANDPAR
(5,6),(6,19),-0.417832 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.197691 # DEPENDENCYPART_GRANDPAR
(5,9),(9,6),-0.0754312 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),-0.395787 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.193391 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.342968 # DEPENDENCYPART_GRANDPAR
(5,9),(9,17),-0.23256 # DEPENDENCYPART_GRANDPAR
(5,9),(9,19),-0.404276 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),0.0970723 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),0.020874 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),0.298884 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),0.800376 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-0.706762 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,17),-0.419614 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.138421 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),0.127082 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),0.503088 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),0.267673 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),-0.225366 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.103901 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.00083117 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),0.0366658 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),0.264919 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-0.685669 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.496891 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.23142 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.267248 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.310154 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-0.308629 # DEPENDENCYPART_GRANDPAR
(6,4),(4,12),-0.385053 # DEPENDENCYPART_GRANDPAR
(6,4),(4,13),-0.468561 # DEPENDENCYPART_GRANDPAR
(6,4),(4,14),-0.350877 # DEPENDENCYPART_GRANDPAR
(6,4),(4,15),-0.799319 # DEPENDENCYPART_GRANDPAR
(6,4),(4,16),-0.247574 # DEPENDENCYPART_GRANDPAR
(6,4),(4,17),-0.398521 # DEPENDENCYPART_GRANDPAR
(6,4),(4,18),-0.743039 # DEPENDENCYPART_GRANDPAR
(6,4),(4,19),-0.285001 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.018858 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),0.494628 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-0.662855 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,9),-0.225669 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),0.301029 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),0.0356621 # DEPENDENCYPART_GRANDPAR
(6,7),(7,8),0.0143688 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-0.253844 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-0.146384 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.141038 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),0.384161 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),0.131952 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.346869 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),-0.305842 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),0.0390228 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),0.0342516 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.0903524 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.0406479 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.121913 # DEPENDENCYPART_GRANDPAR
(6,8),(8,17),-0.146761 # DEPENDENCYPART_GRANDPAR
(6,8),(8,19),0.056934 # DEPENDENCYPART_GRANDPAR
(6,8),(8,20),-0.252776 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),0.274204 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.180504 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),-0.174468 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.30667 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),0.0393907 # DEPENDENCYPART_GRANDPAR
(6,9),(9,17),-0.232899 # DEPENDENCYPART_GRANDPAR
(6,9),(9,19),0.0644873 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-0.347877 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,8),0.139598 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.0598647 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.0406477 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.390044 # DEPENDENCYPART_GRANDPAR
(6,10),(10,20),-0.252776 # DEPENDENCYPART_GRANDPAR
(6,11),(11,1),-0.390848 # DEPENDENCYPART_GRANDPAR
(6,11),(11,3),-0.278048 # DEPENDENCYPART_GRANDPAR
(6,11),(11,4),0.206251 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),-0.00505478 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-0.365062 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),-0.266146 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),0.201174 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),-0.0431107 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),0.122827 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),0.0778418 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.0034032 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),0.112018 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),-0.367487 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),0.215321 # DEPENDENCYPART_GRANDPAR
(6,11),(11,17),-0.15604 # DEPENDENCYPART_GRANDPAR
(6,11),(11,19),0.177838 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),0.0612517 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),-0.0507824 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-0.121913 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),-0.00647143 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),-0.390044 # DEPENDENCYPART_GRANDPAR
(6,12),(12,18),-0.533776 # DEPENDENCYPART_GRANDPAR
(6,12),(12,20),-0.252776 # DEPENDENCYPART_GRANDPAR
(6,13),(13,3),-0.141721 # DEPENDENCYPART_GRANDPAR
(6,13),(13,8),0.139607 # DEPENDENCYPART_GRANDPAR
(6,13),(13,9),-0.059858 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),0.0612601 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),-0.050774 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),-0.0136394 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),-0.00741564 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),-0.390874 # DEPENDENCYPART_GRANDPAR
(6,13),(13,16),0.0958876 # DEPENDENCYPART_GRANDPAR
(6,13),(13,18),-0.53458 # DEPENDENCYPART_GRANDPAR
(6,13),(13,20),-0.255059 # DEPENDENCYPART_GRANDPAR
(6,14),(14,1),-0.253844 # DEPENDENCYPART_GRANDPAR
(6,14),(14,10),0.0612517 # DEPENDENCYPART_GRANDPAR
(6,14),(14,11),-0.0507824 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),-0.0136478 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),-0.0974923 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),-0.390044 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),0.0968318 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),-0.146761 # DEPENDENCYPART_GRANDPAR
(6,14),(14,18),-0.533776 # DEPENDENCYPART_GRANDPAR
(6,14),(14,19),0.0569342 # DEPENDENCYPART_GRANDPAR
(6,14),(14,20),-0.252776 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),-0.0178269 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),-0.101447 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),0.0163494 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),0.125448 # DEPENDENCYPART_GRANDPAR
(6,16),(16,1),-0.253844 # DEPENDENCYPART_GRANDPAR
(6,16),(16,3),-0.141038 # DEPENDENCYPART_GRANDPAR
(6,16),(16,5),0.131952 # DEPENDENCYPART_GRANDPAR
(6,16),(16,6),-0.347877 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,16),(16,8),0.139598 # DEPENDENCYPART_GRANDPAR
(6,16),(16,9),-0.0598647 # DEPENDENCYPART_GRANDPAR
(6,16),(16,10),0.0612517 # DEPENDENCYPART_GRANDPAR
(6,16),(16,11),-0.0507824 # DEPENDENCYPART_GRANDPAR
(6,16),(16,12),-0.0136478 # DEPENDENCYPART_GRANDPAR
(6,16),(16,13),-0.0974923 # DEPENDENCYPART_GRANDPAR
(6,16),(16,14),0.0205285 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),-0.377283 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),-0.146761 # DEPENDENCYPART_GRANDPAR
(6,16),(16,18),-0.533776 # DEPENDENCYPART_GRANDPAR
(6,16),(16,19),0.0569342 # DEPENDENCYPART_GRANDPAR
(6,16),(16,20),-0.252776 # DEPENDENCYPART_GRANDPAR
(6,17),(17,1),-0.3438 # DEPENDENCYPART_GRANDPAR
(6,17),(17,2),-0.291643 # DEPENDENCYPART_GRANDPAR
(6,17),(17,3),-0.231182 # DEPENDENCYPART_GRANDPAR
(6,17),(17,4),0.295297 # DEPENDENCYPART_GRANDPAR
(6,17),(17,5),0.0419917 # DEPENDENCYPART_GRANDPAR
(6,17),(17,6),-0.532863 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,17),(17,7),-0.148715 # DEPENDENCYPART_GRANDPAR
(6,17),(17,8),0.0868352 # DEPENDENCYPART_GRANDPAR
(6,17),(17,10),0.00883032 # DEPENDENCYPART_GRANDPAR
(6,17),(17,11),-0.138068 # DEPENDENCYPART_GRANDPAR
(6,17),(17,12),-0.0660692 # DEPENDENCYPART_GRANDPAR
(6,17),(17,13),-0.152592 # DEPENDENCYPART_GRANDPAR
(6,17),(17,14),-0.0318929 # DEPENDENCYPART_GRANDPAR
(6,17),(17,15),-0.52049 # DEPENDENCYPART_GRANDPAR
(6,17),(17,16),0.0714104 # DEPENDENCYPART_GRANDPAR
(6,17),(17,18),-0.43967 # DEPENDENCYPART_GRANDPAR
(6,17),(17,19),0.0781634 # DEPENDENCYPART_GRANDPAR
(6,18),(18,16),0.0887011 # DEPENDENCYPART_GRANDPAR
(6,18),(18,19),-0.0543074 # DEPENDENCYPART_GRANDPAR
(6,19),(19,1),-0.253844 # DEPENDENCYPART_GRANDPAR
(6,19),(19,11),-0.0507828 # DEPENDENCYPART_GRANDPAR
(6,19),(19,14),0.0205222 # DEPENDENCYPART_GRANDPAR
(6,19),(19,15),-0.377283 # DEPENDENCYPART_GRANDPAR
(6,19),(19,16),0.123825 # DEPENDENCYPART_GRANDPAR
(6,19),(19,17),-0.0607192 # DEPENDENCYPART_GRANDPAR
(6,19),(19,18),-0.572969 # DEPENDENCYPART_GRANDPAR
(6,19),(19,20),-0.252776 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.153747 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.1801 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.0818157 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),0.0777055 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),-0.104494 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-0.826844 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),-0.191838 # DEPENDENCYPART_GRANDPAR
(7,4),(4,9),-0.0483497 # DEPENDENCYPART_GRANDPAR
(7,4),(4,10),-0.266472 # DEPENDENCYPART_GRANDPAR
(7,4),(4,11),-0.170991 # DEPENDENCYPART_GRANDPAR
(7,4),(4,12),-0.92071 # DEPENDENCYPART_GRANDPAR
(7,4),(4,13),-0.382642 # DEPENDENCYPART_GRANDPAR
(7,4),(4,14),-0.871335 # DEPENDENCYPART_GRANDPAR
(7,4),(4,15),-0.114646 # DEPENDENCYPART_GRANDPAR
(7,4),(4,16),-0.878495 # DEPENDENCYPART_GRANDPAR
(7,4),(4,17),-0.679325 # DEPENDENCYPART_GRANDPAR
(7,4),(4,18),-0.548429 # DEPENDENCYPART_GRANDPAR
(7,4),(4,19),-0.925013 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.0764261 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.348914 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.145771 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.0328571 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-0.32366 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-0.336818 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.267247 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.506832 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.204689 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.37571 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.566144 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),0.217448 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.0321985 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),0.0682727 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.686437 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.148389 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),-0.476075 # DEPENDENCYPART_GRANDPAR
(7,8),(8,19),-0.693097 # DEPENDENCYPART_GRANDPAR
(7,8),(8,20),0.260679 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),0.130119 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),0.0167244 # DEPENDENCYPART_GRANDPAR
(8,1),(1,5),0.0768205 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),0.426876 # DEPENDENCYPART_GRANDPAR
(8,2),(2,6),0.376454 # DEPENDENCYPART_GRANDPAR
(8,2),(2,17),-0.766202 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.213259 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),0.254991 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),0.285441 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),0.0766057 # DEPENDENCYPART_GRANDPAR
(8,3),(3,9),-0.236931 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.188205 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),0.222171 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),0.0426243 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),0.0927637 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),0.221418 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),1.48556 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-0.901689 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,9),-0.287568 # DEPENDENCYPART_GRANDPAR
(8,4),(4,10),-0.630616 # DEPENDENCYPART_GRANDPAR
(8,4),(4,11),-0.519752 # DEPENDENCYPART_GRANDPAR
(8,4),(4,12),-0.506537 # DEPENDENCYPART_GRANDPAR
(8,4),(4,13),-0.578167 # DEPENDENCYPART_GRANDPAR
(8,4),(4,14),-0.695808 # DEPENDENCYPART_GRANDPAR
(8,4),(4,15),-0.484126 # DEPENDENCYPART_GRANDPAR
(8,4),(4,16),-0.801074 # DEPENDENCYPART_GRANDPAR
(8,4),(4,17),-0.79371 # DEPENDENCYPART_GRANDPAR
(8,4),(4,18),-0.625739 # DEPENDENCYPART_GRANDPAR
(8,4),(4,19),-0.675775 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),0.00664292 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),0.160465 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),0.235031 # DEPENDENCYPART_GRANDPAR
(8,5),(5,9),-0.237197 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.189698 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),0.219766 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),0.0414987 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),0.154673 # DEPENDENCYPART_GRANDPAR
