# _root_ lau euskal_herritar horiek 1996an epaitu zituzten , eta sei urteko zigorra ezarri zieten , etari laguntza ematea leporatuta .
#goldHeads=2,5,2,5,8,5,6,0,10,11,12,8,12,13,17,17,18,12,18,
#predictedHeads=2,5,2,5,8,5,6,0,10,11,12,8,12,13,17,17,18,12,18,
(8,17),(17,14),-0.0186123 # DEPENDENCYPART_GRANDPAR
(8,17),(17,15),0.0398585 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),0.0139253 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),0.288293 # DEPENDENCYPART_GRANDPAR
(8,17),(17,19),-0.0936152 # DEPENDENCYPART_GRANDPAR
(8,18),(18,2),-0.441386 # DEPENDENCYPART_GRANDPAR
(8,18),(18,3),-0.521601 # DEPENDENCYPART_GRANDPAR
(8,18),(18,4),-0.252092 # DEPENDENCYPART_GRANDPAR
(8,18),(18,5),-0.101751 # DEPENDENCYPART_GRANDPAR
(8,18),(18,7),-0.321566 # DEPENDENCYPART_GRANDPAR
(8,18),(18,8),-0.178065 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,18),(18,10),0.201739 # DEPENDENCYPART_GRANDPAR
(8,18),(18,11),0.212881 # DEPENDENCYPART_GRANDPAR
(8,18),(18,12),0.496456 # DEPENDENCYPART_GRANDPAR
(8,18),(18,13),0.866792 # DEPENDENCYPART_GRANDPAR
(8,18),(18,14),-0.0266925 # DEPENDENCYPART_GRANDPAR
(8,18),(18,15),0.0146113 # DEPENDENCYPART_GRANDPAR
(8,18),(18,16),-0.0113219 # DEPENDENCYPART_GRANDPAR
(8,18),(18,17),0.400163 # DEPENDENCYPART_GRANDPAR
(8,18),(18,19),-0.103857 # DEPENDENCYPART_GRANDPAR
(9,10),(10,2),-0.674115 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-0.646425 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-0.526231 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.562109 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.358227 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.36091 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),0.0361371 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.296318 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.0974914 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.0377465 # DEPENDENCYPART_GRANDPAR
(9,10),(10,19),-0.0224474 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),-0.674262 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-0.646421 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-0.526481 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.562097 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.358227 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.356584 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.124804 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.140828 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.296018 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.0128938 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.0642479 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.00450306 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.168889 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),-0.129383 # DEPENDENCYPART_GRANDPAR
(9,11),(11,19),-0.0186879 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),-0.207876 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),-0.92405 # DEPENDENCYPART_GRANDPAR
(10,2),(2,5),-0.318711 # DEPENDENCYPART_GRANDPAR
(10,2),(2,6),-0.972298 # DEPENDENCYPART_GRANDPAR
(10,2),(2,9),0.347559 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),-0.413711 # DEPENDENCYPART_GRANDPAR
(10,3),(3,11),-0.508573 # DEPENDENCYPART_GRANDPAR
(10,3),(3,12),-0.606848 # DEPENDENCYPART_GRANDPAR
(10,3),(3,18),-0.439342 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),-0.154161 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.34007 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-1.04392 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.358599 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),-0.748807 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),-0.283575 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),0.0318957 # DEPENDENCYPART_GRANDPAR
(10,5),(5,9),0.255602 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),-1.00892 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,5),(5,11),-0.619231 # DEPENDENCYPART_GRANDPAR
(10,5),(5,12),-0.704493 # DEPENDENCYPART_GRANDPAR
(10,5),(5,13),-0.621902 # DEPENDENCYPART_GRANDPAR
(10,5),(5,14),-0.467475 # DEPENDENCYPART_GRANDPAR
(10,5),(5,16),-0.764771 # DEPENDENCYPART_GRANDPAR
(10,5),(5,17),-0.509278 # DEPENDENCYPART_GRANDPAR
(10,5),(5,18),-0.538014 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.637635 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-1.13486 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),0.0252489 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),0.278809 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),-0.0960567 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),-0.342579 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.969976 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.4847 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-1.09009 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.229483 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),0.28124 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-1.0169 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.626589 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-0.701559 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-0.452004 # DEPENDENCYPART_GRANDPAR
(10,8),(8,16),-0.773563 # DEPENDENCYPART_GRANDPAR
(10,8),(8,17),-0.506696 # DEPENDENCYPART_GRANDPAR
(10,8),(8,18),-0.534028 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-0.898879 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.508573 # DEPENDENCYPART_GRANDPAR
(10,11),(11,2),-0.824405 # DEPENDENCYPART_GRANDPAR
(10,11),(11,3),-1.31321 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),-0.811801 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-0.391978 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.317467 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.0156277 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.570466 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),-0.394378 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.50887 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.143122 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.475333 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.398258 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),-0.19969 # DEPENDENCYPART_GRANDPAR
(10,11),(11,18),-0.225865 # DEPENDENCYPART_GRANDPAR
(10,11),(11,19),-0.414259 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.630579 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),-0.235893 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.0856206 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.367506 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.190796 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),-0.217488 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),-0.161943 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-0.304098 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.425499 # DEPENDENCYPART_GRANDPAR
(10,16),(16,8),-0.316982 # DEPENDENCYPART_GRANDPAR
(10,16),(16,9),-0.0151425 # DEPENDENCYPART_GRANDPAR
(10,16),(16,10),-0.574138 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,16),(16,11),-0.186422 # DEPENDENCYPART_GRANDPAR
(10,16),(16,12),-0.169265 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),-0.305927 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),-0.40671 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.199497 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),-0.225672 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),-0.408286 # DEPENDENCYPART_GRANDPAR
(10,19),(19,17),-0.0285679 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),-0.0289539 # DEPENDENCYPART_GRANDPAR
(11,2),(2,3),-0.3858 # DEPENDENCYPART_GRANDPAR
(11,2),(2,5),-0.21648 # DEPENDENCYPART_GRANDPAR
(11,2),(2,6),-1.0523 # DEPENDENCYPART_GRANDPAR
(11,2),(2,9),0.333 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),-0.320611 # DEPENDENCYPART_GRANDPAR
(11,3),(3,11),-0.710874 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,3),(3,12),-0.554297 # DEPENDENCYPART_GRANDPAR
(11,3),(3,18),-0.359947 # DEPENDENCYPART_GRANDPAR
(11,5),(5,1),-0.00341257 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),-0.156017 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),-0.503572 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.00825577 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),-0.835299 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),-0.249525 # DEPENDENCYPART_GRANDPAR
(11,5),(5,8),0.274857 # DEPENDENCYPART_GRANDPAR
(11,5),(5,9),0.232569 # DEPENDENCYPART_GRANDPAR
(11,5),(5,10),0.223121 # DEPENDENCYPART_GRANDPAR
(11,5),(5,11),-0.823498 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,5),(5,12),-0.652963 # DEPENDENCYPART_GRANDPAR
(11,5),(5,13),-0.641152 # DEPENDENCYPART_GRANDPAR
(11,5),(5,14),-0.324852 # DEPENDENCYPART_GRANDPAR
(11,5),(5,16),-0.593493 # DEPENDENCYPART_GRANDPAR
(11,5),(5,17),-0.518435 # DEPENDENCYPART_GRANDPAR
(11,5),(5,18),-0.45964 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.553829 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-1.22361 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),0.271224 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),0.261482 # DEPENDENCYPART_GRANDPAR
(11,8),(8,1),0.055694 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),-0.166606 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.428623 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.404227 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-1.18206 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.195931 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),0.251107 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),0.344309 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-0.828928 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),-0.649072 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),-0.308419 # DEPENDENCYPART_GRANDPAR
(11,8),(8,16),-0.600358 # DEPENDENCYPART_GRANDPAR
(11,8),(8,17),-0.514897 # DEPENDENCYPART_GRANDPAR
(11,8),(8,18),-0.454696 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),0.263146 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-0.710874 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,2),-0.288634 # DEPENDENCYPART_GRANDPAR
(11,10),(10,3),-0.405671 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.412981 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.0555232 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),0.14725 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),0.391679 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-0.798962 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,13),-0.621509 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-0.555401 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-0.570459 # DEPENDENCYPART_GRANDPAR
(11,10),(10,19),-0.411095 # DEPENDENCYPART_GRANDPAR
(11,12),(12,2),-0.657855 # DEPENDENCYPART_GRANDPAR
(11,12),(12,3),-0.765404 # DEPENDENCYPART_GRANDPAR
(11,12),(12,4),-0.506909 # DEPENDENCYPART_GRANDPAR
(11,12),(12,5),-0.767844 # DEPENDENCYPART_GRANDPAR
(11,12),(12,6),-1.36833 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),-0.432888 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-0.117213 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-0.0177699 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.0979159 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.479097 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),-0.445006 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),0.011553 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.0654377 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.0849753 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-0.230568 # DEPENDENCYPART_GRANDPAR
(11,12),(12,18),-0.163578 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.0433321 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.442879 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,14),0.0611396 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.201211 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.210137 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),-0.149297 # DEPENDENCYPART_GRANDPAR
(11,14),(14,12),-0.0838024 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),-0.305586 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.281228 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.305695 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),-0.244259 # DEPENDENCYPART_GRANDPAR
(11,15),(15,12),-0.102922 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),-0.153767 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.266039 # DEPENDENCYPART_GRANDPAR
(11,16),(16,8),-0.0838488 # DEPENDENCYPART_GRANDPAR
(11,16),(16,9),-0.0398724 # DEPENDENCYPART_GRANDPAR
(11,16),(16,10),-0.07172 # DEPENDENCYPART_GRANDPAR
(11,16),(16,11),-0.386547 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,16),(16,12),-0.110245 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),-0.155597 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),-0.137065 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.214849 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.153492 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),-0.313844 # DEPENDENCYPART_GRANDPAR
(11,17),(17,2),-0.65567 # DEPENDENCYPART_GRANDPAR
(11,17),(17,3),-0.764791 # DEPENDENCYPART_GRANDPAR
(11,17),(17,4),-0.504725 # DEPENDENCYPART_GRANDPAR
(11,17),(17,5),-0.766936 # DEPENDENCYPART_GRANDPAR
(11,17),(17,6),-1.36772 # DEPENDENCYPART_GRANDPAR
(11,17),(17,7),-0.432272 # DEPENDENCYPART_GRANDPAR
(11,17),(17,8),-0.116916 # DEPENDENCYPART_GRANDPAR
(11,17),(17,10),-0.095731 # DEPENDENCYPART_GRANDPAR
(11,17),(17,11),-0.471034 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,17),(17,12),-0.238522 # DEPENDENCYPART_GRANDPAR
(11,17),(17,13),-0.105901 # DEPENDENCYPART_GRANDPAR
(11,17),(17,14),-0.141378 # DEPENDENCYPART_GRANDPAR
(11,17),(17,15),-0.225348 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),-0.254742 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),-0.180691 # DEPENDENCYPART_GRANDPAR
(11,17),(17,19),-0.269373 # DEPENDENCYPART_GRANDPAR
(11,18),(18,2),-0.655084 # DEPENDENCYPART_GRANDPAR
(11,18),(18,3),-0.764747 # DEPENDENCYPART_GRANDPAR
(11,18),(18,4),-0.504138 # DEPENDENCYPART_GRANDPAR
(11,18),(18,5),-0.766883 # DEPENDENCYPART_GRANDPAR
(11,18),(18,7),-0.432231 # DEPENDENCYPART_GRANDPAR
(11,18),(18,8),-0.116557 # DEPENDENCYPART_GRANDPAR
(11,18),(18,10),-0.0951449 # DEPENDENCYPART_GRANDPAR
(11,18),(18,11),-0.482314 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,18),(18,12),-0.237845 # DEPENDENCYPART_GRANDPAR
(11,18),(18,13),-0.105712 # DEPENDENCYPART_GRANDPAR
(11,18),(18,14),-0.14099 # DEPENDENCYPART_GRANDPAR
(11,18),(18,15),-0.236628 # DEPENDENCYPART_GRANDPAR
(11,18),(18,16),-0.266021 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),-0.10006 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),-0.261707 # DEPENDENCYPART_GRANDPAR
(11,19),(19,17),-0.0355296 # DEPENDENCYPART_GRANDPAR
(12,2),(2,1),-0.0837154 # DEPENDENCYPART_GRANDPAR
(12,2),(2,3),0.0170736 # DEPENDENCYPART_GRANDPAR
(12,2),(2,5),0.0324376 # DEPENDENCYPART_GRANDPAR
(12,2),(2,6),-0.227578 # DEPENDENCYPART_GRANDPAR
(12,2),(2,9),0.159084 # DEPENDENCYPART_GRANDPAR
(12,3),(3,5),-0.0736883 # DEPENDENCYPART_GRANDPAR
(12,3),(3,11),0.287945 # DEPENDENCYPART_GRANDPAR
(12,3),(3,12),-0.63298 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,3),(3,18),-0.0493226 # DEPENDENCYPART_GRANDPAR
(12,5),(5,1),-0.141416 # DEPENDENCYPART_GRANDPAR
(12,5),(5,2),-0.0322224 # DEPENDENCYPART_GRANDPAR
(12,5),(5,3),-0.244859 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),-0.0134946 # DEPENDENCYPART_GRANDPAR
(12,5),(5,6),-0.0756673 # DEPENDENCYPART_GRANDPAR
(12,5),(5,7),-0.27405 # DEPENDENCYPART_GRANDPAR
(12,5),(5,8),-0.171223 # DEPENDENCYPART_GRANDPAR
(12,5),(5,9),-0.00112251 # DEPENDENCYPART_GRANDPAR
(12,5),(5,10),0.0646575 # DEPENDENCYPART_GRANDPAR
(12,5),(5,11),0.282324 # DEPENDENCYPART_GRANDPAR
(12,5),(5,12),-0.674182 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,5),(5,13),-0.690429 # DEPENDENCYPART_GRANDPAR
(12,5),(5,14),-0.286467 # DEPENDENCYPART_GRANDPAR
(12,5),(5,16),-0.422587 # DEPENDENCYPART_GRANDPAR
(12,5),(5,17),-0.320521 # DEPENDENCYPART_GRANDPAR
(12,5),(5,18),-0.0915514 # DEPENDENCYPART_GRANDPAR
(12,6),(6,2),-0.140966 # DEPENDENCYPART_GRANDPAR
(12,6),(6,7),-0.249733 # DEPENDENCYPART_GRANDPAR
(12,6),(6,8),-0.175167 # DEPENDENCYPART_GRANDPAR
(12,6),(6,13),-0.673421 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),-0.152291 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-0.195167 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),-0.00518418 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),0.118999 # DEPENDENCYPART_GRANDPAR
(12,8),(8,1),-0.135703 # DEPENDENCYPART_GRANDPAR
(12,8),(8,2),0.0657151 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),-0.215232 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),-0.0976169 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.232039 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.324232 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),0.027542 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),0.0957935 # DEPENDENCYPART_GRANDPAR
(12,8),(8,11),0.29435 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-0.759185 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,14),-0.326157 # DEPENDENCYPART_GRANDPAR
(12,8),(8,16),-0.494833 # DEPENDENCYPART_GRANDPAR
(12,8),(8,17),-0.405928 # DEPENDENCYPART_GRANDPAR
(12,8),(8,18),-0.175502 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),0.076736 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),0.288744 # DEPENDENCYPART_GRANDPAR
(12,10),(10,2),-0.0184877 # DEPENDENCYPART_GRANDPAR
(12,10),(10,3),-0.159052 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-0.0540981 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.216631 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.138403 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),0.106474 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),0.305271 # DEPENDENCYPART_GRANDPAR
(12,10),(10,13),-0.55973 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),-0.224301 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-0.268197 # DEPENDENCYPART_GRANDPAR
(12,10),(10,19),0.118487 # DEPENDENCYPART_GRANDPAR
(12,11),(11,2),0.0661777 # DEPENDENCYPART_GRANDPAR
(12,11),(11,3),-0.165664 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),-0.0254489 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-0.17442 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.117203 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),0.0919492 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),0.303912 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-0.583396 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.559615 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.139839 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.224338 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-0.268234 # DEPENDENCYPART_GRANDPAR
(12,11),(11,17),-0.228237 # DEPENDENCYPART_GRANDPAR
(12,11),(11,18),0.00176378 # DEPENDENCYPART_GRANDPAR
(12,11),(11,19),0.118608 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.258711 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.0433596 # DEPENDENCYPART_GRANDPAR
(12,13),(13,14),0.0233689 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.173369 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-0.190439 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),0.0395255 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.167085 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),-0.360806 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.0759992 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.15651 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),0.0746445 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-0.328791 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,14),-0.0700462 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.0376607 # DEPENDENCYPART_GRANDPAR
(12,16),(16,8),-0.251119 # DEPENDENCYPART_GRANDPAR
(12,16),(16,9),-0.169779 # DEPENDENCYPART_GRANDPAR
(12,16),(16,10),-0.0872736 # DEPENDENCYPART_GRANDPAR
(12,16),(16,11),0.128206 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-0.334221 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,14),-0.0699367 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),-0.011009 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.0562336 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),0.173937 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),0.173113 # DEPENDENCYPART_GRANDPAR
(12,17),(17,2),-0.403238 # DEPENDENCYPART_GRANDPAR
(12,17),(17,3),-0.459826 # DEPENDENCYPART_GRANDPAR
(12,17),(17,4),-0.375883 # DEPENDENCYPART_GRANDPAR
(12,17),(17,5),-0.316962 # DEPENDENCYPART_GRANDPAR
(12,17),(17,6),-0.431952 # DEPENDENCYPART_GRANDPAR
(12,17),(17,7),-0.520399 # DEPENDENCYPART_GRANDPAR
(12,17),(17,8),-0.369467 # DEPENDENCYPART_GRANDPAR
(12,17),(17,10),-0.24687 # DEPENDENCYPART_GRANDPAR
(12,17),(17,11),-0.0348426 # DEPENDENCYPART_GRANDPAR
(12,17),(17,12),-0.497747 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,17),(17,13),-0.312613 # DEPENDENCYPART_GRANDPAR
(12,17),(17,14),-0.0296089 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),-0.00483169 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),-0.0731813 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),0.109111 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),0.372892 # DEPENDENCYPART_GRANDPAR
(12,18),(18,2),-0.40168 # DEPENDENCYPART_GRANDPAR
(12,18),(18,3),-0.459213 # DEPENDENCYPART_GRANDPAR
(12,18),(18,4),-0.374326 # DEPENDENCYPART_GRANDPAR
(12,18),(18,5),-0.316329 # DEPENDENCYPART_GRANDPAR
(12,18),(18,7),-0.519789 # DEPENDENCYPART_GRANDPAR
(12,18),(18,8),-0.368219 # DEPENDENCYPART_GRANDPAR
