# _root_ g. ganbelu baten hezur bat eclipta prastata landarearen uretan sartzen da , gero erre , eta hortik ateratzen den margogaia ganbelu hezurrez egindako kutxa batean gordetzen da .
#goldHeads=0,22,2,10,4,9,6,6,10,16,10,11,14,16,14,0,18,20,18,26,22,23,24,26,24,16,26,27,
#predictedHeads=10,4,2,10,4,7,8,9,10,16,10,11,14,16,14,0,18,20,18,26,22,23,24,26,24,16,26,27,
(4,5),(4,8),0.0164415 # DEPENDENCYPART_SIBL
(4,5),(4,25),-0.0212189 # DEPENDENCYPART_SIBL
(4,6),(4,7),-0.0073091 # DEPENDENCYPART_SIBL
(4,6),(4,8),-0.0073091 # DEPENDENCYPART_SIBL
(4,6),(4,25),0.0142149 # DEPENDENCYPART_SIBL
(4,7),(4,8),-0.0073091 # DEPENDENCYPART_SIBL
(4,7),(4,25),0.0142149 # DEPENDENCYPART_SIBL
(4,8),(4,25),0.0142149 # DEPENDENCYPART_SIBL
(5,2),(5,3),-0.0204184 # DEPENDENCYPART_SIBL
(5,2),(5,4),0.00634702 # DEPENDENCYPART_SIBL
(5,2),(5,6),0.036103 # DEPENDENCYPART_SIBL
(5,2),(5,7),0.036103 # DEPENDENCYPART_SIBL
(5,3),(5,4),0.00526979 # DEPENDENCYPART_SIBL
(5,3),(5,6),-0.0127577 # DEPENDENCYPART_SIBL
(5,3),(5,7),-0.0127577 # DEPENDENCYPART_SIBL
(5,4),(5,6),0.036103 # DEPENDENCYPART_SIBL
(5,4),(5,7),0.036103 # DEPENDENCYPART_SIBL
(5,6),(5,7),0.0421942 # DEPENDENCYPART_SIBL
(6,1),(6,2),-0.00783131 # DEPENDENCYPART_SIBL
(6,1),(6,3),-0.0468294 # DEPENDENCYPART_SIBL
(6,1),(6,4),-0.00783131 # DEPENDENCYPART_SIBL
(6,1),(6,5),-0.000527742 # DEPENDENCYPART_SIBL
(6,1),(6,7),-0.00621019 # DEPENDENCYPART_SIBL
(6,1),(6,8),-0.00621019 # DEPENDENCYPART_SIBL
(6,1),(6,9),-0.00844256 # DEPENDENCYPART_SIBL
(6,2),(6,3),-0.0468294 # DEPENDENCYPART_SIBL
(6,2),(6,4),-0.00783131 # DEPENDENCYPART_SIBL
(6,2),(6,5),-0.000527742 # DEPENDENCYPART_SIBL
(6,2),(6,7),-0.00621019 # DEPENDENCYPART_SIBL
(6,2),(6,8),-0.00621019 # DEPENDENCYPART_SIBL
(6,2),(6,9),-0.00844256 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.0203696 # DEPENDENCYPART_SIBL
(6,3),(6,5),-7.11313e-05 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.081046 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.081046 # DEPENDENCYPART_SIBL
(6,3),(6,9),-0.081046 # DEPENDENCYPART_SIBL
(6,4),(6,5),-0.000527742 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.00621019 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.00621019 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.00844256 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.0879656 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.0879656 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.0879656 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.0073091 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.00808604 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.00808604 # DEPENDENCYPART_SIBL
(7,1),(7,2),-0.00783131 # DEPENDENCYPART_SIBL
(7,1),(7,3),-0.0468294 # DEPENDENCYPART_SIBL
(7,1),(7,4),-0.00783131 # DEPENDENCYPART_SIBL
(7,1),(7,5),-0.000527742 # DEPENDENCYPART_SIBL
(7,1),(7,6),-0.00783131 # DEPENDENCYPART_SIBL
(7,1),(7,8),-0.00621019 # DEPENDENCYPART_SIBL
(7,1),(7,9),-0.00844256 # DEPENDENCYPART_SIBL
(7,1),(7,11),0.0333623 # DEPENDENCYPART_SIBL
(7,2),(7,3),-0.0468294 # DEPENDENCYPART_SIBL
(7,2),(7,4),-0.00783131 # DEPENDENCYPART_SIBL
(7,2),(7,5),-0.000527742 # DEPENDENCYPART_SIBL
(7,2),(7,6),-0.00783131 # DEPENDENCYPART_SIBL
(7,2),(7,8),-0.00621019 # DEPENDENCYPART_SIBL
(7,2),(7,9),-0.00844256 # DEPENDENCYPART_SIBL
(7,2),(7,11),0.0333623 # DEPENDENCYPART_SIBL
(7,3),(7,4),0.0203696 # DEPENDENCYPART_SIBL
(7,3),(7,5),-7.11313e-05 # DEPENDENCYPART_SIBL
(7,3),(7,6),0.0203696 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.081046 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.081046 # DEPENDENCYPART_SIBL
(7,3),(7,11),-0.0631659 # DEPENDENCYPART_SIBL
(7,4),(7,5),-0.000527742 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.00783131 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.00621019 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.00844256 # DEPENDENCYPART_SIBL
(7,4),(7,11),0.0333623 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.0324478 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.0879656 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.0879656 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.06601 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.00621019 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.00844256 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.0333623 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.00808604 # DEPENDENCYPART_SIBL
(7,8),(7,11),0.00352959 # DEPENDENCYPART_SIBL
(7,9),(7,11),0.00352959 # DEPENDENCYPART_SIBL
(8,3),(8,5),-7.11313e-05 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.0203696 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.0203696 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.081046 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.0631659 # DEPENDENCYPART_SIBL
(8,3),(8,25),-0.0307769 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.0324478 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.0324478 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.0879656 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.06601 # DEPENDENCYPART_SIBL
(8,5),(8,25),-0.0298078 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.00783131 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.00844256 # DEPENDENCYPART_SIBL
(8,6),(8,11),0.0333623 # DEPENDENCYPART_SIBL
(8,6),(8,25),0.0425771 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.00844256 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.0333623 # DEPENDENCYPART_SIBL
(8,7),(8,25),0.0425771 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.00352959 # DEPENDENCYPART_SIBL
(8,9),(8,25),0.0142149 # DEPENDENCYPART_SIBL
(8,11),(8,25),0.0448747 # DEPENDENCYPART_SIBL
(9,3),(9,4),0.0203696 # DEPENDENCYPART_SIBL
(9,3),(9,5),-7.11313e-05 # DEPENDENCYPART_SIBL
(9,3),(9,6),0.0203696 # DEPENDENCYPART_SIBL
(9,3),(9,7),0.0203696 # DEPENDENCYPART_SIBL
(9,3),(9,8),0.0203696 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.0631659 # DEPENDENCYPART_SIBL
(9,3),(9,12),0.013005 # DEPENDENCYPART_SIBL
(9,3),(9,13),-0.0675186 # DEPENDENCYPART_SIBL
(9,3),(9,25),-0.0307769 # DEPENDENCYPART_SIBL
(9,4),(9,5),-0.00065591 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.00795948 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.00795948 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.00795948 # DEPENDENCYPART_SIBL
(9,4),(9,11),0.0332681 # DEPENDENCYPART_SIBL
(9,4),(9,12),0.0482535 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.034025 # DEPENDENCYPART_SIBL
(9,4),(9,25),0.0424828 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.0324478 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.0324478 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.0324478 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.06601 # DEPENDENCYPART_SIBL
(9,5),(9,12),0.017434 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.0719134 # DEPENDENCYPART_SIBL
(9,5),(9,25),-0.0298078 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.00795948 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.00795948 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.0332681 # DEPENDENCYPART_SIBL
(9,6),(9,12),0.0482535 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.034025 # DEPENDENCYPART_SIBL
(9,6),(9,25),0.0424828 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.00795948 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.0332681 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.0482535 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.034025 # DEPENDENCYPART_SIBL
(9,7),(9,25),0.0424828 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.0332681 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.0482535 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.034025 # DEPENDENCYPART_SIBL
(9,8),(9,25),0.0424828 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.0550341 # DEPENDENCYPART_SIBL
(9,11),(9,13),0.0443373 # DEPENDENCYPART_SIBL
(9,11),(9,25),0.0448747 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.145699 # DEPENDENCYPART_SIBL
(9,12),(9,25),-0.0541774 # DEPENDENCYPART_SIBL
(9,13),(9,25),0.0512896 # DEPENDENCYPART_SIBL
(10,1),(10,2),0.0138011 # DEPENDENCYPART_SIBL
(10,1),(10,3),-0.0310067 # DEPENDENCYPART_SIBL
(10,1),(10,4),0.0138011 # DEPENDENCYPART_SIBL
(10,1),(10,5),0.0103738 # DEPENDENCYPART_SIBL
(10,1),(10,6),0.0138011 # DEPENDENCYPART_SIBL
(10,1),(10,7),0.0138011 # DEPENDENCYPART_SIBL
(10,1),(10,8),0.0138011 # DEPENDENCYPART_SIBL
(10,1),(10,9),0.0542186 # DEPENDENCYPART_SIBL
(10,1),(10,11),0.0291979 # DEPENDENCYPART_SIBL
(10,1),(10,12),0.0141771 # DEPENDENCYPART_SIBL
(10,1),(10,13),0.003475 # DEPENDENCYPART_SIBL
(10,1),(10,14),-0.0126749 # DEPENDENCYPART_SIBL
(10,1),(10,15),0.0141771 # DEPENDENCYPART_SIBL
(10,1),(10,16),-0.0161646 # DEPENDENCYPART_SIBL
(10,1),(10,17),-0.00344437 # DEPENDENCYPART_SIBL
(10,1),(10,18),-0.0163805 # DEPENDENCYPART_SIBL
(10,1),(10,19),0.0245264 # DEPENDENCYPART_SIBL
(10,1),(10,20),0.00616111 # DEPENDENCYPART_SIBL
(10,1),(10,21),0.00616111 # DEPENDENCYPART_SIBL
(10,1),(10,22),0.00389002 # DEPENDENCYPART_SIBL
(10,1),(10,23),-0.020246 # DEPENDENCYPART_SIBL
(10,1),(10,24),0.00616111 # DEPENDENCYPART_SIBL
(10,1),(10,26),-0.0126757 # DEPENDENCYPART_SIBL
(10,2),(10,3),-0.0310067 # DEPENDENCYPART_SIBL
(10,2),(10,4),0.0138011 # DEPENDENCYPART_SIBL
(10,2),(10,5),0.0103738 # DEPENDENCYPART_SIBL
(10,2),(10,6),0.0138011 # DEPENDENCYPART_SIBL
(10,2),(10,7),0.0138011 # DEPENDENCYPART_SIBL
(10,2),(10,8),0.0138011 # DEPENDENCYPART_SIBL
(10,2),(10,9),0.0542186 # DEPENDENCYPART_SIBL
(10,2),(10,11),0.0291979 # DEPENDENCYPART_SIBL
(10,2),(10,12),0.0141771 # DEPENDENCYPART_SIBL
(10,2),(10,13),0.003475 # DEPENDENCYPART_SIBL
(10,2),(10,14),-0.0126749 # DEPENDENCYPART_SIBL
(10,2),(10,15),0.0141771 # DEPENDENCYPART_SIBL
(10,2),(10,16),-0.0161646 # DEPENDENCYPART_SIBL
(10,2),(10,17),-0.00344437 # DEPENDENCYPART_SIBL
(10,2),(10,18),-0.0163805 # DEPENDENCYPART_SIBL
(10,2),(10,19),0.0245264 # DEPENDENCYPART_SIBL
(10,2),(10,20),0.00616111 # DEPENDENCYPART_SIBL
(10,2),(10,21),0.00616111 # DEPENDENCYPART_SIBL
(10,2),(10,22),0.00389002 # DEPENDENCYPART_SIBL
(10,2),(10,23),-0.020246 # DEPENDENCYPART_SIBL
(10,2),(10,24),0.00616111 # DEPENDENCYPART_SIBL
(10,2),(10,26),-0.0126757 # DEPENDENCYPART_SIBL
(10,3),(10,4),-0.00878715 # DEPENDENCYPART_SIBL
(10,3),(10,5),-0.0205611 # DEPENDENCYPART_SIBL
(10,3),(10,6),-0.00878715 # DEPENDENCYPART_SIBL
(10,3),(10,7),-0.00878715 # DEPENDENCYPART_SIBL
(10,3),(10,8),-0.00878715 # DEPENDENCYPART_SIBL
(10,3),(10,9),0.015018 # DEPENDENCYPART_SIBL
(10,3),(10,11),-0.0347374 # DEPENDENCYPART_SIBL
(10,3),(10,12),-0.00430139 # DEPENDENCYPART_SIBL
(10,3),(10,13),-0.0132895 # DEPENDENCYPART_SIBL
(10,3),(10,14),-0.0293753 # DEPENDENCYPART_SIBL
(10,3),(10,15),-0.00430139 # DEPENDENCYPART_SIBL
(10,3),(10,16),-0.0430206 # DEPENDENCYPART_SIBL
(10,3),(10,17),-0.0241738 # DEPENDENCYPART_SIBL
(10,3),(10,18),-0.030942 # DEPENDENCYPART_SIBL
(10,3),(10,19),-0.0091142 # DEPENDENCYPART_SIBL
(10,3),(10,20),-0.00234539 # DEPENDENCYPART_SIBL
(10,3),(10,21),-0.00234539 # DEPENDENCYPART_SIBL
(10,3),(10,22),-0.00234539 # DEPENDENCYPART_SIBL
(10,3),(10,23),-0.0312563 # DEPENDENCYPART_SIBL
(10,3),(10,24),-0.00234539 # DEPENDENCYPART_SIBL
(10,3),(10,26),-0.0293753 # DEPENDENCYPART_SIBL
(10,4),(10,5),0.0103738 # DEPENDENCYPART_SIBL
(10,4),(10,6),0.0138011 # DEPENDENCYPART_SIBL
(10,4),(10,7),0.0138011 # DEPENDENCYPART_SIBL
(10,4),(10,8),0.0138011 # DEPENDENCYPART_SIBL
(10,4),(10,9),0.0542186 # DEPENDENCYPART_SIBL
(10,4),(10,11),0.0291979 # DEPENDENCYPART_SIBL
(10,4),(10,12),0.0141771 # DEPENDENCYPART_SIBL
(10,4),(10,13),0.003475 # DEPENDENCYPART_SIBL
(10,4),(10,14),-0.0126749 # DEPENDENCYPART_SIBL
(10,4),(10,15),0.0141771 # DEPENDENCYPART_SIBL
(10,4),(10,16),-0.0161646 # DEPENDENCYPART_SIBL
(10,4),(10,17),-0.00344437 # DEPENDENCYPART_SIBL
(10,4),(10,18),-0.0163805 # DEPENDENCYPART_SIBL
(10,4),(10,19),0.0245264 # DEPENDENCYPART_SIBL
(10,4),(10,20),0.00616111 # DEPENDENCYPART_SIBL
(10,4),(10,21),0.00616111 # DEPENDENCYPART_SIBL
(10,4),(10,22),0.00389002 # DEPENDENCYPART_SIBL
(10,4),(10,23),-0.020246 # DEPENDENCYPART_SIBL
(10,4),(10,24),0.00616111 # DEPENDENCYPART_SIBL
(10,4),(10,26),-0.0126757 # DEPENDENCYPART_SIBL
(10,5),(10,6),-0.0074927 # DEPENDENCYPART_SIBL
(10,5),(10,7),-0.0074927 # DEPENDENCYPART_SIBL
(10,5),(10,8),-0.0074927 # DEPENDENCYPART_SIBL
(10,5),(10,9),0.0163124 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.0408212 # DEPENDENCYPART_SIBL
(10,5),(10,12),-0.0146493 # DEPENDENCYPART_SIBL
(10,5),(10,13),-0.0192418 # DEPENDENCYPART_SIBL
(10,5),(10,14),-0.0254246 # DEPENDENCYPART_SIBL
(10,5),(10,15),-0.0146493 # DEPENDENCYPART_SIBL
(10,5),(10,16),-0.0474622 # DEPENDENCYPART_SIBL
(10,5),(10,17),-0.0301262 # DEPENDENCYPART_SIBL
(10,5),(10,18),-0.0269913 # DEPENDENCYPART_SIBL
(10,5),(10,19),-0.0122073 # DEPENDENCYPART_SIBL
(10,5),(10,20),-0.0148109 # DEPENDENCYPART_SIBL
(10,5),(10,21),-0.0148109 # DEPENDENCYPART_SIBL
(10,5),(10,22),-0.0148109 # DEPENDENCYPART_SIBL
(10,5),(10,23),-0.0273056 # DEPENDENCYPART_SIBL
(10,5),(10,24),-0.0148109 # DEPENDENCYPART_SIBL
(10,5),(10,26),-0.0254246 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.0138011 # DEPENDENCYPART_SIBL
(10,6),(10,8),0.0138011 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.0542186 # DEPENDENCYPART_SIBL
(10,6),(10,11),0.0291979 # DEPENDENCYPART_SIBL
(10,6),(10,12),0.0141771 # DEPENDENCYPART_SIBL
(10,6),(10,13),0.003475 # DEPENDENCYPART_SIBL
(10,6),(10,14),-0.0126749 # DEPENDENCYPART_SIBL
(10,6),(10,15),0.0141771 # DEPENDENCYPART_SIBL
(10,6),(10,16),-0.0161646 # DEPENDENCYPART_SIBL
(10,6),(10,17),-0.00344437 # DEPENDENCYPART_SIBL
(10,6),(10,18),-0.0163805 # DEPENDENCYPART_SIBL
(10,6),(10,19),0.0245264 # DEPENDENCYPART_SIBL
(10,6),(10,20),0.00616111 # DEPENDENCYPART_SIBL
(10,6),(10,21),0.00616111 # DEPENDENCYPART_SIBL
(10,6),(10,22),0.00389002 # DEPENDENCYPART_SIBL
(10,6),(10,23),-0.020246 # DEPENDENCYPART_SIBL
(10,6),(10,24),0.00616111 # DEPENDENCYPART_SIBL
(10,6),(10,26),-0.0126757 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.0138011 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.0542186 # DEPENDENCYPART_SIBL
(10,7),(10,11),0.0291979 # DEPENDENCYPART_SIBL
(10,7),(10,12),0.0141771 # DEPENDENCYPART_SIBL
(10,7),(10,13),0.003475 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.0126749 # DEPENDENCYPART_SIBL
(10,7),(10,15),0.0141771 # DEPENDENCYPART_SIBL
(10,7),(10,16),-0.0161646 # DEPENDENCYPART_SIBL
(10,7),(10,17),-0.00344437 # DEPENDENCYPART_SIBL
(10,7),(10,18),-0.0163805 # DEPENDENCYPART_SIBL
(10,7),(10,19),0.0245264 # DEPENDENCYPART_SIBL
(10,7),(10,20),0.00616111 # DEPENDENCYPART_SIBL
(10,7),(10,21),0.00616111 # DEPENDENCYPART_SIBL
(10,7),(10,22),0.00389002 # DEPENDENCYPART_SIBL
(10,7),(10,23),-0.020246 # DEPENDENCYPART_SIBL
(10,7),(10,24),0.00616111 # DEPENDENCYPART_SIBL
(10,7),(10,26),-0.0126757 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.0542186 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.0291979 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.0141771 # DEPENDENCYPART_SIBL
(10,8),(10,13),0.003475 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.0126749 # DEPENDENCYPART_SIBL
(10,8),(10,15),0.0141771 # DEPENDENCYPART_SIBL
(10,8),(10,16),-0.0161646 # DEPENDENCYPART_SIBL
(10,8),(10,17),-0.00344437 # DEPENDENCYPART_SIBL
(10,8),(10,18),-0.0163805 # DEPENDENCYPART_SIBL
(10,8),(10,19),0.0245264 # DEPENDENCYPART_SIBL
(10,8),(10,20),0.00616111 # DEPENDENCYPART_SIBL
(10,8),(10,21),0.00616111 # DEPENDENCYPART_SIBL
(10,8),(10,22),0.00389002 # DEPENDENCYPART_SIBL
(10,8),(10,23),-0.020246 # DEPENDENCYPART_SIBL
(10,8),(10,24),0.00616111 # DEPENDENCYPART_SIBL
(10,8),(10,26),-0.0126757 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.0339692 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.0180715 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.0117831 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.0080032 # DEPENDENCYPART_SIBL
(10,9),(10,15),0.0180715 # DEPENDENCYPART_SIBL
(10,9),(10,16),-0.0206183 # DEPENDENCYPART_SIBL
(10,9),(10,17),0.00486374 # DEPENDENCYPART_SIBL
(10,9),(10,18),-0.0117088 # DEPENDENCYPART_SIBL
(10,9),(10,19),0.0292976 # DEPENDENCYPART_SIBL
(10,9),(10,20),0.0178359 # DEPENDENCYPART_SIBL
(10,9),(10,21),0.0178359 # DEPENDENCYPART_SIBL
(10,9),(10,22),0.0155648 # DEPENDENCYPART_SIBL
(10,9),(10,23),-0.0155743 # DEPENDENCYPART_SIBL
(10,9),(10,24),0.0178359 # DEPENDENCYPART_SIBL
(10,9),(10,26),-0.008004 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.0156025 # DEPENDENCYPART_SIBL
(10,11),(10,13),0.0854025 # DEPENDENCYPART_SIBL
(10,11),(10,14),0.0760789 # DEPENDENCYPART_SIBL
(10,11),(10,15),0.0156025 # DEPENDENCYPART_SIBL
(10,11),(10,16),0.00799987 # DEPENDENCYPART_SIBL
(10,11),(10,17),0.0844681 # DEPENDENCYPART_SIBL
(10,11),(10,18),0.0760789 # DEPENDENCYPART_SIBL
(10,11),(10,19),-0.0830675 # DEPENDENCYPART_SIBL
(10,11),(10,20),0.106143 # DEPENDENCYPART_SIBL
(10,11),(10,21),0.106143 # DEPENDENCYPART_SIBL
(10,11),(10,22),0.106143 # DEPENDENCYPART_SIBL
(10,11),(10,23),0.0725482 # DEPENDENCYPART_SIBL
(10,11),(10,24),0.106143 # DEPENDENCYPART_SIBL
(10,11),(10,26),0.0760789 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.189285 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.042214 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.276255 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.0486553 # DEPENDENCYPART_SIBL
(10,12),(10,17),-0.181159 # DEPENDENCYPART_SIBL
(10,12),(10,18),-0.042214 # DEPENDENCYPART_SIBL
(10,12),(10,19),-0.0454059 # DEPENDENCYPART_SIBL
(10,12),(10,20),-0.0895815 # DEPENDENCYPART_SIBL
(10,12),(10,21),-0.0895815 # DEPENDENCYPART_SIBL
(10,12),(10,22),-0.0895815 # DEPENDENCYPART_SIBL
(10,12),(10,23),-0.0436874 # DEPENDENCYPART_SIBL
(10,12),(10,24),-0.0895815 # DEPENDENCYPART_SIBL
(10,12),(10,26),-0.042214 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.0377543 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.0629779 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.0142941 # DEPENDENCYPART_SIBL
(10,13),(10,17),-0.00996714 # DEPENDENCYPART_SIBL
(10,13),(10,18),-0.0377543 # DEPENDENCYPART_SIBL
(10,13),(10,19),-0.0259002 # DEPENDENCYPART_SIBL
(10,13),(10,20),0.0275332 # DEPENDENCYPART_SIBL
(10,13),(10,21),0.0275332 # DEPENDENCYPART_SIBL
(10,13),(10,22),0.0275332 # DEPENDENCYPART_SIBL
(10,13),(10,23),-0.0397706 # DEPENDENCYPART_SIBL
(10,13),(10,24),0.0275332 # DEPENDENCYPART_SIBL
(10,13),(10,26),-0.0381912 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.0484818 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.0428601 # DEPENDENCYPART_SIBL
(10,14),(10,17),-0.0272008 # DEPENDENCYPART_SIBL
(10,14),(10,18),-0.0259087 # DEPENDENCYPART_SIBL
(10,14),(10,19),0.0325244 # DEPENDENCYPART_SIBL
(10,14),(10,20),-0.0379641 # DEPENDENCYPART_SIBL
(10,14),(10,21),-0.0379641 # DEPENDENCYPART_SIBL
(10,14),(10,22),-0.0379641 # DEPENDENCYPART_SIBL
(10,14),(10,23),-0.0280654 # DEPENDENCYPART_SIBL
(10,14),(10,24),-0.0379641 # DEPENDENCYPART_SIBL
(10,14),(10,26),-0.0259082 # DEPENDENCYPART_SIBL
(10,15),(10,16),-0.0486553 # DEPENDENCYPART_SIBL
(10,15),(10,17),-0.181159 # DEPENDENCYPART_SIBL
(10,15),(10,18),-0.042214 # DEPENDENCYPART_SIBL
(10,15),(10,19),-0.0454059 # DEPENDENCYPART_SIBL
(10,15),(10,20),-0.0895815 # DEPENDENCYPART_SIBL
(10,15),(10,21),-0.0895815 # DEPENDENCYPART_SIBL
(10,15),(10,22),-0.0895815 # DEPENDENCYPART_SIBL
(10,15),(10,23),-0.0436874 # DEPENDENCYPART_SIBL
(10,15),(10,24),-0.0895815 # DEPENDENCYPART_SIBL
(10,15),(10,26),-0.042214 # DEPENDENCYPART_SIBL
(10,16),(10,17),0.0194406 # DEPENDENCYPART_SIBL
(10,16),(10,18),-0.031329 # DEPENDENCYPART_SIBL
(10,16),(10,19),-0.00118402 # DEPENDENCYPART_SIBL
(10,16),(10,20),0.0100428 # DEPENDENCYPART_SIBL
(10,16),(10,21),0.0100428 # DEPENDENCYPART_SIBL
(10,16),(10,22),0.0100428 # DEPENDENCYPART_SIBL
(10,16),(10,23),-0.0307818 # DEPENDENCYPART_SIBL
(10,16),(10,24),0.0100428 # DEPENDENCYPART_SIBL
(10,16),(10,26),-0.029878 # DEPENDENCYPART_SIBL
(10,17),(10,18),-0.0231628 # DEPENDENCYPART_SIBL
(10,17),(10,19),-0.0212079 # DEPENDENCYPART_SIBL
(10,17),(10,20),0.0250288 # DEPENDENCYPART_SIBL
(10,17),(10,21),0.0250288 # DEPENDENCYPART_SIBL
(10,17),(10,22),0.0250288 # DEPENDENCYPART_SIBL
(10,17),(10,23),-0.0251791 # DEPENDENCYPART_SIBL
(10,17),(10,24),0.0250288 # DEPENDENCYPART_SIBL
(10,17),(10,26),-0.0235997 # DEPENDENCYPART_SIBL
(10,18),(10,19),0.0273316 # DEPENDENCYPART_SIBL
(10,18),(10,20),-0.0389688 # DEPENDENCYPART_SIBL
(10,18),(10,21),-0.0389688 # DEPENDENCYPART_SIBL
(10,18),(10,22),-0.0389688 # DEPENDENCYPART_SIBL
(10,18),(10,23),-0.0289064 # DEPENDENCYPART_SIBL
(10,18),(10,24),-0.0389688 # DEPENDENCYPART_SIBL
(10,18),(10,26),-0.0267492 # DEPENDENCYPART_SIBL
(10,19),(10,20),-0.0477945 # DEPENDENCYPART_SIBL
(10,19),(10,21),-0.0477945 # DEPENDENCYPART_SIBL
(10,19),(10,22),-0.0477945 # DEPENDENCYPART_SIBL
(10,19),(10,23),-0.0565436 # DEPENDENCYPART_SIBL
(10,19),(10,24),-0.0477945 # DEPENDENCYPART_SIBL
(10,19),(10,26),-0.053013 # DEPENDENCYPART_SIBL
(10,20),(10,21),-0.00808186 # DEPENDENCYPART_SIBL
(10,20),(10,22),-0.00808186 # DEPENDENCYPART_SIBL
