# _root_ haren ustez , euskal_gizarteak aldaketa edo alternatiba bat eskatzen du gobernuan , eta hori ppk bete behar_du .
#goldHeads=2,9,2,9,6,9,6,7,13,17,9,11,0,16,17,17,13,17,
#predictedHeads=2,9,2,9,6,9,6,7,13,9,9,11,0,17,17,17,13,17,
(7,13),(13,17),-0.242856 # DEPENDENCYPART_GRANDPAR
(7,15),(15,11),-0.266039 # DEPENDENCYPART_GRANDPAR
(7,15),(15,12),-0.29138 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),-0.3668 # DEPENDENCYPART_GRANDPAR
(7,17),(17,2),-0.595012 # DEPENDENCYPART_GRANDPAR
(7,17),(17,4),-0.642474 # DEPENDENCYPART_GRANDPAR
(7,17),(17,5),-0.523428 # DEPENDENCYPART_GRANDPAR
(7,17),(17,6),-0.442113 # DEPENDENCYPART_GRANDPAR
(7,17),(17,7),-0.550525 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,17),(17,8),-0.341986 # DEPENDENCYPART_GRANDPAR
(7,17),(17,9),-0.335927 # DEPENDENCYPART_GRANDPAR
(7,17),(17,10),-0.0907026 # DEPENDENCYPART_GRANDPAR
(7,17),(17,11),-0.349039 # DEPENDENCYPART_GRANDPAR
(7,17),(17,13),-0.139854 # DEPENDENCYPART_GRANDPAR
(7,17),(17,14),-0.412307 # DEPENDENCYPART_GRANDPAR
(7,17),(17,15),-0.352929 # DEPENDENCYPART_GRANDPAR
(7,17),(17,16),-0.278415 # DEPENDENCYPART_GRANDPAR
(7,17),(17,18),-0.377547 # DEPENDENCYPART_GRANDPAR
(7,18),(18,16),-0.193898 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.105726 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),-0.0189734 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),-0.249616 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),-0.0558395 # DEPENDENCYPART_GRANDPAR
(8,2),(2,6),0.117561 # DEPENDENCYPART_GRANDPAR
(8,2),(2,7),0.0348586 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.107232 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.370974 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.113124 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.0158013 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),0.124011 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),0.0766712 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-0.535903 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,1),-0.100452 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.371598 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.113893 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.362601 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),0.124561 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),0.0752613 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-0.535903 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),-0.522807 # DEPENDENCYPART_GRANDPAR
(8,5),(5,10),-0.76137 # DEPENDENCYPART_GRANDPAR
(8,5),(5,17),-0.492175 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.107232 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.113124 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.169463 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),0.109327 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-0.535903 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.522807 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.76137 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.546652 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-0.460988 # DEPENDENCYPART_GRANDPAR
(8,7),(7,15),-0.50038 # DEPENDENCYPART_GRANDPAR
(8,7),(7,17),-0.492175 # DEPENDENCYPART_GRANDPAR
(8,7),(7,18),-0.352989 # DEPENDENCYPART_GRANDPAR
(9,1),(1,9),-0.508609 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,2),(2,1),0.14515 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),0.0408526 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),0.0822626 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),0.212222 # DEPENDENCYPART_GRANDPAR
(9,2),(2,6),0.218762 # DEPENDENCYPART_GRANDPAR
(9,2),(2,7),0.215067 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),0.245194 # DEPENDENCYPART_GRANDPAR
(9,3),(3,17),-0.443279 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),0.172378 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.13689 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.00904778 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),0.213738 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),0.246396 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),0.220113 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),0.62768 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),0.193652 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.126839 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),0.000787836 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),0.0699136 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),0.249706 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),0.220258 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),0.633959 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-0.456981 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,10),-0.487475 # DEPENDENCYPART_GRANDPAR
(9,5),(5,17),-0.333281 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),0.14892 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.0271678 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),0.00919135 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),0.147334 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),0.270087 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),0.16496 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),0.486584 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-0.593366 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-0.624574 # DEPENDENCYPART_GRANDPAR
(9,6),(6,11),-0.171981 # DEPENDENCYPART_GRANDPAR
(9,6),(6,12),0.169395 # DEPENDENCYPART_GRANDPAR
(9,6),(6,13),-0.103293 # DEPENDENCYPART_GRANDPAR
(9,6),(6,16),-0.0789228 # DEPENDENCYPART_GRANDPAR
(9,6),(6,17),-0.469632 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),0.17294 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.00848569 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),0.176194 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),0.210358 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),0.628861 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-0.456981 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.487475 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-0.0158518 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),0.0151919 # DEPENDENCYPART_GRANDPAR
(9,7),(7,15),-0.17739 # DEPENDENCYPART_GRANDPAR
(9,7),(7,17),-0.333281 # DEPENDENCYPART_GRANDPAR
(9,7),(7,18),0.232264 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.0339 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),0.0682237 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),0.191677 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),0.194651 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),0.230756 # DEPENDENCYPART_GRANDPAR
(9,10),(10,11),0.110618 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),0.0514364 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.0616991 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),-0.0869263 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),-0.215171 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),0.0702546 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),0.0035427 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),0.284817 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.184396 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),-0.433163 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),0.4438 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),0.123292 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),0.302265 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),0.00434598 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),0.226762 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.175719 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),0.258586 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-0.0358938 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),-0.300429 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),0.358389 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),0.105667 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),0.138239 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-0.252515 # DEPENDENCYPART_GRANDPAR
(9,13),(13,1),-0.178205 # DEPENDENCYPART_GRANDPAR
(9,13),(13,2),-0.352139 # DEPENDENCYPART_GRANDPAR
(9,13),(13,4),-0.355842 # DEPENDENCYPART_GRANDPAR
(9,13),(13,5),-0.225139 # DEPENDENCYPART_GRANDPAR
(9,13),(13,6),-0.0673872 # DEPENDENCYPART_GRANDPAR
(9,13),(13,7),-0.224129 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),0.178665 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-0.258211 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),-0.440892 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),0.181847 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),0.373068 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),0.257127 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),0.0615393 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),0.202351 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.182743 # DEPENDENCYPART_GRANDPAR
(9,15),(15,11),0.201039 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),0.427142 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),0.225978 # DEPENDENCYPART_GRANDPAR
(9,16),(16,1),-0.136945 # DEPENDENCYPART_GRANDPAR
(9,16),(16,2),-0.306592 # DEPENDENCYPART_GRANDPAR
(9,16),(16,3),-0.282955 # DEPENDENCYPART_GRANDPAR
(9,16),(16,4),-0.283177 # DEPENDENCYPART_GRANDPAR
(9,16),(16,5),-0.152481 # DEPENDENCYPART_GRANDPAR
(9,16),(16,6),-0.0443931 # DEPENDENCYPART_GRANDPAR
(9,16),(16,7),-0.151471 # DEPENDENCYPART_GRANDPAR
(9,16),(16,9),-0.392386 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,16),(16,10),-0.298149 # DEPENDENCYPART_GRANDPAR
(9,16),(16,11),0.160769 # DEPENDENCYPART_GRANDPAR
(9,16),(16,12),0.426264 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),0.113461 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),0.200058 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),0.0252529 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.245278 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),0.478186 # DEPENDENCYPART_GRANDPAR
(9,17),(17,2),-0.312336 # DEPENDENCYPART_GRANDPAR
(9,17),(17,4),-0.283541 # DEPENDENCYPART_GRANDPAR
(9,17),(17,5),-0.152845 # DEPENDENCYPART_GRANDPAR
(9,17),(17,6),-0.0454575 # DEPENDENCYPART_GRANDPAR
(9,17),(17,7),-0.151836 # DEPENDENCYPART_GRANDPAR
(9,17),(17,8),0.217754 # DEPENDENCYPART_GRANDPAR
(9,17),(17,9),-0.387619 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,17),(17,10),-0.291071 # DEPENDENCYPART_GRANDPAR
(9,17),(17,11),0.176228 # DEPENDENCYPART_GRANDPAR
(9,17),(17,13),0.106419 # DEPENDENCYPART_GRANDPAR
(9,17),(17,14),0.203266 # DEPENDENCYPART_GRANDPAR
(9,17),(17,15),0.0411532 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),0.125908 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),0.472365 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),-0.151969 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.477459 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.277158 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.247721 # DEPENDENCYPART_GRANDPAR
(10,11),(11,1),-0.563241 # DEPENDENCYPART_GRANDPAR
(10,11),(11,2),-0.375223 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-0.450919 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-0.407825 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.435855 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.169615 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.649405 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),0.130491 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.0739064 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.0393666 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.553753 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.362279 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),-0.0316 # DEPENDENCYPART_GRANDPAR
(10,11),(11,18),-0.017653 # DEPENDENCYPART_GRANDPAR
(10,13),(13,1),-0.54653 # DEPENDENCYPART_GRANDPAR
(10,13),(13,2),-0.402845 # DEPENDENCYPART_GRANDPAR
(10,13),(13,4),-0.705629 # DEPENDENCYPART_GRANDPAR
(10,13),(13,5),-0.505184 # DEPENDENCYPART_GRANDPAR
(10,13),(13,6),-0.464998 # DEPENDENCYPART_GRANDPAR
(10,13),(13,7),-0.475888 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-0.425513 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-0.242908 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.688382 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),-0.0463925 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),0.0860845 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.0841757 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.632212 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.397821 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.0567887 # DEPENDENCYPART_GRANDPAR
(10,15),(15,11),0.0198855 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),0.0869429 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.363171 # DEPENDENCYPART_GRANDPAR
(11,1),(1,9),0.0964389 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),0.0586524 # DEPENDENCYPART_GRANDPAR
(11,2),(2,3),-0.0904282 # DEPENDENCYPART_GRANDPAR
(11,2),(2,4),-0.555481 # DEPENDENCYPART_GRANDPAR
(11,2),(2,5),-0.218361 # DEPENDENCYPART_GRANDPAR
(11,2),(2,6),-0.216622 # DEPENDENCYPART_GRANDPAR
(11,2),(2,7),-0.0756984 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),0.178044 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-0.223846 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),0.0236316 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.445917 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.108844 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),-0.00940172 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),-0.428408 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),0.164827 # DEPENDENCYPART_GRANDPAR
(11,6),(6,10),-0.991569 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-0.69652 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,12),-0.17144 # DEPENDENCYPART_GRANDPAR
(11,6),(6,13),-0.305682 # DEPENDENCYPART_GRANDPAR
(11,6),(6,16),-0.614869 # DEPENDENCYPART_GRANDPAR
(11,6),(6,17),-0.250012 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),0.0690669 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),0.0220335 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.263641 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.302495 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.406304 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),0.20003 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),-1.0318 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-0.708746 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,13),-0.327444 # DEPENDENCYPART_GRANDPAR
(11,7),(7,15),-1.03417 # DEPENDENCYPART_GRANDPAR
(11,7),(7,17),-0.223698 # DEPENDENCYPART_GRANDPAR
(11,7),(7,18),-0.317662 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),-0.254811 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.608475 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.271244 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.128661 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),0.0827411 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),-0.249637 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),0.023349 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.44191 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.114646 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.295005 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),0.0333558 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.488083 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.813637 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-0.729371 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.201141 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),-0.359507 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),-1.05787 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),-0.640442 # DEPENDENCYPART_GRANDPAR
(11,9),(9,17),-0.275425 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.500474 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-0.683218 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,13),-0.304685 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-1.00862 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-0.326809 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-1.3125 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.280618 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),-0.181116 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.420598 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-0.0506139 # DEPENDENCYPART_GRANDPAR
(11,13),(13,1),-0.150799 # DEPENDENCYPART_GRANDPAR
(11,13),(13,2),-0.470471 # DEPENDENCYPART_GRANDPAR
(11,13),(13,4),-0.95682 # DEPENDENCYPART_GRANDPAR
(11,13),(13,5),-0.619478 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-0.471614 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),-0.477035 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-0.74388 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.350257 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-1.32173 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.260797 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.0205416 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),0.0816595 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.575915 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.260122 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),0.112538 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),0.0464741 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.36886 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-0.285437 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),-0.0334815 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.326757 # DEPENDENCYPART_GRANDPAR
(11,16),(16,1),-0.163117 # DEPENDENCYPART_GRANDPAR
(11,16),(16,2),-0.485987 # DEPENDENCYPART_GRANDPAR
(11,16),(16,3),-0.308088 # DEPENDENCYPART_GRANDPAR
(11,16),(16,4),-0.947233 # DEPENDENCYPART_GRANDPAR
(11,16),(16,5),-0.609894 # DEPENDENCYPART_GRANDPAR
(11,16),(16,6),-0.5119 # DEPENDENCYPART_GRANDPAR
(11,16),(16,7),-0.467451 # DEPENDENCYPART_GRANDPAR
(11,16),(16,9),-0.353062 # DEPENDENCYPART_GRANDPAR
(11,16),(16,10),-1.31945 # DEPENDENCYPART_GRANDPAR
(11,16),(16,11),-0.392093 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,16),(16,12),-0.0250498 # DEPENDENCYPART_GRANDPAR
(11,16),(16,13),0.0102175 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),-0.0197426 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),-0.719324 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),0.0200228 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.163285 # DEPENDENCYPART_GRANDPAR
(11,17),(17,2),-0.488322 # DEPENDENCYPART_GRANDPAR
(11,17),(17,4),-0.946837 # DEPENDENCYPART_GRANDPAR
(11,17),(17,5),-0.609498 # DEPENDENCYPART_GRANDPAR
(11,17),(17,6),-0.511898 # DEPENDENCYPART_GRANDPAR
(11,17),(17,7),-0.467055 # DEPENDENCYPART_GRANDPAR
(11,17),(17,8),-0.757285 # DEPENDENCYPART_GRANDPAR
(11,17),(17,9),-0.352162 # DEPENDENCYPART_GRANDPAR
(11,17),(17,10),-1.31914 # DEPENDENCYPART_GRANDPAR
(11,17),(17,11),-0.368437 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,17),(17,13),0.00862407 # DEPENDENCYPART_GRANDPAR
(11,17),(17,14),-0.0106729 # DEPENDENCYPART_GRANDPAR
(11,17),(17,15),-0.695333 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),-0.238372 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),-0.161936 # DEPENDENCYPART_GRANDPAR
(11,18),(18,16),-0.153855 # DEPENDENCYPART_GRANDPAR
(12,9),(9,1),-0.320686 # DEPENDENCYPART_GRANDPAR
(12,9),(9,2),0.0928437 # DEPENDENCYPART_GRANDPAR
(12,9),(9,3),-0.0913116 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),-0.149443 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.136587 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.156514 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.0575211 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.225789 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),0.226605 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),0.122164 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-0.562003 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,13),-0.403553 # DEPENDENCYPART_GRANDPAR
(12,9),(9,15),-0.543604 # DEPENDENCYPART_GRANDPAR
(12,9),(9,16),-0.450377 # DEPENDENCYPART_GRANDPAR
(12,9),(9,17),-0.460092 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.101567 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),0.218631 # DEPENDENCYPART_GRANDPAR
(12,10),(10,13),-0.360698 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),-0.477592 # DEPENDENCYPART_GRANDPAR
(12,11),(11,1),-0.293479 # DEPENDENCYPART_GRANDPAR
(12,11),(11,2),0.0382982 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),-0.101638 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),0.0167189 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.195933 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),0.200477 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),0.182668 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-0.38599 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.308115 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.375963 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.381185 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-0.329232 # DEPENDENCYPART_GRANDPAR
(12,11),(11,17),-0.339261 # DEPENDENCYPART_GRANDPAR
(12,11),(11,18),-0.284754 # DEPENDENCYPART_GRANDPAR
(12,13),(13,1),-0.482318 # DEPENDENCYPART_GRANDPAR
(12,13),(13,2),-0.143905 # DEPENDENCYPART_GRANDPAR
(12,13),(13,4),-0.453968 # DEPENDENCYPART_GRANDPAR
(12,13),(13,5),-0.431142 # DEPENDENCYPART_GRANDPAR
(12,13),(13,6),-0.305514 # DEPENDENCYPART_GRANDPAR
(12,13),(13,7),-0.357635 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-0.369683 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-0.145257 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.0403272 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.165871 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.324063 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.226747 # DEPENDENCYPART_GRANDPAR
