# _root_ orduan alexander potzu izoztuaren erdialdera joan zen , besoak zabalduta , otsoaren ihesa gordeaz adiunez .
#goldHeads=6,6,5,3,6,0,6,7,10,11,6,13,14,11,14,15,
#predictedHeads=6,3,4,5,6,0,6,7,10,6,10,13,14,6,14,15,
(7,5),(5,9),-0.793019 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.5005 # DEPENDENCYPART_GRANDPAR
(7,5),(5,13),-0.527831 # DEPENDENCYPART_GRANDPAR
(7,5),(5,14),-0.529469 # DEPENDENCYPART_GRANDPAR
(7,5),(5,15),-0.707911 # DEPENDENCYPART_GRANDPAR
(7,5),(5,16),-0.211597 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-0.662025 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.404021 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.388502 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.784831 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.670639 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.400841 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.429809 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.585532 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-0.419513 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-0.301938 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.357833 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.65393 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.342359 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.774522 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.0391926 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.313487 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.0710572 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.554379 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.313098 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.342157 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.493178 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.0286497 # DEPENDENCYPART_GRANDPAR
(7,12),(12,8),0.0391926 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),-0.157084 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),-0.0888245 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.313098 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),-0.0286497 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),0.0488048 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),0.322286 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),0.124424 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),0.0115328 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.149295 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.0731378 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),0.000305935 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),0.198907 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),0.218003 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-0.454084 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,9),-0.350756 # DEPENDENCYPART_GRANDPAR
(8,4),(4,10),-0.305083 # DEPENDENCYPART_GRANDPAR
(8,4),(4,11),0.000582324 # DEPENDENCYPART_GRANDPAR
(8,4),(4,12),-0.507217 # DEPENDENCYPART_GRANDPAR
(8,4),(4,13),-0.501194 # DEPENDENCYPART_GRANDPAR
(8,4),(4,14),-0.274307 # DEPENDENCYPART_GRANDPAR
(8,4),(4,15),-0.450953 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),0.0188801 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.165475 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.0893178 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),0.132855 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.0136984 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),0.210589 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-0.455092 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.351051 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.302311 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.00042555 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-0.507512 # DEPENDENCYPART_GRANDPAR
(8,6),(6,13),-0.501489 # DEPENDENCYPART_GRANDPAR
(8,6),(6,14),-0.271535 # DEPENDENCYPART_GRANDPAR
(8,6),(6,15),-0.451248 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.0618692 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),0.0142882 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),0.226158 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),0.0899076 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-0.401303 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.290914 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.447375 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-0.148051 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-0.264773 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.0425693 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.189154 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.0269143 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),0.0460491 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.240379 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),0.0528721 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),0.320493 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.0921211 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.0860984 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),0.0834271 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.0358577 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.143929 # DEPENDENCYPART_GRANDPAR
(8,10),(10,1),-0.233332 # DEPENDENCYPART_GRANDPAR
(8,10),(10,2),-0.499207 # DEPENDENCYPART_GRANDPAR
(8,10),(10,3),-0.423049 # DEPENDENCYPART_GRANDPAR
(8,10),(10,4),-0.161862 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-0.34743 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.14705 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),0.00029277 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.314349 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.00378945 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),0.262069 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.158145 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.152122 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),0.0217846 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.101882 # DEPENDENCYPART_GRANDPAR
(8,14),(14,1),-0.233332 # DEPENDENCYPART_GRANDPAR
(8,14),(14,2),-0.499207 # DEPENDENCYPART_GRANDPAR
(8,14),(14,3),-0.423049 # DEPENDENCYPART_GRANDPAR
(8,14),(14,4),-0.161861 # DEPENDENCYPART_GRANDPAR
(8,14),(14,5),-0.34743 # DEPENDENCYPART_GRANDPAR
(8,14),(14,6),-0.147049 # DEPENDENCYPART_GRANDPAR
(8,14),(14,7),0.00029277 # DEPENDENCYPART_GRANDPAR
(8,14),(14,8),-0.311467 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,14),(14,9),-0.00301991 # DEPENDENCYPART_GRANDPAR
(8,14),(14,10),0.0395467 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),0.143199 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),-0.159481 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.153458 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.101042 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.149371 # DEPENDENCYPART_GRANDPAR
(8,15),(15,1),-0.148051 # DEPENDENCYPART_GRANDPAR
(8,15),(15,6),-0.0269143 # DEPENDENCYPART_GRANDPAR
(8,15),(15,11),0.214287 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),-0.0353626 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),-0.02934 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),0.20984 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-0.143929 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),-0.424064 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),-0.230242 # DEPENDENCYPART_GRANDPAR
(9,1),(1,5),0.16255 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),-0.253114 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.484743 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),0.369409 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),0.20333 # DEPENDENCYPART_GRANDPAR
(9,3),(3,7),-0.809824 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.122025 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.328445 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.134624 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),0.0986818 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),-0.110323 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),-0.585118 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),-0.108897 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-0.825887 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,10),-0.771551 # DEPENDENCYPART_GRANDPAR
(9,4),(4,11),-0.211183 # DEPENDENCYPART_GRANDPAR
(9,4),(4,12),-0.559196 # DEPENDENCYPART_GRANDPAR
(9,4),(4,13),-0.274657 # DEPENDENCYPART_GRANDPAR
(9,4),(4,14),-0.483582 # DEPENDENCYPART_GRANDPAR
(9,4),(4,15),-0.418908 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),-0.253114 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.484743 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.290922 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),0.135363 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),0.0219745 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),-0.809824 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),-0.124783 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-0.806129 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,10),-0.719964 # DEPENDENCYPART_GRANDPAR
(9,5),(5,13),-0.254899 # DEPENDENCYPART_GRANDPAR
(9,5),(5,14),-0.432514 # DEPENDENCYPART_GRANDPAR
(9,5),(5,15),-0.399149 # DEPENDENCYPART_GRANDPAR
(9,5),(5,16),-0.223515 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.12666 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.368924 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.175103 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),0.114916 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),0.217689 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.564732 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.108649 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-0.826242 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-0.768509 # DEPENDENCYPART_GRANDPAR
(9,6),(6,11),-0.212131 # DEPENDENCYPART_GRANDPAR
(9,6),(6,12),-0.559552 # DEPENDENCYPART_GRANDPAR
(9,6),(6,13),-0.275012 # DEPENDENCYPART_GRANDPAR
(9,6),(6,14),-0.480539 # DEPENDENCYPART_GRANDPAR
(9,6),(6,15),-0.419263 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.430016 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.236195 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),0.146098 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),0.156598 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.0416355 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-0.784554 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,12),-0.517863 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.511825 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),0.0484761 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.276776 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.958911 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-0.744703 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.743523 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-0.456074 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),-0.337723 # DEPENDENCYPART_GRANDPAR
(9,10),(10,1),-0.376887 # DEPENDENCYPART_GRANDPAR
(9,10),(10,2),-0.828714 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-0.634893 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-0.175681 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-0.2421 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.523711 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-1.10406 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.292326 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.478392 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),0.132108 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.0603209 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),0.224218 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.181116 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),0.0799681 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-0.495701 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-1.10401 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.378001 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),-0.202904 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.242307 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),0.0422318 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.259426 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.102018 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-0.218126 # DEPENDENCYPART_GRANDPAR
(9,12),(12,10),-0.225948 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),-0.0436401 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),0.0693138 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.135568 # DEPENDENCYPART_GRANDPAR
(9,13),(13,1),-0.339148 # DEPENDENCYPART_GRANDPAR
(9,13),(13,6),-0.472209 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),-0.218126 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-0.380457 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),-0.225948 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),-0.0436401 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.113766 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.172539 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.0749363 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.135568 # DEPENDENCYPART_GRANDPAR
(9,14),(14,1),-0.376887 # DEPENDENCYPART_GRANDPAR
(9,14),(14,2),-0.828714 # DEPENDENCYPART_GRANDPAR
(9,14),(14,3),-0.634893 # DEPENDENCYPART_GRANDPAR
(9,14),(14,4),-0.17568 # DEPENDENCYPART_GRANDPAR
(9,14),(14,5),-0.2421 # DEPENDENCYPART_GRANDPAR
(9,14),(14,6),-0.52371 # DEPENDENCYPART_GRANDPAR
(9,14),(14,7),-1.10406 # DEPENDENCYPART_GRANDPAR
(9,14),(14,8),-0.292326 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-0.485105 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,10),-0.359148 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),-0.027754 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),-0.218414 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),0.0661249 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),0.0813609 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.0695322 # DEPENDENCYPART_GRANDPAR
(9,15),(15,1),-0.339148 # DEPENDENCYPART_GRANDPAR
(9,15),(15,6),-0.472209 # DEPENDENCYPART_GRANDPAR
(9,15),(15,11),-0.0436401 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),-0.113766 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),0.170773 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),0.0615074 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.135568 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),-0.591915 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),-0.143779 # DEPENDENCYPART_GRANDPAR
(10,1),(1,5),-0.299814 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),-0.128139 # DEPENDENCYPART_GRANDPAR
(10,2),(2,4),-0.108613 # DEPENDENCYPART_GRANDPAR
(10,2),(2,5),-0.284174 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),-0.151337 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.591097 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),-0.108613 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),-0.284174 # DEPENDENCYPART_GRANDPAR
(10,3),(3,7),-0.355596 # DEPENDENCYPART_GRANDPAR
(10,4),(4,1),-0.0703941 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),-0.590214 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.142079 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),-0.340856 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),-0.163257 # DEPENDENCYPART_GRANDPAR
(10,4),(4,7),-0.195911 # DEPENDENCYPART_GRANDPAR
(10,4),(4,8),-0.143366 # DEPENDENCYPART_GRANDPAR
(10,4),(4,9),0.084617 # DEPENDENCYPART_GRANDPAR
(10,4),(4,10),-0.72652 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,4),(4,11),-0.285489 # DEPENDENCYPART_GRANDPAR
(10,4),(4,12),-0.56051 # DEPENDENCYPART_GRANDPAR
(10,4),(4,13),-0.378066 # DEPENDENCYPART_GRANDPAR
(10,4),(4,14),-0.336219 # DEPENDENCYPART_GRANDPAR
(10,4),(4,15),-0.289431 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),-0.151337 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.591097 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.142961 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.1918 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),0.0328553 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),-0.355596 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),-0.158716 # DEPENDENCYPART_GRANDPAR
(10,5),(5,9),0.1413 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),-0.637135 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,5),(5,13),-0.226043 # DEPENDENCYPART_GRANDPAR
(10,5),(5,14),-0.247354 # DEPENDENCYPART_GRANDPAR
(10,5),(5,15),-0.137407 # DEPENDENCYPART_GRANDPAR
(10,5),(5,16),0.00724511 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),-0.0397261 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.596142 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.148006 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.263509 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.30404 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.188166 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),-0.146889 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),0.110726 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-0.710656 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,11),-0.27786 # DEPENDENCYPART_GRANDPAR
(10,6),(6,12),-0.547934 # DEPENDENCYPART_GRANDPAR
(10,6),(6,13),-0.36549 # DEPENDENCYPART_GRANDPAR
(10,6),(6,14),-0.320354 # DEPENDENCYPART_GRANDPAR
(10,6),(6,15),-0.276854 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.686611 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.238475 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.338551 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.394509 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.0574031 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),0.0815273 # DEPENDENCYPART_GRANDPAR
(10,7),(7,12),-0.585779 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),-0.607014 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.294737 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.15585 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.309168 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),0.291398 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-0.747093 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,14),-0.357312 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),-0.224024 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),-0.151337 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.142961 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.1918 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.298996 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.0560347 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.308732 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.0582646 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-0.637135 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.140229 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.408486 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.226043 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.247354 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-0.137407 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),0.00724511 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-0.351688 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-0.523364 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.173759 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.218538 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),-0.210783 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.0283395 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.168337 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),0.060296 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.243705 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.373039 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),-0.0552394 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.0124223 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),0.0816019 # DEPENDENCYPART_GRANDPAR
(10,13),(13,1),-0.250571 # DEPENDENCYPART_GRANDPAR
(10,13),(13,6),-0.241791 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-0.243705 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-0.0871423 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.373039 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),-0.0552394 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),-0.180044 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.0653995 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),0.0762132 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),0.0816019 # DEPENDENCYPART_GRANDPAR
(10,14),(14,1),-0.336706 # DEPENDENCYPART_GRANDPAR
(10,14),(14,2),-0.956741 # DEPENDENCYPART_GRANDPAR
(10,14),(14,3),-0.508605 # DEPENDENCYPART_GRANDPAR
(10,14),(14,4),-0.462619 # DEPENDENCYPART_GRANDPAR
(10,14),(14,5),-0.66464 # DEPENDENCYPART_GRANDPAR
(10,14),(14,6),-0.331279 # DEPENDENCYPART_GRANDPAR
(10,14),(14,7),-0.542591 # DEPENDENCYPART_GRANDPAR
(10,14),(14,8),-0.388965 # DEPENDENCYPART_GRANDPAR
(10,14),(14,9),-0.239166 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-0.566343 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,11),-0.0398901 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),-0.236727 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.0542832 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),0.0770959 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),0.252304 # DEPENDENCYPART_GRANDPAR
(10,15),(15,1),-0.250571 # DEPENDENCYPART_GRANDPAR
(10,15),(15,6),-0.241791 # DEPENDENCYPART_GRANDPAR
(10,15),(15,11),-0.0552394 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),-0.180044 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),0.00239962 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),0.0177866 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),0.0816019 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),-0.0216942 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-0.327259 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.291232 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.0242406 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.265035 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),-0.0804401 # DEPENDENCYPART_GRANDPAR
