# _root_ jean_francois_lefort_koordinaketako kidearekin_batera eskainitako prentsaurrekoan , abuztuko polizi operazioak " porrot hutsa " izan direla esan zuen , eta " poliziaren azpijokoak porrot " egin duela .
#goldHeads=2,3,4,15,4,8,8,13,8,24,10,11,18,13,0,15,16,15,18,21,24,24,22,18,24,25,
#predictedHeads=2,3,4,13,4,7,8,13,8,13,10,11,15,13,18,15,16,0,18,21,24,24,22,18,24,25,
(2,5),(5,3),0.00398674 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),0.106851 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),0.259631 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.0246798 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.156736 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.228595 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),0.0384787 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.502473 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),0.0224888 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.450619 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.116667 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.229172 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.346736 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,6),-0.459073 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.51097 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),-0.0315001 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),-0.0822053 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.114221 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.226725 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),-0.194496 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),-0.579951 # DEPENDENCYPART_GRANDPAR
(3,7),(7,1),-0.228029 # DEPENDENCYPART_GRANDPAR
(3,7),(7,2),0.0390446 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-0.478071 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,4),-0.0212319 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),-0.072913 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),-0.426254 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.227739 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),-0.195486 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.571486 # DEPENDENCYPART_GRANDPAR
(3,8),(8,1),-0.227983 # DEPENDENCYPART_GRANDPAR
(3,8),(8,2),0.0390904 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),-0.510978 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,4),-0.0315254 # DEPENDENCYPART_GRANDPAR
(3,8),(8,5),-0.0773555 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),-0.436548 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),-0.103758 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.452898 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),-0.190324 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.58047 # DEPENDENCYPART_GRANDPAR
(3,8),(8,14),-0.441503 # DEPENDENCYPART_GRANDPAR
(3,11),(11,2),-0.0729351 # DEPENDENCYPART_GRANDPAR
(3,11),(11,4),-0.0373115 # DEPENDENCYPART_GRANDPAR
(3,11),(11,6),-0.448015 # DEPENDENCYPART_GRANDPAR
(3,11),(11,7),-0.118286 # DEPENDENCYPART_GRANDPAR
(3,11),(11,8),-0.225362 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),-0.188752 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),-0.399984 # DEPENDENCYPART_GRANDPAR
(3,11),(11,22),-0.720277 # DEPENDENCYPART_GRANDPAR
(3,11),(11,24),-0.442188 # DEPENDENCYPART_GRANDPAR
(3,13),(13,1),-0.355939 # DEPENDENCYPART_GRANDPAR
(3,13),(13,2),-0.0888655 # DEPENDENCYPART_GRANDPAR
(3,13),(13,3),-0.705953 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,13),(13,4),-0.0929464 # DEPENDENCYPART_GRANDPAR
(3,13),(13,5),-0.0653338 # DEPENDENCYPART_GRANDPAR
(3,13),(13,6),-0.501847 # DEPENDENCYPART_GRANDPAR
(3,13),(13,7),-0.164385 # DEPENDENCYPART_GRANDPAR
(3,13),(13,8),-0.279035 # DEPENDENCYPART_GRANDPAR
(3,13),(13,10),-0.242122 # DEPENDENCYPART_GRANDPAR
(3,13),(13,11),-0.701516 # DEPENDENCYPART_GRANDPAR
(3,13),(13,14),-0.333345 # DEPENDENCYPART_GRANDPAR
(3,13),(13,15),-0.554623 # DEPENDENCYPART_GRANDPAR
(3,13),(13,16),-0.721688 # DEPENDENCYPART_GRANDPAR
(3,13),(13,17),-0.562032 # DEPENDENCYPART_GRANDPAR
(3,13),(13,18),-0.289364 # DEPENDENCYPART_GRANDPAR
(3,13),(13,20),-0.641092 # DEPENDENCYPART_GRANDPAR
(3,13),(13,21),-0.742991 # DEPENDENCYPART_GRANDPAR
(3,13),(13,22),-0.730872 # DEPENDENCYPART_GRANDPAR
(3,13),(13,24),-0.466158 # DEPENDENCYPART_GRANDPAR
(3,13),(13,25),0.0199359 # DEPENDENCYPART_GRANDPAR
(3,14),(14,10),-0.216718 # DEPENDENCYPART_GRANDPAR
(3,14),(14,13),-0.0102232 # DEPENDENCYPART_GRANDPAR
(3,14),(14,15),-0.514762 # DEPENDENCYPART_GRANDPAR
(3,14),(14,16),-0.8069 # DEPENDENCYPART_GRANDPAR
(3,16),(16,13),-0.0327707 # DEPENDENCYPART_GRANDPAR
(3,16),(16,17),-0.587622 # DEPENDENCYPART_GRANDPAR
(3,16),(16,18),-0.416236 # DEPENDENCYPART_GRANDPAR
(3,16),(16,20),-0.798116 # DEPENDENCYPART_GRANDPAR
(3,16),(16,21),-0.900977 # DEPENDENCYPART_GRANDPAR
(3,16),(16,25),-0.142004 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),0.259192 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),0.112281 # DEPENDENCYPART_GRANDPAR
(4,2),(2,5),-0.140964 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),0.293985 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),0.39061 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-0.632963 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.215155 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.235162 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.392428 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-0.720032 # DEPENDENCYPART_GRANDPAR
(4,3),(3,11),-0.304287 # DEPENDENCYPART_GRANDPAR
(4,3),(3,13),-0.537693 # DEPENDENCYPART_GRANDPAR
(4,3),(3,14),-0.586713 # DEPENDENCYPART_GRANDPAR
(4,3),(3,16),-0.447192 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.0920484 # DEPENDENCYPART_GRANDPAR
(4,5),(5,6),0.101422 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.0685404 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.191338 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),-0.048279 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),0.00953155 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.327929 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.239131 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),0.0153407 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-0.260645 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-0.16402 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.0685404 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.192582 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),-0.0508174 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),0.206437 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.335015 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.246195 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),0.013712 # DEPENDENCYPART_GRANDPAR
(4,8),(8,1),-0.26063 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-0.164005 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-0.0685404 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-0.191349 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),-0.043422 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),0.207671 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),0.0539195 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.138416 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.235571 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),0.014201 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),-0.459656 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.107937 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.0371175 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),0.0853582 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-0.507643 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.445868 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.485274 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.386837 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-0.496787 # DEPENDENCYPART_GRANDPAR
(5,3),(3,13),-0.370294 # DEPENDENCYPART_GRANDPAR
(5,3),(3,14),-0.272359 # DEPENDENCYPART_GRANDPAR
(5,3),(3,16),0.157563 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.128445 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.0915185 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.293938 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.0631093 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),0.0282354 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.0774781 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.288467 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.158518 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.057744 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.315908 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.099624 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-0.592194 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.49276 # DEPENDENCYPART_GRANDPAR
(6,3),(3,8),-0.757717 # DEPENDENCYPART_GRANDPAR
(6,3),(3,11),-0.692899 # DEPENDENCYPART_GRANDPAR
(6,3),(3,13),-0.53191 # DEPENDENCYPART_GRANDPAR
(6,3),(3,14),-0.672099 # DEPENDENCYPART_GRANDPAR
(6,3),(3,16),-0.531856 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.343261 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.242486 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.193704 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.112548 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-0.572438 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.473004 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.737961 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.290016 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-0.511009 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,1),-0.663634 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-0.56286 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.4631 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.619519 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.206863 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.148111 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.421389 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.297967 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.38911 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-0.663619 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-0.562845 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.463099 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.619504 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.206863 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.146877 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),-0.0439296 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.143027 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.287344 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.388621 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.559253 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-0.206863 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-0.146866 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),-0.0439174 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),-0.312664 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.100392 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.387482 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.21051 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.558113 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.224775 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),-0.420513 # DEPENDENCYPART_GRANDPAR
(6,10),(10,18),-0.0287606 # DEPENDENCYPART_GRANDPAR
(6,10),(10,20),-0.29513 # DEPENDENCYPART_GRANDPAR
(6,10),(10,21),-0.445594 # DEPENDENCYPART_GRANDPAR
(6,10),(10,22),-0.321425 # DEPENDENCYPART_GRANDPAR
(6,10),(10,24),0.0573804 # DEPENDENCYPART_GRANDPAR
(6,11),(11,2),-0.523565 # DEPENDENCYPART_GRANDPAR
(6,11),(11,4),-0.579407 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-0.200244 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),-0.101065 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),-0.365664 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.242823 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.0753843 # DEPENDENCYPART_GRANDPAR
(6,11),(11,22),-0.216012 # DEPENDENCYPART_GRANDPAR
(6,11),(11,24),0.0749864 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.104435 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.531331 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),-0.207314 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.348785 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.0382574 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.152697 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.193052 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),0.0494553 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-0.684214 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,8),-0.35705 # DEPENDENCYPART_GRANDPAR
(7,3),(3,11),-0.403816 # DEPENDENCYPART_GRANDPAR
(7,3),(3,13),-0.504384 # DEPENDENCYPART_GRANDPAR
(7,3),(3,14),-0.43248 # DEPENDENCYPART_GRANDPAR
(7,3),(3,16),-0.432453 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.535185 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.224657 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.340549 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.206342 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),0.164325 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-0.66479 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),-0.337625 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.430187 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),0.165937 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.345173 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.148352 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.0613489 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-0.664787 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.337622 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.371332 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.395254 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-0.839874 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-0.529347 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.603602 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.455898 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.300613 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.261702 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.236475 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.119115 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.0603675 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.107352 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.327447 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-0.300613 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.261702 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.236463 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),0.0869116 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),-0.0598728 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.105073 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.189658 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.325168 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.194355 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.327785 # DEPENDENCYPART_GRANDPAR
(7,10),(10,18),-0.072421 # DEPENDENCYPART_GRANDPAR
(7,10),(10,20),-0.015837 # DEPENDENCYPART_GRANDPAR
(7,10),(10,21),-0.0777648 # DEPENDENCYPART_GRANDPAR
(7,10),(10,22),-0.123553 # DEPENDENCYPART_GRANDPAR
(7,10),(10,24),0.0565777 # DEPENDENCYPART_GRANDPAR
(7,11),(11,2),-0.489736 # DEPENDENCYPART_GRANDPAR
(7,11),(11,4),-0.41547 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-0.22209 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-0.293236 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),0.0342857 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),0.000576298 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.101326 # DEPENDENCYPART_GRANDPAR
(7,11),(11,22),-0.00923871 # DEPENDENCYPART_GRANDPAR
(7,11),(11,24),0.0808579 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-0.266294 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.263016 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),-0.151926 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.0712595 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.172895 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.0762565 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.138141 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),0.460472 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),-0.0560965 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-0.825072 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,11),-0.818843 # DEPENDENCYPART_GRANDPAR
(8,3),(3,13),-0.681866 # DEPENDENCYPART_GRANDPAR
(8,3),(3,14),-0.783271 # DEPENDENCYPART_GRANDPAR
(8,3),(3,16),-0.588161 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.26687 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.368505 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.239918 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.150955 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),0.57593 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),0.0556176 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-0.805317 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,3),-0.332973 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),0.577167 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.244542 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.0533132 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),0.00901697 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),0.0543987 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-0.805314 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,10),-0.417123 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.80995 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.271708 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.373343 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.252939 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.0620049 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),0.00374811 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),0.469149 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-0.805329 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,10),-0.417138 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.80995 # DEPENDENCYPART_GRANDPAR
(8,9),(9,10),-0.140788 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.524463 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-0.245269 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),0.149254 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.374463 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.38013 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),-0.0110838 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.515055 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.365352 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.670914 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.311254 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.478447 # DEPENDENCYPART_GRANDPAR
(8,10),(10,18),-0.0342533 # DEPENDENCYPART_GRANDPAR
(8,10),(10,20),-0.264944 # DEPENDENCYPART_GRANDPAR
(8,10),(10,21),-0.0924816 # DEPENDENCYPART_GRANDPAR
(8,10),(10,22),-0.268998 # DEPENDENCYPART_GRANDPAR
(8,10),(10,24),-0.110272 # DEPENDENCYPART_GRANDPAR
(8,11),(11,2),-0.652575 # DEPENDENCYPART_GRANDPAR
(8,11),(11,4),-0.339423 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),0.188533 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.335184 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.433131 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,10),-0.0449395 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.0399595 # DEPENDENCYPART_GRANDPAR
(8,11),(11,22),-0.161957 # DEPENDENCYPART_GRANDPAR
(8,11),(11,24),-0.0894083 # DEPENDENCYPART_GRANDPAR
(8,14),(14,10),-0.0638926 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.306286 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.314965 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.408097 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-0.265561 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.373435 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.377447 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.156934 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.471587 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.330713 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.151796 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.139465 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.186081 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.0254433 # DEPENDENCYPART_GRANDPAR
(9,10),(10,18),-0.200581 # DEPENDENCYPART_GRANDPAR
(9,10),(10,20),-0.309065 # DEPENDENCYPART_GRANDPAR
(9,10),(10,21),-0.302601 # DEPENDENCYPART_GRANDPAR
(9,10),(10,22),-0.178533 # DEPENDENCYPART_GRANDPAR
(9,10),(10,24),-0.093758 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),-0.559823 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-0.429527 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-0.413808 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.41782 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.197307 # DEPENDENCYPART_GRANDPAR
(9,11),(11,10),-0.0930651 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.350461 # DEPENDENCYPART_GRANDPAR
(9,11),(11,22),-0.185771 # DEPENDENCYPART_GRANDPAR
(9,11),(11,24),-0.112252 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.193213 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),-0.0632907 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.101525 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.457136 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.0859116 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.0626902 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),-0.266527 # DEPENDENCYPART_GRANDPAR
