# _root_ haren iritziz , irtenbide onena " hemengo jendea lortzea da " ; eta hori erdietsi ezean , kanpotik ekartzeko aukera ez du baztertzen .
#goldHeads=10,1,2,10,4,5,8,9,10,13,10,11,0,15,23,15,16,19,20,23,23,23,13,23,
#predictedHeads=2,10,2,10,4,5,8,9,10,13,10,11,0,15,13,15,16,19,20,23,23,23,13,23,
(3,5),(5,2),-0.090669 # DEPENDENCYPART_GRANDPAR
(3,5),(5,4),0.0343883 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.133376 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.212741 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),0.0117779 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.17515 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.203928 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.0418419 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-0.765415 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.199978 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-0.70396 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.160287 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.510417 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.392276 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),0.0671181 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.121114 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.0823488 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-0.454324 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.380871 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,6),0.00638543 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.214864 # DEPENDENCYPART_GRANDPAR
(4,8),(8,1),-0.4597 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-0.147607 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-0.340965 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),0.24265 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-0.116511 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.31419 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-0.0988964 # DEPENDENCYPART_GRANDPAR
(4,9),(9,1),-0.434198 # DEPENDENCYPART_GRANDPAR
(4,9),(9,2),-0.567727 # DEPENDENCYPART_GRANDPAR
(4,9),(9,3),-0.221813 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-0.445621 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,5),0.140328 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),-0.100196 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.186039 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.188672 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),-0.063334 # DEPENDENCYPART_GRANDPAR
(4,9),(9,16),0.118618 # DEPENDENCYPART_GRANDPAR
(4,9),(9,17),0.104852 # DEPENDENCYPART_GRANDPAR
(4,9),(9,19),-0.189647 # DEPENDENCYPART_GRANDPAR
(4,9),(9,22),-0.144269 # DEPENDENCYPART_GRANDPAR
(4,9),(9,23),-0.252607 # DEPENDENCYPART_GRANDPAR
(4,13),(13,1),-0.42188 # DEPENDENCYPART_GRANDPAR
(4,13),(13,2),-0.577775 # DEPENDENCYPART_GRANDPAR
(4,13),(13,4),-0.311551 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,13),(13,7),-0.145316 # DEPENDENCYPART_GRANDPAR
(4,13),(13,8),-0.0665039 # DEPENDENCYPART_GRANDPAR
(4,13),(13,9),-0.0954043 # DEPENDENCYPART_GRANDPAR
(4,13),(13,10),-0.0504704 # DEPENDENCYPART_GRANDPAR
(4,13),(13,14),0.0637369 # DEPENDENCYPART_GRANDPAR
(4,13),(13,15),-0.127823 # DEPENDENCYPART_GRANDPAR
(4,13),(13,16),0.113955 # DEPENDENCYPART_GRANDPAR
(4,13),(13,17),0.0112934 # DEPENDENCYPART_GRANDPAR
(4,13),(13,18),0.0400723 # DEPENDENCYPART_GRANDPAR
(4,13),(13,19),-0.105485 # DEPENDENCYPART_GRANDPAR
(4,13),(13,20),-0.0676436 # DEPENDENCYPART_GRANDPAR
(4,13),(13,23),-0.166735 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.0967498 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.228883 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.145726 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-0.975556 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,1),-0.0997359 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.80749 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.136283 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-0.975556 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,7),-0.509835 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.82422 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.552573 # DEPENDENCYPART_GRANDPAR
(5,4),(4,13),-0.53303 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.997913 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.406266 # DEPENDENCYPART_GRANDPAR
(5,7),(7,6),-0.0603528 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.648564 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-0.354388 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.378744 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.44493 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.643318 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,7),-0.295663 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.341134 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.324099 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.109489 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.0842045 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),0.111198 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),0.129876 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.11269 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.169059 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.0768323 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),0.137748 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-0.770726 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),-0.43923 # DEPENDENCYPART_GRANDPAR
(7,4),(4,9),-0.504935 # DEPENDENCYPART_GRANDPAR
(7,4),(4,13),-0.451415 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-0.344514 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.283749 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.237282 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.221933 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.506203 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.311094 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.258436 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-0.529328 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.0308385 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.467611 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),0.075523 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.584436 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.0937197 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.446913 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),0.321781 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-0.887392 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,9),-0.499002 # DEPENDENCYPART_GRANDPAR
(8,4),(4,13),-0.21534 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.476628 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.0286483 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.0470047 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),0.360071 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-0.848082 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,2),-0.610029 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.162751 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.0872638 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-0.793871 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,1),-0.151073 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-0.922244 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-0.420517 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.478914 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.906636 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),0.0866083 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.559823 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.24454 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),0.00969496 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.319625 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),0.0242869 # DEPENDENCYPART_GRANDPAR
(8,9),(9,19),-0.147023 # DEPENDENCYPART_GRANDPAR
(8,9),(9,22),-0.322782 # DEPENDENCYPART_GRANDPAR
(8,9),(9,23),-0.13459 # DEPENDENCYPART_GRANDPAR
(8,13),(13,1),-0.138684 # DEPENDENCYPART_GRANDPAR
(8,13),(13,2),-0.932221 # DEPENDENCYPART_GRANDPAR
(8,13),(13,4),-0.488853 # DEPENDENCYPART_GRANDPAR
(8,13),(13,7),0.105725 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-0.440977 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,9),-0.0236703 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),-0.108382 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),0.0912875 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.066519 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.323674 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),-0.0729613 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),-0.369325 # DEPENDENCYPART_GRANDPAR
(8,13),(13,19),-0.075036 # DEPENDENCYPART_GRANDPAR
(8,13),(13,20),-0.413613 # DEPENDENCYPART_GRANDPAR
(8,13),(13,23),-0.0608931 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),-0.193397 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.278914 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),-0.157647 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),0.126969 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),0.235623 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),0.273915 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),0.242328 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.270564 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.199091 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.0823474 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),0.237554 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),0.0332374 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),0.33287 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-0.575154 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,13),-0.252 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.171491 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),0.0966702 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.0106394 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),0.104989 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),0.315773 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.294491 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.0267571 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.115437 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),0.327548 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),-0.280149 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.0952729 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),0.0578854 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),0.219801 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.0104283 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-0.575114 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,13),-0.251971 # DEPENDENCYPART_GRANDPAR
(9,10),(10,1),-0.615991 # DEPENDENCYPART_GRANDPAR
(9,10),(10,2),-0.613402 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-0.39976 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-0.346533 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-0.190179 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.216839 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.129267 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.521104 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),0.228006 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.11964 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),0.0642153 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.242787 # DEPENDENCYPART_GRANDPAR
(9,10),(10,18),-0.203334 # DEPENDENCYPART_GRANDPAR
(9,10),(10,19),0.00441144 # DEPENDENCYPART_GRANDPAR
(9,10),(10,20),-0.16971 # DEPENDENCYPART_GRANDPAR
(9,10),(10,22),-0.743689 # DEPENDENCYPART_GRANDPAR
(9,10),(10,23),-0.0226703 # DEPENDENCYPART_GRANDPAR
(9,13),(13,1),-0.639558 # DEPENDENCYPART_GRANDPAR
(9,13),(13,2),-0.610104 # DEPENDENCYPART_GRANDPAR
(9,13),(13,4),-0.343234 # DEPENDENCYPART_GRANDPAR
(9,13),(13,7),-0.229918 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),-0.126181 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-0.387517 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),-0.0894846 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.0559151 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),0.12846 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.178466 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.308086 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),-0.140173 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),0.0697705 # DEPENDENCYPART_GRANDPAR
(9,13),(13,20),-0.122786 # DEPENDENCYPART_GRANDPAR
(9,13),(13,23),0.0409953 # DEPENDENCYPART_GRANDPAR
(9,16),(16,5),-0.105466 # DEPENDENCYPART_GRANDPAR
(9,16),(16,9),-0.316979 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,16),(16,10),-0.100695 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),-0.0862967 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),0.0821929 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),0.252455 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.190588 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),-0.228912 # DEPENDENCYPART_GRANDPAR
(9,16),(16,19),0.102443 # DEPENDENCYPART_GRANDPAR
(9,16),(16,20),-0.207306 # DEPENDENCYPART_GRANDPAR
(9,16),(16,22),-0.746012 # DEPENDENCYPART_GRANDPAR
(9,16),(16,23),0.0738311 # DEPENDENCYPART_GRANDPAR
(9,16),(16,24),-0.272437 # DEPENDENCYPART_GRANDPAR
(9,17),(17,10),0.0531144 # DEPENDENCYPART_GRANDPAR
(9,17),(17,15),0.410722 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),-0.220024 # DEPENDENCYPART_GRANDPAR
(9,19),(19,3),-0.398767 # DEPENDENCYPART_GRANDPAR
(9,19),(19,5),-0.191054 # DEPENDENCYPART_GRANDPAR
(9,19),(19,7),-0.182915 # DEPENDENCYPART_GRANDPAR
(9,19),(19,8),-0.0530765 # DEPENDENCYPART_GRANDPAR
(9,19),(19,9),-0.504684 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,19),(19,10),-0.178072 # DEPENDENCYPART_GRANDPAR
(9,19),(19,13),-0.180938 # DEPENDENCYPART_GRANDPAR
(9,19),(19,14),-0.118344 # DEPENDENCYPART_GRANDPAR
(9,19),(19,15),0.0648244 # DEPENDENCYPART_GRANDPAR
(9,19),(19,16),-0.25585 # DEPENDENCYPART_GRANDPAR
(9,19),(19,17),-0.266238 # DEPENDENCYPART_GRANDPAR
(9,19),(19,18),-0.226274 # DEPENDENCYPART_GRANDPAR
(9,19),(19,20),-0.179841 # DEPENDENCYPART_GRANDPAR
(9,19),(19,21),-0.119975 # DEPENDENCYPART_GRANDPAR
(9,19),(19,22),-0.65642 # DEPENDENCYPART_GRANDPAR
(9,19),(19,23),-0.00847549 # DEPENDENCYPART_GRANDPAR
(9,22),(22,19),0.0220782 # DEPENDENCYPART_GRANDPAR
(9,22),(22,20),-0.212769 # DEPENDENCYPART_GRANDPAR
(9,22),(22,21),-0.237713 # DEPENDENCYPART_GRANDPAR
(9,22),(22,23),-0.0374908 # DEPENDENCYPART_GRANDPAR
(9,23),(23,2),-0.535551 # DEPENDENCYPART_GRANDPAR
(9,23),(23,7),-0.183351 # DEPENDENCYPART_GRANDPAR
(9,23),(23,8),-0.053617 # DEPENDENCYPART_GRANDPAR
(9,23),(23,9),-0.514759 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,23),(23,10),-0.18746 # DEPENDENCYPART_GRANDPAR
(9,23),(23,13),-0.191874 # DEPENDENCYPART_GRANDPAR
(9,23),(23,14),-0.130612 # DEPENDENCYPART_GRANDPAR
(9,23),(23,15),0.0547495 # DEPENDENCYPART_GRANDPAR
(9,23),(23,16),-0.263382 # DEPENDENCYPART_GRANDPAR
(9,23),(23,17),-0.280576 # DEPENDENCYPART_GRANDPAR
(9,23),(23,18),-0.233806 # DEPENDENCYPART_GRANDPAR
(9,23),(23,19),-0.00737999 # DEPENDENCYPART_GRANDPAR
(9,23),(23,20),-0.228831 # DEPENDENCYPART_GRANDPAR
(9,23),(23,21),-0.096044 # DEPENDENCYPART_GRANDPAR
(9,23),(23,22),-0.624982 # DEPENDENCYPART_GRANDPAR
(9,23),(23,24),-0.106084 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),-0.151477 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),0.0700245 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),0.158789 # DEPENDENCYPART_GRANDPAR
(10,2),(2,4),0.0833545 # DEPENDENCYPART_GRANDPAR
(10,2),(2,5),0.0186228 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),0.223732 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),0.00541745 # DEPENDENCYPART_GRANDPAR
(10,4),(4,1),0.0460057 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),-0.232626 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),0.262264 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),0.063752 # DEPENDENCYPART_GRANDPAR
(10,4),(4,7),0.195618 # DEPENDENCYPART_GRANDPAR
(10,4),(4,8),0.60358 # DEPENDENCYPART_GRANDPAR
(10,4),(4,9),1.0009 # DEPENDENCYPART_GRANDPAR
(10,4),(4,13),-0.0211489 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.27085 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.052633 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),0.000344515 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),0.136202 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),0.520712 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.349549 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.13203 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),0.0232549 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),0.498202 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),0.0449604 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),0.259095 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.0158565 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.0224801 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.00515845 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),0.966659 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.02112 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),-0.0376815 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.204186 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),0.239227 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),0.00599524 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.11153 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),0.0222022 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),0.525714 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-0.712719 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,13),-0.0674257 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-0.50338 # DEPENDENCYPART_GRANDPAR
(10,9),(9,17),-0.497461 # DEPENDENCYPART_GRANDPAR
(10,9),(9,19),-0.500723 # DEPENDENCYPART_GRANDPAR
(10,9),(9,22),-0.974159 # DEPENDENCYPART_GRANDPAR
(10,9),(9,23),-0.376509 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.385196 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),0.453423 # DEPENDENCYPART_GRANDPAR
(10,11),(11,23),-0.171499 # DEPENDENCYPART_GRANDPAR
(10,13),(13,1),-0.246934 # DEPENDENCYPART_GRANDPAR
(10,13),(13,2),-0.525654 # DEPENDENCYPART_GRANDPAR
(10,13),(13,4),-0.302292 # DEPENDENCYPART_GRANDPAR
(10,13),(13,7),-0.112718 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),0.197025 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),0.510006 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.483615 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,14),-0.015324 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.00546979 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.0430116 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.151668 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),-0.348221 # DEPENDENCYPART_GRANDPAR
(10,13),(13,19),-0.180666 # DEPENDENCYPART_GRANDPAR
(10,13),(13,20),0.0759513 # DEPENDENCYPART_GRANDPAR
(10,13),(13,23),-0.0579171 # DEPENDENCYPART_GRANDPAR
(10,15),(15,1),-0.274809 # DEPENDENCYPART_GRANDPAR
(10,15),(15,2),-0.573716 # DEPENDENCYPART_GRANDPAR
(10,15),(15,3),-0.15402 # DEPENDENCYPART_GRANDPAR
(10,15),(15,4),-0.350274 # DEPENDENCYPART_GRANDPAR
(10,15),(15,5),-0.443144 # DEPENDENCYPART_GRANDPAR
(10,15),(15,7),-0.147425 # DEPENDENCYPART_GRANDPAR
(10,15),(15,8),0.147635 # DEPENDENCYPART_GRANDPAR
(10,15),(15,9),0.521043 # DEPENDENCYPART_GRANDPAR
(10,15),(15,10),-0.525989 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,15),(15,13),0.142436 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-0.0235334 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.136863 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.102783 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),-0.429243 # DEPENDENCYPART_GRANDPAR
(10,15),(15,19),-0.241165 # DEPENDENCYPART_GRANDPAR
(10,15),(15,20),0.00121906 # DEPENDENCYPART_GRANDPAR
(10,15),(15,21),0.209687 # DEPENDENCYPART_GRANDPAR
(10,15),(15,22),-0.723083 # DEPENDENCYPART_GRANDPAR
(10,15),(15,23),-0.120128 # DEPENDENCYPART_GRANDPAR
(10,16),(16,5),-0.408779 # DEPENDENCYPART_GRANDPAR
(10,16),(16,9),0.59306 # DEPENDENCYPART_GRANDPAR
(10,16),(16,10),-0.410916 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,16),(16,13),0.196316 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),0.18442 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),0.127405 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.0794347 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),-0.469055 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),-0.186238 # DEPENDENCYPART_GRANDPAR
(10,16),(16,20),-0.0402514 # DEPENDENCYPART_GRANDPAR
(10,16),(16,22),-0.768552 # DEPENDENCYPART_GRANDPAR
(10,16),(16,23),-0.062893 # DEPENDENCYPART_GRANDPAR
(10,16),(16,24),-0.090394 # DEPENDENCYPART_GRANDPAR
(10,18),(18,14),0.184155 # DEPENDENCYPART_GRANDPAR
(10,18),(18,15),0.12718 # DEPENDENCYPART_GRANDPAR
(10,18),(18,16),-0.0816823 # DEPENDENCYPART_GRANDPAR
(10,18),(18,17),-0.221534 # DEPENDENCYPART_GRANDPAR
(10,18),(18,19),-0.186274 # DEPENDENCYPART_GRANDPAR
(10,18),(18,20),-0.041415 # DEPENDENCYPART_GRANDPAR
(10,18),(18,21),0.207276 # DEPENDENCYPART_GRANDPAR
(10,18),(18,22),-0.768717 # DEPENDENCYPART_GRANDPAR
(10,18),(18,24),-0.0923136 # DEPENDENCYPART_GRANDPAR
(10,19),(19,3),-0.15402 # DEPENDENCYPART_GRANDPAR
(10,19),(19,5),-0.443144 # DEPENDENCYPART_GRANDPAR
(10,19),(19,7),-0.147425 # DEPENDENCYPART_GRANDPAR
(10,19),(19,8),0.147635 # DEPENDENCYPART_GRANDPAR
(10,19),(19,9),0.518155 # DEPENDENCYPART_GRANDPAR
(10,19),(19,10),-0.525491 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,19),(19,13),0.142437 # DEPENDENCYPART_GRANDPAR
