# _root_ bestalde , donostiako manifestaldian izan zen " batasuna " azpimarratu zuen elortzak , eta " demokraten batasun hori berriz eskuratu " behar dela uste_du .
#goldHeads=0,3,4,5,8,5,6,10,8,14,10,10,12,0,14,17,20,17,20,22,20,24,22,14,24,
#predictedHeads=0,3,4,5,0,5,6,10,8,14,10,10,12,0,14,17,20,17,20,24,20,23,24,14,24,
(5,23),(23,24),-0.402713 # DEPENDENCYPART_GRANDPAR
(5,23),(23,25),-0.00631627 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),0.0673911 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),0.362361 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),0.0673911 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.291573 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),0.00715061 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-0.908969 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,8),-0.70528 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-0.659135 # DEPENDENCYPART_GRANDPAR
(6,4),(4,24),-0.305733 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.453781 # DEPENDENCYPART_GRANDPAR
(6,7),(7,8),-0.590276 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.414678 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-0.152152 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.506184 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),0.0665766 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.322397 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.706858 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.0553263 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.00957164 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.33406 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.496676 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.582754 # DEPENDENCYPART_GRANDPAR
(6,8),(8,24),-0.120882 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),-0.347129 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),-0.465892 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.620913 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.24556 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.04611 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-0.334391 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.45055 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.356598 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.228162 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.143171 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.559306 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.536433 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.229291 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.101398 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.315506 # DEPENDENCYPART_GRANDPAR
(7,8),(8,24),-0.13688 # DEPENDENCYPART_GRANDPAR
(7,10),(10,1),-0.416346 # DEPENDENCYPART_GRANDPAR
(7,10),(10,2),-0.45715 # DEPENDENCYPART_GRANDPAR
(7,10),(10,3),-0.568071 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),-0.474119 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-0.312527 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.180593 # DEPENDENCYPART_GRANDPAR
(7,10),(10,8),-0.17834 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.0963408 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.364667 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.338533 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.275596 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.490823 # DEPENDENCYPART_GRANDPAR
(7,10),(10,17),-0.443366 # DEPENDENCYPART_GRANDPAR
(7,10),(10,19),-0.341323 # DEPENDENCYPART_GRANDPAR
(7,10),(10,20),-0.191406 # DEPENDENCYPART_GRANDPAR
(7,10),(10,23),-0.153622 # DEPENDENCYPART_GRANDPAR
(7,10),(10,24),-0.197494 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),0.171529 # DEPENDENCYPART_GRANDPAR
(8,2),(2,24),-0.372713 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),0.0675835 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),0.150577 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),0.0675835 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),0.035588 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),0.120344 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-0.892694 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-0.956606 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,11),-0.331604 # DEPENDENCYPART_GRANDPAR
(8,4),(4,24),-0.349153 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.115075 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),0.0757692 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),0.206648 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),0.216216 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.701371 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-0.971958 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,10),-0.660952 # DEPENDENCYPART_GRANDPAR
(8,5),(5,11),-0.35108 # DEPENDENCYPART_GRANDPAR
(8,5),(5,12),-0.761398 # DEPENDENCYPART_GRANDPAR
(8,5),(5,13),-0.238701 # DEPENDENCYPART_GRANDPAR
(8,5),(5,14),-0.21529 # DEPENDENCYPART_GRANDPAR
(8,5),(5,20),-0.493694 # DEPENDENCYPART_GRANDPAR
(8,5),(5,23),-0.394845 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),0.0945398 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),0.104104 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),0.136799 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-0.935031 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,11),-0.328732 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.0126847 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-0.876116 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,10),-0.598797 # DEPENDENCYPART_GRANDPAR
(8,9),(9,10),-0.437813 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.206205 # DEPENDENCYPART_GRANDPAR
(8,10),(10,1),-0.303656 # DEPENDENCYPART_GRANDPAR
(8,10),(10,2),-0.260161 # DEPENDENCYPART_GRANDPAR
(8,10),(10,3),-0.305047 # DEPENDENCYPART_GRANDPAR
(8,10),(10,4),-0.295844 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-0.395242 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-1.1866 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.622852 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,11),-0.176044 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.272411 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),0.103577 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),0.0260935 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.0982053 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),0.00392079 # DEPENDENCYPART_GRANDPAR
(8,10),(10,19),0.0810845 # DEPENDENCYPART_GRANDPAR
(8,10),(10,20),-0.187723 # DEPENDENCYPART_GRANDPAR
(8,10),(10,23),-0.116264 # DEPENDENCYPART_GRANDPAR
(8,10),(10,24),-0.101679 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-0.323126 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.604957 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,12),-0.352957 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),-0.11406 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),0.08658 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.0123968 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),-0.246054 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),-0.147966 # DEPENDENCYPART_GRANDPAR
(8,12),(12,20),-0.182615 # DEPENDENCYPART_GRANDPAR
(8,24),(24,14),0.146298 # DEPENDENCYPART_GRANDPAR
(8,24),(24,16),-0.255722 # DEPENDENCYPART_GRANDPAR
(8,24),(24,17),-0.153716 # DEPENDENCYPART_GRANDPAR
(8,24),(24,18),0.245159 # DEPENDENCYPART_GRANDPAR
(8,24),(24,19),0.0849914 # DEPENDENCYPART_GRANDPAR
(8,24),(24,20),-0.0827125 # DEPENDENCYPART_GRANDPAR
(8,24),(24,22),-0.601873 # DEPENDENCYPART_GRANDPAR
(8,24),(24,23),-0.115008 # DEPENDENCYPART_GRANDPAR
(8,24),(24,25),-0.222394 # DEPENDENCYPART_GRANDPAR
(9,10),(10,1),-0.347066 # DEPENDENCYPART_GRANDPAR
(9,10),(10,2),-0.367289 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-0.593038 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-0.499354 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-0.130999 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.218751 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.331741 # DEPENDENCYPART_GRANDPAR
(9,10),(10,11),-0.327862 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.282474 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.118254 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.271806 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.332396 # DEPENDENCYPART_GRANDPAR
(9,10),(10,17),-0.368801 # DEPENDENCYPART_GRANDPAR
(9,10),(10,19),-0.312277 # DEPENDENCYPART_GRANDPAR
(9,10),(10,20),-0.154095 # DEPENDENCYPART_GRANDPAR
(9,10),(10,23),-0.108174 # DEPENDENCYPART_GRANDPAR
(9,10),(10,24),-0.183972 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-0.0842248 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.277688 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.152415 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),0.00818949 # DEPENDENCYPART_GRANDPAR
(10,1),(1,4),-0.117076 # DEPENDENCYPART_GRANDPAR
(10,1),(1,5),0.372862 # DEPENDENCYPART_GRANDPAR
(10,2),(2,5),0.672698 # DEPENDENCYPART_GRANDPAR
(10,2),(2,24),-0.438538 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),0.1151 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),-0.0118607 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),0.11513 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.215541 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),0.475502 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),-0.200011 # DEPENDENCYPART_GRANDPAR
(10,4),(4,8),0.466567 # DEPENDENCYPART_GRANDPAR
(10,4),(4,11),-0.555816 # DEPENDENCYPART_GRANDPAR
(10,4),(4,24),-0.330308 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),-0.165021 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),0.0876471 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.219788 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.0436751 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),-0.0715472 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),0.371629 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),-0.573577 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,5),(5,11),-0.679641 # DEPENDENCYPART_GRANDPAR
(10,5),(5,12),-0.28099 # DEPENDENCYPART_GRANDPAR
(10,5),(5,13),0.0824943 # DEPENDENCYPART_GRANDPAR
(10,5),(5,14),-0.115855 # DEPENDENCYPART_GRANDPAR
(10,5),(5,20),-0.0405069 # DEPENDENCYPART_GRANDPAR
(10,5),(5,23),-0.199566 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.306416 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.130307 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),0.295524 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),0.395622 # DEPENDENCYPART_GRANDPAR
(10,6),(6,11),-0.681768 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),0.118627 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.205076 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.0288432 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),0.420456 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.160718 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),0.0797882 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),0.0642586 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-0.497311 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.555816 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-0.153281 # DEPENDENCYPART_GRANDPAR
(10,8),(8,24),-0.330308 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),0.138567 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),0.0653062 # DEPENDENCYPART_GRANDPAR
(10,11),(11,12),-0.105056 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.223404 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,13),0.361048 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),0.0765628 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),0.019647 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.0492912 # DEPENDENCYPART_GRANDPAR
(10,12),(12,20),0.216816 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.0539775 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),-0.364358 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),0.0467698 # DEPENDENCYPART_GRANDPAR
(10,13),(13,24),-0.235483 # DEPENDENCYPART_GRANDPAR
(10,14),(14,3),-0.642636 # DEPENDENCYPART_GRANDPAR
(10,14),(14,4),-0.466528 # DEPENDENCYPART_GRANDPAR
(10,14),(14,5),0.0404107 # DEPENDENCYPART_GRANDPAR
(10,14),(14,8),-0.00081926 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-0.273693 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,11),-0.507002 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),0.046844 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),0.277574 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.111681 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),0.0844529 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),0.00196266 # DEPENDENCYPART_GRANDPAR
(10,14),(14,20),0.183063 # DEPENDENCYPART_GRANDPAR
(10,14),(14,23),-0.026857 # DEPENDENCYPART_GRANDPAR
(10,14),(14,24),-0.186378 # DEPENDENCYPART_GRANDPAR
(10,16),(16,3),-0.416226 # DEPENDENCYPART_GRANDPAR
(10,16),(16,12),0.072998 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),0.332638 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),0.12738 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),0.0494265 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.0492921 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),-0.0251326 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),-0.118024 # DEPENDENCYPART_GRANDPAR
(10,16),(16,22),-0.168513 # DEPENDENCYPART_GRANDPAR
(10,16),(16,23),0.0950343 # DEPENDENCYPART_GRANDPAR
(10,16),(16,25),0.0876071 # DEPENDENCYPART_GRANDPAR
(10,17),(17,12),0.0797803 # DEPENDENCYPART_GRANDPAR
(10,17),(17,13),0.337921 # DEPENDENCYPART_GRANDPAR
(10,17),(17,14),0.132871 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),0.0408375 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),-0.0263766 # DEPENDENCYPART_GRANDPAR
(10,17),(17,19),-0.119229 # DEPENDENCYPART_GRANDPAR
(10,17),(17,22),-0.171068 # DEPENDENCYPART_GRANDPAR
(10,17),(17,23),0.0938265 # DEPENDENCYPART_GRANDPAR
(10,17),(17,24),-0.155359 # DEPENDENCYPART_GRANDPAR
(10,17),(17,25),0.0848188 # DEPENDENCYPART_GRANDPAR
(10,19),(19,16),0.0223357 # DEPENDENCYPART_GRANDPAR
(10,19),(19,17),-0.0394694 # DEPENDENCYPART_GRANDPAR
(10,19),(19,18),-0.0444161 # DEPENDENCYPART_GRANDPAR
(10,19),(19,20),0.138448 # DEPENDENCYPART_GRANDPAR
(10,20),(20,3),-0.567758 # DEPENDENCYPART_GRANDPAR
(10,20),(20,4),-0.391649 # DEPENDENCYPART_GRANDPAR
(10,20),(20,5),0.133097 # DEPENDENCYPART_GRANDPAR
(10,20),(20,8),0.0735028 # DEPENDENCYPART_GRANDPAR
(10,20),(20,10),-0.423218 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,20),(20,11),-0.390158 # DEPENDENCYPART_GRANDPAR
(10,20),(20,12),0.00919522 # DEPENDENCYPART_GRANDPAR
(10,20),(20,13),0.319056 # DEPENDENCYPART_GRANDPAR
(10,20),(20,14),0.0248658 # DEPENDENCYPART_GRANDPAR
(10,20),(20,16),-0.0283326 # DEPENDENCYPART_GRANDPAR
(10,20),(20,17),-0.0907407 # DEPENDENCYPART_GRANDPAR
(10,20),(20,18),-0.153291 # DEPENDENCYPART_GRANDPAR
(10,20),(20,19),-0.0663436 # DEPENDENCYPART_GRANDPAR
(10,20),(20,21),-0.120999 # DEPENDENCYPART_GRANDPAR
(10,20),(20,22),-0.16239 # DEPENDENCYPART_GRANDPAR
(10,20),(20,23),0.0399582 # DEPENDENCYPART_GRANDPAR
(10,20),(20,24),-0.245593 # DEPENDENCYPART_GRANDPAR
(10,23),(23,4),-0.47225 # DEPENDENCYPART_GRANDPAR
(10,23),(23,5),0.0681358 # DEPENDENCYPART_GRANDPAR
(10,23),(23,8),-0.00654161 # DEPENDENCYPART_GRANDPAR
(10,23),(23,10),-0.335771 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,23),(23,12),0.0877155 # DEPENDENCYPART_GRANDPAR
(10,23),(23,13),0.383641 # DEPENDENCYPART_GRANDPAR
(10,23),(23,14),0.107658 # DEPENDENCYPART_GRANDPAR
(10,23),(23,16),0.0502888 # DEPENDENCYPART_GRANDPAR
(10,23),(23,17),-0.0131849 # DEPENDENCYPART_GRANDPAR
(10,23),(23,18),-0.0705373 # DEPENDENCYPART_GRANDPAR
(10,23),(23,19),0.0209329 # DEPENDENCYPART_GRANDPAR
(10,23),(23,20),0.197526 # DEPENDENCYPART_GRANDPAR
(10,23),(23,22),-0.246062 # DEPENDENCYPART_GRANDPAR
(10,23),(23,24),-0.218797 # DEPENDENCYPART_GRANDPAR
(10,23),(23,25),0.222139 # DEPENDENCYPART_GRANDPAR
(10,24),(24,14),0.0234085 # DEPENDENCYPART_GRANDPAR
(10,24),(24,16),-0.0340674 # DEPENDENCYPART_GRANDPAR
(10,24),(24,17),-0.0964754 # DEPENDENCYPART_GRANDPAR
(10,24),(24,18),-0.158154 # DEPENDENCYPART_GRANDPAR
(10,24),(24,19),-0.0723622 # DEPENDENCYPART_GRANDPAR
(10,24),(24,20),0.10549 # DEPENDENCYPART_GRANDPAR
(10,24),(24,22),-0.309908 # DEPENDENCYPART_GRANDPAR
(10,24),(24,23),-0.0290251 # DEPENDENCYPART_GRANDPAR
(10,24),(24,25),0.254111 # DEPENDENCYPART_GRANDPAR
(11,5),(5,1),-0.259482 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),-0.115251 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),-0.39824 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),0.286614 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),-0.0702398 # DEPENDENCYPART_GRANDPAR
(11,5),(5,8),-0.424237 # DEPENDENCYPART_GRANDPAR
(11,5),(5,10),-0.0232104 # DEPENDENCYPART_GRANDPAR
(11,5),(5,11),-0.9407 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,5),(5,12),-0.789288 # DEPENDENCYPART_GRANDPAR
(11,5),(5,13),-0.108872 # DEPENDENCYPART_GRANDPAR
(11,5),(5,14),-0.292564 # DEPENDENCYPART_GRANDPAR
(11,5),(5,20),-0.62345 # DEPENDENCYPART_GRANDPAR
(11,5),(5,23),-0.560272 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),-0.0435516 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.338685 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),0.34629 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.0947227 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.243752 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.158425 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.141595 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),0.0591225 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-0.919653 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),-0.725029 # DEPENDENCYPART_GRANDPAR
(11,8),(8,24),-0.0127487 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.279917 # DEPENDENCYPART_GRANDPAR
(11,12),(12,13),0.160453 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),-0.0493329 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.621743 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-0.26671 # DEPENDENCYPART_GRANDPAR
(11,12),(12,20),-0.385861 # DEPENDENCYPART_GRANDPAR
(12,10),(10,1),-0.436435 # DEPENDENCYPART_GRANDPAR
(12,10),(10,2),-0.0013319 # DEPENDENCYPART_GRANDPAR
(12,10),(10,3),-0.138652 # DEPENDENCYPART_GRANDPAR
(12,10),(10,4),-0.201141 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-0.378592 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-1.41193 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.0178153 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.648069 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-1.17125 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.0676837 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-0.164515 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-0.672628 # DEPENDENCYPART_GRANDPAR
(12,10),(10,17),-0.47247 # DEPENDENCYPART_GRANDPAR
(12,10),(10,19),-0.158405 # DEPENDENCYPART_GRANDPAR
(12,10),(10,20),-0.454717 # DEPENDENCYPART_GRANDPAR
(12,10),(10,23),-0.534718 # DEPENDENCYPART_GRANDPAR
(12,10),(10,24),-0.606069 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.525108 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-1.16394 # DEPENDENCYPART_GRANDPAR
(12,13),(13,14),0.0135867 # DEPENDENCYPART_GRANDPAR
(12,13),(13,24),-0.379434 # DEPENDENCYPART_GRANDPAR
(12,14),(14,3),-0.641291 # DEPENDENCYPART_GRANDPAR
(12,14),(14,4),-0.704145 # DEPENDENCYPART_GRANDPAR
(12,14),(14,5),-0.699468 # DEPENDENCYPART_GRANDPAR
(12,14),(14,8),-0.526182 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-0.550788 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-1.17432 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.703085 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),0.153651 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.0250865 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.154914 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),0.0179853 # DEPENDENCYPART_GRANDPAR
(12,14),(14,20),-0.0725837 # DEPENDENCYPART_GRANDPAR
(12,14),(14,23),-0.329402 # DEPENDENCYPART_GRANDPAR
(12,14),(14,24),-0.227404 # DEPENDENCYPART_GRANDPAR
(12,16),(16,3),-0.611331 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-0.72644 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,13),0.0998316 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),0.214609 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),-0.00561498 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.125474 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),0.113167 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),-0.035697 # DEPENDENCYPART_GRANDPAR
(12,16),(16,22),-0.62528 # DEPENDENCYPART_GRANDPAR
(12,16),(16,23),-0.331354 # DEPENDENCYPART_GRANDPAR
(12,16),(16,25),-0.15394 # DEPENDENCYPART_GRANDPAR
(12,17),(17,12),-0.722028 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,17),(17,13),0.103473 # DEPENDENCYPART_GRANDPAR
(12,17),(17,14),0.218377 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),-0.225124 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),0.112994 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),-0.0358298 # DEPENDENCYPART_GRANDPAR
(12,17),(17,22),-0.626241 # DEPENDENCYPART_GRANDPAR
(12,17),(17,23),-0.33149 # DEPENDENCYPART_GRANDPAR
(12,17),(17,24),-0.30059 # DEPENDENCYPART_GRANDPAR
(12,17),(17,25),-0.155301 # DEPENDENCYPART_GRANDPAR
(12,20),(20,3),-0.63109 # DEPENDENCYPART_GRANDPAR
(12,20),(20,4),-0.693944 # DEPENDENCYPART_GRANDPAR
(12,20),(20,5),-0.69755 # DEPENDENCYPART_GRANDPAR
(12,20),(20,8),-0.516259 # DEPENDENCYPART_GRANDPAR
(12,20),(20,10),-0.552616 # DEPENDENCYPART_GRANDPAR
(12,20),(20,11),-1.16625 # DEPENDENCYPART_GRANDPAR
(12,20),(20,12),-0.830442 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
