# _root_ otsailean egindako bileran , arabera , giza_eskubideak urratzen dituen ekintzarik ez babesteko konpromisoa hartu zuten sinatzaileek .
#goldHeads=2,3,14,3,14,5,8,10,8,12,12,13,14,0,14,14,16,
#predictedHeads=2,3,14,3,8,5,8,10,8,12,12,13,14,0,14,14,16,
(7,5),(5,4),0.0902364 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.0967768 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-0.826386 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,10),-0.705638 # DEPENDENCYPART_GRANDPAR
(7,5),(5,13),-0.234286 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),0.0378959 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-0.858452 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,14),-0.634425 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-0.93283 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-0.18238 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.714937 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.326213 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.268728 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.267767 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.597972 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.817713 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.31862 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),0.0811886 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.180402 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),0.159073 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.329878 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.473747 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),-0.220704 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-0.885738 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-0.667814 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.565465 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,10),-0.39281 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),0.130519 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.421297 # DEPENDENCYPART_GRANDPAR
(7,12),(12,1),-0.932873 # DEPENDENCYPART_GRANDPAR
(7,12),(12,2),-0.182423 # DEPENDENCYPART_GRANDPAR
(7,12),(12,3),-0.71498 # DEPENDENCYPART_GRANDPAR
(7,12),(12,4),-0.326255 # DEPENDENCYPART_GRANDPAR
(7,12),(12,5),-0.268771 # DEPENDENCYPART_GRANDPAR
(7,12),(12,6),-0.267809 # DEPENDENCYPART_GRANDPAR
(7,12),(12,7),-0.597697 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,12),(12,8),-0.0645961 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),-0.455118 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),-0.47783 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),0.149662 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),0.159508 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.329886 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-0.473881 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),-0.220269 # DEPENDENCYPART_GRANDPAR
(8,1),(1,4),-0.136901 # DEPENDENCYPART_GRANDPAR
(8,1),(1,5),-0.0118665 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.000237823 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),0.131605 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),-0.112553 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),0.00118657 # DEPENDENCYPART_GRANDPAR
(8,2),(2,6),0.00453538 # DEPENDENCYPART_GRANDPAR
(8,2),(2,7),0.384765 # DEPENDENCYPART_GRANDPAR
(8,2),(2,8),-0.719309 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,2),(2,9),-0.293559 # DEPENDENCYPART_GRANDPAR
(8,2),(2,10),-0.106189 # DEPENDENCYPART_GRANDPAR
(8,2),(2,12),-0.159656 # DEPENDENCYPART_GRANDPAR
(8,2),(2,14),-0.231958 # DEPENDENCYPART_GRANDPAR
(8,2),(2,15),-0.497227 # DEPENDENCYPART_GRANDPAR
(8,2),(2,16),-0.46857 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),0.0024965 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.194362 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.152165 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.0112446 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),-0.0350763 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),0.431637 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-0.621528 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,9),-0.165993 # DEPENDENCYPART_GRANDPAR
(8,3),(3,12),-0.0618711 # DEPENDENCYPART_GRANDPAR
(8,3),(3,13),-0.334585 # DEPENDENCYPART_GRANDPAR
(8,3),(3,14),-0.138513 # DEPENDENCYPART_GRANDPAR
(8,3),(3,16),-0.316635 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.304731 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),0.1452 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-0.740114 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,14),-0.252381 # DEPENDENCYPART_GRANDPAR
(8,4),(4,16),-0.401643 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.12283 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.282385 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),0.0445268 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),0.0760926 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.0265518 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),0.43265 # DEPENDENCYPART_GRANDPAR
(8,5),(5,10),-0.00691797 # DEPENDENCYPART_GRANDPAR
(8,5),(5,13),-0.386191 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.304731 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),0.595873 # DEPENDENCYPART_GRANDPAR
(8,6),(6,14),-0.252381 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.0136141 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.205147 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),0.151571 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.032801 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.0531684 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),0.0842875 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-0.630156 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.165198 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.0704995 # DEPENDENCYPART_GRANDPAR
(8,7),(7,17),-0.0409436 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-0.385962 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-0.213577 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),0.0472084 # DEPENDENCYPART_GRANDPAR
(8,9),(9,10),0.142658 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),0.144322 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.303166 # DEPENDENCYPART_GRANDPAR
(8,10),(10,1),-0.217851 # DEPENDENCYPART_GRANDPAR
(8,10),(10,2),-0.390103 # DEPENDENCYPART_GRANDPAR
(8,10),(10,3),-0.0464526 # DEPENDENCYPART_GRANDPAR
(8,10),(10,4),-0.212974 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-0.147693 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.0958854 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),0.215756 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.373674 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),-0.096352 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),0.165173 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),0.111197 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.125914 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),0.0374104 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.265349 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),0.0311955 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),0.23064 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),0.0649535 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.206757 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.189338 # DEPENDENCYPART_GRANDPAR
(8,12),(12,1),-0.369878 # DEPENDENCYPART_GRANDPAR
(8,12),(12,2),-0.473027 # DEPENDENCYPART_GRANDPAR
(8,12),(12,3),-0.197551 # DEPENDENCYPART_GRANDPAR
(8,12),(12,4),-0.358235 # DEPENDENCYPART_GRANDPAR
(8,12),(12,5),-0.237658 # DEPENDENCYPART_GRANDPAR
(8,12),(12,6),-0.241147 # DEPENDENCYPART_GRANDPAR
(8,12),(12,7),0.0636451 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-0.556912 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,9),0.0633997 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),0.220817 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),0.22993 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.120517 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.0249703 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.22874 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),-0.10215 # DEPENDENCYPART_GRANDPAR
(8,13),(13,5),-0.144374 # DEPENDENCYPART_GRANDPAR
(8,13),(13,6),-0.093466 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-0.37738 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,10),0.269303 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),0.189042 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),0.18202 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),0.0550114 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.261573 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.105276 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),0.0312176 # DEPENDENCYPART_GRANDPAR
(8,14),(14,1),-0.314698 # DEPENDENCYPART_GRANDPAR
(8,14),(14,2),-0.458505 # DEPENDENCYPART_GRANDPAR
(8,14),(14,3),-0.142371 # DEPENDENCYPART_GRANDPAR
(8,14),(14,4),-0.342022 # DEPENDENCYPART_GRANDPAR
(8,14),(14,5),-0.221591 # DEPENDENCYPART_GRANDPAR
(8,14),(14,6),-0.224934 # DEPENDENCYPART_GRANDPAR
(8,14),(14,7),0.118825 # DEPENDENCYPART_GRANDPAR
(8,14),(14,8),-0.56112 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,14),(14,9),0.0705735 # DEPENDENCYPART_GRANDPAR
(8,14),(14,10),0.24575 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),0.239713 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),-0.00169038 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.133939 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.264276 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.137426 # DEPENDENCYPART_GRANDPAR
(8,15),(15,11),0.135811 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),-0.176011 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-0.217343 # DEPENDENCYPART_GRANDPAR
(8,16),(16,8),-0.373674 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,16),(16,10),0.268756 # DEPENDENCYPART_GRANDPAR
(8,16),(16,12),0.185726 # DEPENDENCYPART_GRANDPAR
(8,16),(16,13),-0.111055 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),0.132532 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),-0.308489 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),0.0311955 # DEPENDENCYPART_GRANDPAR
(9,1),(1,4),-0.137935 # DEPENDENCYPART_GRANDPAR
(9,1),(1,5),-0.0142865 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),-0.960842 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.125612 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),-0.137165 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),-0.00475564 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),-0.0377176 # DEPENDENCYPART_GRANDPAR
(9,3),(3,7),-0.191736 # DEPENDENCYPART_GRANDPAR
(9,3),(3,8),0.125535 # DEPENDENCYPART_GRANDPAR
(9,3),(3,9),-0.846995 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,3),(3,12),-0.381027 # DEPENDENCYPART_GRANDPAR
(9,3),(3,13),-0.360116 # DEPENDENCYPART_GRANDPAR
(9,3),(3,14),-0.563325 # DEPENDENCYPART_GRANDPAR
(9,3),(3,16),-0.566234 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-0.962949 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.124604 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.909934 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.132881 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.168313 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.0334335 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),0.118171 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-0.856502 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,12),-0.409493 # DEPENDENCYPART_GRANDPAR
(9,7),(7,17),-0.0329833 # DEPENDENCYPART_GRANDPAR
(9,10),(10,1),-1.13195 # DEPENDENCYPART_GRANDPAR
(9,10),(10,2),-0.282567 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-1.0774 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-0.336434 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-0.293172 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.236986 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.564795 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.248541 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.611719 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.20155 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.260318 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.198712 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.442963 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.428267 # DEPENDENCYPART_GRANDPAR
(9,10),(10,17),0.0929269 # DEPENDENCYPART_GRANDPAR
(9,11),(11,10),-0.136532 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.240708 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.256995 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.463642 # DEPENDENCYPART_GRANDPAR
(9,15),(15,11),-0.160064 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),-0.087443 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.374976 # DEPENDENCYPART_GRANDPAR
(10,1),(1,4),-0.145533 # DEPENDENCYPART_GRANDPAR
(10,1),(1,5),-0.149693 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),-0.593961 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),-0.746075 # DEPENDENCYPART_GRANDPAR
(10,2),(2,4),-0.125535 # DEPENDENCYPART_GRANDPAR
(10,2),(2,5),-0.140563 # DEPENDENCYPART_GRANDPAR
(10,2),(2,6),-0.134395 # DEPENDENCYPART_GRANDPAR
(10,2),(2,7),-0.44709 # DEPENDENCYPART_GRANDPAR
(10,2),(2,8),0.132211 # DEPENDENCYPART_GRANDPAR
(10,2),(2,9),1.83019 # DEPENDENCYPART_GRANDPAR
(10,2),(2,10),-1.08995 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,2),(2,12),-0.729585 # DEPENDENCYPART_GRANDPAR
(10,2),(2,14),-0.759771 # DEPENDENCYPART_GRANDPAR
(10,2),(2,15),-0.806669 # DEPENDENCYPART_GRANDPAR
(10,2),(2,16),-0.814462 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),-0.789954 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.062843 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),-0.155102 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),-0.150935 # DEPENDENCYPART_GRANDPAR
(10,3),(3,6),-0.163962 # DEPENDENCYPART_GRANDPAR
(10,3),(3,7),-0.34296 # DEPENDENCYPART_GRANDPAR
(10,3),(3,8),0.260855 # DEPENDENCYPART_GRANDPAR
(10,3),(3,9),1.58881 # DEPENDENCYPART_GRANDPAR
(10,3),(3,12),-0.667965 # DEPENDENCYPART_GRANDPAR
(10,3),(3,13),-0.605026 # DEPENDENCYPART_GRANDPAR
(10,3),(3,14),-0.70055 # DEPENDENCYPART_GRANDPAR
(10,3),(3,16),-0.792402 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),-0.150763 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.774645 # DEPENDENCYPART_GRANDPAR
(10,4),(4,8),0.286936 # DEPENDENCYPART_GRANDPAR
(10,4),(4,14),-0.730949 # DEPENDENCYPART_GRANDPAR
(10,4),(4,16),-0.73057 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),-0.816286 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.0693787 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.773526 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),0.103374 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),-0.150946 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),-0.381038 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),-0.973991 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,5),(5,13),-0.510599 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.150763 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.337699 # DEPENDENCYPART_GRANDPAR
(10,6),(6,14),-0.730949 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),-0.791128 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.0609014 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.752893 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),0.0157888 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.258226 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),0.00692833 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),0.263855 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),1.58971 # DEPENDENCYPART_GRANDPAR
(10,7),(7,12),-0.677418 # DEPENDENCYPART_GRANDPAR
(10,7),(7,17),-0.446044 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),-0.631336 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),-0.0705986 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.586187 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),0.0255947 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.148333 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),0.0167343 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.288125 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),1.8297 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-1.08724 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.408781 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-0.728494 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.624352 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-0.75868 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),-0.805578 # DEPENDENCYPART_GRANDPAR
(10,8),(8,16),-0.811754 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),-0.708244 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.658318 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.359628 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.04015 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.362068 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-0.788004 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.713176 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),-0.415534 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.296363 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.489472 # DEPENDENCYPART_GRANDPAR
(10,12),(12,1),-1.13437 # DEPENDENCYPART_GRANDPAR
(10,12),(12,2),-0.371081 # DEPENDENCYPART_GRANDPAR
(10,12),(12,3),-1.09094 # DEPENDENCYPART_GRANDPAR
(10,12),(12,4),-0.313118 # DEPENDENCYPART_GRANDPAR
(10,12),(12,5),-0.383812 # DEPENDENCYPART_GRANDPAR
(10,12),(12,6),-0.321978 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-0.78545 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.281234 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),1.27164 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.746183 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),-0.134013 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.116804 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.426409 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.667234 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.311051 # DEPENDENCYPART_GRANDPAR
(10,13),(13,5),-0.342257 # DEPENDENCYPART_GRANDPAR
(10,13),(13,6),-0.248205 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-0.225366 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.64043 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),-0.191442 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),-0.185379 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.42729 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.718946 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.469612 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.362789 # DEPENDENCYPART_GRANDPAR
(10,14),(14,1),-1.11429 # DEPENDENCYPART_GRANDPAR
(10,14),(14,2),-0.373002 # DEPENDENCYPART_GRANDPAR
(10,14),(14,3),-1.07086 # DEPENDENCYPART_GRANDPAR
(10,14),(14,4),-0.314142 # DEPENDENCYPART_GRANDPAR
(10,14),(14,5),-0.384985 # DEPENDENCYPART_GRANDPAR
(10,14),(14,6),-0.323002 # DEPENDENCYPART_GRANDPAR
(10,14),(14,7),-0.765374 # DEPENDENCYPART_GRANDPAR
(10,14),(14,8),-0.283153 # DEPENDENCYPART_GRANDPAR
(10,14),(14,9),1.26977 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-0.745083 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,11),-0.141577 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),-0.33942 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.278849 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.69245 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.339724 # DEPENDENCYPART_GRANDPAR
(10,15),(15,11),-0.230157 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),-0.256213 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.35627 # DEPENDENCYPART_GRANDPAR
(11,10),(10,1),-0.52389 # DEPENDENCYPART_GRANDPAR
(11,10),(10,2),-0.326901 # DEPENDENCYPART_GRANDPAR
(11,10),(10,3),-0.477891 # DEPENDENCYPART_GRANDPAR
(11,10),(10,4),-0.0838803 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.271987 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.143795 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.358072 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.213918 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.160918 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-0.638929 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.328169 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.404925 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.371758 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-0.489671 # DEPENDENCYPART_GRANDPAR
(11,10),(10,17),-0.417521 # DEPENDENCYPART_GRANDPAR
(11,12),(12,1),-0.798953 # DEPENDENCYPART_GRANDPAR
(11,12),(12,2),-0.586326 # DEPENDENCYPART_GRANDPAR
(11,12),(12,3),-0.750582 # DEPENDENCYPART_GRANDPAR
(11,12),(12,4),-0.291745 # DEPENDENCYPART_GRANDPAR
(11,12),(12,5),-0.454119 # DEPENDENCYPART_GRANDPAR
(11,12),(12,6),-0.35166 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),-0.633866 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-0.473744 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-0.341589 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.432442 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.350916 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),-0.174822 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),-0.197682 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.330362 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.265685 # DEPENDENCYPART_GRANDPAR
(11,13),(13,5),-0.430252 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-0.297462 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-0.43005 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.3744 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.399751 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),-0.0248027 # DEPENDENCYPART_GRANDPAR
