# _root_ irakaskuntza esparruan hezkuntza sistema propioa eduki beharra azpimarratzen da , eta kultura arloa naziotasuna , euskaltasuna eta herritasunaren_gainean oinarritzeko proposatzen da .
#goldHeads=2,8,4,6,4,8,6,11,8,9,0,13,19,17,14,17,0,17,20,11,20,21,
#predictedHeads=2,6,4,6,4,7,8,11,8,9,0,13,14,17,14,17,19,17,20,11,20,21,
(1,3),(3,9),-0.393783 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-0.314399 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,2),0.112768 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),-0.109596 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),-0.109304 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),-0.224119 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),-0.170936 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-0.872929 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.392097 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-0.517166 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.499871 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.447257 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.209866 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.230381 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),-0.370184 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.494354 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.449648 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.0311835 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.232722 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.190908 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.430463 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.376622 # DEPENDENCYPART_GRANDPAR
(2,4),(4,12),-0.349544 # DEPENDENCYPART_GRANDPAR
(2,4),(4,13),-0.481029 # DEPENDENCYPART_GRANDPAR
(2,4),(4,14),-0.310766 # DEPENDENCYPART_GRANDPAR
(2,4),(4,16),-0.485138 # DEPENDENCYPART_GRANDPAR
(2,4),(4,17),-0.197425 # DEPENDENCYPART_GRANDPAR
(2,4),(4,18),-0.286173 # DEPENDENCYPART_GRANDPAR
(2,4),(4,19),-0.337728 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-0.460592 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.499458 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),-0.0186267 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),-0.150877 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.142306 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.330117 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),0.182545 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-0.719906 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,5),-0.57043 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.168298 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-0.719906 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.386211 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.57043 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.486269 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.24024 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.296625 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.285987 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.288799 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.171025 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.445856 # DEPENDENCYPART_GRANDPAR
(3,4),(4,12),-0.25997 # DEPENDENCYPART_GRANDPAR
(3,4),(4,13),-0.24704 # DEPENDENCYPART_GRANDPAR
(3,4),(4,14),-0.290421 # DEPENDENCYPART_GRANDPAR
(3,4),(4,16),-0.230878 # DEPENDENCYPART_GRANDPAR
(3,4),(4,17),-0.315131 # DEPENDENCYPART_GRANDPAR
(3,4),(4,18),-0.30832 # DEPENDENCYPART_GRANDPAR
(3,4),(4,19),-0.308805 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.452506 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.206477 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.346435 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),-0.0129651 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.240197 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.0706786 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),-0.139855 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),-0.0294202 # DEPENDENCYPART_GRANDPAR
(3,9),(9,17),-0.291581 # DEPENDENCYPART_GRANDPAR
(3,9),(9,20),-0.174623 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.270163 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),0.0909653 # DEPENDENCYPART_GRANDPAR
(4,1),(1,5),-0.400341 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.413509 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),0.0883353 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-0.697079 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.400341 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.413509 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.383998 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-0.697079 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.400341 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-0.59006 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.687265 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.658478 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.29735 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.327192 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.311562 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.0610567 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.746408 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.717621 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.356493 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.37375 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),-0.055173 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.0219148 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.324008 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.438861 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.0224097 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.114398 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),-0.147644 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),-0.0605783 # DEPENDENCYPART_GRANDPAR
(4,6),(6,17),-0.205785 # DEPENDENCYPART_GRANDPAR
(4,6),(6,19),-0.34304 # DEPENDENCYPART_GRANDPAR
(4,6),(6,20),-0.201637 # DEPENDENCYPART_GRANDPAR
(4,6),(6,21),-0.309653 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-0.697785 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.336657 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.270515 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),0.0624794 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.10327 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.293524 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.493217 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.00143473 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.231835 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),-0.125634 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),0.00759976 # DEPENDENCYPART_GRANDPAR
(4,9),(9,17),-0.236299 # DEPENDENCYPART_GRANDPAR
(4,9),(9,20),-0.202665 # DEPENDENCYPART_GRANDPAR
(4,12),(12,10),-0.200994 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),0.00434924 # DEPENDENCYPART_GRANDPAR
(4,12),(12,13),-0.226619 # DEPENDENCYPART_GRANDPAR
(4,12),(12,14),-0.310753 # DEPENDENCYPART_GRANDPAR
(4,12),(12,15),-0.0694471 # DEPENDENCYPART_GRANDPAR
(4,13),(13,8),-0.0843301 # DEPENDENCYPART_GRANDPAR
(4,13),(13,10),-0.213374 # DEPENDENCYPART_GRANDPAR
(4,13),(13,11),0.00507834 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),-0.127206 # DEPENDENCYPART_GRANDPAR
(4,13),(13,14),-0.306969 # DEPENDENCYPART_GRANDPAR
(4,13),(13,15),-0.0563656 # DEPENDENCYPART_GRANDPAR
(4,13),(13,16),-0.304452 # DEPENDENCYPART_GRANDPAR
(4,13),(13,18),-0.280148 # DEPENDENCYPART_GRANDPAR
(4,14),(14,5),0.0568973 # DEPENDENCYPART_GRANDPAR
(4,14),(14,8),-0.0843301 # DEPENDENCYPART_GRANDPAR
(4,14),(14,10),-0.213374 # DEPENDENCYPART_GRANDPAR
(4,14),(14,11),0.00507834 # DEPENDENCYPART_GRANDPAR
(4,14),(14,12),-0.127206 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),-0.111629 # DEPENDENCYPART_GRANDPAR
(4,14),(14,15),-0.0563656 # DEPENDENCYPART_GRANDPAR
(4,14),(14,16),-0.304452 # DEPENDENCYPART_GRANDPAR
(4,14),(14,17),-0.238319 # DEPENDENCYPART_GRANDPAR
(4,14),(14,18),-0.280148 # DEPENDENCYPART_GRANDPAR
(4,14),(14,19),-0.335995 # DEPENDENCYPART_GRANDPAR
(4,14),(14,21),-0.37 # DEPENDENCYPART_GRANDPAR
(4,14),(14,22),-0.447397 # DEPENDENCYPART_GRANDPAR
(4,16),(16,12),-0.127206 # DEPENDENCYPART_GRANDPAR
(4,16),(16,13),-0.111629 # DEPENDENCYPART_GRANDPAR
(4,16),(16,14),-0.195763 # DEPENDENCYPART_GRANDPAR
(4,16),(16,15),-0.251543 # DEPENDENCYPART_GRANDPAR
(4,16),(16,18),-0.280148 # DEPENDENCYPART_GRANDPAR
(4,16),(16,21),-0.37 # DEPENDENCYPART_GRANDPAR
(4,17),(17,1),-0.756651 # DEPENDENCYPART_GRANDPAR
(4,17),(17,2),-0.727864 # DEPENDENCYPART_GRANDPAR
(4,17),(17,3),-0.366736 # DEPENDENCYPART_GRANDPAR
(4,17),(17,4),-0.25242 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,17),(17,6),-0.14885 # DEPENDENCYPART_GRANDPAR
(4,17),(17,7),-0.0499055 # DEPENDENCYPART_GRANDPAR
(4,17),(17,8),-0.114402 # DEPENDENCYPART_GRANDPAR
(4,17),(17,11),-0.117055 # DEPENDENCYPART_GRANDPAR
(4,17),(17,12),-0.113103 # DEPENDENCYPART_GRANDPAR
(4,17),(17,13),-0.109829 # DEPENDENCYPART_GRANDPAR
(4,17),(17,14),-0.193963 # DEPENDENCYPART_GRANDPAR
(4,17),(17,15),-0.213664 # DEPENDENCYPART_GRANDPAR
(4,17),(17,16),-0.191446 # DEPENDENCYPART_GRANDPAR
(4,17),(17,18),-0.152356 # DEPENDENCYPART_GRANDPAR
(4,17),(17,19),-0.280909 # DEPENDENCYPART_GRANDPAR
(4,17),(17,20),-0.142528 # DEPENDENCYPART_GRANDPAR
(4,17),(17,21),-0.346762 # DEPENDENCYPART_GRANDPAR
(4,18),(18,16),-0.193246 # DEPENDENCYPART_GRANDPAR
(4,18),(18,17),-0.086309 # DEPENDENCYPART_GRANDPAR
(4,18),(18,19),-0.335995 # DEPENDENCYPART_GRANDPAR
(4,18),(18,21),-0.37 # DEPENDENCYPART_GRANDPAR
(4,18),(18,22),-0.447397 # DEPENDENCYPART_GRANDPAR
(4,19),(19,2),-0.717573 # DEPENDENCYPART_GRANDPAR
(4,19),(19,3),-0.356445 # DEPENDENCYPART_GRANDPAR
(4,19),(19,4),-0.381987 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,19),(19,5),-0.0594456 # DEPENDENCYPART_GRANDPAR
(4,19),(19,6),-0.258284 # DEPENDENCYPART_GRANDPAR
(4,19),(19,7),-0.169957 # DEPENDENCYPART_GRANDPAR
(4,19),(19,8),-0.223474 # DEPENDENCYPART_GRANDPAR
(4,19),(19,9),-0.100013 # DEPENDENCYPART_GRANDPAR
(4,19),(19,11),-0.00754713 # DEPENDENCYPART_GRANDPAR
(4,19),(19,12),-0.23802 # DEPENDENCYPART_GRANDPAR
(4,19),(19,13),-0.222817 # DEPENDENCYPART_GRANDPAR
(4,19),(19,14),-0.306952 # DEPENDENCYPART_GRANDPAR
(4,19),(19,16),-0.304435 # DEPENDENCYPART_GRANDPAR
(4,19),(19,17),-0.0989345 # DEPENDENCYPART_GRANDPAR
(4,19),(19,18),-0.280131 # DEPENDENCYPART_GRANDPAR
(4,19),(19,20),-0.205679 # DEPENDENCYPART_GRANDPAR
(4,19),(19,21),-0.309596 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),0.0363501 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.0861991 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-1.34018 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,1),-0.244151 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.0861008 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),0.0731679 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.34018 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,1),-0.244151 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.0355552 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),0.0731679 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.34018 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,9),-0.293059 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.235771 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.0271749 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.149724 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.34018 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.281948 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.664068 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.293059 # DEPENDENCYPART_GRANDPAR
(5,4),(4,12),-0.45057 # DEPENDENCYPART_GRANDPAR
(5,4),(4,13),-0.705328 # DEPENDENCYPART_GRANDPAR
(5,4),(4,14),-0.640153 # DEPENDENCYPART_GRANDPAR
(5,4),(4,16),-0.678515 # DEPENDENCYPART_GRANDPAR
(5,4),(4,17),-0.265975 # DEPENDENCYPART_GRANDPAR
(5,4),(4,18),-0.750536 # DEPENDENCYPART_GRANDPAR
(5,4),(4,19),-0.36963 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.516449 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.308577 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.431126 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.267616 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-1.05699 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.395934 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.0306464 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.0870105 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),0.0928647 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.123451 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),-0.361049 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),0.142695 # DEPENDENCYPART_GRANDPAR
(5,6),(6,17),-0.0564137 # DEPENDENCYPART_GRANDPAR
(5,6),(6,19),-0.167124 # DEPENDENCYPART_GRANDPAR
(5,6),(6,20),-0.0556799 # DEPENDENCYPART_GRANDPAR
(5,6),(6,21),-0.0599508 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.264287 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.386836 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.223328 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-1.00737 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.03752 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.00559795 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.143834 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),0.103683 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.226239 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),0.0554832 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),0.156463 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),0.492497 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),0.0255483 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),0.156693 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),0.295648 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),0.48985 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),0.0255483 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),0.0407314 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),0.295648 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),0.48985 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),-0.336751 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),0.0502635 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),0.0654466 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),0.166426 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),0.492929 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-0.505761 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),0.0198568 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.33137 # DEPENDENCYPART_GRANDPAR
(6,4),(4,12),-0.37514 # DEPENDENCYPART_GRANDPAR
(6,4),(4,13),-0.381774 # DEPENDENCYPART_GRANDPAR
(6,4),(4,14),-0.353102 # DEPENDENCYPART_GRANDPAR
(6,4),(4,16),-0.413088 # DEPENDENCYPART_GRANDPAR
(6,4),(4,17),-0.0745166 # DEPENDENCYPART_GRANDPAR
(6,4),(4,18),-0.63857 # DEPENDENCYPART_GRANDPAR
(6,4),(4,19),-0.32713 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),0.0432447 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),0.0574931 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),0.158473 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),0.301611 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-0.587186 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.108843 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-0.160132 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.059152 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),0.0797285 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),0.166333 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.260265 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.0169445 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.259097 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),0.127658 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.181087 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-0.328007 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-0.315655 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.214675 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.0757909 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),0.0772893 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.436356 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.179757 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.209761 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),0.103633 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.124889 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.17109 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.183649 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.154977 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),-0.110754 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),-0.214964 # DEPENDENCYPART_GRANDPAR
(6,8),(8,17),0.0190806 # DEPENDENCYPART_GRANDPAR
(6,8),(8,18),-0.440445 # DEPENDENCYPART_GRANDPAR
(6,8),(8,19),-0.232069 # DEPENDENCYPART_GRANDPAR
(6,8),(8,20),-0.260927 # DEPENDENCYPART_GRANDPAR
(6,8),(8,21),-0.309252 # DEPENDENCYPART_GRANDPAR
(6,9),(9,7),0.16026 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),0.0662216 # DEPENDENCYPART_GRANDPAR
(6,9),(9,17),-0.0505658 # DEPENDENCYPART_GRANDPAR
(6,9),(9,20),-0.342894 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-0.0914118 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,8),0.199816 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.149593 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.136321 # DEPENDENCYPART_GRANDPAR
(6,10),(10,20),-0.280984 # DEPENDENCYPART_GRANDPAR
(6,11),(11,1),-0.403277 # DEPENDENCYPART_GRANDPAR
(6,11),(11,4),-0.151064 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-0.303481 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),0.224516 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),-0.0107342 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),-0.295769 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.00257801 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.109806 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.111647 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.0829748 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),-0.199187 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),-0.142962 # DEPENDENCYPART_GRANDPAR
(6,11),(11,17),0.0379991 # DEPENDENCYPART_GRANDPAR
(6,11),(11,18),-0.368443 # DEPENDENCYPART_GRANDPAR
(6,11),(11,19),-0.177289 # DEPENDENCYPART_GRANDPAR
(6,11),(11,20),-0.212161 # DEPENDENCYPART_GRANDPAR
(6,14),(14,5),0.162816 # DEPENDENCYPART_GRANDPAR
(6,14),(14,8),0.0355265 # DEPENDENCYPART_GRANDPAR
(6,14),(14,10),0.0134307 # DEPENDENCYPART_GRANDPAR
(6,14),(14,11),-0.0637134 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),-0.174003 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),-0.178864 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),-0.0903974 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),-0.22516 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),0.0456527 # DEPENDENCYPART_GRANDPAR
(6,14),(14,18),-0.450642 # DEPENDENCYPART_GRANDPAR
(6,14),(14,19),-0.15217 # DEPENDENCYPART_GRANDPAR
(6,14),(14,21),-0.358494 # DEPENDENCYPART_GRANDPAR
(6,14),(14,22),-0.242582 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),-0.0189474 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),-0.235366 # DEPENDENCYPART_GRANDPAR
(6,17),(17,1),-0.403277 # DEPENDENCYPART_GRANDPAR
(6,17),(17,2),-0.390925 # DEPENDENCYPART_GRANDPAR
(6,17),(17,3),-0.289945 # DEPENDENCYPART_GRANDPAR
(6,17),(17,4),-0.151064 # DEPENDENCYPART_GRANDPAR
(6,17),(17,6),-0.303481 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,17),(17,7),0.224516 # DEPENDENCYPART_GRANDPAR
(6,17),(17,8),-0.0107342 # DEPENDENCYPART_GRANDPAR
(6,17),(17,11),-0.0961716 # DEPENDENCYPART_GRANDPAR
(6,17),(17,12),-0.168854 # DEPENDENCYPART_GRANDPAR
(6,17),(17,13),-0.184817 # DEPENDENCYPART_GRANDPAR
(6,17),(17,14),-0.156145 # DEPENDENCYPART_GRANDPAR
(6,17),(17,15),-0.216965 # DEPENDENCYPART_GRANDPAR
(6,17),(17,16),-0.216131 # DEPENDENCYPART_GRANDPAR
(6,17),(17,18),-0.368443 # DEPENDENCYPART_GRANDPAR
(6,17),(17,19),-0.177289 # DEPENDENCYPART_GRANDPAR
(6,17),(17,20),-0.212161 # DEPENDENCYPART_GRANDPAR
(6,17),(17,21),-0.412196 # DEPENDENCYPART_GRANDPAR
(6,19),(19,2),-0.316224 # DEPENDENCYPART_GRANDPAR
(6,19),(19,3),-0.215244 # DEPENDENCYPART_GRANDPAR
(6,19),(19,4),-0.07636 # DEPENDENCYPART_GRANDPAR
(6,19),(19,5),0.0768336 # DEPENDENCYPART_GRANDPAR
(6,19),(19,6),-0.4382 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,19),(19,7),0.179212 # DEPENDENCYPART_GRANDPAR
(6,19),(19,8),-0.145448 # DEPENDENCYPART_GRANDPAR
(6,19),(19,9),-0.110009 # DEPENDENCYPART_GRANDPAR
(6,19),(19,11),-0.152294 # DEPENDENCYPART_GRANDPAR
(6,19),(19,12),-0.219523 # DEPENDENCYPART_GRANDPAR
(6,19),(19,13),-0.225 # DEPENDENCYPART_GRANDPAR
(6,19),(19,14),-0.196328 # DEPENDENCYPART_GRANDPAR
(6,19),(19,16),-0.256315 # DEPENDENCYPART_GRANDPAR
(6,19),(19,17),-0.00832456 # DEPENDENCYPART_GRANDPAR
(6,19),(19,18),-0.481797 # DEPENDENCYPART_GRANDPAR
(6,19),(19,20),-0.261629 # DEPENDENCYPART_GRANDPAR
(6,19),(19,21),-0.309953 # DEPENDENCYPART_GRANDPAR
(6,20),(20,1),-0.329129 # DEPENDENCYPART_GRANDPAR
(6,20),(20,2),-0.316776 # DEPENDENCYPART_GRANDPAR
(6,20),(20,3),-0.215797 # DEPENDENCYPART_GRANDPAR
