# _root_ psnk uste du hori ez dela bidezkoa eta upn kritikatu du , enpresa pribatuetan hori bultzatzen ari_den bitartean , publikoetan ez duelako oraindik ezarri .
#goldHeads=2,8,2,6,6,2,6,0,10,8,10,11,16,13,16,17,24,17,18,24,24,24,24,10,24,
#predictedHeads=2,0,2,6,6,10,6,6,10,0,10,11,16,13,13,17,18,10,18,19,24,24,24,10,24,
(0,17),(17,16),0.092379 # DEPENDENCYPART_GRANDPAR
(0,17),(17,18),0.170127 # DEPENDENCYPART_GRANDPAR
(0,17),(17,20),-0.124528 # DEPENDENCYPART_GRANDPAR
(0,17),(17,21),-0.195862 # DEPENDENCYPART_GRANDPAR
(0,17),(17,22),-1.26941 # DEPENDENCYPART_GRANDPAR
(0,17),(17,24),0.153314 # DEPENDENCYPART_GRANDPAR
(0,19),(19,16),0.256418 # DEPENDENCYPART_GRANDPAR
(0,19),(19,17),-0.13054 # DEPENDENCYPART_GRANDPAR
(0,19),(19,20),-0.267718 # DEPENDENCYPART_GRANDPAR
(0,19),(19,24),0.240795 # DEPENDENCYPART_GRANDPAR
(0,20),(20,18),0.0114731 # DEPENDENCYPART_GRANDPAR
(0,20),(20,19),-0.0930047 # DEPENDENCYPART_GRANDPAR
(0,20),(20,21),-0.264828 # DEPENDENCYPART_GRANDPAR
(0,20),(20,24),0.127479 # DEPENDENCYPART_GRANDPAR
(0,21),(21,18),-0.0750242 # DEPENDENCYPART_GRANDPAR
(0,22),(22,18),-0.0703621 # DEPENDENCYPART_GRANDPAR
(0,22),(22,20),-0.449045 # DEPENDENCYPART_GRANDPAR
(0,22),(22,21),-0.324721 # DEPENDENCYPART_GRANDPAR
(0,22),(22,23),-0.126022 # DEPENDENCYPART_GRANDPAR
(0,23),(23,25),-0.58777 # DEPENDENCYPART_GRANDPAR
(0,24),(24,2),0.115888 # DEPENDENCYPART_GRANDPAR
(0,24),(24,6),0.0542539 # DEPENDENCYPART_GRANDPAR
(0,24),(24,8),0.0646336 # DEPENDENCYPART_GRANDPAR
(0,24),(24,9),-0.366277 # DEPENDENCYPART_GRANDPAR
(0,24),(24,10),0.265914 # DEPENDENCYPART_GRANDPAR
(0,24),(24,12),0.0157465 # DEPENDENCYPART_GRANDPAR
(0,24),(24,13),-0.0326917 # DEPENDENCYPART_GRANDPAR
(0,24),(24,14),-0.152066 # DEPENDENCYPART_GRANDPAR
(0,24),(24,15),-0.415034 # DEPENDENCYPART_GRANDPAR
(0,24),(24,16),0.0822148 # DEPENDENCYPART_GRANDPAR
(0,24),(24,17),-0.30681 # DEPENDENCYPART_GRANDPAR
(0,24),(24,18),0.0679248 # DEPENDENCYPART_GRANDPAR
(0,24),(24,19),-0.0937177 # DEPENDENCYPART_GRANDPAR
(0,24),(24,20),-0.302826 # DEPENDENCYPART_GRANDPAR
(0,24),(24,21),-0.106709 # DEPENDENCYPART_GRANDPAR
(0,24),(24,22),-1.56546 # DEPENDENCYPART_GRANDPAR
(0,24),(24,23),-0.0104568 # DEPENDENCYPART_GRANDPAR
(0,24),(24,25),-0.416844 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.460585 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,5),0.289947 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.0348263 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),0.030019 # DEPENDENCYPART_GRANDPAR
(2,3),(3,11),-0.196603 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),-0.234729 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.460514 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,6),-0.0432434 # DEPENDENCYPART_GRANDPAR
(2,7),(7,2),-0.441349 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,7),(7,6),0.0805411 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),0.0670175 # DEPENDENCYPART_GRANDPAR
(2,8),(8,1),0.283396 # DEPENDENCYPART_GRANDPAR
(2,8),(8,2),-0.358039 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,8),(8,3),-0.142964 # DEPENDENCYPART_GRANDPAR
(2,8),(8,4),0.036632 # DEPENDENCYPART_GRANDPAR
(2,8),(8,5),0.25194 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),0.139906 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),-0.269611 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),-0.258877 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),-0.118493 # DEPENDENCYPART_GRANDPAR
(2,8),(8,11),-0.175579 # DEPENDENCYPART_GRANDPAR
(2,8),(8,12),-0.0226003 # DEPENDENCYPART_GRANDPAR
(2,8),(8,13),-0.0438708 # DEPENDENCYPART_GRANDPAR
(2,8),(8,16),0.0183237 # DEPENDENCYPART_GRANDPAR
(2,8),(8,17),0.181877 # DEPENDENCYPART_GRANDPAR
(2,8),(8,18),-0.0245845 # DEPENDENCYPART_GRANDPAR
(2,8),(8,24),-0.0224066 # DEPENDENCYPART_GRANDPAR
(2,9),(9,10),-0.200062 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.0364745 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-0.791189 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.102614 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.415998 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-0.114132 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-0.331944 # DEPENDENCYPART_GRANDPAR
(3,2),(2,9),-0.759471 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.252875 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.164104 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.30803 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.569653 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),0.179563 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),-0.186357 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),0.152636 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.12276 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.538113 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),-0.298637 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),-0.341941 # DEPENDENCYPART_GRANDPAR
(3,6),(6,13),-0.111321 # DEPENDENCYPART_GRANDPAR
(3,6),(6,14),-0.375825 # DEPENDENCYPART_GRANDPAR
(3,6),(6,16),-0.299361 # DEPENDENCYPART_GRANDPAR
(3,6),(6,17),0.137839 # DEPENDENCYPART_GRANDPAR
(3,6),(6,18),-0.513078 # DEPENDENCYPART_GRANDPAR
(3,6),(6,24),-0.496958 # DEPENDENCYPART_GRANDPAR
(3,8),(8,1),-0.263245 # DEPENDENCYPART_GRANDPAR
(3,8),(8,2),-0.304743 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),-0.630579 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,4),0.156977 # DEPENDENCYPART_GRANDPAR
(3,8),(8,5),-0.227461 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),-0.0861298 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),0.166741 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.609633 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),-0.292025 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.385133 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),-0.0402017 # DEPENDENCYPART_GRANDPAR
(3,8),(8,13),-0.174471 # DEPENDENCYPART_GRANDPAR
(3,8),(8,16),-0.291265 # DEPENDENCYPART_GRANDPAR
(3,8),(8,17),0.15514 # DEPENDENCYPART_GRANDPAR
(3,8),(8,18),-0.595653 # DEPENDENCYPART_GRANDPAR
(3,8),(8,24),-0.482444 # DEPENDENCYPART_GRANDPAR
(3,11),(11,5),-0.231607 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),-0.488256 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),0.110724 # DEPENDENCYPART_GRANDPAR
(3,11),(11,13),-0.161301 # DEPENDENCYPART_GRANDPAR
(4,10),(10,2),-0.589776 # DEPENDENCYPART_GRANDPAR
(4,10),(10,3),-0.396199 # DEPENDENCYPART_GRANDPAR
(4,10),(10,4),-0.55807 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,10),(10,5),0.139737 # DEPENDENCYPART_GRANDPAR
(4,10),(10,6),-0.297322 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),-0.259263 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),0.105307 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),-0.53647 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.251233 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.0160467 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),-0.362393 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),-0.370687 # DEPENDENCYPART_GRANDPAR
(4,10),(10,16),-0.27616 # DEPENDENCYPART_GRANDPAR
(4,10),(10,17),-0.110324 # DEPENDENCYPART_GRANDPAR
(4,10),(10,18),-0.673079 # DEPENDENCYPART_GRANDPAR
(4,10),(10,19),-0.00641672 # DEPENDENCYPART_GRANDPAR
(4,10),(10,20),-0.37776 # DEPENDENCYPART_GRANDPAR
(4,10),(10,22),-0.199715 # DEPENDENCYPART_GRANDPAR
(4,10),(10,24),-0.138664 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.119559 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.0914182 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),0.0860211 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-0.60564 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,7),-0.311314 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-0.215802 # DEPENDENCYPART_GRANDPAR
(5,2),(2,9),-0.406437 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.523895 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.300328 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.260902 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.329936 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.0429912 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.0112013 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.140111 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.233196 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.34835 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),-0.247459 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),-0.115633 # DEPENDENCYPART_GRANDPAR
(5,6),(6,16),-0.277933 # DEPENDENCYPART_GRANDPAR
(5,6),(6,17),-0.300412 # DEPENDENCYPART_GRANDPAR
(5,6),(6,18),-0.220653 # DEPENDENCYPART_GRANDPAR
(5,6),(6,24),-0.375754 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),0.0145534 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.918207 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),0.375086 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),0.032929 # DEPENDENCYPART_GRANDPAR
(6,2),(2,7),-0.494868 # DEPENDENCYPART_GRANDPAR
(6,2),(2,8),-0.23836 # DEPENDENCYPART_GRANDPAR
(6,2),(2,9),0.127811 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.0629388 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),0.0341434 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-0.786991 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,8),-0.239894 # DEPENDENCYPART_GRANDPAR
(6,3),(3,11),-1.40454 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.381026 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.164378 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-0.789783 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,2),-0.275871 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.542984 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.0525154 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-0.2284 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-0.374067 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-1.14867 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.0575076 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.105527 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.567004 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),-0.252939 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),0.524593 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.149582 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-1.20089 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),0.00959672 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),0.076216 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),-0.355 # DEPENDENCYPART_GRANDPAR
(6,8),(8,17),-0.278447 # DEPENDENCYPART_GRANDPAR
(6,8),(8,18),0.062246 # DEPENDENCYPART_GRANDPAR
(6,8),(8,24),-0.256453 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.124607 # DEPENDENCYPART_GRANDPAR
(6,10),(10,2),-0.40852 # DEPENDENCYPART_GRANDPAR
(6,10),(10,3),-1.15082 # DEPENDENCYPART_GRANDPAR
(6,10),(10,4),-0.0811856 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-0.134526 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-0.589612 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),-0.265888 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),-0.0447545 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),0.420653 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-1.14855 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),0.0241331 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.0468866 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.503255 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),-0.373424 # DEPENDENCYPART_GRANDPAR
(6,10),(10,17),-0.312838 # DEPENDENCYPART_GRANDPAR
(6,10),(10,18),-0.0447712 # DEPENDENCYPART_GRANDPAR
(6,10),(10,19),-0.177056 # DEPENDENCYPART_GRANDPAR
(6,10),(10,20),-0.6281 # DEPENDENCYPART_GRANDPAR
(6,10),(10,22),0.0907882 # DEPENDENCYPART_GRANDPAR
(6,10),(10,24),-0.291808 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),-0.0798024 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),0.444604 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),0.11163 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.0804616 # DEPENDENCYPART_GRANDPAR
(6,13),(13,4),-0.0749447 # DEPENDENCYPART_GRANDPAR
(6,13),(13,7),-0.139005 # DEPENDENCYPART_GRANDPAR
(6,13),(13,9),0.385611 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),-0.0500782 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),-1.20123 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),-0.103164 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),-0.442898 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),-0.439553 # DEPENDENCYPART_GRANDPAR
(6,13),(13,16),-0.321005 # DEPENDENCYPART_GRANDPAR
(6,13),(13,17),-0.2597 # DEPENDENCYPART_GRANDPAR
(6,13),(13,18),-0.0770043 # DEPENDENCYPART_GRANDPAR
(6,13),(13,24),-0.23877 # DEPENDENCYPART_GRANDPAR
(6,13),(13,25),-0.193267 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),-0.0562568 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),-0.463875 # DEPENDENCYPART_GRANDPAR
(6,16),(16,2),-0.408509 # DEPENDENCYPART_GRANDPAR
(6,16),(16,4),-0.0811859 # DEPENDENCYPART_GRANDPAR
(6,16),(16,5),-0.134526 # DEPENDENCYPART_GRANDPAR
(6,16),(16,6),-0.588137 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,16),(16,7),-0.264704 # DEPENDENCYPART_GRANDPAR
(6,16),(16,8),-0.0343269 # DEPENDENCYPART_GRANDPAR
(6,16),(16,9),0.408714 # DEPENDENCYPART_GRANDPAR
(6,16),(16,10),-0.16482 # DEPENDENCYPART_GRANDPAR
(6,16),(16,11),-1.07459 # DEPENDENCYPART_GRANDPAR
(6,16),(16,12),-0.148042 # DEPENDENCYPART_GRANDPAR
(6,16),(16,13),-0.0377053 # DEPENDENCYPART_GRANDPAR
(6,16),(16,14),-0.581342 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),-0.38066 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),-0.319946 # DEPENDENCYPART_GRANDPAR
(6,16),(16,18),-0.0280586 # DEPENDENCYPART_GRANDPAR
(6,16),(16,19),-0.174788 # DEPENDENCYPART_GRANDPAR
(6,16),(16,20),-0.628652 # DEPENDENCYPART_GRANDPAR
(6,16),(16,21),-0.355311 # DEPENDENCYPART_GRANDPAR
(6,16),(16,22),0.076345 # DEPENDENCYPART_GRANDPAR
(6,16),(16,23),-0.321486 # DEPENDENCYPART_GRANDPAR
(6,16),(16,24),-0.299513 # DEPENDENCYPART_GRANDPAR
(6,17),(17,2),-0.40851 # DEPENDENCYPART_GRANDPAR
(6,17),(17,6),-0.591163 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,17),(17,8),-0.0525632 # DEPENDENCYPART_GRANDPAR
(6,17),(17,9),0.407558 # DEPENDENCYPART_GRANDPAR
(6,17),(17,10),-0.167428 # DEPENDENCYPART_GRANDPAR
(6,17),(17,11),-1.07973 # DEPENDENCYPART_GRANDPAR
(6,17),(17,13),-0.0388622 # DEPENDENCYPART_GRANDPAR
(6,17),(17,14),-0.584438 # DEPENDENCYPART_GRANDPAR
(6,17),(17,15),-0.392556 # DEPENDENCYPART_GRANDPAR
(6,17),(17,16),-0.363197 # DEPENDENCYPART_GRANDPAR
(6,17),(17,18),-0.0197317 # DEPENDENCYPART_GRANDPAR
(6,17),(17,20),-0.623926 # DEPENDENCYPART_GRANDPAR
(6,17),(17,21),-0.353418 # DEPENDENCYPART_GRANDPAR
(6,17),(17,22),0.0794107 # DEPENDENCYPART_GRANDPAR
(6,17),(17,24),-0.293849 # DEPENDENCYPART_GRANDPAR
(6,18),(18,7),-0.146202 # DEPENDENCYPART_GRANDPAR
(6,18),(18,8),-0.0199692 # DEPENDENCYPART_GRANDPAR
(6,18),(18,10),-0.0585496 # DEPENDENCYPART_GRANDPAR
(6,18),(18,12),-0.115139 # DEPENDENCYPART_GRANDPAR
(6,18),(18,13),-0.0791497 # DEPENDENCYPART_GRANDPAR
(6,18),(18,14),-0.462838 # DEPENDENCYPART_GRANDPAR
(6,18),(18,15),-0.231731 # DEPENDENCYPART_GRANDPAR
(6,18),(18,16),-0.256678 # DEPENDENCYPART_GRANDPAR
(6,18),(18,17),-0.200437 # DEPENDENCYPART_GRANDPAR
(6,18),(18,19),-0.158312 # DEPENDENCYPART_GRANDPAR
(6,18),(18,20),-0.567936 # DEPENDENCYPART_GRANDPAR
(6,18),(18,21),-0.36198 # DEPENDENCYPART_GRANDPAR
(6,18),(18,22),0.0314139 # DEPENDENCYPART_GRANDPAR
(6,18),(18,23),-0.37799 # DEPENDENCYPART_GRANDPAR
(6,18),(18,24),-0.246735 # DEPENDENCYPART_GRANDPAR
(6,18),(18,25),-0.193003 # DEPENDENCYPART_GRANDPAR
(6,24),(24,2),-0.411233 # DEPENDENCYPART_GRANDPAR
(6,24),(24,6),-0.587736 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,24),(24,8),-0.0453373 # DEPENDENCYPART_GRANDPAR
(6,24),(24,9),0.420482 # DEPENDENCYPART_GRANDPAR
(6,24),(24,10),-0.161433 # DEPENDENCYPART_GRANDPAR
(6,24),(24,12),-0.138614 # DEPENDENCYPART_GRANDPAR
(6,24),(24,13),-0.0259381 # DEPENDENCYPART_GRANDPAR
(6,24),(24,14),-0.578647 # DEPENDENCYPART_GRANDPAR
(6,24),(24,15),-0.381463 # DEPENDENCYPART_GRANDPAR
(6,24),(24,16),-0.357202 # DEPENDENCYPART_GRANDPAR
(6,24),(24,17),-0.302375 # DEPENDENCYPART_GRANDPAR
(6,24),(24,18),-0.0271796 # DEPENDENCYPART_GRANDPAR
(6,24),(24,19),-0.339802 # DEPENDENCYPART_GRANDPAR
(6,24),(24,20),-0.703375 # DEPENDENCYPART_GRANDPAR
(6,24),(24,21),-0.371685 # DEPENDENCYPART_GRANDPAR
(6,24),(24,22),0.204289 # DEPENDENCYPART_GRANDPAR
(6,24),(24,23),-0.275553 # DEPENDENCYPART_GRANDPAR
(6,24),(24,25),-0.179529 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.273826 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.719309 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),-0.230209 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),-0.228467 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-1.19408 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,8),-0.319801 # DEPENDENCYPART_GRANDPAR
(7,2),(2,9),-0.384916 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.403081 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.733034 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.332018 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.21738 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.1786 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.306058 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.436454 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.354546 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.0868556 # DEPENDENCYPART_GRANDPAR
(7,6),(6,13),-0.391458 # DEPENDENCYPART_GRANDPAR
(7,6),(6,14),-0.973919 # DEPENDENCYPART_GRANDPAR
(7,6),(6,16),-0.118199 # DEPENDENCYPART_GRANDPAR
(7,6),(6,17),-0.026368 # DEPENDENCYPART_GRANDPAR
(7,6),(6,18),-0.688197 # DEPENDENCYPART_GRANDPAR
(7,6),(6,24),-0.214247 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-0.471881 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-0.731189 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.922891 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.550681 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.426236 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.256716 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.853209 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.0531601 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.0607553 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),0.129556 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),0.12291 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.00279811 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),0.176573 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),0.27518 # DEPENDENCYPART_GRANDPAR
(7,8),(8,18),-0.316687 # DEPENDENCYPART_GRANDPAR
(7,8),(8,24),0.0874374 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.179308 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),0.0335399 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),-0.108191 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),0.147083 # DEPENDENCYPART_GRANDPAR
(8,2),(2,7),0.541232 # DEPENDENCYPART_GRANDPAR
(8,2),(2,8),-0.486094 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,2),(2,9),-0.315043 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.0791262 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),0.116947 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),0.24893 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-0.511876 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,11),-0.123295 # DEPENDENCYPART_GRANDPAR
(8,4),(4,10),-0.197062 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.244951 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),0.170205 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.0116989 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),0.0575302 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.130982 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),0.133796 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),0.443699 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-0.583058 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.494589 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.311718 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.216947 # DEPENDENCYPART_GRANDPAR
(8,6),(6,13),-0.666485 # DEPENDENCYPART_GRANDPAR
(8,6),(6,14),-0.543716 # DEPENDENCYPART_GRANDPAR
(8,6),(6,16),-0.623109 # DEPENDENCYPART_GRANDPAR
(8,6),(6,17),-0.68567 # DEPENDENCYPART_GRANDPAR
(8,6),(6,18),-1.07025 # DEPENDENCYPART_GRANDPAR
(8,6),(6,24),-0.491996 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.191556 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),0.184754 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-0.533185 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),0.0325138 # DEPENDENCYPART_GRANDPAR
(8,10),(10,2),-0.717419 # DEPENDENCYPART_GRANDPAR
(8,10),(10,3),-0.211281 # DEPENDENCYPART_GRANDPAR
(8,10),(10,4),-0.547193 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-0.159021 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.191729 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),0.124232 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.350771 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.0126616 # DEPENDENCYPART_GRANDPAR
