# _root_ adierazi zuenez , " oso erantzun ona " jaso du orain_arte egindako sinadura bilketak , eta hori oso itxaropentsua da .
#goldHeads=16,1,2,3,7,9,6,7,16,9,12,14,14,9,14,0,20,19,20,16,20,
#predictedHeads=9,1,2,3,7,9,6,7,16,9,12,14,14,9,14,0,20,19,20,16,20,
(13,12),(12,20),-0.407858 # DEPENDENCYPART_GRANDPAR
(13,14),(14,5),-0.346705 # DEPENDENCYPART_GRANDPAR
(13,14),(14,6),-0.776417 # DEPENDENCYPART_GRANDPAR
(13,14),(14,7),-0.645275 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-0.401311 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.072964 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.101649 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.227695 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),0.129627 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.139145 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.0619927 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),-0.217971 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),-0.0615684 # DEPENDENCYPART_GRANDPAR
(13,14),(14,20),-0.222142 # DEPENDENCYPART_GRANDPAR
(13,14),(14,21),-0.259015 # DEPENDENCYPART_GRANDPAR
(13,15),(15,10),-0.903309 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.122214 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.225151 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,16),-0.181174 # DEPENDENCYPART_GRANDPAR
(13,15),(15,20),-0.21924 # DEPENDENCYPART_GRANDPAR
(13,18),(18,13),-0.269785 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,18),(18,14),0.114397 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),-0.0282896 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),0.0416156 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),-0.0579462 # DEPENDENCYPART_GRANDPAR
(13,19),(19,13),-0.279807 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,19),(19,14),0.104375 # DEPENDENCYPART_GRANDPAR
(13,19),(19,16),0.0247962 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),-0.060341 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),-0.167716 # DEPENDENCYPART_GRANDPAR
(13,20),(20,1),-0.626703 # DEPENDENCYPART_GRANDPAR
(13,20),(20,5),-0.380871 # DEPENDENCYPART_GRANDPAR
(13,20),(20,6),-0.809615 # DEPENDENCYPART_GRANDPAR
(13,20),(20,9),-0.444729 # DEPENDENCYPART_GRANDPAR
(13,20),(20,12),-0.142337 # DEPENDENCYPART_GRANDPAR
(13,20),(20,13),-0.363351 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,20),(20,14),0.0208315 # DEPENDENCYPART_GRANDPAR
(13,20),(20,15),0.00419481 # DEPENDENCYPART_GRANDPAR
(13,20),(20,16),-0.071553 # DEPENDENCYPART_GRANDPAR
(13,20),(20,17),-0.00900928 # DEPENDENCYPART_GRANDPAR
(13,20),(20,18),-0.151644 # DEPENDENCYPART_GRANDPAR
(13,20),(20,19),-0.00552503 # DEPENDENCYPART_GRANDPAR
(13,20),(20,21),-0.228911 # DEPENDENCYPART_GRANDPAR
(14,5),(5,4),-0.0535052 # DEPENDENCYPART_GRANDPAR
(14,5),(5,6),-0.206173 # DEPENDENCYPART_GRANDPAR
(14,5),(5,18),-0.224456 # DEPENDENCYPART_GRANDPAR
(14,6),(6,3),-0.0957949 # DEPENDENCYPART_GRANDPAR
(14,6),(6,5),-0.311176 # DEPENDENCYPART_GRANDPAR
(14,6),(6,7),-0.669354 # DEPENDENCYPART_GRANDPAR
(14,6),(6,10),-1.73869 # DEPENDENCYPART_GRANDPAR
(14,6),(6,12),0.274068 # DEPENDENCYPART_GRANDPAR
(14,6),(6,13),0.201435 # DEPENDENCYPART_GRANDPAR
(14,6),(6,14),-0.973502 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,6),(6,16),-0.26225 # DEPENDENCYPART_GRANDPAR
(14,7),(7,5),-0.149331 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),-0.168415 # DEPENDENCYPART_GRANDPAR
(14,7),(7,8),-0.00116083 # DEPENDENCYPART_GRANDPAR
(14,7),(7,12),0.162783 # DEPENDENCYPART_GRANDPAR
(14,9),(9,1),-0.474972 # DEPENDENCYPART_GRANDPAR
(14,9),(9,2),-1.10175 # DEPENDENCYPART_GRANDPAR
(14,9),(9,3),-0.0828221 # DEPENDENCYPART_GRANDPAR
(14,9),(9,5),-0.212257 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),-0.127841 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),-0.695338 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),-1.51617 # DEPENDENCYPART_GRANDPAR
(14,9),(9,11),0.1467 # DEPENDENCYPART_GRANDPAR
(14,9),(9,12),0.134303 # DEPENDENCYPART_GRANDPAR
(14,9),(9,13),0.104911 # DEPENDENCYPART_GRANDPAR
(14,9),(9,14),-0.994293 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,9),(9,15),-0.178443 # DEPENDENCYPART_GRANDPAR
(14,9),(9,16),-0.29414 # DEPENDENCYPART_GRANDPAR
(14,9),(9,18),-0.286083 # DEPENDENCYPART_GRANDPAR
(14,9),(9,19),-0.495513 # DEPENDENCYPART_GRANDPAR
(14,9),(9,20),-0.598235 # DEPENDENCYPART_GRANDPAR
(14,12),(12,1),-0.452183 # DEPENDENCYPART_GRANDPAR
(14,12),(12,2),-1.07869 # DEPENDENCYPART_GRANDPAR
(14,12),(12,3),-0.0576127 # DEPENDENCYPART_GRANDPAR
(14,12),(12,5),-0.169319 # DEPENDENCYPART_GRANDPAR
(14,12),(12,6),-0.0745883 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),-0.676092 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.258376 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-1.80179 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),0.201847 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),0.101003 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-0.995685 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),-0.179116 # DEPENDENCYPART_GRANDPAR
(14,12),(12,16),-0.295026 # DEPENDENCYPART_GRANDPAR
(14,12),(12,18),-0.286758 # DEPENDENCYPART_GRANDPAR
(14,12),(12,19),-0.496927 # DEPENDENCYPART_GRANDPAR
(14,12),(12,20),-0.598908 # DEPENDENCYPART_GRANDPAR
(14,13),(13,5),-0.302516 # DEPENDENCYPART_GRANDPAR
(14,13),(13,7),-0.796147 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),-0.275424 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),0.0369487 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),0.0339963 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-0.973305 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.103829 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),-0.24272 # DEPENDENCYPART_GRANDPAR
(14,13),(13,19),-0.486201 # DEPENDENCYPART_GRANDPAR
(14,13),(13,20),-0.611738 # DEPENDENCYPART_GRANDPAR
(14,13),(13,21),-0.357401 # DEPENDENCYPART_GRANDPAR
(14,15),(15,10),-2.00952 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.246543 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.158086 # DEPENDENCYPART_GRANDPAR
(14,15),(15,16),-0.11566 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),-0.410266 # DEPENDENCYPART_GRANDPAR
(14,16),(16,5),-0.370476 # DEPENDENCYPART_GRANDPAR
(14,16),(16,6),-0.620063 # DEPENDENCYPART_GRANDPAR
(14,16),(16,9),-0.580651 # DEPENDENCYPART_GRANDPAR
(14,16),(16,10),-2.01874 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-0.272227 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.249332 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.524837 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),0.0433043 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),0.217821 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.071111 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.0279842 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),-0.432452 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),0.11193 # DEPENDENCYPART_GRANDPAR
(14,18),(18,13),-0.12593 # DEPENDENCYPART_GRANDPAR
(14,18),(18,14),-0.589724 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,18),(18,16),0.0371961 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),0.223862 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),-0.195794 # DEPENDENCYPART_GRANDPAR
(14,19),(19,13),-0.180092 # DEPENDENCYPART_GRANDPAR
(14,19),(19,14),-0.599747 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,19),(19,16),0.0902812 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),-0.0395877 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),-0.35877 # DEPENDENCYPART_GRANDPAR
(14,20),(20,1),-0.75733 # DEPENDENCYPART_GRANDPAR
(14,20),(20,5),-0.382184 # DEPENDENCYPART_GRANDPAR
(14,20),(20,6),-0.622869 # DEPENDENCYPART_GRANDPAR
(14,20),(20,9),-0.574828 # DEPENDENCYPART_GRANDPAR
(14,20),(20,12),-0.266666 # DEPENDENCYPART_GRANDPAR
(14,20),(20,13),-0.252564 # DEPENDENCYPART_GRANDPAR
(14,20),(20,14),-0.683291 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,20),(20,15),0.0265737 # DEPENDENCYPART_GRANDPAR
(14,20),(20,16),-0.00606811 # DEPENDENCYPART_GRANDPAR
(14,20),(20,17),0.173237 # DEPENDENCYPART_GRANDPAR
(14,20),(20,18),-0.130891 # DEPENDENCYPART_GRANDPAR
(14,20),(20,19),-0.143373 # DEPENDENCYPART_GRANDPAR
(14,20),(20,21),-0.239343 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),0.0857693 # DEPENDENCYPART_GRANDPAR
(15,10),(10,12),0.142631 # DEPENDENCYPART_GRANDPAR
(15,12),(12,1),-0.108085 # DEPENDENCYPART_GRANDPAR
(15,12),(12,2),-0.183105 # DEPENDENCYPART_GRANDPAR
(15,12),(12,3),-0.0232659 # DEPENDENCYPART_GRANDPAR
(15,12),(12,5),-0.143997 # DEPENDENCYPART_GRANDPAR
(15,12),(12,6),-0.231196 # DEPENDENCYPART_GRANDPAR
(15,12),(12,7),-0.284653 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),0.0563272 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),0.113024 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),0.0373671 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),-0.11252 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),0.0797301 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-0.586543 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,16),-0.428222 # DEPENDENCYPART_GRANDPAR
(15,12),(12,18),-0.46776 # DEPENDENCYPART_GRANDPAR
(15,12),(12,19),-0.478388 # DEPENDENCYPART_GRANDPAR
(15,12),(12,20),-0.329231 # DEPENDENCYPART_GRANDPAR
(15,13),(13,5),-0.165522 # DEPENDENCYPART_GRANDPAR
(15,13),(13,7),-0.295083 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),0.117244 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.00838111 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),0.139344 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),0.207182 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-0.411742 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,18),-0.37794 # DEPENDENCYPART_GRANDPAR
(15,13),(13,19),-0.402344 # DEPENDENCYPART_GRANDPAR
(15,13),(13,20),-0.279969 # DEPENDENCYPART_GRANDPAR
(15,13),(13,21),-0.254009 # DEPENDENCYPART_GRANDPAR
(15,16),(16,5),-0.331441 # DEPENDENCYPART_GRANDPAR
(15,16),(16,6),-0.54039 # DEPENDENCYPART_GRANDPAR
(15,16),(16,9),-0.228009 # DEPENDENCYPART_GRANDPAR
(15,16),(16,10),-0.145717 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-0.206328 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.418438 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.223734 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.349807 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),-0.243332 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.240715 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),-0.226144 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),-0.145774 # DEPENDENCYPART_GRANDPAR
(15,20),(20,1),-0.397298 # DEPENDENCYPART_GRANDPAR
(15,20),(20,5),-0.367078 # DEPENDENCYPART_GRANDPAR
(15,20),(20,6),-0.586329 # DEPENDENCYPART_GRANDPAR
(15,20),(20,9),-0.25414 # DEPENDENCYPART_GRANDPAR
(15,20),(20,12),-0.232723 # DEPENDENCYPART_GRANDPAR
(15,20),(20,13),-0.464803 # DEPENDENCYPART_GRANDPAR
(15,20),(20,14),-0.270099 # DEPENDENCYPART_GRANDPAR
(15,20),(20,15),-0.296697 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,20),(20,16),0.0215871 # DEPENDENCYPART_GRANDPAR
(15,20),(20,17),0.000254241 # DEPENDENCYPART_GRANDPAR
(15,20),(20,18),-0.106747 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),-0.0122446 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),-0.10385 # DEPENDENCYPART_GRANDPAR
(16,5),(5,4),-0.363448 # DEPENDENCYPART_GRANDPAR
(16,5),(5,6),0.00106635 # DEPENDENCYPART_GRANDPAR
(16,5),(5,18),-0.121425 # DEPENDENCYPART_GRANDPAR
(16,6),(6,3),0.00396649 # DEPENDENCYPART_GRANDPAR
(16,6),(6,5),-0.278019 # DEPENDENCYPART_GRANDPAR
(16,6),(6,7),0.0202653 # DEPENDENCYPART_GRANDPAR
(16,6),(6,10),0.310427 # DEPENDENCYPART_GRANDPAR
(16,6),(6,12),0.253262 # DEPENDENCYPART_GRANDPAR
(16,6),(6,13),0.332339 # DEPENDENCYPART_GRANDPAR
(16,6),(6,14),0.545051 # DEPENDENCYPART_GRANDPAR
(16,6),(6,16),-0.347525 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,9),(9,1),-0.0911896 # DEPENDENCYPART_GRANDPAR
(16,9),(9,2),-0.13328 # DEPENDENCYPART_GRANDPAR
(16,9),(9,3),0.0815424 # DEPENDENCYPART_GRANDPAR
(16,9),(9,5),-0.0794373 # DEPENDENCYPART_GRANDPAR
(16,9),(9,6),0.186505 # DEPENDENCYPART_GRANDPAR
(16,9),(9,7),0.13613 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),0.510062 # DEPENDENCYPART_GRANDPAR
(16,9),(9,11),-0.0149079 # DEPENDENCYPART_GRANDPAR
(16,9),(9,12),0.201599 # DEPENDENCYPART_GRANDPAR
(16,9),(9,13),0.322252 # DEPENDENCYPART_GRANDPAR
(16,9),(9,14),0.532222 # DEPENDENCYPART_GRANDPAR
(16,9),(9,15),0.0420199 # DEPENDENCYPART_GRANDPAR
(16,9),(9,16),-0.465634 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,9),(9,18),-0.207004 # DEPENDENCYPART_GRANDPAR
(16,9),(9,19),-0.0472357 # DEPENDENCYPART_GRANDPAR
(16,9),(9,20),-0.0535228 # DEPENDENCYPART_GRANDPAR
(16,10),(10,11),0.00977763 # DEPENDENCYPART_GRANDPAR
(16,10),(10,12),0.196703 # DEPENDENCYPART_GRANDPAR
(16,12),(12,1),-0.119912 # DEPENDENCYPART_GRANDPAR
(16,12),(12,2),-0.168412 # DEPENDENCYPART_GRANDPAR
(16,12),(12,3),0.0504036 # DEPENDENCYPART_GRANDPAR
(16,12),(12,5),-0.100536 # DEPENDENCYPART_GRANDPAR
(16,12),(12,6),0.140555 # DEPENDENCYPART_GRANDPAR
(16,12),(12,7),0.0875536 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),0.255073 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),0.540605 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),0.11391 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),0.307764 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),0.517735 # DEPENDENCYPART_GRANDPAR
(16,12),(12,15),0.0243691 # DEPENDENCYPART_GRANDPAR
(16,12),(12,16),-0.465725 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,18),-0.206989 # DEPENDENCYPART_GRANDPAR
(16,12),(12,19),-0.0475921 # DEPENDENCYPART_GRANDPAR
(16,12),(12,20),-0.0535066 # DEPENDENCYPART_GRANDPAR
(16,13),(13,5),-0.225929 # DEPENDENCYPART_GRANDPAR
(16,13),(13,7),0.01727 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),0.152677 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.043492 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),0.0237853 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),0.618097 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),0.0692405 # DEPENDENCYPART_GRANDPAR
(16,13),(13,18),-0.0834777 # DEPENDENCYPART_GRANDPAR
(16,13),(13,19),0.0782906 # DEPENDENCYPART_GRANDPAR
(16,13),(13,20),0.0154545 # DEPENDENCYPART_GRANDPAR
(16,13),(13,21),0.288267 # DEPENDENCYPART_GRANDPAR
(16,14),(14,5),-0.225929 # DEPENDENCYPART_GRANDPAR
(16,14),(14,6),0.0594821 # DEPENDENCYPART_GRANDPAR
(16,14),(14,7),0.01727 # DEPENDENCYPART_GRANDPAR
(16,14),(14,9),0.154764 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.043492 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),0.0258729 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),0.320197 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),0.0692975 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-0.340361 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),0.0715289 # DEPENDENCYPART_GRANDPAR
(16,14),(14,18),-0.0834777 # DEPENDENCYPART_GRANDPAR
(16,14),(14,19),0.0782906 # DEPENDENCYPART_GRANDPAR
(16,14),(14,20),0.0154545 # DEPENDENCYPART_GRANDPAR
(16,14),(14,21),0.288275 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),0.306206 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),0.00921868 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),0.216061 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-0.384181 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,20),0.0254227 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.116493 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,13),-0.0370149 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),0.175696 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.240496 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),0.345645 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),0.248179 # DEPENDENCYPART_GRANDPAR
(16,19),(19,13),-0.076651 # DEPENDENCYPART_GRANDPAR
(16,19),(19,14),0.13606 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-0.135817 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,18),0.110737 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),0.278564 # DEPENDENCYPART_GRANDPAR
(16,20),(20,1),-0.563972 # DEPENDENCYPART_GRANDPAR
(16,20),(20,5),-0.509213 # DEPENDENCYPART_GRANDPAR
(16,20),(20,6),-0.493392 # DEPENDENCYPART_GRANDPAR
(16,20),(20,9),-0.220785 # DEPENDENCYPART_GRANDPAR
(16,20),(20,12),-0.340229 # DEPENDENCYPART_GRANDPAR
(16,20),(20,13),-0.233836 # DEPENDENCYPART_GRANDPAR
(16,20),(20,14),-0.0211256 # DEPENDENCYPART_GRANDPAR
(16,20),(20,15),-0.257207 # DEPENDENCYPART_GRANDPAR
(16,20),(20,16),-0.181783 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,20),(20,17),0.511883 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),0.101266 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),0.294544 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),0.570407 # DEPENDENCYPART_GRANDPAR
(17,16),(16,5),-0.391335 # DEPENDENCYPART_GRANDPAR
(17,16),(16,6),-0.33771 # DEPENDENCYPART_GRANDPAR
(17,16),(16,9),-0.199494 # DEPENDENCYPART_GRANDPAR
(17,16),(16,10),-0.60572 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),-0.164457 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.176463 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.179112 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.339175 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-0.802195 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-0.264704 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),-0.633584 # DEPENDENCYPART_GRANDPAR
(17,16),(16,20),-0.478279 # DEPENDENCYPART_GRANDPAR
(18,13),(13,5),-0.370936 # DEPENDENCYPART_GRANDPAR
(18,13),(13,7),-0.27281 # DEPENDENCYPART_GRANDPAR
(18,13),(13,9),-0.298103 # DEPENDENCYPART_GRANDPAR
(18,13),(13,11),-0.339994 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),-0.269006 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),-0.032137 # DEPENDENCYPART_GRANDPAR
(18,13),(13,15),-0.15891 # DEPENDENCYPART_GRANDPAR
(18,13),(13,18),-0.766885 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,13),(13,19),-0.364962 # DEPENDENCYPART_GRANDPAR
(18,13),(13,20),-0.491347 # DEPENDENCYPART_GRANDPAR
(18,13),(13,21),-0.267216 # DEPENDENCYPART_GRANDPAR
(18,14),(14,5),-0.370929 # DEPENDENCYPART_GRANDPAR
(18,14),(14,6),-0.315672 # DEPENDENCYPART_GRANDPAR
(18,14),(14,7),-0.272803 # DEPENDENCYPART_GRANDPAR
(18,14),(14,9),-0.296005 # DEPENDENCYPART_GRANDPAR
(18,14),(14,11),-0.339986 # DEPENDENCYPART_GRANDPAR
(18,14),(14,12),-0.266908 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.233758 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),-0.158811 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),-0.149715 # DEPENDENCYPART_GRANDPAR
(18,14),(14,17),0.0908448 # DEPENDENCYPART_GRANDPAR
(18,14),(14,18),-0.766885 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,14),(14,19),-0.364962 # DEPENDENCYPART_GRANDPAR
(18,14),(14,20),-0.491347 # DEPENDENCYPART_GRANDPAR
(18,14),(14,21),-0.267208 # DEPENDENCYPART_GRANDPAR
(18,16),(16,5),-0.26857 # DEPENDENCYPART_GRANDPAR
(18,16),(16,6),-0.225447 # DEPENDENCYPART_GRANDPAR
(18,16),(16,9),-0.227192 # DEPENDENCYPART_GRANDPAR
(18,16),(16,10),-0.260078 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),-0.201342 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),-0.128376 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-0.0745497 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.171869 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),-0.00230952 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-0.78966 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),-0.356202 # DEPENDENCYPART_GRANDPAR
(18,16),(16,20),-0.491515 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.225272 # DEPENDENCYPART_GRANDPAR
(18,19),(19,13),-0.447952 # DEPENDENCYPART_GRANDPAR
(18,19),(19,14),-0.394126 # DEPENDENCYPART_GRANDPAR
(18,19),(19,16),-0.433409 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.497107 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),-0.269874 # DEPENDENCYPART_GRANDPAR
(19,13),(13,5),-0.0463294 # DEPENDENCYPART_GRANDPAR
(19,13),(13,7),0.0159237 # DEPENDENCYPART_GRANDPAR
(19,13),(13,9),-0.359821 # DEPENDENCYPART_GRANDPAR
(19,13),(13,11),-0.178463 # DEPENDENCYPART_GRANDPAR
(19,13),(13,12),-0.358568 # DEPENDENCYPART_GRANDPAR
(19,13),(13,14),-0.143919 # DEPENDENCYPART_GRANDPAR
(19,13),(13,15),-0.0880781 # DEPENDENCYPART_GRANDPAR
(19,13),(13,18),0.168673 # DEPENDENCYPART_GRANDPAR
(19,13),(13,19),-1.28843 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,13),(13,20),-0.481788 # DEPENDENCYPART_GRANDPAR
(19,13),(13,21),-0.202908 # DEPENDENCYPART_GRANDPAR
(19,14),(14,5),-0.0463294 # DEPENDENCYPART_GRANDPAR
(19,14),(14,6),-0.191686 # DEPENDENCYPART_GRANDPAR
(19,14),(14,7),0.0159237 # DEPENDENCYPART_GRANDPAR
(19,14),(14,9),-0.357733 # DEPENDENCYPART_GRANDPAR
(19,14),(14,11),-0.178463 # DEPENDENCYPART_GRANDPAR
(19,14),(14,12),-0.35648 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),-0.146513 # DEPENDENCYPART_GRANDPAR
(19,14),(14,15),-0.0880211 # DEPENDENCYPART_GRANDPAR
(19,14),(14,16),0.126829 # DEPENDENCYPART_GRANDPAR
(19,14),(14,17),0.0351676 # DEPENDENCYPART_GRANDPAR
(19,14),(14,18),0.168673 # DEPENDENCYPART_GRANDPAR
(19,14),(14,19),-1.28843 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,14),(14,20),-0.481788 # DEPENDENCYPART_GRANDPAR
