# _root_ jose_antonio_alvarez_kaperotxipik , afera daraman epaileak , castejonek " ez duela zerikusirik eta gaizki aholkatua " zegoela argudiatu du .
#goldHeads=17,1,4,5,1,5,10,7,10,12,10,17,14,16,14,12,0,17,18,
#predictedHeads=12,3,4,5,10,5,10,7,10,12,10,16,14,16,14,17,0,17,18,
(9,10),(10,13),-0.136525 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.101574 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.0949059 # DEPENDENCYPART_GRANDPAR
(9,10),(10,17),-0.183021 # DEPENDENCYPART_GRANDPAR
(9,10),(10,18),-0.325522 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-0.344564 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-0.0242892 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.394656 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.309668 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.0177568 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),0.09182 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.195941 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.0611006 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.0467817 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),-0.330573 # DEPENDENCYPART_GRANDPAR
(9,11),(11,19),-0.206184 # DEPENDENCYPART_GRANDPAR
(9,14),(14,1),-0.625182 # DEPENDENCYPART_GRANDPAR
(9,14),(14,2),-0.103074 # DEPENDENCYPART_GRANDPAR
(9,14),(14,3),-0.594953 # DEPENDENCYPART_GRANDPAR
(9,14),(14,4),-0.338323 # DEPENDENCYPART_GRANDPAR
(9,14),(14,5),-0.480819 # DEPENDENCYPART_GRANDPAR
(9,14),(14,6),-0.0789368 # DEPENDENCYPART_GRANDPAR
(9,14),(14,7),-0.452705 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-0.259487 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,10),-0.026152 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),-0.011028 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),0.10842 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),-0.105524 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.199719 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.0964546 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.20028 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),-0.28514 # DEPENDENCYPART_GRANDPAR
(9,17),(17,1),-0.625436 # DEPENDENCYPART_GRANDPAR
(9,17),(17,2),-0.103075 # DEPENDENCYPART_GRANDPAR
(9,17),(17,3),-0.595206 # DEPENDENCYPART_GRANDPAR
(9,17),(17,4),-0.338323 # DEPENDENCYPART_GRANDPAR
(9,17),(17,5),-0.481072 # DEPENDENCYPART_GRANDPAR
(9,17),(17,6),-0.0789385 # DEPENDENCYPART_GRANDPAR
(9,17),(17,7),-0.452958 # DEPENDENCYPART_GRANDPAR
(9,17),(17,9),-0.259515 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,17),(17,10),-0.0238139 # DEPENDENCYPART_GRANDPAR
(9,17),(17,11),-0.0138254 # DEPENDENCYPART_GRANDPAR
(9,17),(17,12),0.10783 # DEPENDENCYPART_GRANDPAR
(9,17),(17,13),-0.105524 # DEPENDENCYPART_GRANDPAR
(9,17),(17,14),-0.0513513 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),-0.0797278 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),-0.284706 # DEPENDENCYPART_GRANDPAR
(9,17),(17,19),-0.190269 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),-0.206484 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),-0.266724 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),-0.442211 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),-0.0801377 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),-0.386485 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.0339525 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),0.355987 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),-0.274498 # DEPENDENCYPART_GRANDPAR
(10,3),(3,6),-0.100595 # DEPENDENCYPART_GRANDPAR
(10,3),(3,7),0.244337 # DEPENDENCYPART_GRANDPAR
(10,3),(3,12),-0.264672 # DEPENDENCYPART_GRANDPAR
(10,4),(4,1),-0.388899 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),-0.119456 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.250271 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),-0.350744 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),-0.109389 # DEPENDENCYPART_GRANDPAR
(10,4),(4,7),0.168185 # DEPENDENCYPART_GRANDPAR
(10,4),(4,9),0.070964 # DEPENDENCYPART_GRANDPAR
(10,4),(4,10),-0.84819 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,4),(4,11),-0.0593265 # DEPENDENCYPART_GRANDPAR
(10,4),(4,12),-0.261924 # DEPENDENCYPART_GRANDPAR
(10,4),(4,14),-0.427512 # DEPENDENCYPART_GRANDPAR
(10,4),(4,16),-0.618924 # DEPENDENCYPART_GRANDPAR
(10,4),(4,17),-0.527702 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),-0.385286 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.0397178 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.246815 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),0.366672 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),-0.096427 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),0.248027 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),-0.823978 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,5),(5,11),0.014333 # DEPENDENCYPART_GRANDPAR
(10,5),(5,12),-0.264673 # DEPENDENCYPART_GRANDPAR
(10,5),(5,14),-0.358093 # DEPENDENCYPART_GRANDPAR
(10,5),(5,16),-0.59697 # DEPENDENCYPART_GRANDPAR
(10,5),(5,17),-0.458283 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),-0.442211 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),0.257647 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.256108 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),0.0690935 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),0.0550549 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-0.823978 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),0.0143338 # DEPENDENCYPART_GRANDPAR
(10,7),(7,16),-0.59697 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.409949 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-0.821542 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),0.0130444 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.384119 # DEPENDENCYPART_GRANDPAR
(10,9),(9,17),-0.484309 # DEPENDENCYPART_GRANDPAR
(10,11),(11,4),0.0550343 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-0.268013 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-0.0303071 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.153376 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.538607 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),0.0902094 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.226189 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.0975997 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.2878 # DEPENDENCYPART_GRANDPAR
(10,11),(11,18),-1.38379 # DEPENDENCYPART_GRANDPAR
(10,11),(11,19),0.00472267 # DEPENDENCYPART_GRANDPAR
(10,12),(12,1),-0.741202 # DEPENDENCYPART_GRANDPAR
(10,12),(12,3),-0.602574 # DEPENDENCYPART_GRANDPAR
(10,12),(12,4),0.0572582 # DEPENDENCYPART_GRANDPAR
(10,12),(12,5),-0.609501 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-0.0907597 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.146118 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.595836 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),0.256047 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.205094 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.151032 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.371706 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.248075 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),-0.0907965 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.204952 # DEPENDENCYPART_GRANDPAR
(10,14),(14,1),-0.774617 # DEPENDENCYPART_GRANDPAR
(10,14),(14,2),-0.451735 # DEPENDENCYPART_GRANDPAR
(10,14),(14,3),-0.635989 # DEPENDENCYPART_GRANDPAR
(10,14),(14,4),0.0344738 # DEPENDENCYPART_GRANDPAR
(10,14),(14,5),-0.642917 # DEPENDENCYPART_GRANDPAR
(10,14),(14,6),-0.345886 # DEPENDENCYPART_GRANDPAR
(10,14),(14,7),-0.124175 # DEPENDENCYPART_GRANDPAR
(10,14),(14,9),-0.174823 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-0.62538 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,11),0.283026 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),-0.0835554 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.157083 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),0.201861 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.395311 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.310337 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),-1.38043 # DEPENDENCYPART_GRANDPAR
(10,16),(16,3),-0.616992 # DEPENDENCYPART_GRANDPAR
(10,16),(16,4),0.0329162 # DEPENDENCYPART_GRANDPAR
(10,16),(16,5),-0.623919 # DEPENDENCYPART_GRANDPAR
(10,16),(16,6),-0.317806 # DEPENDENCYPART_GRANDPAR
(10,16),(16,7),-0.105178 # DEPENDENCYPART_GRANDPAR
(10,16),(16,9),-0.171627 # DEPENDENCYPART_GRANDPAR
(10,16),(16,10),-0.599868 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,16),(16,11),0.210673 # DEPENDENCYPART_GRANDPAR
(10,16),(16,12),-0.083188 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),-0.142725 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),-0.156512 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.298929 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),-1.4156 # DEPENDENCYPART_GRANDPAR
(10,17),(17,1),-0.775459 # DEPENDENCYPART_GRANDPAR
(10,17),(17,2),-0.452074 # DEPENDENCYPART_GRANDPAR
(10,17),(17,3),-0.636831 # DEPENDENCYPART_GRANDPAR
(10,17),(17,4),0.0341388 # DEPENDENCYPART_GRANDPAR
(10,17),(17,5),-0.643759 # DEPENDENCYPART_GRANDPAR
(10,17),(17,6),-0.346224 # DEPENDENCYPART_GRANDPAR
(10,17),(17,7),-0.125017 # DEPENDENCYPART_GRANDPAR
(10,17),(17,9),-0.175158 # DEPENDENCYPART_GRANDPAR
(10,17),(17,10),-0.623253 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,17),(17,11),0.280045 # DEPENDENCYPART_GRANDPAR
(10,17),(17,12),-0.0844129 # DEPENDENCYPART_GRANDPAR
(10,17),(17,13),-0.157257 # DEPENDENCYPART_GRANDPAR
(10,17),(17,14),-0.151352 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),-0.40353 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),-1.38075 # DEPENDENCYPART_GRANDPAR
(10,17),(17,19),-0.0547877 # DEPENDENCYPART_GRANDPAR
(10,18),(18,9),-0.124945 # DEPENDENCYPART_GRANDPAR
(10,18),(18,19),0.0282823 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),-0.537071 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),-0.272161 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-0.605114 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),-0.704572 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),-0.35114 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),-0.423561 # DEPENDENCYPART_GRANDPAR
(11,4),(4,9),-0.349838 # DEPENDENCYPART_GRANDPAR
(11,4),(4,10),-0.108016 # DEPENDENCYPART_GRANDPAR
(11,4),(4,11),-0.879785 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,4),(4,12),-0.39673 # DEPENDENCYPART_GRANDPAR
(11,4),(4,14),-0.851452 # DEPENDENCYPART_GRANDPAR
(11,4),(4,16),-0.666189 # DEPENDENCYPART_GRANDPAR
(11,4),(4,17),-0.780418 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),-0.666971 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.354718 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.670192 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.225114 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.18725 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),-0.0341315 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-0.859687 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,16),-0.669674 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.691881 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.0784036 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-0.806939 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,14),-0.802874 # DEPENDENCYPART_GRANDPAR
(11,9),(9,17),-0.73184 # DEPENDENCYPART_GRANDPAR
(11,10),(10,1),-0.569612 # DEPENDENCYPART_GRANDPAR
(11,10),(10,2),-0.28113 # DEPENDENCYPART_GRANDPAR
(11,10),(10,3),-0.637655 # DEPENDENCYPART_GRANDPAR
(11,10),(10,4),-0.338195 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.600002 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.256502 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.320495 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.332162 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-0.881925 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.397259 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.477258 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.852498 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-0.666252 # DEPENDENCYPART_GRANDPAR
(11,10),(10,17),-0.781464 # DEPENDENCYPART_GRANDPAR
(11,10),(10,18),-0.570198 # DEPENDENCYPART_GRANDPAR
(11,12),(12,1),-0.991291 # DEPENDENCYPART_GRANDPAR
(11,12),(12,3),-1.05933 # DEPENDENCYPART_GRANDPAR
(11,12),(12,4),-0.541709 # DEPENDENCYPART_GRANDPAR
(11,12),(12,5),-1.02309 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),-0.742173 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-0.52752 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.367381 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.411306 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),-0.239324 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),-0.488759 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.446942 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-0.412312 # DEPENDENCYPART_GRANDPAR
(11,13),(13,12),-0.125962 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.569406 # DEPENDENCYPART_GRANDPAR
(11,14),(14,1),-0.981089 # DEPENDENCYPART_GRANDPAR
(11,14),(14,2),-0.579856 # DEPENDENCYPART_GRANDPAR
(11,14),(14,3),-1.04913 # DEPENDENCYPART_GRANDPAR
(11,14),(14,4),-0.540658 # DEPENDENCYPART_GRANDPAR
(11,14),(14,5),-1.01289 # DEPENDENCYPART_GRANDPAR
(11,14),(14,6),-0.555228 # DEPENDENCYPART_GRANDPAR
(11,14),(14,7),-0.731971 # DEPENDENCYPART_GRANDPAR
(11,14),(14,9),-0.549057 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-0.37388 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.539972 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),-0.0876187 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),-0.244374 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.245994 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.42355 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.498841 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),-0.387101 # DEPENDENCYPART_GRANDPAR
(11,16),(16,3),-1.05144 # DEPENDENCYPART_GRANDPAR
(11,16),(16,4),-0.549655 # DEPENDENCYPART_GRANDPAR
(11,16),(16,5),-1.0152 # DEPENDENCYPART_GRANDPAR
(11,16),(16,6),-0.526564 # DEPENDENCYPART_GRANDPAR
(11,16),(16,7),-0.734281 # DEPENDENCYPART_GRANDPAR
(11,16),(16,9),-0.547626 # DEPENDENCYPART_GRANDPAR
(11,16),(16,10),-0.373559 # DEPENDENCYPART_GRANDPAR
(11,16),(16,11),-0.573954 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,16),(16,12),-0.169561 # DEPENDENCYPART_GRANDPAR
(11,16),(16,13),-0.273516 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),-0.499915 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.471009 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.411023 # DEPENDENCYPART_GRANDPAR
(11,18),(18,9),-0.503635 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),-0.442069 # DEPENDENCYPART_GRANDPAR
(12,1),(1,2),-0.0805639 # DEPENDENCYPART_GRANDPAR
(12,1),(1,3),-0.109305 # DEPENDENCYPART_GRANDPAR
(12,3),(3,1),-0.00384106 # DEPENDENCYPART_GRANDPAR
(12,3),(3,2),-0.0375917 # DEPENDENCYPART_GRANDPAR
(12,3),(3,4),-0.108925 # DEPENDENCYPART_GRANDPAR
(12,3),(3,5),0.0879712 # DEPENDENCYPART_GRANDPAR
(12,3),(3,6),0.00826804 # DEPENDENCYPART_GRANDPAR
(12,3),(3,7),0.111217 # DEPENDENCYPART_GRANDPAR
(12,3),(3,12),-0.436248 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,4),(4,1),0.115703 # DEPENDENCYPART_GRANDPAR
(12,4),(4,2),-0.0489115 # DEPENDENCYPART_GRANDPAR
(12,4),(4,3),-0.0766414 # DEPENDENCYPART_GRANDPAR
(12,4),(4,5),0.0322304 # DEPENDENCYPART_GRANDPAR
(12,4),(4,6),0.0488082 # DEPENDENCYPART_GRANDPAR
(12,4),(4,7),0.055615 # DEPENDENCYPART_GRANDPAR
(12,4),(4,9),0.178905 # DEPENDENCYPART_GRANDPAR
(12,4),(4,10),0.303746 # DEPENDENCYPART_GRANDPAR
(12,4),(4,11),0.306671 # DEPENDENCYPART_GRANDPAR
(12,4),(4,12),-0.526288 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,4),(4,14),-0.375608 # DEPENDENCYPART_GRANDPAR
(12,4),(4,16),-0.252543 # DEPENDENCYPART_GRANDPAR
(12,4),(4,17),-0.493955 # DEPENDENCYPART_GRANDPAR
(12,5),(5,1),-0.0026187 # DEPENDENCYPART_GRANDPAR
(12,5),(5,2),-0.0433334 # DEPENDENCYPART_GRANDPAR
(12,5),(5,3),-0.19512 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),-0.195729 # DEPENDENCYPART_GRANDPAR
(12,5),(5,6),0.0124626 # DEPENDENCYPART_GRANDPAR
(12,5),(5,7),0.114896 # DEPENDENCYPART_GRANDPAR
(12,5),(5,10),0.328929 # DEPENDENCYPART_GRANDPAR
(12,5),(5,11),0.36351 # DEPENDENCYPART_GRANDPAR
(12,5),(5,12),-0.436248 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,5),(5,14),-0.214437 # DEPENDENCYPART_GRANDPAR
(12,5),(5,16),-0.151402 # DEPENDENCYPART_GRANDPAR
(12,5),(5,17),-0.332785 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),-0.000914067 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),0.0483977 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),-0.300934 # DEPENDENCYPART_GRANDPAR
(12,7),(7,10),0.329028 # DEPENDENCYPART_GRANDPAR
(12,7),(7,11),0.360583 # DEPENDENCYPART_GRANDPAR
(12,7),(7,16),-0.151402 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.0916223 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),0.25038 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),0.227343 # DEPENDENCYPART_GRANDPAR
(12,9),(9,14),-0.269979 # DEPENDENCYPART_GRANDPAR
(12,9),(9,17),-0.388326 # DEPENDENCYPART_GRANDPAR
(12,10),(10,1),0.0549923 # DEPENDENCYPART_GRANDPAR
(12,10),(10,2),-0.0771767 # DEPENDENCYPART_GRANDPAR
(12,10),(10,3),-0.137352 # DEPENDENCYPART_GRANDPAR
(12,10),(10,4),-0.191709 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),0.0577888 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),0.0116164 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),0.0856136 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),0.0753014 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),0.39756 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-0.526854 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.0419471 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-0.376786 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-0.252667 # DEPENDENCYPART_GRANDPAR
(12,10),(10,17),-0.495133 # DEPENDENCYPART_GRANDPAR
(12,10),(10,18),-0.544885 # DEPENDENCYPART_GRANDPAR
(12,11),(11,4),-0.198501 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),0.0457052 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),0.0233398 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),0.0434605 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),0.201875 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-0.436248 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),0.0946254 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.214383 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-0.151402 # DEPENDENCYPART_GRANDPAR
(12,11),(11,18),-0.430235 # DEPENDENCYPART_GRANDPAR
(12,11),(11,19),-0.544477 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.32335 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.0139498 # DEPENDENCYPART_GRANDPAR
(12,14),(14,1),-0.563787 # DEPENDENCYPART_GRANDPAR
(12,14),(14,2),-0.391626 # DEPENDENCYPART_GRANDPAR
(12,14),(14,3),-0.75444 # DEPENDENCYPART_GRANDPAR
(12,14),(14,4),-0.511544 # DEPENDENCYPART_GRANDPAR
(12,14),(14,5),-0.560817 # DEPENDENCYPART_GRANDPAR
(12,14),(14,6),-0.302833 # DEPENDENCYPART_GRANDPAR
(12,14),(14,7),-0.533166 # DEPENDENCYPART_GRANDPAR
(12,14),(14,9),-0.144043 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-0.110067 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.281307 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.281339 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),0.310211 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),0.122885 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),0.121347 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.0482059 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.0631817 # DEPENDENCYPART_GRANDPAR
(12,16),(16,3),-0.723951 # DEPENDENCYPART_GRANDPAR
(12,16),(16,4),-0.537251 # DEPENDENCYPART_GRANDPAR
(12,16),(16,5),-0.530327 # DEPENDENCYPART_GRANDPAR
(12,16),(16,6),-0.296461 # DEPENDENCYPART_GRANDPAR
(12,16),(16,7),-0.502676 # DEPENDENCYPART_GRANDPAR
(12,16),(16,9),-0.207763 # DEPENDENCYPART_GRANDPAR
(12,16),(16,10),-0.124472 # DEPENDENCYPART_GRANDPAR
(12,16),(16,11),-0.250817 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-0.258318 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,13),0.346161 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),0.0785583 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.0312538 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-0.206913 # DEPENDENCYPART_GRANDPAR
(12,17),(17,1),-0.564129 # DEPENDENCYPART_GRANDPAR
(12,17),(17,2),-0.391716 # DEPENDENCYPART_GRANDPAR
(12,17),(17,3),-0.754782 # DEPENDENCYPART_GRANDPAR
(12,17),(17,4),-0.511633 # DEPENDENCYPART_GRANDPAR
(12,17),(17,5),-0.561159 # DEPENDENCYPART_GRANDPAR
(12,17),(17,6),-0.302923 # DEPENDENCYPART_GRANDPAR
(12,17),(17,7),-0.533508 # DEPENDENCYPART_GRANDPAR
(12,17),(17,9),-0.144131 # DEPENDENCYPART_GRANDPAR
(12,17),(17,10),-0.110155 # DEPENDENCYPART_GRANDPAR
(12,17),(17,11),-0.281649 # DEPENDENCYPART_GRANDPAR
(12,17),(17,12),-0.281733 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,17),(17,13),0.310809 # DEPENDENCYPART_GRANDPAR
(12,17),(17,14),0.115702 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),0.0853687 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-0.0556421 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),-0.260922 # DEPENDENCYPART_GRANDPAR
(13,12),(12,1),-0.234879 # DEPENDENCYPART_GRANDPAR
