# _root_ alderdiak kargu_hartu diola esan zuen atzo iturgaitzek , baina haren_kontrako neurririk ez dela hartuko , legebiltzarreko_mahaiak ere egin ez duelako .
#goldHeads=2,9,2,0,4,4,4,7,4,11,14,14,14,9,14,18,0,14,18,18,20,
#predictedHeads=2,4,2,9,4,4,4,7,0,11,14,14,14,9,14,18,0,14,18,18,20,
(7,4),(4,18),-0.605312 # DEPENDENCYPART_GRANDPAR
(7,4),(4,20),-0.792993 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-0.754346 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-1.5006 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.657935 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-1.61238 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.776324 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.388729 # DEPENDENCYPART_GRANDPAR
(7,11),(11,1),-0.879167 # DEPENDENCYPART_GRANDPAR
(7,11),(11,4),-0.633871 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-0.233872 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-0.78033 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),-0.0179605 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),-0.265331 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),-0.431076 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.0622644 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.507545 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.886234 # DEPENDENCYPART_GRANDPAR
(7,11),(11,21),-0.406237 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.23076 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),0.0493076 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),0.143709 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),0.206211 # DEPENDENCYPART_GRANDPAR
(8,2),(2,9),-0.511015 # DEPENDENCYPART_GRANDPAR
(8,2),(2,11),-0.63728 # DEPENDENCYPART_GRANDPAR
(8,2),(2,12),-0.546471 # DEPENDENCYPART_GRANDPAR
(8,2),(2,13),-0.334686 # DEPENDENCYPART_GRANDPAR
(8,2),(2,14),-0.624444 # DEPENDENCYPART_GRANDPAR
(8,2),(2,16),-0.725436 # DEPENDENCYPART_GRANDPAR
(8,2),(2,18),-0.547436 # DEPENDENCYPART_GRANDPAR
(8,2),(2,19),-0.527487 # DEPENDENCYPART_GRANDPAR
(8,2),(2,20),-0.326029 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.159907 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),0.144025 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),0.150216 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),-0.00570268 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.219779 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),0.115512 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.0811704 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),0.229572 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-0.00494085 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),0.123985 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-0.653404 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,9),-0.513626 # DEPENDENCYPART_GRANDPAR
(8,4),(4,11),-0.642222 # DEPENDENCYPART_GRANDPAR
(8,4),(4,13),-0.339132 # DEPENDENCYPART_GRANDPAR
(8,4),(4,14),-0.631881 # DEPENDENCYPART_GRANDPAR
(8,4),(4,16),-0.730378 # DEPENDENCYPART_GRANDPAR
(8,4),(4,18),-0.555912 # DEPENDENCYPART_GRANDPAR
(8,4),(4,20),-0.329069 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.12045 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),0.0048804 # DEPENDENCYPART_GRANDPAR
(8,5),(5,13),-0.340742 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),0.138531 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-0.477543 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,11),-0.479004 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-0.49848 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-0.142671 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-0.241448 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.186965 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.0925196 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.261174 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.149489 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.400056 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.258994 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.244021 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.206411 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.145301 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.211484 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),0.105813 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.332177 # DEPENDENCYPART_GRANDPAR
(8,9),(9,18),-0.155696 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),0.435145 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),-0.167406 # DEPENDENCYPART_GRANDPAR
(9,1),(1,5),0.69619 # DEPENDENCYPART_GRANDPAR
(9,1),(1,6),0.228346 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),0.0746301 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),-0.0166632 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),0.434653 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),0.822346 # DEPENDENCYPART_GRANDPAR
(9,2),(2,9),-0.49647 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,2),(2,11),-0.347315 # DEPENDENCYPART_GRANDPAR
(9,2),(2,12),-0.13557 # DEPENDENCYPART_GRANDPAR
(9,2),(2,13),-0.160363 # DEPENDENCYPART_GRANDPAR
(9,2),(2,14),-0.141177 # DEPENDENCYPART_GRANDPAR
(9,2),(2,16),-0.656022 # DEPENDENCYPART_GRANDPAR
(9,2),(2,18),-0.432712 # DEPENDENCYPART_GRANDPAR
(9,2),(2,19),-0.331147 # DEPENDENCYPART_GRANDPAR
(9,2),(2,20),-0.351986 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),0.00841433 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),0.463496 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),0.743463 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),0.265536 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),0.0721638 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),0.200999 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.146839 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),0.851609 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),0.270177 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),0.563417 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),-0.116002 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-0.506397 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,11),-0.36004 # DEPENDENCYPART_GRANDPAR
(9,4),(4,13),-0.172641 # DEPENDENCYPART_GRANDPAR
(9,4),(4,14),-0.1583 # DEPENDENCYPART_GRANDPAR
(9,4),(4,16),-0.668748 # DEPENDENCYPART_GRANDPAR
(9,4),(4,18),-0.45191 # DEPENDENCYPART_GRANDPAR
(9,4),(4,20),-0.362857 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),-0.00296721 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),0.249046 # DEPENDENCYPART_GRANDPAR
(9,5),(5,13),-0.115128 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.128819 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),0.263505 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),0.565708 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.158544 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-0.43116 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,11),-0.157072 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),0.245975 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.0991671 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-0.177183 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),0.267353 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.170837 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),0.324822 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),0.673208 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),0.497525 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-0.423646 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,9),-0.19926 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),0.0580151 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),0.200206 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),-0.294364 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),0.0659645 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),0.0149482 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),0.19401 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.231999 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.205743 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.312277 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),0.0339001 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.0120556 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.230976 # DEPENDENCYPART_GRANDPAR
(9,11),(11,21),0.352017 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),0.169628 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.233546 # DEPENDENCYPART_GRANDPAR
(9,12),(12,18),-0.0130828 # DEPENDENCYPART_GRANDPAR
(9,13),(13,7),0.170469 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-0.175474 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,11),0.2864 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),0.0479066 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),0.232121 # DEPENDENCYPART_GRANDPAR
(9,13),(13,20),-0.107406 # DEPENDENCYPART_GRANDPAR
(9,14),(14,1),-0.464585 # DEPENDENCYPART_GRANDPAR
(9,14),(14,2),-0.126547 # DEPENDENCYPART_GRANDPAR
(9,14),(14,3),-0.410857 # DEPENDENCYPART_GRANDPAR
(9,14),(14,4),-0.0568844 # DEPENDENCYPART_GRANDPAR
(9,14),(14,5),0.452946 # DEPENDENCYPART_GRANDPAR
(9,14),(14,6),-0.0922217 # DEPENDENCYPART_GRANDPAR
(9,14),(14,7),0.0234941 # DEPENDENCYPART_GRANDPAR
(9,14),(14,8),-0.347969 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-0.211137 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,10),0.199026 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),0.219892 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),0.102788 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),0.249353 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),0.280714 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.113382 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),0.0198571 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),0.0200564 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),-0.15061 # DEPENDENCYPART_GRANDPAR
(9,14),(14,20),-0.0533851 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),0.129111 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),0.551848 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.182446 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),-0.0571017 # DEPENDENCYPART_GRANDPAR
(9,16),(16,6),0.0149482 # DEPENDENCYPART_GRANDPAR
(9,16),(16,10),0.312314 # DEPENDENCYPART_GRANDPAR
(9,16),(16,12),0.091992 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),0.420151 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),0.189233 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.0451835 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),-0.119534 # DEPENDENCYPART_GRANDPAR
(9,16),(16,19),-0.161628 # DEPENDENCYPART_GRANDPAR
(9,16),(16,20),-0.217664 # DEPENDENCYPART_GRANDPAR
(9,16),(16,21),0.352065 # DEPENDENCYPART_GRANDPAR
(9,18),(18,1),-0.491672 # DEPENDENCYPART_GRANDPAR
(9,18),(18,2),-0.121581 # DEPENDENCYPART_GRANDPAR
(9,18),(18,4),-0.0519184 # DEPENDENCYPART_GRANDPAR
(9,18),(18,6),-0.0984629 # DEPENDENCYPART_GRANDPAR
(9,18),(18,7),-0.00359272 # DEPENDENCYPART_GRANDPAR
(9,18),(18,8),-0.355436 # DEPENDENCYPART_GRANDPAR
(9,18),(18,9),-0.190795 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,18),(18,10),0.183549 # DEPENDENCYPART_GRANDPAR
(9,18),(18,11),0.266122 # DEPENDENCYPART_GRANDPAR
(9,18),(18,12),0.0666599 # DEPENDENCYPART_GRANDPAR
(9,18),(18,13),0.226183 # DEPENDENCYPART_GRANDPAR
(9,18),(18,14),0.284283 # DEPENDENCYPART_GRANDPAR
(9,18),(18,15),0.157676 # DEPENDENCYPART_GRANDPAR
(9,18),(18,16),-0.0425554 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),-0.0191606 # DEPENDENCYPART_GRANDPAR
(9,18),(18,19),-0.117611 # DEPENDENCYPART_GRANDPAR
(9,18),(18,20),-0.0713831 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),-0.276608 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.444325 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.242733 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.412622 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.713026 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.450381 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.251208 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.439341 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-0.903435 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.382925 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.152467 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.531248 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.407046 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-0.283639 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-0.513753 # DEPENDENCYPART_GRANDPAR
(10,9),(9,18),-0.523216 # DEPENDENCYPART_GRANDPAR
(10,11),(11,1),-0.565121 # DEPENDENCYPART_GRANDPAR
(10,11),(11,4),-0.660894 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-0.6643 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-0.540092 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.613597 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.430758 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.590979 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),-0.0135848 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.381548 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.289488 # DEPENDENCYPART_GRANDPAR
(10,11),(11,21),-0.0719957 # DEPENDENCYPART_GRANDPAR
(10,14),(14,1),-0.631328 # DEPENDENCYPART_GRANDPAR
(10,14),(14,2),-0.736007 # DEPENDENCYPART_GRANDPAR
(10,14),(14,3),-0.455701 # DEPENDENCYPART_GRANDPAR
(10,14),(14,4),-0.705473 # DEPENDENCYPART_GRANDPAR
(10,14),(14,5),-0.909822 # DEPENDENCYPART_GRANDPAR
(10,14),(14,6),-0.696555 # DEPENDENCYPART_GRANDPAR
(10,14),(14,7),-0.606525 # DEPENDENCYPART_GRANDPAR
(10,14),(14,8),-0.672956 # DEPENDENCYPART_GRANDPAR
(10,14),(14,9),-0.446817 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-0.679234 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,11),-0.0763698 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),0.0771001 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.187512 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.113366 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.249127 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.108287 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),-0.229288 # DEPENDENCYPART_GRANDPAR
(10,14),(14,19),0.0133319 # DEPENDENCYPART_GRANDPAR
(10,14),(14,20),-0.373268 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),-0.263869 # DEPENDENCYPART_GRANDPAR
(11,1),(1,3),-0.531866 # DEPENDENCYPART_GRANDPAR
(11,1),(1,5),-1.08803 # DEPENDENCYPART_GRANDPAR
(11,1),(1,6),-0.228315 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),-0.415674 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),-0.526396 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-0.661127 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),-0.881477 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),-0.195174 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),-0.587919 # DEPENDENCYPART_GRANDPAR
(11,4),(4,8),-0.17237 # DEPENDENCYPART_GRANDPAR
(11,4),(4,9),-0.15655 # DEPENDENCYPART_GRANDPAR
(11,4),(4,11),-0.938504 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,4),(4,13),-0.950225 # DEPENDENCYPART_GRANDPAR
(11,4),(4,14),-0.768613 # DEPENDENCYPART_GRANDPAR
(11,4),(4,16),-0.687116 # DEPENDENCYPART_GRANDPAR
(11,4),(4,18),-0.593169 # DEPENDENCYPART_GRANDPAR
(11,4),(4,20),-0.899598 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),-0.615459 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.515959 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),-0.491253 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),-0.176015 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),-0.168504 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-0.820938 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,4),-0.500176 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.180886 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-0.91434 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,2),-0.584815 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.698027 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.594055 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-1.26748 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.581372 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.126072 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),-0.458384 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),-0.413305 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),-0.621622 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.419299 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-1.20503 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.183259 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.432286 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.0197801 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),0.283725 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-0.895092 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.263303 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),-0.921032 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-0.740292 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),-0.398068 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),-0.643704 # DEPENDENCYPART_GRANDPAR
(11,9),(9,18),-0.567677 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.25484 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-0.826272 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,14),-0.666111 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.560069 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,16),-0.360486 # DEPENDENCYPART_GRANDPAR
(11,12),(12,18),-0.277215 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),-0.856244 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.429544 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.54494 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),-0.148634 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.461459 # DEPENDENCYPART_GRANDPAR
(11,13),(13,20),-0.702483 # DEPENDENCYPART_GRANDPAR
(11,16),(16,6),-0.388653 # DEPENDENCYPART_GRANDPAR
(11,16),(16,10),-0.0309894 # DEPENDENCYPART_GRANDPAR
(11,16),(16,12),-0.0753172 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),-0.217996 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),-0.260292 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.133027 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.255613 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),-0.188268 # DEPENDENCYPART_GRANDPAR
(11,16),(16,20),-0.780844 # DEPENDENCYPART_GRANDPAR
(11,16),(16,21),-0.505259 # DEPENDENCYPART_GRANDPAR
(12,11),(11,1),-0.418276 # DEPENDENCYPART_GRANDPAR
(12,11),(11,4),-0.238286 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),-0.232809 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-0.363355 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.0477445 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.0359538 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.140024 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-0.625583 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.446956 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-0.466837 # DEPENDENCYPART_GRANDPAR
(12,11),(11,21),-0.392136 # DEPENDENCYPART_GRANDPAR
(12,16),(16,6),-0.378674 # DEPENDENCYPART_GRANDPAR
(12,16),(16,10),-0.395197 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-0.386405 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,14),-0.0921075 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),-0.0899486 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.0390663 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-0.154504 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),-0.129931 # DEPENDENCYPART_GRANDPAR
(12,16),(16,20),-0.338492 # DEPENDENCYPART_GRANDPAR
(12,16),(16,21),-0.266389 # DEPENDENCYPART_GRANDPAR
(12,18),(18,1),-0.704234 # DEPENDENCYPART_GRANDPAR
(12,18),(18,2),-0.553153 # DEPENDENCYPART_GRANDPAR
(12,18),(18,4),-0.498125 # DEPENDENCYPART_GRANDPAR
(12,18),(18,6),-0.401699 # DEPENDENCYPART_GRANDPAR
(12,18),(18,7),-0.650209 # DEPENDENCYPART_GRANDPAR
(12,18),(18,8),-0.255633 # DEPENDENCYPART_GRANDPAR
(12,18),(18,9),-0.289983 # DEPENDENCYPART_GRANDPAR
(12,18),(18,10),-0.372585 # DEPENDENCYPART_GRANDPAR
(12,18),(18,11),-0.39301 # DEPENDENCYPART_GRANDPAR
(12,18),(18,12),-0.364252 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,18),(18,13),-0.139046 # DEPENDENCYPART_GRANDPAR
(12,18),(18,14),-0.211092 # DEPENDENCYPART_GRANDPAR
(12,18),(18,15),-0.120168 # DEPENDENCYPART_GRANDPAR
(12,18),(18,16),-0.167147 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),-0.0244065 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),-0.150832 # DEPENDENCYPART_GRANDPAR
(12,18),(18,20),-0.341446 # DEPENDENCYPART_GRANDPAR
(13,7),(7,4),-0.176291 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),-0.152556 # DEPENDENCYPART_GRANDPAR
(13,7),(7,11),-0.0246279 # DEPENDENCYPART_GRANDPAR
(13,9),(9,1),-0.227128 # DEPENDENCYPART_GRANDPAR
(13,9),(9,2),-0.161747 # DEPENDENCYPART_GRANDPAR
(13,9),(9,3),-0.404613 # DEPENDENCYPART_GRANDPAR
(13,9),(9,4),-0.160267 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),-0.414061 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-0.108051 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.226294 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.0371531 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),-0.0904599 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),-0.058858 # DEPENDENCYPART_GRANDPAR
(13,9),(9,12),-0.0347937 # DEPENDENCYPART_GRANDPAR
(13,9),(9,13),-0.7175 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,14),-0.462464 # DEPENDENCYPART_GRANDPAR
(13,9),(9,15),-0.0835068 # DEPENDENCYPART_GRANDPAR
(13,9),(9,16),-0.919178 # DEPENDENCYPART_GRANDPAR
(13,9),(9,18),-0.571655 # DEPENDENCYPART_GRANDPAR
(13,11),(11,1),-0.271288 # DEPENDENCYPART_GRANDPAR
(13,11),(11,4),-0.176292 # DEPENDENCYPART_GRANDPAR
