# _root_ gero pistorius organista zaharrak paperezko pezeta , hogerleko eta bosdurokoak eman zizkidan gordetzeko , baina mesede_baten_truke .
#goldHeads=11,3,11,3,6,9,6,9,11,9,15,11,11,13,0,15,16,
#predictedHeads=11,3,5,3,6,9,6,9,11,11,15,11,11,13,0,15,16,
(9,5),(5,6),-0.00631621 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),0.0451463 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),0.242375 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-0.513435 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,12),-0.288734 # DEPENDENCYPART_GRANDPAR
(9,5),(5,17),-0.601705 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.185947 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.14791 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.126987 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.284678 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.355724 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),0.0497667 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),0.261661 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-0.514607 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,11),-0.244965 # DEPENDENCYPART_GRANDPAR
(9,6),(6,12),-0.288734 # DEPENDENCYPART_GRANDPAR
(9,6),(6,13),-0.246027 # DEPENDENCYPART_GRANDPAR
(9,6),(6,15),-0.100735 # DEPENDENCYPART_GRANDPAR
(9,6),(6,16),-0.599411 # DEPENDENCYPART_GRANDPAR
(9,6),(6,17),-0.601849 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.476927 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),0.169445 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),-0.192366 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.144178 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.291652 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.372916 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.0918348 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),0.0853148 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-0.513435 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,11),-0.244795 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.288734 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.245857 # DEPENDENCYPART_GRANDPAR
(9,8),(8,16),-0.599266 # DEPENDENCYPART_GRANDPAR
(9,8),(8,17),-0.601705 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.224037 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),-0.416977 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),-0.721888 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-0.700965 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-0.641522 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-0.929703 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-0.643222 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.273906 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.399602 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.333004 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.291964 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),0.0240235 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),0.0385177 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.171211 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),0.213062 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.217584 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-0.217311 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-0.321712 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,11),0.108465 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),0.0359404 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),0.160214 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.212201 # DEPENDENCYPART_GRANDPAR
(9,13),(13,1),-0.409542 # DEPENDENCYPART_GRANDPAR
(9,13),(13,2),-0.725047 # DEPENDENCYPART_GRANDPAR
(9,13),(13,3),-0.704124 # DEPENDENCYPART_GRANDPAR
(9,13),(13,4),-0.632501 # DEPENDENCYPART_GRANDPAR
(9,13),(13,5),-0.932862 # DEPENDENCYPART_GRANDPAR
(9,13),(13,6),-0.64638 # DEPENDENCYPART_GRANDPAR
(9,13),(13,7),-0.265916 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),-0.402761 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-0.358526 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,11),0.100403 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),0.00639619 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.175017 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),0.198214 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.156438 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-0.340616 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,11),0.189234 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),-0.160435 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),0.164797 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),0.0793013 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.342725 # DEPENDENCYPART_GRANDPAR
(9,15),(15,1),-0.400191 # DEPENDENCYPART_GRANDPAR
(9,15),(15,2),-0.604272 # DEPENDENCYPART_GRANDPAR
(9,15),(15,3),-0.583349 # DEPENDENCYPART_GRANDPAR
(9,15),(15,5),-0.812087 # DEPENDENCYPART_GRANDPAR
(9,15),(15,6),-0.52599 # DEPENDENCYPART_GRANDPAR
(9,15),(15,8),-0.281986 # DEPENDENCYPART_GRANDPAR
(9,15),(15,9),-0.409902 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,15),(15,10),0.194842 # DEPENDENCYPART_GRANDPAR
(9,15),(15,11),0.0443219 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),-0.181844 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),0.0242184 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),-0.329733 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.332167 # DEPENDENCYPART_GRANDPAR
(9,16),(16,4),-0.506992 # DEPENDENCYPART_GRANDPAR
(9,16),(16,11),0.237885 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),0.188373 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),-0.220492 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),0.0698882 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.328872 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),-0.255572 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),0.0295042 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.295086 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.247971 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.118451 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.138599 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),0.0616745 # DEPENDENCYPART_GRANDPAR
(10,8),(8,11),-0.333335 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-0.410063 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.358299 # DEPENDENCYPART_GRANDPAR
(10,8),(8,16),-0.398887 # DEPENDENCYPART_GRANDPAR
(10,8),(8,17),-0.216664 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),-0.365846 # DEPENDENCYPART_GRANDPAR
(11,1),(1,7),-0.2139 # DEPENDENCYPART_GRANDPAR
(11,2),(2,3),-0.141836 # DEPENDENCYPART_GRANDPAR
(11,2),(2,4),0.1339 # DEPENDENCYPART_GRANDPAR
(11,2),(2,6),-0.0398798 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),-0.144481 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.41139 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),0.1339 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),-0.39372 # DEPENDENCYPART_GRANDPAR
(11,3),(3,6),-0.0398798 # DEPENDENCYPART_GRANDPAR
(11,3),(3,8),0.213011 # DEPENDENCYPART_GRANDPAR
(11,3),(3,9),0.0415591 # DEPENDENCYPART_GRANDPAR
(11,3),(3,11),-0.536369 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,3),(3,13),-0.0340839 # DEPENDENCYPART_GRANDPAR
(11,3),(3,15),-0.230365 # DEPENDENCYPART_GRANDPAR
(11,3),(3,16),-0.30095 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),-0.0919133 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),-0.379107 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-0.167347 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),-0.421402 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),-0.0494406 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),-0.147902 # DEPENDENCYPART_GRANDPAR
(11,4),(4,10),0.283627 # DEPENDENCYPART_GRANDPAR
(11,5),(5,1),-0.144481 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),-0.41139 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),-0.19963 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),0.140438 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),-0.0398798 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),-0.169213 # DEPENDENCYPART_GRANDPAR
(11,5),(5,8),0.213011 # DEPENDENCYPART_GRANDPAR
(11,5),(5,9),0.0415591 # DEPENDENCYPART_GRANDPAR
(11,5),(5,12),-0.672503 # DEPENDENCYPART_GRANDPAR
(11,5),(5,17),-0.118084 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),-0.148753 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-0.399659 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.187899 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),0.137278 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.439783 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),-0.18228 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),0.202745 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),0.0346191 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-0.537664 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,12),-0.67346 # DEPENDENCYPART_GRANDPAR
(11,6),(6,13),-0.0353796 # DEPENDENCYPART_GRANDPAR
(11,6),(6,15),-0.232485 # DEPENDENCYPART_GRANDPAR
(11,6),(6,16),-0.302196 # DEPENDENCYPART_GRANDPAR
(11,6),(6,17),-0.119313 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.462693 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),0.353442 # DEPENDENCYPART_GRANDPAR
(11,8),(8,1),-0.144481 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.19963 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),0.140438 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.451514 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.075846 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.0306191 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),0.0415591 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-0.536369 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),-0.672503 # DEPENDENCYPART_GRANDPAR
(11,8),(8,13),-0.0340839 # DEPENDENCYPART_GRANDPAR
(11,8),(8,16),-0.30095 # DEPENDENCYPART_GRANDPAR
(11,8),(8,17),-0.118084 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),-0.0523259 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),-0.309144 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),-0.097384 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.349268 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),0.0313417 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.146929 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),0.257463 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),0.293967 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-0.731798 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.851312 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),-0.222411 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-0.0319054 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),-0.353261 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),-0.543788 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),0.138706 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-0.211516 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-0.199553 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.420399 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),-0.00631146 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.170793 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.213326 # DEPENDENCYPART_GRANDPAR
(11,13),(13,1),-0.288669 # DEPENDENCYPART_GRANDPAR
(11,13),(13,2),-0.782917 # DEPENDENCYPART_GRANDPAR
(11,13),(13,3),-0.571157 # DEPENDENCYPART_GRANDPAR
(11,13),(13,4),-0.292592 # DEPENDENCYPART_GRANDPAR
(11,13),(13,5),-0.823041 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-0.445151 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),-0.412784 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-0.21631 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.223772 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.451921 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),-0.469627 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),0.337399 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.176094 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.0915211 # DEPENDENCYPART_GRANDPAR
(11,14),(14,9),-0.204907 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.114266 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),-0.507102 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),0.36536 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.143461 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.12523 # DEPENDENCYPART_GRANDPAR
(11,15),(15,1),-0.308748 # DEPENDENCYPART_GRANDPAR
(11,15),(15,2),-0.763968 # DEPENDENCYPART_GRANDPAR
(11,15),(15,3),-0.552208 # DEPENDENCYPART_GRANDPAR
(11,15),(15,5),-0.804092 # DEPENDENCYPART_GRANDPAR
(11,15),(15,6),-0.427084 # DEPENDENCYPART_GRANDPAR
(11,15),(15,8),-0.197361 # DEPENDENCYPART_GRANDPAR
(11,15),(15,9),-0.222901 # DEPENDENCYPART_GRANDPAR
(11,15),(15,10),-0.0160328 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-0.373108 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),-0.640782 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),0.10436 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),0.145029 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.0661808 # DEPENDENCYPART_GRANDPAR
(11,16),(16,4),-0.187294 # DEPENDENCYPART_GRANDPAR
(11,16),(16,11),-0.257875 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,16),(16,13),0.212579 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),0.243231 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),-0.083445 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.0440846 # DEPENDENCYPART_GRANDPAR
(12,8),(8,1),-0.22581 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),-0.186976 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),-0.561032 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),-0.366814 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.37434 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.0972596 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),-0.0377314 # DEPENDENCYPART_GRANDPAR
(12,8),(8,11),-0.0181392 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-0.82949 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,13),-0.280672 # DEPENDENCYPART_GRANDPAR
(12,8),(8,16),-0.300143 # DEPENDENCYPART_GRANDPAR
(12,8),(8,17),-0.192127 # DEPENDENCYPART_GRANDPAR
(12,9),(9,1),-0.177958 # DEPENDENCYPART_GRANDPAR
(12,9),(9,2),-0.266195 # DEPENDENCYPART_GRANDPAR
(12,9),(9,3),-0.174833 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.354671 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.355657 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.146319 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.320837 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),0.0328045 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),-0.0532369 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-0.859933 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,13),-0.351039 # DEPENDENCYPART_GRANDPAR
(12,9),(9,14),-0.123859 # DEPENDENCYPART_GRANDPAR
(12,9),(9,15),-0.278268 # DEPENDENCYPART_GRANDPAR
(12,9),(9,16),-0.358933 # DEPENDENCYPART_GRANDPAR
(12,11),(11,1),-0.201986 # DEPENDENCYPART_GRANDPAR
(12,11),(11,2),-0.353942 # DEPENDENCYPART_GRANDPAR
(12,11),(11,3),-0.26258 # DEPENDENCYPART_GRANDPAR
(12,11),(11,4),-0.576374 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),-0.442418 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),-0.460278 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-0.177971 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.408584 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.118443 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.0279605 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-0.850028 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.338763 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.129532 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.295181 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-0.353915 # DEPENDENCYPART_GRANDPAR
(12,13),(13,1),-0.390142 # DEPENDENCYPART_GRANDPAR
(12,13),(13,2),-0.543229 # DEPENDENCYPART_GRANDPAR
(12,13),(13,3),-0.451868 # DEPENDENCYPART_GRANDPAR
(12,13),(13,4),-0.84183 # DEPENDENCYPART_GRANDPAR
(12,13),(13,5),-0.631706 # DEPENDENCYPART_GRANDPAR
(12,13),(13,6),-0.639852 # DEPENDENCYPART_GRANDPAR
(12,13),(13,7),-0.389986 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-0.597871 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-0.3584 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.408386 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.450117 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),0.0917348 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),-0.127458 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.154514 # DEPENDENCYPART_GRANDPAR
(12,15),(15,1),-0.391668 # DEPENDENCYPART_GRANDPAR
(12,15),(15,2),-0.500407 # DEPENDENCYPART_GRANDPAR
(12,15),(15,3),-0.409046 # DEPENDENCYPART_GRANDPAR
(12,15),(15,5),-0.588884 # DEPENDENCYPART_GRANDPAR
(12,15),(15,6),-0.597452 # DEPENDENCYPART_GRANDPAR
(12,15),(15,8),-0.55505 # DEPENDENCYPART_GRANDPAR
(12,15),(15,9),-0.340876 # DEPENDENCYPART_GRANDPAR
(12,15),(15,10),-0.210578 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),-0.412448 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-0.629578 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),-0.00974872 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),0.0993579 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.0982301 # DEPENDENCYPART_GRANDPAR
(12,16),(16,4),-0.82244 # DEPENDENCYPART_GRANDPAR
(12,16),(16,11),-0.351919 # DEPENDENCYPART_GRANDPAR
(12,16),(16,13),0.0417928 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),0.106709 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),-0.00484322 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.0435579 # DEPENDENCYPART_GRANDPAR
(13,1),(1,2),-0.169618 # DEPENDENCYPART_GRANDPAR
(13,1),(1,7),-0.174484 # DEPENDENCYPART_GRANDPAR
(13,2),(2,3),-0.0234009 # DEPENDENCYPART_GRANDPAR
(13,2),(2,4),-0.355534 # DEPENDENCYPART_GRANDPAR
(13,2),(2,6),-0.114471 # DEPENDENCYPART_GRANDPAR
(13,3),(3,1),-0.211019 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),-0.184565 # DEPENDENCYPART_GRANDPAR
(13,3),(3,4),-0.355534 # DEPENDENCYPART_GRANDPAR
(13,3),(3,5),-0.327197 # DEPENDENCYPART_GRANDPAR
(13,3),(3,6),-0.114471 # DEPENDENCYPART_GRANDPAR
(13,3),(3,8),0.0686474 # DEPENDENCYPART_GRANDPAR
(13,3),(3,9),0.077335 # DEPENDENCYPART_GRANDPAR
(13,3),(3,11),0.064464 # DEPENDENCYPART_GRANDPAR
(13,3),(3,13),-0.812469 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,3),(3,15),-0.560174 # DEPENDENCYPART_GRANDPAR
(13,3),(3,16),-0.490842 # DEPENDENCYPART_GRANDPAR
(13,4),(4,1),-0.163933 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),-0.168044 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),-0.0217067 # DEPENDENCYPART_GRANDPAR
(13,4),(4,5),-0.33921 # DEPENDENCYPART_GRANDPAR
(13,4),(4,6),-0.108362 # DEPENDENCYPART_GRANDPAR
(13,4),(4,7),-0.108332 # DEPENDENCYPART_GRANDPAR
(13,4),(4,10),0.00859912 # DEPENDENCYPART_GRANDPAR
(13,5),(5,1),-0.211019 # DEPENDENCYPART_GRANDPAR
(13,5),(5,2),-0.184565 # DEPENDENCYPART_GRANDPAR
(13,5),(5,3),-0.0382277 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),-0.345614 # DEPENDENCYPART_GRANDPAR
(13,5),(5,6),-0.114471 # DEPENDENCYPART_GRANDPAR
(13,5),(5,7),-0.154495 # DEPENDENCYPART_GRANDPAR
(13,5),(5,8),0.0686474 # DEPENDENCYPART_GRANDPAR
(13,5),(5,9),0.077335 # DEPENDENCYPART_GRANDPAR
(13,5),(5,12),0.142575 # DEPENDENCYPART_GRANDPAR
(13,5),(5,17),-0.154011 # DEPENDENCYPART_GRANDPAR
(13,6),(6,1),-0.21529 # DEPENDENCYPART_GRANDPAR
(13,6),(6,2),-0.172833 # DEPENDENCYPART_GRANDPAR
(13,6),(6,3),-0.0264964 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),-0.348775 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),-0.330293 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),-0.167561 # DEPENDENCYPART_GRANDPAR
(13,6),(6,8),0.0583822 # DEPENDENCYPART_GRANDPAR
(13,6),(6,9),0.070395 # DEPENDENCYPART_GRANDPAR
(13,6),(6,11),0.0569618 # DEPENDENCYPART_GRANDPAR
(13,6),(6,12),0.134958 # DEPENDENCYPART_GRANDPAR
(13,6),(6,13),-0.813765 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,6),(6,15),-0.562294 # DEPENDENCYPART_GRANDPAR
(13,6),(6,16),-0.492088 # DEPENDENCYPART_GRANDPAR
(13,6),(6,17),-0.155241 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),-0.352472 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),0.227624 # DEPENDENCYPART_GRANDPAR
(13,8),(8,1),-0.211019 # DEPENDENCYPART_GRANDPAR
(13,8),(8,3),-0.0382277 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),-0.345614 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),-0.342024 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),-0.107469 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.0474005 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),0.077335 # DEPENDENCYPART_GRANDPAR
(13,8),(8,11),0.064464 # DEPENDENCYPART_GRANDPAR
(13,8),(8,12),0.142575 # DEPENDENCYPART_GRANDPAR
(13,8),(8,13),-0.812469 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,8),(8,16),-0.490842 # DEPENDENCYPART_GRANDPAR
(13,8),(8,17),-0.154011 # DEPENDENCYPART_GRANDPAR
(13,9),(9,1),-0.138651 # DEPENDENCYPART_GRANDPAR
(13,9),(9,2),-0.112946 # DEPENDENCYPART_GRANDPAR
(13,9),(9,3),0.0333906 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),-0.270406 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-0.0309097 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.167636 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),0.125439 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),-0.00925651 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),0.00396359 # DEPENDENCYPART_GRANDPAR
(13,9),(9,12),0.14295 # DEPENDENCYPART_GRANDPAR
(13,9),(9,13),-0.990381 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,14),-0.297007 # DEPENDENCYPART_GRANDPAR
(13,9),(9,15),-0.672696 # DEPENDENCYPART_GRANDPAR
