# _root_ hala ekarri dituzte antton_lopez ruiz algecirastik langraizera , joxean etxebarri_aiesta jaendik langraizera , eta iñigo_azkue eta jose_antonio galarraga mansillatik langraizera .
#goldHeads=2,0,2,14,4,2,2,7,14,9,2,2,12,2,16,14,16,17,2,2,20,
#predictedHeads=2,0,2,14,4,2,2,7,14,9,2,2,12,2,16,14,16,17,2,2,20,
(16,9),(9,10),0.0475836 # DEPENDENCYPART_GRANDPAR
(16,9),(9,11),-0.0678976 # DEPENDENCYPART_GRANDPAR
(16,10),(10,7),-0.217297 # DEPENDENCYPART_GRANDPAR
(16,10),(10,8),0.0684142 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),-0.167841 # DEPENDENCYPART_GRANDPAR
(16,10),(10,11),-0.0575855 # DEPENDENCYPART_GRANDPAR
(16,10),(10,12),0.00724423 # DEPENDENCYPART_GRANDPAR
(16,10),(10,14),-0.114172 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),0.0683288 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),-0.167921 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),-0.0363698 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),0.00706727 # DEPENDENCYPART_GRANDPAR
(16,11),(11,14),-0.114274 # DEPENDENCYPART_GRANDPAR
(16,11),(11,16),-0.467133 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,8),0.0688538 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-0.0409436 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.139726 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),-0.201416 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),-0.116655 # DEPENDENCYPART_GRANDPAR
(16,12),(12,16),-0.467504 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,4),-0.379666 # DEPENDENCYPART_GRANDPAR
(16,13),(13,5),-0.11809 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.271498 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.143946 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-0.51057 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,1),-0.415691 # DEPENDENCYPART_GRANDPAR
(16,14),(14,2),-0.284388 # DEPENDENCYPART_GRANDPAR
(16,14),(14,4),-0.31667 # DEPENDENCYPART_GRANDPAR
(16,14),(14,5),-0.0585232 # DEPENDENCYPART_GRANDPAR
(16,14),(14,6),-0.240182 # DEPENDENCYPART_GRANDPAR
(16,14),(14,7),-0.263422 # DEPENDENCYPART_GRANDPAR
(16,14),(14,9),-0.209349 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),-0.0768082 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.173518 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.124867 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.33813 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),0.000264953 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-0.558496 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.219113 # DEPENDENCYPART_GRANDPAR
(16,14),(14,18),-0.455932 # DEPENDENCYPART_GRANDPAR
(16,15),(15,17),-0.079655 # DEPENDENCYPART_GRANDPAR
(16,17),(17,18),0.0772503 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),-0.00767424 # DEPENDENCYPART_GRANDPAR
(16,18),(18,17),0.347659 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),-0.0322157 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),-0.218902 # DEPENDENCYPART_GRANDPAR
(16,19),(19,13),-0.374143 # DEPENDENCYPART_GRANDPAR
(16,19),(19,17),0.358936 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),0.133701 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.209213 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.180882 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),-0.118819 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),-0.222164 # DEPENDENCYPART_GRANDPAR
(17,19),(19,13),-0.534163 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-0.17766 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),0.0197983 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),-0.218851 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-1.14678 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,19),-0.818173 # DEPENDENCYPART_GRANDPAR
(18,19),(19,13),-0.342395 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-0.272848 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.721108 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),-0.718954 # DEPENDENCYPART_GRANDPAR
(18,20),(20,13),-0.342395 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-0.721141 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),-0.392534 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),-0.225804 # DEPENDENCYPART_GRANDPAR
(19,13),(13,4),-0.859594 # DEPENDENCYPART_GRANDPAR
(19,13),(13,5),-1.56667 # DEPENDENCYPART_GRANDPAR
(19,13),(13,9),-0.434755 # DEPENDENCYPART_GRANDPAR
(19,13),(13,14),-0.00437584 # DEPENDENCYPART_GRANDPAR
(19,13),(13,16),0.149843 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),-0.438849 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-0.816006 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,17),-0.201096 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-0.816006 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,20),-0.618868 # DEPENDENCYPART_GRANDPAR
(19,20),(20,13),-0.374682 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-0.889871 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.390367 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),-0.150101 # DEPENDENCYPART_GRANDPAR
(20,13),(13,4),-1.11825 # DEPENDENCYPART_GRANDPAR
(20,13),(13,5),-2.10596 # DEPENDENCYPART_GRANDPAR
(20,13),(13,9),-0.698089 # DEPENDENCYPART_GRANDPAR
(20,13),(13,14),-0.0987932 # DEPENDENCYPART_GRANDPAR
(20,13),(13,16),0.0417385 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),-0.494195 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),-1.44542 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-1.43323 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,13),-0.26597 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),-0.491633 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),-1.24308 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-1.43323 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,21),(21,14),-0.424911 # DEPENDENCYPART_GRANDPAR
(20,21),(21,16),-0.284379 # DEPENDENCYPART_GRANDPAR
(20,21),(21,19),-1.77112 # DEPENDENCYPART_GRANDPAR
(21,14),(14,1),0.720475 # DEPENDENCYPART_GRANDPAR
(21,14),(14,2),0.0225652 # DEPENDENCYPART_GRANDPAR
(21,14),(14,4),-0.309954 # DEPENDENCYPART_GRANDPAR
(21,14),(14,5),-0.335532 # DEPENDENCYPART_GRANDPAR
(21,14),(14,6),-0.293607 # DEPENDENCYPART_GRANDPAR
(21,14),(14,7),-0.215451 # DEPENDENCYPART_GRANDPAR
(21,14),(14,9),-0.287648 # DEPENDENCYPART_GRANDPAR
(21,14),(14,10),-0.264316 # DEPENDENCYPART_GRANDPAR
(21,14),(14,11),-0.256878 # DEPENDENCYPART_GRANDPAR
(21,14),(14,12),-0.189125 # DEPENDENCYPART_GRANDPAR
(21,14),(14,13),-0.254171 # DEPENDENCYPART_GRANDPAR
(21,14),(14,15),-0.161632 # DEPENDENCYPART_GRANDPAR
(21,14),(14,16),-0.00147039 # DEPENDENCYPART_GRANDPAR
(21,14),(14,17),-0.101242 # DEPENDENCYPART_GRANDPAR
(21,14),(14,18),-0.0400249 # DEPENDENCYPART_GRANDPAR
(21,16),(16,1),0.720475 # DEPENDENCYPART_GRANDPAR
(21,16),(16,2),0.0225652 # DEPENDENCYPART_GRANDPAR
(21,16),(16,4),-0.309954 # DEPENDENCYPART_GRANDPAR
(21,16),(16,5),-0.335532 # DEPENDENCYPART_GRANDPAR
(21,16),(16,6),-0.293607 # DEPENDENCYPART_GRANDPAR
(21,16),(16,7),-0.215451 # DEPENDENCYPART_GRANDPAR
(21,16),(16,9),-0.287648 # DEPENDENCYPART_GRANDPAR
(21,16),(16,10),-0.264316 # DEPENDENCYPART_GRANDPAR
(21,16),(16,11),-0.256878 # DEPENDENCYPART_GRANDPAR
(21,16),(16,12),-0.189125 # DEPENDENCYPART_GRANDPAR
(21,16),(16,13),-0.254171 # DEPENDENCYPART_GRANDPAR
(21,16),(16,14),-0.00607018 # DEPENDENCYPART_GRANDPAR
(21,16),(16,15),-0.192204 # DEPENDENCYPART_GRANDPAR
(21,16),(16,17),-0.101242 # DEPENDENCYPART_GRANDPAR
(21,16),(16,18),-0.0400249 # DEPENDENCYPART_GRANDPAR
(21,16),(16,19),-0.0745845 # DEPENDENCYPART_GRANDPAR
(21,19),(19,13),-0.216282 # DEPENDENCYPART_GRANDPAR
(21,19),(19,17),-0.164319 # DEPENDENCYPART_GRANDPAR
(21,19),(19,18),-0.10039 # DEPENDENCYPART_GRANDPAR
(21,19),(19,20),0.118166 # DEPENDENCYPART_GRANDPAR
