# _root_ " sakabanaketa_bezalako legez kanpoko tresna presoen_kontra erabiltzeaz gain , orain espetxe_barruko errepresioa gogortzen ari_dira " , salatu dute aabek .
#goldHeads=0,5,5,3,7,7,13,7,8,13,12,13,0,0,14,15,0,17,17,19,
#predictedHeads=0,3,14,5,7,7,14,7,8,14,12,13,14,17,14,15,0,17,17,19,
(8,14),(14,12),-0.0547277 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.243036 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),0.0465428 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.155058 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),-0.351169 # DEPENDENCYPART_GRANDPAR
(8,17),(17,2),-0.62892 # DEPENDENCYPART_GRANDPAR
(8,17),(17,3),-1.07986 # DEPENDENCYPART_GRANDPAR
(8,17),(17,4),-0.497167 # DEPENDENCYPART_GRANDPAR
(8,17),(17,5),-0.814092 # DEPENDENCYPART_GRANDPAR
(8,17),(17,6),-0.327429 # DEPENDENCYPART_GRANDPAR
(8,17),(17,7),-0.226363 # DEPENDENCYPART_GRANDPAR
(8,17),(17,8),-0.631591 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,17),(17,9),-0.0542545 # DEPENDENCYPART_GRANDPAR
(8,17),(17,10),-0.138497 # DEPENDENCYPART_GRANDPAR
(8,17),(17,11),-0.0773149 # DEPENDENCYPART_GRANDPAR
(8,17),(17,12),-0.0761998 # DEPENDENCYPART_GRANDPAR
(8,17),(17,13),-0.281751 # DEPENDENCYPART_GRANDPAR
(8,17),(17,14),-0.000404059 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),-0.0272237 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),-0.341457 # DEPENDENCYPART_GRANDPAR
(8,17),(17,19),-0.219974 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.25982 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.212996 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.155849 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.104168 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.0680194 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),0.105474 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-0.436105 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.308414 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-0.303025 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-0.302977 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),-0.293021 # DEPENDENCYPART_GRANDPAR
(9,7),(7,14),-0.273352 # DEPENDENCYPART_GRANDPAR
(9,7),(7,16),-0.00260489 # DEPENDENCYPART_GRANDPAR
(9,7),(7,17),-0.305269 # DEPENDENCYPART_GRANDPAR
(9,7),(7,18),-0.0191617 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.196331 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.148776 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.0823513 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.0619011 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.00453022 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),0.091801 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-0.261604 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.218293 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.145273 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.145165 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.174729 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-0.154692 # DEPENDENCYPART_GRANDPAR
(9,8),(8,17),-0.184897 # DEPENDENCYPART_GRANDPAR
(9,8),(8,20),-0.197513 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-0.259655 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.143443 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.0875737 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.2224 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.0281977 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),0.112176 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),0.064713 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),0.0942196 # DEPENDENCYPART_GRANDPAR
(9,11),(11,20),-0.100214 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-0.143444 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-0.0876938 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-0.222403 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),0.0281977 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),0.168553 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),0.0616575 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),0.0804325 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),0.0527518 # DEPENDENCYPART_GRANDPAR
(9,12),(12,18),0.0942191 # DEPENDENCYPART_GRANDPAR
(9,12),(12,20),-0.100214 # DEPENDENCYPART_GRANDPAR
(9,13),(13,2),-0.609732 # DEPENDENCYPART_GRANDPAR
(9,13),(13,3),-0.55697 # DEPENDENCYPART_GRANDPAR
(9,13),(13,4),-0.503124 # DEPENDENCYPART_GRANDPAR
(9,13),(13,5),-0.460397 # DEPENDENCYPART_GRANDPAR
(9,13),(13,6),-0.417931 # DEPENDENCYPART_GRANDPAR
(9,13),(13,7),-0.262735 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),-0.246597 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-0.293488 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),-0.0416876 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),0.0447105 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),0.0444054 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),0.0191096 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),0.253718 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.00899362 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),0.142652 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),-0.0325472 # DEPENDENCYPART_GRANDPAR
(9,14),(14,2),-0.610937 # DEPENDENCYPART_GRANDPAR
(9,14),(14,3),-0.558176 # DEPENDENCYPART_GRANDPAR
(9,14),(14,4),-0.50433 # DEPENDENCYPART_GRANDPAR
(9,14),(14,5),-0.461603 # DEPENDENCYPART_GRANDPAR
(9,14),(14,6),-0.419137 # DEPENDENCYPART_GRANDPAR
(9,14),(14,7),-0.264579 # DEPENDENCYPART_GRANDPAR
(9,14),(14,8),-0.247802 # DEPENDENCYPART_GRANDPAR
(9,14),(14,10),-0.0359584 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),0.0449615 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),0.0446565 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),0.0586172 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.0835678 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.0152309 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),0.139548 # DEPENDENCYPART_GRANDPAR
(9,17),(17,2),-0.612499 # DEPENDENCYPART_GRANDPAR
(9,17),(17,3),-0.559738 # DEPENDENCYPART_GRANDPAR
(9,17),(17,4),-0.505892 # DEPENDENCYPART_GRANDPAR
(9,17),(17,5),-0.463165 # DEPENDENCYPART_GRANDPAR
(9,17),(17,6),-0.420698 # DEPENDENCYPART_GRANDPAR
(9,17),(17,7),-0.265562 # DEPENDENCYPART_GRANDPAR
(9,17),(17,8),-0.249364 # DEPENDENCYPART_GRANDPAR
(9,17),(17,9),-0.296067 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,17),(17,10),-0.0457022 # DEPENDENCYPART_GRANDPAR
(9,17),(17,11),0.0378423 # DEPENDENCYPART_GRANDPAR
(9,17),(17,12),0.0375372 # DEPENDENCYPART_GRANDPAR
(9,17),(17,13),0.034448 # DEPENDENCYPART_GRANDPAR
(9,17),(17,14),0.0499972 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),0.137433 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),0.165187 # DEPENDENCYPART_GRANDPAR
(9,17),(17,19),-0.0377051 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.128363 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.129426 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.0839796 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.0558914 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.0258698 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),0.0162913 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),-0.0369519 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-0.761903 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),-0.493371 # DEPENDENCYPART_GRANDPAR
(10,7),(7,12),-0.565409 # DEPENDENCYPART_GRANDPAR
(10,7),(7,13),-0.418718 # DEPENDENCYPART_GRANDPAR
(10,7),(7,14),-0.437851 # DEPENDENCYPART_GRANDPAR
(10,7),(7,16),-0.231622 # DEPENDENCYPART_GRANDPAR
(10,7),(7,17),-0.424963 # DEPENDENCYPART_GRANDPAR
(10,7),(7,18),-0.522497 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),-0.144845 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.144935 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.0903833 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.093595 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.0423515 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.0829291 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.041168 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-0.732015 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.431076 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-0.503055 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.376948 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-0.396018 # DEPENDENCYPART_GRANDPAR
(10,8),(8,17),-0.382411 # DEPENDENCYPART_GRANDPAR
(10,8),(8,20),-0.033015 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.0776095 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.0442379 # DEPENDENCYPART_GRANDPAR
(10,9),(9,11),-0.419784 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.491763 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.417788 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.436781 # DEPENDENCYPART_GRANDPAR
(10,9),(9,17),-0.423748 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-0.241867 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-0.270916 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.274807 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.218313 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.472066 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),-0.302525 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.186396 # DEPENDENCYPART_GRANDPAR
(10,11),(11,18),-0.375619 # DEPENDENCYPART_GRANDPAR
(10,11),(11,20),0.121587 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-0.270916 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.274925 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.218313 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.472066 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),-0.0833972 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.189452 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.209425 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.194291 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),-0.37562 # DEPENDENCYPART_GRANDPAR
(10,12),(12,20),0.121587 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),0.00560338 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),-0.0140018 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.189999 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-0.270239 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.709039 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.392065 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.472384 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),-0.216319 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),-0.0631049 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),-0.281584 # DEPENDENCYPART_GRANDPAR
(11,6),(6,10),0.0722131 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-0.939581 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,14),-0.613296 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),-0.113942 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),-0.553799 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.247625 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.296201 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),0.120462 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.163572 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),-0.265698 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),0.0919105 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-0.95934 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,12),-0.467619 # DEPENDENCYPART_GRANDPAR
(11,7),(7,13),-1.0263 # DEPENDENCYPART_GRANDPAR
(11,7),(7,14),-0.664426 # DEPENDENCYPART_GRANDPAR
(11,7),(7,16),-0.501561 # DEPENDENCYPART_GRANDPAR
(11,7),(7,17),-0.674833 # DEPENDENCYPART_GRANDPAR
(11,7),(7,18),-0.816489 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),-0.27114 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.70994 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.392966 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.473285 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.0367365 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.452641 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.289447 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),0.0710564 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-0.939933 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),-0.448152 # DEPENDENCYPART_GRANDPAR
(11,8),(8,13),-0.975753 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),-0.61382 # DEPENDENCYPART_GRANDPAR
(11,8),(8,17),-0.623507 # DEPENDENCYPART_GRANDPAR
(11,8),(8,20),-0.522474 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.537252 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.191604 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-0.878155 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.386375 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),-0.998789 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-0.636795 # DEPENDENCYPART_GRANDPAR
(11,9),(9,17),-0.647042 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.460906 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.194088 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.0613623 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-0.846111 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.354331 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-0.450925 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),-0.710435 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-0.488797 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-0.375022 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.108272 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.514187 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),-0.71831 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),-0.363021 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-0.367556 # DEPENDENCYPART_GRANDPAR
(11,12),(12,18),-0.710664 # DEPENDENCYPART_GRANDPAR
(11,12),(12,20),-0.434396 # DEPENDENCYPART_GRANDPAR
(11,13),(13,2),-0.61421 # DEPENDENCYPART_GRANDPAR
(11,13),(13,3),-1.04699 # DEPENDENCYPART_GRANDPAR
(11,13),(13,4),-0.744332 # DEPENDENCYPART_GRANDPAR
(11,13),(13,5),-0.800078 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-0.379807 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),-0.761408 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-0.508461 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.449127 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.151064 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.618557 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),-0.127191 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.369488 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.16289 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.375863 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),-0.610057 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),-0.313652 # DEPENDENCYPART_GRANDPAR
(11,18),(18,13),-0.626732 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),-0.428792 # DEPENDENCYPART_GRANDPAR
(12,7),(7,2),-0.33359 # DEPENDENCYPART_GRANDPAR
(12,7),(7,3),-0.918201 # DEPENDENCYPART_GRANDPAR
(12,7),(7,4),-0.408271 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),-0.706835 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),0.192523 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),-0.492017 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),-0.252092 # DEPENDENCYPART_GRANDPAR
(12,7),(7,10),0.0310677 # DEPENDENCYPART_GRANDPAR
(12,7),(7,11),0.103472 # DEPENDENCYPART_GRANDPAR
(12,7),(7,12),-0.74684 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,7),(7,13),-0.71129 # DEPENDENCYPART_GRANDPAR
(12,7),(7,14),-0.118107 # DEPENDENCYPART_GRANDPAR
(12,7),(7,16),-0.27259 # DEPENDENCYPART_GRANDPAR
(12,7),(7,17),-0.321654 # DEPENDENCYPART_GRANDPAR
(12,7),(7,18),-0.602042 # DEPENDENCYPART_GRANDPAR
(12,8),(8,2),-0.49307 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),-1.07662 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),-0.555894 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),-0.886202 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),0.0330422 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),0.160723 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),-0.275348 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),0.0105435 # DEPENDENCYPART_GRANDPAR
(12,8),(8,11),0.208508 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-0.727373 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,13),-0.660747 # DEPENDENCYPART_GRANDPAR
(12,8),(8,14),-0.0675003 # DEPENDENCYPART_GRANDPAR
(12,8),(8,17),-0.270328 # DEPENDENCYPART_GRANDPAR
(12,8),(8,20),-0.405757 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),0.0778509 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.528544 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),0.211026 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-0.665596 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,13),-0.683782 # DEPENDENCYPART_GRANDPAR
(12,9),(9,14),-0.0904757 # DEPENDENCYPART_GRANDPAR
(12,9),(9,17),-0.293863 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),0.154225 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.530972 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.0478072 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),0.195291 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-0.633551 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,16),-0.221955 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),0.0339432 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),0.162998 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.509092 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.107338 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.0745654 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-0.727021 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.660222 # DEPENDENCYPART_GRANDPAR
(12,11),(11,18),-0.591231 # DEPENDENCYPART_GRANDPAR
(12,11),(11,20),-0.405626 # DEPENDENCYPART_GRANDPAR
(12,13),(13,2),-0.818986 # DEPENDENCYPART_GRANDPAR
(12,13),(13,3),-1.39652 # DEPENDENCYPART_GRANDPAR
(12,13),(13,4),-0.890105 # DEPENDENCYPART_GRANDPAR
(12,13),(13,5),-1.19584 # DEPENDENCYPART_GRANDPAR
(12,13),(13,6),-0.292873 # DEPENDENCYPART_GRANDPAR
(12,13),(13,7),-0.146278 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-0.836179 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-0.435458 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.211682 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.236584 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.407139 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),0.173978 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),0.0631131 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-0.0255371 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),-0.398464 # DEPENDENCYPART_GRANDPAR
(12,13),(13,19),-0.403668 # DEPENDENCYPART_GRANDPAR
(12,14),(14,2),-0.819364 # DEPENDENCYPART_GRANDPAR
(12,14),(14,3),-1.39689 # DEPENDENCYPART_GRANDPAR
(12,14),(14,4),-0.890483 # DEPENDENCYPART_GRANDPAR
(12,14),(14,5),-1.19622 # DEPENDENCYPART_GRANDPAR
(12,14),(14,6),-0.293251 # DEPENDENCYPART_GRANDPAR
(12,14),(14,7),-0.146802 # DEPENDENCYPART_GRANDPAR
(12,14),(14,8),-0.836557 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-0.212212 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.236961 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.398964 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),-0.280202 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.0671458 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.0336546 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.401203 # DEPENDENCYPART_GRANDPAR
(12,17),(17,2),-0.822434 # DEPENDENCYPART_GRANDPAR
(12,17),(17,3),-1.39996 # DEPENDENCYPART_GRANDPAR
(12,17),(17,4),-0.893553 # DEPENDENCYPART_GRANDPAR
(12,17),(17,5),-1.19929 # DEPENDENCYPART_GRANDPAR
(12,17),(17,6),-0.296322 # DEPENDENCYPART_GRANDPAR
(12,17),(17,7),-0.149549 # DEPENDENCYPART_GRANDPAR
(12,17),(17,8),-0.839627 # DEPENDENCYPART_GRANDPAR
(12,17),(17,9),-0.436004 # DEPENDENCYPART_GRANDPAR
(12,17),(17,10),-0.212184 # DEPENDENCYPART_GRANDPAR
(12,17),(17,11),-0.240032 # DEPENDENCYPART_GRANDPAR
(12,17),(17,12),-0.420436 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,17),(17,13),-0.318917 # DEPENDENCYPART_GRANDPAR
(12,17),(17,14),0.268127 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),-0.0950568 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-0.391491 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),-0.420447 # DEPENDENCYPART_GRANDPAR
(12,18),(18,13),-0.311774 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),-0.513101 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),-0.0153792 # DEPENDENCYPART_GRANDPAR
(13,2),(2,3),-0.191454 # DEPENDENCYPART_GRANDPAR
(13,2),(2,4),-0.497773 # DEPENDENCYPART_GRANDPAR
(13,2),(2,5),-0.327274 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),-0.811695 # DEPENDENCYPART_GRANDPAR
(13,3),(3,4),-0.496918 # DEPENDENCYPART_GRANDPAR
(13,3),(3,5),-0.326419 # DEPENDENCYPART_GRANDPAR
(13,3),(3,6),-0.663581 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),-0.809757 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),-0.222838 # DEPENDENCYPART_GRANDPAR
(13,4),(4,5),-0.332089 # DEPENDENCYPART_GRANDPAR
(13,4),(4,6),-0.669252 # DEPENDENCYPART_GRANDPAR
(13,5),(5,2),-0.787777 # DEPENDENCYPART_GRANDPAR
(13,5),(5,3),-0.200858 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),-0.475009 # DEPENDENCYPART_GRANDPAR
(13,5),(5,6),-0.615811 # DEPENDENCYPART_GRANDPAR
(13,5),(5,10),-0.0653384 # DEPENDENCYPART_GRANDPAR
(13,6),(6,2),-0.803138 # DEPENDENCYPART_GRANDPAR
(13,6),(6,3),-0.216219 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),-0.490369 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),-0.382646 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),0.149068 # DEPENDENCYPART_GRANDPAR
