# _root_ kasu honetan gutuna posta arruntaren_bidez etorri da , eta etako presoek bizi duten egoeraren erantzule egiten gaituzte " , azaldu zuen .
#goldHeads=6,1,6,6,4,9,6,7,20,11,12,14,12,15,16,9,16,17,18,0,0,21,
#predictedHeads=6,1,6,6,4,9,6,7,0,11,12,14,12,15,16,9,16,17,18,0,20,21,
(6,12),(12,9),0.0573388 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),-0.0198082 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),0.126343 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),0.0673705 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),8.20665e-05 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),0.0409534 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),0.423436 # DEPENDENCYPART_GRANDPAR
(6,12),(12,17),-0.238809 # DEPENDENCYPART_GRANDPAR
(6,12),(12,20),0.0292181 # DEPENDENCYPART_GRANDPAR
(6,12),(12,22),-0.288715 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),-0.0740032 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),0.0694882 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),-0.0692527 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),-0.151859 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),-0.0999701 # DEPENDENCYPART_GRANDPAR
(6,13),(13,17),-0.284946 # DEPENDENCYPART_GRANDPAR
(6,13),(13,21),-0.561924 # DEPENDENCYPART_GRANDPAR
(6,14),(14,6),-0.149536 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,14),(14,8),0.249953 # DEPENDENCYPART_GRANDPAR
(6,14),(14,9),0.0470011 # DEPENDENCYPART_GRANDPAR
(6,14),(14,10),-0.0291761 # DEPENDENCYPART_GRANDPAR
(6,14),(14,11),0.116975 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),-0.0284334 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),-0.0591742 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),0.00380096 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),-0.254049 # DEPENDENCYPART_GRANDPAR
(6,14),(14,21),-0.521794 # DEPENDENCYPART_GRANDPAR
(6,15),(15,6),-0.151207 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,15),(15,8),0.248437 # DEPENDENCYPART_GRANDPAR
(6,15),(15,9),0.0453798 # DEPENDENCYPART_GRANDPAR
(6,15),(15,10),-0.0288557 # DEPENDENCYPART_GRANDPAR
(6,15),(15,11),0.117295 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),-0.0280608 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),-0.0607386 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),-0.0548508 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),0.413406 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),-0.250739 # DEPENDENCYPART_GRANDPAR
(6,15),(15,20),0.0191886 # DEPENDENCYPART_GRANDPAR
(6,15),(15,21),-0.518484 # DEPENDENCYPART_GRANDPAR
(6,15),(15,22),-0.290196 # DEPENDENCYPART_GRANDPAR
(6,16),(16,1),-0.0939016 # DEPENDENCYPART_GRANDPAR
(6,16),(16,2),-0.187545 # DEPENDENCYPART_GRANDPAR
(6,16),(16,3),-0.36737 # DEPENDENCYPART_GRANDPAR
(6,16),(16,4),-0.108836 # DEPENDENCYPART_GRANDPAR
(6,16),(16,6),-0.37682 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,16),(16,7),-0.195698 # DEPENDENCYPART_GRANDPAR
(6,16),(16,8),0.257155 # DEPENDENCYPART_GRANDPAR
(6,16),(16,9),-0.071621 # DEPENDENCYPART_GRANDPAR
(6,16),(16,10),-0.0958481 # DEPENDENCYPART_GRANDPAR
(6,16),(16,11),0.04795 # DEPENDENCYPART_GRANDPAR
(6,16),(16,12),-0.083506 # DEPENDENCYPART_GRANDPAR
(6,16),(16,13),0.0791126 # DEPENDENCYPART_GRANDPAR
(6,16),(16,14),-0.125922 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),-0.0778777 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),-0.229258 # DEPENDENCYPART_GRANDPAR
(6,16),(16,19),-0.174539 # DEPENDENCYPART_GRANDPAR
(6,16),(16,20),-0.101602 # DEPENDENCYPART_GRANDPAR
(6,16),(16,21),-0.521889 # DEPENDENCYPART_GRANDPAR
(6,17),(17,12),-0.0647173 # DEPENDENCYPART_GRANDPAR
(6,17),(17,14),-0.100631 # DEPENDENCYPART_GRANDPAR
(6,17),(17,15),-0.051924 # DEPENDENCYPART_GRANDPAR
(6,17),(17,18),-0.347912 # DEPENDENCYPART_GRANDPAR
(6,17),(17,20),-0.136845 # DEPENDENCYPART_GRANDPAR
(6,17),(17,21),-0.582116 # DEPENDENCYPART_GRANDPAR
(6,20),(20,1),-0.134283 # DEPENDENCYPART_GRANDPAR
(6,20),(20,3),-0.39511 # DEPENDENCYPART_GRANDPAR
(6,20),(20,4),-0.136576 # DEPENDENCYPART_GRANDPAR
(6,20),(20,6),-0.327299 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,20),(20,8),0.262983 # DEPENDENCYPART_GRANDPAR
(6,20),(20,9),-0.0366592 # DEPENDENCYPART_GRANDPAR
(6,20),(20,10),-0.0927614 # DEPENDENCYPART_GRANDPAR
(6,20),(20,11),0.0491207 # DEPENDENCYPART_GRANDPAR
(6,20),(20,12),-0.0804107 # DEPENDENCYPART_GRANDPAR
(6,20),(20,13),0.106128 # DEPENDENCYPART_GRANDPAR
(6,20),(20,14),-0.122837 # DEPENDENCYPART_GRANDPAR
(6,20),(20,15),-0.074791 # DEPENDENCYPART_GRANDPAR
(6,20),(20,16),0.32744 # DEPENDENCYPART_GRANDPAR
(6,20),(20,17),-0.13154 # DEPENDENCYPART_GRANDPAR
(6,20),(20,19),-0.249456 # DEPENDENCYPART_GRANDPAR
(6,20),(20,21),-0.462695 # DEPENDENCYPART_GRANDPAR
(6,20),(20,22),-0.143405 # DEPENDENCYPART_GRANDPAR
(6,21),(21,16),0.332019 # DEPENDENCYPART_GRANDPAR
(6,21),(21,22),-0.29407 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),0.110001 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.188214 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),0.0576177 # DEPENDENCYPART_GRANDPAR
(7,1),(1,5),0.10427 # DEPENDENCYPART_GRANDPAR
(7,1),(1,7),-0.931079 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,1),-0.406867 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.105262 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),0.0574253 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),0.107882 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-0.931079 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,1),-0.400852 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.101933 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.400094 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),0.107882 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-0.931079 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,10),-0.693122 # DEPENDENCYPART_GRANDPAR
(7,4),(4,11),-0.618553 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.438217 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.708997 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.254043 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-0.618466 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-0.30616 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-0.622249 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.380283 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.291727 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.465546 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.755987 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),-0.024537 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.478173 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.406106 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.390493 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.48203 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.430355 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.461849 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.466205 # DEPENDENCYPART_GRANDPAR
(7,9),(9,20),-0.383786 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),-0.373846 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),-0.300393 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),-0.291094 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-0.445766 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),-0.47848 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),-0.430916 # DEPENDENCYPART_GRANDPAR
(7,13),(13,21),-0.625547 # DEPENDENCYPART_GRANDPAR
(7,16),(16,1),-0.623998 # DEPENDENCYPART_GRANDPAR
(7,16),(16,2),-0.321308 # DEPENDENCYPART_GRANDPAR
(7,16),(16,3),-0.640422 # DEPENDENCYPART_GRANDPAR
(7,16),(16,4),-0.398456 # DEPENDENCYPART_GRANDPAR
(7,16),(16,6),-0.446277 # DEPENDENCYPART_GRANDPAR
(7,16),(16,7),-0.558405 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,16),(16,8),0.0303595 # DEPENDENCYPART_GRANDPAR
(7,16),(16,9),-0.222577 # DEPENDENCYPART_GRANDPAR
(7,16),(16,10),-0.348539 # DEPENDENCYPART_GRANDPAR
(7,16),(16,11),-0.27486 # DEPENDENCYPART_GRANDPAR
(7,16),(16,12),-0.256362 # DEPENDENCYPART_GRANDPAR
(7,16),(16,13),-0.236538 # DEPENDENCYPART_GRANDPAR
(7,16),(16,14),-0.298229 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),-0.330973 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),-0.514016 # DEPENDENCYPART_GRANDPAR
(7,16),(16,19),-0.090429 # DEPENDENCYPART_GRANDPAR
(7,16),(16,20),-0.506472 # DEPENDENCYPART_GRANDPAR
(7,16),(16,21),-0.717995 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.0515455 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.123005 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.0576394 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.00970692 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.0606136 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),0.342207 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-0.577865 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.381966 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.639258 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.64163 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-0.58959 # DEPENDENCYPART_GRANDPAR
(8,6),(6,13),-0.242214 # DEPENDENCYPART_GRANDPAR
(8,6),(6,14),-0.689857 # DEPENDENCYPART_GRANDPAR
(8,6),(6,15),-0.677447 # DEPENDENCYPART_GRANDPAR
(8,6),(6,16),-0.551909 # DEPENDENCYPART_GRANDPAR
(8,6),(6,17),-0.0986805 # DEPENDENCYPART_GRANDPAR
(8,6),(6,20),-0.472355 # DEPENDENCYPART_GRANDPAR
(8,6),(6,21),0.164455 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),0.0223946 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),0.0184305 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),0.0663629 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-0.531178 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.333001 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-0.259879 # DEPENDENCYPART_GRANDPAR
(8,7),(7,16),-0.530123 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-0.369493 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-0.291685 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-0.373567 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.325635 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.25286 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.145978 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),0.0133148 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.341055 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.266463 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.27005 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.212871 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.114623 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.318449 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.304933 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.237363 # DEPENDENCYPART_GRANDPAR
(8,9),(9,20),-0.0963632 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),-0.00516453 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),0.31784 # DEPENDENCYPART_GRANDPAR
(9,1),(1,4),0.299534 # DEPENDENCYPART_GRANDPAR
(9,1),(1,5),0.173418 # DEPENDENCYPART_GRANDPAR
(9,1),(1,7),0.550165 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),0.195822 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),0.17365 # DEPENDENCYPART_GRANDPAR
(9,2),(2,16),-0.227281 # DEPENDENCYPART_GRANDPAR
(9,2),(2,20),0.156388 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),0.107024 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.27184 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),0.283377 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),0.161064 # DEPENDENCYPART_GRANDPAR
(9,3),(3,7),0.535667 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),0.113039 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.268511 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),0.222417 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),0.161064 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),0.535667 # DEPENDENCYPART_GRANDPAR
(9,4),(4,10),-0.185357 # DEPENDENCYPART_GRANDPAR
(9,4),(4,11),-0.266149 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),0.0801564 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),0.185103 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),0.162931 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),0.280657 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),0.527903 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),0.19148 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.149555 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),0.305076 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),0.282904 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),0.162127 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),0.732115 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),0.0018568 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-0.458738 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-0.38415 # DEPENDENCYPART_GRANDPAR
(9,6),(6,11),-0.465767 # DEPENDENCYPART_GRANDPAR
(9,6),(6,12),-0.49076 # DEPENDENCYPART_GRANDPAR
(9,6),(6,13),-0.670916 # DEPENDENCYPART_GRANDPAR
(9,6),(6,14),-0.501929 # DEPENDENCYPART_GRANDPAR
(9,6),(6,15),-0.630066 # DEPENDENCYPART_GRANDPAR
(9,6),(6,16),-0.320073 # DEPENDENCYPART_GRANDPAR
(9,6),(6,17),0.135678 # DEPENDENCYPART_GRANDPAR
(9,6),(6,20),0.0531074 # DEPENDENCYPART_GRANDPAR
(9,6),(6,21),0.0895954 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),0.216631 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),0.32169 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),0.299518 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),0.095572 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-0.363685 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,13),-0.658042 # DEPENDENCYPART_GRANDPAR
(9,7),(7,16),-0.236185 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),0.151715 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),0.489904 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-0.377245 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),0.0929982 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),0.0749393 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),-0.46653 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-0.00924054 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.159113 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.133422 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.251528 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),0.0743241 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.510931 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),0.0594898 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.0737239 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),0.272583 # DEPENDENCYPART_GRANDPAR
(9,12),(12,1),-0.233251 # DEPENDENCYPART_GRANDPAR
(9,12),(12,2),-0.46653 # DEPENDENCYPART_GRANDPAR
(9,12),(12,4),-0.161148 # DEPENDENCYPART_GRANDPAR
(9,12),(12,6),-0.00924083 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-0.159114 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-0.110735 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),0.256759 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),0.1854 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.50406 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),0.0811222 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.0520686 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.00379603 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),0.280097 # DEPENDENCYPART_GRANDPAR
(9,12),(12,20),0.407438 # DEPENDENCYPART_GRANDPAR
(9,12),(12,22),-0.356404 # DEPENDENCYPART_GRANDPAR
(9,13),(13,10),0.231791 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),0.157053 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),0.134029 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),0.0823087 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.044601 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),0.390678 # DEPENDENCYPART_GRANDPAR
(9,13),(13,21),0.293471 # DEPENDENCYPART_GRANDPAR
(9,14),(14,6),-0.00924276 # DEPENDENCYPART_GRANDPAR
(9,14),(14,8),-0.159113 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-0.130918 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,10),0.252813 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),0.181454 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),0.155578 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),-0.451075 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.0650766 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),0.273201 # DEPENDENCYPART_GRANDPAR
(9,14),(14,21),0.18146 # DEPENDENCYPART_GRANDPAR
(9,15),(15,6),-0.00924095 # DEPENDENCYPART_GRANDPAR
(9,15),(15,8),-0.159114 # DEPENDENCYPART_GRANDPAR
(9,15),(15,9),-0.132255 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,15),(15,10),0.252527 # DEPENDENCYPART_GRANDPAR
(9,15),(15,11),0.181167 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),0.155344 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),-0.452354 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),0.141766 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.0109981 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),0.271573 # DEPENDENCYPART_GRANDPAR
(9,15),(15,20),0.400236 # DEPENDENCYPART_GRANDPAR
(9,15),(15,21),0.179832 # DEPENDENCYPART_GRANDPAR
(9,15),(15,22),-0.356099 # DEPENDENCYPART_GRANDPAR
(9,16),(16,1),-0.426594 # DEPENDENCYPART_GRANDPAR
(9,16),(16,2),-0.513451 # DEPENDENCYPART_GRANDPAR
(9,16),(16,3),-0.344959 # DEPENDENCYPART_GRANDPAR
(9,16),(16,4),-0.367131 # DEPENDENCYPART_GRANDPAR
(9,16),(16,6),-0.161432 # DEPENDENCYPART_GRANDPAR
(9,16),(16,7),0.318852 # DEPENDENCYPART_GRANDPAR
(9,16),(16,8),-0.29422 # DEPENDENCYPART_GRANDPAR
(9,16),(16,9),-0.202311 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,16),(16,10),0.153189 # DEPENDENCYPART_GRANDPAR
(9,16),(16,11),0.0825341 # DEPENDENCYPART_GRANDPAR
(9,16),(16,12),0.0732743 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),-0.400902 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),0.0404825 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),-0.0810471 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),0.442653 # DEPENDENCYPART_GRANDPAR
(9,16),(16,19),-0.127155 # DEPENDENCYPART_GRANDPAR
(9,16),(16,20),0.422524 # DEPENDENCYPART_GRANDPAR
(9,16),(16,21),0.318749 # DEPENDENCYPART_GRANDPAR
(9,20),(20,1),-0.435267 # DEPENDENCYPART_GRANDPAR
(9,20),(20,3),-0.347312 # DEPENDENCYPART_GRANDPAR
(9,20),(20,4),-0.369484 # DEPENDENCYPART_GRANDPAR
(9,20),(20,6),-0.168644 # DEPENDENCYPART_GRANDPAR
(9,20),(20,8),-0.294727 # DEPENDENCYPART_GRANDPAR
(9,20),(20,9),-0.224108 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,20),(20,10),0.0625467 # DEPENDENCYPART_GRANDPAR
(9,20),(20,11),-0.0100243 # DEPENDENCYPART_GRANDPAR
(9,20),(20,12),-0.0173621 # DEPENDENCYPART_GRANDPAR
(9,20),(20,13),-0.440352 # DEPENDENCYPART_GRANDPAR
(9,20),(20,14),-0.0501613 # DEPENDENCYPART_GRANDPAR
(9,20),(20,15),-0.171689 # DEPENDENCYPART_GRANDPAR
(9,20),(20,16),0.164807 # DEPENDENCYPART_GRANDPAR
(9,20),(20,17),0.388979 # DEPENDENCYPART_GRANDPAR
(9,20),(20,19),-0.277862 # DEPENDENCYPART_GRANDPAR
(9,20),(20,21),0.316899 # DEPENDENCYPART_GRANDPAR
(9,20),(20,22),-0.407963 # DEPENDENCYPART_GRANDPAR
(10,11),(11,2),-1.76193 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-0.904409 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.57576 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.422904 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.622282 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),-0.281585 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.670497 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.53128 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.277703 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),-0.592899 # DEPENDENCYPART_GRANDPAR
(10,12),(12,1),-1.151 # DEPENDENCYPART_GRANDPAR
(10,12),(12,2),-1.76213 # DEPENDENCYPART_GRANDPAR
(10,12),(12,4),-1.02984 # DEPENDENCYPART_GRANDPAR
(10,12),(12,6),-0.904614 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.575967 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.423109 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.614783 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),-0.146894 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.665226 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.511817 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.258194 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.198503 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.587073 # DEPENDENCYPART_GRANDPAR
(10,12),(12,20),-0.297358 # DEPENDENCYPART_GRANDPAR
(10,12),(12,22),-0.350194 # DEPENDENCYPART_GRANDPAR
(11,2),(2,3),-0.328725 # DEPENDENCYPART_GRANDPAR
(11,2),(2,4),-0.262509 # DEPENDENCYPART_GRANDPAR
(11,2),(2,16),-0.565382 # DEPENDENCYPART_GRANDPAR
(11,2),(2,20),-0.470058 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),-0.233134 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-1.01163 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.218372 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.152156 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.213603 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),-0.763197 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),-0.108166 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),0.101115 # DEPENDENCYPART_GRANDPAR
(11,6),(6,10),0.933282 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-0.892621 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,12),-0.395569 # DEPENDENCYPART_GRANDPAR
(11,6),(6,13),-0.886035 # DEPENDENCYPART_GRANDPAR
(11,6),(6,14),-0.746991 # DEPENDENCYPART_GRANDPAR
(11,6),(6,15),-0.531889 # DEPENDENCYPART_GRANDPAR
(11,6),(6,16),-0.652095 # DEPENDENCYPART_GRANDPAR
(11,6),(6,17),-0.738092 # DEPENDENCYPART_GRANDPAR
