# _root_ ( ... ) paulinok azken asaltoa bota zuela uste_zuen , baina heriotzaren aurre-salara ailegatzea besterik ez zuen egin , azken asaltoek beti heriotzaren kaudrilateroan jotzen bait dute amaierako kanpanilla .
#goldHeads=0,1,0,9,6,7,9,7,11,9,0,13,14,18,14,15,18,11,18,21,25,25,24,25,18,27,25,29,25,29,
#predictedHeads=0,1,0,7,6,7,9,7,11,9,0,13,14,18,14,15,18,11,18,21,25,25,24,25,0,25,26,29,25,29,
(0,14),(0,26),-0.049039 # DEPENDENCYPART_SIBL
(0,14),(0,27),-0.0043983 # DEPENDENCYPART_SIBL
(0,14),(0,29),-0.00562242 # DEPENDENCYPART_SIBL
(0,14),(0,30),-0.0693041 # DEPENDENCYPART_SIBL
(0,15),(0,16),0.0132952 # DEPENDENCYPART_SIBL
(0,15),(0,17),-0.0658161 # DEPENDENCYPART_SIBL
(0,15),(0,18),-0.123671 # DEPENDENCYPART_SIBL
(0,15),(0,19),-0.125177 # DEPENDENCYPART_SIBL
(0,15),(0,21),-0.00607596 # DEPENDENCYPART_SIBL
(0,15),(0,22),-0.0141252 # DEPENDENCYPART_SIBL
(0,15),(0,25),-0.131723 # DEPENDENCYPART_SIBL
(0,15),(0,26),-0.047655 # DEPENDENCYPART_SIBL
(0,15),(0,27),-0.06369 # DEPENDENCYPART_SIBL
(0,15),(0,29),-0.00607596 # DEPENDENCYPART_SIBL
(0,15),(0,30),-0.132282 # DEPENDENCYPART_SIBL
(0,16),(0,17),-0.0593763 # DEPENDENCYPART_SIBL
(0,16),(0,18),-0.107756 # DEPENDENCYPART_SIBL
(0,16),(0,19),-0.0841936 # DEPENDENCYPART_SIBL
(0,16),(0,21),0.0106538 # DEPENDENCYPART_SIBL
(0,16),(0,22),-0.00889167 # DEPENDENCYPART_SIBL
(0,16),(0,25),-0.10704 # DEPENDENCYPART_SIBL
(0,16),(0,26),-0.0485863 # DEPENDENCYPART_SIBL
(0,16),(0,27),-0.0552314 # DEPENDENCYPART_SIBL
(0,16),(0,29),0.0106538 # DEPENDENCYPART_SIBL
(0,16),(0,30),-0.0912671 # DEPENDENCYPART_SIBL
(0,17),(0,18),-0.034992 # DEPENDENCYPART_SIBL
(0,17),(0,19),-0.107806 # DEPENDENCYPART_SIBL
(0,17),(0,21),-0.00459371 # DEPENDENCYPART_SIBL
(0,17),(0,22),0.0044679 # DEPENDENCYPART_SIBL
(0,17),(0,25),-0.053095 # DEPENDENCYPART_SIBL
(0,17),(0,26),-0.0411651 # DEPENDENCYPART_SIBL
(0,17),(0,27),-0.117735 # DEPENDENCYPART_SIBL
(0,17),(0,29),-0.00459371 # DEPENDENCYPART_SIBL
(0,17),(0,30),-0.114021 # DEPENDENCYPART_SIBL
(0,18),(0,19),-0.0987916 # DEPENDENCYPART_SIBL
(0,18),(0,21),-0.0617688 # DEPENDENCYPART_SIBL
(0,18),(0,22),-0.0724516 # DEPENDENCYPART_SIBL
(0,18),(0,25),-0.224001 # DEPENDENCYPART_SIBL
(0,18),(0,26),-0.101641 # DEPENDENCYPART_SIBL
(0,18),(0,27),-0.000744187 # DEPENDENCYPART_SIBL
(0,18),(0,29),-0.0617688 # DEPENDENCYPART_SIBL
(0,18),(0,30),-0.122823 # DEPENDENCYPART_SIBL
(0,19),(0,21),-0.202026 # DEPENDENCYPART_SIBL
(0,19),(0,22),-0.283023 # DEPENDENCYPART_SIBL
(0,19),(0,25),-0.307572 # DEPENDENCYPART_SIBL
(0,19),(0,26),-0.169723 # DEPENDENCYPART_SIBL
(0,19),(0,27),-0.221187 # DEPENDENCYPART_SIBL
(0,19),(0,29),-0.202026 # DEPENDENCYPART_SIBL
(0,19),(0,30),-0.340789 # DEPENDENCYPART_SIBL
(0,21),(0,22),0.0371132 # DEPENDENCYPART_SIBL
(0,21),(0,25),-0.126828 # DEPENDENCYPART_SIBL
(0,21),(0,26),-0.0478016 # DEPENDENCYPART_SIBL
(0,21),(0,27),-0.0728182 # DEPENDENCYPART_SIBL
(0,21),(0,29),0.0509439 # DEPENDENCYPART_SIBL
(0,21),(0,30),-0.174982 # DEPENDENCYPART_SIBL
(0,22),(0,25),-0.0513192 # DEPENDENCYPART_SIBL
(0,22),(0,26),-0.0212129 # DEPENDENCYPART_SIBL
(0,22),(0,27),-0.0768747 # DEPENDENCYPART_SIBL
(0,22),(0,29),0.0782901 # DEPENDENCYPART_SIBL
(0,22),(0,30),-0.10899 # DEPENDENCYPART_SIBL
(0,25),(0,26),-0.0666846 # DEPENDENCYPART_SIBL
(0,25),(0,27),-0.0182627 # DEPENDENCYPART_SIBL
(0,25),(0,29),-0.0194533 # DEPENDENCYPART_SIBL
(0,25),(0,30),-0.0840292 # DEPENDENCYPART_SIBL
(0,26),(0,27),-0.039432 # DEPENDENCYPART_SIBL
(0,26),(0,29),0.0130751 # DEPENDENCYPART_SIBL
(0,26),(0,30),-0.0823451 # DEPENDENCYPART_SIBL
(0,27),(0,29),0.011861 # DEPENDENCYPART_SIBL
(0,27),(0,30),-0.0730602 # DEPENDENCYPART_SIBL
(0,29),(0,30),-0.174982 # DEPENDENCYPART_SIBL
(3,2),(3,6),0.0316502 # DEPENDENCYPART_SIBL
(3,2),(3,7),0.0882557 # DEPENDENCYPART_SIBL
(3,6),(3,7),-0.0170792 # DEPENDENCYPART_SIBL
(4,3),(4,6),-0.0379231 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.0651473 # DEPENDENCYPART_SIBL
(6,4),(6,7),0.0276993 # DEPENDENCYPART_SIBL
(6,4),(6,8),0.0563895 # DEPENDENCYPART_SIBL
(6,4),(6,15),-0.0167127 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.0376073 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.0252102 # DEPENDENCYPART_SIBL
(6,5),(6,15),-0.0430958 # DEPENDENCYPART_SIBL
(6,7),(6,8),0.0304613 # DEPENDENCYPART_SIBL
(6,7),(6,15),0.0387856 # DEPENDENCYPART_SIBL
(6,8),(6,15),0.0387821 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.00977485 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.0173015 # DEPENDENCYPART_SIBL
(7,4),(7,8),0.0381122 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.0161822 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.0162113 # DEPENDENCYPART_SIBL
(7,4),(7,11),0.00214127 # DEPENDENCYPART_SIBL
(7,4),(7,12),-0.0179439 # DEPENDENCYPART_SIBL
(7,4),(7,13),-0.0179439 # DEPENDENCYPART_SIBL
(7,4),(7,14),-0.0161814 # DEPENDENCYPART_SIBL
(7,4),(7,15),-0.042769 # DEPENDENCYPART_SIBL
(7,4),(7,17),0.0114259 # DEPENDENCYPART_SIBL
(7,4),(7,18),0.0422857 # DEPENDENCYPART_SIBL
(7,4),(7,21),-0.0179439 # DEPENDENCYPART_SIBL
(7,4),(7,23),-0.0179439 # DEPENDENCYPART_SIBL
(7,4),(7,24),-0.0179439 # DEPENDENCYPART_SIBL
(7,4),(7,25),-0.0182741 # DEPENDENCYPART_SIBL
(7,4),(7,26),0.00199797 # DEPENDENCYPART_SIBL
(7,4),(7,28),-0.0179439 # DEPENDENCYPART_SIBL
(7,4),(7,29),-0.0179439 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.00172278 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.00551449 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.0193197 # DEPENDENCYPART_SIBL
(7,5),(7,10),0.011588 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.045703 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.00539036 # DEPENDENCYPART_SIBL
(7,5),(7,13),-0.00539036 # DEPENDENCYPART_SIBL
(7,5),(7,14),-0.0193194 # DEPENDENCYPART_SIBL
(7,5),(7,15),-0.0161015 # DEPENDENCYPART_SIBL
(7,5),(7,17),0.0383579 # DEPENDENCYPART_SIBL
(7,5),(7,18),0.0150126 # DEPENDENCYPART_SIBL
(7,5),(7,21),-0.00539036 # DEPENDENCYPART_SIBL
(7,5),(7,23),-0.00539036 # DEPENDENCYPART_SIBL
(7,5),(7,24),-0.00539036 # DEPENDENCYPART_SIBL
(7,5),(7,25),-0.0198541 # DEPENDENCYPART_SIBL
(7,5),(7,26),0.0742928 # DEPENDENCYPART_SIBL
(7,5),(7,28),-0.00539036 # DEPENDENCYPART_SIBL
(7,5),(7,29),-0.00539036 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.0381122 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.0161822 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.0162113 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.00214127 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.0179439 # DEPENDENCYPART_SIBL
(7,6),(7,13),-0.0179439 # DEPENDENCYPART_SIBL
(7,6),(7,14),-0.0161814 # DEPENDENCYPART_SIBL
(7,6),(7,15),-0.042769 # DEPENDENCYPART_SIBL
(7,6),(7,17),0.0114259 # DEPENDENCYPART_SIBL
(7,6),(7,18),0.0422857 # DEPENDENCYPART_SIBL
(7,6),(7,21),-0.0179439 # DEPENDENCYPART_SIBL
(7,6),(7,23),-0.0179439 # DEPENDENCYPART_SIBL
(7,6),(7,24),-0.0179439 # DEPENDENCYPART_SIBL
(7,6),(7,25),-0.0182741 # DEPENDENCYPART_SIBL
(7,6),(7,26),0.00199797 # DEPENDENCYPART_SIBL
(7,6),(7,28),-0.0179439 # DEPENDENCYPART_SIBL
(7,6),(7,29),-0.0179439 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.00584186 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.0401768 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.0150632 # DEPENDENCYPART_SIBL
(7,8),(7,12),0.0251853 # DEPENDENCYPART_SIBL
(7,8),(7,13),0.0251853 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.00584182 # DEPENDENCYPART_SIBL
(7,8),(7,15),0.0110368 # DEPENDENCYPART_SIBL
(7,8),(7,17),-0.156057 # DEPENDENCYPART_SIBL
(7,8),(7,18),0.0351982 # DEPENDENCYPART_SIBL
(7,8),(7,21),0.0251853 # DEPENDENCYPART_SIBL
(7,8),(7,23),0.0251853 # DEPENDENCYPART_SIBL
(7,8),(7,24),0.0251853 # DEPENDENCYPART_SIBL
(7,8),(7,25),-0.00622849 # DEPENDENCYPART_SIBL
(7,8),(7,26),-0.00871579 # DEPENDENCYPART_SIBL
(7,8),(7,28),0.0251853 # DEPENDENCYPART_SIBL
(7,8),(7,29),0.0251853 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.0522606 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.0753241 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.0680134 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.0680134 # DEPENDENCYPART_SIBL
(7,9),(7,14),-0.0298326 # DEPENDENCYPART_SIBL
(7,9),(7,15),-0.0127273 # DEPENDENCYPART_SIBL
(7,9),(7,17),0.00630976 # DEPENDENCYPART_SIBL
(7,9),(7,18),-0.0107346 # DEPENDENCYPART_SIBL
(7,9),(7,21),-0.0680134 # DEPENDENCYPART_SIBL
(7,9),(7,23),-0.0680134 # DEPENDENCYPART_SIBL
(7,9),(7,24),-0.0680134 # DEPENDENCYPART_SIBL
(7,9),(7,25),-0.0343946 # DEPENDENCYPART_SIBL
(7,9),(7,26),-0.0110138 # DEPENDENCYPART_SIBL
(7,9),(7,28),-0.0680134 # DEPENDENCYPART_SIBL
(7,9),(7,29),-0.0680134 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.0645502 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.116466 # DEPENDENCYPART_SIBL
(7,10),(7,13),-0.116466 # DEPENDENCYPART_SIBL
(7,10),(7,14),-0.0406263 # DEPENDENCYPART_SIBL
(7,10),(7,15),-0.101748 # DEPENDENCYPART_SIBL
(7,10),(7,17),-0.110555 # DEPENDENCYPART_SIBL
(7,10),(7,18),-0.0411913 # DEPENDENCYPART_SIBL
(7,10),(7,21),-0.116466 # DEPENDENCYPART_SIBL
(7,10),(7,23),-0.116466 # DEPENDENCYPART_SIBL
(7,10),(7,24),-0.116466 # DEPENDENCYPART_SIBL
(7,10),(7,25),-0.0410016 # DEPENDENCYPART_SIBL
(7,10),(7,26),-0.024828 # DEPENDENCYPART_SIBL
(7,10),(7,28),-0.116466 # DEPENDENCYPART_SIBL
(7,10),(7,29),-0.116466 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.0503664 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.0503664 # DEPENDENCYPART_SIBL
(7,11),(7,14),-0.0299857 # DEPENDENCYPART_SIBL
(7,11),(7,15),0.00210703 # DEPENDENCYPART_SIBL
(7,11),(7,17),-0.0248616 # DEPENDENCYPART_SIBL
(7,11),(7,18),-0.00763561 # DEPENDENCYPART_SIBL
(7,11),(7,21),-0.0503664 # DEPENDENCYPART_SIBL
(7,11),(7,23),-0.0503664 # DEPENDENCYPART_SIBL
(7,11),(7,24),-0.0503664 # DEPENDENCYPART_SIBL
(7,11),(7,25),-0.0332154 # DEPENDENCYPART_SIBL
(7,11),(7,26),0.00286904 # DEPENDENCYPART_SIBL
(7,11),(7,28),-0.0503664 # DEPENDENCYPART_SIBL
(7,11),(7,29),-0.0503664 # DEPENDENCYPART_SIBL
(7,12),(7,13),-0.0486269 # DEPENDENCYPART_SIBL
(7,12),(7,14),-0.0201797 # DEPENDENCYPART_SIBL
(7,12),(7,15),0.00613063 # DEPENDENCYPART_SIBL
(7,12),(7,17),-0.0318501 # DEPENDENCYPART_SIBL
(7,12),(7,18),-0.0238399 # DEPENDENCYPART_SIBL
(7,12),(7,21),-0.0486269 # DEPENDENCYPART_SIBL
(7,12),(7,23),-0.0486269 # DEPENDENCYPART_SIBL
(7,12),(7,24),-0.0486269 # DEPENDENCYPART_SIBL
(7,12),(7,25),-0.0204952 # DEPENDENCYPART_SIBL
(7,12),(7,26),-0.0273949 # DEPENDENCYPART_SIBL
(7,12),(7,28),-0.0486275 # DEPENDENCYPART_SIBL
(7,12),(7,29),-0.0486269 # DEPENDENCYPART_SIBL
(7,13),(7,14),-0.0201797 # DEPENDENCYPART_SIBL
(7,13),(7,15),0.00613063 # DEPENDENCYPART_SIBL
(7,13),(7,17),-0.0318501 # DEPENDENCYPART_SIBL
(7,13),(7,18),-0.0238399 # DEPENDENCYPART_SIBL
(7,13),(7,21),-0.0486269 # DEPENDENCYPART_SIBL
(7,13),(7,23),-0.0486269 # DEPENDENCYPART_SIBL
(7,13),(7,24),-0.0486269 # DEPENDENCYPART_SIBL
(7,13),(7,25),-0.0204952 # DEPENDENCYPART_SIBL
(7,13),(7,26),-0.0273949 # DEPENDENCYPART_SIBL
(7,13),(7,28),-0.0486275 # DEPENDENCYPART_SIBL
(7,13),(7,29),-0.0486269 # DEPENDENCYPART_SIBL
(7,14),(7,15),-0.0127271 # DEPENDENCYPART_SIBL
(7,14),(7,17),0.00631014 # DEPENDENCYPART_SIBL
(7,14),(7,18),-0.0106735 # DEPENDENCYPART_SIBL
(7,14),(7,21),-0.0680133 # DEPENDENCYPART_SIBL
(7,14),(7,23),-0.0680133 # DEPENDENCYPART_SIBL
(7,14),(7,24),-0.0680133 # DEPENDENCYPART_SIBL
(7,14),(7,25),-0.0343335 # DEPENDENCYPART_SIBL
(7,14),(7,26),-0.0110136 # DEPENDENCYPART_SIBL
(7,14),(7,28),-0.0680133 # DEPENDENCYPART_SIBL
(7,14),(7,29),-0.0680133 # DEPENDENCYPART_SIBL
(7,15),(7,17),-0.00406071 # DEPENDENCYPART_SIBL
(7,15),(7,18),-0.00419484 # DEPENDENCYPART_SIBL
(7,15),(7,21),-0.0323927 # DEPENDENCYPART_SIBL
(7,15),(7,23),-0.0323927 # DEPENDENCYPART_SIBL
(7,15),(7,24),-0.0323927 # DEPENDENCYPART_SIBL
(7,15),(7,25),-0.017634 # DEPENDENCYPART_SIBL
(7,15),(7,26),0.00416318 # DEPENDENCYPART_SIBL
(7,15),(7,28),-0.0323927 # DEPENDENCYPART_SIBL
(7,15),(7,29),-0.0323927 # DEPENDENCYPART_SIBL
(7,17),(7,18),-0.001051 # DEPENDENCYPART_SIBL
(7,17),(7,21),-0.0126374 # DEPENDENCYPART_SIBL
(7,17),(7,23),-0.0126374 # DEPENDENCYPART_SIBL
(7,17),(7,24),-0.0126374 # DEPENDENCYPART_SIBL
(7,17),(7,25),-0.0340705 # DEPENDENCYPART_SIBL
(7,17),(7,26),-0.0305945 # DEPENDENCYPART_SIBL
(7,17),(7,28),-0.0126374 # DEPENDENCYPART_SIBL
(7,17),(7,29),-0.0126374 # DEPENDENCYPART_SIBL
(7,18),(7,21),-0.0115227 # DEPENDENCYPART_SIBL
(7,18),(7,23),-0.0115227 # DEPENDENCYPART_SIBL
(7,18),(7,24),-0.0115227 # DEPENDENCYPART_SIBL
(7,18),(7,25),0.0066455 # DEPENDENCYPART_SIBL
(7,18),(7,26),0.0513672 # DEPENDENCYPART_SIBL
(7,18),(7,28),-0.0115227 # DEPENDENCYPART_SIBL
(7,18),(7,29),-0.0115227 # DEPENDENCYPART_SIBL
(7,21),(7,23),-0.0486269 # DEPENDENCYPART_SIBL
(7,21),(7,24),-0.0486269 # DEPENDENCYPART_SIBL
(7,21),(7,25),-0.0204952 # DEPENDENCYPART_SIBL
(7,21),(7,26),-0.0273949 # DEPENDENCYPART_SIBL
(7,21),(7,28),-0.0486275 # DEPENDENCYPART_SIBL
(7,21),(7,29),-0.0486269 # DEPENDENCYPART_SIBL
(7,23),(7,24),-0.0486269 # DEPENDENCYPART_SIBL
(7,23),(7,25),-0.0204952 # DEPENDENCYPART_SIBL
(7,23),(7,26),-0.0273949 # DEPENDENCYPART_SIBL
(7,23),(7,28),-0.0486275 # DEPENDENCYPART_SIBL
(7,23),(7,29),-0.0486269 # DEPENDENCYPART_SIBL
(7,24),(7,25),-0.0204952 # DEPENDENCYPART_SIBL
(7,24),(7,26),-0.0273949 # DEPENDENCYPART_SIBL
(7,24),(7,28),-0.0486275 # DEPENDENCYPART_SIBL
(7,24),(7,29),-0.0486269 # DEPENDENCYPART_SIBL
(7,25),(7,26),-0.0125732 # DEPENDENCYPART_SIBL
(7,25),(7,28),-0.068047 # DEPENDENCYPART_SIBL
(7,25),(7,29),-0.068047 # DEPENDENCYPART_SIBL
(7,26),(7,28),-0.0250308 # DEPENDENCYPART_SIBL
(7,26),(7,29),-0.0250308 # DEPENDENCYPART_SIBL
(7,28),(7,29),-0.048627 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.0249656 # DEPENDENCYPART_SIBL
(8,4),(8,9),0.0712728 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.0712728 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.0275225 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.00360713 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.0126383 # DEPENDENCYPART_SIBL
(9,4),(9,10),0.00453836 # DEPENDENCYPART_SIBL
(9,4),(9,11),0.0104826 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.0217031 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.0217031 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.00990147 # DEPENDENCYPART_SIBL
(9,4),(9,16),0.00374977 # DEPENDENCYPART_SIBL
(9,4),(9,17),0.00327391 # DEPENDENCYPART_SIBL
(9,4),(9,18),0.0485656 # DEPENDENCYPART_SIBL
(9,4),(9,25),-0.0119942 # DEPENDENCYPART_SIBL
(9,4),(9,27),-0.0227889 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.00360713 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.0126383 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.00453836 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.0104826 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.0217031 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.0217031 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.00990147 # DEPENDENCYPART_SIBL
(9,6),(9,16),0.00374977 # DEPENDENCYPART_SIBL
(9,6),(9,17),0.00327391 # DEPENDENCYPART_SIBL
(9,6),(9,18),0.0485656 # DEPENDENCYPART_SIBL
(9,6),(9,25),-0.0119942 # DEPENDENCYPART_SIBL
(9,6),(9,27),-0.0227889 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.00992947 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.00916764 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.0140071 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.0152785 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.0152785 # DEPENDENCYPART_SIBL
(9,7),(9,14),0.00488618 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.0308001 # DEPENDENCYPART_SIBL
(9,7),(9,17),0.057742 # DEPENDENCYPART_SIBL
(9,7),(9,18),0.0216521 # DEPENDENCYPART_SIBL
(9,7),(9,25),0.00298401 # DEPENDENCYPART_SIBL
(9,7),(9,27),0.10886 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.0465097 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0360502 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0212565 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.0212565 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.0168974 # DEPENDENCYPART_SIBL
(9,8),(9,16),0.0452542 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.118902 # DEPENDENCYPART_SIBL
(9,8),(9,18),0.0333731 # DEPENDENCYPART_SIBL
(9,8),(9,25),0.0163556 # DEPENDENCYPART_SIBL
(9,8),(9,27),-0.0457836 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.063711 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0970364 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.0970364 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.0386233 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.0880216 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.110547 # DEPENDENCYPART_SIBL
(9,10),(9,18),-0.0391883 # DEPENDENCYPART_SIBL
(9,10),(9,25),-0.0389986 # DEPENDENCYPART_SIBL
(9,10),(9,27),-0.0973641 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.0307993 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.0307993 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.0278451 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.00908831 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.0247158 # DEPENDENCYPART_SIBL
(9,11),(9,18),-0.00549504 # DEPENDENCYPART_SIBL
(9,11),(9,25),-0.0310748 # DEPENDENCYPART_SIBL
(9,11),(9,27),-0.0382989 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.0149444 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.015893 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.00815971 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.0263384 # DEPENDENCYPART_SIBL
(9,12),(9,18),-0.0195532 # DEPENDENCYPART_SIBL
(9,12),(9,25),-0.0162085 # DEPENDENCYPART_SIBL
(9,12),(9,27),-0.0393627 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.015893 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.00815971 # DEPENDENCYPART_SIBL
(9,13),(9,17),-0.0263384 # DEPENDENCYPART_SIBL
(9,13),(9,18),-0.0195532 # DEPENDENCYPART_SIBL
(9,13),(9,25),-0.0162085 # DEPENDENCYPART_SIBL
(9,13),(9,27),-0.0393627 # DEPENDENCYPART_SIBL
(9,14),(9,16),-0.019497 # DEPENDENCYPART_SIBL
(9,14),(9,17),0.00922092 # DEPENDENCYPART_SIBL
(9,14),(9,18),-0.00319017 # DEPENDENCYPART_SIBL
(9,14),(9,25),-0.0268502 # DEPENDENCYPART_SIBL
(9,14),(9,27),0.00155821 # DEPENDENCYPART_SIBL
(9,16),(9,17),0.0643987 # DEPENDENCYPART_SIBL
(9,16),(9,18),1.97529e-05 # DEPENDENCYPART_SIBL
(9,16),(9,25),-0.0105076 # DEPENDENCYPART_SIBL
(9,16),(9,27),0.0654545 # DEPENDENCYPART_SIBL
(9,17),(9,18),0.0284856 # DEPENDENCYPART_SIBL
(9,17),(9,25),-0.00453385 # DEPENDENCYPART_SIBL
(9,17),(9,27),-0.150107 # DEPENDENCYPART_SIBL
(9,18),(9,25),0.0141288 # DEPENDENCYPART_SIBL
(9,18),(9,27),0.214553 # DEPENDENCYPART_SIBL
(9,25),(9,27),0.0014584 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.0316401 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.0165379 # DEPENDENCYPART_SIBL
(10,7),(10,11),0.232959 # DEPENDENCYPART_SIBL
(10,7),(10,15),0.0761648 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.000261683 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.0185768 # DEPENDENCYPART_SIBL
(10,8),(10,15),-0.0397777 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.234969 # DEPENDENCYPART_SIBL
(10,9),(10,15),0.0781749 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.00591908 # DEPENDENCYPART_SIBL
(11,4),(11,6),0.0272896 # DEPENDENCYPART_SIBL
(11,4),(11,7),0.010472 # DEPENDENCYPART_SIBL
(11,4),(11,8),0.0224361 # DEPENDENCYPART_SIBL
(11,4),(11,9),0.0152664 # DEPENDENCYPART_SIBL
(11,4),(11,10),-0.0354703 # DEPENDENCYPART_SIBL
(11,4),(11,12),0.0560692 # DEPENDENCYPART_SIBL
(11,4),(11,13),0.0560692 # DEPENDENCYPART_SIBL
(11,4),(11,14),-0.036358 # DEPENDENCYPART_SIBL
(11,4),(11,15),-0.024517 # DEPENDENCYPART_SIBL
(11,4),(11,18),-0.0450996 # DEPENDENCYPART_SIBL
(11,4),(11,21),0.0560692 # DEPENDENCYPART_SIBL
(11,4),(11,24),0.0560692 # DEPENDENCYPART_SIBL
(11,4),(11,25),-0.037721 # DEPENDENCYPART_SIBL
(11,4),(11,28),0.0560692 # DEPENDENCYPART_SIBL
(11,4),(11,29),0.0560692 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.010472 # DEPENDENCYPART_SIBL
(11,6),(11,8),0.0224361 # DEPENDENCYPART_SIBL
(11,6),(11,9),0.0152664 # DEPENDENCYPART_SIBL
(11,6),(11,10),-0.0354703 # DEPENDENCYPART_SIBL
(11,6),(11,12),0.0560692 # DEPENDENCYPART_SIBL
(11,6),(11,13),0.0560692 # DEPENDENCYPART_SIBL
(11,6),(11,14),-0.036358 # DEPENDENCYPART_SIBL
(11,6),(11,15),-0.024517 # DEPENDENCYPART_SIBL
(11,6),(11,18),-0.0450996 # DEPENDENCYPART_SIBL
(11,6),(11,21),0.0560692 # DEPENDENCYPART_SIBL
(11,6),(11,24),0.0560692 # DEPENDENCYPART_SIBL
(11,6),(11,25),-0.037721 # DEPENDENCYPART_SIBL
(11,6),(11,28),0.0560692 # DEPENDENCYPART_SIBL
(11,6),(11,29),0.0560692 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.0684912 # DEPENDENCYPART_SIBL
(11,7),(11,9),-0.0605858 # DEPENDENCYPART_SIBL
