# _root_ hala , aznarri " doluminik sentituena " helarazi dio chiracek , eta jauregiren senide eta lagunei " frantziaren laguntasuna " helarazteko eskaera egin dio .
#goldHeads=0,3,8,3,8,5,6,12,8,8,10,0,14,15,21,15,16,19,21,19,22,23,12,23,24,
#predictedHeads=0,3,8,3,6,8,6,12,8,8,10,0,14,15,23,15,16,19,21,19,22,23,12,23,24,
(6,1),(1,2),-0.184673 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.263211 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),0.0260675 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.0192202 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),0.352073 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-0.604255 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,1),-0.252431 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),0.0320968 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.252978 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.166648 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-0.604255 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,8),-0.54955 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-1.07768 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-1.19915 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.528568 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),0.0643123 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.955442 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-0.432517 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-0.300363 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.615309 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.0231266 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.534378 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,9),-0.922505 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.952249 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.103581 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.249564 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.306328 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),-0.135052 # DEPENDENCYPART_GRANDPAR
(6,8),(8,19),-0.509415 # DEPENDENCYPART_GRANDPAR
(6,8),(8,22),-0.41508 # DEPENDENCYPART_GRANDPAR
(6,8),(8,23),-0.514598 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.496497 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,10),-1.12212 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),-0.293426 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.0780775 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.34497 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-0.184415 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,9),-0.872141 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.263003 # DEPENDENCYPART_GRANDPAR
(6,12),(12,1),-0.478107 # DEPENDENCYPART_GRANDPAR
(6,12),(12,3),-0.688678 # DEPENDENCYPART_GRANDPAR
(6,12),(12,5),-0.0957948 # DEPENDENCYPART_GRANDPAR
(6,12),(12,6),-0.405572 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,12),(12,8),-0.352081 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),-0.979878 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),-0.995215 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),-0.213267 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-1.35776 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),-0.261943 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),-0.129389 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),-0.403255 # DEPENDENCYPART_GRANDPAR
(6,12),(12,19),-0.475634 # DEPENDENCYPART_GRANDPAR
(6,12),(12,21),-0.425511 # DEPENDENCYPART_GRANDPAR
(6,12),(12,22),-0.39512 # DEPENDENCYPART_GRANDPAR
(6,12),(12,23),-0.541429 # DEPENDENCYPART_GRANDPAR
(6,15),(15,1),-0.478107 # DEPENDENCYPART_GRANDPAR
(6,15),(15,3),-0.688678 # DEPENDENCYPART_GRANDPAR
(6,15),(15,5),-0.0957948 # DEPENDENCYPART_GRANDPAR
(6,15),(15,6),-0.405572 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,15),(15,8),-0.352081 # DEPENDENCYPART_GRANDPAR
(6,15),(15,9),-0.979878 # DEPENDENCYPART_GRANDPAR
(6,15),(15,10),-0.995215 # DEPENDENCYPART_GRANDPAR
(6,15),(15,11),-0.213267 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),-0.234002 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),-1.428 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),-0.346901 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),-0.403255 # DEPENDENCYPART_GRANDPAR
(6,15),(15,18),-1.04496 # DEPENDENCYPART_GRANDPAR
(6,15),(15,19),-0.475634 # DEPENDENCYPART_GRANDPAR
(6,15),(15,21),-0.425511 # DEPENDENCYPART_GRANDPAR
(6,15),(15,22),-0.39512 # DEPENDENCYPART_GRANDPAR
(6,15),(15,23),-0.541429 # DEPENDENCYPART_GRANDPAR
(6,16),(16,13),-1.42245 # DEPENDENCYPART_GRANDPAR
(6,16),(16,14),-0.342079 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),-0.0717571 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),-0.650688 # DEPENDENCYPART_GRANDPAR
(6,16),(16,19),-0.52548 # DEPENDENCYPART_GRANDPAR
(6,16),(16,22),-0.437811 # DEPENDENCYPART_GRANDPAR
(6,16),(16,23),-0.52682 # DEPENDENCYPART_GRANDPAR
(6,18),(18,11),-0.185174 # DEPENDENCYPART_GRANDPAR
(6,18),(18,19),-0.542201 # DEPENDENCYPART_GRANDPAR
(6,21),(21,3),-0.613387 # DEPENDENCYPART_GRANDPAR
(6,21),(21,5),-0.0212048 # DEPENDENCYPART_GRANDPAR
(6,21),(21,6),-0.530857 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,21),(21,10),-1.02802 # DEPENDENCYPART_GRANDPAR
(6,21),(21,11),-0.160889 # DEPENDENCYPART_GRANDPAR
(6,21),(21,12),-0.278504 # DEPENDENCYPART_GRANDPAR
(6,21),(21,13),-1.45726 # DEPENDENCYPART_GRANDPAR
(6,21),(21,14),-0.37689 # DEPENDENCYPART_GRANDPAR
(6,21),(21,15),-0.163992 # DEPENDENCYPART_GRANDPAR
(6,21),(21,18),-1.14863 # DEPENDENCYPART_GRANDPAR
(6,21),(21,19),-0.580213 # DEPENDENCYPART_GRANDPAR
(6,21),(21,22),-0.446497 # DEPENDENCYPART_GRANDPAR
(6,21),(21,23),-0.513946 # DEPENDENCYPART_GRANDPAR
(6,21),(21,24),-0.801388 # DEPENDENCYPART_GRANDPAR
(6,23),(23,1),-0.422509 # DEPENDENCYPART_GRANDPAR
(6,23),(23,3),-0.625834 # DEPENDENCYPART_GRANDPAR
(6,23),(23,5),-0.0336514 # DEPENDENCYPART_GRANDPAR
(6,23),(23,6),-0.621809 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,23),(23,8),-0.563595 # DEPENDENCYPART_GRANDPAR
(6,23),(23,10),-1.05161 # DEPENDENCYPART_GRANDPAR
(6,23),(23,11),-0.197646 # DEPENDENCYPART_GRANDPAR
(6,23),(23,12),-0.301234 # DEPENDENCYPART_GRANDPAR
(6,23),(23,13),-1.48085 # DEPENDENCYPART_GRANDPAR
(6,23),(23,14),-0.40048 # DEPENDENCYPART_GRANDPAR
(6,23),(23,15),-0.186722 # DEPENDENCYPART_GRANDPAR
(6,23),(23,16),-0.550622 # DEPENDENCYPART_GRANDPAR
(6,23),(23,18),-1.17222 # DEPENDENCYPART_GRANDPAR
(6,23),(23,19),-0.603803 # DEPENDENCYPART_GRANDPAR
(6,23),(23,21),-0.584112 # DEPENDENCYPART_GRANDPAR
(6,23),(23,22),-0.482939 # DEPENDENCYPART_GRANDPAR
(6,23),(23,24),-0.827206 # DEPENDENCYPART_GRANDPAR
(6,23),(23,25),-0.195944 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.180168 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),0.0227859 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.0562504 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),0.239932 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.083385 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.180172 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.153807 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.124913 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),0.243495 # DEPENDENCYPART_GRANDPAR
(7,5),(5,8),-0.276654 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.429805 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.427994 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.158666 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.144211 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-0.0500561 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),-0.00161329 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),0.122126 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),0.138241 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),0.102673 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),0.534612 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.247964 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),0.131761 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.00471685 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.0353209 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),0.552518 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-0.533621 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),-0.719663 # DEPENDENCYPART_GRANDPAR
(8,5),(5,10),-0.194175 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.193261 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),0.102097 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.00142146 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),0.093422 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.0210308 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-0.623869 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.85064 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.348294 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),0.00632089 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-0.228334 # DEPENDENCYPART_GRANDPAR
(8,6),(6,15),-0.10393 # DEPENDENCYPART_GRANDPAR
(8,6),(6,16),-0.421468 # DEPENDENCYPART_GRANDPAR
(8,6),(6,18),-0.702795 # DEPENDENCYPART_GRANDPAR
(8,6),(6,21),-0.237307 # DEPENDENCYPART_GRANDPAR
(8,6),(6,23),-0.509756 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),0.179172 # DEPENDENCYPART_GRANDPAR
(8,9),(9,10),-0.127305 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.266927 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,11),0.311597 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.0221623 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),0.157486 # DEPENDENCYPART_GRANDPAR
(8,11),(11,9),-0.514138 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.0297741 # DEPENDENCYPART_GRANDPAR
(8,12),(12,1),-0.453061 # DEPENDENCYPART_GRANDPAR
(8,12),(12,3),-0.436734 # DEPENDENCYPART_GRANDPAR
(8,12),(12,5),-0.344258 # DEPENDENCYPART_GRANDPAR
(8,12),(12,6),0.0896416 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-0.343675 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,9),-0.632047 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),-0.0142146 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),0.190881 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.265001 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),0.0639523 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),0.114356 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),-0.00432854 # DEPENDENCYPART_GRANDPAR
(8,12),(12,19),0.0274462 # DEPENDENCYPART_GRANDPAR
(8,12),(12,21),-0.00638666 # DEPENDENCYPART_GRANDPAR
(8,12),(12,22),0.104598 # DEPENDENCYPART_GRANDPAR
(8,12),(12,23),-0.250046 # DEPENDENCYPART_GRANDPAR
(8,14),(14,1),-0.316036 # DEPENDENCYPART_GRANDPAR
(8,14),(14,10),0.0263304 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),0.233766 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),0.048439 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.314162 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),0.125757 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.00651337 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),-0.351394 # DEPENDENCYPART_GRANDPAR
(8,14),(14,21),0.0275764 # DEPENDENCYPART_GRANDPAR
(8,15),(15,1),-0.453061 # DEPENDENCYPART_GRANDPAR
(8,15),(15,3),-0.436734 # DEPENDENCYPART_GRANDPAR
(8,15),(15,5),-0.344258 # DEPENDENCYPART_GRANDPAR
(8,15),(15,6),0.0896416 # DEPENDENCYPART_GRANDPAR
(8,15),(15,8),-0.343675 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,15),(15,9),-0.632047 # DEPENDENCYPART_GRANDPAR
(8,15),(15,10),-0.0142146 # DEPENDENCYPART_GRANDPAR
(8,15),(15,11),0.190881 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),-0.00993003 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),-0.355 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),-0.0407638 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-0.00432854 # DEPENDENCYPART_GRANDPAR
(8,15),(15,18),-0.276159 # DEPENDENCYPART_GRANDPAR
(8,15),(15,19),0.0274462 # DEPENDENCYPART_GRANDPAR
(8,15),(15,21),-0.00638666 # DEPENDENCYPART_GRANDPAR
(8,15),(15,22),0.104598 # DEPENDENCYPART_GRANDPAR
(8,15),(15,23),-0.250046 # DEPENDENCYPART_GRANDPAR
(8,19),(19,1),-0.316036 # DEPENDENCYPART_GRANDPAR
(8,19),(19,12),0.048439 # DEPENDENCYPART_GRANDPAR
(8,19),(19,13),-0.314081 # DEPENDENCYPART_GRANDPAR
(8,19),(19,14),0.00015865 # DEPENDENCYPART_GRANDPAR
(8,19),(19,15),0.172843 # DEPENDENCYPART_GRANDPAR
(8,19),(19,16),-0.00219476 # DEPENDENCYPART_GRANDPAR
(8,19),(19,18),-0.329112 # DEPENDENCYPART_GRANDPAR
(8,19),(19,20),-0.431855 # DEPENDENCYPART_GRANDPAR
(8,19),(19,21),0.0275764 # DEPENDENCYPART_GRANDPAR
(8,19),(19,22),0.0264483 # DEPENDENCYPART_GRANDPAR
(8,19),(19,24),-0.367401 # DEPENDENCYPART_GRANDPAR
(8,19),(19,25),-0.0448268 # DEPENDENCYPART_GRANDPAR
(8,22),(22,1),-0.314786 # DEPENDENCYPART_GRANDPAR
(8,22),(22,12),0.0468315 # DEPENDENCYPART_GRANDPAR
(8,22),(22,15),0.171236 # DEPENDENCYPART_GRANDPAR
(8,22),(22,16),-0.00498618 # DEPENDENCYPART_GRANDPAR
(8,22),(22,18),-0.317676 # DEPENDENCYPART_GRANDPAR
(8,22),(22,19),-0.0145076 # DEPENDENCYPART_GRANDPAR
(8,22),(22,21),0.118997 # DEPENDENCYPART_GRANDPAR
(8,22),(22,23),-0.159989 # DEPENDENCYPART_GRANDPAR
(8,22),(22,24),-0.334637 # DEPENDENCYPART_GRANDPAR
(8,22),(22,25),-0.00010395 # DEPENDENCYPART_GRANDPAR
(8,23),(23,1),-0.398503 # DEPENDENCYPART_GRANDPAR
(8,23),(23,3),-0.37597 # DEPENDENCYPART_GRANDPAR
(8,23),(23,5),-0.284194 # DEPENDENCYPART_GRANDPAR
(8,23),(23,6),0.180068 # DEPENDENCYPART_GRANDPAR
(8,23),(23,8),-0.544844 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,23),(23,10),-0.0517984 # DEPENDENCYPART_GRANDPAR
(8,23),(23,11),0.216219 # DEPENDENCYPART_GRANDPAR
(8,23),(23,12),-0.0674534 # DEPENDENCYPART_GRANDPAR
(8,23),(23,13),-0.389037 # DEPENDENCYPART_GRANDPAR
(8,23),(23,14),-0.0755305 # DEPENDENCYPART_GRANDPAR
(8,23),(23,15),0.0569509 # DEPENDENCYPART_GRANDPAR
(8,23),(23,16),-0.151948 # DEPENDENCYPART_GRANDPAR
(8,23),(23,18),-0.404356 # DEPENDENCYPART_GRANDPAR
(8,23),(23,19),-0.101669 # DEPENDENCYPART_GRANDPAR
(8,23),(23,21),-0.162127 # DEPENDENCYPART_GRANDPAR
(8,23),(23,22),0.0158326 # DEPENDENCYPART_GRANDPAR
(8,23),(23,24),-0.327275 # DEPENDENCYPART_GRANDPAR
(8,23),(23,25),0.140859 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),0.0184076 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),0.172629 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.666561 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.377092 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.0594281 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.0550796 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-0.945955 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-0.809274 # DEPENDENCYPART_GRANDPAR
(9,6),(6,11),-0.143553 # DEPENDENCYPART_GRANDPAR
(9,6),(6,12),-0.34888 # DEPENDENCYPART_GRANDPAR
(9,6),(6,15),-0.351425 # DEPENDENCYPART_GRANDPAR
(9,6),(6,16),-0.805031 # DEPENDENCYPART_GRANDPAR
(9,6),(6,18),-1.09254 # DEPENDENCYPART_GRANDPAR
(9,6),(6,21),-0.563243 # DEPENDENCYPART_GRANDPAR
(9,6),(6,23),-0.783812 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.362017 # DEPENDENCYPART_GRANDPAR
(9,10),(10,11),0.178602 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.251789 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),-0.453294 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),0.034413 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.449625 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.138825 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.667321 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.862869 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-1.26555 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.160255 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-0.277874 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-0.534472 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),-0.303722 # DEPENDENCYPART_GRANDPAR
(10,8),(8,19),-1.00243 # DEPENDENCYPART_GRANDPAR
(10,8),(8,22),-1.03467 # DEPENDENCYPART_GRANDPAR
(10,8),(8,23),-0.54006 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-0.937869 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-1.39339 # DEPENDENCYPART_GRANDPAR
(10,11),(11,12),-0.0989769 # DEPENDENCYPART_GRANDPAR
(10,14),(14,1),-0.637671 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-0.818283 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,11),0.00745524 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),0.102046 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.530605 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.0830968 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.042372 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),-0.864822 # DEPENDENCYPART_GRANDPAR
(10,14),(14,21),-0.228845 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),0.029244 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),0.0566308 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.193829 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.221829 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),0.0895414 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),0.258724 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),0.309675 # DEPENDENCYPART_GRANDPAR
(11,6),(6,10),0.172796 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-0.632969 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,12),-0.483145 # DEPENDENCYPART_GRANDPAR
(11,6),(6,15),-0.513144 # DEPENDENCYPART_GRANDPAR
(11,6),(6,16),-0.571308 # DEPENDENCYPART_GRANDPAR
(11,6),(6,18),-0.667317 # DEPENDENCYPART_GRANDPAR
(11,6),(6,21),-0.615133 # DEPENDENCYPART_GRANDPAR
(11,6),(6,23),-0.468295 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),0.185388 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),0.239631 # DEPENDENCYPART_GRANDPAR
(11,12),(12,1),-0.178738 # DEPENDENCYPART_GRANDPAR
(11,12),(12,3),-0.506495 # DEPENDENCYPART_GRANDPAR
(11,12),(12,5),-0.533482 # DEPENDENCYPART_GRANDPAR
(11,12),(12,6),-0.220799 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-0.0817421 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-0.0100591 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.131714 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.396237 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),-0.298439 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),-0.282083 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.245319 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.319376 # DEPENDENCYPART_GRANDPAR
(11,12),(12,19),-0.27156 # DEPENDENCYPART_GRANDPAR
(11,12),(12,21),-0.227559 # DEPENDENCYPART_GRANDPAR
(11,12),(12,22),-0.320527 # DEPENDENCYPART_GRANDPAR
(11,12),(12,23),-0.0833229 # DEPENDENCYPART_GRANDPAR
(12,1),(1,2),-0.0355158 # DEPENDENCYPART_GRANDPAR
(12,1),(1,3),-0.0329751 # DEPENDENCYPART_GRANDPAR
(12,3),(3,2),0.22482 # DEPENDENCYPART_GRANDPAR
(12,3),(3,4),-0.178419 # DEPENDENCYPART_GRANDPAR
(12,3),(3,5),-0.0112847 # DEPENDENCYPART_GRANDPAR
(12,3),(3,6),0.292025 # DEPENDENCYPART_GRANDPAR
(12,5),(5,1),-0.1474 # DEPENDENCYPART_GRANDPAR
(12,5),(5,2),0.224816 # DEPENDENCYPART_GRANDPAR
(12,5),(5,3),0.0254073 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),-0.0753925 # DEPENDENCYPART_GRANDPAR
(12,5),(5,6),0.294285 # DEPENDENCYPART_GRANDPAR
(12,5),(5,8),0.372427 # DEPENDENCYPART_GRANDPAR
(12,5),(5,9),0.470913 # DEPENDENCYPART_GRANDPAR
(12,5),(5,10),0.62901 # DEPENDENCYPART_GRANDPAR
(12,6),(6,1),-0.0113433 # DEPENDENCYPART_GRANDPAR
(12,6),(6,2),0.230123 # DEPENDENCYPART_GRANDPAR
(12,6),(6,3),0.113746 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),-0.0106199 # DEPENDENCYPART_GRANDPAR
(12,6),(6,7),-0.0673972 # DEPENDENCYPART_GRANDPAR
(12,6),(6,8),0.272149 # DEPENDENCYPART_GRANDPAR
(12,6),(6,9),0.584433 # DEPENDENCYPART_GRANDPAR
(12,6),(6,10),0.534668 # DEPENDENCYPART_GRANDPAR
(12,6),(6,11),-0.044568 # DEPENDENCYPART_GRANDPAR
(12,6),(6,12),-0.464613 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,6),(6,15),-0.0701394 # DEPENDENCYPART_GRANDPAR
(12,6),(6,16),0.00773532 # DEPENDENCYPART_GRANDPAR
(12,6),(6,18),-0.817237 # DEPENDENCYPART_GRANDPAR
(12,6),(6,21),-0.303423 # DEPENDENCYPART_GRANDPAR
(12,6),(6,23),-0.117298 # DEPENDENCYPART_GRANDPAR
(12,8),(8,1),0.00752271 # DEPENDENCYPART_GRANDPAR
(12,8),(8,2),0.254796 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),0.164715 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),0.0439544 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),0.162666 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),0.597495 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),0.561659 # DEPENDENCYPART_GRANDPAR
(12,8),(8,11),-0.0318709 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-0.468273 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,14),-0.368648 # DEPENDENCYPART_GRANDPAR
(12,8),(8,15),-0.0737998 # DEPENDENCYPART_GRANDPAR
(12,8),(8,19),-0.602672 # DEPENDENCYPART_GRANDPAR
(12,8),(8,22),-0.716819 # DEPENDENCYPART_GRANDPAR
(12,8),(8,23),-0.120625 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),0.167397 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),0.596019 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),0.119961 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),0.000157151 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-0.160852 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),0.0196324 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),0.395992 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-0.383177 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),0.197945 # DEPENDENCYPART_GRANDPAR
(12,14),(14,1),-0.293362 # DEPENDENCYPART_GRANDPAR
