# _root_ umeak ginen artean , eta gauzak betirako zirela uste_genuen , eta ziur nengoen gure konplizitatea ez zuela ezerk zirdinduko .
#goldHeads=2,5,2,3,0,8,8,9,5,9,0,13,5,15,19,19,19,19,13,19,
#predictedHeads=2,5,2,3,0,8,8,9,11,9,0,13,11,15,19,19,19,19,13,19,
(6,5),(5,6),-0.827645 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.253186 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.594183 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.295046 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.17811 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-0.212419 # DEPENDENCYPART_GRANDPAR
(6,5),(5,13),-0.156872 # DEPENDENCYPART_GRANDPAR
(6,5),(5,19),-0.719703 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.358315 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.412716 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.375568 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),0.186724 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-1.03303 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-1.23799 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.538292 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.490142 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.367771 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.506444 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),-0.0592401 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),0.034412 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),0.101235 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.06464 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.45595 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),0.0544109 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),0.0482466 # DEPENDENCYPART_GRANDPAR
(6,8),(8,17),-0.634479 # DEPENDENCYPART_GRANDPAR
(6,8),(8,19),-0.390245 # DEPENDENCYPART_GRANDPAR
(6,9),(9,1),-1.03301 # DEPENDENCYPART_GRANDPAR
(6,9),(9,2),-1.22965 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-0.551762 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.429842 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.478632 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),-0.0267659 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),-0.336887 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),0.137761 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.0283411 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.424766 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),0.0757689 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),0.109922 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),0.0594716 # DEPENDENCYPART_GRANDPAR
(6,9),(9,17),-0.651285 # DEPENDENCYPART_GRANDPAR
(6,9),(9,19),-0.420901 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),0.102606 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),0.0856963 # DEPENDENCYPART_GRANDPAR
(6,12),(12,19),-0.366161 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),0.0707794 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.067067 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),0.000767388 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),0.0152924 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),0.287587 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-0.755425 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.376776 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.509963 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.23019 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),-0.437721 # DEPENDENCYPART_GRANDPAR
(7,5),(5,13),-0.376123 # DEPENDENCYPART_GRANDPAR
(7,5),(5,19),-0.473053 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),0.0411138 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.0461078 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-0.732619 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.376026 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.450682 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-0.421197 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-0.302508 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-0.325079 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.257327 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.214677 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.239972 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.112805 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.458938 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.265193 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.0131861 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.264831 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.151015 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.17634 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.354983 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),-0.309004 # DEPENDENCYPART_GRANDPAR
(7,8),(8,19),-0.228284 # DEPENDENCYPART_GRANDPAR
(7,10),(10,2),-0.301206 # DEPENDENCYPART_GRANDPAR
(7,10),(10,8),-0.0386935 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),-0.0683884 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.182727 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.119115 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),-0.121029 # DEPENDENCYPART_GRANDPAR
(8,1),(1,4),-0.29622 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.163522 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),-0.113093 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),-0.290567 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),-0.159164 # DEPENDENCYPART_GRANDPAR
(8,2),(2,6),0.128035 # DEPENDENCYPART_GRANDPAR
(8,2),(2,7),0.231536 # DEPENDENCYPART_GRANDPAR
(8,2),(2,8),-0.749825 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,2),(2,9),-0.523103 # DEPENDENCYPART_GRANDPAR
(8,2),(2,11),-0.320847 # DEPENDENCYPART_GRANDPAR
(8,2),(2,13),-0.558625 # DEPENDENCYPART_GRANDPAR
(8,2),(2,15),-0.255697 # DEPENDENCYPART_GRANDPAR
(8,2),(2,19),-0.533054 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.320508 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.444813 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.328802 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.167833 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),0.166923 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),0.197269 # DEPENDENCYPART_GRANDPAR
(8,3),(3,11),-0.301664 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.449204 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.0988054 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.418862 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.177397 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.192128 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),0.173529 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),0.123912 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-0.725878 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),-0.537537 # DEPENDENCYPART_GRANDPAR
(8,5),(5,10),-0.297003 # DEPENDENCYPART_GRANDPAR
(8,5),(5,11),-0.339659 # DEPENDENCYPART_GRANDPAR
(8,5),(5,13),-0.534117 # DEPENDENCYPART_GRANDPAR
(8,5),(5,19),-0.547488 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.128491 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.0143784 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),0.235044 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-0.727871 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.45366 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-0.325346 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.127049 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),0.0653796 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-0.696877 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,10),-0.248779 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-0.558158 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-0.667864 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-0.411105 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.391766 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.172586 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.0613227 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.535442 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),0.0334334 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.0775645 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.0542432 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.335723 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),0.0741759 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.268145 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),-0.42919 # DEPENDENCYPART_GRANDPAR
(8,9),(9,19),-0.304982 # DEPENDENCYPART_GRANDPAR
(8,10),(10,2),-0.636929 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.356238 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),-0.0243232 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.109654 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.338076 # DEPENDENCYPART_GRANDPAR
(8,11),(11,1),-0.524898 # DEPENDENCYPART_GRANDPAR
(8,11),(11,2),-0.645429 # DEPENDENCYPART_GRANDPAR
(8,11),(11,3),-0.383209 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-0.359673 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-0.138784 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.0334281 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.460088 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),-0.181812 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),-0.183317 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),0.0448683 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.30755 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),0.183996 # DEPENDENCYPART_GRANDPAR
(8,11),(11,19),-0.241495 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),-0.0876023 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.332326 # DEPENDENCYPART_GRANDPAR
(8,12),(12,19),-0.286719 # DEPENDENCYPART_GRANDPAR
(8,13),(13,1),-0.538499 # DEPENDENCYPART_GRANDPAR
(8,13),(13,2),-0.669937 # DEPENDENCYPART_GRANDPAR
(8,13),(13,3),-0.393528 # DEPENDENCYPART_GRANDPAR
(8,13),(13,4),-0.497554 # DEPENDENCYPART_GRANDPAR
(8,13),(13,5),-0.3408 # DEPENDENCYPART_GRANDPAR
(8,13),(13,6),-0.15276 # DEPENDENCYPART_GRANDPAR
(8,13),(13,7),-0.0437474 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-0.498387 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,9),-0.24168 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),-0.0803632 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),-0.13915 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.0730162 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),0.145517 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),0.119278 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.227205 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),-0.432005 # DEPENDENCYPART_GRANDPAR
(8,13),(13,19),-0.298148 # DEPENDENCYPART_GRANDPAR
(8,15),(15,1),-0.464846 # DEPENDENCYPART_GRANDPAR
(8,15),(15,3),-0.356354 # DEPENDENCYPART_GRANDPAR
(8,15),(15,6),-0.078732 # DEPENDENCYPART_GRANDPAR
(8,15),(15,9),-0.106541 # DEPENDENCYPART_GRANDPAR
(8,15),(15,10),-0.086014 # DEPENDENCYPART_GRANDPAR
(8,15),(15,11),-0.0994052 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),0.0489457 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),-0.24778 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),0.178768 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-0.241394 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),-0.434815 # DEPENDENCYPART_GRANDPAR
(8,15),(15,19),-0.230746 # DEPENDENCYPART_GRANDPAR
(8,15),(15,20),-0.314854 # DEPENDENCYPART_GRANDPAR
(8,17),(17,14),0.154171 # DEPENDENCYPART_GRANDPAR
(8,17),(17,15),0.119829 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),-0.285772 # DEPENDENCYPART_GRANDPAR
(8,17),(17,19),-0.269686 # DEPENDENCYPART_GRANDPAR
(8,19),(19,1),-0.558158 # DEPENDENCYPART_GRANDPAR
(8,19),(19,2),-0.667864 # DEPENDENCYPART_GRANDPAR
(8,19),(19,3),-0.411105 # DEPENDENCYPART_GRANDPAR
(8,19),(19,4),-0.525133 # DEPENDENCYPART_GRANDPAR
(8,19),(19,5),-0.391766 # DEPENDENCYPART_GRANDPAR
(8,19),(19,6),-0.172586 # DEPENDENCYPART_GRANDPAR
(8,19),(19,7),-0.0613227 # DEPENDENCYPART_GRANDPAR
(8,19),(19,8),-0.535442 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,19),(19,9),-0.242188 # DEPENDENCYPART_GRANDPAR
(8,19),(19,10),-0.134267 # DEPENDENCYPART_GRANDPAR
(8,19),(19,11),-0.1397 # DEPENDENCYPART_GRANDPAR
(8,19),(19,12),-0.0943869 # DEPENDENCYPART_GRANDPAR
(8,19),(19,13),-0.342851 # DEPENDENCYPART_GRANDPAR
(8,19),(19,14),0.12598 # DEPENDENCYPART_GRANDPAR
(8,19),(19,15),0.0938339 # DEPENDENCYPART_GRANDPAR
(8,19),(19,16),-0.271173 # DEPENDENCYPART_GRANDPAR
(8,19),(19,17),-0.282011 # DEPENDENCYPART_GRANDPAR
(8,19),(19,18),-0.472417 # DEPENDENCYPART_GRANDPAR
(8,19),(19,20),-0.333565 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),0.000740792 # DEPENDENCYPART_GRANDPAR
(9,1),(1,4),-0.0923698 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),0.118478 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),0.0693276 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),-0.0396386 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),0.0747076 # DEPENDENCYPART_GRANDPAR
(9,2),(2,6),0.419855 # DEPENDENCYPART_GRANDPAR
(9,2),(2,7),0.198014 # DEPENDENCYPART_GRANDPAR
(9,2),(2,8),0.304763 # DEPENDENCYPART_GRANDPAR
(9,2),(2,9),-1.54438 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,2),(2,11),-0.157861 # DEPENDENCYPART_GRANDPAR
(9,2),(2,13),-0.498409 # DEPENDENCYPART_GRANDPAR
(9,2),(2,15),-0.636404 # DEPENDENCYPART_GRANDPAR
(9,2),(2,19),-0.573524 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),-0.0231318 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.208437 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),-0.0846218 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),0.101674 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),0.509082 # DEPENDENCYPART_GRANDPAR
(9,3),(3,7),0.175208 # DEPENDENCYPART_GRANDPAR
(9,3),(3,11),-0.120495 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),0.155035 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.229762 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),0.0454869 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.105511 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),0.489586 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),0.156175 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),0.434488 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-1.57 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,10),0.00813497 # DEPENDENCYPART_GRANDPAR
(9,5),(5,11),-0.182532 # DEPENDENCYPART_GRANDPAR
(9,5),(5,13),-0.493993 # DEPENDENCYPART_GRANDPAR
(9,5),(5,19),-0.599137 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),0.0174732 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),0.127207 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),0.13843 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),0.359974 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-1.39208 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,12),-0.493884 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),0.0941146 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),0.390966 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),0.347885 # DEPENDENCYPART_GRANDPAR
(9,7),(7,10),0.0913374 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),0.115221 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.211355 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),0.104746 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.0198774 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),0.135324 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),0.529765 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),0.251555 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.5444 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),0.0428091 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.15783 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.584418 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.498428 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),-0.636431 # DEPENDENCYPART_GRANDPAR
(9,8),(8,17),0.491696 # DEPENDENCYPART_GRANDPAR
(9,8),(8,19),-0.573544 # DEPENDENCYPART_GRANDPAR
(9,10),(10,2),-0.42454 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),0.0945945 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.972245 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,12),-0.277944 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.215037 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),-0.35047 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),-0.475174 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-0.245592 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-0.13085 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),0.0654291 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.101583 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),0.0430874 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-1.1934 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.24269 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.148033 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.244274 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.135602 # DEPENDENCYPART_GRANDPAR
(9,11),(11,19),-0.280179 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),0.118528 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.182337 # DEPENDENCYPART_GRANDPAR
(9,12),(12,19),-0.256334 # DEPENDENCYPART_GRANDPAR
(9,13),(13,1),-0.346029 # DEPENDENCYPART_GRANDPAR
(9,13),(13,2),-0.479852 # DEPENDENCYPART_GRANDPAR
(9,13),(13,3),-0.239817 # DEPENDENCYPART_GRANDPAR
(9,13),(13,4),-0.320557 # DEPENDENCYPART_GRANDPAR
(9,13),(13,5),-0.10638 # DEPENDENCYPART_GRANDPAR
(9,13),(13,6),0.0694837 # DEPENDENCYPART_GRANDPAR
(9,13),(13,7),-0.0958083 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),0.0392855 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-1.29951 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),0.323242 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),0.0227542 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.27606 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),0.161997 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.171292 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),0.0190101 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),0.756923 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),-0.318687 # DEPENDENCYPART_GRANDPAR
(9,15),(15,1),-0.123158 # DEPENDENCYPART_GRANDPAR
(9,15),(15,3),-0.10858 # DEPENDENCYPART_GRANDPAR
(9,15),(15,6),0.292741 # DEPENDENCYPART_GRANDPAR
(9,15),(15,9),-1.1356 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,15),(15,10),0.270785 # DEPENDENCYPART_GRANDPAR
(9,15),(15,11),0.114382 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),-0.16758 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),-0.18281 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),0.19107 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.0459023 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),0.737151 # DEPENDENCYPART_GRANDPAR
(9,15),(15,19),-0.240676 # DEPENDENCYPART_GRANDPAR
(9,15),(15,20),-0.317469 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),-0.230509 # DEPENDENCYPART_GRANDPAR
(9,17),(17,14),0.125337 # DEPENDENCYPART_GRANDPAR
(9,17),(17,15),-0.223274 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),-0.0835461 # DEPENDENCYPART_GRANDPAR
(9,17),(17,19),-0.403234 # DEPENDENCYPART_GRANDPAR
(9,19),(19,1),-0.275181 # DEPENDENCYPART_GRANDPAR
(9,19),(19,2),-0.423945 # DEPENDENCYPART_GRANDPAR
(9,19),(19,3),-0.198546 # DEPENDENCYPART_GRANDPAR
(9,19),(19,4),-0.313703 # DEPENDENCYPART_GRANDPAR
(9,19),(19,5),-0.105824 # DEPENDENCYPART_GRANDPAR
(9,19),(19,6),0.139634 # DEPENDENCYPART_GRANDPAR
(9,19),(19,7),-0.0545353 # DEPENDENCYPART_GRANDPAR
(9,19),(19,8),0.0949272 # DEPENDENCYPART_GRANDPAR
(9,19),(19,9),-1.31869 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,19),(19,10),0.295067 # DEPENDENCYPART_GRANDPAR
(9,19),(19,11),0.0253357 # DEPENDENCYPART_GRANDPAR
(9,19),(19,12),-0.295905 # DEPENDENCYPART_GRANDPAR
(9,19),(19,13),-0.273013 # DEPENDENCYPART_GRANDPAR
(9,19),(19,14),0.0985967 # DEPENDENCYPART_GRANDPAR
(9,19),(19,15),-0.240182 # DEPENDENCYPART_GRANDPAR
(9,19),(19,16),0.0189996 # DEPENDENCYPART_GRANDPAR
(9,19),(19,17),0.887461 # DEPENDENCYPART_GRANDPAR
(9,19),(19,18),0.184495 # DEPENDENCYPART_GRANDPAR
(9,19),(19,20),-0.144442 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),-0.209434 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),-0.0954416 # DEPENDENCYPART_GRANDPAR
(10,2),(2,4),-0.0449436 # DEPENDENCYPART_GRANDPAR
(10,2),(2,5),0.0177392 # DEPENDENCYPART_GRANDPAR
(10,2),(2,6),-0.151901 # DEPENDENCYPART_GRANDPAR
(10,2),(2,7),0.0267494 # DEPENDENCYPART_GRANDPAR
(10,2),(2,8),-0.0479092 # DEPENDENCYPART_GRANDPAR
(10,2),(2,9),0.106079 # DEPENDENCYPART_GRANDPAR
(10,2),(2,11),-0.356827 # DEPENDENCYPART_GRANDPAR
(10,2),(2,13),-0.322201 # DEPENDENCYPART_GRANDPAR
(10,2),(2,15),-0.533593 # DEPENDENCYPART_GRANDPAR
(10,2),(2,19),-0.487131 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),-0.21239 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),-0.120065 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.183049 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.0580654 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.172329 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.106498 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.0535 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),0.105814 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-0.499956 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.356776 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-0.457854 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.322201 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),-0.533597 # DEPENDENCYPART_GRANDPAR
(10,8),(8,17),-0.258626 # DEPENDENCYPART_GRANDPAR
(10,8),(8,19),-0.487131 # DEPENDENCYPART_GRANDPAR
