# _root_ gainera , ez da kasu honetan bakarrik ezagutzen zientziaren praktika , baina gutxi_batzuek bakarrik ezagutzen dituzte zientzia horren oinarri diren lege eta arauak .
#goldHeads=0,3,8,8,8,5,8,12,10,8,10,0,15,15,12,15,19,17,20,21,22,15,22,23,
#predictedHeads=0,3,8,8,8,5,8,12,10,8,10,0,15,15,12,15,19,17,20,21,22,15,22,23,
(0,12),(12,10),-0.248671 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),-0.00860993 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),-0.0509049 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),0.0833415 # DEPENDENCYPART_GRANDPAR
(0,12),(12,15),0.170641 # DEPENDENCYPART_GRANDPAR
(0,12),(12,16),0.720662 # DEPENDENCYPART_GRANDPAR
(0,12),(12,17),-0.200894 # DEPENDENCYPART_GRANDPAR
(0,12),(12,19),-0.21201 # DEPENDENCYPART_GRANDPAR
(0,12),(12,20),-0.694854 # DEPENDENCYPART_GRANDPAR
(0,12),(12,21),-0.459615 # DEPENDENCYPART_GRANDPAR
(0,12),(12,22),-0.17409 # DEPENDENCYPART_GRANDPAR
(0,12),(12,23),-0.271234 # DEPENDENCYPART_GRANDPAR
(0,14),(14,1),0.0998463 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),-0.0819304 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),0.0848384 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),0.114368 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),0.0339511 # DEPENDENCYPART_GRANDPAR
(0,14),(14,17),-0.262264 # DEPENDENCYPART_GRANDPAR
(0,14),(14,19),-0.271859 # DEPENDENCYPART_GRANDPAR
(0,14),(14,22),-0.12047 # DEPENDENCYPART_GRANDPAR
(0,15),(15,1),0.151854 # DEPENDENCYPART_GRANDPAR
(0,15),(15,2),-0.00743295 # DEPENDENCYPART_GRANDPAR
(0,15),(15,3),0.252985 # DEPENDENCYPART_GRANDPAR
(0,15),(15,4),0.56608 # DEPENDENCYPART_GRANDPAR
(0,15),(15,5),0.0654419 # DEPENDENCYPART_GRANDPAR
(0,15),(15,6),-0.0113101 # DEPENDENCYPART_GRANDPAR
(0,15),(15,7),0.0984962 # DEPENDENCYPART_GRANDPAR
(0,15),(15,8),0.104025 # DEPENDENCYPART_GRANDPAR
(0,15),(15,9),-0.321503 # DEPENDENCYPART_GRANDPAR
(0,15),(15,10),-0.0387564 # DEPENDENCYPART_GRANDPAR
(0,15),(15,11),-0.0281003 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),0.0866738 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),0.0942117 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),0.118838 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),0.911044 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),0.0670739 # DEPENDENCYPART_GRANDPAR
(0,15),(15,18),-0.396673 # DEPENDENCYPART_GRANDPAR
(0,15),(15,19),0.0610401 # DEPENDENCYPART_GRANDPAR
(0,15),(15,20),-0.615062 # DEPENDENCYPART_GRANDPAR
(0,15),(15,21),-0.19462 # DEPENDENCYPART_GRANDPAR
(0,15),(15,22),-0.0663048 # DEPENDENCYPART_GRANDPAR
(0,15),(15,23),-0.00337869 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),0.0483289 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),-0.163418 # DEPENDENCYPART_GRANDPAR
(0,16),(16,20),-0.720646 # DEPENDENCYPART_GRANDPAR
(0,17),(17,11),-0.148624 # DEPENDENCYPART_GRANDPAR
(0,17),(17,12),0.0195356 # DEPENDENCYPART_GRANDPAR
(0,17),(17,14),0.0876586 # DEPENDENCYPART_GRANDPAR
(0,17),(17,15),0.0873641 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),0.445455 # DEPENDENCYPART_GRANDPAR
(0,17),(17,18),-0.506668 # DEPENDENCYPART_GRANDPAR
(0,17),(17,19),-0.105824 # DEPENDENCYPART_GRANDPAR
(0,17),(17,20),-0.655083 # DEPENDENCYPART_GRANDPAR
(0,17),(17,21),-0.346582 # DEPENDENCYPART_GRANDPAR
(0,17),(17,22),-0.146326 # DEPENDENCYPART_GRANDPAR
(0,17),(17,23),-0.167135 # DEPENDENCYPART_GRANDPAR
(0,17),(17,24),-0.344834 # DEPENDENCYPART_GRANDPAR
(0,18),(18,15),0.114728 # DEPENDENCYPART_GRANDPAR
(0,18),(18,19),-0.19234 # DEPENDENCYPART_GRANDPAR
(0,18),(18,21),-0.441098 # DEPENDENCYPART_GRANDPAR
(0,18),(18,23),-0.254552 # DEPENDENCYPART_GRANDPAR
(0,19),(19,14),0.0796408 # DEPENDENCYPART_GRANDPAR
(0,19),(19,15),0.0838509 # DEPENDENCYPART_GRANDPAR
(0,19),(19,17),-0.112904 # DEPENDENCYPART_GRANDPAR
(0,19),(19,18),-0.45682 # DEPENDENCYPART_GRANDPAR
(0,19),(19,20),-0.650873 # DEPENDENCYPART_GRANDPAR
(0,19),(19,21),-0.353597 # DEPENDENCYPART_GRANDPAR
(0,19),(19,23),-0.174149 # DEPENDENCYPART_GRANDPAR
(0,19),(19,24),-0.347111 # DEPENDENCYPART_GRANDPAR
(0,20),(20,5),0.0978548 # DEPENDENCYPART_GRANDPAR
(0,20),(20,6),-0.0545977 # DEPENDENCYPART_GRANDPAR
(0,20),(20,7),0.169572 # DEPENDENCYPART_GRANDPAR
(0,20),(20,8),0.0990376 # DEPENDENCYPART_GRANDPAR
(0,20),(20,9),-0.297215 # DEPENDENCYPART_GRANDPAR
(0,20),(20,10),-0.0143902 # DEPENDENCYPART_GRANDPAR
(0,20),(20,11),-0.00749503 # DEPENDENCYPART_GRANDPAR
(0,20),(20,12),0.108695 # DEPENDENCYPART_GRANDPAR
(0,20),(20,14),0.189914 # DEPENDENCYPART_GRANDPAR
(0,20),(20,15),0.150599 # DEPENDENCYPART_GRANDPAR
(0,20),(20,16),0.561595 # DEPENDENCYPART_GRANDPAR
(0,20),(20,17),-0.0366426 # DEPENDENCYPART_GRANDPAR
(0,20),(20,18),-0.51422 # DEPENDENCYPART_GRANDPAR
(0,20),(20,19),-0.0491319 # DEPENDENCYPART_GRANDPAR
(0,20),(20,21),-0.199337 # DEPENDENCYPART_GRANDPAR
(0,20),(20,22),-0.0692718 # DEPENDENCYPART_GRANDPAR
(0,20),(20,23),-0.0128168 # DEPENDENCYPART_GRANDPAR
(0,21),(21,17),-0.108192 # DEPENDENCYPART_GRANDPAR
(0,21),(21,18),-0.434484 # DEPENDENCYPART_GRANDPAR
(0,21),(21,19),-0.126107 # DEPENDENCYPART_GRANDPAR
(0,21),(21,20),-0.812335 # DEPENDENCYPART_GRANDPAR
(0,21),(21,22),-0.147224 # DEPENDENCYPART_GRANDPAR
(0,21),(21,23),-0.166085 # DEPENDENCYPART_GRANDPAR
(0,21),(21,24),-0.346088 # DEPENDENCYPART_GRANDPAR
(0,22),(22,7),-0.0693791 # DEPENDENCYPART_GRANDPAR
(0,22),(22,8),0.161159 # DEPENDENCYPART_GRANDPAR
(0,22),(22,9),-0.584702 # DEPENDENCYPART_GRANDPAR
(0,22),(22,10),-0.295573 # DEPENDENCYPART_GRANDPAR
(0,22),(22,12),-0.00929506 # DEPENDENCYPART_GRANDPAR
(0,22),(22,14),-0.0490373 # DEPENDENCYPART_GRANDPAR
(0,22),(22,15),0.21272 # DEPENDENCYPART_GRANDPAR
(0,22),(22,16),0.377101 # DEPENDENCYPART_GRANDPAR
(0,22),(22,17),-0.317439 # DEPENDENCYPART_GRANDPAR
(0,22),(22,18),-0.663034 # DEPENDENCYPART_GRANDPAR
(0,22),(22,19),-0.323018 # DEPENDENCYPART_GRANDPAR
(0,22),(22,20),-0.715444 # DEPENDENCYPART_GRANDPAR
(0,22),(22,21),-0.592298 # DEPENDENCYPART_GRANDPAR
(0,22),(22,23),-0.312723 # DEPENDENCYPART_GRANDPAR
(0,23),(23,18),-0.435477 # DEPENDENCYPART_GRANDPAR
(0,23),(23,21),-0.376038 # DEPENDENCYPART_GRANDPAR
(0,23),(23,22),-0.131181 # DEPENDENCYPART_GRANDPAR
(0,23),(23,24),-0.346152 # DEPENDENCYPART_GRANDPAR
(1,2),(2,13),-0.725834 # DEPENDENCYPART_GRANDPAR
(2,13),(13,3),-0.225237 # DEPENDENCYPART_GRANDPAR
(2,13),(13,12),-0.279385 # DEPENDENCYPART_GRANDPAR
(2,13),(13,15),-0.382425 # DEPENDENCYPART_GRANDPAR
(3,2),(2,13),-0.148776 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.0476288 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.212457 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),-0.13719 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),0.0411819 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.0937714 # DEPENDENCYPART_GRANDPAR
(3,5),(5,13),0.0727351 # DEPENDENCYPART_GRANDPAR
(3,10),(10,5),0.0501708 # DEPENDENCYPART_GRANDPAR
(3,10),(10,6),0.162662 # DEPENDENCYPART_GRANDPAR
(3,10),(10,7),-0.00762526 # DEPENDENCYPART_GRANDPAR
(3,10),(10,8),0.0504407 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),0.0639683 # DEPENDENCYPART_GRANDPAR
(3,10),(10,11),-0.134598 # DEPENDENCYPART_GRANDPAR
(3,10),(10,12),0.182616 # DEPENDENCYPART_GRANDPAR
(3,10),(10,13),0.0756609 # DEPENDENCYPART_GRANDPAR
(3,10),(10,14),-0.110238 # DEPENDENCYPART_GRANDPAR
(3,10),(10,16),-0.169581 # DEPENDENCYPART_GRANDPAR
(3,10),(10,20),0.00197314 # DEPENDENCYPART_GRANDPAR
(3,10),(10,22),0.213766 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.0954874 # DEPENDENCYPART_GRANDPAR
(4,3),(3,5),-0.186972 # DEPENDENCYPART_GRANDPAR
(4,3),(3,10),-0.495625 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.432513 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.408976 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.584164 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.148604 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.375751 # DEPENDENCYPART_GRANDPAR
(4,5),(5,13),0.244611 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-0.388194 # DEPENDENCYPART_GRANDPAR
(4,7),(7,5),0.11347 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.0781241 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.318585 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.360192 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),0.219142 # DEPENDENCYPART_GRANDPAR
(5,2),(2,13),-0.353494 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),0.215397 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-0.708092 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,10),-0.540028 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),0.242508 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-0.745676 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,7),-0.273405 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.276806 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.154294 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.265188 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),-0.149255 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.144752 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.376175 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),-0.00530351 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.253428 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.192077 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),0.113678 # DEPENDENCYPART_GRANDPAR
(5,13),(13,3),0.0962394 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),-0.0745178 # DEPENDENCYPART_GRANDPAR
(5,13),(13,15),-0.254485 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-0.32728 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-0.442539 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.197412 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.570276 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.404971 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.605388 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),-0.06182 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.53153 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.489172 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.066487 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.13387 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.105936 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.0919814 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),-0.359065 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),-0.397126 # DEPENDENCYPART_GRANDPAR
(6,8),(8,17),-0.391353 # DEPENDENCYPART_GRANDPAR
(6,8),(8,19),-0.39615 # DEPENDENCYPART_GRANDPAR
(6,8),(8,20),-0.393625 # DEPENDENCYPART_GRANDPAR
(6,8),(8,21),-0.381299 # DEPENDENCYPART_GRANDPAR
(6,8),(8,22),-0.187096 # DEPENDENCYPART_GRANDPAR
(6,8),(8,23),-0.5996 # DEPENDENCYPART_GRANDPAR
(6,9),(9,2),-0.38318 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.345138 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.504616 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),-0.0347564 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),-0.28159 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.532901 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.0206812 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.106412 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),-0.440231 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-0.345139 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-0.503938 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),-0.0347473 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),-0.281877 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.486621 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.0204667 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.105835 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.106233 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.156731 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),-0.440058 # DEPENDENCYPART_GRANDPAR
(6,10),(10,20),-0.366765 # DEPENDENCYPART_GRANDPAR
(6,10),(10,22),-0.179047 # DEPENDENCYPART_GRANDPAR
(6,13),(13,3),-0.175731 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),-0.0469906 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),-0.353314 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.19084 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.185589 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.237821 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.246105 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),0.134686 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-0.752437 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,13),-0.511069 # DEPENDENCYPART_GRANDPAR
(7,6),(6,8),-0.440929 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.489788 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.51733 # DEPENDENCYPART_GRANDPAR
(7,6),(6,13),-0.47102 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-0.359318 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-0.442311 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.405624 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.392977 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.417987 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.256481 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.515197 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.267263 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.301896 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.0815318 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.358153 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.302254 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.354191 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.297982 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),-0.401058 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),-0.357215 # DEPENDENCYPART_GRANDPAR
(7,8),(8,19),-0.371821 # DEPENDENCYPART_GRANDPAR
(7,8),(8,20),-0.130797 # DEPENDENCYPART_GRANDPAR
(7,8),(8,21),-0.401422 # DEPENDENCYPART_GRANDPAR
(7,8),(8,22),-0.374616 # DEPENDENCYPART_GRANDPAR
(7,8),(8,23),-0.396303 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-0.383994 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.361045 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.277239 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.466354 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),-0.0959162 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.323773 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.0230811 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.297964 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.421037 # DEPENDENCYPART_GRANDPAR
(7,11),(11,8),-0.0531473 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),-0.143969 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.256988 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.260211 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-0.406901 # DEPENDENCYPART_GRANDPAR
(8,2),(2,13),-0.501693 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.208203 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),0.000324122 # DEPENDENCYPART_GRANDPAR
(8,3),(3,10),-0.132861 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.250407 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.0667429 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),0.0440842 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.250626 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.228115 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.51959 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),0.339877 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),0.159723 # DEPENDENCYPART_GRANDPAR
(8,5),(5,13),-0.468222 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-0.791509 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.0967986 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.101049 # DEPENDENCYPART_GRANDPAR
(8,6),(6,13),-0.471306 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.205404 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.13103 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),0.119035 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-0.805856 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.084963 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.159267 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-0.408863 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.209529 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.0425656 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.0330507 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.47371 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),0.211381 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),0.106385 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.171695 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.508896 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-0.209533 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.0425668 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.033052 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.482827 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.19349 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),0.0997901 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.0784181 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.178319 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.26956 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.515532 # DEPENDENCYPART_GRANDPAR
(8,10),(10,20),-0.0296729 # DEPENDENCYPART_GRANDPAR
(8,10),(10,22),-0.200387 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.324871 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),0.34293 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.133713 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.282092 # DEPENDENCYPART_GRANDPAR
(8,12),(12,3),-0.455853 # DEPENDENCYPART_GRANDPAR
(8,12),(12,5),-0.359731 # DEPENDENCYPART_GRANDPAR
(8,12),(12,6),-0.104447 # DEPENDENCYPART_GRANDPAR
(8,12),(12,7),-0.141377 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-0.624935 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,9),0.0658798 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),0.0720976 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),-0.0887787 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.283656 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.269502 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.291339 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),-0.536197 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),-0.186977 # DEPENDENCYPART_GRANDPAR
(8,12),(12,19),-0.297725 # DEPENDENCYPART_GRANDPAR
(8,12),(12,20),-0.160569 # DEPENDENCYPART_GRANDPAR
(8,12),(12,21),-0.287422 # DEPENDENCYPART_GRANDPAR
(8,12),(12,22),-0.240252 # DEPENDENCYPART_GRANDPAR
(8,12),(12,23),-0.503235 # DEPENDENCYPART_GRANDPAR
(8,13),(13,3),-0.404121 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.0493514 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.252839 # DEPENDENCYPART_GRANDPAR
(8,14),(14,1),-0.381915 # DEPENDENCYPART_GRANDPAR
(8,14),(14,10),0.185878 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),-0.106352 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.239275 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.279618 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.306521 # DEPENDENCYPART_GRANDPAR
(8,14),(14,19),-0.414572 # DEPENDENCYPART_GRANDPAR
(8,14),(14,22),-0.268505 # DEPENDENCYPART_GRANDPAR
(8,15),(15,1),-0.407249 # DEPENDENCYPART_GRANDPAR
(8,15),(15,2),-0.553145 # DEPENDENCYPART_GRANDPAR
(8,15),(15,3),-0.456684 # DEPENDENCYPART_GRANDPAR
(8,15),(15,4),-0.747359 # DEPENDENCYPART_GRANDPAR
(8,15),(15,5),-0.348459 # DEPENDENCYPART_GRANDPAR
(8,15),(15,6),-0.0909242 # DEPENDENCYPART_GRANDPAR
(8,15),(15,7),-0.121179 # DEPENDENCYPART_GRANDPAR
(8,15),(15,8),-0.673306 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,15),(15,9),0.129058 # DEPENDENCYPART_GRANDPAR
(8,15),(15,10),0.128228 # DEPENDENCYPART_GRANDPAR
(8,15),(15,11),0.0326859 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),-0.125244 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),-0.301301 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),-0.249559 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-0.490993 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),-0.193954 # DEPENDENCYPART_GRANDPAR
(8,15),(15,18),-0.264397 # DEPENDENCYPART_GRANDPAR
(8,15),(15,19),-0.301325 # DEPENDENCYPART_GRANDPAR
(8,15),(15,20),-0.149811 # DEPENDENCYPART_GRANDPAR
(8,15),(15,21),-0.304537 # DEPENDENCYPART_GRANDPAR
(8,15),(15,22),-0.289941 # DEPENDENCYPART_GRANDPAR
(8,15),(15,23),-0.514209 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),-0.264115 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),-0.313107 # DEPENDENCYPART_GRANDPAR
(8,16),(16,20),-0.223417 # DEPENDENCYPART_GRANDPAR
(8,17),(17,11),0.0191844 # DEPENDENCYPART_GRANDPAR
(8,17),(17,12),-0.0793168 # DEPENDENCYPART_GRANDPAR
(8,17),(17,14),-0.189866 # DEPENDENCYPART_GRANDPAR
(8,17),(17,15),-0.11055 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),-0.569066 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),-0.138726 # DEPENDENCYPART_GRANDPAR
(8,17),(17,19),-0.278551 # DEPENDENCYPART_GRANDPAR
(8,17),(17,20),-0.0333401 # DEPENDENCYPART_GRANDPAR
(8,17),(17,21),-0.254444 # DEPENDENCYPART_GRANDPAR
(8,17),(17,22),-0.20407 # DEPENDENCYPART_GRANDPAR
(8,17),(17,23),-0.489237 # DEPENDENCYPART_GRANDPAR
(8,17),(17,24),-0.348839 # DEPENDENCYPART_GRANDPAR
(8,19),(19,14),-0.210142 # DEPENDENCYPART_GRANDPAR
(8,19),(19,15),-0.126322 # DEPENDENCYPART_GRANDPAR
(8,19),(19,17),-0.180244 # DEPENDENCYPART_GRANDPAR
