# _root_ madrilek aurtengo finantzaketa osatzeko borondatea agertu arren , arazo sakonak konpondu gabe daudela uste_du : diru hori nondik etorriko den , zenbat izango den eta hobetuzen menpekotasuna forcem-ekiko .
#goldHeads=6,3,4,5,6,14,6,7,13,9,13,11,14,0,14,19,16,19,25,19,20,23,25,23,9,27,25,27,28,
#predictedHeads=6,3,4,5,6,14,6,7,11,9,14,13,14,0,14,19,16,19,14,19,20,23,25,23,0,27,25,27,28,
(0,15),(0,29),-0.192548 # DEPENDENCYPART_SIBL
(0,16),(0,17),0.00492829 # DEPENDENCYPART_SIBL
(0,16),(0,18),0.0242158 # DEPENDENCYPART_SIBL
(0,16),(0,19),-0.113891 # DEPENDENCYPART_SIBL
(0,16),(0,20),-0.0683153 # DEPENDENCYPART_SIBL
(0,16),(0,21),-0.135786 # DEPENDENCYPART_SIBL
(0,16),(0,22),0.00762627 # DEPENDENCYPART_SIBL
(0,16),(0,23),-0.110439 # DEPENDENCYPART_SIBL
(0,16),(0,24),-0.0683153 # DEPENDENCYPART_SIBL
(0,16),(0,25),-0.0885402 # DEPENDENCYPART_SIBL
(0,16),(0,26),0.0484142 # DEPENDENCYPART_SIBL
(0,16),(0,27),0.0484142 # DEPENDENCYPART_SIBL
(0,16),(0,28),0.0484142 # DEPENDENCYPART_SIBL
(0,16),(0,29),-0.175928 # DEPENDENCYPART_SIBL
(0,17),(0,18),-0.0345123 # DEPENDENCYPART_SIBL
(0,17),(0,19),-0.102981 # DEPENDENCYPART_SIBL
(0,17),(0,20),-0.0673867 # DEPENDENCYPART_SIBL
(0,17),(0,21),-0.146083 # DEPENDENCYPART_SIBL
(0,17),(0,22),-0.044658 # DEPENDENCYPART_SIBL
(0,17),(0,23),-0.10652 # DEPENDENCYPART_SIBL
(0,17),(0,24),-0.0673867 # DEPENDENCYPART_SIBL
(0,17),(0,25),-0.0718853 # DEPENDENCYPART_SIBL
(0,17),(0,26),-0.00570721 # DEPENDENCYPART_SIBL
(0,17),(0,27),-0.00570721 # DEPENDENCYPART_SIBL
(0,17),(0,28),-0.00570721 # DEPENDENCYPART_SIBL
(0,17),(0,29),-0.152674 # DEPENDENCYPART_SIBL
(0,18),(0,19),-0.024653 # DEPENDENCYPART_SIBL
(0,18),(0,20),-0.0583579 # DEPENDENCYPART_SIBL
(0,18),(0,21),-0.0719943 # DEPENDENCYPART_SIBL
(0,18),(0,22),0.0588466 # DEPENDENCYPART_SIBL
(0,18),(0,23),-0.0387395 # DEPENDENCYPART_SIBL
(0,18),(0,24),-0.0583579 # DEPENDENCYPART_SIBL
(0,18),(0,25),-0.0634507 # DEPENDENCYPART_SIBL
(0,18),(0,26),0.100103 # DEPENDENCYPART_SIBL
(0,18),(0,27),0.100103 # DEPENDENCYPART_SIBL
(0,18),(0,28),0.100103 # DEPENDENCYPART_SIBL
(0,18),(0,29),-0.0923548 # DEPENDENCYPART_SIBL
(0,19),(0,20),-0.00815254 # DEPENDENCYPART_SIBL
(0,19),(0,21),-0.0464625 # DEPENDENCYPART_SIBL
(0,19),(0,22),0.0069622 # DEPENDENCYPART_SIBL
(0,19),(0,23),-0.126429 # DEPENDENCYPART_SIBL
(0,19),(0,24),-0.00815254 # DEPENDENCYPART_SIBL
(0,19),(0,25),-0.126699 # DEPENDENCYPART_SIBL
(0,19),(0,26),-0.00562266 # DEPENDENCYPART_SIBL
(0,19),(0,27),-0.00562266 # DEPENDENCYPART_SIBL
(0,19),(0,28),-0.00562266 # DEPENDENCYPART_SIBL
(0,19),(0,29),-0.0693043 # DEPENDENCYPART_SIBL
(0,20),(0,21),-0.0734125 # DEPENDENCYPART_SIBL
(0,20),(0,22),0.0132105 # DEPENDENCYPART_SIBL
(0,20),(0,23),-0.0365227 # DEPENDENCYPART_SIBL
(0,20),(0,24),-0.106574 # DEPENDENCYPART_SIBL
(0,20),(0,25),-0.0567395 # DEPENDENCYPART_SIBL
(0,20),(0,26),-0.0146586 # DEPENDENCYPART_SIBL
(0,20),(0,27),-0.0146586 # DEPENDENCYPART_SIBL
(0,20),(0,28),-0.0146586 # DEPENDENCYPART_SIBL
(0,20),(0,29),-0.0820089 # DEPENDENCYPART_SIBL
(0,21),(0,22),-0.177376 # DEPENDENCYPART_SIBL
(0,21),(0,23),-0.304414 # DEPENDENCYPART_SIBL
(0,21),(0,24),-0.203915 # DEPENDENCYPART_SIBL
(0,21),(0,25),-0.226163 # DEPENDENCYPART_SIBL
(0,21),(0,26),-0.202026 # DEPENDENCYPART_SIBL
(0,21),(0,27),-0.202026 # DEPENDENCYPART_SIBL
(0,21),(0,28),-0.202026 # DEPENDENCYPART_SIBL
(0,21),(0,29),-0.340789 # DEPENDENCYPART_SIBL
(0,22),(0,23),-0.123564 # DEPENDENCYPART_SIBL
(0,22),(0,24),-0.0637739 # DEPENDENCYPART_SIBL
(0,22),(0,25),-0.0685676 # DEPENDENCYPART_SIBL
(0,22),(0,26),-0.0107028 # DEPENDENCYPART_SIBL
(0,22),(0,27),-0.0107028 # DEPENDENCYPART_SIBL
(0,22),(0,28),-0.0107028 # DEPENDENCYPART_SIBL
(0,22),(0,29),-0.132282 # DEPENDENCYPART_SIBL
(0,23),(0,24),0.0838286 # DEPENDENCYPART_SIBL
(0,23),(0,25),-0.0952352 # DEPENDENCYPART_SIBL
(0,23),(0,26),0.0123309 # DEPENDENCYPART_SIBL
(0,23),(0,27),0.0123309 # DEPENDENCYPART_SIBL
(0,23),(0,28),0.0123309 # DEPENDENCYPART_SIBL
(0,23),(0,29),-0.00454987 # DEPENDENCYPART_SIBL
(0,24),(0,25),-0.0567395 # DEPENDENCYPART_SIBL
(0,24),(0,26),-0.0146586 # DEPENDENCYPART_SIBL
(0,24),(0,27),-0.0146586 # DEPENDENCYPART_SIBL
(0,24),(0,28),-0.0146586 # DEPENDENCYPART_SIBL
(0,24),(0,29),-0.0820089 # DEPENDENCYPART_SIBL
(0,25),(0,26),-0.0223694 # DEPENDENCYPART_SIBL
(0,25),(0,27),-0.0223684 # DEPENDENCYPART_SIBL
(0,25),(0,28),-0.0223684 # DEPENDENCYPART_SIBL
(0,25),(0,29),-0.0473547 # DEPENDENCYPART_SIBL
(0,26),(0,27),0.0509435 # DEPENDENCYPART_SIBL
(0,26),(0,28),0.0509435 # DEPENDENCYPART_SIBL
(0,26),(0,29),-0.174982 # DEPENDENCYPART_SIBL
(0,27),(0,28),0.0509439 # DEPENDENCYPART_SIBL
(0,27),(0,29),-0.174982 # DEPENDENCYPART_SIBL
(0,28),(0,29),-0.174982 # DEPENDENCYPART_SIBL
(1,2),(1,3),-0.0159079 # DEPENDENCYPART_SIBL
(2,1),(2,3),0.0524483 # DEPENDENCYPART_SIBL
(3,1),(3,2),0.0128883 # DEPENDENCYPART_SIBL
(3,1),(3,4),0.0160561 # DEPENDENCYPART_SIBL
(3,1),(3,5),-0.00431366 # DEPENDENCYPART_SIBL
(3,2),(3,4),-0.019622 # DEPENDENCYPART_SIBL
(3,2),(3,5),-0.0393408 # DEPENDENCYPART_SIBL
(3,4),(3,5),-0.00654305 # DEPENDENCYPART_SIBL
(4,1),(4,2),-0.012952 # DEPENDENCYPART_SIBL
(4,1),(4,3),-0.0244575 # DEPENDENCYPART_SIBL
(4,1),(4,5),-0.0194793 # DEPENDENCYPART_SIBL
(4,1),(4,6),-0.0308222 # DEPENDENCYPART_SIBL
(4,1),(4,8),0.00407554 # DEPENDENCYPART_SIBL
(4,1),(4,10),-0.0415215 # DEPENDENCYPART_SIBL
(4,1),(4,14),-0.0171445 # DEPENDENCYPART_SIBL
(4,2),(4,3),0.00130128 # DEPENDENCYPART_SIBL
(4,2),(4,5),-0.0206313 # DEPENDENCYPART_SIBL
(4,2),(4,6),-0.0183074 # DEPENDENCYPART_SIBL
(4,2),(4,8),0.00396679 # DEPENDENCYPART_SIBL
(4,2),(4,10),0.0558708 # DEPENDENCYPART_SIBL
(4,2),(4,14),-0.0101562 # DEPENDENCYPART_SIBL
(4,3),(4,5),-0.0217619 # DEPENDENCYPART_SIBL
(4,3),(4,6),-0.0322837 # DEPENDENCYPART_SIBL
(4,3),(4,8),0.00168455 # DEPENDENCYPART_SIBL
(4,3),(4,10),-0.0434441 # DEPENDENCYPART_SIBL
(4,3),(4,14),-0.018606 # DEPENDENCYPART_SIBL
(4,5),(4,6),-0.0180516 # DEPENDENCYPART_SIBL
(4,5),(4,8),-0.0287415 # DEPENDENCYPART_SIBL
(4,5),(4,10),-0.00768087 # DEPENDENCYPART_SIBL
(4,5),(4,14),-0.0126766 # DEPENDENCYPART_SIBL
(4,6),(4,8),-0.0538952 # DEPENDENCYPART_SIBL
(4,6),(4,10),-0.0338039 # DEPENDENCYPART_SIBL
(4,6),(4,14),-0.02342 # DEPENDENCYPART_SIBL
(4,8),(4,10),-0.0643255 # DEPENDENCYPART_SIBL
(4,8),(4,14),-0.0625977 # DEPENDENCYPART_SIBL
(4,10),(4,14),-0.00671444 # DEPENDENCYPART_SIBL
(5,1),(5,2),0.0114126 # DEPENDENCYPART_SIBL
(5,1),(5,3),-0.0025719 # DEPENDENCYPART_SIBL
(5,1),(5,4),-0.0080492 # DEPENDENCYPART_SIBL
(5,1),(5,6),0.0182536 # DEPENDENCYPART_SIBL
(5,1),(5,8),0.0624542 # DEPENDENCYPART_SIBL
(5,1),(5,10),-0.00291221 # DEPENDENCYPART_SIBL
(5,2),(5,3),0.0361478 # DEPENDENCYPART_SIBL
(5,2),(5,4),-0.047281 # DEPENDENCYPART_SIBL
(5,2),(5,6),-0.0205496 # DEPENDENCYPART_SIBL
(5,2),(5,8),-0.000466009 # DEPENDENCYPART_SIBL
(5,2),(5,10),0.0309187 # DEPENDENCYPART_SIBL
(5,3),(5,4),-0.00811435 # DEPENDENCYPART_SIBL
(5,3),(5,6),0.0183799 # DEPENDENCYPART_SIBL
(5,3),(5,8),0.0615945 # DEPENDENCYPART_SIBL
(5,3),(5,10),-0.00325133 # DEPENDENCYPART_SIBL
(5,4),(5,6),0.0354367 # DEPENDENCYPART_SIBL
(5,4),(5,8),0.0123763 # DEPENDENCYPART_SIBL
(5,4),(5,10),0.0153774 # DEPENDENCYPART_SIBL
(5,6),(5,8),-0.0815044 # DEPENDENCYPART_SIBL
(5,6),(5,10),-0.00202336 # DEPENDENCYPART_SIBL
(5,8),(5,10),-0.0281758 # DEPENDENCYPART_SIBL
(6,1),(6,2),-0.00159043 # DEPENDENCYPART_SIBL
(6,1),(6,3),-0.03477 # DEPENDENCYPART_SIBL
(6,1),(6,4),0.0211054 # DEPENDENCYPART_SIBL
(6,1),(6,5),-0.0528641 # DEPENDENCYPART_SIBL
(6,1),(6,7),0.00971713 # DEPENDENCYPART_SIBL
(6,1),(6,8),-0.00542689 # DEPENDENCYPART_SIBL
(6,1),(6,9),-0.05069 # DEPENDENCYPART_SIBL
(6,1),(6,10),-0.0558819 # DEPENDENCYPART_SIBL
(6,1),(6,11),0.00461994 # DEPENDENCYPART_SIBL
(6,1),(6,12),-0.0479798 # DEPENDENCYPART_SIBL
(6,1),(6,13),-0.03617 # DEPENDENCYPART_SIBL
(6,1),(6,14),-0.0117642 # DEPENDENCYPART_SIBL
(6,1),(6,20),0.00513508 # DEPENDENCYPART_SIBL
(6,1),(6,25),-0.0417329 # DEPENDENCYPART_SIBL
(6,2),(6,3),-0.0210442 # DEPENDENCYPART_SIBL
(6,2),(6,4),0.00855182 # DEPENDENCYPART_SIBL
(6,2),(6,5),-0.026426 # DEPENDENCYPART_SIBL
(6,2),(6,7),0.00707245 # DEPENDENCYPART_SIBL
(6,2),(6,8),0.00700376 # DEPENDENCYPART_SIBL
(6,2),(6,9),-0.0272482 # DEPENDENCYPART_SIBL
(6,2),(6,10),0.0515188 # DEPENDENCYPART_SIBL
(6,2),(6,11),0.0062331 # DEPENDENCYPART_SIBL
(6,2),(6,12),-0.00872375 # DEPENDENCYPART_SIBL
(6,2),(6,13),-0.023795 # DEPENDENCYPART_SIBL
(6,2),(6,14),-0.00101683 # DEPENDENCYPART_SIBL
(6,2),(6,20),-0.0146355 # DEPENDENCYPART_SIBL
(6,2),(6,25),-0.00306298 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.0187791 # DEPENDENCYPART_SIBL
(6,3),(6,5),-0.0560732 # DEPENDENCYPART_SIBL
(6,3),(6,7),0.00779451 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.00781788 # DEPENDENCYPART_SIBL
(6,3),(6,9),-0.0529726 # DEPENDENCYPART_SIBL
(6,3),(6,10),-0.0578045 # DEPENDENCYPART_SIBL
(6,3),(6,11),0.00315851 # DEPENDENCYPART_SIBL
(6,3),(6,12),-0.0512403 # DEPENDENCYPART_SIBL
(6,3),(6,13),-0.0380932 # DEPENDENCYPART_SIBL
(6,3),(6,14),-0.0132256 # DEPENDENCYPART_SIBL
(6,3),(6,20),0.00321247 # DEPENDENCYPART_SIBL
(6,3),(6,25),-0.0436556 # DEPENDENCYPART_SIBL
(6,4),(6,5),-0.0367501 # DEPENDENCYPART_SIBL
(6,4),(6,7),0.0238414 # DEPENDENCYPART_SIBL
(6,4),(6,8),0.0187607 # DEPENDENCYPART_SIBL
(6,4),(6,9),0.0230895 # DEPENDENCYPART_SIBL
(6,4),(6,10),0.000599888 # DEPENDENCYPART_SIBL
(6,4),(6,11),0.0358097 # DEPENDENCYPART_SIBL
(6,4),(6,12),0.0556285 # DEPENDENCYPART_SIBL
(6,4),(6,13),0.0338333 # DEPENDENCYPART_SIBL
(6,4),(6,14),0.0267977 # DEPENDENCYPART_SIBL
(6,4),(6,20),0.0342236 # DEPENDENCYPART_SIBL
(6,4),(6,25),0.0209598 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.00191915 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.00855929 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.0623283 # DEPENDENCYPART_SIBL
(6,5),(6,10),-0.0678864 # DEPENDENCYPART_SIBL
(6,5),(6,11),-0.00882174 # DEPENDENCYPART_SIBL
(6,5),(6,12),-0.0596621 # DEPENDENCYPART_SIBL
(6,5),(6,13),-0.0478044 # DEPENDENCYPART_SIBL
(6,5),(6,14),-0.0252058 # DEPENDENCYPART_SIBL
(6,5),(6,20),-0.0243951 # DEPENDENCYPART_SIBL
(6,5),(6,25),-0.0533692 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.0418199 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.0334028 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.00447356 # DEPENDENCYPART_SIBL
(6,7),(6,11),0.000828147 # DEPENDENCYPART_SIBL
(6,7),(6,12),0.00420345 # DEPENDENCYPART_SIBL
(6,7),(6,13),-0.0279161 # DEPENDENCYPART_SIBL
(6,7),(6,14),-0.00607426 # DEPENDENCYPART_SIBL
(6,7),(6,20),-0.00677033 # DEPENDENCYPART_SIBL
(6,7),(6,25),0.0115306 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.110125 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.0650968 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.0336453 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.194132 # DEPENDENCYPART_SIBL
(6,8),(6,13),-0.0273497 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.0574082 # DEPENDENCYPART_SIBL
(6,8),(6,20),-0.049849 # DEPENDENCYPART_SIBL
(6,8),(6,25),-0.0438648 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.00975106 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.00282916 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.0134525 # DEPENDENCYPART_SIBL
(6,9),(6,13),-0.0633572 # DEPENDENCYPART_SIBL
(6,9),(6,14),-0.00251652 # DEPENDENCYPART_SIBL
(6,9),(6,20),-0.010227 # DEPENDENCYPART_SIBL
(6,9),(6,25),-0.011009 # DEPENDENCYPART_SIBL
(6,10),(6,11),0.00241868 # DEPENDENCYPART_SIBL
(6,10),(6,12),0.0215594 # DEPENDENCYPART_SIBL
(6,10),(6,13),-0.0117737 # DEPENDENCYPART_SIBL
(6,10),(6,14),-0.00151354 # DEPENDENCYPART_SIBL
(6,10),(6,20),0.0274736 # DEPENDENCYPART_SIBL
(6,10),(6,25),-0.00980614 # DEPENDENCYPART_SIBL
(6,11),(6,12),-0.0441006 # DEPENDENCYPART_SIBL
(6,11),(6,13),-0.0397157 # DEPENDENCYPART_SIBL
(6,11),(6,14),-0.0182345 # DEPENDENCYPART_SIBL
(6,11),(6,20),0.0256087 # DEPENDENCYPART_SIBL
(6,11),(6,25),-0.0392912 # DEPENDENCYPART_SIBL
(6,12),(6,13),-0.0372708 # DEPENDENCYPART_SIBL
(6,12),(6,14),-0.0322032 # DEPENDENCYPART_SIBL
(6,12),(6,20),-0.0392801 # DEPENDENCYPART_SIBL
(6,12),(6,25),-0.0234231 # DEPENDENCYPART_SIBL
(6,13),(6,14),-0.00711989 # DEPENDENCYPART_SIBL
(6,13),(6,20),0.0105182 # DEPENDENCYPART_SIBL
(6,13),(6,25),-0.0230986 # DEPENDENCYPART_SIBL
(6,14),(6,20),0.0255694 # DEPENDENCYPART_SIBL
(6,14),(6,25),-0.0390916 # DEPENDENCYPART_SIBL
(6,20),(6,25),-0.0702028 # DEPENDENCYPART_SIBL
(7,3),(7,5),0.0223773 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.0141723 # DEPENDENCYPART_SIBL
(7,3),(7,9),0.0469596 # DEPENDENCYPART_SIBL
(7,3),(7,11),-0.0241064 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.0051049 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.0473145 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.0252081 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0626885 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.0890789 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.092524 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.046798 # DEPENDENCYPART_SIBL
(9,1),(9,2),0.0125332 # DEPENDENCYPART_SIBL
(9,1),(9,6),-0.0114839 # DEPENDENCYPART_SIBL
(9,1),(9,7),-1.16938e-05 # DEPENDENCYPART_SIBL
(9,1),(9,8),-0.0263024 # DEPENDENCYPART_SIBL
(9,1),(9,10),-0.0092516 # DEPENDENCYPART_SIBL
(9,1),(9,11),0.0255266 # DEPENDENCYPART_SIBL
(9,1),(9,12),-0.0172809 # DEPENDENCYPART_SIBL
(9,1),(9,16),0.00895571 # DEPENDENCYPART_SIBL
(9,1),(9,19),0.0229741 # DEPENDENCYPART_SIBL
(9,1),(9,25),0.0126066 # DEPENDENCYPART_SIBL
(9,2),(9,6),-0.0507502 # DEPENDENCYPART_SIBL
(9,2),(9,7),0.0176409 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.00917421 # DEPENDENCYPART_SIBL
(9,2),(9,10),0.0242504 # DEPENDENCYPART_SIBL
(9,2),(9,11),-0.0197197 # DEPENDENCYPART_SIBL
(9,2),(9,12),-0.00749478 # DEPENDENCYPART_SIBL
(9,2),(9,16),-0.0304345 # DEPENDENCYPART_SIBL
(9,2),(9,19),-0.0191092 # DEPENDENCYPART_SIBL
(9,2),(9,25),0.0109228 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.0501525 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.00723713 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.0207774 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.0347784 # DEPENDENCYPART_SIBL
(9,6),(9,12),0.0307824 # DEPENDENCYPART_SIBL
(9,6),(9,16),0.00704646 # DEPENDENCYPART_SIBL
(9,6),(9,19),0.0368367 # DEPENDENCYPART_SIBL
(9,6),(9,25),0.0266586 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.0386151 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0334987 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.0113553 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.00670383 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.00634879 # DEPENDENCYPART_SIBL
(9,7),(9,19),-0.00956997 # DEPENDENCYPART_SIBL
(9,7),(9,25),0.0364252 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0356077 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0382947 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0318582 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.0504099 # DEPENDENCYPART_SIBL
(9,8),(9,19),-0.0382851 # DEPENDENCYPART_SIBL
(9,8),(9,25),-0.0343273 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.039143 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.060437 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.00297734 # DEPENDENCYPART_SIBL
(9,10),(9,19),-0.039143 # DEPENDENCYPART_SIBL
(9,10),(9,25),-0.0716847 # DEPENDENCYPART_SIBL
(9,11),(9,12),0.00739158 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.00695041 # DEPENDENCYPART_SIBL
(9,11),(9,19),-0.0118296 # DEPENDENCYPART_SIBL
(9,11),(9,25),-0.00818909 # DEPENDENCYPART_SIBL
(9,12),(9,16),0.0098262 # DEPENDENCYPART_SIBL
(9,12),(9,19),-0.0202513 # DEPENDENCYPART_SIBL
(9,12),(9,25),-0.0121515 # DEPENDENCYPART_SIBL
(9,16),(9,19),-0.0369756 # DEPENDENCYPART_SIBL
(9,16),(9,25),-0.00879344 # DEPENDENCYPART_SIBL
(9,19),(9,25),-0.00818909 # DEPENDENCYPART_SIBL
(10,5),(10,7),0.056739 # DEPENDENCYPART_SIBL
(10,5),(10,9),0.0569414 # DEPENDENCYPART_SIBL
(10,5),(10,12),0.0158836 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.00694159 # DEPENDENCYPART_SIBL
(10,7),(10,12),0.0197673 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.0113426 # DEPENDENCYPART_SIBL
(11,1),(11,2),-0.00585649 # DEPENDENCYPART_SIBL
(11,1),(11,3),-0.0179403 # DEPENDENCYPART_SIBL
(11,1),(11,4),0.0164981 # DEPENDENCYPART_SIBL
(11,1),(11,5),-0.0360343 # DEPENDENCYPART_SIBL
(11,1),(11,6),0.0135781 # DEPENDENCYPART_SIBL
(11,1),(11,8),-0.0636616 # DEPENDENCYPART_SIBL
(11,1),(11,9),-0.00324352 # DEPENDENCYPART_SIBL
(11,1),(11,10),-0.00552353 # DEPENDENCYPART_SIBL
(11,1),(11,12),-0.0333634 # DEPENDENCYPART_SIBL
(11,1),(11,13),-0.0203204 # DEPENDENCYPART_SIBL
(11,1),(11,14),-0.00866295 # DEPENDENCYPART_SIBL
(11,1),(11,16),-0.0133928 # DEPENDENCYPART_SIBL
(11,1),(11,19),-0.00820346 # DEPENDENCYPART_SIBL
(11,1),(11,20),0.0179786 # DEPENDENCYPART_SIBL
(11,1),(11,23),-0.00969172 # DEPENDENCYPART_SIBL
(11,1),(11,24),0.0179786 # DEPENDENCYPART_SIBL
(11,1),(11,25),-0.0206706 # DEPENDENCYPART_SIBL
(11,1),(11,28),-0.00938364 # DEPENDENCYPART_SIBL
(11,2),(11,3),-0.000737081 # DEPENDENCYPART_SIBL
(11,2),(11,4),0.00443552 # DEPENDENCYPART_SIBL
(11,2),(11,5),-0.00611888 # DEPENDENCYPART_SIBL
(11,2),(11,6),0.00354548 # DEPENDENCYPART_SIBL
(11,2),(11,8),-0.0516461 # DEPENDENCYPART_SIBL
(11,2),(11,9),0.00880372 # DEPENDENCYPART_SIBL
(11,2),(11,10),-0.0149694 # DEPENDENCYPART_SIBL
(11,2),(11,12),-0.00776859 # DEPENDENCYPART_SIBL
(11,2),(11,13),-0.0220426 # DEPENDENCYPART_SIBL
(11,2),(11,14),-0.0083931 # DEPENDENCYPART_SIBL
(11,2),(11,16),-0.0151583 # DEPENDENCYPART_SIBL
(11,2),(11,19),-0.00734104 # DEPENDENCYPART_SIBL
(11,2),(11,20),-0.0122366 # DEPENDENCYPART_SIBL
(11,2),(11,23),0.00310334 # DEPENDENCYPART_SIBL
(11,2),(11,24),-0.0122366 # DEPENDENCYPART_SIBL
(11,2),(11,25),-0.008286 # DEPENDENCYPART_SIBL
(11,2),(11,28),-0.0133697 # DEPENDENCYPART_SIBL
(11,3),(11,4),0.0141718 # DEPENDENCYPART_SIBL
(11,3),(11,5),-0.0392434 # DEPENDENCYPART_SIBL
(11,3),(11,6),0.0112518 # DEPENDENCYPART_SIBL
(11,3),(11,8),-0.0659227 # DEPENDENCYPART_SIBL
(11,3),(11,9),-0.00645267 # DEPENDENCYPART_SIBL
(11,3),(11,10),-0.00778466 # DEPENDENCYPART_SIBL
(11,3),(11,12),-0.0366239 # DEPENDENCYPART_SIBL
(11,3),(11,13),-0.0222436 # DEPENDENCYPART_SIBL
(11,3),(11,14),-0.0101244 # DEPENDENCYPART_SIBL
(11,3),(11,16),-0.0156754 # DEPENDENCYPART_SIBL
(11,3),(11,19),-0.0096649 # DEPENDENCYPART_SIBL
(11,3),(11,20),0.016056 # DEPENDENCYPART_SIBL
(11,3),(11,23),-0.0111532 # DEPENDENCYPART_SIBL
(11,3),(11,24),0.016056 # DEPENDENCYPART_SIBL
(11,3),(11,25),-0.0225932 # DEPENDENCYPART_SIBL
(11,3),(11,28),-0.0116663 # DEPENDENCYPART_SIBL
(11,4),(11,5),-0.0178061 # DEPENDENCYPART_SIBL
(11,4),(11,6),-0.0302051 # DEPENDENCYPART_SIBL
(11,4),(11,8),-0.0832547 # DEPENDENCYPART_SIBL
(11,4),(11,9),0.00331589 # DEPENDENCYPART_SIBL
(11,4),(11,10),-0.000250711 # DEPENDENCYPART_SIBL
(11,4),(11,12),0.0419482 # DEPENDENCYPART_SIBL
(11,4),(11,13),0.0220869 # DEPENDENCYPART_SIBL
(11,4),(11,14),0.00104285 # DEPENDENCYPART_SIBL
(11,4),(11,16),0.0151763 # DEPENDENCYPART_SIBL
(11,4),(11,19),0.0042878 # DEPENDENCYPART_SIBL
(11,4),(11,20),0.0174659 # DEPENDENCYPART_SIBL
(11,4),(11,23),0.0352048 # DEPENDENCYPART_SIBL
(11,4),(11,24),0.0174659 # DEPENDENCYPART_SIBL
(11,4),(11,25),0.00203877 # DEPENDENCYPART_SIBL
(11,4),(11,28),0.0184411 # DEPENDENCYPART_SIBL
(11,5),(11,6),0.0108913 # DEPENDENCYPART_SIBL
(11,5),(11,8),-0.0689027 # DEPENDENCYPART_SIBL
(11,5),(11,9),-0.0128891 # DEPENDENCYPART_SIBL
(11,5),(11,10),-0.0118045 # DEPENDENCYPART_SIBL
(11,5),(11,12),-0.0450457 # DEPENDENCYPART_SIBL
(11,5),(11,13),-0.0319548 # DEPENDENCYPART_SIBL
(11,5),(11,14),-0.0221046 # DEPENDENCYPART_SIBL
(11,5),(11,16),-0.0250312 # DEPENDENCYPART_SIBL
(11,5),(11,19),-0.0216451 # DEPENDENCYPART_SIBL
(11,5),(11,20),-0.0115516 # DEPENDENCYPART_SIBL
(11,5),(11,23),-0.0231334 # DEPENDENCYPART_SIBL
(11,5),(11,24),-0.0115516 # DEPENDENCYPART_SIBL
(11,5),(11,25),-0.0323069 # DEPENDENCYPART_SIBL
(11,5),(11,28),-0.021022 # DEPENDENCYPART_SIBL
(11,6),(11,8),-0.0847676 # DEPENDENCYPART_SIBL
(11,6),(11,9),-0.000799873 # DEPENDENCYPART_SIBL
(11,6),(11,10),-0.00176799 # DEPENDENCYPART_SIBL
(11,6),(11,12),0.045028 # DEPENDENCYPART_SIBL
