# _root_ orduan , gai ezberdinei_buruzko elkarrizketa atsegin bati ekingo dio , nahiz_eta gizartean oso gaizki ikusiko liratekeen gaietaz hitzerdika hitzegingo duten .
#goldHeads=0,3,5,3,8,5,5,0,8,9,0,15,14,15,17,15,19,19,8,19,20,
#predictedHeads=8,3,8,3,8,5,5,0,8,9,0,15,14,15,17,15,19,19,8,19,20,
(8,15),(15,8),-0.448929 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,15),(15,9),-0.257395 # DEPENDENCYPART_GRANDPAR
(8,15),(15,10),0.205634 # DEPENDENCYPART_GRANDPAR
(8,15),(15,11),0.148899 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),-0.0259888 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),-0.0335629 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),-0.0601107 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-0.0907334 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),0.0335421 # DEPENDENCYPART_GRANDPAR
(8,15),(15,18),-0.0510207 # DEPENDENCYPART_GRANDPAR
(8,15),(15,19),-0.267957 # DEPENDENCYPART_GRANDPAR
(8,15),(15,20),0.345388 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),-0.104181 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),-0.0702752 # DEPENDENCYPART_GRANDPAR
(8,16),(16,18),-0.136699 # DEPENDENCYPART_GRANDPAR
(8,16),(16,19),-0.316723 # DEPENDENCYPART_GRANDPAR
(8,16),(16,20),0.237975 # DEPENDENCYPART_GRANDPAR
(8,17),(17,1),-0.169633 # DEPENDENCYPART_GRANDPAR
(8,17),(17,6),0.274571 # DEPENDENCYPART_GRANDPAR
(8,17),(17,8),-0.262017 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,17),(17,10),0.182941 # DEPENDENCYPART_GRANDPAR
(8,17),(17,12),0.0164299 # DEPENDENCYPART_GRANDPAR
(8,17),(17,13),-0.0480215 # DEPENDENCYPART_GRANDPAR
(8,17),(17,14),-0.0887135 # DEPENDENCYPART_GRANDPAR
(8,17),(17,15),0.0447202 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),-0.195013 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),-0.0981514 # DEPENDENCYPART_GRANDPAR
(8,17),(17,19),-0.168801 # DEPENDENCYPART_GRANDPAR
(8,17),(17,20),0.307562 # DEPENDENCYPART_GRANDPAR
(8,17),(17,21),-0.221611 # DEPENDENCYPART_GRANDPAR
(8,18),(18,11),0.12395 # DEPENDENCYPART_GRANDPAR
(8,18),(18,15),-0.0921057 # DEPENDENCYPART_GRANDPAR
(8,18),(18,17),0.0445886 # DEPENDENCYPART_GRANDPAR
(8,19),(19,3),-0.0176233 # DEPENDENCYPART_GRANDPAR
(8,19),(19,5),-0.0167776 # DEPENDENCYPART_GRANDPAR
(8,19),(19,7),0.651495 # DEPENDENCYPART_GRANDPAR
(8,19),(19,8),-0.441128 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,19),(19,9),-0.244223 # DEPENDENCYPART_GRANDPAR
(8,19),(19,11),0.155278 # DEPENDENCYPART_GRANDPAR
(8,19),(19,12),-0.0229557 # DEPENDENCYPART_GRANDPAR
(8,19),(19,13),-0.026138 # DEPENDENCYPART_GRANDPAR
(8,19),(19,14),-0.0526857 # DEPENDENCYPART_GRANDPAR
(8,19),(19,15),-0.138047 # DEPENDENCYPART_GRANDPAR
(8,19),(19,16),-0.0237983 # DEPENDENCYPART_GRANDPAR
(8,19),(19,17),0.00369212 # DEPENDENCYPART_GRANDPAR
(8,19),(19,18),-0.0560598 # DEPENDENCYPART_GRANDPAR
(8,19),(19,20),0.345692 # DEPENDENCYPART_GRANDPAR
(8,20),(20,17),-0.0031356 # DEPENDENCYPART_GRANDPAR
(8,20),(20,18),-0.106408 # DEPENDENCYPART_GRANDPAR
(8,20),(20,21),-0.162947 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),-0.0248077 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),0.255703 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.341424 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),0.304774 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),0.23291 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),0.369209 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),-0.0842335 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-1.04574 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,12),-0.977311 # DEPENDENCYPART_GRANDPAR
(9,5),(5,15),-0.670619 # DEPENDENCYPART_GRANDPAR
(9,5),(5,17),-1.01255 # DEPENDENCYPART_GRANDPAR
(9,5),(5,19),-0.70597 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),0.0494218 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.364391 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.311542 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),0.049962 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),0.198627 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.327019 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),0.317568 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.285965 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),0.135392 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),0.184175 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.04974 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.227323 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.589238 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-1.03118 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.613179 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-0.66356 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),-0.71436 # DEPENDENCYPART_GRANDPAR
(9,8),(8,16),-0.485888 # DEPENDENCYPART_GRANDPAR
(9,8),(8,17),-1.06642 # DEPENDENCYPART_GRANDPAR
(9,8),(8,18),-0.676593 # DEPENDENCYPART_GRANDPAR
(9,8),(8,19),-0.74971 # DEPENDENCYPART_GRANDPAR
(9,8),(8,20),-0.610474 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.441799 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.819833 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,12),-0.843314 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.560637 # DEPENDENCYPART_GRANDPAR
(9,10),(10,19),-0.595987 # DEPENDENCYPART_GRANDPAR
(9,12),(12,1),-0.179473 # DEPENDENCYPART_GRANDPAR
(9,12),(12,5),-0.476344 # DEPENDENCYPART_GRANDPAR
(9,12),(12,6),-0.132479 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-0.0398233 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-0.401673 # DEPENDENCYPART_GRANDPAR
(9,12),(12,10),-0.0385609 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.444394 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.488132 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.323052 # DEPENDENCYPART_GRANDPAR
(9,12),(12,18),-0.501165 # DEPENDENCYPART_GRANDPAR
(9,12),(12,21),-0.183489 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),-0.325089 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.694719 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.450922 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.908898 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),-0.463955 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),-0.32402 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),-0.693276 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),-0.351271 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.506961 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.904488 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),-0.456347 # DEPENDENCYPART_GRANDPAR
(9,15),(15,1),-0.195561 # DEPENDENCYPART_GRANDPAR
(9,15),(15,2),-0.0738148 # DEPENDENCYPART_GRANDPAR
(9,15),(15,3),-0.585265 # DEPENDENCYPART_GRANDPAR
(9,15),(15,5),-0.526705 # DEPENDENCYPART_GRANDPAR
(9,15),(15,6),-0.140785 # DEPENDENCYPART_GRANDPAR
(9,15),(15,8),-0.445447 # DEPENDENCYPART_GRANDPAR
(9,15),(15,9),-0.64393 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,15),(15,10),0.0391799 # DEPENDENCYPART_GRANDPAR
(9,15),(15,11),-0.224956 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),-0.620153 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),-0.303874 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),-0.336646 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.278845 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),-0.831955 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),-0.435591 # DEPENDENCYPART_GRANDPAR
(9,15),(15,19),-0.569554 # DEPENDENCYPART_GRANDPAR
(9,15),(15,20),-0.405135 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),-0.417042 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.82199 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),-0.435677 # DEPENDENCYPART_GRANDPAR
(9,16),(16,19),-0.520136 # DEPENDENCYPART_GRANDPAR
(9,16),(16,20),-0.394956 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),-0.0966753 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),0.014732 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.0856878 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.190836 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),0.00630184 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.142745 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.0155937 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),0.288459 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-0.563061 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.381776 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-0.613927 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.463661 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-0.512335 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),-0.563359 # DEPENDENCYPART_GRANDPAR
(10,8),(8,16),-0.232894 # DEPENDENCYPART_GRANDPAR
(10,8),(8,17),-0.641463 # DEPENDENCYPART_GRANDPAR
(10,8),(8,18),-0.562154 # DEPENDENCYPART_GRANDPAR
(10,8),(8,19),-0.563457 # DEPENDENCYPART_GRANDPAR
(10,8),(8,20),-0.309379 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),0.0788035 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),0.0818804 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),0.218409 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-0.512735 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,12),-0.54715 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.436095 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.485493 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-0.512929 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-0.251895 # DEPENDENCYPART_GRANDPAR
(10,12),(12,1),-0.254952 # DEPENDENCYPART_GRANDPAR
(10,12),(12,5),-0.183761 # DEPENDENCYPART_GRANDPAR
(10,12),(12,6),-0.296875 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-0.169279 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.0771863 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.349214 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,13),-0.271841 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.313303 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.0952577 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),-0.362731 # DEPENDENCYPART_GRANDPAR
(10,12),(12,21),-0.225847 # DEPENDENCYPART_GRANDPAR
(10,15),(15,1),-0.340232 # DEPENDENCYPART_GRANDPAR
(10,15),(15,2),-0.241345 # DEPENDENCYPART_GRANDPAR
(10,15),(15,3),-0.451073 # DEPENDENCYPART_GRANDPAR
(10,15),(15,5),-0.33787 # DEPENDENCYPART_GRANDPAR
(10,15),(15,6),-0.372552 # DEPENDENCYPART_GRANDPAR
(10,15),(15,8),-0.196546 # DEPENDENCYPART_GRANDPAR
(10,15),(15,9),-0.00520718 # DEPENDENCYPART_GRANDPAR
(10,15),(15,10),-0.420302 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,15),(15,11),-0.080092 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),-0.262725 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),-0.194217 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-0.244351 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.0767182 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.298949 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),-0.322529 # DEPENDENCYPART_GRANDPAR
(10,15),(15,19),-0.269074 # DEPENDENCYPART_GRANDPAR
(10,15),(15,20),-0.159119 # DEPENDENCYPART_GRANDPAR
(10,19),(19,3),-0.450655 # DEPENDENCYPART_GRANDPAR
(10,19),(19,5),-0.337452 # DEPENDENCYPART_GRANDPAR
(10,19),(19,7),-0.204121 # DEPENDENCYPART_GRANDPAR
(10,19),(19,8),-0.196545 # DEPENDENCYPART_GRANDPAR
(10,19),(19,9),-0.00484208 # DEPENDENCYPART_GRANDPAR
(10,19),(19,11),-0.0794481 # DEPENDENCYPART_GRANDPAR
(10,19),(19,12),-0.266049 # DEPENDENCYPART_GRANDPAR
(10,19),(19,13),-0.193308 # DEPENDENCYPART_GRANDPAR
(10,19),(19,14),-0.243442 # DEPENDENCYPART_GRANDPAR
(10,19),(19,15),-0.22103 # DEPENDENCYPART_GRANDPAR
(10,19),(19,16),0.042883 # DEPENDENCYPART_GRANDPAR
(10,19),(19,17),-0.293584 # DEPENDENCYPART_GRANDPAR
(10,19),(19,18),-0.295653 # DEPENDENCYPART_GRANDPAR
(10,19),(19,20),-0.164053 # DEPENDENCYPART_GRANDPAR
(11,8),(8,1),-0.0363068 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),-0.190272 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.210809 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.542537 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.294836 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.435992 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.42075 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.0592247 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),-0.399499 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-0.477395 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),-0.250851 # DEPENDENCYPART_GRANDPAR
(11,8),(8,13),-0.337248 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),-0.464704 # DEPENDENCYPART_GRANDPAR
(11,8),(8,15),-0.316078 # DEPENDENCYPART_GRANDPAR
(11,8),(8,16),-0.31189 # DEPENDENCYPART_GRANDPAR
(11,8),(8,17),-0.492026 # DEPENDENCYPART_GRANDPAR
(11,8),(8,18),-0.61451 # DEPENDENCYPART_GRANDPAR
(11,8),(8,19),-0.416052 # DEPENDENCYPART_GRANDPAR
(11,8),(8,20),-0.442 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.141805 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.17569 # DEPENDENCYPART_GRANDPAR
(11,10),(10,12),-0.0934251 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-0.254629 # DEPENDENCYPART_GRANDPAR
(11,10),(10,19),-0.354603 # DEPENDENCYPART_GRANDPAR
(11,12),(12,1),-0.330912 # DEPENDENCYPART_GRANDPAR
(11,12),(12,5),-0.617721 # DEPENDENCYPART_GRANDPAR
(11,12),(12,6),-0.733794 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),-0.692501 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-0.335314 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.538604 # DEPENDENCYPART_GRANDPAR
(11,12),(12,13),-0.116968 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),-0.223728 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.171267 # DEPENDENCYPART_GRANDPAR
(11,12),(12,18),-0.37134 # DEPENDENCYPART_GRANDPAR
(11,12),(12,21),-0.0694146 # DEPENDENCYPART_GRANDPAR
(11,15),(15,1),-0.404546 # DEPENDENCYPART_GRANDPAR
(11,15),(15,2),-0.517394 # DEPENDENCYPART_GRANDPAR
(11,15),(15,3),-0.696513 # DEPENDENCYPART_GRANDPAR
(11,15),(15,5),-0.749936 # DEPENDENCYPART_GRANDPAR
(11,15),(15,6),-0.809758 # DEPENDENCYPART_GRANDPAR
(11,15),(15,8),-0.439871 # DEPENDENCYPART_GRANDPAR
(11,15),(15,9),-0.364594 # DEPENDENCYPART_GRANDPAR
(11,15),(15,10),-0.638338 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-0.215065 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),0.202006 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),-0.0761296 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),-0.174668 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.0484936 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.0495495 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),-0.273204 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),-0.106321 # DEPENDENCYPART_GRANDPAR
(11,15),(15,20),-0.190347 # DEPENDENCYPART_GRANDPAR
(11,19),(19,3),-0.696091 # DEPENDENCYPART_GRANDPAR
(11,19),(19,5),-0.749513 # DEPENDENCYPART_GRANDPAR
(11,19),(19,7),-0.705058 # DEPENDENCYPART_GRANDPAR
(11,19),(19,8),-0.439865 # DEPENDENCYPART_GRANDPAR
(11,19),(19,9),-0.364224 # DEPENDENCYPART_GRANDPAR
(11,19),(19,11),-0.209988 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,19),(19,12),0.20149 # DEPENDENCYPART_GRANDPAR
(11,19),(19,13),-0.0708245 # DEPENDENCYPART_GRANDPAR
(11,19),(19,14),-0.169363 # DEPENDENCYPART_GRANDPAR
(11,19),(19,15),0.0516342 # DEPENDENCYPART_GRANDPAR
(11,19),(19,16),-0.0174218 # DEPENDENCYPART_GRANDPAR
(11,19),(19,17),-0.0396849 # DEPENDENCYPART_GRANDPAR
(11,19),(19,18),-0.321561 # DEPENDENCYPART_GRANDPAR
(11,19),(19,20),-0.197795 # DEPENDENCYPART_GRANDPAR
(12,1),(1,2),-0.168305 # DEPENDENCYPART_GRANDPAR
(12,1),(1,3),-0.40798 # DEPENDENCYPART_GRANDPAR
(12,1),(1,13),-0.231043 # DEPENDENCYPART_GRANDPAR
(12,1),(1,14),-0.315258 # DEPENDENCYPART_GRANDPAR
(12,5),(5,1),-0.46699 # DEPENDENCYPART_GRANDPAR
(12,5),(5,2),-0.0272061 # DEPENDENCYPART_GRANDPAR
(12,5),(5,3),-0.502259 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),-0.628441 # DEPENDENCYPART_GRANDPAR
(12,5),(5,6),-0.183217 # DEPENDENCYPART_GRANDPAR
(12,5),(5,7),-0.650864 # DEPENDENCYPART_GRANDPAR
(12,5),(5,8),0.174006 # DEPENDENCYPART_GRANDPAR
(12,5),(5,9),-1.47231 # DEPENDENCYPART_GRANDPAR
(12,5),(5,12),-0.97891 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,5),(5,15),-0.658245 # DEPENDENCYPART_GRANDPAR
(12,5),(5,17),-0.760794 # DEPENDENCYPART_GRANDPAR
(12,5),(5,19),-0.637524 # DEPENDENCYPART_GRANDPAR
(12,6),(6,1),-0.353638 # DEPENDENCYPART_GRANDPAR
(12,6),(6,3),-0.366276 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),-0.348527 # DEPENDENCYPART_GRANDPAR
(12,6),(6,7),-0.699777 # DEPENDENCYPART_GRANDPAR
(12,7),(7,1),-0.334967 # DEPENDENCYPART_GRANDPAR
(12,7),(7,3),-0.460537 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),-0.444681 # DEPENDENCYPART_GRANDPAR
(12,8),(8,1),-0.319157 # DEPENDENCYPART_GRANDPAR
(12,8),(8,2),-0.00290966 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),-0.296315 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),-0.498024 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),-0.288882 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.227316 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.753121 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),-1.23712 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),-0.19189 # DEPENDENCYPART_GRANDPAR
(12,8),(8,11),-0.0544636 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-0.997342 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,13),-0.292265 # DEPENDENCYPART_GRANDPAR
(12,8),(8,14),-0.375036 # DEPENDENCYPART_GRANDPAR
(12,8),(8,15),-0.708975 # DEPENDENCYPART_GRANDPAR
(12,8),(8,16),-0.61559 # DEPENDENCYPART_GRANDPAR
(12,8),(8,17),-0.779226 # DEPENDENCYPART_GRANDPAR
(12,8),(8,18),-0.3628 # DEPENDENCYPART_GRANDPAR
(12,8),(8,19),-0.688254 # DEPENDENCYPART_GRANDPAR
(12,8),(8,20),-0.686916 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.150765 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-1.6339 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-0.916157 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,15),-0.681418 # DEPENDENCYPART_GRANDPAR
(12,10),(10,19),-0.660697 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.35661 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.594089 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.16125 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-0.468365 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),-0.149015 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.356593 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.591947 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),-0.0754532 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.407577 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.462734 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.138971 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),-0.172925 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.382476 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-0.147336 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),-0.369207 # DEPENDENCYPART_GRANDPAR
(12,16),(16,20),-0.480703 # DEPENDENCYPART_GRANDPAR
(12,18),(18,11),-0.356593 # DEPENDENCYPART_GRANDPAR
(12,18),(18,15),-0.281717 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),-0.373831 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.202126 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.0678863 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),0.0949052 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),-0.553244 # DEPENDENCYPART_GRANDPAR
(13,11),(11,19),-0.497632 # DEPENDENCYPART_GRANDPAR
(13,12),(12,1),-0.256381 # DEPENDENCYPART_GRANDPAR
(13,12),(12,5),-0.194026 # DEPENDENCYPART_GRANDPAR
(13,12),(12,6),-0.240873 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),-0.173092 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.225804 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.108686 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-0.75489 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.407059 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-0.469703 # DEPENDENCYPART_GRANDPAR
(13,12),(12,18),-0.549703 # DEPENDENCYPART_GRANDPAR
(13,12),(12,21),-0.233968 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.381735 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.167172 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.50559 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.318834 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.381241 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),-0.364431 # DEPENDENCYPART_GRANDPAR
(13,17),(17,1),-0.37525 # DEPENDENCYPART_GRANDPAR
(13,17),(17,6),-0.470867 # DEPENDENCYPART_GRANDPAR
(13,17),(17,8),-0.413696 # DEPENDENCYPART_GRANDPAR
(13,17),(17,10),-0.303182 # DEPENDENCYPART_GRANDPAR
(13,17),(17,12),-0.192348 # DEPENDENCYPART_GRANDPAR
(13,17),(17,13),-0.49862 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,17),(17,14),-0.14087 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),-0.170775 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),-0.246918 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.430274 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),-0.268176 # DEPENDENCYPART_GRANDPAR
(13,17),(17,20),-0.339619 # DEPENDENCYPART_GRANDPAR
(13,17),(17,21),-0.0816054 # DEPENDENCYPART_GRANDPAR
(13,18),(18,11),-0.381735 # DEPENDENCYPART_GRANDPAR
(13,18),(18,15),-0.282894 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),-0.248415 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),-0.125637 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.0149045 # DEPENDENCYPART_GRANDPAR
