# _root_ وَ يُشَكِّلُ هٰذا الخَفْضُ , بِ الإِضافَةِ إِلَى ثَلاثَةِ آلافِ آخَرِينَ فِي مارِس الماضِي , نِسْبَةَ 11 بِ المِائَةِ مِن مَجْمُوعِ عَدَدِ العامِلِينَ عَلَى أَجْهِزَةِ الفَحْصِ وَ البالِغِ 55600 شَخْصٍ . وَ مِن المُتَوَقَّعِ أَن تُوَفِّرَ إِدارَةُ أَمْنِ النَقْلِ مَبْلَغاً يَقْرَبُ مِن 280 مِلْيُونَ دُولارٍ أَمْرِيكِيٍّ .
#goldHeads=0,0,4,8,4,8,8,2,8,9,10,11,12,13,14,2,16,17,18,17,20,21,22,23,24,25,28,22,28,29,0,0,0,33,33,35,36,37,38,36,40,41,42,43,44,45,0,
#predictedHeads=0,0,4,2,4,8,8,2,8,9,10,9,12,13,14,15,16,17,18,17,20,21,22,23,24,25,25,27,28,29,0,0,29,33,33,35,36,37,38,36,40,41,42,43,44,45,0,
(43,7),-3.31828 # DEPENDENCYPART_ARC
(43,8),-2.32645 # DEPENDENCYPART_ARC
(43,9),-3.12021 # DEPENDENCYPART_ARC
(43,10),-3.06185 # DEPENDENCYPART_ARC
(43,11),-2.94641 # DEPENDENCYPART_ARC
(43,12),-2.07075 # DEPENDENCYPART_ARC
(43,13),-1.71732 # DEPENDENCYPART_ARC
(43,14),-1.38237 # DEPENDENCYPART_ARC
(43,15),-1.54568 # DEPENDENCYPART_ARC
(43,16),-2.47035 # DEPENDENCYPART_ARC
(43,17),-1.71056 # DEPENDENCYPART_ARC
(43,18),-1.75747 # DEPENDENCYPART_ARC
(43,19),-2.38455 # DEPENDENCYPART_ARC
(43,20),-1.50547 # DEPENDENCYPART_ARC
(43,21),-2.12635 # DEPENDENCYPART_ARC
(43,22),-1.94564 # DEPENDENCYPART_ARC
(43,23),-1.6179 # DEPENDENCYPART_ARC
(43,24),-1.24551 # DEPENDENCYPART_ARC
(43,25),-1.56277 # DEPENDENCYPART_ARC
(43,26),-1.44618 # DEPENDENCYPART_ARC
(43,27),-1.05497 # DEPENDENCYPART_ARC
(43,28),-1.15407 # DEPENDENCYPART_ARC
(43,29),-1.34783 # DEPENDENCYPART_ARC
(43,30),-1.23006 # DEPENDENCYPART_ARC
(43,31),-1.02814 # DEPENDENCYPART_ARC
(43,32),-0.963833 # DEPENDENCYPART_ARC
(43,33),-0.650661 # DEPENDENCYPART_ARC
(43,34),-1.05128 # DEPENDENCYPART_ARC
(43,35),-0.818378 # DEPENDENCYPART_ARC
(43,36),-0.81447 # DEPENDENCYPART_ARC
(43,37),-0.802221 # DEPENDENCYPART_ARC
(43,38),-0.41387 # DEPENDENCYPART_ARC
(43,39),-0.211604 # DEPENDENCYPART_ARC
(43,40),-0.10728 # DEPENDENCYPART_ARC
(43,41),-0.211903 # DEPENDENCYPART_ARC
(43,42),1.30893 # DEPENDENCYPART_ARC
(43,44),2.7976 # DEPENDENCYPART_ARC
(43,45),0.6323 # DEPENDENCYPART_ARC
(43,46),0.356632 # DEPENDENCYPART_ARC
(43,47),0.0284695 # DEPENDENCYPART_ARC
(44,1),-5.02644 # DEPENDENCYPART_ARC
(44,2),-4.69456 # DEPENDENCYPART_ARC
(44,3),-6.54066 # DEPENDENCYPART_ARC
(44,4),-3.91321 # DEPENDENCYPART_ARC
(44,5),-3.54643 # DEPENDENCYPART_ARC
(44,6),-2.27756 # DEPENDENCYPART_ARC
(44,7),-4.10465 # DEPENDENCYPART_ARC
(44,8),-3.70389 # DEPENDENCYPART_ARC
(44,9),-3.86923 # DEPENDENCYPART_ARC
(44,10),-3.83759 # DEPENDENCYPART_ARC
(44,11),-3.59094 # DEPENDENCYPART_ARC
(44,12),-3.41415 # DEPENDENCYPART_ARC
(44,13),-2.49127 # DEPENDENCYPART_ARC
(44,14),-2.1617 # DEPENDENCYPART_ARC
(44,15),-2.78474 # DEPENDENCYPART_ARC
(44,16),-2.44757 # DEPENDENCYPART_ARC
(44,17),-2.00522 # DEPENDENCYPART_ARC
(44,18),-1.60946 # DEPENDENCYPART_ARC
(44,19),-3.26881 # DEPENDENCYPART_ARC
(44,20),-2.65483 # DEPENDENCYPART_ARC
(44,21),-3.15173 # DEPENDENCYPART_ARC
(44,22),-3.02032 # DEPENDENCYPART_ARC
(44,23),-2.69247 # DEPENDENCYPART_ARC
(44,24),-2.33642 # DEPENDENCYPART_ARC
(44,25),-2.52508 # DEPENDENCYPART_ARC
(44,26),-2.74694 # DEPENDENCYPART_ARC
(44,27),-2.39021 # DEPENDENCYPART_ARC
(44,28),-2.19459 # DEPENDENCYPART_ARC
(44,29),-1.64996 # DEPENDENCYPART_ARC
(44,30),-2.56659 # DEPENDENCYPART_ARC
(44,31),-1.7227 # DEPENDENCYPART_ARC
(44,32),-1.95605 # DEPENDENCYPART_ARC
(44,33),-1.64566 # DEPENDENCYPART_ARC
(44,34),-2.30572 # DEPENDENCYPART_ARC
(44,35),-1.59211 # DEPENDENCYPART_ARC
(44,36),-1.50858 # DEPENDENCYPART_ARC
(44,37),-1.26766 # DEPENDENCYPART_ARC
(44,38),-1.85021 # DEPENDENCYPART_ARC
(44,39),-1.78472 # DEPENDENCYPART_ARC
(44,40),-1.03619 # DEPENDENCYPART_ARC
(44,41),-1.00719 # DEPENDENCYPART_ARC
(44,42),-0.69437 # DEPENDENCYPART_ARC
(44,43),-0.338734 # DEPENDENCYPART_ARC
(44,45),2.41077 # DEPENDENCYPART_ARC
(44,46),-0.12904 # DEPENDENCYPART_ARC
(44,47),-0.521574 # DEPENDENCYPART_ARC
(45,1),-4.36816 # DEPENDENCYPART_ARC
(45,2),-4.8262 # DEPENDENCYPART_ARC
(45,3),-5.5935 # DEPENDENCYPART_ARC
(45,4),-3.74513 # DEPENDENCYPART_ARC
(45,5),-3.12768 # DEPENDENCYPART_ARC
(45,6),-1.61646 # DEPENDENCYPART_ARC
(45,7),-4.43402 # DEPENDENCYPART_ARC
(45,8),-3.06896 # DEPENDENCYPART_ARC
(45,9),-4.26806 # DEPENDENCYPART_ARC
(45,10),-3.894 # DEPENDENCYPART_ARC
(45,11),-3.72436 # DEPENDENCYPART_ARC
(45,12),-2.78825 # DEPENDENCYPART_ARC
(45,13),-1.93748 # DEPENDENCYPART_ARC
(45,14),-1.71554 # DEPENDENCYPART_ARC
(45,15),-2.28075 # DEPENDENCYPART_ARC
(45,16),-2.68749 # DEPENDENCYPART_ARC
(45,17),-1.31624 # DEPENDENCYPART_ARC
(45,18),-1.04935 # DEPENDENCYPART_ARC
(45,19),-3.54096 # DEPENDENCYPART_ARC
(45,20),-1.93156 # DEPENDENCYPART_ARC
(45,21),-3.18599 # DEPENDENCYPART_ARC
(45,22),-3.0788 # DEPENDENCYPART_ARC
(45,23),-2.65743 # DEPENDENCYPART_ARC
(45,24),-2.1416 # DEPENDENCYPART_ARC
(45,25),-2.90236 # DEPENDENCYPART_ARC
(45,26),-2.27026 # DEPENDENCYPART_ARC
(45,27),-1.71126 # DEPENDENCYPART_ARC
(45,28),-1.62847 # DEPENDENCYPART_ARC
(45,29),-0.855219 # DEPENDENCYPART_ARC
(45,30),-2.3317 # DEPENDENCYPART_ARC
(45,31),-1.43775 # DEPENDENCYPART_ARC
(45,32),-1.36176 # DEPENDENCYPART_ARC
(45,33),-1.09116 # DEPENDENCYPART_ARC
(45,34),-1.91372 # DEPENDENCYPART_ARC
(45,35),-0.903254 # DEPENDENCYPART_ARC
(45,36),-1.73795 # DEPENDENCYPART_ARC
(45,37),-1.55552 # DEPENDENCYPART_ARC
(45,38),-1.84609 # DEPENDENCYPART_ARC
(45,39),-1.47885 # DEPENDENCYPART_ARC
(45,40),-1.1281 # DEPENDENCYPART_ARC
(45,41),-1.10252 # DEPENDENCYPART_ARC
(45,42),-0.312992 # DEPENDENCYPART_ARC
(45,43),0.00633348 # DEPENDENCYPART_ARC
(45,44),-0.0332693 # DEPENDENCYPART_ARC
(45,46),1.74101 # DEPENDENCYPART_ARC
(45,47),-0.891549 # DEPENDENCYPART_ARC
(46,1),-4.43051 # DEPENDENCYPART_ARC
(46,2),-4.29781 # DEPENDENCYPART_ARC
(46,3),-4.45108 # DEPENDENCYPART_ARC
(46,4),-5.11074 # DEPENDENCYPART_ARC
(46,5),-2.36135 # DEPENDENCYPART_ARC
(46,6),-3.35888 # DEPENDENCYPART_ARC
(46,7),-5.81748 # DEPENDENCYPART_ARC
(46,8),-2.67712 # DEPENDENCYPART_ARC
(46,9),-5.38498 # DEPENDENCYPART_ARC
(46,10),-4.7753 # DEPENDENCYPART_ARC
(46,11),-5.18395 # DEPENDENCYPART_ARC
(46,12),-2.31708 # DEPENDENCYPART_ARC
(46,13),-2.15964 # DEPENDENCYPART_ARC
(46,14),-2.44405 # DEPENDENCYPART_ARC
(46,15),-1.72489 # DEPENDENCYPART_ARC
(46,16),-3.91862 # DEPENDENCYPART_ARC
(46,17),-1.39174 # DEPENDENCYPART_ARC
(46,18),-2.44175 # DEPENDENCYPART_ARC
(46,19),-4.72343 # DEPENDENCYPART_ARC
(46,20),-1.92604 # DEPENDENCYPART_ARC
(46,21),-3.55651 # DEPENDENCYPART_ARC
(46,22),-3.73856 # DEPENDENCYPART_ARC
(46,23),-3.90172 # DEPENDENCYPART_ARC
(46,24),-1.98793 # DEPENDENCYPART_ARC
(46,25),-3.97107 # DEPENDENCYPART_ARC
(46,26),-2.87181 # DEPENDENCYPART_ARC
(46,27),-1.76927 # DEPENDENCYPART_ARC
(46,28),-2.06915 # DEPENDENCYPART_ARC
(46,29),-1.04812 # DEPENDENCYPART_ARC
(46,30),-2.94651 # DEPENDENCYPART_ARC
(46,31),-0.980938 # DEPENDENCYPART_ARC
(46,32),-1.62331 # DEPENDENCYPART_ARC
(46,33),-1.25313 # DEPENDENCYPART_ARC
(46,34),-2.16565 # DEPENDENCYPART_ARC
(46,35),-0.773628 # DEPENDENCYPART_ARC
(46,36),-1.78732 # DEPENDENCYPART_ARC
(46,37),-2.3188 # DEPENDENCYPART_ARC
(46,38),-1.97531 # DEPENDENCYPART_ARC
(46,39),-1.60873 # DEPENDENCYPART_ARC
(46,40),-1.40831 # DEPENDENCYPART_ARC
(46,41),-1.39054 # DEPENDENCYPART_ARC
(46,42),-0.390664 # DEPENDENCYPART_ARC
(46,43),-0.145639 # DEPENDENCYPART_ARC
(46,44),0.309963 # DEPENDENCYPART_ARC
(46,45),-0.586923 # DEPENDENCYPART_ARC
(46,47),0.205625 # DEPENDENCYPART_ARC
(47,1),-5.43343 # DEPENDENCYPART_ARC
(47,2),-6.43589 # DEPENDENCYPART_ARC
(47,3),-3.14425 # DEPENDENCYPART_ARC
(47,4),-6.32026 # DEPENDENCYPART_ARC
(47,5),-4.44824 # DEPENDENCYPART_ARC
(47,6),-4.58598 # DEPENDENCYPART_ARC
(47,7),-5.31257 # DEPENDENCYPART_ARC
(47,8),-4.22126 # DEPENDENCYPART_ARC
(47,9),-4.88386 # DEPENDENCYPART_ARC
(47,10),-4.90151 # DEPENDENCYPART_ARC
(47,11),-5.07934 # DEPENDENCYPART_ARC
(47,12),-4.42841 # DEPENDENCYPART_ARC
(47,13),-3.92079 # DEPENDENCYPART_ARC
(47,14),-3.29567 # DEPENDENCYPART_ARC
(47,15),-3.69177 # DEPENDENCYPART_ARC
(47,16),-4.82042 # DEPENDENCYPART_ARC
(47,17),-4.4889 # DEPENDENCYPART_ARC
(47,18),-3.38003 # DEPENDENCYPART_ARC
(47,19),-3.96691 # DEPENDENCYPART_ARC
(47,20),-3.52286 # DEPENDENCYPART_ARC
(47,21),-3.46777 # DEPENDENCYPART_ARC
(47,22),-3.54264 # DEPENDENCYPART_ARC
(47,23),-3.79916 # DEPENDENCYPART_ARC
(47,24),-3.02536 # DEPENDENCYPART_ARC
(47,25),-3.10942 # DEPENDENCYPART_ARC
(47,26),-3.31645 # DEPENDENCYPART_ARC
(47,27),-2.95676 # DEPENDENCYPART_ARC
(47,28),-2.36576 # DEPENDENCYPART_ARC
(47,29),-3.08836 # DEPENDENCYPART_ARC
(47,30),-3.03256 # DEPENDENCYPART_ARC
(47,31),-2.24947 # DEPENDENCYPART_ARC
(47,32),-2.72768 # DEPENDENCYPART_ARC
(47,33),-2.73496 # DEPENDENCYPART_ARC
(47,34),-2.37882 # DEPENDENCYPART_ARC
(47,35),-2.15133 # DEPENDENCYPART_ARC
(47,36),-2.46016 # DEPENDENCYPART_ARC
(47,37),-2.19867 # DEPENDENCYPART_ARC
(47,38),-2.08553 # DEPENDENCYPART_ARC
(47,39),-1.97165 # DEPENDENCYPART_ARC
(47,40),-1.90475 # DEPENDENCYPART_ARC
(47,41),-1.564 # DEPENDENCYPART_ARC
(47,42),-1.66955 # DEPENDENCYPART_ARC
(47,43),-1.15227 # DEPENDENCYPART_ARC
(47,44),-0.928142 # DEPENDENCYPART_ARC
(47,45),-0.906355 # DEPENDENCYPART_ARC
(47,46),-0.499902 # DEPENDENCYPART_ARC
