# _root_ وَ كانَ خَطُّ الإِنْتاجِ هٰذا قَد بَدَأَ بِناؤُ هُ فِي مايُو 2002 , وَ طاقَتُ هُ الإِنْتاجِيَّةُ التصميمية 150 أَلْفَ طُنِّ سَنَوِيّاً , وَ مُنْتَجاتُ هُ تُناسِبُ قِطاعَيْ العُمْرانِ وَ الأَجْهِزَةِ الكَهْرَبائِيَّةِ المَنْزِلِيَّةِ .
#goldHeads=0,14,2,3,3,7,2,7,8,7,10,11,12,0,19,15,15,15,14,19,20,19,22,14,27,25,14,27,30,28,30,31,31,0,
#predictedHeads=0,0,2,3,4,7,2,7,8,7,10,11,12,3,14,15,15,15,18,19,20,21,22,14,24,25,25,27,30,28,30,31,31,0,
(2,3),(2,6),-0.0294095 # DEPENDENCYPART_SIBL
(2,3),(2,7),0.0843465 # DEPENDENCYPART_SIBL
(2,3),(2,8),-0.0992092 # DEPENDENCYPART_SIBL
(2,3),(2,10),-0.00284405 # DEPENDENCYPART_SIBL
(2,3),(2,11),-0.0575736 # DEPENDENCYPART_SIBL
(2,3),(2,12),0.0123389 # DEPENDENCYPART_SIBL
(2,3),(2,13),-0.114771 # DEPENDENCYPART_SIBL
(2,3),(2,14),-0.357511 # DEPENDENCYPART_SIBL
(2,3),(2,17),-0.00175703 # DEPENDENCYPART_SIBL
(2,3),(2,18),-0.0574063 # DEPENDENCYPART_SIBL
(2,3),(2,19),0.0141203 # DEPENDENCYPART_SIBL
(2,3),(2,22),0.0182539 # DEPENDENCYPART_SIBL
(2,3),(2,24),-0.357511 # DEPENDENCYPART_SIBL
(2,3),(2,30),-0.357511 # DEPENDENCYPART_SIBL
(2,4),(2,6),-0.0290672 # DEPENDENCYPART_SIBL
(2,4),(2,7),0.0906884 # DEPENDENCYPART_SIBL
(2,4),(2,8),-0.0868571 # DEPENDENCYPART_SIBL
(2,4),(2,10),-0.0144283 # DEPENDENCYPART_SIBL
(2,4),(2,11),-0.0572313 # DEPENDENCYPART_SIBL
(2,4),(2,12),0.0110108 # DEPENDENCYPART_SIBL
(2,4),(2,13),-0.114422 # DEPENDENCYPART_SIBL
(2,4),(2,14),-0.357989 # DEPENDENCYPART_SIBL
(2,4),(2,17),0.000490821 # DEPENDENCYPART_SIBL
(2,4),(2,18),-0.057064 # DEPENDENCYPART_SIBL
(2,4),(2,19),0.0127923 # DEPENDENCYPART_SIBL
(2,4),(2,22),0.0205018 # DEPENDENCYPART_SIBL
(2,4),(2,24),-0.357989 # DEPENDENCYPART_SIBL
(2,4),(2,30),-0.357989 # DEPENDENCYPART_SIBL
(2,6),(2,7),-0.024649 # DEPENDENCYPART_SIBL
(2,6),(2,8),-0.0600286 # DEPENDENCYPART_SIBL
(2,6),(2,10),-0.0184529 # DEPENDENCYPART_SIBL
(2,6),(2,11),-0.0320358 # DEPENDENCYPART_SIBL
(2,6),(2,12),-0.0277248 # DEPENDENCYPART_SIBL
(2,6),(2,13),-0.0231302 # DEPENDENCYPART_SIBL
(2,6),(2,14),-0.139589 # DEPENDENCYPART_SIBL
(2,6),(2,17),-0.0189893 # DEPENDENCYPART_SIBL
(2,6),(2,18),-0.0359049 # DEPENDENCYPART_SIBL
(2,6),(2,19),-0.0264707 # DEPENDENCYPART_SIBL
(2,6),(2,22),-0.0108283 # DEPENDENCYPART_SIBL
(2,6),(2,24),-0.139589 # DEPENDENCYPART_SIBL
(2,6),(2,30),-0.139589 # DEPENDENCYPART_SIBL
(2,7),(2,8),-0.0640799 # DEPENDENCYPART_SIBL
(2,7),(2,10),0.0540489 # DEPENDENCYPART_SIBL
(2,7),(2,11),-0.0256224 # DEPENDENCYPART_SIBL
(2,7),(2,12),-0.0323616 # DEPENDENCYPART_SIBL
(2,7),(2,13),-0.00770059 # DEPENDENCYPART_SIBL
(2,7),(2,14),-0.169761 # DEPENDENCYPART_SIBL
(2,7),(2,17),-0.0384568 # DEPENDENCYPART_SIBL
(2,7),(2,18),-0.0362812 # DEPENDENCYPART_SIBL
(2,7),(2,19),-0.0309672 # DEPENDENCYPART_SIBL
(2,7),(2,22),-0.0308649 # DEPENDENCYPART_SIBL
(2,7),(2,24),-0.169761 # DEPENDENCYPART_SIBL
(2,7),(2,30),-0.169761 # DEPENDENCYPART_SIBL
(2,8),(2,10),-0.00250173 # DEPENDENCYPART_SIBL
(2,8),(2,11),-0.0572313 # DEPENDENCYPART_SIBL
(2,8),(2,12),0.0126913 # DEPENDENCYPART_SIBL
(2,8),(2,13),-0.114422 # DEPENDENCYPART_SIBL
(2,8),(2,14),-0.357168 # DEPENDENCYPART_SIBL
(2,8),(2,17),-0.0014147 # DEPENDENCYPART_SIBL
(2,8),(2,18),-0.057064 # DEPENDENCYPART_SIBL
(2,8),(2,19),0.0144728 # DEPENDENCYPART_SIBL
(2,8),(2,22),0.0185963 # DEPENDENCYPART_SIBL
(2,8),(2,24),-0.357168 # DEPENDENCYPART_SIBL
(2,8),(2,30),-0.357168 # DEPENDENCYPART_SIBL
(2,10),(2,11),-0.0213219 # DEPENDENCYPART_SIBL
(2,10),(2,12),-0.0684269 # DEPENDENCYPART_SIBL
(2,10),(2,13),-0.0540008 # DEPENDENCYPART_SIBL
(2,10),(2,14),-0.141711 # DEPENDENCYPART_SIBL
(2,10),(2,17),-0.0771215 # DEPENDENCYPART_SIBL
(2,10),(2,18),-0.071478 # DEPENDENCYPART_SIBL
(2,10),(2,19),-0.068582 # DEPENDENCYPART_SIBL
(2,10),(2,22),-0.0648172 # DEPENDENCYPART_SIBL
(2,10),(2,24),-0.141711 # DEPENDENCYPART_SIBL
(2,10),(2,30),-0.141711 # DEPENDENCYPART_SIBL
(2,11),(2,12),-0.0651086 # DEPENDENCYPART_SIBL
(2,11),(2,13),-0.0267467 # DEPENDENCYPART_SIBL
(2,11),(2,14),-0.146585 # DEPENDENCYPART_SIBL
(2,11),(2,17),0.00652279 # DEPENDENCYPART_SIBL
(2,11),(2,18),0.0121191 # DEPENDENCYPART_SIBL
(2,11),(2,19),-0.0535544 # DEPENDENCYPART_SIBL
(2,11),(2,22),0.0249015 # DEPENDENCYPART_SIBL
(2,11),(2,24),-0.146585 # DEPENDENCYPART_SIBL
(2,11),(2,30),-0.146585 # DEPENDENCYPART_SIBL
(2,12),(2,13),-0.0265799 # DEPENDENCYPART_SIBL
(2,12),(2,14),-0.178612 # DEPENDENCYPART_SIBL
(2,12),(2,17),-0.032895 # DEPENDENCYPART_SIBL
(2,12),(2,18),-0.0312413 # DEPENDENCYPART_SIBL
(2,12),(2,19),-0.0845606 # DEPENDENCYPART_SIBL
(2,12),(2,22),-0.0160316 # DEPENDENCYPART_SIBL
(2,12),(2,24),-0.178612 # DEPENDENCYPART_SIBL
(2,12),(2,30),-0.178612 # DEPENDENCYPART_SIBL
(2,13),(2,14),-0.0873427 # DEPENDENCYPART_SIBL
(2,13),(2,17),0.014294 # DEPENDENCYPART_SIBL
(2,13),(2,18),-0.0371031 # DEPENDENCYPART_SIBL
(2,13),(2,19),0.0324575 # DEPENDENCYPART_SIBL
(2,13),(2,22),0.0267577 # DEPENDENCYPART_SIBL
(2,13),(2,24),-0.0873427 # DEPENDENCYPART_SIBL
(2,13),(2,30),-0.0873427 # DEPENDENCYPART_SIBL
(2,14),(2,17),-0.0373311 # DEPENDENCYPART_SIBL
(2,14),(2,18),-0.0332841 # DEPENDENCYPART_SIBL
(2,14),(2,19),-0.0520904 # DEPENDENCYPART_SIBL
(2,14),(2,22),-0.017094 # DEPENDENCYPART_SIBL
(2,14),(2,24),-0.210817 # DEPENDENCYPART_SIBL
(2,14),(2,30),-0.210817 # DEPENDENCYPART_SIBL
(2,17),(2,18),-0.0728727 # DEPENDENCYPART_SIBL
(2,17),(2,19),-0.0687085 # DEPENDENCYPART_SIBL
(2,17),(2,22),-0.0631965 # DEPENDENCYPART_SIBL
(2,17),(2,24),-0.207159 # DEPENDENCYPART_SIBL
(2,17),(2,30),-0.207159 # DEPENDENCYPART_SIBL
(2,18),(2,19),-0.0495939 # DEPENDENCYPART_SIBL
(2,18),(2,22),0.0199092 # DEPENDENCYPART_SIBL
(2,18),(2,24),-0.141512 # DEPENDENCYPART_SIBL
(2,18),(2,30),-0.141512 # DEPENDENCYPART_SIBL
(2,19),(2,22),-0.0216138 # DEPENDENCYPART_SIBL
(2,19),(2,24),-0.17647 # DEPENDENCYPART_SIBL
(2,19),(2,30),-0.17647 # DEPENDENCYPART_SIBL
(2,22),(2,24),-0.202586 # DEPENDENCYPART_SIBL
(2,22),(2,30),-0.202586 # DEPENDENCYPART_SIBL
(2,24),(2,30),-0.210817 # DEPENDENCYPART_SIBL
(3,1),(3,2),0.00484163 # DEPENDENCYPART_SIBL
(3,1),(3,4),0.00638891 # DEPENDENCYPART_SIBL
(3,1),(3,5),0.0189003 # DEPENDENCYPART_SIBL
(3,1),(3,6),0.000202449 # DEPENDENCYPART_SIBL
(3,1),(3,7),0.0071214 # DEPENDENCYPART_SIBL
(3,1),(3,8),0.00763874 # DEPENDENCYPART_SIBL
(3,1),(3,9),0.0264116 # DEPENDENCYPART_SIBL
(3,1),(3,10),0.00458891 # DEPENDENCYPART_SIBL
(3,1),(3,11),0.0296125 # DEPENDENCYPART_SIBL
(3,1),(3,14),-0.024712 # DEPENDENCYPART_SIBL
(3,2),(3,4),-0.0123297 # DEPENDENCYPART_SIBL
(3,2),(3,5),0.0170725 # DEPENDENCYPART_SIBL
(3,2),(3,6),0.0185963 # DEPENDENCYPART_SIBL
(3,2),(3,7),0.10627 # DEPENDENCYPART_SIBL
(3,2),(3,8),-0.0110797 # DEPENDENCYPART_SIBL
(3,2),(3,9),0.0156185 # DEPENDENCYPART_SIBL
(3,2),(3,10),-0.0180979 # DEPENDENCYPART_SIBL
(3,2),(3,11),-0.0427142 # DEPENDENCYPART_SIBL
(3,2),(3,14),0.00198718 # DEPENDENCYPART_SIBL
(3,4),(3,5),0.0376458 # DEPENDENCYPART_SIBL
(3,4),(3,6),0.00887028 # DEPENDENCYPART_SIBL
(3,4),(3,7),0.162119 # DEPENDENCYPART_SIBL
(3,4),(3,8),-0.0129424 # DEPENDENCYPART_SIBL
(3,4),(3,9),-0.0278194 # DEPENDENCYPART_SIBL
(3,4),(3,10),0.143674 # DEPENDENCYPART_SIBL
(3,4),(3,11),0.0140994 # DEPENDENCYPART_SIBL
(3,4),(3,14),-0.183919 # DEPENDENCYPART_SIBL
(3,5),(3,6),0.0045989 # DEPENDENCYPART_SIBL
(3,5),(3,7),0.446493 # DEPENDENCYPART_SIBL
(3,5),(3,8),-0.0380331 # DEPENDENCYPART_SIBL
(3,5),(3,9),-0.0812296 # DEPENDENCYPART_SIBL
(3,5),(3,10),0.0167871 # DEPENDENCYPART_SIBL
(3,5),(3,11),-0.0332801 # DEPENDENCYPART_SIBL
(3,5),(3,14),0.0273671 # DEPENDENCYPART_SIBL
(3,6),(3,7),0.044134 # DEPENDENCYPART_SIBL
(3,6),(3,8),-0.0154474 # DEPENDENCYPART_SIBL
(3,6),(3,9),-0.0356623 # DEPENDENCYPART_SIBL
(3,6),(3,10),0.00479833 # DEPENDENCYPART_SIBL
(3,6),(3,11),-0.0400535 # DEPENDENCYPART_SIBL
(3,6),(3,14),-0.065353 # DEPENDENCYPART_SIBL
(3,7),(3,8),-0.000966075 # DEPENDENCYPART_SIBL
(3,7),(3,9),-0.060583 # DEPENDENCYPART_SIBL
(3,7),(3,10),0.0151468 # DEPENDENCYPART_SIBL
(3,7),(3,11),-0.0408573 # DEPENDENCYPART_SIBL
(3,7),(3,14),-0.0820549 # DEPENDENCYPART_SIBL
(3,8),(3,9),-0.0526968 # DEPENDENCYPART_SIBL
(3,8),(3,10),0.140817 # DEPENDENCYPART_SIBL
(3,8),(3,11),-0.00848787 # DEPENDENCYPART_SIBL
(3,8),(3,14),-0.205227 # DEPENDENCYPART_SIBL
(3,9),(3,10),-0.0169118 # DEPENDENCYPART_SIBL
(3,9),(3,11),-0.076325 # DEPENDENCYPART_SIBL
(3,9),(3,14),-0.0519648 # DEPENDENCYPART_SIBL
(3,10),(3,11),-0.00932907 # DEPENDENCYPART_SIBL
(3,10),(3,14),-0.0105163 # DEPENDENCYPART_SIBL
(3,11),(3,14),-0.177203 # DEPENDENCYPART_SIBL
(4,1),(4,2),0.00484163 # DEPENDENCYPART_SIBL
(4,1),(4,3),-0.0177226 # DEPENDENCYPART_SIBL
(4,1),(4,5),0.0190283 # DEPENDENCYPART_SIBL
(4,1),(4,6),0.000200603 # DEPENDENCYPART_SIBL
(4,1),(4,7),0.00797134 # DEPENDENCYPART_SIBL
(4,1),(4,8),0.00860367 # DEPENDENCYPART_SIBL
(4,1),(4,9),0.0265396 # DEPENDENCYPART_SIBL
(4,1),(4,10),0.0047243 # DEPENDENCYPART_SIBL
(4,1),(4,14),-0.024712 # DEPENDENCYPART_SIBL
(4,2),(4,3),-0.022588 # DEPENDENCYPART_SIBL
(4,2),(4,5),0.0172083 # DEPENDENCYPART_SIBL
(4,2),(4,6),0.0186023 # DEPENDENCYPART_SIBL
(4,2),(4,7),0.107128 # DEPENDENCYPART_SIBL
(4,2),(4,8),-0.010099 # DEPENDENCYPART_SIBL
(4,2),(4,9),0.0157544 # DEPENDENCYPART_SIBL
(4,2),(4,10),-0.0179546 # DEPENDENCYPART_SIBL
(4,2),(4,14),0.00199504 # DEPENDENCYPART_SIBL
(4,3),(4,5),0.0114567 # DEPENDENCYPART_SIBL
(4,3),(4,6),0.000777842 # DEPENDENCYPART_SIBL
(4,3),(4,7),0.0136964 # DEPENDENCYPART_SIBL
(4,3),(4,8),-0.000767295 # DEPENDENCYPART_SIBL
(4,3),(4,9),0.0336355 # DEPENDENCYPART_SIBL
(4,3),(4,10),0.0143407 # DEPENDENCYPART_SIBL
(4,3),(4,14),-0.0286959 # DEPENDENCYPART_SIBL
(4,5),(4,6),0.00469512 # DEPENDENCYPART_SIBL
(4,5),(4,7),0.410907 # DEPENDENCYPART_SIBL
(4,5),(4,8),-0.0414619 # DEPENDENCYPART_SIBL
(4,5),(4,9),-0.0880117 # DEPENDENCYPART_SIBL
(4,5),(4,10),0.00742509 # DEPENDENCYPART_SIBL
(4,5),(4,14),0.0264003 # DEPENDENCYPART_SIBL
(4,6),(4,7),0.0161387 # DEPENDENCYPART_SIBL
(4,6),(4,8),-0.0189733 # DEPENDENCYPART_SIBL
(4,6),(4,9),-0.0425415 # DEPENDENCYPART_SIBL
(4,6),(4,10),-0.00924341 # DEPENDENCYPART_SIBL
(4,6),(4,14),-0.0661459 # DEPENDENCYPART_SIBL
(4,7),(4,8),-0.00450613 # DEPENDENCYPART_SIBL
(4,7),(4,9),-0.0674765 # DEPENDENCYPART_SIBL
(4,7),(4,10),0.00109087 # DEPENDENCYPART_SIBL
(4,7),(4,14),-0.082862 # DEPENDENCYPART_SIBL
(4,8),(4,9),-0.102796 # DEPENDENCYPART_SIBL
(4,8),(4,10),0.0777936 # DEPENDENCYPART_SIBL
(4,8),(4,14),-0.241585 # DEPENDENCYPART_SIBL
(4,9),(4,10),-0.0262738 # DEPENDENCYPART_SIBL
(4,9),(4,14),-0.0529316 # DEPENDENCYPART_SIBL
(4,10),(4,14),-0.0248718 # DEPENDENCYPART_SIBL
(5,3),(5,4),-0.0627216 # DEPENDENCYPART_SIBL
(5,3),(5,7),0.0509982 # DEPENDENCYPART_SIBL
(5,4),(5,7),0.0510006 # DEPENDENCYPART_SIBL
(6,3),(6,4),-0.0788314 # DEPENDENCYPART_SIBL
(6,3),(6,7),0.00523589 # DEPENDENCYPART_SIBL
(6,3),(6,8),0.012939 # DEPENDENCYPART_SIBL
(6,4),(6,7),0.00523832 # DEPENDENCYPART_SIBL
(6,4),(6,8),0.00963228 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.0193397 # DEPENDENCYPART_SIBL
(7,1),(7,3),-0.110354 # DEPENDENCYPART_SIBL
(7,1),(7,4),-0.110354 # DEPENDENCYPART_SIBL
(7,1),(7,6),-0.049906 # DEPENDENCYPART_SIBL
(7,1),(7,8),-0.010212 # DEPENDENCYPART_SIBL
(7,1),(7,9),-0.0167807 # DEPENDENCYPART_SIBL
(7,1),(7,10),-0.0205232 # DEPENDENCYPART_SIBL
(7,1),(7,11),-0.0284045 # DEPENDENCYPART_SIBL
(7,1),(7,12),-0.0362338 # DEPENDENCYPART_SIBL
(7,1),(7,13),-0.00713394 # DEPENDENCYPART_SIBL
(7,1),(7,14),-0.0398081 # DEPENDENCYPART_SIBL
(7,1),(7,15),-0.010212 # DEPENDENCYPART_SIBL
(7,1),(7,17),-0.0194326 # DEPENDENCYPART_SIBL
(7,1),(7,18),-0.00708085 # DEPENDENCYPART_SIBL
(7,1),(7,19),-0.0368178 # DEPENDENCYPART_SIBL
(7,1),(7,20),-0.0121938 # DEPENDENCYPART_SIBL
(7,1),(7,21),-0.0102121 # DEPENDENCYPART_SIBL
(7,1),(7,22),-0.0157433 # DEPENDENCYPART_SIBL
(7,1),(7,23),-0.00713394 # DEPENDENCYPART_SIBL
(7,1),(7,24),-0.0398081 # DEPENDENCYPART_SIBL
(7,1),(7,25),-0.010212 # DEPENDENCYPART_SIBL
(7,1),(7,28),-0.010212 # DEPENDENCYPART_SIBL
(7,1),(7,29),-0.010212 # DEPENDENCYPART_SIBL
(7,1),(7,30),-0.0398081 # DEPENDENCYPART_SIBL
(7,1),(7,32),-0.0194326 # DEPENDENCYPART_SIBL
(7,1),(7,33),-0.0194326 # DEPENDENCYPART_SIBL
(7,1),(7,34),-0.0594181 # DEPENDENCYPART_SIBL
(7,3),(7,4),-0.229539 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.0173386 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.0407932 # DEPENDENCYPART_SIBL
(7,3),(7,9),0.0189875 # DEPENDENCYPART_SIBL
(7,3),(7,10),-0.0131892 # DEPENDENCYPART_SIBL
(7,3),(7,11),-0.0125544 # DEPENDENCYPART_SIBL
(7,3),(7,12),-0.0199721 # DEPENDENCYPART_SIBL
(7,3),(7,13),0.0103824 # DEPENDENCYPART_SIBL
(7,3),(7,14),-0.0144183 # DEPENDENCYPART_SIBL
(7,3),(7,15),-0.0407932 # DEPENDENCYPART_SIBL
(7,3),(7,17),-0.0176035 # DEPENDENCYPART_SIBL
(7,3),(7,18),0.0210125 # DEPENDENCYPART_SIBL
(7,3),(7,19),-0.0186292 # DEPENDENCYPART_SIBL
(7,3),(7,20),-0.0477447 # DEPENDENCYPART_SIBL
(7,3),(7,21),-0.0418894 # DEPENDENCYPART_SIBL
(7,3),(7,22),-0.0104032 # DEPENDENCYPART_SIBL
(7,3),(7,23),0.0103824 # DEPENDENCYPART_SIBL
(7,3),(7,24),-0.0144183 # DEPENDENCYPART_SIBL
(7,3),(7,25),-0.0407932 # DEPENDENCYPART_SIBL
(7,3),(7,28),-0.0407932 # DEPENDENCYPART_SIBL
(7,3),(7,29),-0.0407932 # DEPENDENCYPART_SIBL
(7,3),(7,30),-0.0144183 # DEPENDENCYPART_SIBL
(7,3),(7,32),-0.0176035 # DEPENDENCYPART_SIBL
(7,3),(7,33),-0.0176134 # DEPENDENCYPART_SIBL
(7,3),(7,34),-0.0329394 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.0173392 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.0441031 # DEPENDENCYPART_SIBL
(7,4),(7,9),0.0186699 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.0133915 # DEPENDENCYPART_SIBL
(7,4),(7,11),-0.0125577 # DEPENDENCYPART_SIBL
(7,4),(7,12),-0.0202373 # DEPENDENCYPART_SIBL
(7,4),(7,13),0.0103792 # DEPENDENCYPART_SIBL
(7,4),(7,14),-0.0155777 # DEPENDENCYPART_SIBL
(7,4),(7,15),-0.0441031 # DEPENDENCYPART_SIBL
(7,4),(7,17),-0.0175993 # DEPENDENCYPART_SIBL
(7,4),(7,18),0.0210093 # DEPENDENCYPART_SIBL
(7,4),(7,19),-0.0188944 # DEPENDENCYPART_SIBL
(7,4),(7,20),-0.0510546 # DEPENDENCYPART_SIBL
(7,4),(7,21),-0.0451993 # DEPENDENCYPART_SIBL
(7,4),(7,22),-0.010399 # DEPENDENCYPART_SIBL
(7,4),(7,23),0.0103792 # DEPENDENCYPART_SIBL
(7,4),(7,24),-0.0155777 # DEPENDENCYPART_SIBL
(7,4),(7,25),-0.0441031 # DEPENDENCYPART_SIBL
(7,4),(7,28),-0.0441031 # DEPENDENCYPART_SIBL
(7,4),(7,29),-0.0441031 # DEPENDENCYPART_SIBL
(7,4),(7,30),-0.0155777 # DEPENDENCYPART_SIBL
(7,4),(7,32),-0.0175993 # DEPENDENCYPART_SIBL
(7,4),(7,33),-0.0176092 # DEPENDENCYPART_SIBL
(7,4),(7,34),-0.0329427 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.0394857 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.0130065 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.0518223 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.0129142 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.0290732 # DEPENDENCYPART_SIBL
(7,6),(7,13),0.0388688 # DEPENDENCYPART_SIBL
(7,6),(7,14),-0.001578 # DEPENDENCYPART_SIBL
(7,6),(7,15),0.0394857 # DEPENDENCYPART_SIBL
(7,6),(7,17),-0.0234453 # DEPENDENCYPART_SIBL
(7,6),(7,18),-0.022978 # DEPENDENCYPART_SIBL
(7,6),(7,19),-0.0306542 # DEPENDENCYPART_SIBL
(7,6),(7,20),0.0364391 # DEPENDENCYPART_SIBL
(7,6),(7,21),0.0394857 # DEPENDENCYPART_SIBL
(7,6),(7,22),-0.0124958 # DEPENDENCYPART_SIBL
(7,6),(7,23),0.0388688 # DEPENDENCYPART_SIBL
(7,6),(7,24),-0.001578 # DEPENDENCYPART_SIBL
(7,6),(7,25),0.0394857 # DEPENDENCYPART_SIBL
(7,6),(7,28),0.0394857 # DEPENDENCYPART_SIBL
(7,6),(7,29),0.0394857 # DEPENDENCYPART_SIBL
(7,6),(7,30),-0.001578 # DEPENDENCYPART_SIBL
(7,6),(7,32),-0.0234453 # DEPENDENCYPART_SIBL
(7,6),(7,33),-0.0234453 # DEPENDENCYPART_SIBL
(7,6),(7,34),-0.00745912 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0785755 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.0804881 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.0291595 # DEPENDENCYPART_SIBL
(7,8),(7,12),0.0249226 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.0791524 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.29054 # DEPENDENCYPART_SIBL
(7,8),(7,15),0.0193351 # DEPENDENCYPART_SIBL
(7,8),(7,17),0.0156826 # DEPENDENCYPART_SIBL
(7,8),(7,18),-0.0327002 # DEPENDENCYPART_SIBL
(7,8),(7,19),0.0264304 # DEPENDENCYPART_SIBL
(7,8),(7,20),-0.0214026 # DEPENDENCYPART_SIBL
(7,8),(7,21),0.0157161 # DEPENDENCYPART_SIBL
(7,8),(7,22),0.0345883 # DEPENDENCYPART_SIBL
(7,8),(7,23),-0.0791524 # DEPENDENCYPART_SIBL
(7,8),(7,24),-0.29054 # DEPENDENCYPART_SIBL
(7,8),(7,25),0.0193351 # DEPENDENCYPART_SIBL
(7,8),(7,28),0.0193351 # DEPENDENCYPART_SIBL
(7,8),(7,29),0.0193351 # DEPENDENCYPART_SIBL
(7,8),(7,30),-0.29054 # DEPENDENCYPART_SIBL
(7,8),(7,32),0.0156571 # DEPENDENCYPART_SIBL
(7,8),(7,33),0.0156823 # DEPENDENCYPART_SIBL
(7,8),(7,34),-0.0529225 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.00807534 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.0676066 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.15259 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.1408 # DEPENDENCYPART_SIBL
(7,9),(7,14),-0.161478 # DEPENDENCYPART_SIBL
(7,9),(7,15),0.0120531 # DEPENDENCYPART_SIBL
(7,9),(7,17),-0.0701747 # DEPENDENCYPART_SIBL
(7,9),(7,18),-0.0818698 # DEPENDENCYPART_SIBL
(7,9),(7,19),-0.14997 # DEPENDENCYPART_SIBL
(7,9),(7,20),-0.00948165 # DEPENDENCYPART_SIBL
(7,9),(7,21),0.0119281 # DEPENDENCYPART_SIBL
(7,9),(7,22),-0.0628419 # DEPENDENCYPART_SIBL
(7,9),(7,23),-0.1408 # DEPENDENCYPART_SIBL
(7,9),(7,24),-0.161478 # DEPENDENCYPART_SIBL
(7,9),(7,25),0.0120531 # DEPENDENCYPART_SIBL
(7,9),(7,28),0.0120531 # DEPENDENCYPART_SIBL
(7,9),(7,29),0.0120531 # DEPENDENCYPART_SIBL
(7,9),(7,30),-0.161478 # DEPENDENCYPART_SIBL
(7,9),(7,32),-0.0701747 # DEPENDENCYPART_SIBL
(7,9),(7,33),-0.0701747 # DEPENDENCYPART_SIBL
(7,9),(7,34),-0.148314 # DEPENDENCYPART_SIBL
(7,10),(7,11),0.0014828 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.0475688 # DEPENDENCYPART_SIBL
(7,10),(7,13),-0.0348718 # DEPENDENCYPART_SIBL
(7,10),(7,14),-0.100688 # DEPENDENCYPART_SIBL
(7,10),(7,15),0.0671688 # DEPENDENCYPART_SIBL
(7,10),(7,17),-0.0556401 # DEPENDENCYPART_SIBL
(7,10),(7,18),-0.0456468 # DEPENDENCYPART_SIBL
(7,10),(7,19),-0.0478921 # DEPENDENCYPART_SIBL
(7,10),(7,20),0.0415567 # DEPENDENCYPART_SIBL
(7,10),(7,21),0.0670414 # DEPENDENCYPART_SIBL
(7,10),(7,22),-0.044439 # DEPENDENCYPART_SIBL
(7,10),(7,23),-0.0348718 # DEPENDENCYPART_SIBL
(7,10),(7,24),-0.100688 # DEPENDENCYPART_SIBL
(7,10),(7,25),0.0671688 # DEPENDENCYPART_SIBL
(7,10),(7,28),0.0671688 # DEPENDENCYPART_SIBL
(7,10),(7,29),0.0671688 # DEPENDENCYPART_SIBL
(7,10),(7,30),-0.100688 # DEPENDENCYPART_SIBL
(7,10),(7,32),-0.0556401 # DEPENDENCYPART_SIBL
(7,10),(7,33),-0.0556401 # DEPENDENCYPART_SIBL
(7,10),(7,34),-0.107937 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.0703339 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.0210616 # DEPENDENCYPART_SIBL
(7,11),(7,14),-0.158043 # DEPENDENCYPART_SIBL
(7,11),(7,15),-0.00843849 # DEPENDENCYPART_SIBL
(7,11),(7,17),0.00142415 # DEPENDENCYPART_SIBL
(7,11),(7,18),0.00863204 # DEPENDENCYPART_SIBL
(7,11),(7,19),-0.0589479 # DEPENDENCYPART_SIBL
(7,11),(7,20),-0.0274913 # DEPENDENCYPART_SIBL
(7,11),(7,21),-0.00856348 # DEPENDENCYPART_SIBL
(7,11),(7,22),0.0189744 # DEPENDENCYPART_SIBL
(7,11),(7,23),-0.0210616 # DEPENDENCYPART_SIBL
(7,11),(7,24),-0.158043 # DEPENDENCYPART_SIBL
(7,11),(7,25),-0.00843849 # DEPENDENCYPART_SIBL
(7,11),(7,28),-0.00843849 # DEPENDENCYPART_SIBL
(7,11),(7,29),-0.00843849 # DEPENDENCYPART_SIBL
(7,11),(7,30),-0.158043 # DEPENDENCYPART_SIBL
(7,11),(7,32),0.00142415 # DEPENDENCYPART_SIBL
(7,11),(7,33),0.0014241 # DEPENDENCYPART_SIBL
