# _root_ وَ تُعارِضُ إِيرانُ ، ثانِي أَكْبَرِ مُنْتِجٍ لِ النَفْطِ فِي أُوبِك حَيْثُ يَبْلُغُ إِنْتاجُ ها 3,7 مِلْيُون بَرْمِيلٍ فِي اليَوْمِ بَيْنَ ها 2,4 مِلْيُون بَرْمِيلٍ مُخَصَّصَةٍ لِ التَصْدِيرِ ، أَيَّ رَفْعٍ لِ الإِنْتاجِ رَغْمَ اِعْتِمادِ ها عَلَى عائِداتِ النَفْطِ .
#goldHeads=0,0,4,2,4,5,6,7,8,6,10,11,12,13,14,13,16,17,18,19,16,21,21,23,24,23,26,27,4,2,30,31,32,2,34,35,35,37,38,0,
#predictedHeads=0,0,2,3,2,5,6,7,8,9,10,11,12,13,14,13,16,17,13,19,23,21,26,23,24,16,26,27,28,13,30,31,32,30,34,35,35,37,38,0,
(0,8),(0,12),-0.0692726 # DEPENDENCYPART_SIBL
(0,8),(0,13),-0.121213 # DEPENDENCYPART_SIBL
(0,8),(0,16),-0.00406935 # DEPENDENCYPART_SIBL
(0,8),(0,23),-0.00413519 # DEPENDENCYPART_SIBL
(0,8),(0,40),-0.13881 # DEPENDENCYPART_SIBL
(0,10),(0,11),0.0577246 # DEPENDENCYPART_SIBL
(0,10),(0,12),-0.0288905 # DEPENDENCYPART_SIBL
(0,10),(0,13),-0.104413 # DEPENDENCYPART_SIBL
(0,10),(0,16),0.105627 # DEPENDENCYPART_SIBL
(0,10),(0,23),0.10549 # DEPENDENCYPART_SIBL
(0,10),(0,40),-0.126136 # DEPENDENCYPART_SIBL
(0,11),(0,12),-0.052564 # DEPENDENCYPART_SIBL
(0,11),(0,13),-0.00683992 # DEPENDENCYPART_SIBL
(0,11),(0,16),0.0771125 # DEPENDENCYPART_SIBL
(0,11),(0,23),0.0771169 # DEPENDENCYPART_SIBL
(0,11),(0,40),0.0731696 # DEPENDENCYPART_SIBL
(0,12),(0,13),-0.072549 # DEPENDENCYPART_SIBL
(0,12),(0,16),-0.0142529 # DEPENDENCYPART_SIBL
(0,12),(0,23),-0.0142495 # DEPENDENCYPART_SIBL
(0,12),(0,40),0.00276759 # DEPENDENCYPART_SIBL
(0,13),(0,16),0.0152387 # DEPENDENCYPART_SIBL
(0,13),(0,23),0.0152442 # DEPENDENCYPART_SIBL
(0,13),(0,40),0.0776307 # DEPENDENCYPART_SIBL
(0,16),(0,23),-0.0164184 # DEPENDENCYPART_SIBL
(0,16),(0,40),0.106775 # DEPENDENCYPART_SIBL
(0,23),(0,40),0.106778 # DEPENDENCYPART_SIBL
(1,2),(1,3),0.0200128 # DEPENDENCYPART_SIBL
(1,2),(1,4),0.0785979 # DEPENDENCYPART_SIBL
(1,2),(1,6),0.024064 # DEPENDENCYPART_SIBL
(1,2),(1,8),0.0590673 # DEPENDENCYPART_SIBL
(1,2),(1,16),0.0277615 # DEPENDENCYPART_SIBL
(1,3),(1,4),-0.0158473 # DEPENDENCYPART_SIBL
(1,3),(1,6),-0.00550292 # DEPENDENCYPART_SIBL
(1,3),(1,8),-0.0141894 # DEPENDENCYPART_SIBL
(1,3),(1,16),-0.00314047 # DEPENDENCYPART_SIBL
(1,4),(1,6),-0.0459898 # DEPENDENCYPART_SIBL
(1,4),(1,8),0.0374785 # DEPENDENCYPART_SIBL
(1,4),(1,16),0.0530059 # DEPENDENCYPART_SIBL
(1,6),(1,8),0.032373 # DEPENDENCYPART_SIBL
(1,6),(1,16),-0.0264034 # DEPENDENCYPART_SIBL
(1,8),(1,16),-0.0458641 # DEPENDENCYPART_SIBL
(2,1),(2,3),-0.0178879 # DEPENDENCYPART_SIBL
(2,1),(2,4),0.0235463 # DEPENDENCYPART_SIBL
(2,1),(2,5),0.0295802 # DEPENDENCYPART_SIBL
(2,1),(2,6),-0.0115372 # DEPENDENCYPART_SIBL
(2,1),(2,7),0.0295813 # DEPENDENCYPART_SIBL
(2,1),(2,8),-0.00663208 # DEPENDENCYPART_SIBL
(2,1),(2,9),0.0290748 # DEPENDENCYPART_SIBL
(2,1),(2,10),0.00859746 # DEPENDENCYPART_SIBL
(2,1),(2,11),-0.0178442 # DEPENDENCYPART_SIBL
(2,1),(2,12),0.00774231 # DEPENDENCYPART_SIBL
(2,1),(2,13),0.0238545 # DEPENDENCYPART_SIBL
(2,1),(2,14),0.0277232 # DEPENDENCYPART_SIBL
(2,1),(2,16),-0.0198566 # DEPENDENCYPART_SIBL
(2,1),(2,17),0.0295768 # DEPENDENCYPART_SIBL
(2,1),(2,18),0.0295813 # DEPENDENCYPART_SIBL
(2,1),(2,19),0.00859746 # DEPENDENCYPART_SIBL
(2,1),(2,20),0.0273118 # DEPENDENCYPART_SIBL
(2,1),(2,21),-0.0202705 # DEPENDENCYPART_SIBL
(2,1),(2,24),0.0295768 # DEPENDENCYPART_SIBL
(2,1),(2,25),0.0295813 # DEPENDENCYPART_SIBL
(2,1),(2,26),-0.0114877 # DEPENDENCYPART_SIBL
(2,1),(2,27),-0.00663208 # DEPENDENCYPART_SIBL
(2,1),(2,30),0.0381289 # DEPENDENCYPART_SIBL
(2,1),(2,31),0.0295813 # DEPENDENCYPART_SIBL
(2,1),(2,32),-0.00663208 # DEPENDENCYPART_SIBL
(2,1),(2,34),0.0392062 # DEPENDENCYPART_SIBL
(2,3),(2,4),0.0184961 # DEPENDENCYPART_SIBL
(2,3),(2,5),-0.0103503 # DEPENDENCYPART_SIBL
(2,3),(2,6),0.0345576 # DEPENDENCYPART_SIBL
(2,3),(2,7),-0.0100524 # DEPENDENCYPART_SIBL
(2,3),(2,8),0.0431929 # DEPENDENCYPART_SIBL
(2,3),(2,9),-0.0101152 # DEPENDENCYPART_SIBL
(2,3),(2,10),-0.0103022 # DEPENDENCYPART_SIBL
(2,3),(2,11),-0.0456287 # DEPENDENCYPART_SIBL
(2,3),(2,12),0.0132294 # DEPENDENCYPART_SIBL
(2,3),(2,13),-0.0171131 # DEPENDENCYPART_SIBL
(2,3),(2,14),-0.0100524 # DEPENDENCYPART_SIBL
(2,3),(2,16),-0.02678 # DEPENDENCYPART_SIBL
(2,3),(2,17),-0.0122207 # DEPENDENCYPART_SIBL
(2,3),(2,18),-0.0100524 # DEPENDENCYPART_SIBL
(2,3),(2,19),-0.0103022 # DEPENDENCYPART_SIBL
(2,3),(2,20),-0.0117879 # DEPENDENCYPART_SIBL
(2,3),(2,21),-0.0026365 # DEPENDENCYPART_SIBL
(2,3),(2,24),-0.0122207 # DEPENDENCYPART_SIBL
(2,3),(2,25),-0.0100524 # DEPENDENCYPART_SIBL
(2,3),(2,26),0.0256356 # DEPENDENCYPART_SIBL
(2,3),(2,27),0.0431929 # DEPENDENCYPART_SIBL
(2,3),(2,30),-0.00761387 # DEPENDENCYPART_SIBL
(2,3),(2,31),-0.0100524 # DEPENDENCYPART_SIBL
(2,3),(2,32),0.0431929 # DEPENDENCYPART_SIBL
(2,3),(2,34),0.0314504 # DEPENDENCYPART_SIBL
(2,4),(2,5),-0.0128298 # DEPENDENCYPART_SIBL
(2,4),(2,6),-0.00535845 # DEPENDENCYPART_SIBL
(2,4),(2,7),-0.0125401 # DEPENDENCYPART_SIBL
(2,4),(2,8),-0.0290104 # DEPENDENCYPART_SIBL
(2,4),(2,9),-0.0132162 # DEPENDENCYPART_SIBL
(2,4),(2,10),-0.02042 # DEPENDENCYPART_SIBL
(2,4),(2,11),-0.00882622 # DEPENDENCYPART_SIBL
(2,4),(2,12),-0.0328255 # DEPENDENCYPART_SIBL
(2,4),(2,13),0.02317 # DEPENDENCYPART_SIBL
(2,4),(2,14),-0.0125319 # DEPENDENCYPART_SIBL
(2,4),(2,16),0.0637864 # DEPENDENCYPART_SIBL
(2,4),(2,17),-0.00980028 # DEPENDENCYPART_SIBL
(2,4),(2,18),-0.0125319 # DEPENDENCYPART_SIBL
(2,4),(2,19),-0.02042 # DEPENDENCYPART_SIBL
(2,4),(2,20),-0.012644 # DEPENDENCYPART_SIBL
(2,4),(2,21),-0.0244657 # DEPENDENCYPART_SIBL
(2,4),(2,24),-0.00980028 # DEPENDENCYPART_SIBL
(2,4),(2,25),-0.0125319 # DEPENDENCYPART_SIBL
(2,4),(2,26),-0.00522935 # DEPENDENCYPART_SIBL
(2,4),(2,27),-0.0290104 # DEPENDENCYPART_SIBL
(2,4),(2,30),-0.0125438 # DEPENDENCYPART_SIBL
(2,4),(2,31),-0.0125319 # DEPENDENCYPART_SIBL
(2,4),(2,32),-0.0290104 # DEPENDENCYPART_SIBL
(2,4),(2,34),0.00954578 # DEPENDENCYPART_SIBL
(2,5),(2,6),-0.0172658 # DEPENDENCYPART_SIBL
(2,5),(2,7),-0.0315376 # DEPENDENCYPART_SIBL
(2,5),(2,8),-0.010187 # DEPENDENCYPART_SIBL
(2,5),(2,9),-0.0419829 # DEPENDENCYPART_SIBL
(2,5),(2,10),0.00430216 # DEPENDENCYPART_SIBL
(2,5),(2,11),-0.0182611 # DEPENDENCYPART_SIBL
(2,5),(2,12),-0.0386883 # DEPENDENCYPART_SIBL
(2,5),(2,13),-0.0338451 # DEPENDENCYPART_SIBL
(2,5),(2,14),-0.0315355 # DEPENDENCYPART_SIBL
(2,5),(2,16),0.000598483 # DEPENDENCYPART_SIBL
(2,5),(2,17),-0.0363169 # DEPENDENCYPART_SIBL
(2,5),(2,18),-0.0331468 # DEPENDENCYPART_SIBL
(2,5),(2,19),0.00430216 # DEPENDENCYPART_SIBL
(2,5),(2,20),-0.0336324 # DEPENDENCYPART_SIBL
(2,5),(2,21),-0.0529727 # DEPENDENCYPART_SIBL
(2,5),(2,24),-0.0363169 # DEPENDENCYPART_SIBL
(2,5),(2,25),-0.0331468 # DEPENDENCYPART_SIBL
(2,5),(2,26),-0.00736327 # DEPENDENCYPART_SIBL
(2,5),(2,27),-0.010187 # DEPENDENCYPART_SIBL
(2,5),(2,30),-0.0387491 # DEPENDENCYPART_SIBL
(2,5),(2,31),-0.0315355 # DEPENDENCYPART_SIBL
(2,5),(2,32),-0.010187 # DEPENDENCYPART_SIBL
(2,5),(2,34),0.049342 # DEPENDENCYPART_SIBL
(2,6),(2,7),-0.034308 # DEPENDENCYPART_SIBL
(2,6),(2,8),0.00973918 # DEPENDENCYPART_SIBL
(2,6),(2,9),-0.0343713 # DEPENDENCYPART_SIBL
(2,6),(2,10),-0.00191469 # DEPENDENCYPART_SIBL
(2,6),(2,11),-0.0402575 # DEPENDENCYPART_SIBL
(2,6),(2,12),-0.0279082 # DEPENDENCYPART_SIBL
(2,6),(2,13),-0.086424 # DEPENDENCYPART_SIBL
(2,6),(2,14),-0.0343032 # DEPENDENCYPART_SIBL
(2,6),(2,16),-0.0527109 # DEPENDENCYPART_SIBL
(2,6),(2,17),-0.0361664 # DEPENDENCYPART_SIBL
(2,6),(2,18),-0.0343032 # DEPENDENCYPART_SIBL
(2,6),(2,19),-0.00191469 # DEPENDENCYPART_SIBL
(2,6),(2,20),-0.0354 # DEPENDENCYPART_SIBL
(2,6),(2,21),0.015213 # DEPENDENCYPART_SIBL
(2,6),(2,24),-0.0361664 # DEPENDENCYPART_SIBL
(2,6),(2,25),-0.0343032 # DEPENDENCYPART_SIBL
(2,6),(2,26),-0.0464371 # DEPENDENCYPART_SIBL
(2,6),(2,27),0.00973918 # DEPENDENCYPART_SIBL
(2,6),(2,30),-0.0340054 # DEPENDENCYPART_SIBL
(2,6),(2,31),-0.0343032 # DEPENDENCYPART_SIBL
(2,6),(2,32),0.00973918 # DEPENDENCYPART_SIBL
(2,6),(2,34),0.000933739 # DEPENDENCYPART_SIBL
(2,7),(2,8),-0.0183262 # DEPENDENCYPART_SIBL
(2,7),(2,9),-0.0464282 # DEPENDENCYPART_SIBL
(2,7),(2,10),0.012611 # DEPENDENCYPART_SIBL
(2,7),(2,11),-0.01826 # DEPENDENCYPART_SIBL
(2,7),(2,12),-0.0386871 # DEPENDENCYPART_SIBL
(2,7),(2,13),-0.0338435 # DEPENDENCYPART_SIBL
(2,7),(2,14),-0.0351647 # DEPENDENCYPART_SIBL
(2,7),(2,16),0.000769458 # DEPENDENCYPART_SIBL
(2,7),(2,17),-0.039946 # DEPENDENCYPART_SIBL
(2,7),(2,18),-0.0367759 # DEPENDENCYPART_SIBL
(2,7),(2,19),0.012611 # DEPENDENCYPART_SIBL
(2,7),(2,20),-0.0372615 # DEPENDENCYPART_SIBL
(2,7),(2,21),-0.0538188 # DEPENDENCYPART_SIBL
(2,7),(2,24),-0.039946 # DEPENDENCYPART_SIBL
(2,7),(2,25),-0.0367759 # DEPENDENCYPART_SIBL
(2,7),(2,26),-0.00800857 # DEPENDENCYPART_SIBL
(2,7),(2,27),-0.0183262 # DEPENDENCYPART_SIBL
(2,7),(2,30),-0.0423782 # DEPENDENCYPART_SIBL
(2,7),(2,31),-0.0351647 # DEPENDENCYPART_SIBL
(2,7),(2,32),-0.0183262 # DEPENDENCYPART_SIBL
(2,7),(2,34),0.0484959 # DEPENDENCYPART_SIBL
(2,8),(2,9),-0.0205672 # DEPENDENCYPART_SIBL
(2,8),(2,10),-0.110197 # DEPENDENCYPART_SIBL
(2,8),(2,11),-0.0394477 # DEPENDENCYPART_SIBL
(2,8),(2,12),0.0100614 # DEPENDENCYPART_SIBL
(2,8),(2,13),-0.0959113 # DEPENDENCYPART_SIBL
(2,8),(2,14),-0.0156383 # DEPENDENCYPART_SIBL
(2,8),(2,16),-0.0642636 # DEPENDENCYPART_SIBL
(2,8),(2,17),-0.0168668 # DEPENDENCYPART_SIBL
(2,8),(2,18),-0.0156383 # DEPENDENCYPART_SIBL
(2,8),(2,19),-0.110197 # DEPENDENCYPART_SIBL
(2,8),(2,20),-0.0177045 # DEPENDENCYPART_SIBL
(2,8),(2,21),-0.130129 # DEPENDENCYPART_SIBL
(2,8),(2,24),-0.0168668 # DEPENDENCYPART_SIBL
(2,8),(2,25),-0.0156383 # DEPENDENCYPART_SIBL
(2,8),(2,26),-0.00753605 # DEPENDENCYPART_SIBL
(2,8),(2,27),-0.187375 # DEPENDENCYPART_SIBL
(2,8),(2,30),-0.00475695 # DEPENDENCYPART_SIBL
(2,8),(2,31),-0.0156383 # DEPENDENCYPART_SIBL
(2,8),(2,32),-0.187375 # DEPENDENCYPART_SIBL
(2,8),(2,34),-0.0871315 # DEPENDENCYPART_SIBL
(2,9),(2,10),-0.0107421 # DEPENDENCYPART_SIBL
(2,9),(2,11),-0.0260811 # DEPENDENCYPART_SIBL
(2,9),(2,12),-0.0387051 # DEPENDENCYPART_SIBL
(2,9),(2,13),-0.0350437 # DEPENDENCYPART_SIBL
(2,9),(2,14),-0.034272 # DEPENDENCYPART_SIBL
(2,9),(2,16),0.000751672 # DEPENDENCYPART_SIBL
(2,9),(2,17),-0.0390533 # DEPENDENCYPART_SIBL
(2,9),(2,18),-0.0358832 # DEPENDENCYPART_SIBL
(2,9),(2,19),-0.0107421 # DEPENDENCYPART_SIBL
(2,9),(2,20),-0.0363688 # DEPENDENCYPART_SIBL
(2,9),(2,21),-0.0678819 # DEPENDENCYPART_SIBL
(2,9),(2,24),-0.0390533 # DEPENDENCYPART_SIBL
(2,9),(2,25),-0.0358832 # DEPENDENCYPART_SIBL
(2,9),(2,26),0.000692354 # DEPENDENCYPART_SIBL
(2,9),(2,27),-0.0282462 # DEPENDENCYPART_SIBL
(2,9),(2,30),-0.0414855 # DEPENDENCYPART_SIBL
(2,9),(2,31),-0.034272 # DEPENDENCYPART_SIBL
(2,9),(2,32),-0.0282462 # DEPENDENCYPART_SIBL
(2,9),(2,34),0.0344327 # DEPENDENCYPART_SIBL
(2,10),(2,11),0.000935334 # DEPENDENCYPART_SIBL
(2,10),(2,12),-0.0263191 # DEPENDENCYPART_SIBL
(2,10),(2,13),-0.127248 # DEPENDENCYPART_SIBL
(2,10),(2,14),0.0510377 # DEPENDENCYPART_SIBL
(2,10),(2,16),-0.0402794 # DEPENDENCYPART_SIBL
(2,10),(2,17),0.0494997 # DEPENDENCYPART_SIBL
(2,10),(2,18),0.0510377 # DEPENDENCYPART_SIBL
(2,10),(2,19),-0.0493859 # DEPENDENCYPART_SIBL
(2,10),(2,20),0.0489283 # DEPENDENCYPART_SIBL
(2,10),(2,21),-0.0386691 # DEPENDENCYPART_SIBL
(2,10),(2,24),0.0494997 # DEPENDENCYPART_SIBL
(2,10),(2,25),0.0510377 # DEPENDENCYPART_SIBL
(2,10),(2,26),-0.0403829 # DEPENDENCYPART_SIBL
(2,10),(2,27),-0.0349522 # DEPENDENCYPART_SIBL
(2,10),(2,30),0.0701046 # DEPENDENCYPART_SIBL
(2,10),(2,31),0.0510377 # DEPENDENCYPART_SIBL
(2,10),(2,32),-0.0349522 # DEPENDENCYPART_SIBL
(2,10),(2,34),0.00362827 # DEPENDENCYPART_SIBL
(2,11),(2,12),0.0127481 # DEPENDENCYPART_SIBL
(2,11),(2,13),-0.0202302 # DEPENDENCYPART_SIBL
(2,11),(2,14),-0.0137582 # DEPENDENCYPART_SIBL
(2,11),(2,16),-0.0272605 # DEPENDENCYPART_SIBL
(2,11),(2,17),-0.0159264 # DEPENDENCYPART_SIBL
(2,11),(2,18),-0.0137582 # DEPENDENCYPART_SIBL
(2,11),(2,19),-0.011336 # DEPENDENCYPART_SIBL
(2,11),(2,20),-0.0154936 # DEPENDENCYPART_SIBL
(2,11),(2,21),-0.00367035 # DEPENDENCYPART_SIBL
(2,11),(2,24),-0.0159264 # DEPENDENCYPART_SIBL
(2,11),(2,25),-0.0137582 # DEPENDENCYPART_SIBL
(2,11),(2,26),0.0232879 # DEPENDENCYPART_SIBL
(2,11),(2,27),0.0424787 # DEPENDENCYPART_SIBL
(2,11),(2,30),-0.0113196 # DEPENDENCYPART_SIBL
(2,11),(2,31),-0.0137582 # DEPENDENCYPART_SIBL
(2,11),(2,32),0.0424787 # DEPENDENCYPART_SIBL
(2,11),(2,34),0.0304166 # DEPENDENCYPART_SIBL
(2,12),(2,13),-0.0167516 # DEPENDENCYPART_SIBL
(2,12),(2,14),0.024778 # DEPENDENCYPART_SIBL
(2,12),(2,16),-0.0343559 # DEPENDENCYPART_SIBL
(2,12),(2,17),0.0232582 # DEPENDENCYPART_SIBL
(2,12),(2,18),0.024778 # DEPENDENCYPART_SIBL
(2,12),(2,19),0.0347253 # DEPENDENCYPART_SIBL
(2,12),(2,20),0.0242242 # DEPENDENCYPART_SIBL
(2,12),(2,21),-0.0227593 # DEPENDENCYPART_SIBL
(2,12),(2,24),0.0232582 # DEPENDENCYPART_SIBL
(2,12),(2,25),0.024778 # DEPENDENCYPART_SIBL
(2,12),(2,26),-0.02868 # DEPENDENCYPART_SIBL
(2,12),(2,27),-0.035395 # DEPENDENCYPART_SIBL
(2,12),(2,30),0.0250096 # DEPENDENCYPART_SIBL
(2,12),(2,31),0.024778 # DEPENDENCYPART_SIBL
(2,12),(2,32),-0.035395 # DEPENDENCYPART_SIBL
(2,12),(2,34),0.0110544 # DEPENDENCYPART_SIBL
(2,13),(2,14),-0.0290198 # DEPENDENCYPART_SIBL
(2,13),(2,16),-0.0413627 # DEPENDENCYPART_SIBL
(2,13),(2,17),-0.0298776 # DEPENDENCYPART_SIBL
(2,13),(2,18),-0.0290198 # DEPENDENCYPART_SIBL
(2,13),(2,19),0.00456405 # DEPENDENCYPART_SIBL
(2,13),(2,20),-0.0290618 # DEPENDENCYPART_SIBL
(2,13),(2,21),-0.0130706 # DEPENDENCYPART_SIBL
(2,13),(2,24),-0.0298776 # DEPENDENCYPART_SIBL
(2,13),(2,25),-0.0290198 # DEPENDENCYPART_SIBL
(2,13),(2,26),-0.041889 # DEPENDENCYPART_SIBL
(2,13),(2,27),-0.0178531 # DEPENDENCYPART_SIBL
(2,13),(2,30),-0.0290069 # DEPENDENCYPART_SIBL
(2,13),(2,31),-0.0290198 # DEPENDENCYPART_SIBL
(2,13),(2,32),-0.0178531 # DEPENDENCYPART_SIBL
(2,13),(2,34),0.022704 # DEPENDENCYPART_SIBL
(2,14),(2,16),-0.00390071 # DEPENDENCYPART_SIBL
(2,14),(2,17),-0.0434559 # DEPENDENCYPART_SIBL
(2,14),(2,18),-0.0402857 # DEPENDENCYPART_SIBL
(2,14),(2,19),-0.00123788 # DEPENDENCYPART_SIBL
(2,14),(2,20),-0.0407714 # DEPENDENCYPART_SIBL
(2,14),(2,21),-0.058515 # DEPENDENCYPART_SIBL
(2,14),(2,24),-0.0434559 # DEPENDENCYPART_SIBL
(2,14),(2,25),-0.0402857 # DEPENDENCYPART_SIBL
(2,14),(2,26),-0.0191473 # DEPENDENCYPART_SIBL
(2,14),(2,27),-0.0157293 # DEPENDENCYPART_SIBL
(2,14),(2,30),-0.0458881 # DEPENDENCYPART_SIBL
(2,14),(2,31),-0.0386745 # DEPENDENCYPART_SIBL
(2,14),(2,32),-0.0157293 # DEPENDENCYPART_SIBL
(2,14),(2,34),0.0437996 # DEPENDENCYPART_SIBL
(2,16),(2,17),0.0122302 # DEPENDENCYPART_SIBL
(2,16),(2,18),-0.00215484 # DEPENDENCYPART_SIBL
(2,16),(2,19),0.0203154 # DEPENDENCYPART_SIBL
(2,16),(2,20),-0.00226614 # DEPENDENCYPART_SIBL
(2,16),(2,21),-0.0400772 # DEPENDENCYPART_SIBL
(2,16),(2,24),0.0122302 # DEPENDENCYPART_SIBL
(2,16),(2,25),-0.00215484 # DEPENDENCYPART_SIBL
(2,16),(2,26),-0.0407899 # DEPENDENCYPART_SIBL
(2,16),(2,27),0.0185467 # DEPENDENCYPART_SIBL
(2,16),(2,30),-0.00185604 # DEPENDENCYPART_SIBL
(2,16),(2,31),-0.00215484 # DEPENDENCYPART_SIBL
(2,16),(2,32),0.0185467 # DEPENDENCYPART_SIBL
(2,16),(2,34),-0.00459337 # DEPENDENCYPART_SIBL
(2,17),(2,18),-0.0314083 # DEPENDENCYPART_SIBL
(2,17),(2,19),0.00772199 # DEPENDENCYPART_SIBL
(2,17),(2,20),-0.0304048 # DEPENDENCYPART_SIBL
(2,17),(2,21),-0.0532194 # DEPENDENCYPART_SIBL
(2,17),(2,24),-0.0337394 # DEPENDENCYPART_SIBL
(2,17),(2,25),-0.0314083 # DEPENDENCYPART_SIBL
(2,17),(2,26),0.000929748 # DEPENDENCYPART_SIBL
(2,17),(2,27),-0.0105096 # DEPENDENCYPART_SIBL
(2,17),(2,30),-0.0355211 # DEPENDENCYPART_SIBL
(2,17),(2,31),-0.0283075 # DEPENDENCYPART_SIBL
(2,17),(2,32),-0.0105096 # DEPENDENCYPART_SIBL
(2,17),(2,34),0.0490952 # DEPENDENCYPART_SIBL
(2,18),(2,19),0.00201302 # DEPENDENCYPART_SIBL
(2,18),(2,20),-0.0361012 # DEPENDENCYPART_SIBL
(2,18),(2,21),-0.0541556 # DEPENDENCYPART_SIBL
(2,18),(2,24),-0.0387857 # DEPENDENCYPART_SIBL
(2,18),(2,25),-0.0356156 # DEPENDENCYPART_SIBL
(2,18),(2,26),-0.00614593 # DEPENDENCYPART_SIBL
(2,18),(2,27),-0.0114426 # DEPENDENCYPART_SIBL
(2,18),(2,30),-0.0412179 # DEPENDENCYPART_SIBL
(2,18),(2,31),-0.0340044 # DEPENDENCYPART_SIBL
(2,18),(2,32),-0.0114426 # DEPENDENCYPART_SIBL
(2,18),(2,34),0.048159 # DEPENDENCYPART_SIBL
(2,19),(2,20),0.0489283 # DEPENDENCYPART_SIBL
(2,19),(2,21),-0.0386691 # DEPENDENCYPART_SIBL
(2,19),(2,24),0.0494997 # DEPENDENCYPART_SIBL
(2,19),(2,25),0.0510377 # DEPENDENCYPART_SIBL
(2,19),(2,26),-0.0403829 # DEPENDENCYPART_SIBL
(2,19),(2,27),-0.0349522 # DEPENDENCYPART_SIBL
(2,19),(2,30),0.0701046 # DEPENDENCYPART_SIBL
(2,19),(2,31),0.0510377 # DEPENDENCYPART_SIBL
(2,19),(2,32),-0.0349522 # DEPENDENCYPART_SIBL
(2,19),(2,34),0.00362827 # DEPENDENCYPART_SIBL
(2,20),(2,21),-0.072004 # DEPENDENCYPART_SIBL
(2,20),(2,24),0.00127997 # DEPENDENCYPART_SIBL
(2,20),(2,25),0.00445009 # DEPENDENCYPART_SIBL
(2,20),(2,26),-0.00953164 # DEPENDENCYPART_SIBL
(2,20),(2,27),-0.0233556 # DEPENDENCYPART_SIBL
(2,20),(2,30),-0.00115224 # DEPENDENCYPART_SIBL
(2,20),(2,31),0.00606131 # DEPENDENCYPART_SIBL
(2,20),(2,32),-0.0233556 # DEPENDENCYPART_SIBL
(2,20),(2,34),0.0327685 # DEPENDENCYPART_SIBL
(2,21),(2,24),-0.0429459 # DEPENDENCYPART_SIBL
(2,21),(2,25),-0.04172 # DEPENDENCYPART_SIBL
(2,21),(2,26),-0.0334814 # DEPENDENCYPART_SIBL
(2,21),(2,27),-0.0652571 # DEPENDENCYPART_SIBL
(2,21),(2,30),-0.0291353 # DEPENDENCYPART_SIBL
(2,21),(2,31),-0.04172 # DEPENDENCYPART_SIBL
(2,21),(2,32),-0.0652571 # DEPENDENCYPART_SIBL
(2,21),(2,34),-0.0470389 # DEPENDENCYPART_SIBL
(2,24),(2,25),-0.0314083 # DEPENDENCYPART_SIBL
(2,24),(2,26),0.000929748 # DEPENDENCYPART_SIBL
(2,24),(2,27),-0.0105096 # DEPENDENCYPART_SIBL
(2,24),(2,30),-0.0355211 # DEPENDENCYPART_SIBL
(2,24),(2,31),-0.0283075 # DEPENDENCYPART_SIBL
(2,24),(2,32),-0.0105096 # DEPENDENCYPART_SIBL
(2,24),(2,34),0.0490952 # DEPENDENCYPART_SIBL
(2,25),(2,26),-0.00614593 # DEPENDENCYPART_SIBL
(2,25),(2,27),-0.0114426 # DEPENDENCYPART_SIBL
(2,25),(2,30),-0.0412179 # DEPENDENCYPART_SIBL
(2,25),(2,31),-0.0340044 # DEPENDENCYPART_SIBL
(2,25),(2,32),-0.0114426 # DEPENDENCYPART_SIBL
(2,25),(2,34),0.048159 # DEPENDENCYPART_SIBL
(2,26),(2,27),0.00332179 # DEPENDENCYPART_SIBL
(2,26),(2,30),-0.0248392 # DEPENDENCYPART_SIBL
(2,26),(2,31),-0.025137 # DEPENDENCYPART_SIBL
(2,26),(2,32),0.00332179 # DEPENDENCYPART_SIBL
(2,26),(2,34),-0.00319288 # DEPENDENCYPART_SIBL
(2,27),(2,30),-0.00475695 # DEPENDENCYPART_SIBL
(2,27),(2,31),-0.0156383 # DEPENDENCYPART_SIBL
(2,27),(2,32),-0.187375 # DEPENDENCYPART_SIBL
(2,27),(2,34),-0.0871315 # DEPENDENCYPART_SIBL
(2,30),(2,31),-0.030052 # DEPENDENCYPART_SIBL
(2,30),(2,32),0.0159123 # DEPENDENCYPART_SIBL
(2,30),(2,34),0.059789 # DEPENDENCYPART_SIBL
(2,31),(2,32),-0.0101836 # DEPENDENCYPART_SIBL
(2,31),(2,34),0.0493454 # DEPENDENCYPART_SIBL
(2,32),(2,34),-0.0871315 # DEPENDENCYPART_SIBL
(3,4),(3,5),0.0247707 # DEPENDENCYPART_SIBL
(3,4),(3,6),-0.070586 # DEPENDENCYPART_SIBL
(3,4),(3,7),0.0247408 # DEPENDENCYPART_SIBL
(3,4),(3,9),0.024077 # DEPENDENCYPART_SIBL
(3,5),(3,6),0.0908815 # DEPENDENCYPART_SIBL
(3,5),(3,7),0.0578793 # DEPENDENCYPART_SIBL
(3,5),(3,9),0.0474588 # DEPENDENCYPART_SIBL
(3,6),(3,7),-0.0148646 # DEPENDENCYPART_SIBL
(3,6),(3,9),-0.0148979 # DEPENDENCYPART_SIBL
(3,7),(3,9),0.0429501 # DEPENDENCYPART_SIBL
(4,2),(4,3),-0.00629067 # DEPENDENCYPART_SIBL
(4,2),(4,5),0.0928919 # DEPENDENCYPART_SIBL
