# _root_ وَ وَقَعَت الهَزَّةُ فِي الساعَةِ 10,30 بِ التَوْقِيتِ المَحَلِّيِّ ( 1,30 تغ ) فِي هٰذِهِ الجَزِيرَةِ الَّتِي تَقَعُ عَلَى بُعْدِ 150 كلم جَنُوبَ طُوكِيُو وَ تُؤْوِي 3100 نَسَمَةٍ .
#goldHeads=0,0,2,2,4,5,6,7,8,5,5,11,5,2,16,14,16,25,18,19,20,21,18,23,16,25,26,27,0,
#predictedHeads=0,0,2,2,4,5,2,7,8,7,10,11,10,2,16,14,16,16,18,19,20,21,21,23,20,25,26,27,0,
(0,24),(0,28),0.00334334 # DEPENDENCYPART_SIBL
(0,24),(0,29),0.0801515 # DEPENDENCYPART_SIBL
(0,25),(0,26),0.0817949 # DEPENDENCYPART_SIBL
(0,25),(0,27),0.0478754 # DEPENDENCYPART_SIBL
(0,25),(0,28),0.0739309 # DEPENDENCYPART_SIBL
(0,25),(0,29),-0.00197136 # DEPENDENCYPART_SIBL
(0,26),(0,27),0.0149117 # DEPENDENCYPART_SIBL
(0,26),(0,28),-0.0233015 # DEPENDENCYPART_SIBL
(0,26),(0,29),0.0763127 # DEPENDENCYPART_SIBL
(0,27),(0,28),0.0616955 # DEPENDENCYPART_SIBL
(0,27),(0,29),0.106778 # DEPENDENCYPART_SIBL
(0,28),(0,29),-0.0416401 # DEPENDENCYPART_SIBL
(1,2),(1,4),0.115099 # DEPENDENCYPART_SIBL
(1,2),(1,6),0.0273328 # DEPENDENCYPART_SIBL
(1,4),(1,6),-0.0214904 # DEPENDENCYPART_SIBL
(2,1),(2,3),-0.00201242 # DEPENDENCYPART_SIBL
(2,1),(2,4),-0.0221561 # DEPENDENCYPART_SIBL
(2,1),(2,5),-0.00221568 # DEPENDENCYPART_SIBL
(2,1),(2,6),-0.0342973 # DEPENDENCYPART_SIBL
(2,1),(2,7),-0.014329 # DEPENDENCYPART_SIBL
(2,1),(2,8),-0.00201373 # DEPENDENCYPART_SIBL
(2,1),(2,9),-0.0157115 # DEPENDENCYPART_SIBL
(2,1),(2,10),-0.0466917 # DEPENDENCYPART_SIBL
(2,1),(2,11),-0.0342973 # DEPENDENCYPART_SIBL
(2,1),(2,13),-0.00755321 # DEPENDENCYPART_SIBL
(2,1),(2,14),-0.0221561 # DEPENDENCYPART_SIBL
(2,1),(2,16),-0.00201329 # DEPENDENCYPART_SIBL
(2,1),(2,17),-0.00873691 # DEPENDENCYPART_SIBL
(2,1),(2,19),-0.0352908 # DEPENDENCYPART_SIBL
(2,1),(2,20),-0.00201242 # DEPENDENCYPART_SIBL
(2,1),(2,21),-0.0349185 # DEPENDENCYPART_SIBL
(2,1),(2,23),-0.0045091 # DEPENDENCYPART_SIBL
(2,1),(2,25),-0.0389272 # DEPENDENCYPART_SIBL
(2,1),(2,28),-0.00201242 # DEPENDENCYPART_SIBL
(2,1),(2,29),-0.0563923 # DEPENDENCYPART_SIBL
(2,3),(2,4),0.00443189 # DEPENDENCYPART_SIBL
(2,3),(2,5),-0.0538228 # DEPENDENCYPART_SIBL
(2,3),(2,6),-0.00261681 # DEPENDENCYPART_SIBL
(2,3),(2,7),0.0181825 # DEPENDENCYPART_SIBL
(2,3),(2,8),-0.0523929 # DEPENDENCYPART_SIBL
(2,3),(2,9),-0.0134021 # DEPENDENCYPART_SIBL
(2,3),(2,10),-0.0965277 # DEPENDENCYPART_SIBL
(2,3),(2,11),-0.00227079 # DEPENDENCYPART_SIBL
(2,3),(2,13),-0.00306872 # DEPENDENCYPART_SIBL
(2,3),(2,14),0.00443189 # DEPENDENCYPART_SIBL
(2,3),(2,16),-0.0527102 # DEPENDENCYPART_SIBL
(2,3),(2,17),-0.0246748 # DEPENDENCYPART_SIBL
(2,3),(2,19),0.0220754 # DEPENDENCYPART_SIBL
(2,3),(2,20),-0.052397 # DEPENDENCYPART_SIBL
(2,3),(2,21),-0.00375155 # DEPENDENCYPART_SIBL
(2,3),(2,23),-0.0715182 # DEPENDENCYPART_SIBL
(2,3),(2,25),-0.316842 # DEPENDENCYPART_SIBL
(2,3),(2,28),-0.0528049 # DEPENDENCYPART_SIBL
(2,3),(2,29),-0.0822141 # DEPENDENCYPART_SIBL
(2,4),(2,5),0.0337084 # DEPENDENCYPART_SIBL
(2,4),(2,6),-0.0381986 # DEPENDENCYPART_SIBL
(2,4),(2,7),-0.0569035 # DEPENDENCYPART_SIBL
(2,4),(2,8),0.0360801 # DEPENDENCYPART_SIBL
(2,4),(2,9),-0.045571 # DEPENDENCYPART_SIBL
(2,4),(2,10),-0.0155256 # DEPENDENCYPART_SIBL
(2,4),(2,11),-0.0365072 # DEPENDENCYPART_SIBL
(2,4),(2,13),0.0126276 # DEPENDENCYPART_SIBL
(2,4),(2,14),-0.029507 # DEPENDENCYPART_SIBL
(2,4),(2,16),0.0364116 # DEPENDENCYPART_SIBL
(2,4),(2,17),-0.0297353 # DEPENDENCYPART_SIBL
(2,4),(2,19),0.0668195 # DEPENDENCYPART_SIBL
(2,4),(2,20),0.0360801 # DEPENDENCYPART_SIBL
(2,4),(2,21),-0.0387626 # DEPENDENCYPART_SIBL
(2,4),(2,23),-0.0205981 # DEPENDENCYPART_SIBL
(2,4),(2,25),-0.0861022 # DEPENDENCYPART_SIBL
(2,4),(2,28),0.036041 # DEPENDENCYPART_SIBL
(2,4),(2,29),-0.0951254 # DEPENDENCYPART_SIBL
(2,5),(2,6),-0.00377864 # DEPENDENCYPART_SIBL
(2,5),(2,7),0.0172339 # DEPENDENCYPART_SIBL
(2,5),(2,8),-0.0478035 # DEPENDENCYPART_SIBL
(2,5),(2,9),-0.0136151 # DEPENDENCYPART_SIBL
(2,5),(2,10),-0.0784953 # DEPENDENCYPART_SIBL
(2,5),(2,11),-0.00308661 # DEPENDENCYPART_SIBL
(2,5),(2,13),0.0149031 # DEPENDENCYPART_SIBL
(2,5),(2,14),0.00348487 # DEPENDENCYPART_SIBL
(2,5),(2,16),-0.0481207 # DEPENDENCYPART_SIBL
(2,5),(2,17),-0.0247238 # DEPENDENCYPART_SIBL
(2,5),(2,19),0.0210035 # DEPENDENCYPART_SIBL
(2,5),(2,20),-0.0478076 # DEPENDENCYPART_SIBL
(2,5),(2,21),-0.00456736 # DEPENDENCYPART_SIBL
(2,5),(2,23),-0.0669288 # DEPENDENCYPART_SIBL
(2,5),(2,25),-0.318286 # DEPENDENCYPART_SIBL
(2,5),(2,28),-0.0482155 # DEPENDENCYPART_SIBL
(2,5),(2,29),-0.0583432 # DEPENDENCYPART_SIBL
(2,6),(2,7),-0.00482191 # DEPENDENCYPART_SIBL
(2,6),(2,8),-0.0132742 # DEPENDENCYPART_SIBL
(2,6),(2,9),-0.0379368 # DEPENDENCYPART_SIBL
(2,6),(2,10),-0.0279861 # DEPENDENCYPART_SIBL
(2,6),(2,11),-0.0853947 # DEPENDENCYPART_SIBL
(2,6),(2,13),-0.00470429 # DEPENDENCYPART_SIBL
(2,6),(2,14),0.0388443 # DEPENDENCYPART_SIBL
(2,6),(2,16),-0.0132742 # DEPENDENCYPART_SIBL
(2,6),(2,17),-0.0652494 # DEPENDENCYPART_SIBL
(2,6),(2,19),-0.0117935 # DEPENDENCYPART_SIBL
(2,6),(2,20),-0.0132742 # DEPENDENCYPART_SIBL
(2,6),(2,21),-0.0844783 # DEPENDENCYPART_SIBL
(2,6),(2,23),-0.0366111 # DEPENDENCYPART_SIBL
(2,6),(2,25),-0.15403 # DEPENDENCYPART_SIBL
(2,6),(2,28),-0.0135331 # DEPENDENCYPART_SIBL
(2,6),(2,29),-0.0364529 # DEPENDENCYPART_SIBL
(2,7),(2,8),-0.0603667 # DEPENDENCYPART_SIBL
(2,7),(2,9),-0.0472989 # DEPENDENCYPART_SIBL
(2,7),(2,10),-0.0095078 # DEPENDENCYPART_SIBL
(2,7),(2,11),-0.120385 # DEPENDENCYPART_SIBL
(2,7),(2,13),0.0106795 # DEPENDENCYPART_SIBL
(2,7),(2,14),-0.0691094 # DEPENDENCYPART_SIBL
(2,7),(2,16),-0.0602056 # DEPENDENCYPART_SIBL
(2,7),(2,17),-0.127052 # DEPENDENCYPART_SIBL
(2,7),(2,19),-0.0973296 # DEPENDENCYPART_SIBL
(2,7),(2,20),-0.0605372 # DEPENDENCYPART_SIBL
(2,7),(2,21),-0.122099 # DEPENDENCYPART_SIBL
(2,7),(2,23),-0.107845 # DEPENDENCYPART_SIBL
(2,7),(2,25),-0.260325 # DEPENDENCYPART_SIBL
(2,7),(2,28),-0.0605762 # DEPENDENCYPART_SIBL
(2,7),(2,29),-0.0803439 # DEPENDENCYPART_SIBL
(2,8),(2,9),-0.0134021 # DEPENDENCYPART_SIBL
(2,8),(2,10),-0.0965277 # DEPENDENCYPART_SIBL
(2,8),(2,11),-0.00227079 # DEPENDENCYPART_SIBL
(2,8),(2,13),-0.00306872 # DEPENDENCYPART_SIBL
(2,8),(2,14),0.00443122 # DEPENDENCYPART_SIBL
(2,8),(2,16),-0.0527102 # DEPENDENCYPART_SIBL
(2,8),(2,17),-0.0246748 # DEPENDENCYPART_SIBL
(2,8),(2,19),0.0220747 # DEPENDENCYPART_SIBL
(2,8),(2,20),-0.052397 # DEPENDENCYPART_SIBL
(2,8),(2,21),-0.00375155 # DEPENDENCYPART_SIBL
(2,8),(2,23),-0.0715182 # DEPENDENCYPART_SIBL
(2,8),(2,25),-0.316842 # DEPENDENCYPART_SIBL
(2,8),(2,28),-0.0528049 # DEPENDENCYPART_SIBL
(2,8),(2,29),-0.0822141 # DEPENDENCYPART_SIBL
(2,9),(2,10),-0.0647099 # DEPENDENCYPART_SIBL
(2,9),(2,11),-0.0536069 # DEPENDENCYPART_SIBL
(2,9),(2,13),-0.0678155 # DEPENDENCYPART_SIBL
(2,9),(2,14),0.00841008 # DEPENDENCYPART_SIBL
(2,9),(2,16),-0.0412644 # DEPENDENCYPART_SIBL
(2,9),(2,17),-0.0246413 # DEPENDENCYPART_SIBL
(2,9),(2,19),-0.048761 # DEPENDENCYPART_SIBL
(2,9),(2,20),-0.0412644 # DEPENDENCYPART_SIBL
(2,9),(2,21),-0.0470964 # DEPENDENCYPART_SIBL
(2,9),(2,23),-0.0670776 # DEPENDENCYPART_SIBL
(2,9),(2,25),-0.162639 # DEPENDENCYPART_SIBL
(2,9),(2,28),-0.0412644 # DEPENDENCYPART_SIBL
(2,9),(2,29),-0.0815243 # DEPENDENCYPART_SIBL
(2,10),(2,11),-0.0190281 # DEPENDENCYPART_SIBL
(2,10),(2,13),0.0887483 # DEPENDENCYPART_SIBL
(2,10),(2,14),-0.0521273 # DEPENDENCYPART_SIBL
(2,10),(2,16),-0.0179885 # DEPENDENCYPART_SIBL
(2,10),(2,17),-0.0782831 # DEPENDENCYPART_SIBL
(2,10),(2,19),-0.087987 # DEPENDENCYPART_SIBL
(2,10),(2,20),-0.0180957 # DEPENDENCYPART_SIBL
(2,10),(2,21),-0.0181117 # DEPENDENCYPART_SIBL
(2,10),(2,23),-0.0348339 # DEPENDENCYPART_SIBL
(2,10),(2,25),-0.127887 # DEPENDENCYPART_SIBL
(2,10),(2,28),-0.0179677 # DEPENDENCYPART_SIBL
(2,10),(2,29),0.0760049 # DEPENDENCYPART_SIBL
(2,11),(2,13),0.000763542 # DEPENDENCYPART_SIBL
(2,11),(2,14),0.0388467 # DEPENDENCYPART_SIBL
(2,11),(2,16),-0.0112371 # DEPENDENCYPART_SIBL
(2,11),(2,17),-0.0652494 # DEPENDENCYPART_SIBL
(2,11),(2,19),-0.0117911 # DEPENDENCYPART_SIBL
(2,11),(2,20),-0.0112371 # DEPENDENCYPART_SIBL
(2,11),(2,21),-0.0844783 # DEPENDENCYPART_SIBL
(2,11),(2,23),-0.034574 # DEPENDENCYPART_SIBL
(2,11),(2,25),-0.15403 # DEPENDENCYPART_SIBL
(2,11),(2,28),-0.011496 # DEPENDENCYPART_SIBL
(2,11),(2,29),-0.0283345 # DEPENDENCYPART_SIBL
(2,13),(2,14),-0.0179057 # DEPENDENCYPART_SIBL
(2,13),(2,16),-0.0471138 # DEPENDENCYPART_SIBL
(2,13),(2,17),-0.0623646 # DEPENDENCYPART_SIBL
(2,13),(2,19),-0.0575898 # DEPENDENCYPART_SIBL
(2,13),(2,20),-0.047221 # DEPENDENCYPART_SIBL
(2,13),(2,21),0.0112702 # DEPENDENCYPART_SIBL
(2,13),(2,23),-0.0683347 # DEPENDENCYPART_SIBL
(2,13),(2,25),-0.103337 # DEPENDENCYPART_SIBL
(2,13),(2,28),-0.047093 # DEPENDENCYPART_SIBL
(2,13),(2,29),0.00827117 # DEPENDENCYPART_SIBL
(2,14),(2,16),0.0364116 # DEPENDENCYPART_SIBL
(2,14),(2,17),-0.0297353 # DEPENDENCYPART_SIBL
(2,14),(2,19),0.0668195 # DEPENDENCYPART_SIBL
(2,14),(2,20),0.0360801 # DEPENDENCYPART_SIBL
(2,14),(2,21),-0.0387626 # DEPENDENCYPART_SIBL
(2,14),(2,23),-0.0205981 # DEPENDENCYPART_SIBL
(2,14),(2,25),-0.0861022 # DEPENDENCYPART_SIBL
(2,14),(2,28),0.036041 # DEPENDENCYPART_SIBL
(2,14),(2,29),-0.0951254 # DEPENDENCYPART_SIBL
(2,16),(2,17),-0.0246748 # DEPENDENCYPART_SIBL
(2,16),(2,19),0.0178438 # DEPENDENCYPART_SIBL
(2,16),(2,20),-0.0524459 # DEPENDENCYPART_SIBL
(2,16),(2,21),-0.00375155 # DEPENDENCYPART_SIBL
(2,16),(2,23),-0.0715672 # DEPENDENCYPART_SIBL
(2,16),(2,25),-0.3201 # DEPENDENCYPART_SIBL
(2,16),(2,28),-0.0528539 # DEPENDENCYPART_SIBL
(2,16),(2,29),-0.0853413 # DEPENDENCYPART_SIBL
(2,17),(2,19),-0.0499817 # DEPENDENCYPART_SIBL
(2,17),(2,20),-0.0367476 # DEPENDENCYPART_SIBL
(2,17),(2,21),-0.121381 # DEPENDENCYPART_SIBL
(2,17),(2,23),-0.0561421 # DEPENDENCYPART_SIBL
(2,17),(2,25),-0.164723 # DEPENDENCYPART_SIBL
(2,17),(2,28),-0.0367476 # DEPENDENCYPART_SIBL
(2,17),(2,29),-0.0799569 # DEPENDENCYPART_SIBL
(2,19),(2,20),-0.0315257 # DEPENDENCYPART_SIBL
(2,19),(2,21),-0.0780538 # DEPENDENCYPART_SIBL
(2,19),(2,23),-0.0768382 # DEPENDENCYPART_SIBL
(2,19),(2,25),-0.166766 # DEPENDENCYPART_SIBL
(2,19),(2,28),-0.0312309 # DEPENDENCYPART_SIBL
(2,19),(2,29),-0.0413098 # DEPENDENCYPART_SIBL
(2,20),(2,21),-0.00379793 # DEPENDENCYPART_SIBL
(2,20),(2,23),-0.0716961 # DEPENDENCYPART_SIBL
(2,20),(2,25),-0.316843 # DEPENDENCYPART_SIBL
(2,20),(2,28),-0.0529697 # DEPENDENCYPART_SIBL
(2,20),(2,29),-0.0822141 # DEPENDENCYPART_SIBL
(2,21),(2,23),-0.0311558 # DEPENDENCYPART_SIBL
(2,21),(2,25),-0.153429 # DEPENDENCYPART_SIBL
(2,21),(2,28),-0.00807779 # DEPENDENCYPART_SIBL
(2,21),(2,29),-0.0274949 # DEPENDENCYPART_SIBL
(2,23),(2,25),-0.321482 # DEPENDENCYPART_SIBL
(2,23),(2,28),-0.0617001 # DEPENDENCYPART_SIBL
(2,23),(2,29),-0.0844312 # DEPENDENCYPART_SIBL
(2,25),(2,28),-0.00183167 # DEPENDENCYPART_SIBL
(2,25),(2,29),-0.00906984 # DEPENDENCYPART_SIBL
(2,28),(2,29),-0.0831156 # DEPENDENCYPART_SIBL
(3,1),(3,4),0.00472432 # DEPENDENCYPART_SIBL
(3,1),(3,5),0.00819776 # DEPENDENCYPART_SIBL
(3,1),(3,6),-0.026738 # DEPENDENCYPART_SIBL
(3,1),(3,7),-0.017362 # DEPENDENCYPART_SIBL
(3,1),(3,9),0.0104414 # DEPENDENCYPART_SIBL
(3,1),(3,12),0.00582401 # DEPENDENCYPART_SIBL
(3,1),(3,14),0.00472432 # DEPENDENCYPART_SIBL
(3,1),(3,17),0.0472417 # DEPENDENCYPART_SIBL
(3,1),(3,18),0.0090264 # DEPENDENCYPART_SIBL
(3,4),(3,5),0.0460767 # DEPENDENCYPART_SIBL
(3,4),(3,6),-0.0145243 # DEPENDENCYPART_SIBL
(3,4),(3,7),0.0049987 # DEPENDENCYPART_SIBL
(3,4),(3,9),-0.0166008 # DEPENDENCYPART_SIBL
(3,4),(3,12),-0.00715578 # DEPENDENCYPART_SIBL
(3,4),(3,14),-0.0141584 # DEPENDENCYPART_SIBL
(3,4),(3,17),0.0747349 # DEPENDENCYPART_SIBL
(3,4),(3,18),0.00826992 # DEPENDENCYPART_SIBL
(3,5),(3,6),-0.061946 # DEPENDENCYPART_SIBL
(3,5),(3,7),0.0486324 # DEPENDENCYPART_SIBL
(3,5),(3,9),0.0291849 # DEPENDENCYPART_SIBL
(3,5),(3,12),-0.0545986 # DEPENDENCYPART_SIBL
(3,5),(3,14),0.0722253 # DEPENDENCYPART_SIBL
(3,5),(3,17),0.0425879 # DEPENDENCYPART_SIBL
(3,5),(3,18),0.0225707 # DEPENDENCYPART_SIBL
(3,6),(3,7),0.0236009 # DEPENDENCYPART_SIBL
(3,6),(3,9),-0.0105701 # DEPENDENCYPART_SIBL
(3,6),(3,12),-0.0131107 # DEPENDENCYPART_SIBL
(3,6),(3,14),0.043527 # DEPENDENCYPART_SIBL
(3,6),(3,17),0.0283208 # DEPENDENCYPART_SIBL
(3,6),(3,18),-0.00173695 # DEPENDENCYPART_SIBL
(3,7),(3,9),0.0327463 # DEPENDENCYPART_SIBL
(3,7),(3,12),0.00117309 # DEPENDENCYPART_SIBL
(3,7),(3,14),0.019543 # DEPENDENCYPART_SIBL
(3,7),(3,17),-0.00357835 # DEPENDENCYPART_SIBL
(3,7),(3,18),0.0460762 # DEPENDENCYPART_SIBL
(3,9),(3,12),0.00873772 # DEPENDENCYPART_SIBL
(3,9),(3,14),0.00703947 # DEPENDENCYPART_SIBL
(3,9),(3,17),0.144156 # DEPENDENCYPART_SIBL
(3,9),(3,18),0.0221828 # DEPENDENCYPART_SIBL
(3,12),(3,14),0.00575425 # DEPENDENCYPART_SIBL
(3,12),(3,17),0.0439588 # DEPENDENCYPART_SIBL
(3,12),(3,18),0.0540291 # DEPENDENCYPART_SIBL
(3,14),(3,17),0.0747349 # DEPENDENCYPART_SIBL
(3,14),(3,18),0.00826992 # DEPENDENCYPART_SIBL
(3,17),(3,18),1.08862 # DEPENDENCYPART_SIBL
(4,1),(4,3),0.0988626 # DEPENDENCYPART_SIBL
(4,1),(4,5),0.00406583 # DEPENDENCYPART_SIBL
(4,1),(4,6),-0.0167411 # DEPENDENCYPART_SIBL
(4,1),(4,7),-0.0247356 # DEPENDENCYPART_SIBL
(4,1),(4,8),0.00611679 # DEPENDENCYPART_SIBL
(4,1),(4,9),0.0118728 # DEPENDENCYPART_SIBL
(4,3),(4,5),-0.0606668 # DEPENDENCYPART_SIBL
(4,3),(4,6),-0.0465398 # DEPENDENCYPART_SIBL
(4,3),(4,7),-0.0514508 # DEPENDENCYPART_SIBL
(4,3),(4,8),-0.0622287 # DEPENDENCYPART_SIBL
(4,3),(4,9),-0.0351959 # DEPENDENCYPART_SIBL
(4,5),(4,6),-0.104229 # DEPENDENCYPART_SIBL
(4,5),(4,7),-0.0719049 # DEPENDENCYPART_SIBL
(4,5),(4,8),-0.102598 # DEPENDENCYPART_SIBL
(4,5),(4,9),-0.119264 # DEPENDENCYPART_SIBL
(4,6),(4,7),-0.00848178 # DEPENDENCYPART_SIBL
(4,6),(4,8),-0.0557741 # DEPENDENCYPART_SIBL
(4,6),(4,9),-0.0919041 # DEPENDENCYPART_SIBL
(4,7),(4,8),-0.00330564 # DEPENDENCYPART_SIBL
(4,7),(4,9),-0.0316767 # DEPENDENCYPART_SIBL
(4,8),(4,9),-0.117839 # DEPENDENCYPART_SIBL
(5,1),(5,3),-0.0177239 # DEPENDENCYPART_SIBL
(5,1),(5,6),-0.013389 # DEPENDENCYPART_SIBL
(5,1),(5,7),-0.0181515 # DEPENDENCYPART_SIBL
(5,1),(5,8),0.00827667 # DEPENDENCYPART_SIBL
(5,1),(5,9),0.00986057 # DEPENDENCYPART_SIBL
(5,1),(5,10),-0.0428341 # DEPENDENCYPART_SIBL
(5,1),(5,11),-0.0270597 # DEPENDENCYPART_SIBL
(5,1),(5,12),0.00556731 # DEPENDENCYPART_SIBL
(5,1),(5,14),0.00400432 # DEPENDENCYPART_SIBL
(5,1),(5,17),0.0469851 # DEPENDENCYPART_SIBL
(5,1),(5,18),0.0086826 # DEPENDENCYPART_SIBL
(5,3),(5,6),-0.0220978 # DEPENDENCYPART_SIBL
(5,3),(5,7),-0.00651163 # DEPENDENCYPART_SIBL
(5,3),(5,8),0.000259654 # DEPENDENCYPART_SIBL
(5,3),(5,9),-0.0191241 # DEPENDENCYPART_SIBL
(5,3),(5,10),-0.0403594 # DEPENDENCYPART_SIBL
(5,3),(5,11),-0.0357684 # DEPENDENCYPART_SIBL
(5,3),(5,12),0.00757257 # DEPENDENCYPART_SIBL
(5,3),(5,14),0.0161392 # DEPENDENCYPART_SIBL
(5,3),(5,17),0.0611003 # DEPENDENCYPART_SIBL
(5,3),(5,18),0.0195263 # DEPENDENCYPART_SIBL
(5,6),(5,7),0.0392925 # DEPENDENCYPART_SIBL
(5,6),(5,8),-0.0181784 # DEPENDENCYPART_SIBL
(5,6),(5,9),-0.0223064 # DEPENDENCYPART_SIBL
(5,6),(5,10),-0.0878068 # DEPENDENCYPART_SIBL
(5,6),(5,11),-0.119481 # DEPENDENCYPART_SIBL
(5,6),(5,12),-0.0210195 # DEPENDENCYPART_SIBL
(5,6),(5,14),0.0462952 # DEPENDENCYPART_SIBL
(5,6),(5,17),0.020413 # DEPENDENCYPART_SIBL
(5,6),(5,18),-0.0101744 # DEPENDENCYPART_SIBL
(5,7),(5,8),0.016735 # DEPENDENCYPART_SIBL
(5,7),(5,9),0.0352884 # DEPENDENCYPART_SIBL
(5,7),(5,10),-0.0524269 # DEPENDENCYPART_SIBL
(5,7),(5,11),-0.0160432 # DEPENDENCYPART_SIBL
(5,7),(5,12),0.00754261 # DEPENDENCYPART_SIBL
(5,7),(5,14),0.0503807 # DEPENDENCYPART_SIBL
(5,7),(5,17),0.00279217 # DEPENDENCYPART_SIBL
(5,7),(5,18),0.0519234 # DEPENDENCYPART_SIBL
(5,8),(5,9),0.0424871 # DEPENDENCYPART_SIBL
(5,8),(5,10),-0.111735 # DEPENDENCYPART_SIBL
(5,8),(5,11),-0.0435277 # DEPENDENCYPART_SIBL
(5,8),(5,12),-0.0372563 # DEPENDENCYPART_SIBL
(5,8),(5,14),0.12443 # DEPENDENCYPART_SIBL
(5,8),(5,17),0.0595546 # DEPENDENCYPART_SIBL
(5,8),(5,18),0.0335069 # DEPENDENCYPART_SIBL
(5,9),(5,10),-0.0658603 # DEPENDENCYPART_SIBL
(5,9),(5,11),-0.0121357 # DEPENDENCYPART_SIBL
(5,9),(5,12),0.0219454 # DEPENDENCYPART_SIBL
(5,9),(5,14),0.0421199 # DEPENDENCYPART_SIBL
(5,9),(5,17),0.157365 # DEPENDENCYPART_SIBL
(5,9),(5,18),0.0348671 # DEPENDENCYPART_SIBL
(5,10),(5,11),0.0191119 # DEPENDENCYPART_SIBL
(5,10),(5,12),0.0350446 # DEPENDENCYPART_SIBL
(5,10),(5,14),0.00576905 # DEPENDENCYPART_SIBL
(5,10),(5,17),0.0389132 # DEPENDENCYPART_SIBL
(5,10),(5,18),0.0234607 # DEPENDENCYPART_SIBL
(5,11),(5,12),-0.019439 # DEPENDENCYPART_SIBL
(5,11),(5,14),0.0464292 # DEPENDENCYPART_SIBL
(5,11),(5,17),0.0205446 # DEPENDENCYPART_SIBL
(5,11),(5,18),-0.00711133 # DEPENDENCYPART_SIBL
(5,12),(5,14),0.0236217 # DEPENDENCYPART_SIBL
(5,12),(5,17),0.0439136 # DEPENDENCYPART_SIBL
(5,12),(5,18),0.0534601 # DEPENDENCYPART_SIBL
(5,14),(5,17),0.0810669 # DEPENDENCYPART_SIBL
(5,14),(5,18),0.0140786 # DEPENDENCYPART_SIBL
(5,17),(5,18),1.08812 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.0103385 # DEPENDENCYPART_SIBL
(6,3),(6,5),-0.0853569 # DEPENDENCYPART_SIBL
(6,3),(6,7),0.0165751 # DEPENDENCYPART_SIBL
(6,3),(6,8),0.0311503 # DEPENDENCYPART_SIBL
(6,3),(6,9),0.00243642 # DEPENDENCYPART_SIBL
(6,3),(6,10),-0.00215481 # DEPENDENCYPART_SIBL
(6,3),(6,13),0.0595324 # DEPENDENCYPART_SIBL
(6,3),(6,14),0.00841777 # DEPENDENCYPART_SIBL
(6,3),(6,17),0.0150129 # DEPENDENCYPART_SIBL
(6,3),(6,18),0.0298988 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.0153294 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.0155203 # DEPENDENCYPART_SIBL
(6,4),(6,8),0.00651334 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.00796075 # DEPENDENCYPART_SIBL
(6,4),(6,10),-0.0651241 # DEPENDENCYPART_SIBL
(6,4),(6,13),-0.0295339 # DEPENDENCYPART_SIBL
(6,4),(6,14),-0.0220714 # DEPENDENCYPART_SIBL
(6,4),(6,17),-0.0390504 # DEPENDENCYPART_SIBL
(6,4),(6,18),-0.0295787 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.0157144 # DEPENDENCYPART_SIBL
(6,5),(6,8),0.0465209 # DEPENDENCYPART_SIBL
(6,5),(6,9),0.00745412 # DEPENDENCYPART_SIBL
(6,5),(6,10),-0.00278523 # DEPENDENCYPART_SIBL
(6,5),(6,13),0.0588996 # DEPENDENCYPART_SIBL
(6,5),(6,14),0.0075573 # DEPENDENCYPART_SIBL
(6,5),(6,17),0.014404 # DEPENDENCYPART_SIBL
(6,5),(6,18),0.0291343 # DEPENDENCYPART_SIBL
(6,7),(6,8),0.00174002 # DEPENDENCYPART_SIBL
(6,7),(6,9),0.0152488 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.0317853 # DEPENDENCYPART_SIBL
(6,7),(6,13),0.0578889 # DEPENDENCYPART_SIBL
(6,7),(6,14),-0.0138354 # DEPENDENCYPART_SIBL
(6,7),(6,17),-0.00544363 # DEPENDENCYPART_SIBL
(6,7),(6,18),0.0470319 # DEPENDENCYPART_SIBL
(6,8),(6,9),0.00928282 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.119081 # DEPENDENCYPART_SIBL
(6,8),(6,13),0.0417469 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.0217134 # DEPENDENCYPART_SIBL
(6,8),(6,17),0.0307627 # DEPENDENCYPART_SIBL
(6,8),(6,18),0.0239184 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.0820776 # DEPENDENCYPART_SIBL
(6,9),(6,13),-0.0453434 # DEPENDENCYPART_SIBL
(6,9),(6,14),-0.010056 # DEPENDENCYPART_SIBL
(6,9),(6,17),0.0339319 # DEPENDENCYPART_SIBL
(6,9),(6,18),-0.00468394 # DEPENDENCYPART_SIBL
(6,10),(6,13),0.111204 # DEPENDENCYPART_SIBL
(6,10),(6,14),-0.0349143 # DEPENDENCYPART_SIBL
(6,10),(6,17),0.000373202 # DEPENDENCYPART_SIBL
(6,10),(6,18),0.036813 # DEPENDENCYPART_SIBL
(6,13),(6,14),-0.0312863 # DEPENDENCYPART_SIBL
(6,13),(6,17),-0.0047994 # DEPENDENCYPART_SIBL
(6,13),(6,18),0.0626217 # DEPENDENCYPART_SIBL
