# _root_ كَما أَعْلَنَت أَنَّ طائِراتِ مُكافَحَةِ المُخَدِّراتِ , وَ هِيَ جُزْءٌ مِن بَرْنامَجِ المُراقَبَةِ الجَوِّيَّةِ الَّذِي تُمَوِّلُ هُ الوِلاياتُ المُتَّحِدَةُ , سَ يَتِمُّ اِسْتِئْنافُ العَمَلِ بِ ها قَرِيباً جِدّاً .
#goldHeads=0,0,2,22,4,5,10,10,10,4,10,11,12,13,12,12,16,16,18,10,22,3,22,23,24,25,22,27,0,
#predictedHeads=0,0,2,10,4,5,6,10,10,3,10,11,12,13,12,12,16,16,18,19,22,3,22,23,24,25,22,27,0,
(2,4),(2,7),-0.116903 # DEPENDENCYPART_SIBL
(2,4),(2,8),-0.293803 # DEPENDENCYPART_SIBL
(2,4),(2,10),-0.0586008 # DEPENDENCYPART_SIBL
(2,4),(2,11),-0.0798355 # DEPENDENCYPART_SIBL
(2,4),(2,12),-0.0650263 # DEPENDENCYPART_SIBL
(2,4),(2,13),-0.0612343 # DEPENDENCYPART_SIBL
(2,4),(2,14),-0.0536918 # DEPENDENCYPART_SIBL
(2,4),(2,19),-0.0387831 # DEPENDENCYPART_SIBL
(2,4),(2,21),-0.024341 # DEPENDENCYPART_SIBL
(2,4),(2,27),0.0190314 # DEPENDENCYPART_SIBL
(2,5),(2,6),-0.0714355 # DEPENDENCYPART_SIBL
(2,5),(2,7),-0.118581 # DEPENDENCYPART_SIBL
(2,5),(2,8),-0.285116 # DEPENDENCYPART_SIBL
(2,5),(2,10),-0.0598506 # DEPENDENCYPART_SIBL
(2,5),(2,11),-0.0884856 # DEPENDENCYPART_SIBL
(2,5),(2,12),-0.0662761 # DEPENDENCYPART_SIBL
(2,5),(2,13),-0.0624841 # DEPENDENCYPART_SIBL
(2,5),(2,14),-0.0537081 # DEPENDENCYPART_SIBL
(2,5),(2,19),-0.0387994 # DEPENDENCYPART_SIBL
(2,5),(2,21),-0.0243569 # DEPENDENCYPART_SIBL
(2,5),(2,27),0.0190151 # DEPENDENCYPART_SIBL
(2,6),(2,7),-0.118329 # DEPENDENCYPART_SIBL
(2,6),(2,8),-0.294868 # DEPENDENCYPART_SIBL
(2,6),(2,10),-0.0606644 # DEPENDENCYPART_SIBL
(2,6),(2,11),-0.0729743 # DEPENDENCYPART_SIBL
(2,6),(2,12),-0.0670899 # DEPENDENCYPART_SIBL
(2,6),(2,13),-0.0632979 # DEPENDENCYPART_SIBL
(2,6),(2,14),-0.0542843 # DEPENDENCYPART_SIBL
(2,6),(2,19),-0.0393756 # DEPENDENCYPART_SIBL
(2,6),(2,21),-0.024341 # DEPENDENCYPART_SIBL
(2,6),(2,27),0.0184389 # DEPENDENCYPART_SIBL
(2,7),(2,8),0.00233843 # DEPENDENCYPART_SIBL
(2,7),(2,10),0.00249162 # DEPENDENCYPART_SIBL
(2,7),(2,11),0.00200738 # DEPENDENCYPART_SIBL
(2,7),(2,12),-0.00031769 # DEPENDENCYPART_SIBL
(2,7),(2,13),-0.00015039 # DEPENDENCYPART_SIBL
(2,7),(2,14),0.0350869 # DEPENDENCYPART_SIBL
(2,7),(2,19),0.0349932 # DEPENDENCYPART_SIBL
(2,7),(2,21),0.0278956 # DEPENDENCYPART_SIBL
(2,7),(2,27),0.0594201 # DEPENDENCYPART_SIBL
(2,8),(2,10),-0.00306987 # DEPENDENCYPART_SIBL
(2,8),(2,11),-0.0220196 # DEPENDENCYPART_SIBL
(2,8),(2,12),-0.0107687 # DEPENDENCYPART_SIBL
(2,8),(2,13),-0.00570655 # DEPENDENCYPART_SIBL
(2,8),(2,14),-0.0367189 # DEPENDENCYPART_SIBL
(2,8),(2,19),-0.0372809 # DEPENDENCYPART_SIBL
(2,8),(2,21),0.0109287 # DEPENDENCYPART_SIBL
(2,8),(2,27),-0.0236061 # DEPENDENCYPART_SIBL
(2,10),(2,11),-0.0801736 # DEPENDENCYPART_SIBL
(2,10),(2,12),-0.0650446 # DEPENDENCYPART_SIBL
(2,10),(2,13),-0.0612527 # DEPENDENCYPART_SIBL
(2,10),(2,14),-0.0537706 # DEPENDENCYPART_SIBL
(2,10),(2,19),-0.0388619 # DEPENDENCYPART_SIBL
(2,10),(2,21),-0.0243597 # DEPENDENCYPART_SIBL
(2,10),(2,27),0.0189526 # DEPENDENCYPART_SIBL
(2,11),(2,12),-0.0120249 # DEPENDENCYPART_SIBL
(2,11),(2,13),-0.0105186 # DEPENDENCYPART_SIBL
(2,11),(2,14),-0.0202236 # DEPENDENCYPART_SIBL
(2,11),(2,19),-0.0203212 # DEPENDENCYPART_SIBL
(2,11),(2,21),0.00653676 # DEPENDENCYPART_SIBL
(2,11),(2,27),0.0123786 # DEPENDENCYPART_SIBL
(2,12),(2,13),-0.0670961 # DEPENDENCYPART_SIBL
(2,12),(2,14),-0.0538709 # DEPENDENCYPART_SIBL
(2,12),(2,19),-0.0389622 # DEPENDENCYPART_SIBL
(2,12),(2,21),-0.024399 # DEPENDENCYPART_SIBL
(2,12),(2,27),0.0188523 # DEPENDENCYPART_SIBL
(2,13),(2,14),-0.0632331 # DEPENDENCYPART_SIBL
(2,13),(2,19),-0.0435537 # DEPENDENCYPART_SIBL
(2,13),(2,21),-0.024341 # DEPENDENCYPART_SIBL
(2,13),(2,27),0.0142607 # DEPENDENCYPART_SIBL
(2,14),(2,19),-0.0589622 # DEPENDENCYPART_SIBL
(2,14),(2,21),-0.0231355 # DEPENDENCYPART_SIBL
(2,14),(2,27),-0.0384042 # DEPENDENCYPART_SIBL
(2,19),(2,21),-0.0232109 # DEPENDENCYPART_SIBL
(2,19),(2,27),-0.0382636 # DEPENDENCYPART_SIBL
(2,21),(2,27),0.00671932 # DEPENDENCYPART_SIBL
(3,1),(3,2),-0.00235127 # DEPENDENCYPART_SIBL
(3,1),(3,4),0.0123683 # DEPENDENCYPART_SIBL
(3,1),(3,5),0.0148661 # DEPENDENCYPART_SIBL
(3,1),(3,6),0.00971184 # DEPENDENCYPART_SIBL
(3,1),(3,7),0.00111954 # DEPENDENCYPART_SIBL
(3,1),(3,8),-0.0197355 # DEPENDENCYPART_SIBL
(3,1),(3,9),-0.0224625 # DEPENDENCYPART_SIBL
(3,1),(3,10),0.0176375 # DEPENDENCYPART_SIBL
(3,1),(3,11),0.00119053 # DEPENDENCYPART_SIBL
(3,1),(3,12),0.0105476 # DEPENDENCYPART_SIBL
(3,1),(3,13),0.0123733 # DEPENDENCYPART_SIBL
(3,1),(3,14),0.0119167 # DEPENDENCYPART_SIBL
(3,1),(3,15),-0.0334624 # DEPENDENCYPART_SIBL
(3,1),(3,16),-0.0176222 # DEPENDENCYPART_SIBL
(3,1),(3,17),-0.00584089 # DEPENDENCYPART_SIBL
(3,1),(3,18),0.00832696 # DEPENDENCYPART_SIBL
(3,1),(3,20),0.00111954 # DEPENDENCYPART_SIBL
(3,1),(3,22),-0.0104609 # DEPENDENCYPART_SIBL
(3,1),(3,23),0.012369 # DEPENDENCYPART_SIBL
(3,1),(3,28),0.0115121 # DEPENDENCYPART_SIBL
(3,2),(3,4),-0.0745719 # DEPENDENCYPART_SIBL
(3,2),(3,5),-0.0720809 # DEPENDENCYPART_SIBL
(3,2),(3,6),-0.0772276 # DEPENDENCYPART_SIBL
(3,2),(3,7),-0.0610957 # DEPENDENCYPART_SIBL
(3,2),(3,8),-0.0401014 # DEPENDENCYPART_SIBL
(3,2),(3,9),-0.0621827 # DEPENDENCYPART_SIBL
(3,2),(3,10),-0.0582328 # DEPENDENCYPART_SIBL
(3,2),(3,11),-0.0840488 # DEPENDENCYPART_SIBL
(3,2),(3,12),-0.0763924 # DEPENDENCYPART_SIBL
(3,2),(3,13),-0.0745676 # DEPENDENCYPART_SIBL
(3,2),(3,14),-0.0816572 # DEPENDENCYPART_SIBL
(3,2),(3,15),-0.0644784 # DEPENDENCYPART_SIBL
(3,2),(3,16),-0.0231098 # DEPENDENCYPART_SIBL
(3,2),(3,17),-0.033042 # DEPENDENCYPART_SIBL
(3,2),(3,18),-0.0777505 # DEPENDENCYPART_SIBL
(3,2),(3,20),-0.0610957 # DEPENDENCYPART_SIBL
(3,2),(3,22),0.00849134 # DEPENDENCYPART_SIBL
(3,2),(3,23),-0.0745719 # DEPENDENCYPART_SIBL
(3,2),(3,28),-0.0746755 # DEPENDENCYPART_SIBL
(3,4),(3,5),-0.0372249 # DEPENDENCYPART_SIBL
(3,4),(3,6),-0.0487621 # DEPENDENCYPART_SIBL
(3,4),(3,7),-0.0961468 # DEPENDENCYPART_SIBL
(3,4),(3,8),-0.254894 # DEPENDENCYPART_SIBL
(3,4),(3,9),-0.0512108 # DEPENDENCYPART_SIBL
(3,4),(3,10),-0.0350461 # DEPENDENCYPART_SIBL
(3,4),(3,11),-0.0205236 # DEPENDENCYPART_SIBL
(3,4),(3,12),-0.0436524 # DEPENDENCYPART_SIBL
(3,4),(3,13),-0.0346688 # DEPENDENCYPART_SIBL
(3,4),(3,14),-0.0747766 # DEPENDENCYPART_SIBL
(3,4),(3,15),-0.0360653 # DEPENDENCYPART_SIBL
(3,4),(3,16),-0.24261 # DEPENDENCYPART_SIBL
(3,4),(3,17),-0.0929771 # DEPENDENCYPART_SIBL
(3,4),(3,18),-0.0355536 # DEPENDENCYPART_SIBL
(3,4),(3,20),-0.0961468 # DEPENDENCYPART_SIBL
(3,4),(3,22),-0.201885 # DEPENDENCYPART_SIBL
(3,4),(3,23),-0.0344926 # DEPENDENCYPART_SIBL
(3,4),(3,28),-0.0386251 # DEPENDENCYPART_SIBL
(3,5),(3,6),-0.0397131 # DEPENDENCYPART_SIBL
(3,5),(3,7),-0.0927639 # DEPENDENCYPART_SIBL
(3,5),(3,8),-0.230267 # DEPENDENCYPART_SIBL
(3,5),(3,9),-0.0410072 # DEPENDENCYPART_SIBL
(3,5),(3,10),-0.0258678 # DEPENDENCYPART_SIBL
(3,5),(3,11),-0.0226776 # DEPENDENCYPART_SIBL
(3,5),(3,12),-0.034474 # DEPENDENCYPART_SIBL
(3,5),(3,13),-0.0254905 # DEPENDENCYPART_SIBL
(3,5),(3,14),-0.0682267 # DEPENDENCYPART_SIBL
(3,5),(3,15),-0.0221571 # DEPENDENCYPART_SIBL
(3,5),(3,16),-0.233466 # DEPENDENCYPART_SIBL
(3,5),(3,17),-0.0827734 # DEPENDENCYPART_SIBL
(3,5),(3,18),-0.0263752 # DEPENDENCYPART_SIBL
(3,5),(3,20),-0.0927639 # DEPENDENCYPART_SIBL
(3,5),(3,22),-0.192741 # DEPENDENCYPART_SIBL
(3,5),(3,23),-0.0253142 # DEPENDENCYPART_SIBL
(3,5),(3,28),-0.0294468 # DEPENDENCYPART_SIBL
(3,6),(3,7),-0.098671 # DEPENDENCYPART_SIBL
(3,6),(3,8),-0.257197 # DEPENDENCYPART_SIBL
(3,6),(3,9),-0.0522805 # DEPENDENCYPART_SIBL
(3,6),(3,10),-0.0388649 # DEPENDENCYPART_SIBL
(3,6),(3,11),-0.0148643 # DEPENDENCYPART_SIBL
(3,6),(3,12),-0.0474712 # DEPENDENCYPART_SIBL
(3,6),(3,13),-0.0384877 # DEPENDENCYPART_SIBL
(3,6),(3,14),-0.0764192 # DEPENDENCYPART_SIBL
(3,6),(3,15),-0.037135 # DEPENDENCYPART_SIBL
(3,6),(3,16),-0.243708 # DEPENDENCYPART_SIBL
(3,6),(3,17),-0.0940468 # DEPENDENCYPART_SIBL
(3,6),(3,18),-0.0393724 # DEPENDENCYPART_SIBL
(3,6),(3,20),-0.098671 # DEPENDENCYPART_SIBL
(3,6),(3,22),-0.202983 # DEPENDENCYPART_SIBL
(3,6),(3,23),-0.0383114 # DEPENDENCYPART_SIBL
(3,6),(3,28),-0.042444 # DEPENDENCYPART_SIBL
(3,7),(3,8),-0.141901 # DEPENDENCYPART_SIBL
(3,7),(3,9),-0.0235828 # DEPENDENCYPART_SIBL
(3,7),(3,10),-0.0127299 # DEPENDENCYPART_SIBL
(3,7),(3,11),0.0420608 # DEPENDENCYPART_SIBL
(3,7),(3,12),-0.0165007 # DEPENDENCYPART_SIBL
(3,7),(3,13),-0.0125437 # DEPENDENCYPART_SIBL
(3,7),(3,14),-0.0207872 # DEPENDENCYPART_SIBL
(3,7),(3,15),-0.0311958 # DEPENDENCYPART_SIBL
(3,7),(3,16),-0.110918 # DEPENDENCYPART_SIBL
(3,7),(3,17),-0.0454977 # DEPENDENCYPART_SIBL
(3,7),(3,18),-0.00906648 # DEPENDENCYPART_SIBL
(3,7),(3,20),0.0220916 # DEPENDENCYPART_SIBL
(3,7),(3,22),-0.082329 # DEPENDENCYPART_SIBL
(3,7),(3,23),-0.0125437 # DEPENDENCYPART_SIBL
(3,7),(3,28),-0.0132885 # DEPENDENCYPART_SIBL
(3,8),(3,9),-0.0900776 # DEPENDENCYPART_SIBL
(3,8),(3,10),0.010215 # DEPENDENCYPART_SIBL
(3,8),(3,11),-0.0910544 # DEPENDENCYPART_SIBL
(3,8),(3,12),-0.00333459 # DEPENDENCYPART_SIBL
(3,8),(3,13),0.010412 # DEPENDENCYPART_SIBL
(3,8),(3,14),0.00616138 # DEPENDENCYPART_SIBL
(3,8),(3,15),-0.0867507 # DEPENDENCYPART_SIBL
(3,8),(3,16),-0.229819 # DEPENDENCYPART_SIBL
(3,8),(3,17),-0.102262 # DEPENDENCYPART_SIBL
(3,8),(3,18),0.0193946 # DEPENDENCYPART_SIBL
(3,8),(3,20),-0.0918041 # DEPENDENCYPART_SIBL
(3,8),(3,22),-0.177855 # DEPENDENCYPART_SIBL
(3,8),(3,23),0.0104121 # DEPENDENCYPART_SIBL
(3,8),(3,28),0.00738802 # DEPENDENCYPART_SIBL
(3,9),(3,10),-0.086663 # DEPENDENCYPART_SIBL
(3,9),(3,11),0.019205 # DEPENDENCYPART_SIBL
(3,9),(3,12),-0.0903625 # DEPENDENCYPART_SIBL
(3,9),(3,13),-0.0864052 # DEPENDENCYPART_SIBL
(3,9),(3,14),-0.115362 # DEPENDENCYPART_SIBL
(3,9),(3,15),-0.153774 # DEPENDENCYPART_SIBL
(3,9),(3,16),-0.107696 # DEPENDENCYPART_SIBL
(3,9),(3,17),-0.152883 # DEPENDENCYPART_SIBL
(3,9),(3,18),-0.0855311 # DEPENDENCYPART_SIBL
(3,9),(3,20),-0.0806926 # DEPENDENCYPART_SIBL
(3,9),(3,22),-0.0508132 # DEPENDENCYPART_SIBL
(3,9),(3,23),-0.0864052 # DEPENDENCYPART_SIBL
(3,9),(3,28),-0.090612 # DEPENDENCYPART_SIBL
(3,10),(3,11),-0.0099879 # DEPENDENCYPART_SIBL
(3,10),(3,12),-0.0328206 # DEPENDENCYPART_SIBL
(3,10),(3,13),-0.0238371 # DEPENDENCYPART_SIBL
(3,10),(3,14),-0.0640662 # DEPENDENCYPART_SIBL
(3,10),(3,15),-0.025233 # DEPENDENCYPART_SIBL
(3,10),(3,16),-0.220687 # DEPENDENCYPART_SIBL
(3,10),(3,17),-0.0821448 # DEPENDENCYPART_SIBL
(3,10),(3,18),-0.0247218 # DEPENDENCYPART_SIBL
(3,10),(3,20),-0.0857161 # DEPENDENCYPART_SIBL
(3,10),(3,22),-0.179962 # DEPENDENCYPART_SIBL
(3,10),(3,23),-0.0236608 # DEPENDENCYPART_SIBL
(3,10),(3,28),-0.0277934 # DEPENDENCYPART_SIBL
(3,11),(3,12),-0.0612096 # DEPENDENCYPART_SIBL
(3,11),(3,13),-0.0559172 # DEPENDENCYPART_SIBL
(3,11),(3,14),-0.0726619 # DEPENDENCYPART_SIBL
(3,11),(3,15),-0.0721686 # DEPENDENCYPART_SIBL
(3,11),(3,16),-0.231951 # DEPENDENCYPART_SIBL
(3,11),(3,17),-0.106588 # DEPENDENCYPART_SIBL
(3,11),(3,18),-0.0451496 # DEPENDENCYPART_SIBL
(3,11),(3,20),-0.0424664 # DEPENDENCYPART_SIBL
(3,11),(3,22),-0.187455 # DEPENDENCYPART_SIBL
(3,11),(3,23),-0.0559172 # DEPENDENCYPART_SIBL
(3,11),(3,28),-0.062938 # DEPENDENCYPART_SIBL
(3,12),(3,13),-0.0413371 # DEPENDENCYPART_SIBL
(3,12),(3,14),-0.0753314 # DEPENDENCYPART_SIBL
(3,12),(3,15),-0.0369285 # DEPENDENCYPART_SIBL
(3,12),(3,16),-0.243058 # DEPENDENCYPART_SIBL
(3,12),(3,17),-0.0936255 # DEPENDENCYPART_SIBL
(3,12),(3,18),-0.0422219 # DEPENDENCYPART_SIBL
(3,12),(3,20),-0.0966931 # DEPENDENCYPART_SIBL
(3,12),(3,22),-0.202333 # DEPENDENCYPART_SIBL
(3,12),(3,23),-0.0411609 # DEPENDENCYPART_SIBL
(3,12),(3,28),-0.0452934 # DEPENDENCYPART_SIBL
(3,13),(3,14),-0.0843179 # DEPENDENCYPART_SIBL
(3,13),(3,15),-0.0360653 # DEPENDENCYPART_SIBL
(3,13),(3,16),-0.24103 # DEPENDENCYPART_SIBL
(3,13),(3,17),-0.0929771 # DEPENDENCYPART_SIBL
(3,13),(3,18),-0.0355536 # DEPENDENCYPART_SIBL
(3,13),(3,20),-0.0978201 # DEPENDENCYPART_SIBL
(3,13),(3,22),-0.200306 # DEPENDENCYPART_SIBL
(3,13),(3,23),-0.0344926 # DEPENDENCYPART_SIBL
(3,13),(3,28),-0.0386252 # DEPENDENCYPART_SIBL
(3,14),(3,15),-0.037224 # DEPENDENCYPART_SIBL
(3,14),(3,16),-0.250004 # DEPENDENCYPART_SIBL
(3,14),(3,17),-0.0682417 # DEPENDENCYPART_SIBL
(3,14),(3,18),-0.0692002 # DEPENDENCYPART_SIBL
(3,14),(3,20),-0.0563221 # DEPENDENCYPART_SIBL
(3,14),(3,22),-0.24059 # DEPENDENCYPART_SIBL
(3,14),(3,23),-0.070769 # DEPENDENCYPART_SIBL
(3,14),(3,28),-0.086917 # DEPENDENCYPART_SIBL
(3,15),(3,16),0.0662619 # DEPENDENCYPART_SIBL
(3,15),(3,17),-0.168837 # DEPENDENCYPART_SIBL
(3,15),(3,18),-0.0919785 # DEPENDENCYPART_SIBL
(3,15),(3,20),-0.0971598 # DEPENDENCYPART_SIBL
(3,15),(3,22),0.122371 # DEPENDENCYPART_SIBL
(3,15),(3,23),-0.0927745 # DEPENDENCYPART_SIBL
(3,15),(3,28),-0.0969814 # DEPENDENCYPART_SIBL
(3,16),(3,17),-0.16911 # DEPENDENCYPART_SIBL
(3,16),(3,18),-0.121861 # DEPENDENCYPART_SIBL
(3,16),(3,20),-0.0366843 # DEPENDENCYPART_SIBL
(3,16),(3,22),-0.300663 # DEPENDENCYPART_SIBL
(3,16),(3,23),-0.120856 # DEPENDENCYPART_SIBL
(3,16),(3,28),-0.121537 # DEPENDENCYPART_SIBL
(3,17),(3,18),0.0140219 # DEPENDENCYPART_SIBL
(3,17),(3,20),-0.000162856 # DEPENDENCYPART_SIBL
(3,17),(3,22),0.143964 # DEPENDENCYPART_SIBL
(3,17),(3,23),0.0092201 # DEPENDENCYPART_SIBL
(3,17),(3,28),0.00193779 # DEPENDENCYPART_SIBL
(3,18),(3,20),-0.105646 # DEPENDENCYPART_SIBL
(3,18),(3,22),-0.206319 # DEPENDENCYPART_SIBL
(3,18),(3,23),-0.0429076 # DEPENDENCYPART_SIBL
(3,18),(3,28),-0.0470402 # DEPENDENCYPART_SIBL
(3,20),(3,22),-0.082329 # DEPENDENCYPART_SIBL
(3,20),(3,23),-0.0125437 # DEPENDENCYPART_SIBL
(3,20),(3,28),-0.0132885 # DEPENDENCYPART_SIBL
(3,22),(3,23),-0.120788 # DEPENDENCYPART_SIBL
(3,22),(3,28),-0.121469 # DEPENDENCYPART_SIBL
(3,23),(3,28),-0.0386251 # DEPENDENCYPART_SIBL
(4,2),(4,3),0.010435 # DEPENDENCYPART_SIBL
(4,2),(4,5),0.00665584 # DEPENDENCYPART_SIBL
(4,2),(4,6),0.00602012 # DEPENDENCYPART_SIBL
(4,2),(4,7),0.0212597 # DEPENDENCYPART_SIBL
(4,2),(4,8),0.0111018 # DEPENDENCYPART_SIBL
(4,2),(4,9),0.0235875 # DEPENDENCYPART_SIBL
(4,2),(4,10),0.0122811 # DEPENDENCYPART_SIBL
(4,2),(4,11),-0.0169614 # DEPENDENCYPART_SIBL
(4,2),(4,12),0.00620174 # DEPENDENCYPART_SIBL
(4,2),(4,13),0.0067405 # DEPENDENCYPART_SIBL
(4,2),(4,14),-0.0255665 # DEPENDENCYPART_SIBL
(4,2),(4,15),0.0672405 # DEPENDENCYPART_SIBL
(4,2),(4,16),0.09905 # DEPENDENCYPART_SIBL
(4,3),(4,5),0.00316582 # DEPENDENCYPART_SIBL
(4,3),(4,6),0.00252573 # DEPENDENCYPART_SIBL
(4,3),(4,7),0.0202519 # DEPENDENCYPART_SIBL
(4,3),(4,8),-0.034749 # DEPENDENCYPART_SIBL
(4,3),(4,9),-0.00997988 # DEPENDENCYPART_SIBL
(4,3),(4,10),0.00325453 # DEPENDENCYPART_SIBL
(4,3),(4,11),-0.000765979 # DEPENDENCYPART_SIBL
(4,3),(4,12),0.00270848 # DEPENDENCYPART_SIBL
(4,3),(4,13),0.00324896 # DEPENDENCYPART_SIBL
(4,3),(4,14),-0.00524924 # DEPENDENCYPART_SIBL
(4,3),(4,15),0.002536 # DEPENDENCYPART_SIBL
(4,3),(4,16),0.00196157 # DEPENDENCYPART_SIBL
(4,5),(4,6),-0.128659 # DEPENDENCYPART_SIBL
(4,5),(4,7),-0.15297 # DEPENDENCYPART_SIBL
(4,5),(4,8),-0.242895 # DEPENDENCYPART_SIBL
(4,5),(4,9),-0.0120733 # DEPENDENCYPART_SIBL
(4,5),(4,10),-0.115889 # DEPENDENCYPART_SIBL
(4,5),(4,11),-0.063175 # DEPENDENCYPART_SIBL
(4,5),(4,12),-0.121488 # DEPENDENCYPART_SIBL
(4,5),(4,13),-0.116024 # DEPENDENCYPART_SIBL
(4,5),(4,14),-0.0483354 # DEPENDENCYPART_SIBL
(4,5),(4,15),0.0840055 # DEPENDENCYPART_SIBL
(4,5),(4,16),0.0313325 # DEPENDENCYPART_SIBL
(4,6),(4,7),-0.14307 # DEPENDENCYPART_SIBL
(4,6),(4,8),-0.243876 # DEPENDENCYPART_SIBL
(4,6),(4,9),-0.00975542 # DEPENDENCYPART_SIBL
(4,6),(4,10),-0.106094 # DEPENDENCYPART_SIBL
(4,6),(4,11),-0.022503 # DEPENDENCYPART_SIBL
(4,6),(4,12),-0.111693 # DEPENDENCYPART_SIBL
(4,6),(4,13),-0.106229 # DEPENDENCYPART_SIBL
(4,6),(4,14),-0.0398559 # DEPENDENCYPART_SIBL
(4,6),(4,15),0.0789141 # DEPENDENCYPART_SIBL
(4,6),(4,16),0.0354148 # DEPENDENCYPART_SIBL
(4,7),(4,8),-0.0830895 # DEPENDENCYPART_SIBL
(4,7),(4,9),0.00946528 # DEPENDENCYPART_SIBL
(4,7),(4,10),-0.0118641 # DEPENDENCYPART_SIBL
(4,7),(4,11),-0.00855136 # DEPENDENCYPART_SIBL
(4,7),(4,12),-0.0134575 # DEPENDENCYPART_SIBL
(4,7),(4,13),-0.0119351 # DEPENDENCYPART_SIBL
(4,7),(4,14),-0.0453868 # DEPENDENCYPART_SIBL
(4,7),(4,15),0.0458832 # DEPENDENCYPART_SIBL
(4,7),(4,16),0.0373701 # DEPENDENCYPART_SIBL
(4,8),(4,9),0.103239 # DEPENDENCYPART_SIBL
(4,8),(4,10),0.0728085 # DEPENDENCYPART_SIBL
(4,8),(4,11),0.117734 # DEPENDENCYPART_SIBL
(4,8),(4,12),0.0663257 # DEPENDENCYPART_SIBL
(4,8),(4,13),0.072743 # DEPENDENCYPART_SIBL
(4,8),(4,14),0.14336 # DEPENDENCYPART_SIBL
(4,8),(4,15),0.157464 # DEPENDENCYPART_SIBL
(4,8),(4,16),0.131411 # DEPENDENCYPART_SIBL
(4,9),(4,10),0.0112143 # DEPENDENCYPART_SIBL
(4,9),(4,11),0.0397314 # DEPENDENCYPART_SIBL
(4,9),(4,12),0.00969137 # DEPENDENCYPART_SIBL
(4,9),(4,13),0.0112159 # DEPENDENCYPART_SIBL
(4,9),(4,14),0.0247702 # DEPENDENCYPART_SIBL
(4,9),(4,15),0.00554893 # DEPENDENCYPART_SIBL
(4,9),(4,16),0.419961 # DEPENDENCYPART_SIBL
(4,10),(4,11),-0.0430643 # DEPENDENCYPART_SIBL
(4,10),(4,12),-0.115748 # DEPENDENCYPART_SIBL
(4,10),(4,13),-0.110284 # DEPENDENCYPART_SIBL
(4,10),(4,14),-0.0448497 # DEPENDENCYPART_SIBL
(4,10),(4,15),0.0728062 # DEPENDENCYPART_SIBL
(4,10),(4,16),0.0348661 # DEPENDENCYPART_SIBL
(4,11),(4,12),-0.0354612 # DEPENDENCYPART_SIBL
(4,11),(4,13),-0.03127 # DEPENDENCYPART_SIBL
(4,11),(4,14),-0.0426144 # DEPENDENCYPART_SIBL
(4,11),(4,15),0.0341291 # DEPENDENCYPART_SIBL
(4,11),(4,16),-0.0306716 # DEPENDENCYPART_SIBL
(4,12),(4,13),-0.126794 # DEPENDENCYPART_SIBL
(4,12),(4,14),-0.0505376 # DEPENDENCYPART_SIBL
(4,12),(4,15),0.0665079 # DEPENDENCYPART_SIBL
(4,12),(4,16),0.0237864 # DEPENDENCYPART_SIBL
(4,13),(4,14),-0.0816132 # DEPENDENCYPART_SIBL
(4,13),(4,15),0.0598349 # DEPENDENCYPART_SIBL
(4,13),(4,16),0.0195088 # DEPENDENCYPART_SIBL
(4,14),(4,15),0.16123 # DEPENDENCYPART_SIBL
(4,14),(4,16),0.0488229 # DEPENDENCYPART_SIBL
(4,15),(4,16),0.994683 # DEPENDENCYPART_SIBL
(5,1),(5,2),0.0199795 # DEPENDENCYPART_SIBL
(5,1),(5,3),0.0432936 # DEPENDENCYPART_SIBL
(5,1),(5,6),0.0237434 # DEPENDENCYPART_SIBL
(5,1),(5,7),0.0337261 # DEPENDENCYPART_SIBL
(5,1),(5,8),-0.0138144 # DEPENDENCYPART_SIBL
(5,1),(5,9),0.00941488 # DEPENDENCYPART_SIBL
(5,1),(5,10),0.0244722 # DEPENDENCYPART_SIBL
(5,1),(5,11),0.0402836 # DEPENDENCYPART_SIBL
(5,1),(5,15),0.0224133 # DEPENDENCYPART_SIBL
(5,1),(5,16),0.0167168 # DEPENDENCYPART_SIBL
(5,2),(5,3),0.010435 # DEPENDENCYPART_SIBL
(5,2),(5,6),0.00617956 # DEPENDENCYPART_SIBL
(5,2),(5,7),0.0216333 # DEPENDENCYPART_SIBL
(5,2),(5,8),0.0110509 # DEPENDENCYPART_SIBL
(5,2),(5,9),0.0235866 # DEPENDENCYPART_SIBL
(5,2),(5,10),0.0124405 # DEPENDENCYPART_SIBL
(5,2),(5,11),-0.0169688 # DEPENDENCYPART_SIBL
(5,2),(5,15),0.0672388 # DEPENDENCYPART_SIBL
(5,2),(5,16),0.0990482 # DEPENDENCYPART_SIBL
(5,3),(5,6),0.00268517 # DEPENDENCYPART_SIBL
(5,3),(5,7),0.0206254 # DEPENDENCYPART_SIBL
(5,3),(5,8),-0.0347999 # DEPENDENCYPART_SIBL
(5,3),(5,9),-0.00998076 # DEPENDENCYPART_SIBL
(5,3),(5,10),0.00341397 # DEPENDENCYPART_SIBL
(5,3),(5,11),-0.000773356 # DEPENDENCYPART_SIBL
(5,3),(5,15),0.00253433 # DEPENDENCYPART_SIBL
(5,3),(5,16),0.00195978 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.144783 # DEPENDENCYPART_SIBL
(5,6),(5,8),-0.263544 # DEPENDENCYPART_SIBL
(5,6),(5,9),-0.0201314 # DEPENDENCYPART_SIBL
(5,6),(5,10),-0.117878 # DEPENDENCYPART_SIBL
