# _root_ وَ يُشَكِّلُ هٰذا الخَفْضُ , بِ الإِضافَةِ إِلَى ثَلاثَةِ آلافِ آخَرِينَ فِي مارِس الماضِي , نِسْبَةَ 11 بِ المِائَةِ مِن مَجْمُوعِ عَدَدِ العامِلِينَ عَلَى أَجْهِزَةِ الفَحْصِ وَ البالِغِ 55600 شَخْصٍ . وَ مِن المُتَوَقَّعِ أَن تُوَفِّرَ إِدارَةُ أَمْنِ النَقْلِ مَبْلَغاً يَقْرَبُ مِن 280 مِلْيُونَ دُولارٍ أَمْرِيكِيٍّ .
#goldHeads=0,0,4,8,4,8,8,2,8,9,10,11,12,13,14,2,16,17,18,17,20,21,22,23,24,25,28,22,28,29,0,0,0,33,33,35,36,37,38,36,40,41,42,43,44,45,0,
#predictedHeads=0,0,4,2,4,2,6,7,8,9,10,9,12,13,16,2,16,17,18,17,20,21,22,23,24,25,25,27,28,29,0,0,29,33,33,35,36,37,38,36,40,41,42,43,44,45,0,
(0,2),(0,32),-0.0841986 # DEPENDENCYPART_SIBL
(0,2),(0,36),-0.0855634 # DEPENDENCYPART_SIBL
(0,2),(0,41),-0.0862964 # DEPENDENCYPART_SIBL
(0,2),(0,47),0.0890442 # DEPENDENCYPART_SIBL
(0,3),(0,4),-0.0872393 # DEPENDENCYPART_SIBL
(0,3),(0,5),-0.0591998 # DEPENDENCYPART_SIBL
(0,3),(0,6),-0.0959153 # DEPENDENCYPART_SIBL
(0,3),(0,7),-0.0872393 # DEPENDENCYPART_SIBL
(0,3),(0,8),0.0109519 # DEPENDENCYPART_SIBL
(0,3),(0,13),-0.0319287 # DEPENDENCYPART_SIBL
(0,3),(0,14),-0.0753271 # DEPENDENCYPART_SIBL
(0,3),(0,15),-0.0591998 # DEPENDENCYPART_SIBL
(0,3),(0,17),-0.0536049 # DEPENDENCYPART_SIBL
(0,3),(0,31),-0.044756 # DEPENDENCYPART_SIBL
(0,3),(0,32),0.119004 # DEPENDENCYPART_SIBL
(0,3),(0,36),0.00318933 # DEPENDENCYPART_SIBL
(0,3),(0,41),0.00272842 # DEPENDENCYPART_SIBL
(0,3),(0,47),-0.044756 # DEPENDENCYPART_SIBL
(0,4),(0,5),-0.0774123 # DEPENDENCYPART_SIBL
(0,4),(0,6),0.0250127 # DEPENDENCYPART_SIBL
(0,4),(0,7),-0.0345771 # DEPENDENCYPART_SIBL
(0,4),(0,8),0.0852026 # DEPENDENCYPART_SIBL
(0,4),(0,13),0.0439269 # DEPENDENCYPART_SIBL
(0,4),(0,14),-0.0230859 # DEPENDENCYPART_SIBL
(0,4),(0,15),-0.0774123 # DEPENDENCYPART_SIBL
(0,4),(0,17),0.0253102 # DEPENDENCYPART_SIBL
(0,4),(0,31),-0.0407386 # DEPENDENCYPART_SIBL
(0,4),(0,32),-0.0644612 # DEPENDENCYPART_SIBL
(0,4),(0,36),-0.105866 # DEPENDENCYPART_SIBL
(0,4),(0,41),-0.105867 # DEPENDENCYPART_SIBL
(0,4),(0,47),-0.0407386 # DEPENDENCYPART_SIBL
(0,5),(0,6),-0.0977326 # DEPENDENCYPART_SIBL
(0,5),(0,7),-0.0588501 # DEPENDENCYPART_SIBL
(0,5),(0,8),0.0355347 # DEPENDENCYPART_SIBL
(0,5),(0,13),0.0162324 # DEPENDENCYPART_SIBL
(0,5),(0,14),-0.0450833 # DEPENDENCYPART_SIBL
(0,5),(0,15),-0.212957 # DEPENDENCYPART_SIBL
(0,5),(0,17),0.0507164 # DEPENDENCYPART_SIBL
(0,5),(0,31),-0.297019 # DEPENDENCYPART_SIBL
(0,5),(0,32),0.0523667 # DEPENDENCYPART_SIBL
(0,5),(0,36),0.0133416 # DEPENDENCYPART_SIBL
(0,5),(0,41),0.0133393 # DEPENDENCYPART_SIBL
(0,5),(0,47),-0.297019 # DEPENDENCYPART_SIBL
(0,6),(0,7),-0.0994349 # DEPENDENCYPART_SIBL
(0,6),(0,8),-0.0618423 # DEPENDENCYPART_SIBL
(0,6),(0,13),-0.0435366 # DEPENDENCYPART_SIBL
(0,6),(0,14),-0.1037 # DEPENDENCYPART_SIBL
(0,6),(0,15),-0.158724 # DEPENDENCYPART_SIBL
(0,6),(0,17),-0.0332809 # DEPENDENCYPART_SIBL
(0,6),(0,31),-0.283098 # DEPENDENCYPART_SIBL
(0,6),(0,32),-0.14273 # DEPENDENCYPART_SIBL
(0,6),(0,36),-0.166439 # DEPENDENCYPART_SIBL
(0,6),(0,41),-0.16644 # DEPENDENCYPART_SIBL
(0,6),(0,47),-0.283098 # DEPENDENCYPART_SIBL
(0,7),(0,8),0.0833894 # DEPENDENCYPART_SIBL
(0,7),(0,13),0.0439269 # DEPENDENCYPART_SIBL
(0,7),(0,14),-0.0230876 # DEPENDENCYPART_SIBL
(0,7),(0,15),-0.0774123 # DEPENDENCYPART_SIBL
(0,7),(0,17),0.0253102 # DEPENDENCYPART_SIBL
(0,7),(0,31),-0.0407386 # DEPENDENCYPART_SIBL
(0,7),(0,32),-0.0653951 # DEPENDENCYPART_SIBL
(0,7),(0,36),-0.105866 # DEPENDENCYPART_SIBL
(0,7),(0,41),-0.105867 # DEPENDENCYPART_SIBL
(0,7),(0,47),-0.0407386 # DEPENDENCYPART_SIBL
(0,8),(0,13),-0.038045 # DEPENDENCYPART_SIBL
(0,8),(0,14),-0.0438452 # DEPENDENCYPART_SIBL
(0,8),(0,15),-0.064554 # DEPENDENCYPART_SIBL
(0,8),(0,17),-0.0210085 # DEPENDENCYPART_SIBL
(0,8),(0,31),-0.116788 # DEPENDENCYPART_SIBL
(0,8),(0,32),-0.104483 # DEPENDENCYPART_SIBL
(0,8),(0,36),-0.174369 # DEPENDENCYPART_SIBL
(0,8),(0,41),-0.17437 # DEPENDENCYPART_SIBL
(0,8),(0,47),-0.116788 # DEPENDENCYPART_SIBL
(0,13),(0,14),0.0170555 # DEPENDENCYPART_SIBL
(0,13),(0,15),0.000319438 # DEPENDENCYPART_SIBL
(0,13),(0,17),0.0936816 # DEPENDENCYPART_SIBL
(0,13),(0,31),0.0627449 # DEPENDENCYPART_SIBL
(0,13),(0,32),-0.122378 # DEPENDENCYPART_SIBL
(0,13),(0,36),-0.00426042 # DEPENDENCYPART_SIBL
(0,13),(0,41),-0.00426135 # DEPENDENCYPART_SIBL
(0,13),(0,47),0.0627449 # DEPENDENCYPART_SIBL
(0,14),(0,15),-0.00145238 # DEPENDENCYPART_SIBL
(0,14),(0,17),0.00772332 # DEPENDENCYPART_SIBL
(0,14),(0,31),-0.00531223 # DEPENDENCYPART_SIBL
(0,14),(0,32),-0.070816 # DEPENDENCYPART_SIBL
(0,14),(0,36),-0.0591359 # DEPENDENCYPART_SIBL
(0,14),(0,41),-0.0598688 # DEPENDENCYPART_SIBL
(0,14),(0,47),-0.00531223 # DEPENDENCYPART_SIBL
(0,15),(0,17),0.0507164 # DEPENDENCYPART_SIBL
(0,15),(0,31),-0.297019 # DEPENDENCYPART_SIBL
(0,15),(0,32),0.0523667 # DEPENDENCYPART_SIBL
(0,15),(0,36),0.0133416 # DEPENDENCYPART_SIBL
(0,15),(0,41),0.0133393 # DEPENDENCYPART_SIBL
(0,15),(0,47),-0.297019 # DEPENDENCYPART_SIBL
(0,17),(0,31),0.14635 # DEPENDENCYPART_SIBL
(0,17),(0,32),0.014043 # DEPENDENCYPART_SIBL
(0,17),(0,36),0.0307499 # DEPENDENCYPART_SIBL
(0,17),(0,41),0.0307489 # DEPENDENCYPART_SIBL
(0,17),(0,47),0.14635 # DEPENDENCYPART_SIBL
(0,31),(0,32),1.1435 # DEPENDENCYPART_SIBL
(0,31),(0,36),0.834967 # DEPENDENCYPART_SIBL
(0,31),(0,41),0.834965 # DEPENDENCYPART_SIBL
(0,31),(0,47),-0.443065 # DEPENDENCYPART_SIBL
(0,32),(0,36),0.0817949 # DEPENDENCYPART_SIBL
(0,32),(0,41),0.081794 # DEPENDENCYPART_SIBL
(0,32),(0,47),-0.00197136 # DEPENDENCYPART_SIBL
(0,36),(0,41),-0.0805168 # DEPENDENCYPART_SIBL
(0,36),(0,47),0.0763127 # DEPENDENCYPART_SIBL
(0,41),(0,47),0.0763051 # DEPENDENCYPART_SIBL
(1,2),(1,4),-0.00564083 # DEPENDENCYPART_SIBL
(1,2),(1,6),0.0584209 # DEPENDENCYPART_SIBL
(1,4),(1,6),0.0244305 # DEPENDENCYPART_SIBL
(2,1),(2,3),-0.00748326 # DEPENDENCYPART_SIBL
(2,1),(2,4),-0.00751347 # DEPENDENCYPART_SIBL
(2,1),(2,5),0.00883517 # DEPENDENCYPART_SIBL
(2,1),(2,6),-0.0117975 # DEPENDENCYPART_SIBL
(2,1),(2,7),-0.00751506 # DEPENDENCYPART_SIBL
(2,1),(2,8),-0.0398993 # DEPENDENCYPART_SIBL
(2,1),(2,9),-0.00844142 # DEPENDENCYPART_SIBL
(2,1),(2,10),-0.00751349 # DEPENDENCYPART_SIBL
(2,1),(2,11),-0.00751699 # DEPENDENCYPART_SIBL
(2,1),(2,12),0.00182142 # DEPENDENCYPART_SIBL
(2,1),(2,14),-0.010856 # DEPENDENCYPART_SIBL
(2,1),(2,15),0.00883517 # DEPENDENCYPART_SIBL
(2,1),(2,16),-0.00793564 # DEPENDENCYPART_SIBL
(2,1),(2,17),-0.0245321 # DEPENDENCYPART_SIBL
(2,1),(2,18),-0.0117975 # DEPENDENCYPART_SIBL
(2,1),(2,19),-0.00766566 # DEPENDENCYPART_SIBL
(2,1),(2,20),-0.00312593 # DEPENDENCYPART_SIBL
(2,1),(2,21),-0.00751347 # DEPENDENCYPART_SIBL
(2,1),(2,22),-0.00759487 # DEPENDENCYPART_SIBL
(2,1),(2,23),-0.0075162 # DEPENDENCYPART_SIBL
(2,1),(2,24),-0.0311006 # DEPENDENCYPART_SIBL
(2,1),(2,26),-0.00751347 # DEPENDENCYPART_SIBL
(2,1),(2,28),-0.00995438 # DEPENDENCYPART_SIBL
(2,1),(2,31),-0.0434563 # DEPENDENCYPART_SIBL
(2,1),(2,35),0.077681 # DEPENDENCYPART_SIBL
(2,3),(2,4),-0.0761236 # DEPENDENCYPART_SIBL
(2,3),(2,5),-0.0983259 # DEPENDENCYPART_SIBL
(2,3),(2,6),-0.196285 # DEPENDENCYPART_SIBL
(2,3),(2,7),-0.0761236 # DEPENDENCYPART_SIBL
(2,3),(2,8),-0.159883 # DEPENDENCYPART_SIBL
(2,3),(2,9),-0.0763339 # DEPENDENCYPART_SIBL
(2,3),(2,10),-0.0761239 # DEPENDENCYPART_SIBL
(2,3),(2,11),-0.0761312 # DEPENDENCYPART_SIBL
(2,3),(2,12),-0.037234 # DEPENDENCYPART_SIBL
(2,3),(2,14),-0.0839359 # DEPENDENCYPART_SIBL
(2,3),(2,15),-0.0983259 # DEPENDENCYPART_SIBL
(2,3),(2,16),-0.075652 # DEPENDENCYPART_SIBL
(2,3),(2,17),-0.131069 # DEPENDENCYPART_SIBL
(2,3),(2,18),-0.196285 # DEPENDENCYPART_SIBL
(2,3),(2,19),-0.0762755 # DEPENDENCYPART_SIBL
(2,3),(2,20),-0.139494 # DEPENDENCYPART_SIBL
(2,3),(2,21),-0.0761236 # DEPENDENCYPART_SIBL
(2,3),(2,22),-0.0762631 # DEPENDENCYPART_SIBL
(2,3),(2,23),-0.0763183 # DEPENDENCYPART_SIBL
(2,3),(2,24),-0.0422648 # DEPENDENCYPART_SIBL
(2,3),(2,26),-0.0761236 # DEPENDENCYPART_SIBL
(2,3),(2,28),-0.0725142 # DEPENDENCYPART_SIBL
(2,3),(2,31),-0.0997611 # DEPENDENCYPART_SIBL
(2,3),(2,35),-0.0617174 # DEPENDENCYPART_SIBL
(2,4),(2,5),-0.105453 # DEPENDENCYPART_SIBL
(2,4),(2,6),0.00383209 # DEPENDENCYPART_SIBL
(2,4),(2,7),-0.0576902 # DEPENDENCYPART_SIBL
(2,4),(2,8),-0.00822374 # DEPENDENCYPART_SIBL
(2,4),(2,9),-0.0597762 # DEPENDENCYPART_SIBL
(2,4),(2,10),-0.057885 # DEPENDENCYPART_SIBL
(2,4),(2,11),-0.0602804 # DEPENDENCYPART_SIBL
(2,4),(2,12),0.0018758 # DEPENDENCYPART_SIBL
(2,4),(2,14),-0.00275553 # DEPENDENCYPART_SIBL
(2,4),(2,15),-0.105453 # DEPENDENCYPART_SIBL
(2,4),(2,16),-0.0493707 # DEPENDENCYPART_SIBL
(2,4),(2,17),0.00260119 # DEPENDENCYPART_SIBL
(2,4),(2,18),0.00383209 # DEPENDENCYPART_SIBL
(2,4),(2,19),-0.05783 # DEPENDENCYPART_SIBL
(2,4),(2,20),-0.0572573 # DEPENDENCYPART_SIBL
(2,4),(2,21),-0.0582032 # DEPENDENCYPART_SIBL
(2,4),(2,22),-0.062063 # DEPENDENCYPART_SIBL
(2,4),(2,23),-0.0592663 # DEPENDENCYPART_SIBL
(2,4),(2,24),0.0100711 # DEPENDENCYPART_SIBL
(2,4),(2,26),-0.0576731 # DEPENDENCYPART_SIBL
(2,4),(2,28),-0.00611986 # DEPENDENCYPART_SIBL
(2,4),(2,31),-0.0792215 # DEPENDENCYPART_SIBL
(2,4),(2,35),-0.0471249 # DEPENDENCYPART_SIBL
(2,5),(2,6),-0.0146654 # DEPENDENCYPART_SIBL
(2,5),(2,7),-0.0240346 # DEPENDENCYPART_SIBL
(2,5),(2,8),-0.00914802 # DEPENDENCYPART_SIBL
(2,5),(2,9),-0.0242463 # DEPENDENCYPART_SIBL
(2,5),(2,10),-0.0240346 # DEPENDENCYPART_SIBL
(2,5),(2,11),-0.0240422 # DEPENDENCYPART_SIBL
(2,5),(2,12),0.0164025 # DEPENDENCYPART_SIBL
(2,5),(2,14),0.0339097 # DEPENDENCYPART_SIBL
(2,5),(2,15),-0.0200646 # DEPENDENCYPART_SIBL
(2,5),(2,16),-0.0226846 # DEPENDENCYPART_SIBL
(2,5),(2,17),0.0703343 # DEPENDENCYPART_SIBL
(2,5),(2,18),-0.0146654 # DEPENDENCYPART_SIBL
(2,5),(2,19),-0.0242585 # DEPENDENCYPART_SIBL
(2,5),(2,20),-0.014437 # DEPENDENCYPART_SIBL
(2,5),(2,21),-0.0240356 # DEPENDENCYPART_SIBL
(2,5),(2,22),-0.0240359 # DEPENDENCYPART_SIBL
(2,5),(2,23),-0.0241943 # DEPENDENCYPART_SIBL
(2,5),(2,24),-0.0370822 # DEPENDENCYPART_SIBL
(2,5),(2,26),-0.0240346 # DEPENDENCYPART_SIBL
(2,5),(2,28),0.0267438 # DEPENDENCYPART_SIBL
(2,5),(2,31),0.022266 # DEPENDENCYPART_SIBL
(2,5),(2,35),0.00347698 # DEPENDENCYPART_SIBL
(2,6),(2,7),-0.0666157 # DEPENDENCYPART_SIBL
(2,6),(2,8),-0.164721 # DEPENDENCYPART_SIBL
(2,6),(2,9),-0.0689106 # DEPENDENCYPART_SIBL
(2,6),(2,10),-0.0672063 # DEPENDENCYPART_SIBL
(2,6),(2,11),-0.0665839 # DEPENDENCYPART_SIBL
(2,6),(2,12),-0.0859761 # DEPENDENCYPART_SIBL
(2,6),(2,14),-0.0702481 # DEPENDENCYPART_SIBL
(2,6),(2,15),-0.000201195 # DEPENDENCYPART_SIBL
(2,6),(2,16),-0.0637943 # DEPENDENCYPART_SIBL
(2,6),(2,17),-0.10754 # DEPENDENCYPART_SIBL
(2,6),(2,18),-0.175463 # DEPENDENCYPART_SIBL
(2,6),(2,19),-0.0682001 # DEPENDENCYPART_SIBL
(2,6),(2,20),-0.24056 # DEPENDENCYPART_SIBL
(2,6),(2,21),-0.0670607 # DEPENDENCYPART_SIBL
(2,6),(2,22),-0.0669783 # DEPENDENCYPART_SIBL
(2,6),(2,23),-0.0668968 # DEPENDENCYPART_SIBL
(2,6),(2,24),-0.120391 # DEPENDENCYPART_SIBL
(2,6),(2,26),-0.0665617 # DEPENDENCYPART_SIBL
(2,6),(2,28),-0.053284 # DEPENDENCYPART_SIBL
(2,6),(2,31),-0.0825687 # DEPENDENCYPART_SIBL
(2,6),(2,35),-0.159775 # DEPENDENCYPART_SIBL
(2,7),(2,8),-0.010037 # DEPENDENCYPART_SIBL
(2,7),(2,9),-0.0616953 # DEPENDENCYPART_SIBL
(2,7),(2,10),-0.0598041 # DEPENDENCYPART_SIBL
(2,7),(2,11),-0.0621995 # DEPENDENCYPART_SIBL
(2,7),(2,12),0.000954758 # DEPENDENCYPART_SIBL
(2,7),(2,14),-0.00275723 # DEPENDENCYPART_SIBL
(2,7),(2,15),-0.105453 # DEPENDENCYPART_SIBL
(2,7),(2,16),-0.0512898 # DEPENDENCYPART_SIBL
(2,7),(2,17),0.00260119 # DEPENDENCYPART_SIBL
(2,7),(2,18),0.00292013 # DEPENDENCYPART_SIBL
(2,7),(2,19),-0.0597491 # DEPENDENCYPART_SIBL
(2,7),(2,20),-0.0581689 # DEPENDENCYPART_SIBL
(2,7),(2,21),-0.0601223 # DEPENDENCYPART_SIBL
(2,7),(2,22),-0.063982 # DEPENDENCYPART_SIBL
(2,7),(2,23),-0.0611854 # DEPENDENCYPART_SIBL
(2,7),(2,24),0.00915931 # DEPENDENCYPART_SIBL
(2,7),(2,26),-0.0595922 # DEPENDENCYPART_SIBL
(2,7),(2,28),-0.00612157 # DEPENDENCYPART_SIBL
(2,7),(2,31),-0.0792215 # DEPENDENCYPART_SIBL
(2,7),(2,35),-0.0480573 # DEPENDENCYPART_SIBL
(2,8),(2,9),-0.089638 # DEPENDENCYPART_SIBL
(2,8),(2,10),-0.087934 # DEPENDENCYPART_SIBL
(2,8),(2,11),-0.087305 # DEPENDENCYPART_SIBL
(2,8),(2,12),-0.0898165 # DEPENDENCYPART_SIBL
(2,8),(2,14),-0.0225436 # DEPENDENCYPART_SIBL
(2,8),(2,15),-0.0608001 # DEPENDENCYPART_SIBL
(2,8),(2,16),-0.084522 # DEPENDENCYPART_SIBL
(2,8),(2,17),-0.130725 # DEPENDENCYPART_SIBL
(2,8),(2,18),-0.192476 # DEPENDENCYPART_SIBL
(2,8),(2,19),-0.0886663 # DEPENDENCYPART_SIBL
(2,8),(2,20),-0.188112 # DEPENDENCYPART_SIBL
(2,8),(2,21),-0.0877885 # DEPENDENCYPART_SIBL
(2,8),(2,22),-0.0876681 # DEPENDENCYPART_SIBL
(2,8),(2,23),-0.0876246 # DEPENDENCYPART_SIBL
(2,8),(2,24),-0.127541 # DEPENDENCYPART_SIBL
(2,8),(2,26),-0.0872895 # DEPENDENCYPART_SIBL
(2,8),(2,28),-0.00564831 # DEPENDENCYPART_SIBL
(2,8),(2,31),-0.0924321 # DEPENDENCYPART_SIBL
(2,8),(2,35),-0.0784184 # DEPENDENCYPART_SIBL
(2,9),(2,10),-0.0645272 # DEPENDENCYPART_SIBL
(2,9),(2,11),-0.0660696 # DEPENDENCYPART_SIBL
(2,9),(2,12),0.00752129 # DEPENDENCYPART_SIBL
(2,9),(2,14),-0.00309561 # DEPENDENCYPART_SIBL
(2,9),(2,15),-0.105961 # DEPENDENCYPART_SIBL
(2,9),(2,16),-0.0551598 # DEPENDENCYPART_SIBL
(2,9),(2,17),0.00231512 # DEPENDENCYPART_SIBL
(2,9),(2,18),0.0175085 # DEPENDENCYPART_SIBL
(2,9),(2,19),-0.0636192 # DEPENDENCYPART_SIBL
(2,9),(2,20),-0.0449159 # DEPENDENCYPART_SIBL
(2,9),(2,21),-0.0639923 # DEPENDENCYPART_SIBL
(2,9),(2,22),-0.0678521 # DEPENDENCYPART_SIBL
(2,9),(2,23),-0.0650555 # DEPENDENCYPART_SIBL
(2,9),(2,24),0.0159618 # DEPENDENCYPART_SIBL
(2,9),(2,26),-0.0634623 # DEPENDENCYPART_SIBL
(2,9),(2,28),-0.00645994 # DEPENDENCYPART_SIBL
(2,9),(2,31),-0.0797295 # DEPENDENCYPART_SIBL
(2,9),(2,35),-0.0474403 # DEPENDENCYPART_SIBL
(2,10),(2,11),-0.0642378 # DEPENDENCYPART_SIBL
(2,10),(2,12),0.014282 # DEPENDENCYPART_SIBL
(2,10),(2,14),-0.00383555 # DEPENDENCYPART_SIBL
(2,10),(2,15),-0.105453 # DEPENDENCYPART_SIBL
(2,10),(2,16),-0.053328 # DEPENDENCYPART_SIBL
(2,10),(2,17),0.00255308 # DEPENDENCYPART_SIBL
(2,10),(2,18),0.0207851 # DEPENDENCYPART_SIBL
(2,10),(2,19),-0.0617873 # DEPENDENCYPART_SIBL
(2,10),(2,20),-0.0350883 # DEPENDENCYPART_SIBL
(2,10),(2,21),-0.0621605 # DEPENDENCYPART_SIBL
(2,10),(2,22),-0.0660203 # DEPENDENCYPART_SIBL
(2,10),(2,23),-0.0632236 # DEPENDENCYPART_SIBL
(2,10),(2,24),0.0224773 # DEPENDENCYPART_SIBL
(2,10),(2,26),-0.0616304 # DEPENDENCYPART_SIBL
(2,10),(2,28),-0.00719989 # DEPENDENCYPART_SIBL
(2,10),(2,31),-0.0792217 # DEPENDENCYPART_SIBL
(2,10),(2,35),-0.0475478 # DEPENDENCYPART_SIBL
(2,11),(2,12),0.00419718 # DEPENDENCYPART_SIBL
(2,11),(2,14),-0.00275908 # DEPENDENCYPART_SIBL
(2,11),(2,15),-0.105457 # DEPENDENCYPART_SIBL
(2,11),(2,16),-0.0503427 # DEPENDENCYPART_SIBL
(2,11),(2,17),0.00259749 # DEPENDENCYPART_SIBL
(2,11),(2,18),0.00615347 # DEPENDENCYPART_SIBL
(2,11),(2,19),-0.0588021 # DEPENDENCYPART_SIBL
(2,11),(2,20),-0.0522406 # DEPENDENCYPART_SIBL
(2,11),(2,21),-0.0591753 # DEPENDENCYPART_SIBL
(2,11),(2,22),-0.063035 # DEPENDENCYPART_SIBL
(2,11),(2,23),-0.0602384 # DEPENDENCYPART_SIBL
(2,11),(2,24),0.0123924 # DEPENDENCYPART_SIBL
(2,11),(2,26),-0.0586452 # DEPENDENCYPART_SIBL
(2,11),(2,28),-0.00612341 # DEPENDENCYPART_SIBL
(2,11),(2,31),-0.0792252 # DEPENDENCYPART_SIBL
(2,11),(2,35),-0.0486518 # DEPENDENCYPART_SIBL
(2,12),(2,14),-0.0771803 # DEPENDENCYPART_SIBL
(2,12),(2,15),-0.0302275 # DEPENDENCYPART_SIBL
(2,12),(2,16),0.0262026 # DEPENDENCYPART_SIBL
(2,12),(2,17),-0.0372702 # DEPENDENCYPART_SIBL
(2,12),(2,18),-0.099104 # DEPENDENCYPART_SIBL
(2,12),(2,19),0.021095 # DEPENDENCYPART_SIBL
(2,12),(2,20),-0.0994108 # DEPENDENCYPART_SIBL
(2,12),(2,21),0.0229348 # DEPENDENCYPART_SIBL
(2,12),(2,22),0.023052 # DEPENDENCYPART_SIBL
(2,12),(2,23),0.0230632 # DEPENDENCYPART_SIBL
(2,12),(2,24),0.0320957 # DEPENDENCYPART_SIBL
(2,12),(2,26),0.0234351 # DEPENDENCYPART_SIBL
(2,12),(2,28),-0.0572992 # DEPENDENCYPART_SIBL
(2,12),(2,31),-0.103295 # DEPENDENCYPART_SIBL
(2,12),(2,35),0.0262225 # DEPENDENCYPART_SIBL
(2,14),(2,15),-0.0658685 # DEPENDENCYPART_SIBL
(2,14),(2,16),-0.0404229 # DEPENDENCYPART_SIBL
(2,14),(2,17),-0.043759 # DEPENDENCYPART_SIBL
(2,14),(2,18),-0.0692572 # DEPENDENCYPART_SIBL
(2,14),(2,19),-0.0433423 # DEPENDENCYPART_SIBL
(2,14),(2,20),-0.0796342 # DEPENDENCYPART_SIBL
(2,14),(2,21),-0.0436843 # DEPENDENCYPART_SIBL
(2,14),(2,22),-0.0435235 # DEPENDENCYPART_SIBL
(2,14),(2,23),-0.0434667 # DEPENDENCYPART_SIBL
(2,14),(2,24),-0.0713643 # DEPENDENCYPART_SIBL
(2,14),(2,26),-0.0431903 # DEPENDENCYPART_SIBL
(2,14),(2,28),-0.0500287 # DEPENDENCYPART_SIBL
(2,14),(2,31),-0.0792147 # DEPENDENCYPART_SIBL
(2,14),(2,35),-0.0238618 # DEPENDENCYPART_SIBL
(2,15),(2,16),-0.0226846 # DEPENDENCYPART_SIBL
(2,15),(2,17),0.0703343 # DEPENDENCYPART_SIBL
(2,15),(2,18),-0.0146654 # DEPENDENCYPART_SIBL
(2,15),(2,19),-0.0242585 # DEPENDENCYPART_SIBL
(2,15),(2,20),-0.014437 # DEPENDENCYPART_SIBL
(2,15),(2,21),-0.0240356 # DEPENDENCYPART_SIBL
(2,15),(2,22),-0.0240359 # DEPENDENCYPART_SIBL
(2,15),(2,23),-0.0241943 # DEPENDENCYPART_SIBL
(2,15),(2,24),-0.0370822 # DEPENDENCYPART_SIBL
(2,15),(2,26),-0.0240346 # DEPENDENCYPART_SIBL
(2,15),(2,28),0.0267438 # DEPENDENCYPART_SIBL
(2,15),(2,31),0.022266 # DEPENDENCYPART_SIBL
(2,15),(2,35),0.00347698 # DEPENDENCYPART_SIBL
(2,16),(2,17),0.0024411 # DEPENDENCYPART_SIBL
(2,16),(2,18),0.00229503 # DEPENDENCYPART_SIBL
(2,16),(2,19),-0.0579133 # DEPENDENCYPART_SIBL
(2,16),(2,20),-0.0599452 # DEPENDENCYPART_SIBL
(2,16),(2,21),-0.0582865 # DEPENDENCYPART_SIBL
(2,16),(2,22),-0.0621462 # DEPENDENCYPART_SIBL
(2,16),(2,23),-0.0593496 # DEPENDENCYPART_SIBL
(2,16),(2,24),0.008534 # DEPENDENCYPART_SIBL
(2,16),(2,26),-0.0577564 # DEPENDENCYPART_SIBL
(2,16),(2,28),-0.00620519 # DEPENDENCYPART_SIBL
(2,16),(2,31),-0.0803011 # DEPENDENCYPART_SIBL
(2,16),(2,35),-0.0472082 # DEPENDENCYPART_SIBL
(2,17),(2,18),-0.0127688 # DEPENDENCYPART_SIBL
(2,17),(2,19),-0.0179331 # DEPENDENCYPART_SIBL
(2,17),(2,20),-0.0719949 # DEPENDENCYPART_SIBL
(2,17),(2,21),-0.0162264 # DEPENDENCYPART_SIBL
(2,17),(2,22),-0.0162281 # DEPENDENCYPART_SIBL
(2,17),(2,23),-0.016386 # DEPENDENCYPART_SIBL
(2,17),(2,24),-0.0216928 # DEPENDENCYPART_SIBL
(2,17),(2,26),-0.0162263 # DEPENDENCYPART_SIBL
(2,17),(2,28),-0.0349353 # DEPENDENCYPART_SIBL
(2,17),(2,31),-0.0155914 # DEPENDENCYPART_SIBL
(2,17),(2,35),-0.0199544 # DEPENDENCYPART_SIBL
(2,18),(2,19),-0.0682001 # DEPENDENCYPART_SIBL
(2,18),(2,20),-0.24056 # DEPENDENCYPART_SIBL
(2,18),(2,21),-0.0670607 # DEPENDENCYPART_SIBL
(2,18),(2,22),-0.0669783 # DEPENDENCYPART_SIBL
(2,18),(2,23),-0.0668968 # DEPENDENCYPART_SIBL
(2,18),(2,24),-0.120391 # DEPENDENCYPART_SIBL
(2,18),(2,26),-0.0665617 # DEPENDENCYPART_SIBL
(2,18),(2,28),-0.053284 # DEPENDENCYPART_SIBL
(2,18),(2,31),-0.0825687 # DEPENDENCYPART_SIBL
(2,18),(2,35),-0.159775 # DEPENDENCYPART_SIBL
(2,19),(2,20),-0.0614949 # DEPENDENCYPART_SIBL
(2,19),(2,21),-0.0615717 # DEPENDENCYPART_SIBL
(2,19),(2,22),-0.0654315 # DEPENDENCYPART_SIBL
(2,19),(2,23),-0.0626349 # DEPENDENCYPART_SIBL
(2,19),(2,24),0.00686564 # DEPENDENCYPART_SIBL
(2,19),(2,26),-0.0610417 # DEPENDENCYPART_SIBL
(2,19),(2,28),-0.00627797 # DEPENDENCYPART_SIBL
(2,19),(2,31),-0.0797797 # DEPENDENCYPART_SIBL
(2,19),(2,35),-0.04763 # DEPENDENCYPART_SIBL
(2,20),(2,21),-0.0206307 # DEPENDENCYPART_SIBL
