# _root_ Bir konuda bilgi _ verirken veya bir gerçeği _ savunurken , _ türlü kanıtlardan _ _ faydalanan , bunları bilimsel biçimde _ inceleyen gazete ve dergi yazılarına makale _ denir .
#goldHeads=2,4,4,5,6,10,8,9,10,16,0,13,14,16,16,17,18,23,22,21,22,23,24,25,26,27,30,30,30,31,0,
#predictedHeads=2,4,4,5,6,7,8,9,10,30,0,13,14,16,16,17,18,24,22,21,22,23,24,25,26,27,30,30,30,31,0,
(11,5),(11,16),-0.0760477 # DEPENDENCYPART_SIBL
(11,5),(11,30),-0.062359 # DEPENDENCYPART_SIBL
(11,6),(11,7),-0.058942 # DEPENDENCYPART_SIBL
(11,6),(11,8),-0.0189257 # DEPENDENCYPART_SIBL
(11,6),(11,9),0.0323379 # DEPENDENCYPART_SIBL
(11,6),(11,10),-0.0127141 # DEPENDENCYPART_SIBL
(11,6),(11,16),-0.0255491 # DEPENDENCYPART_SIBL
(11,6),(11,30),-0.0172471 # DEPENDENCYPART_SIBL
(11,7),(11,8),0.0182491 # DEPENDENCYPART_SIBL
(11,7),(11,9),-0.00474098 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.0156261 # DEPENDENCYPART_SIBL
(11,7),(11,16),-0.0561971 # DEPENDENCYPART_SIBL
(11,7),(11,30),-0.0415705 # DEPENDENCYPART_SIBL
(11,8),(11,9),-0.0585443 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.0264114 # DEPENDENCYPART_SIBL
(11,8),(11,16),-0.0586021 # DEPENDENCYPART_SIBL
(11,8),(11,30),-0.0336151 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.144268 # DEPENDENCYPART_SIBL
(11,9),(11,16),-0.166193 # DEPENDENCYPART_SIBL
(11,9),(11,30),-0.138087 # DEPENDENCYPART_SIBL
(11,10),(11,16),-0.0760477 # DEPENDENCYPART_SIBL
(11,10),(11,30),-0.062359 # DEPENDENCYPART_SIBL
(11,16),(11,30),-0.0286604 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.242941 # DEPENDENCYPART_SIBL
(12,9),(12,13),0.0942009 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.0263274 # DEPENDENCYPART_SIBL
(13,1),(13,4),-0.138905 # DEPENDENCYPART_SIBL
(13,1),(13,7),-0.129952 # DEPENDENCYPART_SIBL
(13,1),(13,8),0.0416225 # DEPENDENCYPART_SIBL
(13,1),(13,9),-0.138905 # DEPENDENCYPART_SIBL
(13,1),(13,10),-0.0551952 # DEPENDENCYPART_SIBL
(13,1),(13,11),-0.0293245 # DEPENDENCYPART_SIBL
(13,1),(13,12),-0.0229128 # DEPENDENCYPART_SIBL
(13,1),(13,15),-0.0162558 # DEPENDENCYPART_SIBL
(13,1),(13,28),-0.00580047 # DEPENDENCYPART_SIBL
(13,4),(13,7),-0.174869 # DEPENDENCYPART_SIBL
(13,4),(13,8),-0.292079 # DEPENDENCYPART_SIBL
(13,4),(13,9),-0.897251 # DEPENDENCYPART_SIBL
(13,4),(13,10),-0.173786 # DEPENDENCYPART_SIBL
(13,4),(13,11),-0.172436 # DEPENDENCYPART_SIBL
(13,4),(13,12),-0.768671 # DEPENDENCYPART_SIBL
(13,4),(13,15),-0.067052 # DEPENDENCYPART_SIBL
(13,4),(13,28),-0.0453405 # DEPENDENCYPART_SIBL
(13,7),(13,8),0.0416225 # DEPENDENCYPART_SIBL
(13,7),(13,9),-0.138905 # DEPENDENCYPART_SIBL
(13,7),(13,10),-0.0551952 # DEPENDENCYPART_SIBL
(13,7),(13,11),-0.0293245 # DEPENDENCYPART_SIBL
(13,7),(13,12),-0.0229128 # DEPENDENCYPART_SIBL
(13,7),(13,15),-0.0162558 # DEPENDENCYPART_SIBL
(13,7),(13,28),-0.00580047 # DEPENDENCYPART_SIBL
(13,8),(13,9),0.000103225 # DEPENDENCYPART_SIBL
(13,8),(13,10),0.110677 # DEPENDENCYPART_SIBL
(13,8),(13,11),-0.0155975 # DEPENDENCYPART_SIBL
(13,8),(13,12),-0.18301 # DEPENDENCYPART_SIBL
(13,8),(13,15),0.0472041 # DEPENDENCYPART_SIBL
(13,8),(13,28),0.0693345 # DEPENDENCYPART_SIBL
(13,9),(13,10),-0.173786 # DEPENDENCYPART_SIBL
(13,9),(13,11),-0.172436 # DEPENDENCYPART_SIBL
(13,9),(13,12),-0.768671 # DEPENDENCYPART_SIBL
(13,9),(13,15),-0.067052 # DEPENDENCYPART_SIBL
(13,9),(13,28),-0.0453405 # DEPENDENCYPART_SIBL
(13,10),(13,11),-0.0265525 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.021155 # DEPENDENCYPART_SIBL
(13,10),(13,15),0.0193513 # DEPENDENCYPART_SIBL
(13,10),(13,28),0.0288844 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.183083 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.036189 # DEPENDENCYPART_SIBL
(13,11),(13,28),-0.00273484 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.00638508 # DEPENDENCYPART_SIBL
(13,12),(13,28),0.0342508 # DEPENDENCYPART_SIBL
(13,15),(13,28),-0.0307998 # DEPENDENCYPART_SIBL
(14,1),(14,7),-0.135241 # DEPENDENCYPART_SIBL
(14,1),(14,9),-0.068981 # DEPENDENCYPART_SIBL
(14,1),(14,11),-0.030321 # DEPENDENCYPART_SIBL
(14,1),(14,12),0.088669 # DEPENDENCYPART_SIBL
(14,1),(14,13),0.0354713 # DEPENDENCYPART_SIBL
(14,1),(14,15),0.0424453 # DEPENDENCYPART_SIBL
(14,7),(14,9),-0.068981 # DEPENDENCYPART_SIBL
(14,7),(14,11),-0.030321 # DEPENDENCYPART_SIBL
(14,7),(14,12),0.088669 # DEPENDENCYPART_SIBL
(14,7),(14,13),0.0354713 # DEPENDENCYPART_SIBL
(14,7),(14,15),0.0424453 # DEPENDENCYPART_SIBL
(14,9),(14,11),-0.227738 # DEPENDENCYPART_SIBL
(14,9),(14,12),-0.8186 # DEPENDENCYPART_SIBL
(14,9),(14,13),-0.343818 # DEPENDENCYPART_SIBL
(14,9),(14,15),-0.019268 # DEPENDENCYPART_SIBL
(14,11),(14,12),-0.319127 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.0265136 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.0142751 # DEPENDENCYPART_SIBL
(14,12),(14,13),-0.300239 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.0885942 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.0427951 # DEPENDENCYPART_SIBL
(15,11),(15,12),-0.531517 # DEPENDENCYPART_SIBL
(15,11),(15,13),0.0308633 # DEPENDENCYPART_SIBL
(15,11),(15,14),-0.00242505 # DEPENDENCYPART_SIBL
(15,11),(15,16),-0.0600756 # DEPENDENCYPART_SIBL
(15,12),(15,13),-0.265081 # DEPENDENCYPART_SIBL
(15,12),(15,14),-0.454115 # DEPENDENCYPART_SIBL
(15,12),(15,16),-0.0835653 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.226325 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.0158171 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.0475089 # DEPENDENCYPART_SIBL
(16,2),(16,3),0.0570053 # DEPENDENCYPART_SIBL
(16,2),(16,4),-0.0182857 # DEPENDENCYPART_SIBL
(16,2),(16,5),0.0815215 # DEPENDENCYPART_SIBL
(16,2),(16,6),-0.011445 # DEPENDENCYPART_SIBL
(16,2),(16,8),0.0335194 # DEPENDENCYPART_SIBL
(16,2),(16,9),-0.0182857 # DEPENDENCYPART_SIBL
(16,2),(16,10),0.0815215 # DEPENDENCYPART_SIBL
(16,2),(16,11),-0.0792425 # DEPENDENCYPART_SIBL
(16,2),(16,12),-0.145333 # DEPENDENCYPART_SIBL
(16,2),(16,13),0.123015 # DEPENDENCYPART_SIBL
(16,2),(16,14),0.0493673 # DEPENDENCYPART_SIBL
(16,2),(16,15),-0.145333 # DEPENDENCYPART_SIBL
(16,2),(16,30),0.0156661 # DEPENDENCYPART_SIBL
(16,3),(16,4),-0.0736513 # DEPENDENCYPART_SIBL
(16,3),(16,5),0.0787798 # DEPENDENCYPART_SIBL
(16,3),(16,6),-0.0128432 # DEPENDENCYPART_SIBL
(16,3),(16,8),-0.0155815 # DEPENDENCYPART_SIBL
(16,3),(16,9),-0.0736513 # DEPENDENCYPART_SIBL
(16,3),(16,10),0.0787798 # DEPENDENCYPART_SIBL
(16,3),(16,11),-0.0853341 # DEPENDENCYPART_SIBL
(16,3),(16,12),-0.220869 # DEPENDENCYPART_SIBL
(16,3),(16,13),0.111776 # DEPENDENCYPART_SIBL
(16,3),(16,14),0.000266395 # DEPENDENCYPART_SIBL
(16,3),(16,15),-0.220869 # DEPENDENCYPART_SIBL
(16,3),(16,30),0.00649932 # DEPENDENCYPART_SIBL
(16,4),(16,5),-0.389524 # DEPENDENCYPART_SIBL
(16,4),(16,6),-0.343698 # DEPENDENCYPART_SIBL
(16,4),(16,8),-0.567551 # DEPENDENCYPART_SIBL
(16,4),(16,9),-1.19892 # DEPENDENCYPART_SIBL
(16,4),(16,10),-0.389524 # DEPENDENCYPART_SIBL
(16,4),(16,11),-0.459699 # DEPENDENCYPART_SIBL
(16,4),(16,12),-1.11514 # DEPENDENCYPART_SIBL
(16,4),(16,13),-0.518687 # DEPENDENCYPART_SIBL
(16,4),(16,14),-0.563221 # DEPENDENCYPART_SIBL
(16,4),(16,15),-1.11514 # DEPENDENCYPART_SIBL
(16,4),(16,30),-0.0435363 # DEPENDENCYPART_SIBL
(16,5),(16,6),-0.0608441 # DEPENDENCYPART_SIBL
(16,5),(16,8),0.112237 # DEPENDENCYPART_SIBL
(16,5),(16,9),-0.171739 # DEPENDENCYPART_SIBL
(16,5),(16,10),0.0404182 # DEPENDENCYPART_SIBL
(16,5),(16,11),-0.111767 # DEPENDENCYPART_SIBL
(16,5),(16,12),-0.161989 # DEPENDENCYPART_SIBL
(16,5),(16,13),0.0225037 # DEPENDENCYPART_SIBL
(16,5),(16,14),0.114706 # DEPENDENCYPART_SIBL
(16,5),(16,15),-0.161989 # DEPENDENCYPART_SIBL
(16,5),(16,30),-0.0244838 # DEPENDENCYPART_SIBL
(16,6),(16,8),0.0434916 # DEPENDENCYPART_SIBL
(16,6),(16,9),-0.183876 # DEPENDENCYPART_SIBL
(16,6),(16,10),0.00249525 # DEPENDENCYPART_SIBL
(16,6),(16,11),-0.0186093 # DEPENDENCYPART_SIBL
(16,6),(16,12),-0.193388 # DEPENDENCYPART_SIBL
(16,6),(16,13),0.0290883 # DEPENDENCYPART_SIBL
(16,6),(16,14),0.0477889 # DEPENDENCYPART_SIBL
(16,6),(16,15),-0.193388 # DEPENDENCYPART_SIBL
(16,6),(16,30),-0.0296836 # DEPENDENCYPART_SIBL
(16,8),(16,9),-0.0765555 # DEPENDENCYPART_SIBL
(16,8),(16,10),0.0814705 # DEPENDENCYPART_SIBL
(16,8),(16,11),-0.0823316 # DEPENDENCYPART_SIBL
(16,8),(16,12),-0.209061 # DEPENDENCYPART_SIBL
(16,8),(16,13),0.116315 # DEPENDENCYPART_SIBL
(16,8),(16,14),0.0144332 # DEPENDENCYPART_SIBL
(16,8),(16,15),-0.209061 # DEPENDENCYPART_SIBL
(16,8),(16,30),0.00646438 # DEPENDENCYPART_SIBL
(16,9),(16,10),-0.389524 # DEPENDENCYPART_SIBL
(16,9),(16,11),-0.459699 # DEPENDENCYPART_SIBL
(16,9),(16,12),-1.11514 # DEPENDENCYPART_SIBL
(16,9),(16,13),-0.518687 # DEPENDENCYPART_SIBL
(16,9),(16,14),-0.563221 # DEPENDENCYPART_SIBL
(16,9),(16,15),-1.11514 # DEPENDENCYPART_SIBL
(16,9),(16,30),-0.0435363 # DEPENDENCYPART_SIBL
(16,10),(16,11),-0.111767 # DEPENDENCYPART_SIBL
(16,10),(16,12),-0.161989 # DEPENDENCYPART_SIBL
(16,10),(16,13),0.0225037 # DEPENDENCYPART_SIBL
(16,10),(16,14),0.114706 # DEPENDENCYPART_SIBL
(16,10),(16,15),-0.161989 # DEPENDENCYPART_SIBL
(16,10),(16,30),-0.0244838 # DEPENDENCYPART_SIBL
(16,11),(16,12),-0.430132 # DEPENDENCYPART_SIBL
(16,11),(16,13),0.0326933 # DEPENDENCYPART_SIBL
(16,11),(16,14),0.0125111 # DEPENDENCYPART_SIBL
(16,11),(16,15),-0.430132 # DEPENDENCYPART_SIBL
(16,11),(16,30),-0.0165135 # DEPENDENCYPART_SIBL
(16,12),(16,13),-0.397645 # DEPENDENCYPART_SIBL
(16,12),(16,14),-0.636019 # DEPENDENCYPART_SIBL
(16,12),(16,15),-1.21123 # DEPENDENCYPART_SIBL
(16,12),(16,30),-0.0178257 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.0844409 # DEPENDENCYPART_SIBL
(16,13),(16,15),-0.0407812 # DEPENDENCYPART_SIBL
(16,13),(16,30),-0.0134234 # DEPENDENCYPART_SIBL
(16,14),(16,15),-0.210289 # DEPENDENCYPART_SIBL
(16,14),(16,30),0.00649932 # DEPENDENCYPART_SIBL
(16,15),(16,30),-0.0178257 # DEPENDENCYPART_SIBL
(17,8),(17,10),0.113573 # DEPENDENCYPART_SIBL
(17,8),(17,11),-0.0163566 # DEPENDENCYPART_SIBL
(17,8),(17,12),-0.180531 # DEPENDENCYPART_SIBL
(17,8),(17,13),0.0974777 # DEPENDENCYPART_SIBL
(17,8),(17,14),0.0157545 # DEPENDENCYPART_SIBL
(17,8),(17,15),-0.180531 # DEPENDENCYPART_SIBL
(17,8),(17,16),0.0025816 # DEPENDENCYPART_SIBL
(17,10),(17,11),-0.03516 # DEPENDENCYPART_SIBL
(17,10),(17,12),-0.0265248 # DEPENDENCYPART_SIBL
(17,10),(17,13),0.0262966 # DEPENDENCYPART_SIBL
(17,10),(17,14),0.132741 # DEPENDENCYPART_SIBL
(17,10),(17,15),-0.0265248 # DEPENDENCYPART_SIBL
(17,10),(17,16),-0.101074 # DEPENDENCYPART_SIBL
(17,11),(17,12),-0.179845 # DEPENDENCYPART_SIBL
(17,11),(17,13),0.0677634 # DEPENDENCYPART_SIBL
(17,11),(17,14),0.0399399 # DEPENDENCYPART_SIBL
(17,11),(17,15),-0.179845 # DEPENDENCYPART_SIBL
(17,11),(17,16),-0.22269 # DEPENDENCYPART_SIBL
(17,12),(17,13),-0.161114 # DEPENDENCYPART_SIBL
(17,12),(17,14),-0.340372 # DEPENDENCYPART_SIBL
(17,12),(17,15),-0.874945 # DEPENDENCYPART_SIBL
(17,12),(17,16),-0.720031 # DEPENDENCYPART_SIBL
(17,13),(17,14),0.101091 # DEPENDENCYPART_SIBL
(17,13),(17,15),0.011816 # DEPENDENCYPART_SIBL
(17,13),(17,16),-0.0118735 # DEPENDENCYPART_SIBL
(17,14),(17,15),-0.181383 # DEPENDENCYPART_SIBL
(17,14),(17,16),0.00495798 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.720031 # DEPENDENCYPART_SIBL
(18,1),(18,4),-0.00474098 # DEPENDENCYPART_SIBL
(18,1),(18,9),-0.00474098 # DEPENDENCYPART_SIBL
(18,1),(18,12),0.0219116 # DEPENDENCYPART_SIBL
(18,1),(18,13),-0.00137326 # DEPENDENCYPART_SIBL
(18,1),(18,14),0.0182491 # DEPENDENCYPART_SIBL
(18,1),(18,15),0.0219116 # DEPENDENCYPART_SIBL
(18,1),(18,16),-0.00474098 # DEPENDENCYPART_SIBL
(18,1),(18,17),0.0339392 # DEPENDENCYPART_SIBL
(18,1),(18,24),-0.00206105 # DEPENDENCYPART_SIBL
(18,1),(18,28),-0.00206105 # DEPENDENCYPART_SIBL
(18,1),(18,29),-0.0561971 # DEPENDENCYPART_SIBL
(18,1),(18,30),-0.0415705 # DEPENDENCYPART_SIBL
(18,4),(18,9),-0.788511 # DEPENDENCYPART_SIBL
(18,4),(18,12),-0.741527 # DEPENDENCYPART_SIBL
(18,4),(18,13),-0.395364 # DEPENDENCYPART_SIBL
(18,4),(18,14),-0.408986 # DEPENDENCYPART_SIBL
(18,4),(18,15),-0.741527 # DEPENDENCYPART_SIBL
(18,4),(18,16),-0.788511 # DEPENDENCYPART_SIBL
(18,4),(18,17),-0.380117 # DEPENDENCYPART_SIBL
(18,4),(18,24),-0.0668854 # DEPENDENCYPART_SIBL
(18,4),(18,28),-0.0668854 # DEPENDENCYPART_SIBL
(18,4),(18,29),-0.166193 # DEPENDENCYPART_SIBL
(18,4),(18,30),-0.138087 # DEPENDENCYPART_SIBL
(18,9),(18,12),-0.741527 # DEPENDENCYPART_SIBL
(18,9),(18,13),-0.395364 # DEPENDENCYPART_SIBL
(18,9),(18,14),-0.408986 # DEPENDENCYPART_SIBL
(18,9),(18,15),-0.741527 # DEPENDENCYPART_SIBL
(18,9),(18,16),-0.788511 # DEPENDENCYPART_SIBL
(18,9),(18,17),-0.380117 # DEPENDENCYPART_SIBL
(18,9),(18,24),-0.0668854 # DEPENDENCYPART_SIBL
(18,9),(18,28),-0.0668854 # DEPENDENCYPART_SIBL
(18,9),(18,29),-0.166193 # DEPENDENCYPART_SIBL
(18,9),(18,30),-0.138087 # DEPENDENCYPART_SIBL
(18,12),(18,13),-0.275085 # DEPENDENCYPART_SIBL
(18,12),(18,14),-0.306944 # DEPENDENCYPART_SIBL
(18,12),(18,15),-0.658004 # DEPENDENCYPART_SIBL
(18,12),(18,16),-0.572202 # DEPENDENCYPART_SIBL
(18,12),(18,17),-0.277663 # DEPENDENCYPART_SIBL
(18,12),(18,24),0.000270415 # DEPENDENCYPART_SIBL
(18,12),(18,28),0.000270415 # DEPENDENCYPART_SIBL
(18,12),(18,29),-0.0612375 # DEPENDENCYPART_SIBL
(18,12),(18,30),-0.0317015 # DEPENDENCYPART_SIBL
(18,13),(18,14),-0.119729 # DEPENDENCYPART_SIBL
(18,13),(18,15),-0.180911 # DEPENDENCYPART_SIBL
(18,13),(18,16),-0.0591066 # DEPENDENCYPART_SIBL
(18,13),(18,17),-0.120616 # DEPENDENCYPART_SIBL
(18,13),(18,24),0.0226768 # DEPENDENCYPART_SIBL
(18,13),(18,28),0.0226768 # DEPENDENCYPART_SIBL
(18,13),(18,29),-0.043358 # DEPENDENCYPART_SIBL
(18,13),(18,30),-0.0192696 # DEPENDENCYPART_SIBL
(18,14),(18,15),-0.173463 # DEPENDENCYPART_SIBL
(18,14),(18,16),-0.056173 # DEPENDENCYPART_SIBL
(18,14),(18,17),-0.107445 # DEPENDENCYPART_SIBL
(18,14),(18,24),0.00262664 # DEPENDENCYPART_SIBL
(18,14),(18,28),0.00262664 # DEPENDENCYPART_SIBL
(18,14),(18,29),-0.0586021 # DEPENDENCYPART_SIBL
(18,14),(18,30),-0.0336151 # DEPENDENCYPART_SIBL
(18,15),(18,16),-0.572202 # DEPENDENCYPART_SIBL
(18,15),(18,17),-0.277663 # DEPENDENCYPART_SIBL
(18,15),(18,24),0.000270415 # DEPENDENCYPART_SIBL
(18,15),(18,28),0.000270415 # DEPENDENCYPART_SIBL
(18,15),(18,29),-0.0612375 # DEPENDENCYPART_SIBL
(18,15),(18,30),-0.0317015 # DEPENDENCYPART_SIBL
(18,16),(18,17),-0.380117 # DEPENDENCYPART_SIBL
(18,16),(18,24),-0.0668854 # DEPENDENCYPART_SIBL
(18,16),(18,28),-0.0668854 # DEPENDENCYPART_SIBL
(18,16),(18,29),-0.166193 # DEPENDENCYPART_SIBL
(18,16),(18,30),-0.138087 # DEPENDENCYPART_SIBL
(18,17),(18,24),0.0236983 # DEPENDENCYPART_SIBL
(18,17),(18,28),0.0236983 # DEPENDENCYPART_SIBL
(18,17),(18,29),-0.0423426 # DEPENDENCYPART_SIBL
(18,17),(18,30),-0.0182542 # DEPENDENCYPART_SIBL
(18,24),(18,28),-0.0337201 # DEPENDENCYPART_SIBL
(18,24),(18,29),-0.0374247 # DEPENDENCYPART_SIBL
(18,24),(18,30),-0.032302 # DEPENDENCYPART_SIBL
(18,28),(18,29),-0.0374247 # DEPENDENCYPART_SIBL
(18,28),(18,30),-0.032302 # DEPENDENCYPART_SIBL
(18,29),(18,30),-0.0286604 # DEPENDENCYPART_SIBL
(19,17),(19,18),-0.0102461 # DEPENDENCYPART_SIBL
(19,17),(19,21),0.0450905 # DEPENDENCYPART_SIBL
(19,17),(19,24),0.0450908 # DEPENDENCYPART_SIBL
(19,18),(19,21),0.0294882 # DEPENDENCYPART_SIBL
(19,18),(19,24),0.0294882 # DEPENDENCYPART_SIBL
(19,21),(19,24),-0.0494643 # DEPENDENCYPART_SIBL
(20,15),(20,16),-0.720031 # DEPENDENCYPART_SIBL
(20,15),(20,17),-0.17886 # DEPENDENCYPART_SIBL
(20,15),(20,18),-0.138443 # DEPENDENCYPART_SIBL
(20,15),(20,19),-0.108834 # DEPENDENCYPART_SIBL
(20,15),(20,26),0.022291 # DEPENDENCYPART_SIBL
(20,15),(20,27),0.022291 # DEPENDENCYPART_SIBL
(20,15),(20,28),0.022291 # DEPENDENCYPART_SIBL
(20,16),(20,17),-0.226063 # DEPENDENCYPART_SIBL
(20,16),(20,18),-0.171623 # DEPENDENCYPART_SIBL
(20,16),(20,19),-0.0972325 # DEPENDENCYPART_SIBL
(20,16),(20,26),-0.0453404 # DEPENDENCYPART_SIBL
(20,16),(20,27),-0.0453404 # DEPENDENCYPART_SIBL
(20,16),(20,28),-0.0453404 # DEPENDENCYPART_SIBL
(20,17),(20,18),-0.00526988 # DEPENDENCYPART_SIBL
(20,17),(20,19),0.0640043 # DEPENDENCYPART_SIBL
(20,17),(20,26),0.0140208 # DEPENDENCYPART_SIBL
(20,17),(20,27),0.0140208 # DEPENDENCYPART_SIBL
(20,17),(20,28),0.0140208 # DEPENDENCYPART_SIBL
(20,18),(20,19),-0.00791287 # DEPENDENCYPART_SIBL
(20,18),(20,26),-0.0027348 # DEPENDENCYPART_SIBL
(20,18),(20,27),-0.0027348 # DEPENDENCYPART_SIBL
(20,18),(20,28),-0.0027348 # DEPENDENCYPART_SIBL
(20,19),(20,26),-0.0197266 # DEPENDENCYPART_SIBL
(20,19),(20,27),-0.0197266 # DEPENDENCYPART_SIBL
(20,19),(20,28),-0.0197266 # DEPENDENCYPART_SIBL
(20,26),(20,27),-0.0237327 # DEPENDENCYPART_SIBL
(20,26),(20,28),-0.0237327 # DEPENDENCYPART_SIBL
(20,27),(20,28),-0.0237327 # DEPENDENCYPART_SIBL
(21,7),(21,13),0.0333585 # DEPENDENCYPART_SIBL
(21,7),(21,14),0.1503 # DEPENDENCYPART_SIBL
(21,7),(21,16),-0.068981 # DEPENDENCYPART_SIBL
(21,7),(21,17),0.0644202 # DEPENDENCYPART_SIBL
(21,7),(21,18),-0.0303229 # DEPENDENCYPART_SIBL
(21,7),(21,19),0.0271158 # DEPENDENCYPART_SIBL
(21,7),(21,20),0.0717029 # DEPENDENCYPART_SIBL
(21,7),(21,22),0.00425294 # DEPENDENCYPART_SIBL
(21,7),(21,25),-0.0595043 # DEPENDENCYPART_SIBL
(21,7),(21,26),0.0816632 # DEPENDENCYPART_SIBL
(21,7),(21,27),0.0816632 # DEPENDENCYPART_SIBL
(21,13),(21,14),0.114339 # DEPENDENCYPART_SIBL
(21,13),(21,16),-0.00600738 # DEPENDENCYPART_SIBL
(21,13),(21,17),0.090515 # DEPENDENCYPART_SIBL
(21,13),(21,18),-0.0208093 # DEPENDENCYPART_SIBL
(21,13),(21,19),0.115946 # DEPENDENCYPART_SIBL
(21,13),(21,20),0.102496 # DEPENDENCYPART_SIBL
(21,13),(21,22),-0.00621242 # DEPENDENCYPART_SIBL
(21,13),(21,25),-0.127001 # DEPENDENCYPART_SIBL
(21,13),(21,26),0.0947289 # DEPENDENCYPART_SIBL
(21,13),(21,27),0.0947289 # DEPENDENCYPART_SIBL
(21,14),(21,16),0.0263973 # DEPENDENCYPART_SIBL
(21,14),(21,17),0.0882254 # DEPENDENCYPART_SIBL
(21,14),(21,18),-0.066233 # DEPENDENCYPART_SIBL
(21,14),(21,19),0.0579945 # DEPENDENCYPART_SIBL
(21,14),(21,20),0.0800451 # DEPENDENCYPART_SIBL
(21,14),(21,22),-0.0536807 # DEPENDENCYPART_SIBL
(21,14),(21,25),-0.123431 # DEPENDENCYPART_SIBL
(21,14),(21,26),-0.0209538 # DEPENDENCYPART_SIBL
(21,14),(21,27),-0.0209538 # DEPENDENCYPART_SIBL
(21,16),(21,17),-0.350088 # DEPENDENCYPART_SIBL
(21,16),(21,18),-0.228425 # DEPENDENCYPART_SIBL
(21,16),(21,19),-0.0870273 # DEPENDENCYPART_SIBL
(21,16),(21,20),-0.348544 # DEPENDENCYPART_SIBL
(21,16),(21,22),-0.0470434 # DEPENDENCYPART_SIBL
(21,16),(21,25),-0.253244 # DEPENDENCYPART_SIBL
(21,16),(21,26),0.0257728 # DEPENDENCYPART_SIBL
(21,16),(21,27),0.0257728 # DEPENDENCYPART_SIBL
(21,17),(21,18),-0.0285365 # DEPENDENCYPART_SIBL
(21,17),(21,19),0.101866 # DEPENDENCYPART_SIBL
(21,17),(21,20),0.106634 # DEPENDENCYPART_SIBL
(21,17),(21,22),-0.00621216 # DEPENDENCYPART_SIBL
(21,17),(21,25),-0.127001 # DEPENDENCYPART_SIBL
(21,17),(21,26),0.0947354 # DEPENDENCYPART_SIBL
(21,17),(21,27),0.0947354 # DEPENDENCYPART_SIBL
(21,18),(21,19),0.0754963 # DEPENDENCYPART_SIBL
(21,18),(21,20),0.0187487 # DEPENDENCYPART_SIBL
(21,18),(21,22),-0.0569949 # DEPENDENCYPART_SIBL
(21,18),(21,25),-0.0890308 # DEPENDENCYPART_SIBL
(21,18),(21,26),0.0422678 # DEPENDENCYPART_SIBL
(21,18),(21,27),0.0422678 # DEPENDENCYPART_SIBL
(21,19),(21,20),0.0913885 # DEPENDENCYPART_SIBL
(21,19),(21,22),-0.0247271 # DEPENDENCYPART_SIBL
(21,19),(21,25),-0.0755358 # DEPENDENCYPART_SIBL
(21,19),(21,26),0.00865099 # DEPENDENCYPART_SIBL
(21,19),(21,27),0.00865099 # DEPENDENCYPART_SIBL
(21,20),(21,22),-0.00832104 # DEPENDENCYPART_SIBL
(21,20),(21,25),-0.126605 # DEPENDENCYPART_SIBL
(21,20),(21,26),0.0922061 # DEPENDENCYPART_SIBL
(21,20),(21,27),0.0922061 # DEPENDENCYPART_SIBL
(21,22),(21,25),-0.0247412 # DEPENDENCYPART_SIBL
(21,22),(21,26),-0.0322674 # DEPENDENCYPART_SIBL
(21,22),(21,27),-0.0322674 # DEPENDENCYPART_SIBL
(21,25),(21,26),-0.0423235 # DEPENDENCYPART_SIBL
(21,25),(21,27),-0.0423235 # DEPENDENCYPART_SIBL
(21,26),(21,27),-0.0253263 # DEPENDENCYPART_SIBL
(22,2),(22,3),0.0570053 # DEPENDENCYPART_SIBL
(22,2),(22,5),0.0815215 # DEPENDENCYPART_SIBL
(22,2),(22,8),0.0335194 # DEPENDENCYPART_SIBL
(22,2),(22,10),0.0815215 # DEPENDENCYPART_SIBL
(22,2),(22,12),-0.145333 # DEPENDENCYPART_SIBL
(22,2),(22,14),0.0493673 # DEPENDENCYPART_SIBL
(22,2),(22,15),-0.145333 # DEPENDENCYPART_SIBL
(22,2),(22,16),-0.0182857 # DEPENDENCYPART_SIBL
(22,2),(22,17),0.0903437 # DEPENDENCYPART_SIBL
(22,2),(22,18),-0.0792425 # DEPENDENCYPART_SIBL
(22,2),(22,19),0.0838971 # DEPENDENCYPART_SIBL
(22,2),(22,20),0.0799831 # DEPENDENCYPART_SIBL
(22,2),(22,21),0.0963724 # DEPENDENCYPART_SIBL
(22,2),(22,24),0.0314384 # DEPENDENCYPART_SIBL
