# _root_ Bilim , _ Aydınlanma mücadelesinde , _ insanlığın _ elindeki en _ önemli kazanımlardan _ _ biridir .
#goldHeads=17,0,4,5,17,0,8,10,10,14,13,13,14,17,16,17,18,0,
#predictedHeads=17,0,4,5,17,0,8,9,10,14,13,13,14,17,16,17,18,0,
(16,8),(8,6),0.144378 # DEPENDENCYPART_GRANDPAR
(16,8),(8,7),-0.0579433 # DEPENDENCYPART_GRANDPAR
(16,8),(8,9),-0.222195 # DEPENDENCYPART_GRANDPAR
(16,8),(8,10),-0.483562 # DEPENDENCYPART_GRANDPAR
(16,8),(8,12),0.127623 # DEPENDENCYPART_GRANDPAR
(16,8),(8,14),-0.194488 # DEPENDENCYPART_GRANDPAR
(16,9),(9,6),0.261224 # DEPENDENCYPART_GRANDPAR
(16,9),(9,7),-0.116357 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),-0.326093 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),-0.52596 # DEPENDENCYPART_GRANDPAR
(16,9),(9,11),-0.239586 # DEPENDENCYPART_GRANDPAR
(16,9),(9,12),-0.0494996 # DEPENDENCYPART_GRANDPAR
(16,9),(9,13),-0.184325 # DEPENDENCYPART_GRANDPAR
(16,9),(9,14),-0.348427 # DEPENDENCYPART_GRANDPAR
(16,10),(10,1),-0.764365 # DEPENDENCYPART_GRANDPAR
(16,10),(10,2),0.10479 # DEPENDENCYPART_GRANDPAR
(16,10),(10,3),0.058565 # DEPENDENCYPART_GRANDPAR
(16,10),(10,4),-0.347536 # DEPENDENCYPART_GRANDPAR
(16,10),(10,5),-0.408057 # DEPENDENCYPART_GRANDPAR
(16,10),(10,6),0.204543 # DEPENDENCYPART_GRANDPAR
(16,10),(10,7),0.164718 # DEPENDENCYPART_GRANDPAR
(16,10),(10,8),-0.217564 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),0.0807421 # DEPENDENCYPART_GRANDPAR
(16,10),(10,11),-0.169079 # DEPENDENCYPART_GRANDPAR
(16,10),(10,12),-0.0471813 # DEPENDENCYPART_GRANDPAR
(16,10),(10,14),-0.336331 # DEPENDENCYPART_GRANDPAR
(16,11),(11,7),0.11256 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),-0.280022 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),0.0285845 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),-0.442989 # DEPENDENCYPART_GRANDPAR
(16,12),(12,7),-0.116357 # DEPENDENCYPART_GRANDPAR
(16,12),(12,8),-0.326093 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),-0.200333 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-0.509815 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.22688 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),-0.184325 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),-0.348427 # DEPENDENCYPART_GRANDPAR
(16,12),(12,15),-0.0671004 # DEPENDENCYPART_GRANDPAR
(16,12),(12,16),-0.722212 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,3),0.0852636 # DEPENDENCYPART_GRANDPAR
(16,13),(13,4),-0.326821 # DEPENDENCYPART_GRANDPAR
(16,13),(13,5),-0.387343 # DEPENDENCYPART_GRANDPAR
(16,13),(13,6),0.21674 # DEPENDENCYPART_GRANDPAR
(16,13),(13,7),0.198748 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),-0.196849 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),0.114772 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.348964 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),0.107186 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),0.46459 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.336338 # DEPENDENCYPART_GRANDPAR
(16,14),(14,1),-0.753274 # DEPENDENCYPART_GRANDPAR
(16,14),(14,2),0.0429146 # DEPENDENCYPART_GRANDPAR
(16,14),(14,4),-0.356724 # DEPENDENCYPART_GRANDPAR
(16,14),(14,5),-0.417245 # DEPENDENCYPART_GRANDPAR
(16,14),(14,6),0.142667 # DEPENDENCYPART_GRANDPAR
(16,14),(14,7),-0.0652788 # DEPENDENCYPART_GRANDPAR
(16,14),(14,8),-0.223143 # DEPENDENCYPART_GRANDPAR
(16,14),(14,9),-0.149255 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),-0.33131 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.050879 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),0.200563 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),0.0154984 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.0015189 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-0.822907 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,7),0.111138 # DEPENDENCYPART_GRANDPAR
(16,15),(15,8),-0.320704 # DEPENDENCYPART_GRANDPAR
(16,15),(15,9),0.0271618 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.156986 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),0.37698 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.213375 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.206296 # DEPENDENCYPART_GRANDPAR
(17,1),(1,2),-0.903339 # DEPENDENCYPART_GRANDPAR
(17,1),(1,3),0.292434 # DEPENDENCYPART_GRANDPAR
(17,2),(2,1),0.0563841 # DEPENDENCYPART_GRANDPAR
(17,2),(2,3),-0.112181 # DEPENDENCYPART_GRANDPAR
(17,2),(2,4),-0.254105 # DEPENDENCYPART_GRANDPAR
(17,2),(2,17),-0.579988 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,3),(3,1),0.097113 # DEPENDENCYPART_GRANDPAR
(17,3),(3,2),-0.64519 # DEPENDENCYPART_GRANDPAR
(17,3),(3,4),-0.261115 # DEPENDENCYPART_GRANDPAR
(17,3),(3,5),0.00253172 # DEPENDENCYPART_GRANDPAR
(17,3),(3,11),-0.207417 # DEPENDENCYPART_GRANDPAR
(17,3),(3,12),-0.621288 # DEPENDENCYPART_GRANDPAR
(17,3),(3,14),-0.279615 # DEPENDENCYPART_GRANDPAR
(17,4),(4,1),0.102137 # DEPENDENCYPART_GRANDPAR
(17,4),(4,2),-0.651579 # DEPENDENCYPART_GRANDPAR
(17,4),(4,3),0.393185 # DEPENDENCYPART_GRANDPAR
(17,5),(5,1),0.102137 # DEPENDENCYPART_GRANDPAR
(17,5),(5,2),-0.651579 # DEPENDENCYPART_GRANDPAR
(17,5),(5,3),0.393185 # DEPENDENCYPART_GRANDPAR
(17,5),(5,4),0.115461 # DEPENDENCYPART_GRANDPAR
(17,6),(6,3),0.558893 # DEPENDENCYPART_GRANDPAR
(17,6),(6,4),0.101564 # DEPENDENCYPART_GRANDPAR
(17,6),(6,5),0.36521 # DEPENDENCYPART_GRANDPAR
(17,6),(6,17),-0.579988 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,7),(7,5),0.419317 # DEPENDENCYPART_GRANDPAR
(17,7),(7,6),-0.0714304 # DEPENDENCYPART_GRANDPAR
(17,7),(7,10),0.0341499 # DEPENDENCYPART_GRANDPAR
(17,8),(8,1),0.100636 # DEPENDENCYPART_GRANDPAR
(17,8),(8,2),-0.652981 # DEPENDENCYPART_GRANDPAR
(17,8),(8,3),0.391684 # DEPENDENCYPART_GRANDPAR
(17,8),(8,4),0.11396 # DEPENDENCYPART_GRANDPAR
(17,8),(8,5),0.377607 # DEPENDENCYPART_GRANDPAR
(17,8),(8,6),-0.277097 # DEPENDENCYPART_GRANDPAR
(17,8),(8,7),-0.173668 # DEPENDENCYPART_GRANDPAR
(17,8),(8,9),-0.0257846 # DEPENDENCYPART_GRANDPAR
(17,8),(8,10),0.113884 # DEPENDENCYPART_GRANDPAR
(17,8),(8,12),-0.274008 # DEPENDENCYPART_GRANDPAR
(17,8),(8,14),-0.0323884 # DEPENDENCYPART_GRANDPAR
(17,9),(9,6),-0.0714304 # DEPENDENCYPART_GRANDPAR
(17,9),(9,7),-0.0185502 # DEPENDENCYPART_GRANDPAR
(17,9),(9,8),-0.0649446 # DEPENDENCYPART_GRANDPAR
(17,9),(9,10),0.0341499 # DEPENDENCYPART_GRANDPAR
(17,9),(9,11),-0.237438 # DEPENDENCYPART_GRANDPAR
(17,9),(9,12),-0.497465 # DEPENDENCYPART_GRANDPAR
(17,9),(9,13),-0.0238381 # DEPENDENCYPART_GRANDPAR
(17,9),(9,14),-0.222422 # DEPENDENCYPART_GRANDPAR
(17,11),(11,7),0.0503843 # DEPENDENCYPART_GRANDPAR
(17,11),(11,8),-0.111367 # DEPENDENCYPART_GRANDPAR
(17,11),(11,9),0.322946 # DEPENDENCYPART_GRANDPAR
(17,11),(11,10),0.150101 # DEPENDENCYPART_GRANDPAR
(17,12),(12,7),-0.0185502 # DEPENDENCYPART_GRANDPAR
(17,12),(12,8),-0.0649446 # DEPENDENCYPART_GRANDPAR
(17,12),(12,9),0.254012 # DEPENDENCYPART_GRANDPAR
(17,12),(12,10),0.100043 # DEPENDENCYPART_GRANDPAR
(17,12),(12,11),-0.00665018 # DEPENDENCYPART_GRANDPAR
(17,12),(12,13),-0.0238381 # DEPENDENCYPART_GRANDPAR
(17,12),(12,14),-0.222422 # DEPENDENCYPART_GRANDPAR
(17,12),(12,15),-0.235833 # DEPENDENCYPART_GRANDPAR
(17,12),(12,16),0.0780591 # DEPENDENCYPART_GRANDPAR
(17,13),(13,3),0.456694 # DEPENDENCYPART_GRANDPAR
(17,13),(13,4),0.0608807 # DEPENDENCYPART_GRANDPAR
(17,13),(13,5),0.324528 # DEPENDENCYPART_GRANDPAR
(17,13),(13,6),-0.386665 # DEPENDENCYPART_GRANDPAR
(17,13),(13,7),-0.0985039 # DEPENDENCYPART_GRANDPAR
(17,13),(13,8),-0.157235 # DEPENDENCYPART_GRANDPAR
(17,13),(13,9),0.174058 # DEPENDENCYPART_GRANDPAR
(17,13),(13,10),0.154803 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),0.102487 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),-0.0741649 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),-0.110193 # DEPENDENCYPART_GRANDPAR
(17,14),(14,1),0.102137 # DEPENDENCYPART_GRANDPAR
(17,14),(14,2),-0.651579 # DEPENDENCYPART_GRANDPAR
(17,14),(14,4),0.115461 # DEPENDENCYPART_GRANDPAR
(17,14),(14,5),0.379107 # DEPENDENCYPART_GRANDPAR
(17,14),(14,6),-0.275694 # DEPENDENCYPART_GRANDPAR
(17,14),(14,7),-0.172069 # DEPENDENCYPART_GRANDPAR
(17,14),(14,8),-0.103857 # DEPENDENCYPART_GRANDPAR
(17,14),(14,9),0.100493 # DEPENDENCYPART_GRANDPAR
(17,14),(14,10),0.210239 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),0.0283321 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),-0.14773 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),0.178554 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),-0.122674 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),0.301517 # DEPENDENCYPART_GRANDPAR
(17,15),(15,7),0.0919611 # DEPENDENCYPART_GRANDPAR
(17,15),(15,8),-0.0899632 # DEPENDENCYPART_GRANDPAR
(17,15),(15,9),0.364523 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),0.0536283 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),0.1163 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),0.0266291 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),0.110951 # DEPENDENCYPART_GRANDPAR
(17,16),(16,1),0.123608 # DEPENDENCYPART_GRANDPAR
(17,16),(16,4),0.15567 # DEPENDENCYPART_GRANDPAR
(17,16),(16,5),0.419317 # DEPENDENCYPART_GRANDPAR
(17,16),(16,6),-0.0714304 # DEPENDENCYPART_GRANDPAR
(17,16),(16,7),-0.0185502 # DEPENDENCYPART_GRANDPAR
(17,16),(16,8),-0.0649446 # DEPENDENCYPART_GRANDPAR
(17,16),(16,9),0.254012 # DEPENDENCYPART_GRANDPAR
(17,16),(16,10),0.100043 # DEPENDENCYPART_GRANDPAR
(17,16),(16,11),-0.00665018 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),0.00578876 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),0.0616901 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),0.137171 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.0309208 # DEPENDENCYPART_GRANDPAR
(18,1),(1,2),-0.175029 # DEPENDENCYPART_GRANDPAR
(18,1),(1,3),-0.0464846 # DEPENDENCYPART_GRANDPAR
(18,2),(2,1),0.300303 # DEPENDENCYPART_GRANDPAR
(18,2),(2,3),-0.477263 # DEPENDENCYPART_GRANDPAR
(18,2),(2,4),-0.40102 # DEPENDENCYPART_GRANDPAR
(18,2),(2,17),0.0833711 # DEPENDENCYPART_GRANDPAR
(18,3),(3,1),0.113236 # DEPENDENCYPART_GRANDPAR
(18,3),(3,2),-0.357387 # DEPENDENCYPART_GRANDPAR
(18,3),(3,4),-0.593132 # DEPENDENCYPART_GRANDPAR
(18,3),(3,5),-0.397469 # DEPENDENCYPART_GRANDPAR
(18,3),(3,11),-0.994947 # DEPENDENCYPART_GRANDPAR
(18,3),(3,12),-1.11931 # DEPENDENCYPART_GRANDPAR
(18,3),(3,14),-0.599047 # DEPENDENCYPART_GRANDPAR
(18,5),(5,1),0.574313 # DEPENDENCYPART_GRANDPAR
(18,5),(5,2),-0.114664 # DEPENDENCYPART_GRANDPAR
(18,5),(5,3),0.0699205 # DEPENDENCYPART_GRANDPAR
(18,5),(5,4),0.191363 # DEPENDENCYPART_GRANDPAR
(18,6),(6,3),-0.109793 # DEPENDENCYPART_GRANDPAR
(18,6),(6,4),-0.0628834 # DEPENDENCYPART_GRANDPAR
(18,6),(6,5),0.13278 # DEPENDENCYPART_GRANDPAR
(18,6),(6,17),0.0833711 # DEPENDENCYPART_GRANDPAR
(18,8),(8,1),0.575185 # DEPENDENCYPART_GRANDPAR
(18,8),(8,2),-0.114664 # DEPENDENCYPART_GRANDPAR
(18,8),(8,3),0.0707924 # DEPENDENCYPART_GRANDPAR
(18,8),(8,4),0.192235 # DEPENDENCYPART_GRANDPAR
(18,8),(8,5),0.387898 # DEPENDENCYPART_GRANDPAR
(18,8),(8,6),-0.0927086 # DEPENDENCYPART_GRANDPAR
(18,8),(8,7),-0.229515 # DEPENDENCYPART_GRANDPAR
(18,8),(8,9),-0.430059 # DEPENDENCYPART_GRANDPAR
(18,8),(8,10),-0.551847 # DEPENDENCYPART_GRANDPAR
(18,8),(8,12),-0.50762 # DEPENDENCYPART_GRANDPAR
(18,8),(8,14),-0.122041 # DEPENDENCYPART_GRANDPAR
(18,9),(9,6),-0.378873 # DEPENDENCYPART_GRANDPAR
(18,9),(9,7),-0.636731 # DEPENDENCYPART_GRANDPAR
(18,9),(9,8),-0.335711 # DEPENDENCYPART_GRANDPAR
(18,9),(9,10),-0.806105 # DEPENDENCYPART_GRANDPAR
(18,9),(9,11),-1.15521 # DEPENDENCYPART_GRANDPAR
(18,9),(9,12),-1.01033 # DEPENDENCYPART_GRANDPAR
(18,9),(9,13),-0.75286 # DEPENDENCYPART_GRANDPAR
(18,9),(9,14),-0.602806 # DEPENDENCYPART_GRANDPAR
(18,10),(10,1),0.438657 # DEPENDENCYPART_GRANDPAR
(18,10),(10,2),0.0339751 # DEPENDENCYPART_GRANDPAR
(18,10),(10,3),0.000905951 # DEPENDENCYPART_GRANDPAR
(18,10),(10,4),0.0635925 # DEPENDENCYPART_GRANDPAR
(18,10),(10,5),0.259256 # DEPENDENCYPART_GRANDPAR
(18,10),(10,6),0.0559306 # DEPENDENCYPART_GRANDPAR
(18,10),(10,7),-0.32738 # DEPENDENCYPART_GRANDPAR
(18,10),(10,8),-0.030868 # DEPENDENCYPART_GRANDPAR
(18,10),(10,9),-0.162502 # DEPENDENCYPART_GRANDPAR
(18,10),(10,11),-0.65011 # DEPENDENCYPART_GRANDPAR
(18,10),(10,12),-0.592433 # DEPENDENCYPART_GRANDPAR
(18,10),(10,14),-0.152181 # DEPENDENCYPART_GRANDPAR
(18,11),(11,7),-0.506695 # DEPENDENCYPART_GRANDPAR
(18,11),(11,8),-0.19342 # DEPENDENCYPART_GRANDPAR
(18,11),(11,9),-0.341817 # DEPENDENCYPART_GRANDPAR
(18,11),(11,10),-0.525865 # DEPENDENCYPART_GRANDPAR
(18,12),(12,7),-0.636731 # DEPENDENCYPART_GRANDPAR
(18,12),(12,8),-0.335711 # DEPENDENCYPART_GRANDPAR
(18,12),(12,9),-0.471853 # DEPENDENCYPART_GRANDPAR
(18,12),(12,10),-0.747156 # DEPENDENCYPART_GRANDPAR
(18,12),(12,11),-0.89389 # DEPENDENCYPART_GRANDPAR
(18,12),(12,13),-0.75286 # DEPENDENCYPART_GRANDPAR
(18,12),(12,14),-0.602806 # DEPENDENCYPART_GRANDPAR
(18,12),(12,15),-0.525988 # DEPENDENCYPART_GRANDPAR
(18,12),(12,16),-0.802239 # DEPENDENCYPART_GRANDPAR
(18,13),(13,3),0.0350688 # DEPENDENCYPART_GRANDPAR
(18,13),(13,4),0.108026 # DEPENDENCYPART_GRANDPAR
(18,13),(13,5),0.303689 # DEPENDENCYPART_GRANDPAR
(18,13),(13,6),0.0795636 # DEPENDENCYPART_GRANDPAR
(18,13),(13,7),-0.274231 # DEPENDENCYPART_GRANDPAR
(18,13),(13,8),0.0135652 # DEPENDENCYPART_GRANDPAR
(18,13),(13,9),-0.109353 # DEPENDENCYPART_GRANDPAR
(18,13),(13,10),-0.38917 # DEPENDENCYPART_GRANDPAR
(18,13),(13,11),-0.499414 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),-0.186914 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),-0.152184 # DEPENDENCYPART_GRANDPAR
(18,14),(14,1),0.574313 # DEPENDENCYPART_GRANDPAR
(18,14),(14,2),-0.114664 # DEPENDENCYPART_GRANDPAR
(18,14),(14,4),0.191363 # DEPENDENCYPART_GRANDPAR
(18,14),(14,5),0.387026 # DEPENDENCYPART_GRANDPAR
(18,14),(14,6),-0.0927086 # DEPENDENCYPART_GRANDPAR
(18,14),(14,7),-0.231259 # DEPENDENCYPART_GRANDPAR
(18,14),(14,8),0.0975963 # DEPENDENCYPART_GRANDPAR
(18,14),(14,9),-0.0663808 # DEPENDENCYPART_GRANDPAR
(18,14),(14,10),-0.351829 # DEPENDENCYPART_GRANDPAR
(18,14),(14,11),-0.478944 # DEPENDENCYPART_GRANDPAR
(18,14),(14,12),-0.143942 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.335372 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),-0.249787 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),-0.299531 # DEPENDENCYPART_GRANDPAR
(18,15),(15,7),-0.732337 # DEPENDENCYPART_GRANDPAR
(18,15),(15,8),-0.463147 # DEPENDENCYPART_GRANDPAR
(18,15),(15,9),-0.567459 # DEPENDENCYPART_GRANDPAR
(18,15),(15,11),-0.976727 # DEPENDENCYPART_GRANDPAR
(18,15),(15,12),-0.64502 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.795561 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.373307 # DEPENDENCYPART_GRANDPAR
(18,16),(16,1),0.131319 # DEPENDENCYPART_GRANDPAR
(18,16),(16,4),-0.240651 # DEPENDENCYPART_GRANDPAR
(18,16),(16,5),-0.0449882 # DEPENDENCYPART_GRANDPAR
(18,16),(16,6),-0.378873 # DEPENDENCYPART_GRANDPAR
(18,16),(16,7),-0.636731 # DEPENDENCYPART_GRANDPAR
(18,16),(16,8),-0.335711 # DEPENDENCYPART_GRANDPAR
(18,16),(16,9),-0.471853 # DEPENDENCYPART_GRANDPAR
(18,16),(16,10),-0.747156 # DEPENDENCYPART_GRANDPAR
(18,16),(16,11),-0.89389 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),-0.549414 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),-0.737065 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-0.246566 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.363556 # DEPENDENCYPART_GRANDPAR
(18,17),(17,1),0.556229 # DEPENDENCYPART_GRANDPAR
(18,17),(17,2),-0.0712228 # DEPENDENCYPART_GRANDPAR
(18,17),(17,3),-0.00986915 # DEPENDENCYPART_GRANDPAR
(18,17),(17,4),0.18559 # DEPENDENCYPART_GRANDPAR
(18,17),(17,5),0.381253 # DEPENDENCYPART_GRANDPAR
(18,17),(17,6),-0.0492673 # DEPENDENCYPART_GRANDPAR
(18,17),(17,7),-0.390573 # DEPENDENCYPART_GRANDPAR
(18,17),(17,8),0.0905414 # DEPENDENCYPART_GRANDPAR
(18,17),(17,9),-0.225695 # DEPENDENCYPART_GRANDPAR
(18,17),(17,11),-0.654496 # DEPENDENCYPART_GRANDPAR
(18,17),(17,12),-0.303256 # DEPENDENCYPART_GRANDPAR
(18,17),(17,13),-0.309683 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),0.179676 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),-0.105841 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.0951673 # DEPENDENCYPART_GRANDPAR
