# _root_ _ İnsanlık , _ Roma_İmparatorluğu döneminin öncesinde bu birleşime çok yaklaşmış , fakat çağdaş bilimin _ doğuşu için Bilimsel_Devrimi _ beklemek zorunda_kalmıştır .
#goldHeads=2,11,0,5,6,7,11,9,11,11,12,22,23,15,17,17,18,22,20,21,22,23,0,
#predictedHeads=2,11,0,5,6,7,11,9,11,11,12,22,23,15,17,17,18,22,20,21,22,23,0,
(9,10),(10,4),-0.557549 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-0.59854 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.503384 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.51154 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.272508 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.530833 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,22),(22,1),-0.876033 # DEPENDENCYPART_GRANDPAR
(9,22),(22,2),-0.712501 # DEPENDENCYPART_GRANDPAR
(9,22),(22,3),-0.343659 # DEPENDENCYPART_GRANDPAR
(9,22),(22,4),-0.557447 # DEPENDENCYPART_GRANDPAR
(9,22),(22,5),-0.583413 # DEPENDENCYPART_GRANDPAR
(9,22),(22,6),-0.488256 # DEPENDENCYPART_GRANDPAR
(9,22),(22,7),-0.496412 # DEPENDENCYPART_GRANDPAR
(9,22),(22,9),-0.516133 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,22),(22,10),-0.325478 # DEPENDENCYPART_GRANDPAR
(9,22),(22,11),-0.431351 # DEPENDENCYPART_GRANDPAR
(9,22),(22,12),-0.352414 # DEPENDENCYPART_GRANDPAR
(9,22),(22,13),-0.246838 # DEPENDENCYPART_GRANDPAR
(9,22),(22,14),-0.337377 # DEPENDENCYPART_GRANDPAR
(9,22),(22,15),0.0887158 # DEPENDENCYPART_GRANDPAR
(9,22),(22,16),-0.397514 # DEPENDENCYPART_GRANDPAR
(9,22),(22,17),-0.434258 # DEPENDENCYPART_GRANDPAR
(9,22),(22,18),-0.401532 # DEPENDENCYPART_GRANDPAR
(9,22),(22,19),-0.0925767 # DEPENDENCYPART_GRANDPAR
(9,22),(22,20),-0.402843 # DEPENDENCYPART_GRANDPAR
(9,22),(22,21),-0.494941 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),-0.69668 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.305995 # DEPENDENCYPART_GRANDPAR
(10,4),(4,8),0.091098 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),-1.08856 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.832917 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.507008 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.799922 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),0.0993146 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.50675 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.797838 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.46569 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),0.0993146 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.840931 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.50675 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.805475 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.475784 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.412433 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),0.0993146 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),-0.175858 # DEPENDENCYPART_GRANDPAR
(10,7),(7,11),-0.267221 # DEPENDENCYPART_GRANDPAR
(10,7),(7,22),-0.463955 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.377087 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.50675 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.799333 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.467185 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.403834 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.350135 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),0.150462 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-0.488614 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,22),-0.463955 # DEPENDENCYPART_GRANDPAR
(11,1),(1,8),-0.00484499 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),0.0277147 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),-0.323748 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.23486 # DEPENDENCYPART_GRANDPAR
(11,3),(3,11),-0.404351 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,3),(3,22),-0.433123 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),-0.180753 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),0.212299 # DEPENDENCYPART_GRANDPAR
(11,4),(4,8),-0.00484499 # DEPENDENCYPART_GRANDPAR
(11,5),(5,1),0.0242028 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),-0.223885 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),0.00660852 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.141004 # DEPENDENCYPART_GRANDPAR
(11,5),(5,8),0.0587828 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),0.00803532 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.135997 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.0541889 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),0.0587828 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),-0.253977 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),-0.00490792 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.164053 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.0886985 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),0.313853 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),0.0586786 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),-0.0505428 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-0.432807 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,22),-0.461579 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.0618232 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),0.00803532 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.137492 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.0556841 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),0.346867 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),0.0354997 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),0.142609 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),0.148502 # DEPENDENCYPART_GRANDPAR
(11,9),(9,22),-0.461579 # DEPENDENCYPART_GRANDPAR
(11,10),(10,4),0.0798006 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.0635234 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),0.340382 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),0.0287283 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),0.121477 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),0.0712799 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.384354 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),-0.164086 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),0.163903 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.353456 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),-0.130104 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),0.142118 # DEPENDENCYPART_GRANDPAR
(11,14),(14,19),-0.042767 # DEPENDENCYPART_GRANDPAR
(11,15),(15,8),-0.130046 # DEPENDENCYPART_GRANDPAR
(11,15),(15,9),-0.24754 # DEPENDENCYPART_GRANDPAR
(11,15),(15,10),0.0880247 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-0.342743 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),-0.181458 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),0.0528233 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),-0.093558 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),0.407453 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),0.128672 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),-0.0905005 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),-0.0324027 # DEPENDENCYPART_GRANDPAR
(11,15),(15,20),0.332908 # DEPENDENCYPART_GRANDPAR
(11,16),(16,1),-0.112462 # DEPENDENCYPART_GRANDPAR
(11,16),(16,2),-0.253579 # DEPENDENCYPART_GRANDPAR
(11,16),(16,4),-0.277669 # DEPENDENCYPART_GRANDPAR
(11,16),(16,5),-0.0874479 # DEPENDENCYPART_GRANDPAR
(11,16),(16,6),0.315289 # DEPENDENCYPART_GRANDPAR
(11,16),(16,7),0.00567945 # DEPENDENCYPART_GRANDPAR
(11,16),(16,9),0.046503 # DEPENDENCYPART_GRANDPAR
(11,16),(16,10),0.279048 # DEPENDENCYPART_GRANDPAR
(11,16),(16,11),-0.479254 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,16),(16,12),-0.263369 # DEPENDENCYPART_GRANDPAR
(11,16),(16,13),0.0556163 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),-0.139781 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),-0.252601 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),0.183762 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.0541059 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),0.022687 # DEPENDENCYPART_GRANDPAR
(11,16),(16,20),0.474676 # DEPENDENCYPART_GRANDPAR
(11,16),(16,21),0.0719286 # DEPENDENCYPART_GRANDPAR
(11,17),(17,1),-0.395981 # DEPENDENCYPART_GRANDPAR
(11,17),(17,2),-0.547622 # DEPENDENCYPART_GRANDPAR
(11,17),(17,3),-0.188608 # DEPENDENCYPART_GRANDPAR
(11,17),(17,4),-0.561188 # DEPENDENCYPART_GRANDPAR
(11,17),(17,5),-0.381491 # DEPENDENCYPART_GRANDPAR
(11,17),(17,6),0.0212454 # DEPENDENCYPART_GRANDPAR
(11,17),(17,7),-0.288364 # DEPENDENCYPART_GRANDPAR
(11,17),(17,9),-0.24754 # DEPENDENCYPART_GRANDPAR
(11,17),(17,10),0.0880247 # DEPENDENCYPART_GRANDPAR
(11,17),(17,12),-0.180985 # DEPENDENCYPART_GRANDPAR
(11,17),(17,13),0.0533032 # DEPENDENCYPART_GRANDPAR
(11,17),(17,14),-0.0930806 # DEPENDENCYPART_GRANDPAR
(11,17),(17,15),-0.00548324 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),0.314169 # DEPENDENCYPART_GRANDPAR
(11,17),(17,21),0.0378804 # DEPENDENCYPART_GRANDPAR
(11,18),(18,10),0.0662317 # DEPENDENCYPART_GRANDPAR
(11,18),(18,12),-0.155716 # DEPENDENCYPART_GRANDPAR
(11,18),(18,13),0.127763 # DEPENDENCYPART_GRANDPAR
(11,18),(18,14),-0.0353612 # DEPENDENCYPART_GRANDPAR
(11,18),(18,15),-0.0123568 # DEPENDENCYPART_GRANDPAR
(11,18),(18,16),0.298424 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),0.0137653 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),-0.0531315 # DEPENDENCYPART_GRANDPAR
(11,19),(19,14),-0.0930806 # DEPENDENCYPART_GRANDPAR
(11,19),(19,15),-0.00548324 # DEPENDENCYPART_GRANDPAR
(11,19),(19,16),0.314169 # DEPENDENCYPART_GRANDPAR
(11,19),(19,17),0.0207464 # DEPENDENCYPART_GRANDPAR
(11,19),(19,18),-0.165892 # DEPENDENCYPART_GRANDPAR
(11,19),(19,20),0.340344 # DEPENDENCYPART_GRANDPAR
(11,19),(19,21),0.0378804 # DEPENDENCYPART_GRANDPAR
(11,20),(20,1),-0.112462 # DEPENDENCYPART_GRANDPAR
(11,20),(20,2),-0.253579 # DEPENDENCYPART_GRANDPAR
(11,20),(20,5),-0.0874479 # DEPENDENCYPART_GRANDPAR
(11,20),(20,6),0.315289 # DEPENDENCYPART_GRANDPAR
(11,20),(20,7),0.00567945 # DEPENDENCYPART_GRANDPAR
(11,20),(20,9),0.046503 # DEPENDENCYPART_GRANDPAR
(11,20),(20,10),0.279048 # DEPENDENCYPART_GRANDPAR
(11,20),(20,11),-0.479254 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,20),(20,12),-0.263369 # DEPENDENCYPART_GRANDPAR
(11,20),(20,14),-0.139781 # DEPENDENCYPART_GRANDPAR
(11,20),(20,15),-0.252601 # DEPENDENCYPART_GRANDPAR
(11,20),(20,16),0.077131 # DEPENDENCYPART_GRANDPAR
(11,20),(20,17),-0.22648 # DEPENDENCYPART_GRANDPAR
(11,20),(20,18),-0.194655 # DEPENDENCYPART_GRANDPAR
(11,20),(20,19),-0.387555 # DEPENDENCYPART_GRANDPAR
(11,20),(20,21),0.0719286 # DEPENDENCYPART_GRANDPAR
(11,20),(20,22),-0.404813 # DEPENDENCYPART_GRANDPAR
(11,21),(21,1),-0.395981 # DEPENDENCYPART_GRANDPAR
(11,21),(21,2),-0.547622 # DEPENDENCYPART_GRANDPAR
(11,21),(21,4),-0.561188 # DEPENDENCYPART_GRANDPAR
(11,21),(21,5),-0.381491 # DEPENDENCYPART_GRANDPAR
(11,21),(21,6),0.0212454 # DEPENDENCYPART_GRANDPAR
(11,21),(21,7),-0.288364 # DEPENDENCYPART_GRANDPAR
(11,21),(21,9),-0.24754 # DEPENDENCYPART_GRANDPAR
(11,21),(21,12),-0.180985 # DEPENDENCYPART_GRANDPAR
(11,21),(21,13),0.0533032 # DEPENDENCYPART_GRANDPAR
(11,21),(21,14),-0.0930806 # DEPENDENCYPART_GRANDPAR
(11,21),(21,15),-0.00548324 # DEPENDENCYPART_GRANDPAR
(11,21),(21,17),0.0207464 # DEPENDENCYPART_GRANDPAR
(11,21),(21,18),-0.165892 # DEPENDENCYPART_GRANDPAR
(11,21),(21,19),-0.140328 # DEPENDENCYPART_GRANDPAR
(11,21),(21,20),0.239624 # DEPENDENCYPART_GRANDPAR
(11,22),(22,1),-0.372286 # DEPENDENCYPART_GRANDPAR
(11,22),(22,2),-0.528117 # DEPENDENCYPART_GRANDPAR
(11,22),(22,3),-0.232643 # DEPENDENCYPART_GRANDPAR
(11,22),(22,4),-0.537493 # DEPENDENCYPART_GRANDPAR
(11,22),(22,5),-0.361986 # DEPENDENCYPART_GRANDPAR
(11,22),(22,6),0.040751 # DEPENDENCYPART_GRANDPAR
(11,22),(22,7),-0.268858 # DEPENDENCYPART_GRANDPAR
(11,22),(22,9),-0.228035 # DEPENDENCYPART_GRANDPAR
(11,22),(22,10),0.076802 # DEPENDENCYPART_GRANDPAR
(11,22),(22,11),-0.396334 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,22),(22,12),-0.198504 # DEPENDENCYPART_GRANDPAR
(11,22),(22,13),0.141509 # DEPENDENCYPART_GRANDPAR
(11,22),(22,14),-0.0600461 # DEPENDENCYPART_GRANDPAR
(11,22),(22,15),-0.0625676 # DEPENDENCYPART_GRANDPAR
(11,22),(22,16),0.193476 # DEPENDENCYPART_GRANDPAR
(11,22),(22,17),-0.0364467 # DEPENDENCYPART_GRANDPAR
(11,22),(22,18),-0.12964 # DEPENDENCYPART_GRANDPAR
(11,22),(22,19),-0.197521 # DEPENDENCYPART_GRANDPAR
(11,22),(22,20),0.118931 # DEPENDENCYPART_GRANDPAR
(11,22),(22,21),-0.149765 # DEPENDENCYPART_GRANDPAR
(12,3),(3,1),-0.998657 # DEPENDENCYPART_GRANDPAR
(12,3),(3,2),-0.210495 # DEPENDENCYPART_GRANDPAR
(12,3),(3,11),-0.228578 # DEPENDENCYPART_GRANDPAR
(12,3),(3,22),-0.578782 # DEPENDENCYPART_GRANDPAR
(12,6),(6,3),-0.314595 # DEPENDENCYPART_GRANDPAR
(12,6),(6,4),-0.566956 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),-0.235175 # DEPENDENCYPART_GRANDPAR
(12,6),(6,8),-0.110729 # DEPENDENCYPART_GRANDPAR
(12,7),(7,2),-0.139233 # DEPENDENCYPART_GRANDPAR
(12,7),(7,3),-0.316468 # DEPENDENCYPART_GRANDPAR
(12,7),(7,4),-0.577873 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),-0.248082 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-0.246354 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),-0.110729 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),0.0692202 # DEPENDENCYPART_GRANDPAR
(12,7),(7,11),0.118058 # DEPENDENCYPART_GRANDPAR
(12,7),(7,22),-0.545294 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.122698 # DEPENDENCYPART_GRANDPAR
(12,9),(9,3),-0.314595 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),-0.568452 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.236671 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.234943 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.0782132 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.255739 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.164621 # DEPENDENCYPART_GRANDPAR
(12,9),(9,22),-0.545294 # DEPENDENCYPART_GRANDPAR
(12,10),(10,4),-0.79315 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-0.472253 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.468855 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.308154 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.404412 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.23723 # DEPENDENCYPART_GRANDPAR
(12,11),(11,1),-0.541901 # DEPENDENCYPART_GRANDPAR
(12,11),(11,2),0.00763194 # DEPENDENCYPART_GRANDPAR
(12,11),(11,3),-0.445382 # DEPENDENCYPART_GRANDPAR
(12,11),(11,4),-0.525021 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),-0.10239 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),-0.0978193 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),0.0643014 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.24449 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),0.133806 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),0.0952167 # DEPENDENCYPART_GRANDPAR
(12,11),(11,13),-0.251634 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.27035 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.313451 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-0.21124 # DEPENDENCYPART_GRANDPAR
(12,11),(11,17),-0.344788 # DEPENDENCYPART_GRANDPAR
(12,11),(11,18),-0.0669976 # DEPENDENCYPART_GRANDPAR
(12,11),(11,19),-0.579708 # DEPENDENCYPART_GRANDPAR
(12,11),(11,20),-0.349256 # DEPENDENCYPART_GRANDPAR
(12,11),(11,21),-0.56907 # DEPENDENCYPART_GRANDPAR
(12,11),(11,22),-0.564802 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.14647 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.319816 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,15),-0.277207 # DEPENDENCYPART_GRANDPAR
(12,16),(16,1),-0.960284 # DEPENDENCYPART_GRANDPAR
(12,16),(16,2),-0.328492 # DEPENDENCYPART_GRANDPAR
(12,16),(16,4),-0.943404 # DEPENDENCYPART_GRANDPAR
(12,16),(16,5),-0.436755 # DEPENDENCYPART_GRANDPAR
(12,16),(16,6),-0.433944 # DEPENDENCYPART_GRANDPAR
(12,16),(16,7),-0.269015 # DEPENDENCYPART_GRANDPAR
(12,16),(16,9),-0.202318 # DEPENDENCYPART_GRANDPAR
(12,16),(16,10),-0.220187 # DEPENDENCYPART_GRANDPAR
(12,16),(16,11),-0.176585 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-0.485453 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,13),-0.414758 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),-0.223203 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),-0.484351 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.401918 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-0.0520921 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),-0.636837 # DEPENDENCYPART_GRANDPAR
(12,16),(16,20),-0.317337 # DEPENDENCYPART_GRANDPAR
(12,16),(16,21),-0.625053 # DEPENDENCYPART_GRANDPAR
(12,19),(19,14),-0.0603244 # DEPENDENCYPART_GRANDPAR
(12,19),(19,15),0.00180757 # DEPENDENCYPART_GRANDPAR
(12,19),(19,16),0.165738 # DEPENDENCYPART_GRANDPAR
(12,19),(19,17),-0.0294479 # DEPENDENCYPART_GRANDPAR
(12,19),(19,18),0.0805386 # DEPENDENCYPART_GRANDPAR
(12,19),(19,20),0.122125 # DEPENDENCYPART_GRANDPAR
(12,19),(19,21),-0.324319 # DEPENDENCYPART_GRANDPAR
(12,20),(20,1),-0.960284 # DEPENDENCYPART_GRANDPAR
(12,20),(20,2),-0.328492 # DEPENDENCYPART_GRANDPAR
(12,20),(20,5),-0.436755 # DEPENDENCYPART_GRANDPAR
(12,20),(20,6),-0.433944 # DEPENDENCYPART_GRANDPAR
(12,20),(20,7),-0.269015 # DEPENDENCYPART_GRANDPAR
(12,20),(20,9),-0.202318 # DEPENDENCYPART_GRANDPAR
(12,20),(20,10),-0.220187 # DEPENDENCYPART_GRANDPAR
(12,20),(20,11),-0.176585 # DEPENDENCYPART_GRANDPAR
(12,20),(20,12),-0.485453 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,20),(20,14),-0.223203 # DEPENDENCYPART_GRANDPAR
(12,20),(20,15),-0.484351 # DEPENDENCYPART_GRANDPAR
(12,20),(20,16),-0.23815 # DEPENDENCYPART_GRANDPAR
(12,20),(20,17),-0.515704 # DEPENDENCYPART_GRANDPAR
(12,20),(20,18),-0.10223 # DEPENDENCYPART_GRANDPAR
(12,20),(20,19),-0.750624 # DEPENDENCYPART_GRANDPAR
(12,20),(20,21),-0.625053 # DEPENDENCYPART_GRANDPAR
(12,20),(20,22),-0.631344 # DEPENDENCYPART_GRANDPAR
(12,22),(22,1),-0.993642 # DEPENDENCYPART_GRANDPAR
(12,22),(22,2),-0.37219 # DEPENDENCYPART_GRANDPAR
(12,22),(22,3),-0.80477 # DEPENDENCYPART_GRANDPAR
(12,22),(22,4),-0.976762 # DEPENDENCYPART_GRANDPAR
(12,22),(22,5),-0.480453 # DEPENDENCYPART_GRANDPAR
(12,22),(22,6),-0.477641 # DEPENDENCYPART_GRANDPAR
(12,22),(22,7),-0.312713 # DEPENDENCYPART_GRANDPAR
(12,22),(22,9),-0.246016 # DEPENDENCYPART_GRANDPAR
(12,22),(22,10),-0.233486 # DEPENDENCYPART_GRANDPAR
(12,22),(22,11),-0.172816 # DEPENDENCYPART_GRANDPAR
(12,22),(22,12),-0.254404 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,22),(22,13),-0.168535 # DEPENDENCYPART_GRANDPAR
(12,22),(22,14),0.0201156 # DEPENDENCYPART_GRANDPAR
(12,22),(22,15),-0.0204745 # DEPENDENCYPART_GRANDPAR
(12,22),(22,16),0.0395133 # DEPENDENCYPART_GRANDPAR
(12,22),(22,17),-0.0518272 # DEPENDENCYPART_GRANDPAR
(12,22),(22,18),0.129937 # DEPENDENCYPART_GRANDPAR
(12,22),(22,19),-0.286747 # DEPENDENCYPART_GRANDPAR
(12,22),(22,20),-0.0985028 # DEPENDENCYPART_GRANDPAR
(12,22),(22,21),-0.2765 # DEPENDENCYPART_GRANDPAR
(13,11),(11,1),-0.465312 # DEPENDENCYPART_GRANDPAR
(13,11),(11,2),-0.0286166 # DEPENDENCYPART_GRANDPAR
(13,11),(11,3),0.117923 # DEPENDENCYPART_GRANDPAR
(13,11),(11,4),-0.313839 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),-0.0423518 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),-0.0538925 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.0114262 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.0940405 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),0.0172597 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),0.139124 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-0.56268 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.399307 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),-0.426823 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-0.508806 # DEPENDENCYPART_GRANDPAR
(13,11),(11,17),-0.435095 # DEPENDENCYPART_GRANDPAR
(13,11),(11,18),-0.370029 # DEPENDENCYPART_GRANDPAR
(13,11),(11,19),-0.433661 # DEPENDENCYPART_GRANDPAR
(13,11),(11,20),-0.579735 # DEPENDENCYPART_GRANDPAR
(13,11),(11,21),-0.485989 # DEPENDENCYPART_GRANDPAR
(13,11),(11,22),-0.509546 # DEPENDENCYPART_GRANDPAR
(13,12),(12,3),0.0203791 # DEPENDENCYPART_GRANDPAR
(13,12),(12,6),-0.208554 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),-0.166846 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.255309 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.137402 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.0407424 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),0.266655 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-0.568294 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,16),-0.474712 # DEPENDENCYPART_GRANDPAR
(13,12),(12,19),-0.403261 # DEPENDENCYPART_GRANDPAR
(13,12),(12,20),-0.54564 # DEPENDENCYPART_GRANDPAR
(13,12),(12,22),-0.478019 # DEPENDENCYPART_GRANDPAR
(13,15),(15,8),-0.308137 # DEPENDENCYPART_GRANDPAR
(13,15),(15,9),-0.344395 # DEPENDENCYPART_GRANDPAR
(13,15),(15,10),-0.129187 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),0.0667926 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),0.365898 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.43692 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),-0.268769 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.211133 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.187711 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),-0.183366 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),-0.186277 # DEPENDENCYPART_GRANDPAR
