# _root_ Gündüz ayrı iş , gece ayrı iş ; can mı dayanır , diye _ söylendi saatine _ bakarken .
#goldHeads=3,3,4,7,7,7,8,0,11,9,12,13,15,15,19,17,18,15,0,
#predictedHeads=3,3,4,0,7,7,8,0,11,9,12,13,14,15,19,17,18,15,0,
(10,4),(4,15),-0.118088 # DEPENDENCYPART_GRANDPAR
(10,4),(4,17),-0.30387 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),-0.642203 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.319462 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.624681 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.183991 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.508717 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.170133 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.161414 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),-0.273321 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-0.467301 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,13),-0.192851 # DEPENDENCYPART_GRANDPAR
(10,7),(7,14),-0.200295 # DEPENDENCYPART_GRANDPAR
(10,7),(7,15),-0.0942186 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.180241 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.45532 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.119923 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.385784 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.335086 # DEPENDENCYPART_GRANDPAR
(10,8),(8,11),-0.213264 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-0.23713 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),-0.138868 # DEPENDENCYPART_GRANDPAR
(10,8),(8,16),-0.231771 # DEPENDENCYPART_GRANDPAR
(10,8),(8,17),-0.32207 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),-0.636308 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.316529 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.618786 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.177318 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.502822 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.1672 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.423251 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.0829155 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-0.467301 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.168616 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.18366 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.192851 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.200297 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-0.0942202 # DEPENDENCYPART_GRANDPAR
(10,9),(9,17),-0.285237 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),0.0262162 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),0.0249718 # DEPENDENCYPART_GRANDPAR
(11,2),(2,16),-0.221294 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),0.0134488 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),0.118121 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),0.0476914 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),-0.0895529 # DEPENDENCYPART_GRANDPAR
(11,3),(3,6),0.139734 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),0.0161568 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),0.139567 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-0.087106 # DEPENDENCYPART_GRANDPAR
(11,4),(4,11),-0.425137 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,4),(4,14),-0.119396 # DEPENDENCYPART_GRANDPAR
(11,4),(4,15),-0.699037 # DEPENDENCYPART_GRANDPAR
(11,4),(4,17),0.119957 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),0.131216 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),-0.000501529 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),0.307257 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),0.143854 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),0.0115159 # DEPENDENCYPART_GRANDPAR
(11,5),(5,8),0.198314 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.0858302 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),0.212064 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),0.0143224 # DEPENDENCYPART_GRANDPAR
(11,6),(6,16),-0.221294 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),0.0134488 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),0.118121 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),-0.0968771 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),0.2868 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),0.00746763 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),0.232524 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),0.195962 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),0.0946307 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),0.717122 # DEPENDENCYPART_GRANDPAR
(11,7),(7,13),0.00173388 # DEPENDENCYPART_GRANDPAR
(11,7),(7,14),-0.155846 # DEPENDENCYPART_GRANDPAR
(11,7),(7,15),-0.727778 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),0.243542 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),0.0495419 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),0.227727 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),0.156746 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.077211 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-0.51908 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,14),-0.209705 # DEPENDENCYPART_GRANDPAR
(11,8),(8,15),-0.79298 # DEPENDENCYPART_GRANDPAR
(11,8),(8,16),-0.206815 # DEPENDENCYPART_GRANDPAR
(11,8),(8,17),0.0296478 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),0.0165252 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),0.117814 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),-0.093801 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),0.289237 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),0.0105439 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),0.232217 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),0.117383 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),0.354292 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),0.715499 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-0.453598 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.026397 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),0.00201582 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-0.155566 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),-0.727498 # DEPENDENCYPART_GRANDPAR
(11,9),(9,17),0.0837868 # DEPENDENCYPART_GRANDPAR
(11,10),(10,4),0.205223 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),0.106062 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),0.315926 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),0.183743 # DEPENDENCYPART_GRANDPAR
(11,12),(12,2),-0.0447112 # DEPENDENCYPART_GRANDPAR
(11,12),(12,6),0.0696923 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),0.213404 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),0.0403317 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.623062 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),0.283824 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),0.301514 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.0298887 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),0.540866 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),-0.184598 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),0.156681 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.107853 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.288346 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),-0.0311379 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),0.0128485 # DEPENDENCYPART_GRANDPAR
(11,14),(14,1),0.0270934 # DEPENDENCYPART_GRANDPAR
(11,14),(14,3),-0.104418 # DEPENDENCYPART_GRANDPAR
(11,14),(14,5),0.0272349 # DEPENDENCYPART_GRANDPAR
(11,14),(14,7),0.106766 # DEPENDENCYPART_GRANDPAR
(11,14),(14,9),0.183866 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),0.780355 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.50004 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),-0.163864 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),0.0655472 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.670729 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),0.0925131 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),0.509489 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),-0.0591515 # DEPENDENCYPART_GRANDPAR
(11,15),(15,1),-0.255497 # DEPENDENCYPART_GRANDPAR
(11,15),(15,2),-0.102204 # DEPENDENCYPART_GRANDPAR
(11,15),(15,3),-0.378951 # DEPENDENCYPART_GRANDPAR
(11,15),(15,4),0.0578751 # DEPENDENCYPART_GRANDPAR
(11,15),(15,5),-0.255295 # DEPENDENCYPART_GRANDPAR
(11,15),(15,6),0.0121992 # DEPENDENCYPART_GRANDPAR
(11,15),(15,7),-0.167767 # DEPENDENCYPART_GRANDPAR
(11,15),(15,8),0.18475 # DEPENDENCYPART_GRANDPAR
(11,15),(15,9),-0.0906722 # DEPENDENCYPART_GRANDPAR
(11,15),(15,10),0.555177 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-0.424273 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),-0.103356 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),0.120095 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),-0.0955666 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),0.0350506 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),0.412275 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),-0.0663654 # DEPENDENCYPART_GRANDPAR
(11,16),(16,6),0.0447273 # DEPENDENCYPART_GRANDPAR
(11,16),(16,11),-0.363055 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,16),(16,12),-0.0814802 # DEPENDENCYPART_GRANDPAR
(11,16),(16,13),0.110637 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),0.0350847 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),-0.636956 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),0.372147 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.0372196 # DEPENDENCYPART_GRANDPAR
(11,17),(17,1),0.0270934 # DEPENDENCYPART_GRANDPAR
(11,17),(17,3),-0.104418 # DEPENDENCYPART_GRANDPAR
(11,17),(17,5),0.0272349 # DEPENDENCYPART_GRANDPAR
(11,17),(17,7),0.106766 # DEPENDENCYPART_GRANDPAR
(11,17),(17,9),0.183866 # DEPENDENCYPART_GRANDPAR
(11,17),(17,10),0.780355 # DEPENDENCYPART_GRANDPAR
(11,17),(17,11),-0.50004 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,17),(17,12),-0.163864 # DEPENDENCYPART_GRANDPAR
(11,17),(17,13),0.0655472 # DEPENDENCYPART_GRANDPAR
(11,17),(17,14),-0.201953 # DEPENDENCYPART_GRANDPAR
(11,17),(17,15),-0.773943 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),-0.317728 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),-0.0591515 # DEPENDENCYPART_GRANDPAR
(11,17),(17,19),-0.0589132 # DEPENDENCYPART_GRANDPAR
(11,18),(18,3),-0.371869 # DEPENDENCYPART_GRANDPAR
(11,18),(18,5),-0.25654 # DEPENDENCYPART_GRANDPAR
(11,18),(18,7),-0.160685 # DEPENDENCYPART_GRANDPAR
(11,18),(18,9),-0.0839398 # DEPENDENCYPART_GRANDPAR
(11,18),(18,12),-0.0904977 # DEPENDENCYPART_GRANDPAR
(11,18),(18,13),0.0913129 # DEPENDENCYPART_GRANDPAR
(11,18),(18,16),-0.174431 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),0.370922 # DEPENDENCYPART_GRANDPAR
(11,19),(19,1),-0.246681 # DEPENDENCYPART_GRANDPAR
(11,19),(19,2),-0.112998 # DEPENDENCYPART_GRANDPAR
(11,19),(19,6),0.00140537 # DEPENDENCYPART_GRANDPAR
(11,19),(19,8),0.145561 # DEPENDENCYPART_GRANDPAR
(11,19),(19,11),-0.475496 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,19),(19,12),-0.164453 # DEPENDENCYPART_GRANDPAR
(11,19),(19,13),0.00981305 # DEPENDENCYPART_GRANDPAR
(11,19),(19,14),-0.269501 # DEPENDENCYPART_GRANDPAR
(11,19),(19,15),-0.745498 # DEPENDENCYPART_GRANDPAR
(11,19),(19,16),-0.246117 # DEPENDENCYPART_GRANDPAR
(11,19),(19,17),-0.0301487 # DEPENDENCYPART_GRANDPAR
(11,19),(19,18),-0.195318 # DEPENDENCYPART_GRANDPAR
(12,2),(2,1),-0.316263 # DEPENDENCYPART_GRANDPAR
(12,2),(2,16),-0.333406 # DEPENDENCYPART_GRANDPAR
(12,6),(6,3),-0.577432 # DEPENDENCYPART_GRANDPAR
(12,6),(6,4),-0.549886 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),-0.322256 # DEPENDENCYPART_GRANDPAR
(12,6),(6,16),-0.333406 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),-0.464916 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),-0.276354 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.289903 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.191483 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),-0.298017 # DEPENDENCYPART_GRANDPAR
(12,8),(8,11),0.128073 # DEPENDENCYPART_GRANDPAR
(12,8),(8,14),-0.224659 # DEPENDENCYPART_GRANDPAR
(12,8),(8,15),-0.282845 # DEPENDENCYPART_GRANDPAR
(12,8),(8,16),-0.368216 # DEPENDENCYPART_GRANDPAR
(12,8),(8,17),-0.260269 # DEPENDENCYPART_GRANDPAR
(12,9),(9,1),-0.212747 # DEPENDENCYPART_GRANDPAR
(12,9),(9,2),-0.461963 # DEPENDENCYPART_GRANDPAR
(12,9),(9,3),-0.479581 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),-0.326815 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.247461 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.239666 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.136409 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.132836 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),0.306666 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),0.324725 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-0.503282 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,13),-0.270382 # DEPENDENCYPART_GRANDPAR
(12,9),(9,14),-0.183565 # DEPENDENCYPART_GRANDPAR
(12,9),(9,15),-0.232583 # DEPENDENCYPART_GRANDPAR
(12,9),(9,17),-0.219174 # DEPENDENCYPART_GRANDPAR
(12,11),(11,1),-0.0767683 # DEPENDENCYPART_GRANDPAR
(12,11),(11,2),-0.376611 # DEPENDENCYPART_GRANDPAR
(12,11),(11,3),-0.365124 # DEPENDENCYPART_GRANDPAR
(12,11),(11,4),-0.455206 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),-0.0379738 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),-0.154314 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-0.0219521 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.0507168 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),0.00829815 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),0.169205 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-0.488116 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.203451 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.200347 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.252087 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-0.313972 # DEPENDENCYPART_GRANDPAR
(12,11),(11,17),-0.235957 # DEPENDENCYPART_GRANDPAR
(12,11),(11,18),-0.164432 # DEPENDENCYPART_GRANDPAR
(12,11),(11,19),-0.528096 # DEPENDENCYPART_GRANDPAR
(12,13),(13,7),-0.384996 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-0.447562 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-0.411509 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),0.0529437 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.31779 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,16),-0.104714 # DEPENDENCYPART_GRANDPAR
(12,14),(14,1),-0.409778 # DEPENDENCYPART_GRANDPAR
(12,14),(14,3),-0.650653 # DEPENDENCYPART_GRANDPAR
(12,14),(14,5),-0.407611 # DEPENDENCYPART_GRANDPAR
(12,14),(14,7),-0.307481 # DEPENDENCYPART_GRANDPAR
(12,14),(14,9),-0.333291 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),0.0036209 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),0.0306997 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.483439 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),-0.266621 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.319155 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.371102 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.204039 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.180984 # DEPENDENCYPART_GRANDPAR
(12,15),(15,1),-0.457502 # DEPENDENCYPART_GRANDPAR
(12,15),(15,2),-0.756617 # DEPENDENCYPART_GRANDPAR
(12,15),(15,3),-0.694346 # DEPENDENCYPART_GRANDPAR
(12,15),(15,4),-0.814593 # DEPENDENCYPART_GRANDPAR
(12,15),(15,5),-0.455305 # DEPENDENCYPART_GRANDPAR
(12,15),(15,6),-0.534319 # DEPENDENCYPART_GRANDPAR
(12,15),(15,7),-0.351174 # DEPENDENCYPART_GRANDPAR
(12,15),(15,8),-0.450351 # DEPENDENCYPART_GRANDPAR
(12,15),(15,9),-0.376988 # DEPENDENCYPART_GRANDPAR
(12,15),(15,10),-0.0261743 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),0.0344688 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-0.254921 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),-0.0411601 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),0.0450728 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),0.041843 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),0.170819 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),0.1934 # DEPENDENCYPART_GRANDPAR
(12,17),(17,1),-0.409778 # DEPENDENCYPART_GRANDPAR
(12,17),(17,3),-0.650653 # DEPENDENCYPART_GRANDPAR
(12,17),(17,5),-0.407611 # DEPENDENCYPART_GRANDPAR
(12,17),(17,7),-0.307481 # DEPENDENCYPART_GRANDPAR
(12,17),(17,9),-0.333291 # DEPENDENCYPART_GRANDPAR
(12,17),(17,10),0.0036209 # DEPENDENCYPART_GRANDPAR
(12,17),(17,11),0.0306997 # DEPENDENCYPART_GRANDPAR
(12,17),(17,12),-0.483439 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,17),(17,13),-0.266621 # DEPENDENCYPART_GRANDPAR
(12,17),(17,14),-0.227257 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),-0.216077 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),-0.484889 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-0.180984 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),-0.471707 # DEPENDENCYPART_GRANDPAR
(13,7),(7,1),-0.407386 # DEPENDENCYPART_GRANDPAR
(13,7),(7,2),-0.311973 # DEPENDENCYPART_GRANDPAR
(13,7),(7,3),-0.420742 # DEPENDENCYPART_GRANDPAR
(13,7),(7,4),-0.217861 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),-0.325881 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),-0.218013 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),-0.13136 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),-0.0938455 # DEPENDENCYPART_GRANDPAR
(13,7),(7,10),-0.280854 # DEPENDENCYPART_GRANDPAR
(13,7),(7,13),-0.398716 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,7),(7,14),-0.168091 # DEPENDENCYPART_GRANDPAR
(13,7),(7,15),-0.0707423 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),-0.147674 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),-0.293846 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),-0.0631309 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.211249 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),-0.0994942 # DEPENDENCYPART_GRANDPAR
(13,8),(8,11),0.334803 # DEPENDENCYPART_GRANDPAR
(13,8),(8,14),-0.186018 # DEPENDENCYPART_GRANDPAR
(13,8),(8,15),-0.0969095 # DEPENDENCYPART_GRANDPAR
(13,8),(8,16),-0.125522 # DEPENDENCYPART_GRANDPAR
(13,8),(8,17),-0.0565619 # DEPENDENCYPART_GRANDPAR
(13,9),(9,1),-0.387881 # DEPENDENCYPART_GRANDPAR
(13,9),(9,2),-0.294857 # DEPENDENCYPART_GRANDPAR
(13,9),(9,3),-0.401238 # DEPENDENCYPART_GRANDPAR
(13,9),(9,4),-0.197578 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),-0.306377 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-0.200897 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.211761 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),0.00138219 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),-0.280854 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),0.337705 # DEPENDENCYPART_GRANDPAR
(13,9),(9,12),0.336659 # DEPENDENCYPART_GRANDPAR
(13,9),(9,13),-0.398716 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,14),-0.168093 # DEPENDENCYPART_GRANDPAR
(13,9),(9,15),-0.070744 # DEPENDENCYPART_GRANDPAR
(13,9),(9,17),-0.0386372 # DEPENDENCYPART_GRANDPAR
(13,11),(11,1),-0.376197 # DEPENDENCYPART_GRANDPAR
(13,11),(11,2),-0.201289 # DEPENDENCYPART_GRANDPAR
(13,11),(11,3),-0.397611 # DEPENDENCYPART_GRANDPAR
(13,11),(11,4),-0.199656 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),-0.265505 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),-0.107329 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.208134 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),0.0376815 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),0.0527609 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.24482 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),0.345554 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-0.391104 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.206261 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),-0.112005 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-0.138714 # DEPENDENCYPART_GRANDPAR
(13,11),(11,17),-0.0768053 # DEPENDENCYPART_GRANDPAR
(13,11),(11,18),-0.192697 # DEPENDENCYPART_GRANDPAR
(13,11),(11,19),-0.226479 # DEPENDENCYPART_GRANDPAR
(13,12),(12,2),-0.0962556 # DEPENDENCYPART_GRANDPAR
(13,12),(12,6),-0.00229558 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),0.0979929 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),0.0797537 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),0.740397 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-0.374326 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.153193 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-0.0614838 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-0.0237372 # DEPENDENCYPART_GRANDPAR
(13,16),(16,6),-0.358069 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),0.264795 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),0.3003 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-0.308121 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),-0.0494476 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),0.00216827 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),0.202909 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),-0.0580241 # DEPENDENCYPART_GRANDPAR
(14,1),(1,2),0.107307 # DEPENDENCYPART_GRANDPAR
(14,3),(3,1),-0.148001 # DEPENDENCYPART_GRANDPAR
(14,3),(3,2),0.223736 # DEPENDENCYPART_GRANDPAR
(14,3),(3,4),-0.579362 # DEPENDENCYPART_GRANDPAR
(14,3),(3,5),-0.251114 # DEPENDENCYPART_GRANDPAR
(14,3),(3,6),-0.0223265 # DEPENDENCYPART_GRANDPAR
(14,5),(5,2),0.213201 # DEPENDENCYPART_GRANDPAR
(14,5),(5,3),-0.211468 # DEPENDENCYPART_GRANDPAR
(14,5),(5,4),-0.339018 # DEPENDENCYPART_GRANDPAR
(14,5),(5,6),-0.0159971 # DEPENDENCYPART_GRANDPAR
(14,5),(5,7),-0.356443 # DEPENDENCYPART_GRANDPAR
(14,5),(5,8),-0.303051 # DEPENDENCYPART_GRANDPAR
(14,7),(7,1),-0.148001 # DEPENDENCYPART_GRANDPAR
(14,7),(7,2),0.223736 # DEPENDENCYPART_GRANDPAR
